,date,value,name_B07X5MTF4F
68,2020-07-31,13768.0,Detox & Cleanse
69,2020-08-01,16178.0,Detox & Cleanse
70,2020-08-02,16178.0,Detox & Cleanse
71,2020-08-03,16178.0,Detox & Cleanse
72,2020-08-04,16258.0,Detox & Cleanse
73,2020-08-05,16258.0,Detox & Cleanse
74,2020-08-06,16258.0,Detox & Cleanse
75,2020-08-07,17099.0,Detox & Cleanse
76,2020-08-08,17099.0,Detox & Cleanse
77,2020-08-09,17099.0,Detox & Cleanse
78,2020-08-10,16001.0,Detox & Cleanse
79,2020-08-11,16001.0,Detox & Cleanse
80,2020-08-12,16001.0,Detox & Cleanse
81,2020-08-13,15673.0,Detox & Cleanse
82,2020-08-14,15673.0,Detox & Cleanse
83,2020-08-15,15673.0,Detox & Cleanse
84,2020-08-16,15673.0,Detox & Cleanse
85,2020-08-17,14350.0,Detox & Cleanse
86,2020-08-18,14350.0,Detox & Cleanse
87,2020-08-19,14350.0,Detox & Cleanse
88,2020-08-20,19164.0,Detox & Cleanse
89,2020-08-21,19164.0,Detox & Cleanse
90,2020-08-22,19164.0,Detox & Cleanse
91,2020-08-23,19164.0,Detox & Cleanse
92,2020-08-24,9884.0,Detox & Cleanse
93,2020-08-25,9884.0,Detox & Cleanse
94,2020-08-26,9884.0,Detox & Cleanse
95,2020-08-27,15486.0,Detox & Cleanse
96,2020-08-28,15486.0,Detox & Cleanse
97,2020-08-29,15486.0,Detox & Cleanse
98,2020-08-30,11670.0,Detox & Cleanse
99,2020-08-31,11670.0,Detox & Cleanse
100,2020-09-01,11670.0,Detox & Cleanse
101,2020-09-02,14835.0,Detox & Cleanse
102,2020-09-03,14835.0,Detox & Cleanse
103,2020-09-04,14835.0,Detox & Cleanse
104,2020-09-05,12253.0,Detox & Cleanse
105,2020-09-06,12253.0,Detox & Cleanse
106,2020-09-07,14001.0,Detox & Cleanse
107,2020-09-08,14001.0,Detox & Cleanse
108,2020-09-09,14001.0,Detox & Cleanse
109,2020-09-10,15547.0,Detox & Cleanse
110,2020-09-11,15547.0,Detox & Cleanse
111,2020-09-12,17962.0,Detox & Cleanse
112,2020-09-13,17962.0,Detox & Cleanse
113,2020-09-14,17962.0,Detox & Cleanse
114,2020-09-15,12914.0,Detox & Cleanse
115,2020-09-16,12914.0,Detox & Cleanse
116,2020-09-17,20691.0,Detox & Cleanse
117,2020-09-18,20691.0,Detox & Cleanse
118,2020-09-19,20691.0,Detox & Cleanse
119,2020-09-20,20691.0,Detox & Cleanse
120,2020-09-21,18865.0,Detox & Cleanse
121,2020-09-22,18865.0,Detox & Cleanse
122,2020-09-23,20060.0,Detox & Cleanse
123,2020-09-24,20060.0,Detox & Cleanse
124,2020-09-25,20060.0,Detox & Cleanse
125,2020-09-26,17980.0,Detox & Cleanse
126,2020-09-27,17980.0,Detox & Cleanse
127,2020-09-28,17980.0,Detox & Cleanse
128,2020-09-29,17980.0,Detox & Cleanse
129,2020-09-30,19885.0,Detox & Cleanse
130,2020-10-01,19885.0,Detox & Cleanse
131,2020-10-02,19885.0,Detox & Cleanse
132,2020-10-03,19617.0,Detox & Cleanse
133,2020-10-04,19617.0,Detox & Cleanse
134,2020-10-05,19617.0,Detox & Cleanse
135,2020-10-06,21118.0,Detox & Cleanse
136,2020-10-07,21118.0,Detox & Cleanse
137,2020-10-08,21118.0,Detox & Cleanse
138,2020-10-09,21118.0,Detox & Cleanse
139,2020-10-10,12874.0,Detox & Cleanse
140,2020-10-11,13961.0,Detox & Cleanse
141,2020-10-12,13961.0,Detox & Cleanse
142,2020-10-13,13961.0,Detox & Cleanse
143,2020-10-14,20191.0,Detox & Cleanse
144,2020-10-15,20191.0,Detox & Cleanse
145,2020-10-16,20191.0,Detox & Cleanse
146,2020-10-17,20191.0,Detox & Cleanse
147,2020-10-18,20191.0,Detox & Cleanse
148,2020-10-19,17844.0,Detox & Cleanse
149,2020-10-20,17844.0,Detox & Cleanse
150,2020-10-21,17844.0,Detox & Cleanse
151,2020-10-22,17844.0,Detox & Cleanse
152,2020-10-23,17844.0,Detox & Cleanse
153,2020-10-24,16897.0,Detox & Cleanse
154,2020-10-25,16897.0,Detox & Cleanse
155,2020-10-26,16897.0,Detox & Cleanse
156,2020-10-27,17470.0,Detox & Cleanse
157,2020-10-28,17470.0,Detox & Cleanse
158,2020-10-29,17470.0,Detox & Cleanse
159,2020-10-30,18876.0,Detox & Cleanse
160,2020-10-31,19591.0,Detox & Cleanse
161,2020-11-01,19591.0,Detox & Cleanse
162,2020-11-02,19591.0,Detox & Cleanse
163,2020-11-03,19591.0,Detox & Cleanse
164,2020-11-04,21413.0,Detox & Cleanse
165,2020-11-05,21413.0,Detox & Cleanse
166,2020-11-06,21413.0,Detox & Cleanse
167,2020-11-07,18557.0,Detox & Cleanse
168,2020-11-08,18557.0,Detox & Cleanse
169,2020-11-09,18557.0,Detox & Cleanse
170,2020-11-10,18640.0,Detox & Cleanse
171,2020-11-11,18640.0,Detox & Cleanse
172,2020-11-12,18640.0,Detox & Cleanse
173,2020-11-13,18640.0,Detox & Cleanse
174,2020-11-14,18640.0,Detox & Cleanse
175,2020-11-15,23936.0,Detox & Cleanse
176,2020-11-16,23936.0,Detox & Cleanse
177,2020-11-17,20019.0,Detox & Cleanse
178,2020-11-18,20019.0,Detox & Cleanse
179,2020-11-19,20019.0,Detox & Cleanse
180,2020-11-20,20019.0,Detox & Cleanse
181,2020-11-21,20019.0,Detox & Cleanse
182,2020-11-22,22073.0,Detox & Cleanse
183,2020-11-23,22615.0,Detox & Cleanse
184,2020-11-24,22615.0,Detox & Cleanse
185,2020-11-25,22615.0,Detox & Cleanse
186,2020-11-26,22615.0,Detox & Cleanse
187,2020-11-27,22615.0,Detox & Cleanse
188,2020-11-28,22615.0,Detox & Cleanse
189,2020-11-29,14316.0,Detox & Cleanse
190,2020-11-30,14316.0,Detox & Cleanse
191,2020-12-01,14316.0,Detox & Cleanse
192,2020-12-02,14316.0,Detox & Cleanse
193,2020-12-03,14316.0,Detox & Cleanse
194,2020-12-04,19333.0,Detox & Cleanse
195,2020-12-05,19333.0,Detox & Cleanse
196,2020-12-06,19333.0,Detox & Cleanse
197,2020-12-07,19333.0,Detox & Cleanse
198,2020-12-08,25515.0,Detox & Cleanse
199,2020-12-09,25515.0,Detox & Cleanse
200,2020-12-10,25515.0,Detox & Cleanse
201,2020-12-11,25515.0,Detox & Cleanse
202,2020-12-12,25515.0,Detox & Cleanse
203,2020-12-13,25515.0,Detox & Cleanse
204,2020-12-14,28517.0,Detox & Cleanse
205,2020-12-15,28517.0,Detox & Cleanse
206,2020-12-16,28517.0,Detox & Cleanse
207,2020-12-17,34214.0,Detox & Cleanse
208,2020-12-18,34214.0,Detox & Cleanse
209,2020-12-19,34214.0,Detox & Cleanse
210,2020-12-20,26301.0,Detox & Cleanse
211,2020-12-21,26301.0,Detox & Cleanse
212,2020-12-22,29215.0,Detox & Cleanse
213,2020-12-23,32623.0,Detox & Cleanse
214,2020-12-24,32085.0,Detox & Cleanse
215,2020-12-25,32085.0,Detox & Cleanse
216,2020-12-26,32085.0,Detox & Cleanse
217,2020-12-27,14029.0,Detox & Cleanse
218,2020-12-28,14029.0,Detox & Cleanse
219,2020-12-29,14029.0,Detox & Cleanse
220,2020-12-30,11450.0,Detox & Cleanse
221,2020-12-31,11450.0,Detox & Cleanse
222,2021-01-01,11450.0,Detox & Cleanse
223,2021-01-02,9124.0,Detox & Cleanse
224,2021-01-03,9124.0,Detox & Cleanse
225,2021-01-04,8724.0,Detox & Cleanse
226,2021-01-05,8724.0,Detox & Cleanse
227,2021-01-06,8724.0,Detox & Cleanse
228,2021-01-07,8724.0,Detox & Cleanse
229,2021-01-08,10253.0,Detox & Cleanse
230,2021-01-09,10253.0,Detox & Cleanse
231,2021-01-10,10253.0,Detox & Cleanse
232,2021-01-11,16457.0,Detox & Cleanse
233,2021-01-12,16457.0,Detox & Cleanse
234,2021-01-13,16457.0,Detox & Cleanse
235,2021-01-14,16457.0,Detox & Cleanse
236,2021-01-15,11024.0,Detox & Cleanse
237,2021-01-16,13611.0,Detox & Cleanse
238,2021-01-17,13611.0,Detox & Cleanse
239,2021-01-18,13611.0,Detox & Cleanse
240,2021-01-19,17554.0,Detox & Cleanse
241,2021-01-20,19367.0,Detox & Cleanse
242,2021-01-21,19367.0,Detox & Cleanse
243,2021-01-22,19367.0,Detox & Cleanse
244,2021-01-23,19367.0,Detox & Cleanse
245,2021-01-24,18469.0,Detox & Cleanse
246,2021-01-25,20223.0,Detox & Cleanse
247,2021-01-26,16944.0,Detox & Cleanse
248,2021-01-27,18863.0,Detox & Cleanse
249,2021-01-28,15546.0,Detox & Cleanse
250,2021-01-29,17846.0,Detox & Cleanse
251,2021-01-30,17846.0,Detox & Cleanse
252,2021-01-31,17846.0,Detox & Cleanse
253,2021-02-01,18411.0,Detox & Cleanse
254,2021-02-02,18411.0,Detox & Cleanse
255,2021-02-03,17230.0,Detox & Cleanse
256,2021-02-04,17230.0,Detox & Cleanse
257,2021-02-05,17230.0,Detox & Cleanse
258,2021-02-06,17230.0,Detox & Cleanse
259,2021-02-07,17230.0,Detox & Cleanse
260,2021-02-08,22029.0,Detox & Cleanse
261,2021-02-09,22029.0,Detox & Cleanse
262,2021-02-10,22029.0,Detox & Cleanse
263,2021-02-11,22029.0,Detox & Cleanse
264,2021-02-12,14360.0,Detox & Cleanse
265,2021-02-13,13096.0,Detox & Cleanse
266,2021-02-14,13096.0,Detox & Cleanse
267,2021-02-15,12714.0,Detox & Cleanse
268,2021-02-16,12714.0,Detox & Cleanse
269,2021-02-17,12714.0,Detox & Cleanse
270,2021-02-18,12133.0,Detox & Cleanse
271,2021-02-19,12133.0,Detox & Cleanse
272,2021-02-20,13396.0,Detox & Cleanse
273,2021-02-21,12927.0,Detox & Cleanse
274,2021-02-22,11652.0,Detox & Cleanse
275,2021-02-23,11652.0,Detox & Cleanse
276,2021-02-24,11652.0,Detox & Cleanse
277,2021-02-25,13218.0,Detox & Cleanse
278,2021-02-26,13218.0,Detox & Cleanse
279,2021-02-27,13218.0,Detox & Cleanse
280,2021-02-28,14800.0,Detox & Cleanse
281,2021-03-01,14800.0,Detox & Cleanse
282,2021-03-02,14800.0,Detox & Cleanse
283,2021-03-03,16312.0,Detox & Cleanse
284,2021-03-04,16312.0,Detox & Cleanse
285,2021-03-05,16312.0,Detox & Cleanse
286,2021-03-06,14225.0,Detox & Cleanse
287,2021-03-07,14225.0,Detox & Cleanse
288,2021-03-08,14225.0,Detox & Cleanse
289,2021-03-09,14225.0,Detox & Cleanse
290,2021-03-10,16039.0,Detox & Cleanse
291,2021-03-11,16039.0,Detox & Cleanse
292,2021-03-12,16039.0,Detox & Cleanse
293,2021-03-13,16039.0,Detox & Cleanse
294,2021-03-14,16039.0,Detox & Cleanse
295,2021-03-15,12207.0,Detox & Cleanse
296,2021-03-16,12207.0,Detox & Cleanse
297,2021-03-17,16221.0,Detox & Cleanse
298,2021-03-18,16676.0,Detox & Cleanse
299,2021-03-19,16676.0,Detox & Cleanse
300,2021-03-20,15278.0,Detox & Cleanse
301,2021-03-21,15278.0,Detox & Cleanse
302,2021-03-22,15278.0,Detox & Cleanse
303,2021-03-23,18410.0,Detox & Cleanse
304,2021-03-24,18410.0,Detox & Cleanse
305,2021-03-25,18410.0,Detox & Cleanse
306,2021-03-26,11763.0,Detox & Cleanse
307,2021-03-27,11763.0,Detox & Cleanse
308,2021-03-28,11276.0,Detox & Cleanse
309,2021-03-29,11276.0,Detox & Cleanse
310,2021-03-30,11276.0,Detox & Cleanse
311,2021-03-31,11526.0,Detox & Cleanse
312,2021-04-01,11526.0,Detox & Cleanse
313,2021-04-02,11571.0,Detox & Cleanse
314,2021-04-03,11571.0,Detox & Cleanse
315,2021-04-04,11571.0,Detox & Cleanse
316,2021-04-05,10664.0,Detox & Cleanse
317,2021-04-06,10664.0,Detox & Cleanse
318,2021-04-07,10664.0,Detox & Cleanse
319,2021-04-08,11250.0,Detox & Cleanse
320,2021-04-09,11250.0,Detox & Cleanse
321,2021-04-10,11250.0,Detox & Cleanse
322,2021-04-11,10131.0,Detox & Cleanse
323,2021-04-12,8898.0,Detox & Cleanse
324,2021-04-13,8898.0,Detox & Cleanse
325,2021-04-14,8898.0,Detox & Cleanse
326,2021-04-15,11832.0,Detox & Cleanse
327,2021-04-16,11832.0,Detox & Cleanse
328,2021-04-17,11832.0,Detox & Cleanse
329,2021-04-18,10841.0,Detox & Cleanse
330,2021-04-19,10841.0,Detox & Cleanse
331,2021-04-20,13747.0,Detox & Cleanse
332,2021-04-21,12672.0,Detox & Cleanse
333,2021-04-22,12672.0,Detox & Cleanse
334,2021-04-23,14138.0,Detox & Cleanse
335,2021-04-24,14138.0,Detox & Cleanse
336,2021-04-25,14138.0,Detox & Cleanse
337,2021-04-26,13001.0,Detox & Cleanse
338,2021-04-27,13001.0,Detox & Cleanse
339,2021-04-28,21067.0,Detox & Cleanse
340,2021-04-29,21067.0,Detox & Cleanse
341,2021-04-30,19594.0,Detox & Cleanse
342,2021-05-01,19594.0,Detox & Cleanse
343,2021-05-02,19594.0,Detox & Cleanse
344,2021-05-03,21738.0,Detox & Cleanse
345,2021-05-04,21738.0,Detox & Cleanse
346,2021-05-05,22088.0,Detox & Cleanse
347,2021-05-06,22088.0,Detox & Cleanse
348,2021-05-07,22088.0,Detox & Cleanse
349,2021-05-08,22088.0,Detox & Cleanse
350,2021-05-09,22088.0,Detox & Cleanse
351,2021-05-10,21402.0,Detox & Cleanse
352,2021-05-11,21402.0,Detox & Cleanse
353,2021-05-12,20645.0,Detox & Cleanse
354,2021-05-13,20645.0,Detox & Cleanse
355,2021-05-14,20645.0,Detox & Cleanse
356,2021-05-15,20678.0,Detox & Cleanse
357,2021-05-16,20678.0,Detox & Cleanse
358,2021-05-17,20975.0,Detox & Cleanse
359,2021-05-18,20975.0,Detox & Cleanse
360,2021-05-19,33768.0,Detox & Cleanse
361,2021-05-20,47528.0,Detox & Cleanse
362,2021-05-21,62886.0,Detox & Cleanse
363,2021-05-22,62886.0,Detox & Cleanse
364,2021-05-23,71863.0,Detox & Cleanse
365,2021-05-24,71863.0,Detox & Cleanse
366,2021-05-25,71863.0,Detox & Cleanse
367,2021-05-26,31201.0,Detox & Cleanse
368,2021-05-27,31201.0,Detox & Cleanse
369,2021-05-28,47801.0,Detox & Cleanse
370,2021-05-29,47801.0,Detox & Cleanse
371,2021-05-30,47801.0,Detox & Cleanse
372,2021-05-31,25700.0,Detox & Cleanse
373,2021-06-01,25700.0,Detox & Cleanse
374,2021-06-02,39000.0,Detox & Cleanse
375,2021-06-03,39000.0,Detox & Cleanse
376,2021-06-04,39000.0,Detox & Cleanse
377,2021-06-05,39000.0,Detox & Cleanse
378,2021-06-06,39000.0,Detox & Cleanse
379,2021-06-07,26968.0,Detox & Cleanse
380,2021-06-08,29582.0,Detox & Cleanse
381,2021-06-09,29582.0,Detox & Cleanse
382,2021-06-10,29582.0,Detox & Cleanse
383,2021-06-11,20963.0,Detox & Cleanse
384,2021-06-12,20963.0,Detox & Cleanse
385,2021-06-13,20963.0,Detox & Cleanse
386,2021-06-14,13279.0,Detox & Cleanse
387,2021-06-15,13279.0,Detox & Cleanse
388,2021-06-16,17053.0,Detox & Cleanse
389,2021-06-17,17053.0,Detox & Cleanse
390,2021-06-18,17053.0,Detox & Cleanse
391,2021-06-19,20136.0,Detox & Cleanse
392,2021-06-20,20136.0,Detox & Cleanse
393,2021-06-21,22416.0,Detox & Cleanse
394,2021-06-22,22586.0,Detox & Cleanse
395,2021-06-23,22586.0,Detox & Cleanse
396,2021-06-24,22586.0,Detox & Cleanse
397,2021-06-25,14111.0,Detox & Cleanse
398,2021-06-26,14111.0,Detox & Cleanse
399,2021-06-27,14111.0,Detox & Cleanse
400,2021-06-28,15255.0,Detox & Cleanse
401,2021-06-29,15255.0,Detox & Cleanse
402,2021-06-30,17418.0,Detox & Cleanse
403,2021-07-01,17418.0,Detox & Cleanse
404,2021-07-02,18518.0,Detox & Cleanse
405,2021-07-03,18518.0,Detox & Cleanse
406,2021-07-04,18518.0,Detox & Cleanse
407,2021-07-05,13568.0,Detox & Cleanse
408,2021-07-06,13568.0,Detox & Cleanse
409,2021-07-07,15159.0,Detox & Cleanse
410,2021-07-08,15159.0,Detox & Cleanse
411,2021-07-09,15159.0,Detox & Cleanse
412,2021-07-10,13448.0,Detox & Cleanse
413,2021-07-11,13615.0,Detox & Cleanse
