,date,value,name_B07TZGF2H1
155,2020-01-14,206877.0,Tablecloths
156,2020-01-15,206877.0,Tablecloths
157,2020-01-16,206877.0,Tablecloths
158,2020-01-17,206877.0,Tablecloths
159,2020-01-18,206877.0,Tablecloths
160,2020-01-19,597997.0,Tablecloths
161,2020-01-20,597997.0,Tablecloths
162,2020-01-21,597997.0,Tablecloths
163,2020-01-22,597997.0,Tablecloths
164,2020-01-23,597997.0,Tablecloths
165,2020-01-24,597997.0,Tablecloths
166,2020-01-25,597997.0,Tablecloths
167,2020-01-26,597997.0,Tablecloths
168,2020-01-27,597997.0,Tablecloths
169,2020-01-28,321833.0,Tablecloths
170,2020-01-29,321833.0,Tablecloths
171,2020-01-30,321833.0,Tablecloths
172,2020-01-31,321833.0,Tablecloths
173,2020-02-01,321833.0,Tablecloths
174,2020-02-02,321833.0,Tablecloths
175,2020-02-03,321833.0,Tablecloths
176,2020-02-04,321833.0,Tablecloths
177,2020-02-05,321833.0,Tablecloths
178,2020-02-06,321833.0,Tablecloths
179,2020-02-07,217206.0,Tablecloths
180,2020-02-08,217206.0,Tablecloths
181,2020-02-09,217206.0,Tablecloths
182,2020-02-10,217206.0,Tablecloths
183,2020-02-11,217206.0,Tablecloths
184,2020-02-12,217206.0,Tablecloths
185,2020-02-13,217206.0,Tablecloths
186,2020-02-14,217206.0,Tablecloths
187,2020-02-15,217206.0,Tablecloths
188,2020-02-16,490884.0,Tablecloths
189,2020-02-17,490884.0,Tablecloths
190,2020-02-18,490884.0,Tablecloths
191,2020-02-19,490884.0,Tablecloths
192,2020-02-20,490884.0,Tablecloths
193,2020-02-21,490884.0,Tablecloths
194,2020-02-22,490884.0,Tablecloths
195,2020-02-23,490884.0,Tablecloths
196,2020-02-24,490884.0,Tablecloths
197,2020-02-25,490884.0,Tablecloths
198,2020-02-26,490884.0,Tablecloths
199,2020-02-27,490884.0,Tablecloths
200,2020-02-28,125784.0,Tablecloths
201,2020-02-29,125784.0,Tablecloths
202,2020-03-01,125784.0,Tablecloths
203,2020-03-02,125784.0,Tablecloths
204,2020-03-03,125784.0,Tablecloths
205,2020-03-04,125784.0,Tablecloths
206,2020-03-05,125784.0,Tablecloths
207,2020-03-06,125784.0,Tablecloths
208,2020-03-07,125784.0,Tablecloths
209,2020-03-08,125784.0,Tablecloths
210,2020-03-09,125784.0,Tablecloths
211,2020-03-10,125784.0,Tablecloths
212,2020-03-11,125784.0,Tablecloths
213,2020-03-12,125784.0,Tablecloths
214,2020-03-13,125784.0,Tablecloths
215,2020-03-14,125784.0,Tablecloths
216,2020-03-15,125784.0,Tablecloths
217,2020-03-16,125784.0,Tablecloths
218,2020-03-17,125784.0,Tablecloths
219,2020-03-18,125784.0,Tablecloths
220,2020-03-19,125784.0,Tablecloths
221,2020-03-20,125784.0,Tablecloths
222,2020-03-21,125784.0,Tablecloths
223,2020-03-22,125784.0,Tablecloths
224,2020-03-23,125784.0,Tablecloths
225,2020-03-24,125784.0,Tablecloths
226,2020-03-25,125784.0,Tablecloths
227,2020-03-26,125784.0,Tablecloths
228,2020-03-27,125784.0,Tablecloths
229,2020-03-28,125784.0,Tablecloths
230,2020-03-29,125784.0,Tablecloths
231,2020-03-30,125784.0,Tablecloths
232,2020-03-31,125784.0,Tablecloths
233,2020-04-01,125784.0,Tablecloths
234,2020-04-02,125784.0,Tablecloths
235,2020-04-03,125784.0,Tablecloths
236,2020-04-04,125784.0,Tablecloths
237,2020-04-05,125784.0,Tablecloths
238,2020-04-06,125784.0,Tablecloths
239,2020-04-07,125784.0,Tablecloths
240,2020-04-08,125784.0,Tablecloths
241,2020-04-09,125784.0,Tablecloths
242,2020-04-10,125784.0,Tablecloths
243,2020-04-11,125784.0,Tablecloths
244,2020-04-12,125784.0,Tablecloths
245,2020-04-13,125784.0,Tablecloths
246,2020-04-14,125784.0,Tablecloths
247,2020-04-15,125784.0,Tablecloths
248,2020-04-16,125784.0,Tablecloths
249,2020-04-17,125784.0,Tablecloths
250,2020-04-18,125784.0,Tablecloths
251,2020-04-19,125784.0,Tablecloths
252,2020-04-20,125784.0,Tablecloths
253,2020-04-21,125784.0,Tablecloths
254,2020-04-22,125784.0,Tablecloths
255,2020-04-23,125784.0,Tablecloths
256,2020-04-24,125784.0,Tablecloths
257,2020-04-25,125784.0,Tablecloths
258,2020-04-26,125784.0,Tablecloths
259,2020-04-27,125784.0,Tablecloths
260,2020-04-28,125784.0,Tablecloths
261,2020-04-29,125784.0,Tablecloths
262,2020-04-30,125784.0,Tablecloths
263,2020-05-01,125784.0,Tablecloths
264,2020-05-02,125784.0,Tablecloths
265,2020-05-03,125784.0,Tablecloths
266,2020-05-04,125784.0,Tablecloths
267,2020-05-05,125784.0,Tablecloths
268,2020-05-06,125784.0,Tablecloths
269,2020-05-07,125784.0,Tablecloths
270,2020-05-08,125784.0,Tablecloths
271,2020-05-09,125784.0,Tablecloths
272,2020-05-10,125784.0,Tablecloths
273,2020-05-11,125784.0,Tablecloths
274,2020-05-12,125784.0,Tablecloths
275,2020-05-13,125784.0,Tablecloths
276,2020-05-14,125784.0,Tablecloths
277,2020-05-15,125784.0,Tablecloths
278,2020-05-16,125784.0,Tablecloths
279,2020-05-17,125784.0,Tablecloths
280,2020-05-18,125784.0,Tablecloths
281,2020-05-19,125784.0,Tablecloths
282,2020-05-20,125784.0,Tablecloths
283,2020-05-21,125784.0,Tablecloths
284,2020-05-22,125784.0,Tablecloths
285,2020-05-23,125784.0,Tablecloths
286,2020-05-24,125784.0,Tablecloths
287,2020-05-25,125784.0,Tablecloths
288,2020-05-26,125784.0,Tablecloths
289,2020-05-27,125784.0,Tablecloths
290,2020-05-28,125784.0,Tablecloths
291,2020-05-29,125784.0,Tablecloths
292,2020-05-30,125784.0,Tablecloths
293,2020-05-31,125784.0,Tablecloths
294,2020-06-01,125784.0,Tablecloths
295,2020-06-02,125784.0,Tablecloths
296,2020-06-03,125784.0,Tablecloths
297,2020-06-04,125784.0,Tablecloths
298,2020-06-05,125784.0,Tablecloths
299,2020-06-06,125784.0,Tablecloths
300,2020-06-07,125784.0,Tablecloths
301,2020-06-08,125784.0,Tablecloths
302,2020-06-09,125784.0,Tablecloths
303,2020-06-10,125784.0,Tablecloths
304,2020-06-11,125784.0,Tablecloths
305,2020-06-12,125784.0,Tablecloths
306,2020-06-13,125784.0,Tablecloths
307,2020-06-14,125784.0,Tablecloths
308,2020-06-15,125784.0,Tablecloths
309,2020-06-16,125784.0,Tablecloths
310,2020-06-17,125784.0,Tablecloths
311,2020-06-18,125784.0,Tablecloths
312,2020-06-19,125784.0,Tablecloths
313,2020-06-20,125784.0,Tablecloths
314,2020-06-21,125784.0,Tablecloths
315,2020-06-22,125784.0,Tablecloths
316,2020-06-23,125784.0,Tablecloths
317,2020-06-24,125784.0,Tablecloths
318,2020-06-25,125784.0,Tablecloths
319,2020-06-26,125784.0,Tablecloths
320,2020-06-27,125784.0,Tablecloths
321,2020-06-28,125784.0,Tablecloths
322,2020-06-29,125784.0,Tablecloths
323,2020-06-30,125784.0,Tablecloths
324,2020-07-01,125784.0,Tablecloths
325,2020-07-02,125784.0,Tablecloths
326,2020-07-03,125784.0,Tablecloths
327,2020-07-04,125784.0,Tablecloths
328,2020-07-05,125784.0,Tablecloths
329,2020-07-06,125784.0,Tablecloths
330,2020-07-07,125784.0,Tablecloths
331,2020-07-08,125784.0,Tablecloths
332,2020-07-09,125784.0,Tablecloths
333,2020-07-10,125784.0,Tablecloths
334,2020-07-11,125784.0,Tablecloths
335,2020-07-12,125784.0,Tablecloths
336,2020-07-13,125784.0,Tablecloths
337,2020-07-14,125784.0,Tablecloths
338,2020-07-15,125784.0,Tablecloths
339,2020-07-16,125784.0,Tablecloths
340,2020-07-17,125784.0,Tablecloths
341,2020-07-18,125784.0,Tablecloths
342,2020-07-19,125784.0,Tablecloths
343,2020-07-20,125784.0,Tablecloths
344,2020-07-21,125784.0,Tablecloths
345,2020-07-22,125784.0,Tablecloths
346,2020-07-23,125784.0,Tablecloths
347,2020-07-24,125784.0,Tablecloths
348,2020-07-25,125784.0,Tablecloths
349,2020-07-26,125784.0,Tablecloths
350,2020-07-27,125784.0,Tablecloths
351,2020-07-28,125784.0,Tablecloths
352,2020-07-29,125784.0,Tablecloths
353,2020-07-30,125784.0,Tablecloths
354,2020-07-31,125784.0,Tablecloths
355,2020-08-01,125784.0,Tablecloths
356,2020-08-02,125784.0,Tablecloths
357,2020-08-03,125784.0,Tablecloths
358,2020-08-04,125784.0,Tablecloths
359,2020-08-05,125784.0,Tablecloths
360,2020-08-06,125784.0,Tablecloths
361,2020-08-07,125784.0,Tablecloths
362,2020-08-08,125784.0,Tablecloths
363,2020-08-09,125784.0,Tablecloths
364,2020-08-10,125784.0,Tablecloths
365,2020-08-11,125784.0,Tablecloths
366,2020-08-12,125784.0,Tablecloths
367,2020-08-13,68678.0,Tablecloths
368,2020-08-14,68678.0,Tablecloths
369,2020-08-15,68678.0,Tablecloths
370,2020-08-16,68678.0,Tablecloths
371,2020-08-17,68678.0,Tablecloths
372,2020-08-18,68678.0,Tablecloths
373,2020-08-19,68678.0,Tablecloths
374,2020-08-20,118499.0,Tablecloths
375,2020-08-21,118499.0,Tablecloths
376,2020-08-22,118499.0,Tablecloths
377,2020-08-23,118499.0,Tablecloths
378,2020-08-24,118499.0,Tablecloths
379,2020-08-25,80834.0,Tablecloths
380,2020-08-26,80834.0,Tablecloths
381,2020-08-27,80834.0,Tablecloths
382,2020-08-28,80834.0,Tablecloths
383,2020-08-29,97968.0,Tablecloths
384,2020-08-30,97968.0,Tablecloths
385,2020-08-31,97968.0,Tablecloths
386,2020-09-01,97968.0,Tablecloths
387,2020-09-02,97968.0,Tablecloths
388,2020-09-03,97968.0,Tablecloths
389,2020-09-04,79226.0,Tablecloths
390,2020-09-05,79226.0,Tablecloths
391,2020-09-06,79226.0,Tablecloths
392,2020-09-07,79226.0,Tablecloths
393,2020-09-08,156684.0,Tablecloths
394,2020-09-09,156684.0,Tablecloths
395,2020-09-10,156684.0,Tablecloths
396,2020-09-11,156684.0,Tablecloths
397,2020-09-12,156684.0,Tablecloths
398,2020-09-13,156684.0,Tablecloths
399,2020-09-14,156684.0,Tablecloths
400,2020-09-15,156684.0,Tablecloths
401,2020-09-16,156684.0,Tablecloths
402,2020-09-17,156684.0,Tablecloths
403,2020-09-18,156684.0,Tablecloths
404,2020-09-19,156684.0,Tablecloths
405,2020-09-20,156684.0,Tablecloths
406,2020-09-21,112920.0,Tablecloths
407,2020-09-22,112920.0,Tablecloths
408,2020-09-23,112920.0,Tablecloths
409,2020-09-24,35283.0,Tablecloths
410,2020-09-25,35283.0,Tablecloths
411,2020-09-26,35283.0,Tablecloths
412,2020-09-27,28645.0,Tablecloths
413,2020-09-28,28645.0,Tablecloths
414,2020-09-29,28645.0,Tablecloths
415,2020-09-30,28645.0,Tablecloths
416,2020-10-01,28645.0,Tablecloths
417,2020-10-02,28645.0,Tablecloths
418,2020-10-03,97955.0,Tablecloths
419,2020-10-04,97955.0,Tablecloths
420,2020-10-05,97955.0,Tablecloths
421,2020-10-06,97955.0,Tablecloths
422,2020-10-07,97955.0,Tablecloths
423,2020-10-08,97955.0,Tablecloths
424,2020-10-09,60664.0,Tablecloths
425,2020-10-10,60664.0,Tablecloths
426,2020-10-11,60664.0,Tablecloths
427,2020-10-12,44874.0,Tablecloths
428,2020-10-13,44874.0,Tablecloths
429,2020-10-14,44874.0,Tablecloths
430,2020-10-15,44874.0,Tablecloths
431,2020-10-16,44874.0,Tablecloths
432,2020-10-17,44874.0,Tablecloths
433,2020-10-18,44874.0,Tablecloths
434,2020-10-19,44874.0,Tablecloths
435,2020-10-20,48849.0,Tablecloths
436,2020-10-21,48849.0,Tablecloths
437,2020-10-22,48849.0,Tablecloths
438,2020-10-23,48849.0,Tablecloths
439,2020-10-24,61938.0,Tablecloths
440,2020-10-25,61938.0,Tablecloths
441,2020-10-26,61938.0,Tablecloths
442,2020-10-27,61938.0,Tablecloths
443,2020-10-28,61938.0,Tablecloths
444,2020-10-29,32094.0,Tablecloths
445,2020-10-30,32094.0,Tablecloths
446,2020-10-31,32094.0,Tablecloths
447,2020-11-01,32094.0,Tablecloths
448,2020-11-02,53503.0,Tablecloths
449,2020-11-03,53503.0,Tablecloths
450,2020-11-04,53503.0,Tablecloths
451,2020-11-05,70907.0,Tablecloths
452,2020-11-06,70907.0,Tablecloths
453,2020-11-07,70907.0,Tablecloths
454,2020-11-08,70907.0,Tablecloths
455,2020-11-09,110756.0,Tablecloths
456,2020-11-10,110756.0,Tablecloths
457,2020-11-11,110756.0,Tablecloths
458,2020-11-12,110756.0,Tablecloths
459,2020-11-13,110756.0,Tablecloths
460,2020-11-14,110756.0,Tablecloths
461,2020-11-15,110756.0,Tablecloths
462,2020-11-16,110756.0,Tablecloths
463,2020-11-17,110756.0,Tablecloths
464,2020-11-18,110756.0,Tablecloths
465,2020-11-19,110756.0,Tablecloths
466,2020-11-20,60303.0,Tablecloths
467,2020-11-21,60303.0,Tablecloths
468,2020-11-22,60303.0,Tablecloths
469,2020-11-23,60303.0,Tablecloths
470,2020-11-24,60303.0,Tablecloths
471,2020-11-25,70600.0,Tablecloths
472,2020-11-26,70600.0,Tablecloths
473,2020-11-27,70600.0,Tablecloths
474,2020-11-28,70600.0,Tablecloths
475,2020-11-29,122673.0,Tablecloths
476,2020-11-30,122673.0,Tablecloths
477,2020-12-01,122673.0,Tablecloths
478,2020-12-02,101286.0,Tablecloths
479,2020-12-03,101286.0,Tablecloths
480,2020-12-04,101286.0,Tablecloths
481,2020-12-05,101286.0,Tablecloths
482,2020-12-06,101286.0,Tablecloths
483,2020-12-07,101286.0,Tablecloths
484,2020-12-08,101286.0,Tablecloths
485,2020-12-09,101286.0,Tablecloths
486,2020-12-10,101286.0,Tablecloths
487,2020-12-11,101286.0,Tablecloths
488,2020-12-12,101286.0,Tablecloths
489,2020-12-13,101286.0,Tablecloths
490,2020-12-14,101286.0,Tablecloths
491,2020-12-15,101286.0,Tablecloths
492,2020-12-16,101286.0,Tablecloths
493,2020-12-17,120154.0,Tablecloths
494,2020-12-18,120154.0,Tablecloths
495,2020-12-19,120154.0,Tablecloths
496,2020-12-20,120154.0,Tablecloths
497,2020-12-21,120154.0,Tablecloths
498,2020-12-22,120154.0,Tablecloths
499,2020-12-23,120154.0,Tablecloths
500,2020-12-24,120154.0,Tablecloths
501,2020-12-25,120154.0,Tablecloths
502,2020-12-26,143095.0,Tablecloths
503,2020-12-27,143095.0,Tablecloths
504,2020-12-28,143095.0,Tablecloths
505,2020-12-29,143095.0,Tablecloths
506,2020-12-30,143095.0,Tablecloths
507,2020-12-31,143095.0,Tablecloths
508,2021-01-01,143095.0,Tablecloths
509,2021-01-02,143095.0,Tablecloths
510,2021-01-03,143095.0,Tablecloths
511,2021-01-04,143095.0,Tablecloths
512,2021-01-05,102550.0,Tablecloths
513,2021-01-06,102550.0,Tablecloths
514,2021-01-07,102550.0,Tablecloths
515,2021-01-08,102550.0,Tablecloths
516,2021-01-09,102550.0,Tablecloths
517,2021-01-10,102550.0,Tablecloths
518,2021-01-11,102550.0,Tablecloths
519,2021-01-12,102550.0,Tablecloths
520,2021-01-13,102550.0,Tablecloths
521,2021-01-14,102550.0,Tablecloths
522,2021-01-15,102550.0,Tablecloths
523,2021-01-16,102550.0,Tablecloths
524,2021-01-17,76554.0,Tablecloths
525,2021-01-18,76554.0,Tablecloths
526,2021-01-19,76554.0,Tablecloths
527,2021-01-20,76554.0,Tablecloths
528,2021-01-21,76554.0,Tablecloths
529,2021-01-22,76554.0,Tablecloths
530,2021-01-23,76554.0,Tablecloths
531,2021-01-24,76554.0,Tablecloths
532,2021-01-25,76554.0,Tablecloths
533,2021-01-26,76554.0,Tablecloths
534,2021-01-27,76554.0,Tablecloths
535,2021-01-28,76554.0,Tablecloths
536,2021-01-29,76554.0,Tablecloths
537,2021-01-30,76554.0,Tablecloths
538,2021-01-31,76554.0,Tablecloths
539,2021-02-01,76554.0,Tablecloths
540,2021-02-02,82241.0,Tablecloths
541,2021-02-03,82241.0,Tablecloths
542,2021-02-04,82241.0,Tablecloths
543,2021-02-05,82241.0,Tablecloths
544,2021-02-06,82241.0,Tablecloths
545,2021-02-07,82241.0,Tablecloths
546,2021-02-08,82241.0,Tablecloths
547,2021-02-09,82241.0,Tablecloths
548,2021-02-10,82241.0,Tablecloths
549,2021-02-11,82241.0,Tablecloths
550,2021-02-12,82241.0,Tablecloths
551,2021-02-13,82241.0,Tablecloths
552,2021-02-14,82241.0,Tablecloths
553,2021-02-15,82241.0,Tablecloths
554,2021-02-16,82241.0,Tablecloths
555,2021-02-17,82241.0,Tablecloths
556,2021-02-18,82241.0,Tablecloths
557,2021-02-19,39704.0,Tablecloths
558,2021-02-20,39704.0,Tablecloths
559,2021-02-21,39704.0,Tablecloths
560,2021-02-22,39704.0,Tablecloths
561,2021-02-23,39704.0,Tablecloths
562,2021-02-24,39704.0,Tablecloths
563,2021-02-25,39704.0,Tablecloths
564,2021-02-26,39704.0,Tablecloths
565,2021-02-27,39704.0,Tablecloths
566,2021-02-28,39704.0,Tablecloths
567,2021-03-01,39704.0,Tablecloths
568,2021-03-02,39704.0,Tablecloths
569,2021-03-03,39704.0,Tablecloths
570,2021-03-04,39704.0,Tablecloths
571,2021-03-05,39704.0,Tablecloths
572,2021-03-06,38608.0,Tablecloths
573,2021-03-07,38608.0,Tablecloths
574,2021-03-08,38608.0,Tablecloths
575,2021-03-09,38608.0,Tablecloths
576,2021-03-10,38608.0,Tablecloths
577,2021-03-11,45942.0,Tablecloths
578,2021-03-12,45942.0,Tablecloths
579,2021-03-13,45942.0,Tablecloths
580,2021-03-14,45942.0,Tablecloths
581,2021-03-15,45942.0,Tablecloths
582,2021-03-16,45942.0,Tablecloths
583,2021-03-17,45942.0,Tablecloths
584,2021-03-18,45942.0,Tablecloths
585,2021-03-19,45942.0,Tablecloths
586,2021-03-20,65836.0,Tablecloths
587,2021-03-21,65836.0,Tablecloths
588,2021-03-22,65836.0,Tablecloths
589,2021-03-23,65836.0,Tablecloths
590,2021-03-24,65836.0,Tablecloths
591,2021-03-25,65836.0,Tablecloths
592,2021-03-26,65836.0,Tablecloths
593,2021-03-27,65836.0,Tablecloths
594,2021-03-28,65836.0,Tablecloths
595,2021-03-29,65836.0,Tablecloths
596,2021-03-30,65836.0,Tablecloths
597,2021-03-31,65836.0,Tablecloths
598,2021-04-01,65836.0,Tablecloths
599,2021-04-02,31081.0,Tablecloths
600,2021-04-03,25222.0,Tablecloths
601,2021-04-04,25222.0,Tablecloths
602,2021-04-05,25222.0,Tablecloths
603,2021-04-06,25222.0,Tablecloths
604,2021-04-07,25222.0,Tablecloths
605,2021-04-08,19072.0,Tablecloths
606,2021-04-09,19072.0,Tablecloths
607,2021-04-10,19072.0,Tablecloths
608,2021-04-11,19072.0,Tablecloths
609,2021-04-12,19072.0,Tablecloths
610,2021-04-13,19072.0,Tablecloths
611,2021-04-14,26657.0,Tablecloths
612,2021-04-15,26657.0,Tablecloths
613,2021-04-16,26657.0,Tablecloths
614,2021-04-17,47152.0,Tablecloths
615,2021-04-18,47152.0,Tablecloths
616,2021-04-19,47152.0,Tablecloths
617,2021-04-20,17343.0,Tablecloths
618,2021-04-21,17343.0,Tablecloths
619,2021-04-22,17343.0,Tablecloths
620,2021-04-23,19384.0,Tablecloths
621,2021-04-24,19384.0,Tablecloths
622,2021-04-25,19384.0,Tablecloths
623,2021-04-26,26955.0,Tablecloths
624,2021-04-27,26955.0,Tablecloths
625,2021-04-28,26955.0,Tablecloths
626,2021-04-29,45404.0,Tablecloths
627,2021-04-30,45404.0,Tablecloths
628,2021-05-01,45404.0,Tablecloths
629,2021-05-02,34427.0,Tablecloths
630,2021-05-03,34427.0,Tablecloths
631,2021-05-04,39632.0,Tablecloths
632,2021-05-05,39632.0,Tablecloths
633,2021-05-06,39632.0,Tablecloths
634,2021-05-07,39632.0,Tablecloths
635,2021-05-08,39632.0,Tablecloths
636,2021-05-09,47660.0,Tablecloths
637,2021-05-10,47660.0,Tablecloths
638,2021-05-11,47660.0,Tablecloths
639,2021-05-12,47660.0,Tablecloths
640,2021-05-13,57524.0,Tablecloths
641,2021-05-14,57524.0,Tablecloths
642,2021-05-15,57524.0,Tablecloths
643,2021-05-16,67214.0,Tablecloths
644,2021-05-17,67214.0,Tablecloths
645,2021-05-18,67214.0,Tablecloths
646,2021-05-19,26680.0,Tablecloths
647,2021-05-20,23878.0,Tablecloths
648,2021-05-21,23878.0,Tablecloths
649,2021-05-22,23878.0,Tablecloths
650,2021-05-23,23878.0,Tablecloths
651,2021-05-24,77715.0,Tablecloths
652,2021-05-25,77715.0,Tablecloths
653,2021-05-26,42951.0,Tablecloths
654,2021-05-27,42951.0,Tablecloths
655,2021-05-28,52586.0,Tablecloths
656,2021-05-29,52586.0,Tablecloths
657,2021-05-30,52586.0,Tablecloths
658,2021-05-31,52586.0,Tablecloths
659,2021-06-01,67084.0,Tablecloths
660,2021-06-02,67084.0,Tablecloths
661,2021-06-03,67084.0,Tablecloths
662,2021-06-04,67084.0,Tablecloths
663,2021-06-05,67084.0,Tablecloths
