,date,value,name_B08PYW67H9
0,2021-01-18,157135.0,Wall & Tabletop Frames
1,2021-01-19,157135.0,Wall & Tabletop Frames
2,2021-01-20,157135.0,Wall & Tabletop Frames
3,2021-01-21,157135.0,Wall & Tabletop Frames
4,2021-01-22,41557.0,Wall & Tabletop Frames
5,2021-01-23,41557.0,Wall & Tabletop Frames
6,2021-01-24,41557.0,Wall & Tabletop Frames
7,2021-01-25,55187.0,Wall & Tabletop Frames
8,2021-01-26,55187.0,Wall & Tabletop Frames
9,2021-01-27,55187.0,Wall & Tabletop Frames
10,2021-01-28,50140.0,Wall & Tabletop Frames
11,2021-01-29,50140.0,Wall & Tabletop Frames
12,2021-01-30,50140.0,Wall & Tabletop Frames
13,2021-01-31,50140.0,Wall & Tabletop Frames
14,2021-02-01,24032.0,Wall & Tabletop Frames
15,2021-02-02,19937.0,Wall & Tabletop Frames
16,2021-02-03,21346.0,Wall & Tabletop Frames
17,2021-02-04,18665.0,Wall & Tabletop Frames
18,2021-02-05,18665.0,Wall & Tabletop Frames
19,2021-02-06,18665.0,Wall & Tabletop Frames
20,2021-02-07,18665.0,Wall & Tabletop Frames
21,2021-02-08,18665.0,Wall & Tabletop Frames
22,2021-02-09,27501.0,Wall & Tabletop Frames
23,2021-02-10,27501.0,Wall & Tabletop Frames
24,2021-02-11,27501.0,Wall & Tabletop Frames
25,2021-02-12,36283.0,Wall & Tabletop Frames
26,2021-02-13,36682.0,Wall & Tabletop Frames
27,2021-02-14,36682.0,Wall & Tabletop Frames
28,2021-02-15,33747.0,Wall & Tabletop Frames
29,2021-02-16,29631.0,Wall & Tabletop Frames
30,2021-02-17,29631.0,Wall & Tabletop Frames
31,2021-02-18,29631.0,Wall & Tabletop Frames
32,2021-02-19,29631.0,Wall & Tabletop Frames
33,2021-02-20,29631.0,Wall & Tabletop Frames
34,2021-02-21,30805.0,Wall & Tabletop Frames
35,2021-02-22,30805.0,Wall & Tabletop Frames
36,2021-02-23,23029.0,Wall & Tabletop Frames
37,2021-02-24,23029.0,Wall & Tabletop Frames
38,2021-02-25,23029.0,Wall & Tabletop Frames
39,2021-02-26,17176.0,Wall & Tabletop Frames
40,2021-02-27,20665.0,Wall & Tabletop Frames
41,2021-02-28,20665.0,Wall & Tabletop Frames
42,2021-03-01,20665.0,Wall & Tabletop Frames
43,2021-03-02,23871.0,Wall & Tabletop Frames
44,2021-03-03,24837.0,Wall & Tabletop Frames
45,2021-03-04,26852.0,Wall & Tabletop Frames
46,2021-03-05,26852.0,Wall & Tabletop Frames
47,2021-03-06,35121.0,Wall & Tabletop Frames
48,2021-03-07,37577.0,Wall & Tabletop Frames
49,2021-03-08,36710.0,Wall & Tabletop Frames
50,2021-03-09,36710.0,Wall & Tabletop Frames
51,2021-03-10,36710.0,Wall & Tabletop Frames
52,2021-03-11,36710.0,Wall & Tabletop Frames
53,2021-03-12,87273.0,Wall & Tabletop Frames
54,2021-03-13,87273.0,Wall & Tabletop Frames
55,2021-03-14,87273.0,Wall & Tabletop Frames
56,2021-03-15,87273.0,Wall & Tabletop Frames
57,2021-03-16,78748.0,Wall & Tabletop Frames
58,2021-03-17,65693.0,Wall & Tabletop Frames
59,2021-03-18,65693.0,Wall & Tabletop Frames
60,2021-03-19,65693.0,Wall & Tabletop Frames
61,2021-03-20,60812.0,Wall & Tabletop Frames
62,2021-03-21,60812.0,Wall & Tabletop Frames
63,2021-03-22,60812.0,Wall & Tabletop Frames
64,2021-03-23,94642.0,Wall & Tabletop Frames
65,2021-03-24,94642.0,Wall & Tabletop Frames
66,2021-03-25,94642.0,Wall & Tabletop Frames
67,2021-03-26,94642.0,Wall & Tabletop Frames
68,2021-03-27,94642.0,Wall & Tabletop Frames
69,2021-03-28,94642.0,Wall & Tabletop Frames
70,2021-03-29,135610.0,Wall & Tabletop Frames
71,2021-03-30,135610.0,Wall & Tabletop Frames
72,2021-03-31,135610.0,Wall & Tabletop Frames
73,2021-04-01,135610.0,Wall & Tabletop Frames
74,2021-04-02,170082.0,Wall & Tabletop Frames
75,2021-04-03,170082.0,Wall & Tabletop Frames
76,2021-04-04,170082.0,Wall & Tabletop Frames
77,2021-04-05,170082.0,Wall & Tabletop Frames
78,2021-04-06,170082.0,Wall & Tabletop Frames
79,2021-04-07,254187.0,Wall & Tabletop Frames
80,2021-04-08,254187.0,Wall & Tabletop Frames
81,2021-04-09,254187.0,Wall & Tabletop Frames
82,2021-04-10,283230.0,Wall & Tabletop Frames
83,2021-04-11,283230.0,Wall & Tabletop Frames
84,2021-04-12,276544.0,Wall & Tabletop Frames
85,2021-04-13,276544.0,Wall & Tabletop Frames
86,2021-04-14,276544.0,Wall & Tabletop Frames
87,2021-04-15,276544.0,Wall & Tabletop Frames
88,2021-04-16,276544.0,Wall & Tabletop Frames
89,2021-04-17,167538.0,Wall & Tabletop Frames
90,2021-04-18,167538.0,Wall & Tabletop Frames
91,2021-04-19,167538.0,Wall & Tabletop Frames
92,2021-04-20,167538.0,Wall & Tabletop Frames
93,2021-04-21,167538.0,Wall & Tabletop Frames
94,2021-04-22,167538.0,Wall & Tabletop Frames
95,2021-04-23,167538.0,Wall & Tabletop Frames
96,2021-04-24,167538.0,Wall & Tabletop Frames
97,2021-04-25,115435.0,Wall & Tabletop Frames
98,2021-04-26,115435.0,Wall & Tabletop Frames
99,2021-04-27,131952.0,Wall & Tabletop Frames
100,2021-04-28,131952.0,Wall & Tabletop Frames
101,2021-04-29,131952.0,Wall & Tabletop Frames
102,2021-04-30,131952.0,Wall & Tabletop Frames
103,2021-05-01,131952.0,Wall & Tabletop Frames
104,2021-05-02,172050.0,Wall & Tabletop Frames
105,2021-05-03,198021.0,Wall & Tabletop Frames
106,2021-05-04,198021.0,Wall & Tabletop Frames
107,2021-05-05,198021.0,Wall & Tabletop Frames
108,2021-05-06,198021.0,Wall & Tabletop Frames
109,2021-05-07,198021.0,Wall & Tabletop Frames
110,2021-05-08,198021.0,Wall & Tabletop Frames
111,2021-05-09,198021.0,Wall & Tabletop Frames
112,2021-05-10,198021.0,Wall & Tabletop Frames
113,2021-05-11,256255.0,Wall & Tabletop Frames
114,2021-05-12,256255.0,Wall & Tabletop Frames
115,2021-05-13,256255.0,Wall & Tabletop Frames
116,2021-05-14,256255.0,Wall & Tabletop Frames
117,2021-05-15,256255.0,Wall & Tabletop Frames
118,2021-05-16,256255.0,Wall & Tabletop Frames
119,2021-05-17,256255.0,Wall & Tabletop Frames
120,2021-05-18,256255.0,Wall & Tabletop Frames
121,2021-05-19,189803.0,Wall & Tabletop Frames
122,2021-05-20,189803.0,Wall & Tabletop Frames
123,2021-05-21,189803.0,Wall & Tabletop Frames
124,2021-05-22,189803.0,Wall & Tabletop Frames
125,2021-05-23,189803.0,Wall & Tabletop Frames
126,2021-05-24,189803.0,Wall & Tabletop Frames
127,2021-05-25,65377.0,Wall & Tabletop Frames
128,2021-05-26,65377.0,Wall & Tabletop Frames
129,2021-05-27,65377.0,Wall & Tabletop Frames
130,2021-05-28,65377.0,Wall & Tabletop Frames
131,2021-05-29,65377.0,Wall & Tabletop Frames
132,2021-05-30,65377.0,Wall & Tabletop Frames
133,2021-05-31,230144.0,Wall & Tabletop Frames
134,2021-06-01,230144.0,Wall & Tabletop Frames
135,2021-06-02,230144.0,Wall & Tabletop Frames
136,2021-06-03,230144.0,Wall & Tabletop Frames
137,2021-06-04,230144.0,Wall & Tabletop Frames
138,2021-06-05,230144.0,Wall & Tabletop Frames
139,2021-06-06,230144.0,Wall & Tabletop Frames
140,2021-06-07,230144.0,Wall & Tabletop Frames
141,2021-06-08,74199.0,Wall & Tabletop Frames
142,2021-06-09,74199.0,Wall & Tabletop Frames
143,2021-06-10,74199.0,Wall & Tabletop Frames
144,2021-06-11,39706.0,Wall & Tabletop Frames
145,2021-06-12,39706.0,Wall & Tabletop Frames
146,2021-06-13,29592.0,Wall & Tabletop Frames
147,2021-06-14,29592.0,Wall & Tabletop Frames
148,2021-06-15,4966.0,Wall & Tabletop Frames
149,2021-06-16,4966.0,Wall & Tabletop Frames
