,date,value,name_B07G632X8C
0,2020-05-27,14631.0,Flea Shampoos
1,2020-05-28,14631.0,Flea Shampoos
2,2020-05-29,14631.0,Flea Shampoos
3,2020-05-30,12808.0,Flea Shampoos
4,2020-05-31,12808.0,Flea Shampoos
5,2020-06-01,12808.0,Flea Shampoos
6,2020-06-02,11545.0,Flea Shampoos
7,2020-06-03,11545.0,Flea Shampoos
8,2020-06-04,11545.0,Flea Shampoos
9,2020-06-05,11545.0,Flea Shampoos
10,2020-06-06,11545.0,Flea Shampoos
11,2020-06-07,11545.0,Flea Shampoos
12,2020-06-08,11545.0,Flea Shampoos
13,2020-06-09,10088.0,Flea Shampoos
14,2020-06-10,10088.0,Flea Shampoos
15,2020-06-11,10536.0,Flea Shampoos
16,2020-06-12,10536.0,Flea Shampoos
17,2020-06-13,10536.0,Flea Shampoos
18,2020-06-14,11848.0,Flea Shampoos
19,2020-06-15,11848.0,Flea Shampoos
20,2020-06-16,11848.0,Flea Shampoos
21,2020-06-17,9288.0,Flea Shampoos
22,2020-06-18,9541.0,Flea Shampoos
23,2020-06-19,9391.0,Flea Shampoos
24,2020-06-20,9391.0,Flea Shampoos
25,2020-06-21,10515.0,Flea Shampoos
26,2020-06-22,10515.0,Flea Shampoos
27,2020-06-23,8863.0,Flea Shampoos
28,2020-06-24,8863.0,Flea Shampoos
29,2020-06-25,8863.0,Flea Shampoos
30,2020-06-26,8863.0,Flea Shampoos
31,2020-06-27,8863.0,Flea Shampoos
32,2020-06-28,14674.0,Flea Shampoos
33,2020-06-29,13974.0,Flea Shampoos
34,2020-06-30,13974.0,Flea Shampoos
35,2020-07-01,13974.0,Flea Shampoos
36,2020-07-02,13974.0,Flea Shampoos
37,2020-07-03,12281.0,Flea Shampoos
38,2020-07-04,12176.0,Flea Shampoos
39,2020-07-05,12176.0,Flea Shampoos
40,2020-07-06,12176.0,Flea Shampoos
41,2020-07-07,13532.0,Flea Shampoos
42,2020-07-08,17482.0,Flea Shampoos
43,2020-07-09,17482.0,Flea Shampoos
44,2020-07-10,17482.0,Flea Shampoos
45,2020-07-11,13940.0,Flea Shampoos
46,2020-07-12,13940.0,Flea Shampoos
47,2020-07-13,13940.0,Flea Shampoos
48,2020-07-14,12039.0,Flea Shampoos
49,2020-07-15,12039.0,Flea Shampoos
50,2020-07-16,12039.0,Flea Shampoos
51,2020-07-17,11078.0,Flea Shampoos
52,2020-07-18,11946.0,Flea Shampoos
53,2020-07-19,11946.0,Flea Shampoos
54,2020-07-20,11946.0,Flea Shampoos
55,2020-07-21,8597.0,Flea Shampoos
56,2020-07-22,11362.0,Flea Shampoos
57,2020-07-23,11362.0,Flea Shampoos
58,2020-07-24,11362.0,Flea Shampoos
59,2020-07-25,9653.0,Flea Shampoos
60,2020-07-26,9653.0,Flea Shampoos
61,2020-07-27,9653.0,Flea Shampoos
62,2020-07-28,12611.0,Flea Shampoos
63,2020-07-29,10034.0,Flea Shampoos
64,2020-07-30,10034.0,Flea Shampoos
65,2020-07-31,10034.0,Flea Shampoos
66,2020-08-01,10034.0,Flea Shampoos
67,2020-08-02,10034.0,Flea Shampoos
68,2020-08-03,9500.0,Flea Shampoos
69,2020-08-04,9500.0,Flea Shampoos
70,2020-08-05,9500.0,Flea Shampoos
71,2020-08-06,13310.0,Flea Shampoos
72,2020-08-07,13310.0,Flea Shampoos
73,2020-08-08,15322.0,Flea Shampoos
74,2020-08-09,15322.0,Flea Shampoos
75,2020-08-10,15322.0,Flea Shampoos
76,2020-08-11,14806.0,Flea Shampoos
77,2020-08-12,14806.0,Flea Shampoos
78,2020-08-13,14806.0,Flea Shampoos
79,2020-08-14,14058.0,Flea Shampoos
80,2020-08-15,14058.0,Flea Shampoos
81,2020-08-16,19257.0,Flea Shampoos
82,2020-08-17,15986.0,Flea Shampoos
83,2020-08-18,15986.0,Flea Shampoos
84,2020-08-19,19903.0,Flea Shampoos
85,2020-08-20,19903.0,Flea Shampoos
86,2020-08-21,19903.0,Flea Shampoos
87,2020-08-22,19903.0,Flea Shampoos
88,2020-08-23,19903.0,Flea Shampoos
89,2020-08-24,8416.0,Flea Shampoos
90,2020-08-25,8416.0,Flea Shampoos
91,2020-08-26,8416.0,Flea Shampoos
92,2020-08-27,14147.0,Flea Shampoos
93,2020-08-28,14147.0,Flea Shampoos
94,2020-08-29,14785.0,Flea Shampoos
95,2020-08-30,14785.0,Flea Shampoos
96,2020-08-31,14785.0,Flea Shampoos
97,2020-09-01,14785.0,Flea Shampoos
98,2020-09-02,14785.0,Flea Shampoos
99,2020-09-03,8544.0,Flea Shampoos
100,2020-09-04,8544.0,Flea Shampoos
101,2020-09-05,8544.0,Flea Shampoos
102,2020-09-06,8544.0,Flea Shampoos
103,2020-09-07,15919.0,Flea Shampoos
104,2020-09-08,15919.0,Flea Shampoos
105,2020-09-09,15919.0,Flea Shampoos
106,2020-09-10,11514.0,Flea Shampoos
107,2020-09-11,11514.0,Flea Shampoos
108,2020-09-12,11514.0,Flea Shampoos
109,2020-09-13,11681.0,Flea Shampoos
110,2020-09-14,11681.0,Flea Shampoos
111,2020-09-15,10520.0,Flea Shampoos
112,2020-09-16,10520.0,Flea Shampoos
113,2020-09-17,8776.0,Flea Shampoos
114,2020-09-18,8776.0,Flea Shampoos
115,2020-09-19,8776.0,Flea Shampoos
116,2020-09-20,14188.0,Flea Shampoos
117,2020-09-21,14188.0,Flea Shampoos
118,2020-09-22,14188.0,Flea Shampoos
119,2020-09-23,10513.0,Flea Shampoos
120,2020-09-24,10513.0,Flea Shampoos
121,2020-09-25,10513.0,Flea Shampoos
122,2020-09-26,9186.0,Flea Shampoos
123,2020-09-27,13468.0,Flea Shampoos
124,2020-09-28,13468.0,Flea Shampoos
125,2020-09-29,14173.0,Flea Shampoos
126,2020-09-30,14173.0,Flea Shampoos
127,2020-10-01,10794.0,Flea Shampoos
128,2020-10-02,10794.0,Flea Shampoos
129,2020-10-03,10794.0,Flea Shampoos
130,2020-10-04,9239.0,Flea Shampoos
131,2020-10-05,9239.0,Flea Shampoos
132,2020-10-06,9239.0,Flea Shampoos
133,2020-10-07,9239.0,Flea Shampoos
134,2020-10-08,10667.0,Flea Shampoos
135,2020-10-09,10667.0,Flea Shampoos
136,2020-10-10,10667.0,Flea Shampoos
137,2020-10-11,6861.0,Flea Shampoos
138,2020-10-12,6861.0,Flea Shampoos
139,2020-10-13,6861.0,Flea Shampoos
140,2020-10-14,8910.0,Flea Shampoos
141,2020-10-15,8910.0,Flea Shampoos
142,2020-10-16,8910.0,Flea Shampoos
143,2020-10-17,8910.0,Flea Shampoos
144,2020-10-18,8910.0,Flea Shampoos
145,2020-10-19,7930.0,Flea Shampoos
146,2020-10-20,7930.0,Flea Shampoos
147,2020-10-21,5814.0,Flea Shampoos
148,2020-10-22,5814.0,Flea Shampoos
149,2020-10-23,5814.0,Flea Shampoos
150,2020-10-24,5483.0,Flea Shampoos
151,2020-10-25,6231.0,Flea Shampoos
152,2020-10-26,6231.0,Flea Shampoos
153,2020-10-27,6231.0,Flea Shampoos
154,2020-10-28,6694.0,Flea Shampoos
155,2020-10-29,4969.0,Flea Shampoos
156,2020-10-30,4969.0,Flea Shampoos
157,2020-10-31,6228.0,Flea Shampoos
158,2020-11-01,6228.0,Flea Shampoos
159,2020-11-02,6228.0,Flea Shampoos
160,2020-11-03,6228.0,Flea Shampoos
161,2020-11-04,6001.0,Flea Shampoos
162,2020-11-05,6001.0,Flea Shampoos
163,2020-11-06,6001.0,Flea Shampoos
164,2020-11-07,6001.0,Flea Shampoos
165,2020-11-08,6001.0,Flea Shampoos
166,2020-11-09,6899.0,Flea Shampoos
167,2020-11-10,5933.0,Flea Shampoos
168,2020-11-11,5933.0,Flea Shampoos
169,2020-11-12,5484.0,Flea Shampoos
170,2020-11-13,7718.0,Flea Shampoos
171,2020-11-14,7718.0,Flea Shampoos
172,2020-11-15,7718.0,Flea Shampoos
173,2020-11-16,7718.0,Flea Shampoos
174,2020-11-17,5228.0,Flea Shampoos
175,2020-11-18,5228.0,Flea Shampoos
176,2020-11-19,5228.0,Flea Shampoos
177,2020-11-20,5228.0,Flea Shampoos
178,2020-11-21,5228.0,Flea Shampoos
179,2020-11-22,5228.0,Flea Shampoos
180,2020-11-23,5228.0,Flea Shampoos
181,2020-11-24,5228.0,Flea Shampoos
182,2020-11-25,5228.0,Flea Shampoos
183,2020-11-26,5228.0,Flea Shampoos
184,2020-11-27,5228.0,Flea Shampoos
185,2020-11-28,5228.0,Flea Shampoos
186,2020-11-29,5228.0,Flea Shampoos
187,2020-11-30,5228.0,Flea Shampoos
188,2020-12-01,5228.0,Flea Shampoos
189,2020-12-02,5228.0,Flea Shampoos
190,2020-12-03,5228.0,Flea Shampoos
191,2020-12-04,5228.0,Flea Shampoos
192,2020-12-05,5228.0,Flea Shampoos
193,2020-12-06,5228.0,Flea Shampoos
194,2020-12-07,5228.0,Flea Shampoos
195,2020-12-08,5228.0,Flea Shampoos
196,2020-12-09,5228.0,Flea Shampoos
197,2020-12-10,5228.0,Flea Shampoos
198,2020-12-11,5228.0,Flea Shampoos
199,2020-12-12,5228.0,Flea Shampoos
200,2020-12-13,5228.0,Flea Shampoos
201,2020-12-14,5228.0,Flea Shampoos
202,2020-12-15,5228.0,Flea Shampoos
203,2020-12-16,5228.0,Flea Shampoos
204,2020-12-17,5228.0,Flea Shampoos
205,2020-12-18,5228.0,Flea Shampoos
206,2020-12-19,5228.0,Flea Shampoos
207,2020-12-20,5228.0,Flea Shampoos
208,2020-12-21,5228.0,Flea Shampoos
209,2020-12-22,5228.0,Flea Shampoos
210,2020-12-23,5228.0,Flea Shampoos
211,2020-12-24,5228.0,Flea Shampoos
212,2020-12-25,5228.0,Flea Shampoos
213,2020-12-26,5228.0,Flea Shampoos
214,2020-12-27,5228.0,Flea Shampoos
215,2020-12-28,5228.0,Flea Shampoos
216,2020-12-29,5228.0,Flea Shampoos
217,2020-12-30,5228.0,Flea Shampoos
218,2020-12-31,5228.0,Flea Shampoos
219,2021-01-01,5228.0,Flea Shampoos
220,2021-01-02,5228.0,Flea Shampoos
221,2021-01-03,5228.0,Flea Shampoos
222,2021-01-04,5228.0,Flea Shampoos
223,2021-01-05,5228.0,Flea Shampoos
224,2021-01-06,5228.0,Flea Shampoos
225,2021-01-07,5228.0,Flea Shampoos
226,2021-01-08,5228.0,Flea Shampoos
227,2021-01-09,5228.0,Flea Shampoos
228,2021-01-10,5228.0,Flea Shampoos
229,2021-01-11,5228.0,Flea Shampoos
230,2021-01-12,5228.0,Flea Shampoos
231,2021-01-13,5228.0,Flea Shampoos
232,2021-01-14,5228.0,Flea Shampoos
233,2021-01-15,5228.0,Flea Shampoos
234,2021-01-16,5228.0,Flea Shampoos
235,2021-01-17,5228.0,Flea Shampoos
236,2021-01-18,5228.0,Flea Shampoos
237,2021-01-19,5228.0,Flea Shampoos
