,date,value,name_B0744QHN8X
0,2020-05-26,15610.0,Planners
1,2020-05-27,15610.0,Planners
2,2020-05-28,15610.0,Planners
3,2020-05-29,15610.0,Planners
4,2020-05-30,15610.0,Planners
5,2020-05-31,15610.0,Planners
6,2020-06-01,15610.0,Planners
7,2020-06-02,15610.0,Planners
8,2020-06-03,15610.0,Planners
9,2020-06-04,15610.0,Planners
10,2020-06-05,15610.0,Planners
11,2020-06-06,12852.0,Planners
12,2020-06-07,12852.0,Planners
13,2020-06-08,12852.0,Planners
14,2020-06-09,12852.0,Planners
15,2020-06-10,7550.0,Planners
16,2020-06-11,7550.0,Planners
17,2020-06-12,12902.0,Planners
18,2020-06-13,12902.0,Planners
19,2020-06-14,12902.0,Planners
20,2020-06-15,12902.0,Planners
21,2020-06-16,12902.0,Planners
22,2020-06-17,16245.0,Planners
23,2020-06-18,16245.0,Planners
24,2020-06-19,16245.0,Planners
25,2020-06-20,6574.0,Planners
26,2020-06-21,8787.0,Planners
27,2020-06-22,8338.0,Planners
28,2020-06-23,8338.0,Planners
29,2020-06-24,8338.0,Planners
30,2020-06-25,8338.0,Planners
31,2020-06-26,8338.0,Planners
32,2020-06-27,6056.0,Planners
33,2020-06-28,6056.0,Planners
34,2020-06-29,6056.0,Planners
35,2020-06-30,6211.0,Planners
36,2020-07-01,6211.0,Planners
37,2020-07-02,6211.0,Planners
38,2020-07-03,6924.0,Planners
39,2020-07-04,6924.0,Planners
40,2020-07-05,6479.0,Planners
41,2020-07-06,6479.0,Planners
42,2020-07-07,7666.0,Planners
43,2020-07-08,7666.0,Planners
44,2020-07-09,7666.0,Planners
45,2020-07-10,11749.0,Planners
46,2020-07-11,11749.0,Planners
47,2020-07-12,14958.0,Planners
48,2020-07-13,14958.0,Planners
49,2020-07-14,11961.0,Planners
50,2020-07-15,11961.0,Planners
51,2020-07-16,11961.0,Planners
52,2020-07-17,11961.0,Planners
53,2020-07-18,9556.0,Planners
54,2020-07-19,9556.0,Planners
55,2020-07-20,8191.0,Planners
56,2020-07-21,8191.0,Planners
57,2020-07-22,8191.0,Planners
58,2020-07-23,6190.0,Planners
59,2020-07-24,6190.0,Planners
60,2020-07-25,6190.0,Planners
61,2020-07-26,6190.0,Planners
62,2020-07-27,8220.0,Planners
63,2020-07-28,8220.0,Planners
64,2020-07-29,8220.0,Planners
65,2020-07-30,8220.0,Planners
66,2020-07-31,18665.0,Planners
67,2020-08-01,18665.0,Planners
68,2020-08-02,18665.0,Planners
69,2020-08-03,25406.0,Planners
70,2020-08-04,22193.0,Planners
71,2020-08-05,22193.0,Planners
72,2020-08-06,22193.0,Planners
73,2020-08-07,39229.0,Planners
74,2020-08-08,39229.0,Planners
75,2020-08-09,39229.0,Planners
76,2020-08-10,35752.0,Planners
77,2020-08-11,31888.0,Planners
78,2020-08-12,31888.0,Planners
79,2020-08-13,31888.0,Planners
80,2020-08-14,35681.0,Planners
81,2020-08-15,35681.0,Planners
82,2020-08-16,35681.0,Planners
83,2020-08-17,18249.0,Planners
84,2020-08-18,18249.0,Planners
85,2020-08-19,18249.0,Planners
86,2020-08-20,32264.0,Planners
87,2020-08-21,32264.0,Planners
88,2020-08-22,32264.0,Planners
89,2020-08-23,34731.0,Planners
90,2020-08-24,34731.0,Planners
91,2020-08-25,34731.0,Planners
92,2020-08-26,62085.0,Planners
93,2020-08-27,62085.0,Planners
94,2020-08-28,62085.0,Planners
95,2020-08-29,26573.0,Planners
96,2020-08-30,26573.0,Planners
97,2020-08-31,26573.0,Planners
98,2020-09-01,30000.0,Planners
99,2020-09-02,30000.0,Planners
100,2020-09-03,30000.0,Planners
101,2020-09-04,30000.0,Planners
102,2020-09-05,30000.0,Planners
103,2020-09-06,17427.0,Planners
104,2020-09-07,17427.0,Planners
105,2020-09-08,17427.0,Planners
106,2020-09-09,17427.0,Planners
107,2020-09-10,17427.0,Planners
108,2020-09-11,17427.0,Planners
109,2020-09-12,17427.0,Planners
110,2020-09-13,6703.0,Planners
111,2020-09-14,6703.0,Planners
112,2020-09-15,6703.0,Planners
113,2020-09-16,6838.0,Planners
114,2020-09-17,6838.0,Planners
115,2020-09-18,6838.0,Planners
116,2020-09-19,6838.0,Planners
117,2020-09-20,6838.0,Planners
118,2020-09-21,5308.0,Planners
119,2020-09-22,5308.0,Planners
120,2020-09-23,5308.0,Planners
121,2020-09-24,5308.0,Planners
122,2020-09-25,5308.0,Planners
123,2020-09-26,5308.0,Planners
124,2020-09-27,9232.0,Planners
125,2020-09-28,9232.0,Planners
126,2020-09-29,9232.0,Planners
127,2020-09-30,9232.0,Planners
128,2020-10-01,6841.0,Planners
129,2020-10-02,6841.0,Planners
130,2020-10-03,6841.0,Planners
131,2020-10-04,6841.0,Planners
132,2020-10-05,6841.0,Planners
133,2020-10-06,6841.0,Planners
134,2020-10-07,4769.0,Planners
135,2020-10-08,4769.0,Planners
136,2020-10-09,4769.0,Planners
137,2020-10-10,4769.0,Planners
138,2020-10-11,4769.0,Planners
139,2020-10-12,4769.0,Planners
140,2020-10-13,6953.0,Planners
141,2020-10-14,5046.0,Planners
142,2020-10-15,5046.0,Planners
143,2020-10-16,5046.0,Planners
144,2020-10-17,5046.0,Planners
145,2020-10-18,5046.0,Planners
146,2020-10-19,4814.0,Planners
147,2020-10-20,7754.0,Planners
148,2020-10-21,7754.0,Planners
149,2020-10-22,5104.0,Planners
150,2020-10-23,5104.0,Planners
151,2020-10-24,5104.0,Planners
152,2020-10-25,5104.0,Planners
153,2020-10-26,5104.0,Planners
154,2020-10-27,6812.0,Planners
155,2020-10-28,6699.0,Planners
156,2020-10-29,6699.0,Planners
157,2020-10-30,6699.0,Planners
158,2020-10-31,6699.0,Planners
159,2020-11-01,6699.0,Planners
160,2020-11-02,7559.0,Planners
161,2020-11-03,7559.0,Planners
162,2020-11-04,7559.0,Planners
163,2020-11-05,7559.0,Planners
164,2020-11-06,7559.0,Planners
165,2020-11-07,8058.0,Planners
166,2020-11-08,8058.0,Planners
167,2020-11-09,8058.0,Planners
168,2020-11-10,8259.0,Planners
169,2020-11-11,8259.0,Planners
170,2020-11-12,8259.0,Planners
171,2020-11-13,8259.0,Planners
172,2020-11-14,8259.0,Planners
173,2020-11-15,8259.0,Planners
174,2020-11-16,8259.0,Planners
175,2020-11-17,11527.0,Planners
176,2020-11-18,11527.0,Planners
177,2020-11-19,11527.0,Planners
