,date,value,name_B077BJ7YJ8
78,2020-08-09,32414.0,Essential Oil Blends
79,2020-08-10,32414.0,Essential Oil Blends
80,2020-08-11,37083.0,Essential Oil Blends
81,2020-08-12,37083.0,Essential Oil Blends
82,2020-08-13,37083.0,Essential Oil Blends
83,2020-08-14,37083.0,Essential Oil Blends
84,2020-08-15,51763.0,Essential Oil Blends
85,2020-08-16,51763.0,Essential Oil Blends
86,2020-08-17,51763.0,Essential Oil Blends
87,2020-08-18,51763.0,Essential Oil Blends
88,2020-08-19,51763.0,Essential Oil Blends
89,2020-08-20,51763.0,Essential Oil Blends
90,2020-08-21,51763.0,Essential Oil Blends
91,2020-08-22,51763.0,Essential Oil Blends
92,2020-08-23,51763.0,Essential Oil Blends
93,2020-08-24,51763.0,Essential Oil Blends
94,2020-08-25,51763.0,Essential Oil Blends
95,2020-08-26,51763.0,Essential Oil Blends
96,2020-08-27,33026.0,Essential Oil Blends
97,2020-08-28,33026.0,Essential Oil Blends
98,2020-08-29,33026.0,Essential Oil Blends
99,2020-08-30,33026.0,Essential Oil Blends
100,2020-08-31,33026.0,Essential Oil Blends
101,2020-09-01,33026.0,Essential Oil Blends
102,2020-09-02,33026.0,Essential Oil Blends
103,2020-09-03,33026.0,Essential Oil Blends
104,2020-09-04,33026.0,Essential Oil Blends
105,2020-09-05,30821.0,Essential Oil Blends
106,2020-09-06,30821.0,Essential Oil Blends
107,2020-09-07,30821.0,Essential Oil Blends
108,2020-09-08,30821.0,Essential Oil Blends
109,2020-09-09,30821.0,Essential Oil Blends
110,2020-09-10,30821.0,Essential Oil Blends
111,2020-09-11,35700.0,Essential Oil Blends
112,2020-09-12,35700.0,Essential Oil Blends
113,2020-09-13,35700.0,Essential Oil Blends
114,2020-09-14,37671.0,Essential Oil Blends
115,2020-09-15,36704.0,Essential Oil Blends
116,2020-09-16,36704.0,Essential Oil Blends
117,2020-09-17,36704.0,Essential Oil Blends
118,2020-09-18,36704.0,Essential Oil Blends
119,2020-09-19,36704.0,Essential Oil Blends
120,2020-09-20,36704.0,Essential Oil Blends
121,2020-09-21,36704.0,Essential Oil Blends
122,2020-09-22,36356.0,Essential Oil Blends
123,2020-09-23,36356.0,Essential Oil Blends
124,2020-09-24,36356.0,Essential Oil Blends
125,2020-09-25,46230.0,Essential Oil Blends
126,2020-09-26,46230.0,Essential Oil Blends
127,2020-09-27,46230.0,Essential Oil Blends
128,2020-09-28,46230.0,Essential Oil Blends
129,2020-09-29,39590.0,Essential Oil Blends
130,2020-09-30,39590.0,Essential Oil Blends
131,2020-10-01,39590.0,Essential Oil Blends
132,2020-10-02,39590.0,Essential Oil Blends
133,2020-10-03,29014.0,Essential Oil Blends
134,2020-10-04,29014.0,Essential Oil Blends
135,2020-10-05,43759.0,Essential Oil Blends
136,2020-10-06,31064.0,Essential Oil Blends
137,2020-10-07,31064.0,Essential Oil Blends
138,2020-10-08,31064.0,Essential Oil Blends
139,2020-10-09,31064.0,Essential Oil Blends
140,2020-10-10,36708.0,Essential Oil Blends
141,2020-10-11,36708.0,Essential Oil Blends
142,2020-10-12,36708.0,Essential Oil Blends
143,2020-10-13,36708.0,Essential Oil Blends
144,2020-10-14,36708.0,Essential Oil Blends
145,2020-10-15,36708.0,Essential Oil Blends
146,2020-10-16,36708.0,Essential Oil Blends
147,2020-10-17,39825.0,Essential Oil Blends
148,2020-10-18,39825.0,Essential Oil Blends
149,2020-10-19,39825.0,Essential Oil Blends
150,2020-10-20,39825.0,Essential Oil Blends
151,2020-10-21,39825.0,Essential Oil Blends
152,2020-10-22,39825.0,Essential Oil Blends
153,2020-10-23,39825.0,Essential Oil Blends
154,2020-10-24,39825.0,Essential Oil Blends
155,2020-10-25,39825.0,Essential Oil Blends
156,2020-10-26,39825.0,Essential Oil Blends
157,2020-10-27,38867.0,Essential Oil Blends
158,2020-10-28,38867.0,Essential Oil Blends
159,2020-10-29,38867.0,Essential Oil Blends
160,2020-10-30,32097.0,Essential Oil Blends
161,2020-10-31,32097.0,Essential Oil Blends
162,2020-11-01,26167.0,Essential Oil Blends
163,2020-11-02,26167.0,Essential Oil Blends
164,2020-11-03,26167.0,Essential Oil Blends
165,2020-11-04,26167.0,Essential Oil Blends
166,2020-11-05,26167.0,Essential Oil Blends
167,2020-11-06,26167.0,Essential Oil Blends
168,2020-11-07,34868.0,Essential Oil Blends
169,2020-11-08,34868.0,Essential Oil Blends
170,2020-11-09,34868.0,Essential Oil Blends
171,2020-11-10,34868.0,Essential Oil Blends
172,2020-11-11,34868.0,Essential Oil Blends
173,2020-11-12,34868.0,Essential Oil Blends
174,2020-11-13,31472.0,Essential Oil Blends
175,2020-11-14,31472.0,Essential Oil Blends
176,2020-11-15,33402.0,Essential Oil Blends
177,2020-11-16,33402.0,Essential Oil Blends
178,2020-11-17,33402.0,Essential Oil Blends
179,2020-11-18,41591.0,Essential Oil Blends
180,2020-11-19,41591.0,Essential Oil Blends
181,2020-11-20,41591.0,Essential Oil Blends
182,2020-11-21,41591.0,Essential Oil Blends
183,2020-11-22,41591.0,Essential Oil Blends
184,2020-11-23,41591.0,Essential Oil Blends
185,2020-11-24,41591.0,Essential Oil Blends
186,2020-11-25,41591.0,Essential Oil Blends
187,2020-11-26,43926.0,Essential Oil Blends
188,2020-11-27,43926.0,Essential Oil Blends
189,2020-11-28,43926.0,Essential Oil Blends
190,2020-11-29,35175.0,Essential Oil Blends
191,2020-11-30,35175.0,Essential Oil Blends
192,2020-12-01,35175.0,Essential Oil Blends
193,2020-12-02,35175.0,Essential Oil Blends
194,2020-12-03,32824.0,Essential Oil Blends
195,2020-12-04,32824.0,Essential Oil Blends
196,2020-12-05,32824.0,Essential Oil Blends
197,2020-12-06,32824.0,Essential Oil Blends
198,2020-12-07,32824.0,Essential Oil Blends
199,2020-12-08,32824.0,Essential Oil Blends
200,2020-12-09,24807.0,Essential Oil Blends
201,2020-12-10,24807.0,Essential Oil Blends
202,2020-12-11,24807.0,Essential Oil Blends
203,2020-12-12,30731.0,Essential Oil Blends
204,2020-12-13,30731.0,Essential Oil Blends
205,2020-12-14,30731.0,Essential Oil Blends
206,2020-12-15,30731.0,Essential Oil Blends
207,2020-12-16,30731.0,Essential Oil Blends
208,2020-12-17,30731.0,Essential Oil Blends
209,2020-12-18,30731.0,Essential Oil Blends
210,2020-12-19,30731.0,Essential Oil Blends
211,2020-12-20,39573.0,Essential Oil Blends
212,2020-12-21,39573.0,Essential Oil Blends
213,2020-12-22,39573.0,Essential Oil Blends
214,2020-12-23,39573.0,Essential Oil Blends
215,2020-12-24,39573.0,Essential Oil Blends
216,2020-12-25,39573.0,Essential Oil Blends
217,2020-12-26,39573.0,Essential Oil Blends
218,2020-12-27,39573.0,Essential Oil Blends
219,2020-12-28,39573.0,Essential Oil Blends
220,2020-12-29,39573.0,Essential Oil Blends
221,2020-12-30,39573.0,Essential Oil Blends
222,2020-12-31,27148.0,Essential Oil Blends
223,2021-01-01,27148.0,Essential Oil Blends
224,2021-01-02,27148.0,Essential Oil Blends
225,2021-01-03,27148.0,Essential Oil Blends
226,2021-01-04,30569.0,Essential Oil Blends
227,2021-01-05,30569.0,Essential Oil Blends
228,2021-01-06,30569.0,Essential Oil Blends
229,2021-01-07,30569.0,Essential Oil Blends
230,2021-01-08,30569.0,Essential Oil Blends
231,2021-01-09,30569.0,Essential Oil Blends
232,2021-01-10,45628.0,Essential Oil Blends
233,2021-01-11,45628.0,Essential Oil Blends
234,2021-01-12,45628.0,Essential Oil Blends
235,2021-01-13,45628.0,Essential Oil Blends
236,2021-01-14,45628.0,Essential Oil Blends
237,2021-01-15,45628.0,Essential Oil Blends
238,2021-01-16,45628.0,Essential Oil Blends
239,2021-01-17,35861.0,Essential Oil Blends
240,2021-01-18,35861.0,Essential Oil Blends
241,2021-01-19,35861.0,Essential Oil Blends
242,2021-01-20,7892.0,Essential Oil Blends
243,2021-01-21,9497.0,Essential Oil Blends
244,2021-01-22,9497.0,Essential Oil Blends
245,2021-01-23,8782.0,Essential Oil Blends
246,2021-01-24,8782.0,Essential Oil Blends
247,2021-01-25,8782.0,Essential Oil Blends
248,2021-01-26,9125.0,Essential Oil Blends
249,2021-01-27,9125.0,Essential Oil Blends
250,2021-01-28,8559.0,Essential Oil Blends
251,2021-01-29,8142.0,Essential Oil Blends
252,2021-01-30,8142.0,Essential Oil Blends
253,2021-01-31,8040.0,Essential Oil Blends
254,2021-02-01,8040.0,Essential Oil Blends
255,2021-02-02,8040.0,Essential Oil Blends
256,2021-02-03,8040.0,Essential Oil Blends
257,2021-02-04,6639.0,Essential Oil Blends
258,2021-02-05,8152.0,Essential Oil Blends
259,2021-02-06,8152.0,Essential Oil Blends
260,2021-02-07,8152.0,Essential Oil Blends
261,2021-02-08,8543.0,Essential Oil Blends
262,2021-02-09,8543.0,Essential Oil Blends
263,2021-02-10,8543.0,Essential Oil Blends
264,2021-02-11,8543.0,Essential Oil Blends
265,2021-02-12,7569.0,Essential Oil Blends
266,2021-02-13,7569.0,Essential Oil Blends
267,2021-02-14,7569.0,Essential Oil Blends
268,2021-02-15,7403.0,Essential Oil Blends
269,2021-02-16,7403.0,Essential Oil Blends
270,2021-02-17,7403.0,Essential Oil Blends
271,2021-02-18,9446.0,Essential Oil Blends
272,2021-02-19,9446.0,Essential Oil Blends
273,2021-02-20,9446.0,Essential Oil Blends
274,2021-02-21,8696.0,Essential Oil Blends
275,2021-02-22,8696.0,Essential Oil Blends
276,2021-02-23,8696.0,Essential Oil Blends
277,2021-02-24,9627.0,Essential Oil Blends
278,2021-02-25,9627.0,Essential Oil Blends
279,2021-02-26,9627.0,Essential Oil Blends
280,2021-02-27,9627.0,Essential Oil Blends
281,2021-02-28,9627.0,Essential Oil Blends
282,2021-03-01,9531.0,Essential Oil Blends
283,2021-03-02,9531.0,Essential Oil Blends
284,2021-03-03,9531.0,Essential Oil Blends
285,2021-03-04,10070.0,Essential Oil Blends
286,2021-03-05,10070.0,Essential Oil Blends
287,2021-03-06,8485.0,Essential Oil Blends
288,2021-03-07,10360.0,Essential Oil Blends
289,2021-03-08,10586.0,Essential Oil Blends
290,2021-03-09,10586.0,Essential Oil Blends
291,2021-03-10,8541.0,Essential Oil Blends
292,2021-03-11,8541.0,Essential Oil Blends
293,2021-03-12,8541.0,Essential Oil Blends
294,2021-03-13,7918.0,Essential Oil Blends
295,2021-03-14,7918.0,Essential Oil Blends
296,2021-03-15,10674.0,Essential Oil Blends
297,2021-03-16,10674.0,Essential Oil Blends
298,2021-03-17,10674.0,Essential Oil Blends
299,2021-03-18,8290.0,Essential Oil Blends
300,2021-03-19,8190.0,Essential Oil Blends
301,2021-03-20,8190.0,Essential Oil Blends
302,2021-03-21,8190.0,Essential Oil Blends
303,2021-03-22,10109.0,Essential Oil Blends
304,2021-03-23,10109.0,Essential Oil Blends
305,2021-03-24,10109.0,Essential Oil Blends
306,2021-03-25,8950.0,Essential Oil Blends
307,2021-03-26,8950.0,Essential Oil Blends
308,2021-03-27,8950.0,Essential Oil Blends
309,2021-03-28,8950.0,Essential Oil Blends
310,2021-03-29,9064.0,Essential Oil Blends
311,2021-03-30,9112.0,Essential Oil Blends
312,2021-03-31,9112.0,Essential Oil Blends
313,2021-04-01,9518.0,Essential Oil Blends
314,2021-04-02,9518.0,Essential Oil Blends
315,2021-04-03,9518.0,Essential Oil Blends
316,2021-04-04,10925.0,Essential Oil Blends
317,2021-04-05,10925.0,Essential Oil Blends
318,2021-04-06,10925.0,Essential Oil Blends
319,2021-04-07,10685.0,Essential Oil Blends
320,2021-04-08,10685.0,Essential Oil Blends
321,2021-04-09,10685.0,Essential Oil Blends
322,2021-04-10,10685.0,Essential Oil Blends
323,2021-04-11,9794.0,Essential Oil Blends
324,2021-04-12,9794.0,Essential Oil Blends
325,2021-04-13,11814.0,Essential Oil Blends
326,2021-04-14,11814.0,Essential Oil Blends
327,2021-04-15,11814.0,Essential Oil Blends
328,2021-04-16,9497.0,Essential Oil Blends
329,2021-04-17,9497.0,Essential Oil Blends
330,2021-04-18,8786.0,Essential Oil Blends
331,2021-04-19,8786.0,Essential Oil Blends
332,2021-04-20,8786.0,Essential Oil Blends
333,2021-04-21,11669.0,Essential Oil Blends
334,2021-04-22,11669.0,Essential Oil Blends
335,2021-04-23,10503.0,Essential Oil Blends
336,2021-04-24,10503.0,Essential Oil Blends
337,2021-04-25,10503.0,Essential Oil Blends
338,2021-04-26,11189.0,Essential Oil Blends
339,2021-04-27,11189.0,Essential Oil Blends
340,2021-04-28,10413.0,Essential Oil Blends
341,2021-04-29,10413.0,Essential Oil Blends
342,2021-04-30,9359.0,Essential Oil Blends
343,2021-05-01,9359.0,Essential Oil Blends
344,2021-05-02,9359.0,Essential Oil Blends
345,2021-05-03,9359.0,Essential Oil Blends
346,2021-05-04,12010.0,Essential Oil Blends
347,2021-05-05,11907.0,Essential Oil Blends
348,2021-05-06,11907.0,Essential Oil Blends
349,2021-05-07,11907.0,Essential Oil Blends
350,2021-05-08,11907.0,Essential Oil Blends
351,2021-05-09,11907.0,Essential Oil Blends
352,2021-05-10,12875.0,Essential Oil Blends
353,2021-05-11,11549.0,Essential Oil Blends
354,2021-05-12,13465.0,Essential Oil Blends
355,2021-05-13,13465.0,Essential Oil Blends
356,2021-05-14,13465.0,Essential Oil Blends
357,2021-05-15,10963.0,Essential Oil Blends
358,2021-05-16,10963.0,Essential Oil Blends
359,2021-05-17,13151.0,Essential Oil Blends
360,2021-05-18,13151.0,Essential Oil Blends
361,2021-05-19,13151.0,Essential Oil Blends
362,2021-05-20,13363.0,Essential Oil Blends
363,2021-05-21,14730.0,Essential Oil Blends
364,2021-05-22,12838.0,Essential Oil Blends
365,2021-05-23,12838.0,Essential Oil Blends
366,2021-05-24,13910.0,Essential Oil Blends
367,2021-05-25,13910.0,Essential Oil Blends
368,2021-05-26,13910.0,Essential Oil Blends
369,2021-05-27,12632.0,Essential Oil Blends
370,2021-05-28,11993.0,Essential Oil Blends
371,2021-05-29,12858.0,Essential Oil Blends
372,2021-05-30,12858.0,Essential Oil Blends
373,2021-05-31,12858.0,Essential Oil Blends
374,2021-06-01,11996.0,Essential Oil Blends
375,2021-06-02,11996.0,Essential Oil Blends
376,2021-06-03,15945.0,Essential Oil Blends
377,2021-06-04,12778.0,Essential Oil Blends
378,2021-06-05,12778.0,Essential Oil Blends
379,2021-06-06,12778.0,Essential Oil Blends
380,2021-06-07,12215.0,Essential Oil Blends
381,2021-06-08,13083.0,Essential Oil Blends
382,2021-06-09,13083.0,Essential Oil Blends
383,2021-06-10,13665.0,Essential Oil Blends
384,2021-06-11,10992.0,Essential Oil Blends
385,2021-06-12,10419.0,Essential Oil Blends
386,2021-06-13,10419.0,Essential Oil Blends
387,2021-06-14,10419.0,Essential Oil Blends
388,2021-06-15,15183.0,Essential Oil Blends
389,2021-06-16,15183.0,Essential Oil Blends
390,2021-06-17,15705.0,Essential Oil Blends
391,2021-06-18,15705.0,Essential Oil Blends
392,2021-06-19,14482.0,Essential Oil Blends
393,2021-06-20,14482.0,Essential Oil Blends
394,2021-06-21,14598.0,Essential Oil Blends
395,2021-06-22,17070.0,Essential Oil Blends
396,2021-06-23,17070.0,Essential Oil Blends
397,2021-06-24,14965.0,Essential Oil Blends
398,2021-06-25,14965.0,Essential Oil Blends
399,2021-06-26,14965.0,Essential Oil Blends
400,2021-06-27,17512.0,Essential Oil Blends
401,2021-06-28,17512.0,Essential Oil Blends
402,2021-06-29,17787.0,Essential Oil Blends
403,2021-06-30,15964.0,Essential Oil Blends
404,2021-07-01,15964.0,Essential Oil Blends
405,2021-07-02,15964.0,Essential Oil Blends
406,2021-07-03,11344.0,Essential Oil Blends
407,2021-07-04,11344.0,Essential Oil Blends
408,2021-07-05,11344.0,Essential Oil Blends
409,2021-07-06,15193.0,Essential Oil Blends
410,2021-07-07,18715.0,Essential Oil Blends
411,2021-07-08,18715.0,Essential Oil Blends
412,2021-07-09,18715.0,Essential Oil Blends
413,2021-07-10,14839.0,Essential Oil Blends
