,date,value,name_B07YYTB4NQ
216,2020-06-05,270.0,Muzzles
217,2020-06-06,270.0,Muzzles
218,2020-06-07,268.0,Muzzles
219,2020-06-08,270.0,Muzzles
220,2020-06-09,267.0,Muzzles
221,2020-06-10,224.0,Muzzles
222,2020-06-11,232.0,Muzzles
223,2020-06-12,258.0,Muzzles
224,2020-06-13,241.0,Muzzles
225,2020-06-14,248.0,Muzzles
226,2020-06-15,274.0,Muzzles
227,2020-06-16,241.0,Muzzles
228,2020-06-17,238.0,Muzzles
229,2020-06-18,241.0,Muzzles
230,2020-06-19,218.0,Muzzles
231,2020-06-20,202.0,Muzzles
232,2020-06-21,202.0,Muzzles
233,2020-06-22,255.0,Muzzles
234,2020-06-23,265.0,Muzzles
235,2020-06-24,254.0,Muzzles
236,2020-06-25,224.0,Muzzles
237,2020-06-26,190.0,Muzzles
238,2020-06-27,190.0,Muzzles
239,2020-06-28,276.0,Muzzles
240,2020-06-29,248.0,Muzzles
241,2020-06-30,226.0,Muzzles
242,2020-07-01,220.0,Muzzles
243,2020-07-02,214.0,Muzzles
244,2020-07-03,207.0,Muzzles
245,2020-07-04,220.0,Muzzles
246,2020-07-05,286.0,Muzzles
247,2020-07-06,268.0,Muzzles
248,2020-07-07,222.0,Muzzles
249,2020-07-08,285.0,Muzzles
250,2020-07-09,235.0,Muzzles
251,2020-07-10,249.0,Muzzles
252,2020-07-11,283.0,Muzzles
253,2020-07-12,303.0,Muzzles
254,2020-07-13,270.0,Muzzles
255,2020-07-14,255.0,Muzzles
256,2020-07-15,220.0,Muzzles
257,2020-07-16,220.0,Muzzles
258,2020-07-17,265.0,Muzzles
259,2020-07-18,316.0,Muzzles
260,2020-07-19,316.0,Muzzles
261,2020-07-20,299.0,Muzzles
262,2020-07-21,269.0,Muzzles
263,2020-07-22,269.0,Muzzles
264,2020-07-23,283.0,Muzzles
265,2020-07-24,344.0,Muzzles
266,2020-07-25,454.0,Muzzles
267,2020-07-26,454.0,Muzzles
268,2020-07-27,509.0,Muzzles
269,2020-07-28,412.0,Muzzles
270,2020-07-29,450.0,Muzzles
271,2020-07-30,473.0,Muzzles
272,2020-07-31,435.0,Muzzles
273,2020-08-01,435.0,Muzzles
274,2020-08-02,614.0,Muzzles
275,2020-08-03,590.0,Muzzles
276,2020-08-04,495.0,Muzzles
277,2020-08-05,512.0,Muzzles
278,2020-08-06,481.0,Muzzles
279,2020-08-07,496.0,Muzzles
280,2020-08-08,537.0,Muzzles
281,2020-08-09,686.0,Muzzles
282,2020-08-10,688.0,Muzzles
283,2020-08-11,688.0,Muzzles
284,2020-08-12,557.0,Muzzles
285,2020-08-13,486.0,Muzzles
286,2020-08-14,515.0,Muzzles
287,2020-08-15,662.0,Muzzles
288,2020-08-16,721.0,Muzzles
289,2020-08-17,667.0,Muzzles
290,2020-08-18,578.0,Muzzles
291,2020-08-19,619.0,Muzzles
292,2020-08-20,609.0,Muzzles
293,2020-08-21,635.0,Muzzles
294,2020-08-22,654.0,Muzzles
295,2020-08-23,654.0,Muzzles
296,2020-08-24,684.0,Muzzles
297,2020-08-25,684.0,Muzzles
298,2020-08-26,636.0,Muzzles
299,2020-08-27,685.0,Muzzles
300,2020-08-28,778.0,Muzzles
301,2020-08-29,707.0,Muzzles
302,2020-08-30,707.0,Muzzles
303,2020-08-31,707.0,Muzzles
304,2020-09-01,608.0,Muzzles
305,2020-09-02,638.0,Muzzles
306,2020-09-03,730.0,Muzzles
307,2020-09-04,768.0,Muzzles
308,2020-09-05,768.0,Muzzles
309,2020-09-06,792.0,Muzzles
310,2020-09-07,787.0,Muzzles
311,2020-09-08,759.0,Muzzles
312,2020-09-09,759.0,Muzzles
313,2020-09-10,710.0,Muzzles
314,2020-09-11,731.0,Muzzles
315,2020-09-12,808.0,Muzzles
316,2020-09-13,754.0,Muzzles
317,2020-09-14,754.0,Muzzles
318,2020-09-15,790.0,Muzzles
319,2020-09-16,780.0,Muzzles
320,2020-09-17,780.0,Muzzles
321,2020-09-18,729.0,Muzzles
322,2020-09-19,723.0,Muzzles
323,2020-09-20,792.0,Muzzles
324,2020-09-21,690.0,Muzzles
325,2020-09-22,690.0,Muzzles
326,2020-09-23,694.0,Muzzles
327,2020-09-24,669.0,Muzzles
328,2020-09-25,669.0,Muzzles
329,2020-09-26,669.0,Muzzles
330,2020-09-27,706.0,Muzzles
331,2020-09-28,852.0,Muzzles
332,2020-09-29,828.0,Muzzles
333,2020-09-30,828.0,Muzzles
334,2020-10-01,699.0,Muzzles
335,2020-10-02,621.0,Muzzles
336,2020-10-03,780.0,Muzzles
337,2020-10-04,725.0,Muzzles
338,2020-10-05,836.0,Muzzles
339,2020-10-06,748.0,Muzzles
340,2020-10-07,748.0,Muzzles
341,2020-10-08,654.0,Muzzles
342,2020-10-09,654.0,Muzzles
343,2020-10-10,673.0,Muzzles
344,2020-10-11,673.0,Muzzles
345,2020-10-12,765.0,Muzzles
346,2020-10-13,718.0,Muzzles
347,2020-10-14,1001.0,Muzzles
348,2020-10-15,1052.0,Muzzles
349,2020-10-16,958.0,Muzzles
350,2020-10-17,958.0,Muzzles
351,2020-10-18,958.0,Muzzles
352,2020-10-19,991.0,Muzzles
353,2020-10-20,991.0,Muzzles
354,2020-10-21,944.0,Muzzles
355,2020-10-22,941.0,Muzzles
356,2020-10-23,913.0,Muzzles
357,2020-10-24,816.0,Muzzles
358,2020-10-25,816.0,Muzzles
359,2020-10-26,816.0,Muzzles
360,2020-10-27,970.0,Muzzles
361,2020-10-28,889.0,Muzzles
362,2020-10-29,834.0,Muzzles
363,2020-10-30,834.0,Muzzles
364,2020-10-31,834.0,Muzzles
365,2020-11-01,730.0,Muzzles
366,2020-11-02,748.0,Muzzles
367,2020-11-03,782.0,Muzzles
368,2020-11-04,680.0,Muzzles
369,2020-11-05,680.0,Muzzles
370,2020-11-06,680.0,Muzzles
371,2020-11-07,653.0,Muzzles
372,2020-11-08,653.0,Muzzles
373,2020-11-09,648.0,Muzzles
374,2020-11-10,599.0,Muzzles
375,2020-11-11,666.0,Muzzles
376,2020-11-12,666.0,Muzzles
377,2020-11-13,716.0,Muzzles
378,2020-11-14,716.0,Muzzles
379,2020-11-15,716.0,Muzzles
380,2020-11-16,686.0,Muzzles
381,2020-11-17,690.0,Muzzles
382,2020-11-18,574.0,Muzzles
383,2020-11-19,576.0,Muzzles
384,2020-11-20,531.0,Muzzles
385,2020-11-21,531.0,Muzzles
386,2020-11-22,664.0,Muzzles
387,2020-11-23,720.0,Muzzles
388,2020-11-24,704.0,Muzzles
389,2020-11-25,758.0,Muzzles
390,2020-11-26,758.0,Muzzles
391,2020-11-27,971.0,Muzzles
392,2020-11-28,971.0,Muzzles
393,2020-11-29,971.0,Muzzles
394,2020-11-30,924.0,Muzzles
395,2020-12-01,1012.0,Muzzles
396,2020-12-02,928.0,Muzzles
397,2020-12-03,949.0,Muzzles
398,2020-12-04,903.0,Muzzles
399,2020-12-05,897.0,Muzzles
400,2020-12-06,1023.0,Muzzles
401,2020-12-07,1217.0,Muzzles
402,2020-12-08,1042.0,Muzzles
403,2020-12-09,1079.0,Muzzles
404,2020-12-10,1020.0,Muzzles
405,2020-12-11,1106.0,Muzzles
406,2020-12-12,928.0,Muzzles
407,2020-12-13,1116.0,Muzzles
408,2020-12-14,1074.0,Muzzles
409,2020-12-15,934.0,Muzzles
410,2020-12-16,1028.0,Muzzles
411,2020-12-17,973.0,Muzzles
412,2020-12-18,1201.0,Muzzles
413,2020-12-19,1064.0,Muzzles
414,2020-12-20,1080.0,Muzzles
415,2020-12-21,1182.0,Muzzles
416,2020-12-22,974.0,Muzzles
417,2020-12-23,923.0,Muzzles
418,2020-12-24,904.0,Muzzles
419,2020-12-25,828.0,Muzzles
420,2020-12-26,991.0,Muzzles
421,2020-12-27,836.0,Muzzles
422,2020-12-28,907.0,Muzzles
423,2020-12-29,864.0,Muzzles
424,2020-12-30,767.0,Muzzles
425,2020-12-31,779.0,Muzzles
426,2021-01-01,705.0,Muzzles
427,2021-01-02,881.0,Muzzles
428,2021-01-03,806.0,Muzzles
429,2021-01-04,819.0,Muzzles
430,2021-01-05,714.0,Muzzles
431,2021-01-06,782.0,Muzzles
432,2021-01-07,723.0,Muzzles
433,2021-01-08,662.0,Muzzles
434,2021-01-09,720.0,Muzzles
435,2021-01-10,801.0,Muzzles
436,2021-01-11,795.0,Muzzles
437,2021-01-12,719.0,Muzzles
438,2021-01-13,671.0,Muzzles
439,2021-01-14,698.0,Muzzles
440,2021-01-15,772.0,Muzzles
441,2021-01-16,688.0,Muzzles
442,2021-01-17,688.0,Muzzles
443,2021-01-18,739.0,Muzzles
444,2021-01-19,675.0,Muzzles
445,2021-01-20,675.0,Muzzles
446,2021-01-21,706.0,Muzzles
447,2021-01-22,652.0,Muzzles
448,2021-01-23,642.0,Muzzles
449,2021-01-24,642.0,Muzzles
450,2021-01-25,697.0,Muzzles
451,2021-01-26,717.0,Muzzles
452,2021-01-27,692.0,Muzzles
453,2021-01-28,715.0,Muzzles
454,2021-01-29,817.0,Muzzles
455,2021-01-30,918.0,Muzzles
456,2021-01-31,831.0,Muzzles
457,2021-02-01,934.0,Muzzles
458,2021-02-02,810.0,Muzzles
459,2021-02-03,765.0,Muzzles
460,2021-02-04,775.0,Muzzles
461,2021-02-05,652.0,Muzzles
462,2021-02-06,652.0,Muzzles
463,2021-02-07,777.0,Muzzles
464,2021-02-08,787.0,Muzzles
465,2021-02-09,787.0,Muzzles
466,2021-02-10,636.0,Muzzles
467,2021-02-11,740.0,Muzzles
468,2021-02-12,727.0,Muzzles
469,2021-02-13,809.0,Muzzles
470,2021-02-14,932.0,Muzzles
471,2021-02-15,932.0,Muzzles
472,2021-02-16,995.0,Muzzles
473,2021-02-17,928.0,Muzzles
474,2021-02-18,881.0,Muzzles
475,2021-02-19,881.0,Muzzles
476,2021-02-20,832.0,Muzzles
477,2021-02-21,690.0,Muzzles
478,2021-02-22,753.0,Muzzles
479,2021-02-23,701.0,Muzzles
480,2021-02-24,701.0,Muzzles
481,2021-02-25,580.0,Muzzles
482,2021-02-26,605.0,Muzzles
483,2021-02-27,605.0,Muzzles
484,2021-02-28,549.0,Muzzles
485,2021-03-01,588.0,Muzzles
486,2021-03-02,515.0,Muzzles
487,2021-03-03,500.0,Muzzles
488,2021-03-04,505.0,Muzzles
489,2021-03-05,503.0,Muzzles
490,2021-03-06,503.0,Muzzles
491,2021-03-07,525.0,Muzzles
492,2021-03-08,538.0,Muzzles
493,2021-03-09,550.0,Muzzles
494,2021-03-10,550.0,Muzzles
495,2021-03-11,517.0,Muzzles
496,2021-03-12,504.0,Muzzles
497,2021-03-13,504.0,Muzzles
498,2021-03-14,561.0,Muzzles
499,2021-03-15,561.0,Muzzles
500,2021-03-16,455.0,Muzzles
501,2021-03-17,555.0,Muzzles
502,2021-03-18,555.0,Muzzles
503,2021-03-19,542.0,Muzzles
504,2021-03-20,542.0,Muzzles
505,2021-03-21,537.0,Muzzles
506,2021-03-22,566.0,Muzzles
507,2021-03-23,566.0,Muzzles
508,2021-03-24,504.0,Muzzles
509,2021-03-25,504.0,Muzzles
510,2021-03-26,434.0,Muzzles
511,2021-03-27,434.0,Muzzles
512,2021-03-28,482.0,Muzzles
513,2021-03-29,558.0,Muzzles
514,2021-03-30,534.0,Muzzles
515,2021-03-31,532.0,Muzzles
516,2021-04-01,595.0,Muzzles
517,2021-04-02,551.0,Muzzles
518,2021-04-03,551.0,Muzzles
519,2021-04-04,494.0,Muzzles
520,2021-04-05,573.0,Muzzles
521,2021-04-06,488.0,Muzzles
522,2021-04-07,488.0,Muzzles
523,2021-04-08,525.0,Muzzles
524,2021-04-09,525.0,Muzzles
525,2021-04-10,561.0,Muzzles
526,2021-04-11,561.0,Muzzles
527,2021-04-12,567.0,Muzzles
528,2021-04-13,541.0,Muzzles
529,2021-04-14,496.0,Muzzles
530,2021-04-15,496.0,Muzzles
531,2021-04-16,613.0,Muzzles
532,2021-04-17,674.0,Muzzles
533,2021-04-18,705.0,Muzzles
534,2021-04-19,705.0,Muzzles
535,2021-04-20,582.0,Muzzles
536,2021-04-21,582.0,Muzzles
537,2021-04-22,497.0,Muzzles
538,2021-04-23,557.0,Muzzles
539,2021-04-24,557.0,Muzzles
540,2021-04-25,592.0,Muzzles
541,2021-04-26,610.0,Muzzles
542,2021-04-27,600.0,Muzzles
543,2021-04-28,608.0,Muzzles
544,2021-04-29,608.0,Muzzles
545,2021-04-30,524.0,Muzzles
546,2021-05-01,524.0,Muzzles
547,2021-05-02,580.0,Muzzles
548,2021-05-03,580.0,Muzzles
549,2021-05-04,588.0,Muzzles
550,2021-05-05,588.0,Muzzles
551,2021-05-06,688.0,Muzzles
552,2021-05-07,688.0,Muzzles
553,2021-05-08,614.0,Muzzles
554,2021-05-09,609.0,Muzzles
555,2021-05-10,630.0,Muzzles
556,2021-05-11,619.0,Muzzles
557,2021-05-12,619.0,Muzzles
558,2021-05-13,654.0,Muzzles
559,2021-05-14,632.0,Muzzles
560,2021-05-15,632.0,Muzzles
561,2021-05-16,646.0,Muzzles
562,2021-05-17,657.0,Muzzles
563,2021-05-18,657.0,Muzzles
564,2021-05-19,660.0,Muzzles
565,2021-05-20,597.0,Muzzles
566,2021-05-21,571.0,Muzzles
567,2021-05-22,571.0,Muzzles
568,2021-05-23,598.0,Muzzles
569,2021-05-24,626.0,Muzzles
570,2021-05-25,572.0,Muzzles
571,2021-05-26,572.0,Muzzles
572,2021-05-27,526.0,Muzzles
573,2021-05-28,526.0,Muzzles
574,2021-05-29,544.0,Muzzles
575,2021-05-30,519.0,Muzzles
576,2021-05-31,580.0,Muzzles
577,2021-06-01,553.0,Muzzles
578,2021-06-02,509.0,Muzzles
579,2021-06-03,528.0,Muzzles
580,2021-06-04,530.0,Muzzles
581,2021-06-05,536.0,Muzzles
582,2021-06-06,546.0,Muzzles
583,2021-06-07,651.0,Muzzles
584,2021-06-08,651.0,Muzzles
585,2021-06-09,496.0,Muzzles
586,2021-06-10,436.0,Muzzles
587,2021-06-11,364.0,Muzzles
588,2021-06-12,364.0,Muzzles
589,2021-06-13,494.0,Muzzles
590,2021-06-14,494.0,Muzzles
591,2021-06-15,521.0,Muzzles
592,2021-06-16,505.0,Muzzles
593,2021-06-17,505.0,Muzzles
594,2021-06-18,485.0,Muzzles
595,2021-06-19,485.0,Muzzles
596,2021-06-20,512.0,Muzzles
597,2021-06-21,648.0,Muzzles
598,2021-06-22,667.0,Muzzles
599,2021-06-23,667.0,Muzzles
600,2021-06-24,485.0,Muzzles
601,2021-06-25,487.0,Muzzles
602,2021-06-26,438.0,Muzzles
603,2021-06-27,438.0,Muzzles
604,2021-06-28,518.0,Muzzles
605,2021-06-29,401.0,Muzzles
606,2021-06-30,401.0,Muzzles
607,2021-07-01,344.0,Muzzles
608,2021-07-02,344.0,Muzzles
609,2021-07-03,424.0,Muzzles
610,2021-07-04,469.0,Muzzles
611,2021-07-05,531.0,Muzzles
612,2021-07-06,443.0,Muzzles
613,2021-07-07,439.0,Muzzles
614,2021-07-08,388.0,Muzzles
615,2021-07-09,430.0,Muzzles
616,2021-07-10,363.0,Muzzles
617,2021-07-11,404.0,Muzzles
