,date,value,name_B07YYTB4NQ
0,2019-11-02,64039.0,Muzzles
1,2019-11-03,106324.0,Muzzles
2,2019-11-04,130205.0,Muzzles
3,2019-11-05,146497.0,Muzzles
4,2019-11-06,172064.0,Muzzles
5,2019-11-07,191103.0,Muzzles
6,2019-11-08,108397.0,Muzzles
7,2019-11-09,141364.0,Muzzles
8,2019-11-10,158146.0,Muzzles
9,2019-11-11,158146.0,Muzzles
10,2019-11-12,189096.0,Muzzles
11,2019-11-13,189096.0,Muzzles
12,2019-11-14,226555.0,Muzzles
13,2019-11-15,226555.0,Muzzles
14,2019-11-16,226555.0,Muzzles
15,2019-11-17,252946.0,Muzzles
16,2019-11-18,259652.0,Muzzles
17,2019-11-19,269157.0,Muzzles
18,2019-11-20,269157.0,Muzzles
19,2019-11-21,283651.0,Muzzles
20,2019-11-22,283651.0,Muzzles
21,2019-11-23,283651.0,Muzzles
22,2019-11-24,306677.0,Muzzles
23,2019-11-25,310816.0,Muzzles
24,2019-11-26,310816.0,Muzzles
25,2019-11-27,310816.0,Muzzles
26,2019-11-28,332954.0,Muzzles
27,2019-11-29,340371.0,Muzzles
28,2019-11-30,349610.0,Muzzles
29,2019-12-01,349610.0,Muzzles
30,2019-12-02,375908.0,Muzzles
31,2019-12-03,104969.0,Muzzles
32,2019-12-04,151498.0,Muzzles
33,2019-12-05,151498.0,Muzzles
34,2019-12-06,151498.0,Muzzles
35,2019-12-07,208934.0,Muzzles
36,2019-12-08,208934.0,Muzzles
37,2019-12-09,208934.0,Muzzles
38,2019-12-10,146966.0,Muzzles
39,2019-12-11,146966.0,Muzzles
40,2019-12-12,217051.0,Muzzles
41,2019-12-13,217051.0,Muzzles
42,2019-12-14,217051.0,Muzzles
43,2019-12-15,269291.0,Muzzles
44,2019-12-16,277089.0,Muzzles
45,2019-12-17,292819.0,Muzzles
46,2019-12-18,292819.0,Muzzles
47,2019-12-19,292819.0,Muzzles
48,2019-12-20,292819.0,Muzzles
49,2019-12-21,322018.0,Muzzles
50,2019-12-22,322018.0,Muzzles
51,2019-12-23,322018.0,Muzzles
52,2019-12-24,344211.0,Muzzles
53,2019-12-25,350653.0,Muzzles
54,2019-12-26,350653.0,Muzzles
55,2019-12-27,350653.0,Muzzles
56,2019-12-28,350653.0,Muzzles
57,2019-12-29,377553.0,Muzzles
58,2019-12-30,388830.0,Muzzles
59,2019-12-31,388830.0,Muzzles
60,2020-01-01,388830.0,Muzzles
61,2020-01-02,410601.0,Muzzles
62,2020-01-03,413452.0,Muzzles
63,2020-01-04,427308.0,Muzzles
64,2020-01-05,431544.0,Muzzles
65,2020-01-06,438519.0,Muzzles
66,2020-01-07,448000.0,Muzzles
67,2020-01-08,454839.0,Muzzles
68,2020-01-09,462798.0,Muzzles
69,2020-01-10,462798.0,Muzzles
70,2020-01-11,475534.0,Muzzles
71,2020-01-12,480367.0,Muzzles
72,2020-01-13,488394.0,Muzzles
73,2020-01-14,494430.0,Muzzles
74,2020-01-15,498007.0,Muzzles
75,2020-01-16,508225.0,Muzzles
76,2020-01-17,508225.0,Muzzles
77,2020-01-18,513241.0,Muzzles
78,2020-01-19,518131.0,Muzzles
79,2020-01-20,524822.0,Muzzles
80,2020-01-21,524822.0,Muzzles
81,2020-01-22,532880.0,Muzzles
82,2020-01-23,536575.0,Muzzles
83,2020-01-24,536575.0,Muzzles
84,2020-01-25,543581.0,Muzzles
85,2020-01-26,543581.0,Muzzles
86,2020-01-27,549604.0,Muzzles
87,2020-01-28,549604.0,Muzzles
88,2020-01-29,554441.0,Muzzles
89,2020-01-30,556687.0,Muzzles
90,2020-01-31,556687.0,Muzzles
91,2020-02-01,556687.0,Muzzles
92,2020-02-02,556687.0,Muzzles
93,2020-02-03,564228.0,Muzzles
94,2020-02-04,564228.0,Muzzles
95,2020-02-05,567521.0,Muzzles
96,2020-02-06,567521.0,Muzzles
97,2020-02-07,567521.0,Muzzles
98,2020-02-08,570137.0,Muzzles
99,2020-02-09,570137.0,Muzzles
100,2020-02-10,573089.0,Muzzles
101,2020-02-11,573089.0,Muzzles
102,2020-02-12,573089.0,Muzzles
103,2020-02-13,574873.0,Muzzles
104,2020-02-14,574873.0,Muzzles
105,2020-02-15,574873.0,Muzzles
106,2020-02-16,576055.0,Muzzles
107,2020-02-17,576619.0,Muzzles
108,2020-02-18,576619.0,Muzzles
109,2020-02-19,1935920.0,Muzzles
110,2020-02-20,1935920.0,Muzzles
111,2020-02-21,1935920.0,Muzzles
112,2020-02-22,1940434.0,Muzzles
113,2020-02-23,1940434.0,Muzzles
114,2020-02-24,1940434.0,Muzzles
115,2020-02-25,1943017.0,Muzzles
116,2020-02-26,1943017.0,Muzzles
117,2020-02-27,582170.0,Muzzles
118,2020-02-28,582170.0,Muzzles
119,2020-02-29,582170.0,Muzzles
120,2020-03-01,582170.0,Muzzles
121,2020-03-02,584109.0,Muzzles
122,2020-03-03,584109.0,Muzzles
123,2020-03-04,584109.0,Muzzles
124,2020-03-05,585446.0,Muzzles
125,2020-03-06,585446.0,Muzzles
126,2020-03-07,585446.0,Muzzles
127,2020-03-08,585446.0,Muzzles
128,2020-03-09,-1.0,Muzzles
129,2020-03-10,-1.0,Muzzles
130,2020-03-11,-1.0,Muzzles
131,2020-03-12,-1.0,Muzzles
132,2020-03-13,-1.0,Muzzles
133,2020-03-14,-1.0,Muzzles
134,2020-03-15,-1.0,Muzzles
135,2020-03-16,-1.0,Muzzles
136,2020-03-17,-1.0,Muzzles
137,2020-03-18,-1.0,Muzzles
138,2020-03-19,-1.0,Muzzles
139,2020-03-20,-1.0,Muzzles
140,2020-03-21,-1.0,Muzzles
141,2020-03-22,-1.0,Muzzles
142,2020-03-23,-1.0,Muzzles
143,2020-03-24,-1.0,Muzzles
144,2020-03-25,-1.0,Muzzles
145,2020-03-26,-1.0,Muzzles
146,2020-03-27,-1.0,Muzzles
147,2020-03-28,-1.0,Muzzles
148,2020-03-29,-1.0,Muzzles
149,2020-03-30,-1.0,Muzzles
150,2020-03-31,-1.0,Muzzles
151,2020-04-01,-1.0,Muzzles
152,2020-04-02,-1.0,Muzzles
153,2020-04-03,-1.0,Muzzles
154,2020-04-04,-1.0,Muzzles
155,2020-04-05,-1.0,Muzzles
156,2020-04-06,-1.0,Muzzles
157,2020-04-07,-1.0,Muzzles
158,2020-04-08,-1.0,Muzzles
159,2020-04-09,-1.0,Muzzles
160,2020-04-10,-1.0,Muzzles
161,2020-04-11,-1.0,Muzzles
162,2020-04-12,-1.0,Muzzles
163,2020-04-13,-1.0,Muzzles
164,2020-04-14,-1.0,Muzzles
165,2020-04-15,-1.0,Muzzles
166,2020-04-16,-1.0,Muzzles
167,2020-04-17,-1.0,Muzzles
168,2020-04-18,-1.0,Muzzles
169,2020-04-19,-1.0,Muzzles
170,2020-04-20,-1.0,Muzzles
171,2020-04-21,-1.0,Muzzles
172,2020-04-22,-1.0,Muzzles
173,2020-04-23,-1.0,Muzzles
174,2020-04-24,-1.0,Muzzles
175,2020-04-25,-1.0,Muzzles
176,2020-04-26,-1.0,Muzzles
177,2020-04-27,-1.0,Muzzles
178,2020-04-28,-1.0,Muzzles
179,2020-04-29,-1.0,Muzzles
180,2020-04-30,-1.0,Muzzles
181,2020-05-01,-1.0,Muzzles
182,2020-05-02,-1.0,Muzzles
183,2020-05-03,-1.0,Muzzles
184,2020-05-04,-1.0,Muzzles
185,2020-05-05,-1.0,Muzzles
186,2020-05-06,-1.0,Muzzles
187,2020-05-07,-1.0,Muzzles
188,2020-05-08,-1.0,Muzzles
189,2020-05-09,-1.0,Muzzles
190,2020-05-10,-1.0,Muzzles
191,2020-05-11,-1.0,Muzzles
192,2020-05-12,-1.0,Muzzles
193,2020-05-13,-1.0,Muzzles
194,2020-05-14,-1.0,Muzzles
195,2020-05-15,-1.0,Muzzles
196,2020-05-16,-1.0,Muzzles
197,2020-05-17,-1.0,Muzzles
198,2020-05-18,-1.0,Muzzles
199,2020-05-19,-1.0,Muzzles
200,2020-05-20,-1.0,Muzzles
201,2020-05-21,-1.0,Muzzles
202,2020-05-22,-1.0,Muzzles
203,2020-05-23,-1.0,Muzzles
204,2020-05-24,343.0,Muzzles
205,2020-05-25,362.0,Muzzles
206,2020-05-26,341.0,Muzzles
207,2020-05-27,359.0,Muzzles
208,2020-05-28,268.0,Muzzles
209,2020-05-29,270.0,Muzzles
210,2020-05-30,326.0,Muzzles
211,2020-05-31,302.0,Muzzles
212,2020-06-01,299.0,Muzzles
213,2020-06-02,298.0,Muzzles
214,2020-06-03,242.0,Muzzles
215,2020-06-04,270.0,Muzzles
