,date,value,name_B08CQF1QHB
0,2020-07-17,12959.0,Blended Vitamin & Mineral Supplements
1,2020-07-18,12959.0,Blended Vitamin & Mineral Supplements
2,2020-07-19,12959.0,Blended Vitamin & Mineral Supplements
3,2020-07-20,10236.0,Blended Vitamin & Mineral Supplements
4,2020-07-21,10236.0,Blended Vitamin & Mineral Supplements
5,2020-07-22,10236.0,Blended Vitamin & Mineral Supplements
6,2020-07-23,10703.0,Blended Vitamin & Mineral Supplements
7,2020-07-24,12041.0,Blended Vitamin & Mineral Supplements
8,2020-07-25,12041.0,Blended Vitamin & Mineral Supplements
9,2020-07-26,12041.0,Blended Vitamin & Mineral Supplements
10,2020-07-27,12041.0,Blended Vitamin & Mineral Supplements
11,2020-07-28,12041.0,Blended Vitamin & Mineral Supplements
12,2020-07-29,12168.0,Blended Vitamin & Mineral Supplements
13,2020-07-30,12168.0,Blended Vitamin & Mineral Supplements
14,2020-07-31,12168.0,Blended Vitamin & Mineral Supplements
15,2020-08-01,9966.0,Blended Vitamin & Mineral Supplements
16,2020-08-02,9966.0,Blended Vitamin & Mineral Supplements
17,2020-08-03,9966.0,Blended Vitamin & Mineral Supplements
18,2020-08-04,16729.0,Blended Vitamin & Mineral Supplements
19,2020-08-05,16729.0,Blended Vitamin & Mineral Supplements
20,2020-08-06,11775.0,Blended Vitamin & Mineral Supplements
21,2020-08-07,11775.0,Blended Vitamin & Mineral Supplements
22,2020-08-08,11775.0,Blended Vitamin & Mineral Supplements
23,2020-08-09,11775.0,Blended Vitamin & Mineral Supplements
24,2020-08-10,12998.0,Blended Vitamin & Mineral Supplements
25,2020-08-11,12998.0,Blended Vitamin & Mineral Supplements
26,2020-08-12,12049.0,Blended Vitamin & Mineral Supplements
27,2020-08-13,14904.0,Blended Vitamin & Mineral Supplements
28,2020-08-14,14904.0,Blended Vitamin & Mineral Supplements
29,2020-08-15,14904.0,Blended Vitamin & Mineral Supplements
30,2020-08-16,14788.0,Blended Vitamin & Mineral Supplements
31,2020-08-17,14788.0,Blended Vitamin & Mineral Supplements
32,2020-08-18,14788.0,Blended Vitamin & Mineral Supplements
33,2020-08-19,13437.0,Blended Vitamin & Mineral Supplements
34,2020-08-20,13437.0,Blended Vitamin & Mineral Supplements
35,2020-08-21,13437.0,Blended Vitamin & Mineral Supplements
36,2020-08-22,13437.0,Blended Vitamin & Mineral Supplements
37,2020-08-23,12718.0,Blended Vitamin & Mineral Supplements
38,2020-08-24,12718.0,Blended Vitamin & Mineral Supplements
39,2020-08-25,12718.0,Blended Vitamin & Mineral Supplements
40,2020-08-26,12009.0,Blended Vitamin & Mineral Supplements
41,2020-08-27,12009.0,Blended Vitamin & Mineral Supplements
42,2020-08-28,12767.0,Blended Vitamin & Mineral Supplements
43,2020-08-29,12767.0,Blended Vitamin & Mineral Supplements
44,2020-08-30,12767.0,Blended Vitamin & Mineral Supplements
45,2020-08-31,12186.0,Blended Vitamin & Mineral Supplements
46,2020-09-01,10914.0,Blended Vitamin & Mineral Supplements
47,2020-09-02,11298.0,Blended Vitamin & Mineral Supplements
48,2020-09-03,11298.0,Blended Vitamin & Mineral Supplements
49,2020-09-04,11298.0,Blended Vitamin & Mineral Supplements
50,2020-09-05,11786.0,Blended Vitamin & Mineral Supplements
51,2020-09-06,11786.0,Blended Vitamin & Mineral Supplements
52,2020-09-07,13807.0,Blended Vitamin & Mineral Supplements
53,2020-09-08,13807.0,Blended Vitamin & Mineral Supplements
54,2020-09-09,13807.0,Blended Vitamin & Mineral Supplements
55,2020-09-10,15537.0,Blended Vitamin & Mineral Supplements
56,2020-09-11,15537.0,Blended Vitamin & Mineral Supplements
57,2020-09-12,12283.0,Blended Vitamin & Mineral Supplements
58,2020-09-13,12283.0,Blended Vitamin & Mineral Supplements
59,2020-09-14,12283.0,Blended Vitamin & Mineral Supplements
60,2020-09-15,11788.0,Blended Vitamin & Mineral Supplements
61,2020-09-16,11788.0,Blended Vitamin & Mineral Supplements
62,2020-09-17,12578.0,Blended Vitamin & Mineral Supplements
63,2020-09-18,12578.0,Blended Vitamin & Mineral Supplements
64,2020-09-19,12578.0,Blended Vitamin & Mineral Supplements
65,2020-09-20,12578.0,Blended Vitamin & Mineral Supplements
66,2020-09-21,12901.0,Blended Vitamin & Mineral Supplements
67,2020-09-22,12901.0,Blended Vitamin & Mineral Supplements
68,2020-09-23,12901.0,Blended Vitamin & Mineral Supplements
69,2020-09-24,12901.0,Blended Vitamin & Mineral Supplements
70,2020-09-25,10268.0,Blended Vitamin & Mineral Supplements
71,2020-09-26,10268.0,Blended Vitamin & Mineral Supplements
72,2020-09-27,10268.0,Blended Vitamin & Mineral Supplements
73,2020-09-28,10047.0,Blended Vitamin & Mineral Supplements
74,2020-09-29,10047.0,Blended Vitamin & Mineral Supplements
75,2020-09-30,34748.0,Blended Vitamin & Mineral Supplements
76,2020-10-01,20638.0,Blended Vitamin & Mineral Supplements
77,2020-10-02,20638.0,Blended Vitamin & Mineral Supplements
78,2020-10-03,20638.0,Blended Vitamin & Mineral Supplements
79,2020-10-04,10862.0,Blended Vitamin & Mineral Supplements
80,2020-10-05,10862.0,Blended Vitamin & Mineral Supplements
81,2020-10-06,10597.0,Blended Vitamin & Mineral Supplements
82,2020-10-07,10597.0,Blended Vitamin & Mineral Supplements
83,2020-10-08,10597.0,Blended Vitamin & Mineral Supplements
84,2020-10-09,10597.0,Blended Vitamin & Mineral Supplements
85,2020-10-10,9798.0,Blended Vitamin & Mineral Supplements
86,2020-10-11,9798.0,Blended Vitamin & Mineral Supplements
87,2020-10-12,6302.0,Blended Vitamin & Mineral Supplements
88,2020-10-13,7194.0,Blended Vitamin & Mineral Supplements
89,2020-10-14,7194.0,Blended Vitamin & Mineral Supplements
90,2020-10-15,7194.0,Blended Vitamin & Mineral Supplements
91,2020-10-16,7660.0,Blended Vitamin & Mineral Supplements
92,2020-10-17,7660.0,Blended Vitamin & Mineral Supplements
93,2020-10-18,7660.0,Blended Vitamin & Mineral Supplements
94,2020-10-19,7752.0,Blended Vitamin & Mineral Supplements
95,2020-10-20,7747.0,Blended Vitamin & Mineral Supplements
96,2020-10-21,9280.0,Blended Vitamin & Mineral Supplements
97,2020-10-22,9280.0,Blended Vitamin & Mineral Supplements
98,2020-10-23,8127.0,Blended Vitamin & Mineral Supplements
99,2020-10-24,8127.0,Blended Vitamin & Mineral Supplements
100,2020-10-25,8127.0,Blended Vitamin & Mineral Supplements
101,2020-10-26,7680.0,Blended Vitamin & Mineral Supplements
102,2020-10-27,7680.0,Blended Vitamin & Mineral Supplements
103,2020-10-28,7782.0,Blended Vitamin & Mineral Supplements
104,2020-10-29,8638.0,Blended Vitamin & Mineral Supplements
105,2020-10-30,8638.0,Blended Vitamin & Mineral Supplements
106,2020-10-31,7614.0,Blended Vitamin & Mineral Supplements
107,2020-11-01,7614.0,Blended Vitamin & Mineral Supplements
108,2020-11-02,7614.0,Blended Vitamin & Mineral Supplements
109,2020-11-03,7571.0,Blended Vitamin & Mineral Supplements
110,2020-11-04,7571.0,Blended Vitamin & Mineral Supplements
111,2020-11-05,7571.0,Blended Vitamin & Mineral Supplements
112,2020-11-06,7584.0,Blended Vitamin & Mineral Supplements
113,2020-11-07,6091.0,Blended Vitamin & Mineral Supplements
114,2020-11-08,6091.0,Blended Vitamin & Mineral Supplements
115,2020-11-09,6760.0,Blended Vitamin & Mineral Supplements
116,2020-11-10,6760.0,Blended Vitamin & Mineral Supplements
117,2020-11-11,6760.0,Blended Vitamin & Mineral Supplements
118,2020-11-12,6760.0,Blended Vitamin & Mineral Supplements
119,2020-11-13,7076.0,Blended Vitamin & Mineral Supplements
120,2020-11-14,7076.0,Blended Vitamin & Mineral Supplements
