,date,value,name_B08CQF1QHB
121,2020-11-15,7155.0,Blended Vitamin & Mineral Supplements
122,2020-11-16,7155.0,Blended Vitamin & Mineral Supplements
123,2020-11-17,6623.0,Blended Vitamin & Mineral Supplements
124,2020-11-18,6623.0,Blended Vitamin & Mineral Supplements
125,2020-11-19,6623.0,Blended Vitamin & Mineral Supplements
126,2020-11-20,7031.0,Blended Vitamin & Mineral Supplements
127,2020-11-21,7031.0,Blended Vitamin & Mineral Supplements
128,2020-11-22,7031.0,Blended Vitamin & Mineral Supplements
129,2020-11-23,7031.0,Blended Vitamin & Mineral Supplements
130,2020-11-24,6801.0,Blended Vitamin & Mineral Supplements
131,2020-11-25,6801.0,Blended Vitamin & Mineral Supplements
132,2020-11-26,6801.0,Blended Vitamin & Mineral Supplements
133,2020-11-27,6814.0,Blended Vitamin & Mineral Supplements
134,2020-11-28,6814.0,Blended Vitamin & Mineral Supplements
135,2020-11-29,6961.0,Blended Vitamin & Mineral Supplements
136,2020-11-30,6961.0,Blended Vitamin & Mineral Supplements
137,2020-12-01,6961.0,Blended Vitamin & Mineral Supplements
138,2020-12-02,6961.0,Blended Vitamin & Mineral Supplements
139,2020-12-03,6961.0,Blended Vitamin & Mineral Supplements
140,2020-12-04,7188.0,Blended Vitamin & Mineral Supplements
141,2020-12-05,7188.0,Blended Vitamin & Mineral Supplements
142,2020-12-06,6538.0,Blended Vitamin & Mineral Supplements
143,2020-12-07,6538.0,Blended Vitamin & Mineral Supplements
144,2020-12-08,7093.0,Blended Vitamin & Mineral Supplements
145,2020-12-09,7093.0,Blended Vitamin & Mineral Supplements
146,2020-12-10,7256.0,Blended Vitamin & Mineral Supplements
147,2020-12-11,7256.0,Blended Vitamin & Mineral Supplements
148,2020-12-12,7256.0,Blended Vitamin & Mineral Supplements
149,2020-12-13,7256.0,Blended Vitamin & Mineral Supplements
150,2020-12-14,5112.0,Blended Vitamin & Mineral Supplements
151,2020-12-15,5112.0,Blended Vitamin & Mineral Supplements
152,2020-12-16,5208.0,Blended Vitamin & Mineral Supplements
153,2020-12-17,5208.0,Blended Vitamin & Mineral Supplements
154,2020-12-18,5208.0,Blended Vitamin & Mineral Supplements
155,2020-12-19,4359.0,Blended Vitamin & Mineral Supplements
156,2020-12-20,4090.0,Blended Vitamin & Mineral Supplements
157,2020-12-21,4521.0,Blended Vitamin & Mineral Supplements
158,2020-12-22,4521.0,Blended Vitamin & Mineral Supplements
159,2020-12-23,4475.0,Blended Vitamin & Mineral Supplements
160,2020-12-24,4411.0,Blended Vitamin & Mineral Supplements
161,2020-12-25,4411.0,Blended Vitamin & Mineral Supplements
162,2020-12-26,4810.0,Blended Vitamin & Mineral Supplements
163,2020-12-27,4810.0,Blended Vitamin & Mineral Supplements
164,2020-12-28,4279.0,Blended Vitamin & Mineral Supplements
165,2020-12-29,4279.0,Blended Vitamin & Mineral Supplements
166,2020-12-30,4279.0,Blended Vitamin & Mineral Supplements
167,2020-12-31,3451.0,Blended Vitamin & Mineral Supplements
168,2021-01-01,3584.0,Blended Vitamin & Mineral Supplements
169,2021-01-02,3584.0,Blended Vitamin & Mineral Supplements
170,2021-01-03,3432.0,Blended Vitamin & Mineral Supplements
171,2021-01-04,3432.0,Blended Vitamin & Mineral Supplements
172,2021-01-05,4069.0,Blended Vitamin & Mineral Supplements
173,2021-01-06,4416.0,Blended Vitamin & Mineral Supplements
174,2021-01-07,4416.0,Blended Vitamin & Mineral Supplements
175,2021-01-08,4416.0,Blended Vitamin & Mineral Supplements
176,2021-01-09,3869.0,Blended Vitamin & Mineral Supplements
177,2021-01-10,3869.0,Blended Vitamin & Mineral Supplements
178,2021-01-11,3447.0,Blended Vitamin & Mineral Supplements
179,2021-01-12,3447.0,Blended Vitamin & Mineral Supplements
180,2021-01-13,3447.0,Blended Vitamin & Mineral Supplements
181,2021-01-14,3196.0,Blended Vitamin & Mineral Supplements
182,2021-01-15,3196.0,Blended Vitamin & Mineral Supplements
183,2021-01-16,2791.0,Blended Vitamin & Mineral Supplements
184,2021-01-17,3789.0,Blended Vitamin & Mineral Supplements
185,2021-01-18,3789.0,Blended Vitamin & Mineral Supplements
186,2021-01-19,5194.0,Blended Vitamin & Mineral Supplements
187,2021-01-20,5284.0,Blended Vitamin & Mineral Supplements
188,2021-01-21,5284.0,Blended Vitamin & Mineral Supplements
189,2021-01-22,5284.0,Blended Vitamin & Mineral Supplements
190,2021-01-23,5284.0,Blended Vitamin & Mineral Supplements
191,2021-01-24,5246.0,Blended Vitamin & Mineral Supplements
192,2021-01-25,6121.0,Blended Vitamin & Mineral Supplements
193,2021-01-26,6121.0,Blended Vitamin & Mineral Supplements
194,2021-01-27,5829.0,Blended Vitamin & Mineral Supplements
195,2021-01-28,5829.0,Blended Vitamin & Mineral Supplements
196,2021-01-29,5829.0,Blended Vitamin & Mineral Supplements
197,2021-01-30,6101.0,Blended Vitamin & Mineral Supplements
198,2021-01-31,6101.0,Blended Vitamin & Mineral Supplements
199,2021-02-01,6101.0,Blended Vitamin & Mineral Supplements
200,2021-02-02,6334.0,Blended Vitamin & Mineral Supplements
201,2021-02-03,6334.0,Blended Vitamin & Mineral Supplements
202,2021-02-04,6287.0,Blended Vitamin & Mineral Supplements
203,2021-02-05,6287.0,Blended Vitamin & Mineral Supplements
204,2021-02-06,6287.0,Blended Vitamin & Mineral Supplements
205,2021-02-07,5412.0,Blended Vitamin & Mineral Supplements
206,2021-02-08,5412.0,Blended Vitamin & Mineral Supplements
207,2021-02-09,5412.0,Blended Vitamin & Mineral Supplements
208,2021-02-10,6577.0,Blended Vitamin & Mineral Supplements
209,2021-02-11,6577.0,Blended Vitamin & Mineral Supplements
210,2021-02-12,6577.0,Blended Vitamin & Mineral Supplements
211,2021-02-13,6737.0,Blended Vitamin & Mineral Supplements
212,2021-02-14,6737.0,Blended Vitamin & Mineral Supplements
213,2021-02-15,6569.0,Blended Vitamin & Mineral Supplements
214,2021-02-16,6569.0,Blended Vitamin & Mineral Supplements
215,2021-02-17,6569.0,Blended Vitamin & Mineral Supplements
216,2021-02-18,6964.0,Blended Vitamin & Mineral Supplements
217,2021-02-19,6392.0,Blended Vitamin & Mineral Supplements
218,2021-02-20,6637.0,Blended Vitamin & Mineral Supplements
219,2021-02-21,6637.0,Blended Vitamin & Mineral Supplements
220,2021-02-22,6637.0,Blended Vitamin & Mineral Supplements
221,2021-02-23,5564.0,Blended Vitamin & Mineral Supplements
222,2021-02-24,6253.0,Blended Vitamin & Mineral Supplements
223,2021-02-25,6253.0,Blended Vitamin & Mineral Supplements
224,2021-02-26,5942.0,Blended Vitamin & Mineral Supplements
225,2021-02-27,5942.0,Blended Vitamin & Mineral Supplements
226,2021-02-28,5942.0,Blended Vitamin & Mineral Supplements
227,2021-03-01,5942.0,Blended Vitamin & Mineral Supplements
228,2021-03-02,6615.0,Blended Vitamin & Mineral Supplements
229,2021-03-03,6615.0,Blended Vitamin & Mineral Supplements
230,2021-03-04,6316.0,Blended Vitamin & Mineral Supplements
231,2021-03-05,6316.0,Blended Vitamin & Mineral Supplements
232,2021-03-06,6316.0,Blended Vitamin & Mineral Supplements
233,2021-03-07,6238.0,Blended Vitamin & Mineral Supplements
234,2021-03-08,6238.0,Blended Vitamin & Mineral Supplements
235,2021-03-09,6238.0,Blended Vitamin & Mineral Supplements
236,2021-03-10,6213.0,Blended Vitamin & Mineral Supplements
237,2021-03-11,5437.0,Blended Vitamin & Mineral Supplements
238,2021-03-12,5437.0,Blended Vitamin & Mineral Supplements
239,2021-03-13,5437.0,Blended Vitamin & Mineral Supplements
240,2021-03-14,5541.0,Blended Vitamin & Mineral Supplements
241,2021-03-15,4993.0,Blended Vitamin & Mineral Supplements
242,2021-03-16,4993.0,Blended Vitamin & Mineral Supplements
243,2021-03-17,4951.0,Blended Vitamin & Mineral Supplements
244,2021-03-18,4951.0,Blended Vitamin & Mineral Supplements
245,2021-03-19,4951.0,Blended Vitamin & Mineral Supplements
246,2021-03-20,4368.0,Blended Vitamin & Mineral Supplements
247,2021-03-21,4368.0,Blended Vitamin & Mineral Supplements
248,2021-03-22,4368.0,Blended Vitamin & Mineral Supplements
249,2021-03-23,6139.0,Blended Vitamin & Mineral Supplements
250,2021-03-24,6139.0,Blended Vitamin & Mineral Supplements
251,2021-03-25,5361.0,Blended Vitamin & Mineral Supplements
252,2021-03-26,5361.0,Blended Vitamin & Mineral Supplements
253,2021-03-27,5361.0,Blended Vitamin & Mineral Supplements
254,2021-03-28,5068.0,Blended Vitamin & Mineral Supplements
255,2021-03-29,5517.0,Blended Vitamin & Mineral Supplements
256,2021-03-30,5307.0,Blended Vitamin & Mineral Supplements
257,2021-03-31,5307.0,Blended Vitamin & Mineral Supplements
258,2021-04-01,5674.0,Blended Vitamin & Mineral Supplements
259,2021-04-02,5674.0,Blended Vitamin & Mineral Supplements
260,2021-04-03,5674.0,Blended Vitamin & Mineral Supplements
261,2021-04-04,4948.0,Blended Vitamin & Mineral Supplements
262,2021-04-05,4948.0,Blended Vitamin & Mineral Supplements
263,2021-04-06,4948.0,Blended Vitamin & Mineral Supplements
264,2021-04-07,4802.0,Blended Vitamin & Mineral Supplements
265,2021-04-08,4717.0,Blended Vitamin & Mineral Supplements
266,2021-04-09,4717.0,Blended Vitamin & Mineral Supplements
267,2021-04-10,4758.0,Blended Vitamin & Mineral Supplements
268,2021-04-11,4758.0,Blended Vitamin & Mineral Supplements
269,2021-04-12,4773.0,Blended Vitamin & Mineral Supplements
270,2021-04-13,4773.0,Blended Vitamin & Mineral Supplements
271,2021-04-14,4773.0,Blended Vitamin & Mineral Supplements
272,2021-04-15,5735.0,Blended Vitamin & Mineral Supplements
273,2021-04-16,5735.0,Blended Vitamin & Mineral Supplements
274,2021-04-17,5764.0,Blended Vitamin & Mineral Supplements
275,2021-04-18,5764.0,Blended Vitamin & Mineral Supplements
276,2021-04-19,5764.0,Blended Vitamin & Mineral Supplements
277,2021-04-20,6176.0,Blended Vitamin & Mineral Supplements
278,2021-04-21,6176.0,Blended Vitamin & Mineral Supplements
279,2021-04-22,6176.0,Blended Vitamin & Mineral Supplements
280,2021-04-23,16917.0,Blended Vitamin & Mineral Supplements
281,2021-04-24,21727.0,Blended Vitamin & Mineral Supplements
282,2021-04-25,21727.0,Blended Vitamin & Mineral Supplements
283,2021-04-26,37120.0,Blended Vitamin & Mineral Supplements
284,2021-04-27,27746.0,Blended Vitamin & Mineral Supplements
285,2021-04-28,27746.0,Blended Vitamin & Mineral Supplements
286,2021-04-29,7126.0,Blended Vitamin & Mineral Supplements
287,2021-04-30,7126.0,Blended Vitamin & Mineral Supplements
288,2021-05-01,7126.0,Blended Vitamin & Mineral Supplements
289,2021-05-02,4837.0,Blended Vitamin & Mineral Supplements
290,2021-05-03,4837.0,Blended Vitamin & Mineral Supplements
291,2021-05-04,5447.0,Blended Vitamin & Mineral Supplements
292,2021-05-05,5447.0,Blended Vitamin & Mineral Supplements
293,2021-05-06,5931.0,Blended Vitamin & Mineral Supplements
294,2021-05-07,5931.0,Blended Vitamin & Mineral Supplements
295,2021-05-08,5931.0,Blended Vitamin & Mineral Supplements
296,2021-05-09,5931.0,Blended Vitamin & Mineral Supplements
297,2021-05-10,7787.0,Blended Vitamin & Mineral Supplements
298,2021-05-11,7787.0,Blended Vitamin & Mineral Supplements
299,2021-05-12,7053.0,Blended Vitamin & Mineral Supplements
300,2021-05-13,7053.0,Blended Vitamin & Mineral Supplements
301,2021-05-14,7349.0,Blended Vitamin & Mineral Supplements
302,2021-05-15,7349.0,Blended Vitamin & Mineral Supplements
303,2021-05-16,7349.0,Blended Vitamin & Mineral Supplements
304,2021-05-17,6898.0,Blended Vitamin & Mineral Supplements
305,2021-05-18,6898.0,Blended Vitamin & Mineral Supplements
306,2021-05-19,8760.0,Blended Vitamin & Mineral Supplements
307,2021-05-20,7617.0,Blended Vitamin & Mineral Supplements
308,2021-05-21,7249.0,Blended Vitamin & Mineral Supplements
309,2021-05-22,7586.0,Blended Vitamin & Mineral Supplements
310,2021-05-23,7586.0,Blended Vitamin & Mineral Supplements
311,2021-05-24,7586.0,Blended Vitamin & Mineral Supplements
312,2021-05-25,7960.0,Blended Vitamin & Mineral Supplements
313,2021-05-26,7749.0,Blended Vitamin & Mineral Supplements
314,2021-05-27,7873.0,Blended Vitamin & Mineral Supplements
315,2021-05-28,7873.0,Blended Vitamin & Mineral Supplements
316,2021-05-29,7873.0,Blended Vitamin & Mineral Supplements
317,2021-05-30,7122.0,Blended Vitamin & Mineral Supplements
318,2021-05-31,7122.0,Blended Vitamin & Mineral Supplements
319,2021-06-01,7927.0,Blended Vitamin & Mineral Supplements
320,2021-06-02,7927.0,Blended Vitamin & Mineral Supplements
321,2021-06-03,7925.0,Blended Vitamin & Mineral Supplements
322,2021-06-04,7925.0,Blended Vitamin & Mineral Supplements
323,2021-06-05,7925.0,Blended Vitamin & Mineral Supplements
324,2021-06-06,6322.0,Blended Vitamin & Mineral Supplements
325,2021-06-07,6322.0,Blended Vitamin & Mineral Supplements
326,2021-06-08,7983.0,Blended Vitamin & Mineral Supplements
327,2021-06-09,7983.0,Blended Vitamin & Mineral Supplements
328,2021-06-10,6919.0,Blended Vitamin & Mineral Supplements
329,2021-06-11,6919.0,Blended Vitamin & Mineral Supplements
330,2021-06-12,7860.0,Blended Vitamin & Mineral Supplements
331,2021-06-13,7860.0,Blended Vitamin & Mineral Supplements
332,2021-06-14,6606.0,Blended Vitamin & Mineral Supplements
333,2021-06-15,6606.0,Blended Vitamin & Mineral Supplements
334,2021-06-16,6606.0,Blended Vitamin & Mineral Supplements
335,2021-06-17,7969.0,Blended Vitamin & Mineral Supplements
336,2021-06-18,8422.0,Blended Vitamin & Mineral Supplements
337,2021-06-19,8422.0,Blended Vitamin & Mineral Supplements
338,2021-06-20,8422.0,Blended Vitamin & Mineral Supplements
339,2021-06-21,8173.0,Blended Vitamin & Mineral Supplements
340,2021-06-22,8258.0,Blended Vitamin & Mineral Supplements
341,2021-06-23,8258.0,Blended Vitamin & Mineral Supplements
342,2021-06-24,8258.0,Blended Vitamin & Mineral Supplements
343,2021-06-25,7211.0,Blended Vitamin & Mineral Supplements
344,2021-06-26,7211.0,Blended Vitamin & Mineral Supplements
345,2021-06-27,7211.0,Blended Vitamin & Mineral Supplements
346,2021-06-28,7492.0,Blended Vitamin & Mineral Supplements
347,2021-06-29,7492.0,Blended Vitamin & Mineral Supplements
348,2021-06-30,8150.0,Blended Vitamin & Mineral Supplements
349,2021-07-01,8150.0,Blended Vitamin & Mineral Supplements
350,2021-07-02,8216.0,Blended Vitamin & Mineral Supplements
351,2021-07-03,8216.0,Blended Vitamin & Mineral Supplements
352,2021-07-04,8216.0,Blended Vitamin & Mineral Supplements
353,2021-07-05,7188.0,Blended Vitamin & Mineral Supplements
354,2021-07-06,7188.0,Blended Vitamin & Mineral Supplements
355,2021-07-07,7188.0,Blended Vitamin & Mineral Supplements
356,2021-07-08,6600.0,Blended Vitamin & Mineral Supplements
357,2021-07-09,6600.0,Blended Vitamin & Mineral Supplements
358,2021-07-10,6600.0,Blended Vitamin & Mineral Supplements
359,2021-07-11,6081.0,Blended Vitamin & Mineral Supplements
