,date,value,name_B01IWBWXOE
51,2018-09-03,5726.0,Tumblers & Water Glasses
52,2018-09-04,5726.0,Tumblers & Water Glasses
53,2018-09-05,5726.0,Tumblers & Water Glasses
54,2018-09-06,5726.0,Tumblers & Water Glasses
55,2018-09-07,7114.0,Tumblers & Water Glasses
56,2018-09-08,7114.0,Tumblers & Water Glasses
57,2018-09-09,7474.0,Tumblers & Water Glasses
58,2018-09-10,7474.0,Tumblers & Water Glasses
59,2018-09-11,7655.0,Tumblers & Water Glasses
60,2018-09-12,5649.0,Tumblers & Water Glasses
61,2018-09-13,5649.0,Tumblers & Water Glasses
62,2018-09-14,6080.0,Tumblers & Water Glasses
63,2018-09-15,6532.0,Tumblers & Water Glasses
64,2018-09-16,7742.0,Tumblers & Water Glasses
65,2018-09-17,7192.0,Tumblers & Water Glasses
66,2018-09-18,9773.0,Tumblers & Water Glasses
67,2018-09-19,10522.0,Tumblers & Water Glasses
68,2018-09-20,10255.0,Tumblers & Water Glasses
69,2018-09-21,7372.0,Tumblers & Water Glasses
70,2018-09-22,8977.0,Tumblers & Water Glasses
71,2018-09-23,8977.0,Tumblers & Water Glasses
72,2018-09-24,6782.0,Tumblers & Water Glasses
73,2018-09-25,10292.0,Tumblers & Water Glasses
74,2018-09-26,8361.0,Tumblers & Water Glasses
75,2018-09-27,11036.0,Tumblers & Water Glasses
76,2018-09-28,11036.0,Tumblers & Water Glasses
77,2018-09-29,11036.0,Tumblers & Water Glasses
78,2018-09-30,6156.0,Tumblers & Water Glasses
79,2018-10-01,6454.0,Tumblers & Water Glasses
80,2018-10-02,8644.0,Tumblers & Water Glasses
81,2018-10-03,8644.0,Tumblers & Water Glasses
82,2018-10-04,8644.0,Tumblers & Water Glasses
83,2018-10-05,13182.0,Tumblers & Water Glasses
84,2018-10-06,13182.0,Tumblers & Water Glasses
85,2018-10-07,8497.0,Tumblers & Water Glasses
86,2018-10-08,8497.0,Tumblers & Water Glasses
87,2018-10-09,8497.0,Tumblers & Water Glasses
88,2018-10-10,7865.0,Tumblers & Water Glasses
89,2018-10-11,7865.0,Tumblers & Water Glasses
90,2018-10-12,7865.0,Tumblers & Water Glasses
91,2018-10-13,7865.0,Tumblers & Water Glasses
92,2018-10-14,7865.0,Tumblers & Water Glasses
93,2018-10-15,7865.0,Tumblers & Water Glasses
94,2018-10-16,7865.0,Tumblers & Water Glasses
95,2018-10-17,12209.0,Tumblers & Water Glasses
96,2018-10-18,8901.0,Tumblers & Water Glasses
97,2018-10-19,8901.0,Tumblers & Water Glasses
98,2018-10-20,8901.0,Tumblers & Water Glasses
99,2018-10-21,8901.0,Tumblers & Water Glasses
100,2018-10-22,8901.0,Tumblers & Water Glasses
101,2018-10-23,8901.0,Tumblers & Water Glasses
102,2018-10-24,8901.0,Tumblers & Water Glasses
103,2018-10-25,8901.0,Tumblers & Water Glasses
104,2018-10-26,20600.0,Tumblers & Water Glasses
105,2018-10-27,19844.0,Tumblers & Water Glasses
106,2018-10-28,19844.0,Tumblers & Water Glasses
107,2018-10-29,19844.0,Tumblers & Water Glasses
108,2018-10-30,13912.0,Tumblers & Water Glasses
109,2018-10-31,13912.0,Tumblers & Water Glasses
110,2018-11-01,13912.0,Tumblers & Water Glasses
111,2018-11-02,8639.0,Tumblers & Water Glasses
112,2018-11-03,12202.0,Tumblers & Water Glasses
113,2018-11-04,12202.0,Tumblers & Water Glasses
114,2018-11-05,12202.0,Tumblers & Water Glasses
115,2018-11-06,12202.0,Tumblers & Water Glasses
116,2018-11-07,11447.0,Tumblers & Water Glasses
117,2018-11-08,7355.0,Tumblers & Water Glasses
118,2018-11-09,7355.0,Tumblers & Water Glasses
119,2018-11-10,11882.0,Tumblers & Water Glasses
120,2018-11-11,11882.0,Tumblers & Water Glasses
121,2018-11-12,11882.0,Tumblers & Water Glasses
122,2018-11-13,10714.0,Tumblers & Water Glasses
123,2018-11-14,10714.0,Tumblers & Water Glasses
124,2018-11-15,8024.0,Tumblers & Water Glasses
125,2018-11-16,17928.0,Tumblers & Water Glasses
126,2018-11-17,17928.0,Tumblers & Water Glasses
127,2018-11-18,17928.0,Tumblers & Water Glasses
128,2018-11-19,17928.0,Tumblers & Water Glasses
129,2018-11-20,17928.0,Tumblers & Water Glasses
130,2018-11-21,17654.0,Tumblers & Water Glasses
131,2018-11-22,17654.0,Tumblers & Water Glasses
132,2018-11-23,17654.0,Tumblers & Water Glasses
133,2018-11-24,17654.0,Tumblers & Water Glasses
134,2018-11-25,17654.0,Tumblers & Water Glasses
135,2018-11-26,9095.0,Tumblers & Water Glasses
136,2018-11-27,8816.0,Tumblers & Water Glasses
137,2018-11-28,8816.0,Tumblers & Water Glasses
138,2018-11-29,8816.0,Tumblers & Water Glasses
139,2018-11-30,8362.0,Tumblers & Water Glasses
140,2018-12-01,8362.0,Tumblers & Water Glasses
141,2018-12-02,11756.0,Tumblers & Water Glasses
142,2018-12-03,13079.0,Tumblers & Water Glasses
143,2018-12-04,11155.0,Tumblers & Water Glasses
144,2018-12-05,11155.0,Tumblers & Water Glasses
145,2018-12-06,8481.0,Tumblers & Water Glasses
146,2018-12-07,8481.0,Tumblers & Water Glasses
147,2018-12-08,8481.0,Tumblers & Water Glasses
148,2018-12-09,7881.0,Tumblers & Water Glasses
149,2018-12-10,7881.0,Tumblers & Water Glasses
150,2018-12-11,9072.0,Tumblers & Water Glasses
151,2018-12-12,9072.0,Tumblers & Water Glasses
152,2018-12-13,8064.0,Tumblers & Water Glasses
153,2018-12-14,6391.0,Tumblers & Water Glasses
154,2018-12-15,6391.0,Tumblers & Water Glasses
155,2018-12-16,9398.0,Tumblers & Water Glasses
156,2018-12-17,9398.0,Tumblers & Water Glasses
157,2018-12-18,9398.0,Tumblers & Water Glasses
158,2018-12-19,7145.0,Tumblers & Water Glasses
159,2018-12-20,7145.0,Tumblers & Water Glasses
160,2018-12-21,7641.0,Tumblers & Water Glasses
161,2018-12-22,7641.0,Tumblers & Water Glasses
162,2018-12-23,5168.0,Tumblers & Water Glasses
163,2018-12-24,5101.0,Tumblers & Water Glasses
164,2018-12-25,6610.0,Tumblers & Water Glasses
165,2018-12-26,6071.0,Tumblers & Water Glasses
166,2018-12-27,6071.0,Tumblers & Water Glasses
167,2018-12-28,5880.0,Tumblers & Water Glasses
168,2018-12-29,5880.0,Tumblers & Water Glasses
169,2018-12-30,8009.0,Tumblers & Water Glasses
170,2018-12-31,8009.0,Tumblers & Water Glasses
171,2019-01-01,5353.0,Tumblers & Water Glasses
172,2019-01-02,6038.0,Tumblers & Water Glasses
173,2019-01-03,5811.0,Tumblers & Water Glasses
174,2019-01-04,6102.0,Tumblers & Water Glasses
175,2019-01-05,6102.0,Tumblers & Water Glasses
176,2019-01-06,5104.0,Tumblers & Water Glasses
177,2019-01-07,5104.0,Tumblers & Water Glasses
178,2019-01-08,7001.0,Tumblers & Water Glasses
179,2019-01-09,7001.0,Tumblers & Water Glasses
180,2019-01-10,5159.0,Tumblers & Water Glasses
181,2019-01-11,5159.0,Tumblers & Water Glasses
182,2019-01-12,5659.0,Tumblers & Water Glasses
183,2019-01-13,5659.0,Tumblers & Water Glasses
184,2019-01-14,8133.0,Tumblers & Water Glasses
185,2019-01-15,8133.0,Tumblers & Water Glasses
186,2019-01-16,6679.0,Tumblers & Water Glasses
187,2019-01-17,6679.0,Tumblers & Water Glasses
188,2019-01-18,6833.0,Tumblers & Water Glasses
189,2019-01-19,7769.0,Tumblers & Water Glasses
190,2019-01-20,6598.0,Tumblers & Water Glasses
191,2019-01-21,6598.0,Tumblers & Water Glasses
192,2019-01-22,7673.0,Tumblers & Water Glasses
193,2019-01-23,7673.0,Tumblers & Water Glasses
194,2019-01-24,6631.0,Tumblers & Water Glasses
195,2019-01-25,6631.0,Tumblers & Water Glasses
196,2019-01-26,6631.0,Tumblers & Water Glasses
197,2019-01-27,13958.0,Tumblers & Water Glasses
198,2019-01-28,12328.0,Tumblers & Water Glasses
199,2019-01-29,15332.0,Tumblers & Water Glasses
200,2019-01-30,15332.0,Tumblers & Water Glasses
201,2019-01-31,11138.0,Tumblers & Water Glasses
202,2019-02-01,11138.0,Tumblers & Water Glasses
203,2019-02-02,10471.0,Tumblers & Water Glasses
204,2019-02-03,10471.0,Tumblers & Water Glasses
205,2019-02-04,10660.0,Tumblers & Water Glasses
206,2019-02-05,10660.0,Tumblers & Water Glasses
207,2019-02-06,26996.0,Tumblers & Water Glasses
208,2019-02-07,26996.0,Tumblers & Water Glasses
209,2019-02-08,19220.0,Tumblers & Water Glasses
210,2019-02-09,19220.0,Tumblers & Water Glasses
211,2019-02-10,11976.0,Tumblers & Water Glasses
212,2019-02-11,11976.0,Tumblers & Water Glasses
213,2019-02-12,11976.0,Tumblers & Water Glasses
214,2019-02-13,15739.0,Tumblers & Water Glasses
215,2019-02-14,15739.0,Tumblers & Water Glasses
216,2019-02-15,14207.0,Tumblers & Water Glasses
217,2019-02-16,15822.0,Tumblers & Water Glasses
218,2019-02-17,15822.0,Tumblers & Water Glasses
219,2019-02-18,15822.0,Tumblers & Water Glasses
220,2019-02-19,6899.0,Tumblers & Water Glasses
221,2019-02-20,6899.0,Tumblers & Water Glasses
222,2019-02-21,6899.0,Tumblers & Water Glasses
223,2019-02-22,8298.0,Tumblers & Water Glasses
224,2019-02-23,8298.0,Tumblers & Water Glasses
225,2019-02-24,8213.0,Tumblers & Water Glasses
226,2019-02-25,8213.0,Tumblers & Water Glasses
227,2019-02-26,5669.0,Tumblers & Water Glasses
228,2019-02-27,5669.0,Tumblers & Water Glasses
229,2019-02-28,5669.0,Tumblers & Water Glasses
230,2019-03-01,7776.0,Tumblers & Water Glasses
231,2019-03-02,8938.0,Tumblers & Water Glasses
232,2019-03-03,6984.0,Tumblers & Water Glasses
233,2019-03-04,6984.0,Tumblers & Water Glasses
234,2019-03-05,7647.0,Tumblers & Water Glasses
235,2019-03-06,7647.0,Tumblers & Water Glasses
236,2019-03-07,7647.0,Tumblers & Water Glasses
237,2019-03-08,7647.0,Tumblers & Water Glasses
238,2019-03-09,8002.0,Tumblers & Water Glasses
239,2019-03-10,8002.0,Tumblers & Water Glasses
240,2019-03-11,8002.0,Tumblers & Water Glasses
241,2019-03-12,8002.0,Tumblers & Water Glasses
242,2019-03-13,8002.0,Tumblers & Water Glasses
243,2019-03-14,8002.0,Tumblers & Water Glasses
244,2019-03-15,8002.0,Tumblers & Water Glasses
245,2019-03-16,8475.0,Tumblers & Water Glasses
246,2019-03-17,6820.0,Tumblers & Water Glasses
247,2019-03-18,6820.0,Tumblers & Water Glasses
248,2019-03-19,6820.0,Tumblers & Water Glasses
249,2019-03-20,6303.0,Tumblers & Water Glasses
250,2019-03-21,6303.0,Tumblers & Water Glasses
251,2019-03-22,8069.0,Tumblers & Water Glasses
252,2019-03-23,8069.0,Tumblers & Water Glasses
253,2019-03-24,8069.0,Tumblers & Water Glasses
254,2019-03-25,8069.0,Tumblers & Water Glasses
255,2019-03-26,8069.0,Tumblers & Water Glasses
256,2019-03-27,8069.0,Tumblers & Water Glasses
257,2019-03-28,8069.0,Tumblers & Water Glasses
258,2019-03-29,8069.0,Tumblers & Water Glasses
259,2019-03-30,8069.0,Tumblers & Water Glasses
260,2019-03-31,5536.0,Tumblers & Water Glasses
261,2019-04-01,5536.0,Tumblers & Water Glasses
262,2019-04-02,5536.0,Tumblers & Water Glasses
263,2019-04-03,5536.0,Tumblers & Water Glasses
264,2019-04-04,5536.0,Tumblers & Water Glasses
265,2019-04-05,5536.0,Tumblers & Water Glasses
266,2019-04-06,5536.0,Tumblers & Water Glasses
267,2019-04-07,6173.0,Tumblers & Water Glasses
268,2019-04-08,4533.0,Tumblers & Water Glasses
269,2019-04-09,4950.0,Tumblers & Water Glasses
270,2019-04-10,4587.0,Tumblers & Water Glasses
271,2019-04-11,4587.0,Tumblers & Water Glasses
272,2019-04-12,4587.0,Tumblers & Water Glasses
273,2019-04-13,4587.0,Tumblers & Water Glasses
274,2019-04-14,4587.0,Tumblers & Water Glasses
275,2019-04-15,4587.0,Tumblers & Water Glasses
276,2019-04-16,4587.0,Tumblers & Water Glasses
277,2019-04-17,4587.0,Tumblers & Water Glasses
278,2019-04-18,4044.0,Tumblers & Water Glasses
279,2019-04-19,4044.0,Tumblers & Water Glasses
280,2019-04-20,4084.0,Tumblers & Water Glasses
281,2019-04-21,4084.0,Tumblers & Water Glasses
282,2019-04-22,4084.0,Tumblers & Water Glasses
283,2019-04-23,3924.0,Tumblers & Water Glasses
284,2019-04-24,3924.0,Tumblers & Water Glasses
285,2019-04-25,5027.0,Tumblers & Water Glasses
286,2019-04-26,3363.0,Tumblers & Water Glasses
287,2019-04-27,3363.0,Tumblers & Water Glasses
288,2019-04-28,3363.0,Tumblers & Water Glasses
289,2019-04-29,3363.0,Tumblers & Water Glasses
290,2019-04-30,3363.0,Tumblers & Water Glasses
291,2019-05-01,3363.0,Tumblers & Water Glasses
292,2019-05-02,3363.0,Tumblers & Water Glasses
293,2019-05-03,4213.0,Tumblers & Water Glasses
294,2019-05-04,4213.0,Tumblers & Water Glasses
295,2019-05-05,4213.0,Tumblers & Water Glasses
296,2019-05-06,4213.0,Tumblers & Water Glasses
297,2019-05-07,5545.0,Tumblers & Water Glasses
298,2019-05-08,5275.0,Tumblers & Water Glasses
299,2019-05-09,6687.0,Tumblers & Water Glasses
300,2019-05-10,4477.0,Tumblers & Water Glasses
301,2019-05-11,5259.0,Tumblers & Water Glasses
302,2019-05-12,3938.0,Tumblers & Water Glasses
303,2019-05-13,4395.0,Tumblers & Water Glasses
304,2019-05-14,3519.0,Tumblers & Water Glasses
305,2019-05-15,3519.0,Tumblers & Water Glasses
306,2019-05-16,3519.0,Tumblers & Water Glasses
307,2019-05-17,6059.0,Tumblers & Water Glasses
308,2019-05-18,6928.0,Tumblers & Water Glasses
309,2019-05-19,5443.0,Tumblers & Water Glasses
310,2019-05-20,5385.0,Tumblers & Water Glasses
311,2019-05-21,5307.0,Tumblers & Water Glasses
312,2019-05-22,7286.0,Tumblers & Water Glasses
313,2019-05-23,9355.0,Tumblers & Water Glasses
314,2019-05-24,7692.0,Tumblers & Water Glasses
315,2019-05-25,4634.0,Tumblers & Water Glasses
316,2019-05-26,4677.0,Tumblers & Water Glasses
317,2019-05-27,5394.0,Tumblers & Water Glasses
318,2019-05-28,4478.0,Tumblers & Water Glasses
319,2019-05-29,4953.0,Tumblers & Water Glasses
320,2019-05-30,5381.0,Tumblers & Water Glasses
321,2019-05-31,5392.0,Tumblers & Water Glasses
322,2019-06-01,5184.0,Tumblers & Water Glasses
323,2019-06-02,4225.0,Tumblers & Water Glasses
324,2019-06-03,4225.0,Tumblers & Water Glasses
325,2019-06-04,4686.0,Tumblers & Water Glasses
326,2019-06-05,6611.0,Tumblers & Water Glasses
327,2019-06-06,4797.0,Tumblers & Water Glasses
328,2019-06-07,4725.0,Tumblers & Water Glasses
329,2019-06-08,4832.0,Tumblers & Water Glasses
330,2019-06-09,4500.0,Tumblers & Water Glasses
331,2019-06-10,3725.0,Tumblers & Water Glasses
332,2019-06-11,4032.0,Tumblers & Water Glasses
333,2019-06-12,3064.0,Tumblers & Water Glasses
334,2019-06-13,3936.0,Tumblers & Water Glasses
335,2019-06-14,3358.0,Tumblers & Water Glasses
336,2019-06-15,3458.0,Tumblers & Water Glasses
337,2019-06-16,3245.0,Tumblers & Water Glasses
338,2019-06-17,2680.0,Tumblers & Water Glasses
339,2019-06-18,3234.0,Tumblers & Water Glasses
340,2019-06-19,3947.0,Tumblers & Water Glasses
341,2019-06-20,3187.0,Tumblers & Water Glasses
342,2019-06-21,4541.0,Tumblers & Water Glasses
343,2019-06-22,3500.0,Tumblers & Water Glasses
344,2019-06-23,2822.0,Tumblers & Water Glasses
345,2019-06-24,4042.0,Tumblers & Water Glasses
346,2019-06-25,4409.0,Tumblers & Water Glasses
347,2019-06-26,3742.0,Tumblers & Water Glasses
348,2019-06-27,3742.0,Tumblers & Water Glasses
349,2019-06-28,4945.0,Tumblers & Water Glasses
350,2019-06-29,3918.0,Tumblers & Water Glasses
351,2019-06-30,3989.0,Tumblers & Water Glasses
352,2019-07-01,3106.0,Tumblers & Water Glasses
353,2019-07-02,2828.0,Tumblers & Water Glasses
354,2019-07-03,4147.0,Tumblers & Water Glasses
355,2019-07-04,3474.0,Tumblers & Water Glasses
356,2019-07-05,2823.0,Tumblers & Water Glasses
357,2019-07-06,3001.0,Tumblers & Water Glasses
358,2019-07-07,3598.0,Tumblers & Water Glasses
359,2019-07-08,2843.0,Tumblers & Water Glasses
360,2019-07-09,2967.0,Tumblers & Water Glasses
361,2019-07-10,2970.0,Tumblers & Water Glasses
362,2019-07-11,2387.0,Tumblers & Water Glasses
363,2019-07-12,2255.0,Tumblers & Water Glasses
364,2019-07-13,2255.0,Tumblers & Water Glasses
365,2019-07-14,2186.0,Tumblers & Water Glasses
366,2019-07-15,2256.0,Tumblers & Water Glasses
367,2019-07-16,4284.0,Tumblers & Water Glasses
368,2019-07-17,4269.0,Tumblers & Water Glasses
369,2019-07-18,4536.0,Tumblers & Water Glasses
370,2019-07-19,4429.0,Tumblers & Water Glasses
371,2019-07-20,2944.0,Tumblers & Water Glasses
372,2019-07-21,3459.0,Tumblers & Water Glasses
373,2019-07-22,2792.0,Tumblers & Water Glasses
374,2019-07-23,4416.0,Tumblers & Water Glasses
375,2019-07-24,5240.0,Tumblers & Water Glasses
376,2019-07-25,4750.0,Tumblers & Water Glasses
377,2019-07-26,5136.0,Tumblers & Water Glasses
378,2019-07-27,4605.0,Tumblers & Water Glasses
379,2019-07-28,4257.0,Tumblers & Water Glasses
380,2019-07-29,4083.0,Tumblers & Water Glasses
381,2019-07-30,4346.0,Tumblers & Water Glasses
382,2019-07-31,4670.0,Tumblers & Water Glasses
383,2019-08-01,4169.0,Tumblers & Water Glasses
384,2019-08-02,4264.0,Tumblers & Water Glasses
385,2019-08-03,5234.0,Tumblers & Water Glasses
386,2019-08-04,3030.0,Tumblers & Water Glasses
387,2019-08-05,3975.0,Tumblers & Water Glasses
388,2019-08-06,3419.0,Tumblers & Water Glasses
389,2019-08-07,3252.0,Tumblers & Water Glasses
390,2019-08-08,3342.0,Tumblers & Water Glasses
391,2019-08-09,3697.0,Tumblers & Water Glasses
392,2019-08-10,2992.0,Tumblers & Water Glasses
393,2019-08-11,3230.0,Tumblers & Water Glasses
394,2019-08-12,2612.0,Tumblers & Water Glasses
395,2019-08-13,3288.0,Tumblers & Water Glasses
396,2019-08-14,4003.0,Tumblers & Water Glasses
397,2019-08-15,4003.0,Tumblers & Water Glasses
398,2019-08-16,3385.0,Tumblers & Water Glasses
399,2019-08-17,3196.0,Tumblers & Water Glasses
400,2019-08-18,3913.0,Tumblers & Water Glasses
401,2019-08-19,3118.0,Tumblers & Water Glasses
402,2019-08-20,3029.0,Tumblers & Water Glasses
403,2019-08-21,3331.0,Tumblers & Water Glasses
404,2019-08-22,3378.0,Tumblers & Water Glasses
405,2019-08-23,3752.0,Tumblers & Water Glasses
406,2019-08-24,5214.0,Tumblers & Water Glasses
407,2019-08-25,3798.0,Tumblers & Water Glasses
408,2019-08-26,3266.0,Tumblers & Water Glasses
409,2019-08-27,3887.0,Tumblers & Water Glasses
410,2019-08-28,4122.0,Tumblers & Water Glasses
411,2019-08-29,4226.0,Tumblers & Water Glasses
412,2019-08-30,4501.0,Tumblers & Water Glasses
413,2019-08-31,3011.0,Tumblers & Water Glasses
414,2019-09-01,2787.0,Tumblers & Water Glasses
415,2019-09-02,2870.0,Tumblers & Water Glasses
416,2019-09-03,2411.0,Tumblers & Water Glasses
417,2019-09-04,3231.0,Tumblers & Water Glasses
418,2019-09-05,3952.0,Tumblers & Water Glasses
419,2019-09-06,3729.0,Tumblers & Water Glasses
420,2019-09-07,4558.0,Tumblers & Water Glasses
421,2019-09-08,4727.0,Tumblers & Water Glasses
422,2019-09-09,4420.0,Tumblers & Water Glasses
423,2019-09-10,3989.0,Tumblers & Water Glasses
424,2019-09-11,5550.0,Tumblers & Water Glasses
425,2019-09-12,6121.0,Tumblers & Water Glasses
426,2019-09-13,4684.0,Tumblers & Water Glasses
427,2019-09-14,5536.0,Tumblers & Water Glasses
428,2019-09-15,4788.0,Tumblers & Water Glasses
429,2019-09-16,4902.0,Tumblers & Water Glasses
430,2019-09-17,5807.0,Tumblers & Water Glasses
431,2019-09-18,3756.0,Tumblers & Water Glasses
432,2019-09-19,4587.0,Tumblers & Water Glasses
433,2019-09-20,5170.0,Tumblers & Water Glasses
434,2019-09-21,4777.0,Tumblers & Water Glasses
435,2019-09-22,4120.0,Tumblers & Water Glasses
436,2019-09-23,3236.0,Tumblers & Water Glasses
437,2019-09-24,3728.0,Tumblers & Water Glasses
438,2019-09-25,4732.0,Tumblers & Water Glasses
439,2019-09-26,4971.0,Tumblers & Water Glasses
440,2019-09-27,3580.0,Tumblers & Water Glasses
441,2019-09-28,4482.0,Tumblers & Water Glasses
442,2019-09-29,4091.0,Tumblers & Water Glasses
443,2019-09-30,3830.0,Tumblers & Water Glasses
444,2019-10-01,4055.0,Tumblers & Water Glasses
445,2019-10-02,4174.0,Tumblers & Water Glasses
446,2019-10-03,4354.0,Tumblers & Water Glasses
447,2019-10-04,4384.0,Tumblers & Water Glasses
448,2019-10-05,4185.0,Tumblers & Water Glasses
449,2019-10-06,4107.0,Tumblers & Water Glasses
450,2019-10-07,4107.0,Tumblers & Water Glasses
451,2019-10-08,5349.0,Tumblers & Water Glasses
452,2019-10-09,5784.0,Tumblers & Water Glasses
453,2019-10-10,5784.0,Tumblers & Water Glasses
454,2019-10-11,8109.0,Tumblers & Water Glasses
455,2019-10-12,6451.0,Tumblers & Water Glasses
456,2019-10-13,5677.0,Tumblers & Water Glasses
457,2019-10-14,8695.0,Tumblers & Water Glasses
458,2019-10-15,5000.0,Tumblers & Water Glasses
459,2019-10-16,5298.0,Tumblers & Water Glasses
460,2019-10-17,5743.0,Tumblers & Water Glasses
461,2019-10-18,4819.0,Tumblers & Water Glasses
462,2019-10-19,6203.0,Tumblers & Water Glasses
463,2019-10-20,4909.0,Tumblers & Water Glasses
464,2019-10-21,5773.0,Tumblers & Water Glasses
465,2019-10-22,6067.0,Tumblers & Water Glasses
466,2019-10-23,5169.0,Tumblers & Water Glasses
467,2019-10-24,5386.0,Tumblers & Water Glasses
468,2019-10-25,7584.0,Tumblers & Water Glasses
469,2019-10-26,4535.0,Tumblers & Water Glasses
470,2019-10-27,5537.0,Tumblers & Water Glasses
471,2019-10-28,4526.0,Tumblers & Water Glasses
472,2019-10-29,5967.0,Tumblers & Water Glasses
473,2019-10-30,6624.0,Tumblers & Water Glasses
474,2019-10-31,6586.0,Tumblers & Water Glasses
475,2019-11-01,8823.0,Tumblers & Water Glasses
476,2019-11-02,5352.0,Tumblers & Water Glasses
477,2019-11-03,7490.0,Tumblers & Water Glasses
478,2019-11-04,6092.0,Tumblers & Water Glasses
479,2019-11-05,6820.0,Tumblers & Water Glasses
480,2019-11-06,6416.0,Tumblers & Water Glasses
481,2019-11-07,5098.0,Tumblers & Water Glasses
482,2019-11-08,8028.0,Tumblers & Water Glasses
483,2019-11-09,8028.0,Tumblers & Water Glasses
484,2019-11-10,6986.0,Tumblers & Water Glasses
485,2019-11-11,9521.0,Tumblers & Water Glasses
486,2019-11-12,8136.0,Tumblers & Water Glasses
487,2019-11-13,7388.0,Tumblers & Water Glasses
488,2019-11-14,7388.0,Tumblers & Water Glasses
489,2019-11-15,6909.0,Tumblers & Water Glasses
490,2019-11-16,6909.0,Tumblers & Water Glasses
491,2019-11-17,6281.0,Tumblers & Water Glasses
492,2019-11-18,6975.0,Tumblers & Water Glasses
493,2019-11-19,7889.0,Tumblers & Water Glasses
494,2019-11-20,7889.0,Tumblers & Water Glasses
495,2019-11-21,7889.0,Tumblers & Water Glasses
496,2019-11-22,7889.0,Tumblers & Water Glasses
497,2019-11-23,6426.0,Tumblers & Water Glasses
498,2019-11-24,6426.0,Tumblers & Water Glasses
499,2019-11-25,5913.0,Tumblers & Water Glasses
500,2019-11-26,7314.0,Tumblers & Water Glasses
501,2019-11-27,8513.0,Tumblers & Water Glasses
502,2019-11-28,8513.0,Tumblers & Water Glasses
503,2019-11-29,8513.0,Tumblers & Water Glasses
504,2019-11-30,7621.0,Tumblers & Water Glasses
505,2019-12-01,7621.0,Tumblers & Water Glasses
506,2019-12-02,5677.0,Tumblers & Water Glasses
507,2019-12-03,7812.0,Tumblers & Water Glasses
508,2019-12-04,7812.0,Tumblers & Water Glasses
509,2019-12-05,8539.0,Tumblers & Water Glasses
510,2019-12-06,8539.0,Tumblers & Water Glasses
511,2019-12-07,8539.0,Tumblers & Water Glasses
512,2019-12-08,8599.0,Tumblers & Water Glasses
513,2019-12-09,8670.0,Tumblers & Water Glasses
514,2019-12-10,8913.0,Tumblers & Water Glasses
515,2019-12-11,8913.0,Tumblers & Water Glasses
516,2019-12-12,9514.0,Tumblers & Water Glasses
