,date,value,name_B07R1VJWPM
631,2021-03-13,34485.0,Floating Shelves
632,2021-03-14,44912.0,Floating Shelves
633,2021-03-15,37498.0,Floating Shelves
634,2021-03-16,37498.0,Floating Shelves
635,2021-03-17,50962.0,Floating Shelves
636,2021-03-18,43031.0,Floating Shelves
637,2021-03-19,43031.0,Floating Shelves
638,2021-03-20,37197.0,Floating Shelves
639,2021-03-21,37197.0,Floating Shelves
640,2021-03-22,54967.0,Floating Shelves
641,2021-03-23,54967.0,Floating Shelves
642,2021-03-24,54967.0,Floating Shelves
643,2021-03-25,124198.0,Floating Shelves
644,2021-03-26,124198.0,Floating Shelves
645,2021-03-27,97498.0,Floating Shelves
646,2021-03-28,97498.0,Floating Shelves
647,2021-03-29,153922.0,Floating Shelves
648,2021-03-30,153922.0,Floating Shelves
649,2021-03-31,127627.0,Floating Shelves
650,2021-04-01,127627.0,Floating Shelves
651,2021-04-02,174552.0,Floating Shelves
652,2021-04-03,137830.0,Floating Shelves
653,2021-04-04,137830.0,Floating Shelves
654,2021-04-05,118235.0,Floating Shelves
655,2021-04-06,118235.0,Floating Shelves
656,2021-04-07,118235.0,Floating Shelves
657,2021-04-08,104795.0,Floating Shelves
658,2021-04-09,104795.0,Floating Shelves
659,2021-04-10,29513.0,Floating Shelves
660,2021-04-11,29513.0,Floating Shelves
661,2021-04-12,17677.0,Floating Shelves
662,2021-04-13,17677.0,Floating Shelves
663,2021-04-14,17677.0,Floating Shelves
664,2021-04-15,14687.0,Floating Shelves
665,2021-04-16,14859.0,Floating Shelves
666,2021-04-17,14859.0,Floating Shelves
667,2021-04-18,14616.0,Floating Shelves
668,2021-04-19,14616.0,Floating Shelves
669,2021-04-20,13254.0,Floating Shelves
670,2021-04-21,13254.0,Floating Shelves
671,2021-04-22,13254.0,Floating Shelves
672,2021-04-23,12207.0,Floating Shelves
673,2021-04-24,13703.0,Floating Shelves
674,2021-04-25,13703.0,Floating Shelves
675,2021-04-26,9884.0,Floating Shelves
676,2021-04-27,9884.0,Floating Shelves
677,2021-04-28,9884.0,Floating Shelves
678,2021-04-29,10395.0,Floating Shelves
679,2021-04-30,10395.0,Floating Shelves
680,2021-05-01,11840.0,Floating Shelves
681,2021-05-02,11840.0,Floating Shelves
682,2021-05-03,11840.0,Floating Shelves
683,2021-05-04,14518.0,Floating Shelves
684,2021-05-05,14518.0,Floating Shelves
685,2021-05-06,14518.0,Floating Shelves
686,2021-05-07,11609.0,Floating Shelves
687,2021-05-08,11609.0,Floating Shelves
688,2021-05-09,11955.0,Floating Shelves
689,2021-05-10,11955.0,Floating Shelves
690,2021-05-11,12110.0,Floating Shelves
691,2021-05-12,12110.0,Floating Shelves
692,2021-05-13,10821.0,Floating Shelves
693,2021-05-14,10821.0,Floating Shelves
694,2021-05-15,10410.0,Floating Shelves
695,2021-05-16,10410.0,Floating Shelves
696,2021-05-17,10410.0,Floating Shelves
697,2021-05-18,9077.0,Floating Shelves
698,2021-05-19,9077.0,Floating Shelves
699,2021-05-20,11056.0,Floating Shelves
700,2021-05-21,12356.0,Floating Shelves
701,2021-05-22,12356.0,Floating Shelves
702,2021-05-23,12356.0,Floating Shelves
703,2021-05-24,13514.0,Floating Shelves
704,2021-05-25,13514.0,Floating Shelves
705,2021-05-26,14781.0,Floating Shelves
706,2021-05-27,14781.0,Floating Shelves
707,2021-05-28,19616.0,Floating Shelves
708,2021-05-29,11886.0,Floating Shelves
709,2021-05-30,11886.0,Floating Shelves
710,2021-05-31,22612.0,Floating Shelves
711,2021-06-01,25065.0,Floating Shelves
712,2021-06-02,25065.0,Floating Shelves
713,2021-06-03,20644.0,Floating Shelves
714,2021-06-04,20644.0,Floating Shelves
715,2021-06-05,20644.0,Floating Shelves
716,2021-06-06,20644.0,Floating Shelves
717,2021-06-07,15600.0,Floating Shelves
718,2021-06-08,15600.0,Floating Shelves
719,2021-06-09,15600.0,Floating Shelves
720,2021-06-10,15600.0,Floating Shelves
721,2021-06-11,15600.0,Floating Shelves
722,2021-06-12,15600.0,Floating Shelves
723,2021-06-13,15600.0,Floating Shelves
724,2021-06-14,16772.0,Floating Shelves
725,2021-06-15,16772.0,Floating Shelves
726,2021-06-16,16604.0,Floating Shelves
727,2021-06-17,13524.0,Floating Shelves
728,2021-06-18,14040.0,Floating Shelves
729,2021-06-19,16235.0,Floating Shelves
730,2021-06-20,16235.0,Floating Shelves
731,2021-06-21,12845.0,Floating Shelves
732,2021-06-22,18868.0,Floating Shelves
733,2021-06-23,18868.0,Floating Shelves
734,2021-06-24,22270.0,Floating Shelves
735,2021-06-25,22270.0,Floating Shelves
736,2021-06-26,22270.0,Floating Shelves
737,2021-06-27,22270.0,Floating Shelves
738,2021-06-28,19569.0,Floating Shelves
739,2021-06-29,19569.0,Floating Shelves
740,2021-06-30,19569.0,Floating Shelves
741,2021-07-01,18404.0,Floating Shelves
742,2021-07-02,18404.0,Floating Shelves
743,2021-07-03,18404.0,Floating Shelves
744,2021-07-04,18404.0,Floating Shelves
745,2021-07-05,18404.0,Floating Shelves
746,2021-07-06,18404.0,Floating Shelves
747,2021-07-07,13723.0,Floating Shelves
748,2021-07-08,13723.0,Floating Shelves
749,2021-07-09,12080.0,Floating Shelves
750,2021-07-10,12080.0,Floating Shelves
751,2021-07-11,13399.0,Floating Shelves
