,date,value,name_B087NSZC83
0,2020-05-07,131151.0,Air Purifier Parts & Accessories
1,2020-05-08,131151.0,Air Purifier Parts & Accessories
2,2020-05-09,25812.0,Air Purifier Parts & Accessories
3,2020-05-10,22363.0,Air Purifier Parts & Accessories
4,2020-05-11,23587.0,Air Purifier Parts & Accessories
5,2020-05-12,23587.0,Air Purifier Parts & Accessories
6,2020-05-13,23587.0,Air Purifier Parts & Accessories
7,2020-05-14,23587.0,Air Purifier Parts & Accessories
8,2020-05-15,23587.0,Air Purifier Parts & Accessories
9,2020-05-16,23587.0,Air Purifier Parts & Accessories
10,2020-05-17,18189.0,Air Purifier Parts & Accessories
11,2020-05-18,18189.0,Air Purifier Parts & Accessories
12,2020-05-19,18189.0,Air Purifier Parts & Accessories
13,2020-05-20,15988.0,Air Purifier Parts & Accessories
14,2020-05-21,15988.0,Air Purifier Parts & Accessories
15,2020-05-22,15988.0,Air Purifier Parts & Accessories
16,2020-05-23,18329.0,Air Purifier Parts & Accessories
17,2020-05-24,15869.0,Air Purifier Parts & Accessories
18,2020-05-25,15869.0,Air Purifier Parts & Accessories
19,2020-05-26,15869.0,Air Purifier Parts & Accessories
20,2020-05-27,15869.0,Air Purifier Parts & Accessories
21,2020-05-28,14559.0,Air Purifier Parts & Accessories
22,2020-05-29,14559.0,Air Purifier Parts & Accessories
23,2020-05-30,14559.0,Air Purifier Parts & Accessories
24,2020-05-31,14559.0,Air Purifier Parts & Accessories
25,2020-06-01,14559.0,Air Purifier Parts & Accessories
26,2020-06-02,14559.0,Air Purifier Parts & Accessories
27,2020-06-03,59786.0,Air Purifier Parts & Accessories
28,2020-06-04,59786.0,Air Purifier Parts & Accessories
29,2020-06-05,66387.0,Air Purifier Parts & Accessories
30,2020-06-06,66387.0,Air Purifier Parts & Accessories
31,2020-06-07,66387.0,Air Purifier Parts & Accessories
32,2020-06-08,66387.0,Air Purifier Parts & Accessories
33,2020-06-09,168637.0,Air Purifier Parts & Accessories
34,2020-06-10,168637.0,Air Purifier Parts & Accessories
35,2020-06-11,168637.0,Air Purifier Parts & Accessories
36,2020-06-12,168637.0,Air Purifier Parts & Accessories
37,2020-06-13,168637.0,Air Purifier Parts & Accessories
38,2020-06-14,168637.0,Air Purifier Parts & Accessories
39,2020-06-15,28869.0,Air Purifier Parts & Accessories
40,2020-06-16,28869.0,Air Purifier Parts & Accessories
41,2020-06-17,28869.0,Air Purifier Parts & Accessories
42,2020-06-18,28869.0,Air Purifier Parts & Accessories
43,2020-06-19,28303.0,Air Purifier Parts & Accessories
44,2020-06-20,28303.0,Air Purifier Parts & Accessories
45,2020-06-21,19097.0,Air Purifier Parts & Accessories
46,2020-06-22,19097.0,Air Purifier Parts & Accessories
47,2020-06-23,14248.0,Air Purifier Parts & Accessories
48,2020-06-24,16322.0,Air Purifier Parts & Accessories
49,2020-06-25,18373.0,Air Purifier Parts & Accessories
50,2020-06-26,18373.0,Air Purifier Parts & Accessories
51,2020-06-27,20558.0,Air Purifier Parts & Accessories
52,2020-06-28,20558.0,Air Purifier Parts & Accessories
53,2020-06-29,16515.0,Air Purifier Parts & Accessories
54,2020-06-30,16515.0,Air Purifier Parts & Accessories
55,2020-07-01,16473.0,Air Purifier Parts & Accessories
56,2020-07-02,16473.0,Air Purifier Parts & Accessories
57,2020-07-03,17886.0,Air Purifier Parts & Accessories
58,2020-07-04,17886.0,Air Purifier Parts & Accessories
59,2020-07-05,17886.0,Air Purifier Parts & Accessories
60,2020-07-06,12702.0,Air Purifier Parts & Accessories
61,2020-07-07,12702.0,Air Purifier Parts & Accessories
62,2020-07-08,12702.0,Air Purifier Parts & Accessories
63,2020-07-09,15243.0,Air Purifier Parts & Accessories
64,2020-07-10,15243.0,Air Purifier Parts & Accessories
65,2020-07-11,15592.0,Air Purifier Parts & Accessories
66,2020-07-12,15592.0,Air Purifier Parts & Accessories
67,2020-07-13,18172.0,Air Purifier Parts & Accessories
68,2020-07-14,18172.0,Air Purifier Parts & Accessories
69,2020-07-15,18172.0,Air Purifier Parts & Accessories
70,2020-07-16,18172.0,Air Purifier Parts & Accessories
71,2020-07-17,18172.0,Air Purifier Parts & Accessories
72,2020-07-18,18172.0,Air Purifier Parts & Accessories
73,2020-07-19,15518.0,Air Purifier Parts & Accessories
74,2020-07-20,15518.0,Air Purifier Parts & Accessories
75,2020-07-21,15518.0,Air Purifier Parts & Accessories
76,2020-07-22,15518.0,Air Purifier Parts & Accessories
77,2020-07-23,15890.0,Air Purifier Parts & Accessories
78,2020-07-24,15890.0,Air Purifier Parts & Accessories
79,2020-07-25,20510.0,Air Purifier Parts & Accessories
80,2020-07-26,20510.0,Air Purifier Parts & Accessories
81,2020-07-27,19109.0,Air Purifier Parts & Accessories
82,2020-07-28,19109.0,Air Purifier Parts & Accessories
83,2020-07-29,16465.0,Air Purifier Parts & Accessories
84,2020-07-30,16465.0,Air Purifier Parts & Accessories
85,2020-07-31,16465.0,Air Purifier Parts & Accessories
86,2020-08-01,15332.0,Air Purifier Parts & Accessories
87,2020-08-02,12919.0,Air Purifier Parts & Accessories
88,2020-08-03,12919.0,Air Purifier Parts & Accessories
89,2020-08-04,12919.0,Air Purifier Parts & Accessories
90,2020-08-05,18794.0,Air Purifier Parts & Accessories
91,2020-08-06,17416.0,Air Purifier Parts & Accessories
92,2020-08-07,17416.0,Air Purifier Parts & Accessories
93,2020-08-08,17416.0,Air Purifier Parts & Accessories
94,2020-08-09,16016.0,Air Purifier Parts & Accessories
95,2020-08-10,19967.0,Air Purifier Parts & Accessories
96,2020-08-11,18350.0,Air Purifier Parts & Accessories
97,2020-08-12,18350.0,Air Purifier Parts & Accessories
98,2020-08-13,18350.0,Air Purifier Parts & Accessories
99,2020-08-14,19618.0,Air Purifier Parts & Accessories
100,2020-08-15,19618.0,Air Purifier Parts & Accessories
101,2020-08-16,19618.0,Air Purifier Parts & Accessories
102,2020-08-17,16177.0,Air Purifier Parts & Accessories
103,2020-08-18,17374.0,Air Purifier Parts & Accessories
104,2020-08-19,18233.0,Air Purifier Parts & Accessories
105,2020-08-20,10534.0,Air Purifier Parts & Accessories
106,2020-08-21,10534.0,Air Purifier Parts & Accessories
107,2020-08-22,10534.0,Air Purifier Parts & Accessories
108,2020-08-23,10697.0,Air Purifier Parts & Accessories
109,2020-08-24,11507.0,Air Purifier Parts & Accessories
110,2020-08-25,11507.0,Air Purifier Parts & Accessories
111,2020-08-26,12465.0,Air Purifier Parts & Accessories
112,2020-08-27,12465.0,Air Purifier Parts & Accessories
113,2020-08-28,15569.0,Air Purifier Parts & Accessories
114,2020-08-29,15569.0,Air Purifier Parts & Accessories
115,2020-08-30,15569.0,Air Purifier Parts & Accessories
116,2020-08-31,18629.0,Air Purifier Parts & Accessories
117,2020-09-01,16715.0,Air Purifier Parts & Accessories
118,2020-09-02,16715.0,Air Purifier Parts & Accessories
119,2020-09-03,16715.0,Air Purifier Parts & Accessories
120,2020-09-04,18322.0,Air Purifier Parts & Accessories
121,2020-09-05,17939.0,Air Purifier Parts & Accessories
122,2020-09-06,17939.0,Air Purifier Parts & Accessories
123,2020-09-07,15642.0,Air Purifier Parts & Accessories
124,2020-09-08,15642.0,Air Purifier Parts & Accessories
125,2020-09-09,15642.0,Air Purifier Parts & Accessories
126,2020-09-10,12770.0,Air Purifier Parts & Accessories
127,2020-09-11,12770.0,Air Purifier Parts & Accessories
128,2020-09-12,12770.0,Air Purifier Parts & Accessories
129,2020-09-13,4800.0,Air Purifier Parts & Accessories
130,2020-09-14,4800.0,Air Purifier Parts & Accessories
131,2020-09-15,4800.0,Air Purifier Parts & Accessories
132,2020-09-16,4905.0,Air Purifier Parts & Accessories
133,2020-09-17,4905.0,Air Purifier Parts & Accessories
134,2020-09-18,7679.0,Air Purifier Parts & Accessories
135,2020-09-19,9023.0,Air Purifier Parts & Accessories
136,2020-09-20,9023.0,Air Purifier Parts & Accessories
137,2020-09-21,9023.0,Air Purifier Parts & Accessories
138,2020-09-22,9023.0,Air Purifier Parts & Accessories
139,2020-09-23,13551.0,Air Purifier Parts & Accessories
140,2020-09-24,13551.0,Air Purifier Parts & Accessories
141,2020-09-25,13551.0,Air Purifier Parts & Accessories
142,2020-09-26,13551.0,Air Purifier Parts & Accessories
143,2020-09-27,13552.0,Air Purifier Parts & Accessories
144,2020-09-28,13552.0,Air Purifier Parts & Accessories
145,2020-09-29,14539.0,Air Purifier Parts & Accessories
146,2020-09-30,15251.0,Air Purifier Parts & Accessories
147,2020-10-01,15251.0,Air Purifier Parts & Accessories
148,2020-10-02,15251.0,Air Purifier Parts & Accessories
149,2020-10-03,13055.0,Air Purifier Parts & Accessories
150,2020-10-04,13055.0,Air Purifier Parts & Accessories
151,2020-10-05,13055.0,Air Purifier Parts & Accessories
152,2020-10-06,17750.0,Air Purifier Parts & Accessories
153,2020-10-07,17750.0,Air Purifier Parts & Accessories
154,2020-10-08,17750.0,Air Purifier Parts & Accessories
155,2020-10-09,13389.0,Air Purifier Parts & Accessories
156,2020-10-10,26605.0,Air Purifier Parts & Accessories
157,2020-10-11,26605.0,Air Purifier Parts & Accessories
158,2020-10-12,19786.0,Air Purifier Parts & Accessories
159,2020-10-13,19786.0,Air Purifier Parts & Accessories
160,2020-10-14,20372.0,Air Purifier Parts & Accessories
161,2020-10-15,29700.0,Air Purifier Parts & Accessories
162,2020-10-16,28198.0,Air Purifier Parts & Accessories
163,2020-10-17,28198.0,Air Purifier Parts & Accessories
164,2020-10-18,28198.0,Air Purifier Parts & Accessories
165,2020-10-19,21733.0,Air Purifier Parts & Accessories
166,2020-10-20,17095.0,Air Purifier Parts & Accessories
167,2020-10-21,14999.0,Air Purifier Parts & Accessories
168,2020-10-22,19059.0,Air Purifier Parts & Accessories
169,2020-10-23,19059.0,Air Purifier Parts & Accessories
170,2020-10-24,19059.0,Air Purifier Parts & Accessories
171,2020-10-25,19154.0,Air Purifier Parts & Accessories
172,2020-10-26,19154.0,Air Purifier Parts & Accessories
173,2020-10-27,19154.0,Air Purifier Parts & Accessories
174,2020-10-28,17125.0,Air Purifier Parts & Accessories
175,2020-10-29,17125.0,Air Purifier Parts & Accessories
176,2020-10-30,13015.0,Air Purifier Parts & Accessories
177,2020-10-31,13015.0,Air Purifier Parts & Accessories
178,2020-11-01,13015.0,Air Purifier Parts & Accessories
179,2020-11-02,13015.0,Air Purifier Parts & Accessories
180,2020-11-03,20149.0,Air Purifier Parts & Accessories
181,2020-11-04,18408.0,Air Purifier Parts & Accessories
182,2020-11-05,18408.0,Air Purifier Parts & Accessories
183,2020-11-06,18408.0,Air Purifier Parts & Accessories
184,2020-11-07,18026.0,Air Purifier Parts & Accessories
185,2020-11-08,18026.0,Air Purifier Parts & Accessories
186,2020-11-09,18026.0,Air Purifier Parts & Accessories
187,2020-11-10,18026.0,Air Purifier Parts & Accessories
188,2020-11-11,20183.0,Air Purifier Parts & Accessories
189,2020-11-12,20183.0,Air Purifier Parts & Accessories
190,2020-11-13,20183.0,Air Purifier Parts & Accessories
191,2020-11-14,21742.0,Air Purifier Parts & Accessories
192,2020-11-15,21742.0,Air Purifier Parts & Accessories
193,2020-11-16,19457.0,Air Purifier Parts & Accessories
194,2020-11-17,19237.0,Air Purifier Parts & Accessories
195,2020-11-18,19237.0,Air Purifier Parts & Accessories
196,2020-11-19,21873.0,Air Purifier Parts & Accessories
197,2020-11-20,21873.0,Air Purifier Parts & Accessories
198,2020-11-21,21873.0,Air Purifier Parts & Accessories
199,2020-11-22,26465.0,Air Purifier Parts & Accessories
200,2020-11-23,26465.0,Air Purifier Parts & Accessories
201,2020-11-24,26465.0,Air Purifier Parts & Accessories
202,2020-11-25,20617.0,Air Purifier Parts & Accessories
203,2020-11-26,20617.0,Air Purifier Parts & Accessories
204,2020-11-27,20617.0,Air Purifier Parts & Accessories
205,2020-11-28,43994.0,Air Purifier Parts & Accessories
206,2020-11-29,40065.0,Air Purifier Parts & Accessories
207,2020-11-30,40679.0,Air Purifier Parts & Accessories
208,2020-12-01,40679.0,Air Purifier Parts & Accessories
209,2020-12-02,40679.0,Air Purifier Parts & Accessories
210,2020-12-03,34989.0,Air Purifier Parts & Accessories
211,2020-12-04,34989.0,Air Purifier Parts & Accessories
212,2020-12-05,34989.0,Air Purifier Parts & Accessories
213,2020-12-06,38823.0,Air Purifier Parts & Accessories
214,2020-12-07,38620.0,Air Purifier Parts & Accessories
215,2020-12-08,42203.0,Air Purifier Parts & Accessories
216,2020-12-09,42203.0,Air Purifier Parts & Accessories
217,2020-12-10,30909.0,Air Purifier Parts & Accessories
218,2020-12-11,30909.0,Air Purifier Parts & Accessories
219,2020-12-12,36522.0,Air Purifier Parts & Accessories
220,2020-12-13,36522.0,Air Purifier Parts & Accessories
221,2020-12-14,36522.0,Air Purifier Parts & Accessories
222,2020-12-15,36522.0,Air Purifier Parts & Accessories
223,2020-12-16,56926.0,Air Purifier Parts & Accessories
224,2020-12-17,56926.0,Air Purifier Parts & Accessories
225,2020-12-18,56926.0,Air Purifier Parts & Accessories
226,2020-12-19,56926.0,Air Purifier Parts & Accessories
227,2020-12-20,45515.0,Air Purifier Parts & Accessories
228,2020-12-21,46147.0,Air Purifier Parts & Accessories
229,2020-12-22,46147.0,Air Purifier Parts & Accessories
230,2020-12-23,46147.0,Air Purifier Parts & Accessories
231,2020-12-24,39091.0,Air Purifier Parts & Accessories
232,2020-12-25,39091.0,Air Purifier Parts & Accessories
233,2020-12-26,39091.0,Air Purifier Parts & Accessories
234,2020-12-27,39091.0,Air Purifier Parts & Accessories
235,2020-12-28,35502.0,Air Purifier Parts & Accessories
236,2020-12-29,35502.0,Air Purifier Parts & Accessories
237,2020-12-30,35502.0,Air Purifier Parts & Accessories
238,2020-12-31,35502.0,Air Purifier Parts & Accessories
239,2021-01-01,35502.0,Air Purifier Parts & Accessories
240,2021-01-02,35502.0,Air Purifier Parts & Accessories
241,2021-01-03,27954.0,Air Purifier Parts & Accessories
242,2021-01-04,27954.0,Air Purifier Parts & Accessories
243,2021-01-05,30800.0,Air Purifier Parts & Accessories
244,2021-01-06,29179.0,Air Purifier Parts & Accessories
245,2021-01-07,29179.0,Air Purifier Parts & Accessories
246,2021-01-08,29179.0,Air Purifier Parts & Accessories
247,2021-01-09,26425.0,Air Purifier Parts & Accessories
248,2021-01-10,26425.0,Air Purifier Parts & Accessories
249,2021-01-11,26425.0,Air Purifier Parts & Accessories
250,2021-01-12,26425.0,Air Purifier Parts & Accessories
251,2021-01-13,33894.0,Air Purifier Parts & Accessories
252,2021-01-14,33894.0,Air Purifier Parts & Accessories
253,2021-01-15,23820.0,Air Purifier Parts & Accessories
254,2021-01-16,23820.0,Air Purifier Parts & Accessories
255,2021-01-17,23820.0,Air Purifier Parts & Accessories
256,2021-01-18,23820.0,Air Purifier Parts & Accessories
257,2021-01-19,23820.0,Air Purifier Parts & Accessories
258,2021-01-20,23820.0,Air Purifier Parts & Accessories
259,2021-01-21,23820.0,Air Purifier Parts & Accessories
260,2021-01-22,19843.0,Air Purifier Parts & Accessories
261,2021-01-23,19843.0,Air Purifier Parts & Accessories
262,2021-01-24,21751.0,Air Purifier Parts & Accessories
263,2021-01-25,21751.0,Air Purifier Parts & Accessories
264,2021-01-26,21751.0,Air Purifier Parts & Accessories
265,2021-01-27,21751.0,Air Purifier Parts & Accessories
266,2021-01-28,21751.0,Air Purifier Parts & Accessories
267,2021-01-29,22628.0,Air Purifier Parts & Accessories
268,2021-01-30,27511.0,Air Purifier Parts & Accessories
269,2021-01-31,27511.0,Air Purifier Parts & Accessories
270,2021-02-01,27511.0,Air Purifier Parts & Accessories
271,2021-02-02,27511.0,Air Purifier Parts & Accessories
272,2021-02-03,27511.0,Air Purifier Parts & Accessories
273,2021-02-04,22933.0,Air Purifier Parts & Accessories
274,2021-02-05,22933.0,Air Purifier Parts & Accessories
275,2021-02-06,22933.0,Air Purifier Parts & Accessories
276,2021-02-07,22933.0,Air Purifier Parts & Accessories
277,2021-02-08,22933.0,Air Purifier Parts & Accessories
278,2021-02-09,21898.0,Air Purifier Parts & Accessories
279,2021-02-10,21898.0,Air Purifier Parts & Accessories
280,2021-02-11,30126.0,Air Purifier Parts & Accessories
281,2021-02-12,23301.0,Air Purifier Parts & Accessories
282,2021-02-13,23301.0,Air Purifier Parts & Accessories
283,2021-02-14,23301.0,Air Purifier Parts & Accessories
284,2021-02-15,23301.0,Air Purifier Parts & Accessories
285,2021-02-16,23301.0,Air Purifier Parts & Accessories
286,2021-02-17,23301.0,Air Purifier Parts & Accessories
287,2021-02-18,18863.0,Air Purifier Parts & Accessories
288,2021-02-19,15755.0,Air Purifier Parts & Accessories
289,2021-02-20,15755.0,Air Purifier Parts & Accessories
290,2021-02-21,15755.0,Air Purifier Parts & Accessories
291,2021-02-22,18155.0,Air Purifier Parts & Accessories
292,2021-02-23,18155.0,Air Purifier Parts & Accessories
293,2021-02-24,15763.0,Air Purifier Parts & Accessories
294,2021-02-25,15763.0,Air Purifier Parts & Accessories
295,2021-02-26,15763.0,Air Purifier Parts & Accessories
296,2021-02-27,24041.0,Air Purifier Parts & Accessories
297,2021-02-28,24041.0,Air Purifier Parts & Accessories
298,2021-03-01,20363.0,Air Purifier Parts & Accessories
299,2021-03-02,20363.0,Air Purifier Parts & Accessories
300,2021-03-03,20363.0,Air Purifier Parts & Accessories
301,2021-03-04,20363.0,Air Purifier Parts & Accessories
302,2021-03-05,20363.0,Air Purifier Parts & Accessories
303,2021-03-06,20148.0,Air Purifier Parts & Accessories
304,2021-03-07,23173.0,Air Purifier Parts & Accessories
305,2021-03-08,23173.0,Air Purifier Parts & Accessories
306,2021-03-09,19261.0,Air Purifier Parts & Accessories
307,2021-03-10,19261.0,Air Purifier Parts & Accessories
308,2021-03-11,19261.0,Air Purifier Parts & Accessories
309,2021-03-12,20144.0,Air Purifier Parts & Accessories
310,2021-03-13,20144.0,Air Purifier Parts & Accessories
311,2021-03-14,24910.0,Air Purifier Parts & Accessories
312,2021-03-15,21124.0,Air Purifier Parts & Accessories
313,2021-03-16,21124.0,Air Purifier Parts & Accessories
314,2021-03-17,21575.0,Air Purifier Parts & Accessories
315,2021-03-18,21575.0,Air Purifier Parts & Accessories
316,2021-03-19,21575.0,Air Purifier Parts & Accessories
317,2021-03-20,21575.0,Air Purifier Parts & Accessories
318,2021-03-21,21575.0,Air Purifier Parts & Accessories
319,2021-03-22,25099.0,Air Purifier Parts & Accessories
320,2021-03-23,25099.0,Air Purifier Parts & Accessories
321,2021-03-24,27076.0,Air Purifier Parts & Accessories
322,2021-03-25,27076.0,Air Purifier Parts & Accessories
323,2021-03-26,27076.0,Air Purifier Parts & Accessories
324,2021-03-27,27076.0,Air Purifier Parts & Accessories
325,2021-03-28,27076.0,Air Purifier Parts & Accessories
326,2021-03-29,27076.0,Air Purifier Parts & Accessories
327,2021-03-30,26042.0,Air Purifier Parts & Accessories
328,2021-03-31,26042.0,Air Purifier Parts & Accessories
329,2021-04-01,26042.0,Air Purifier Parts & Accessories
330,2021-04-02,33560.0,Air Purifier Parts & Accessories
331,2021-04-03,33560.0,Air Purifier Parts & Accessories
332,2021-04-04,23542.0,Air Purifier Parts & Accessories
333,2021-04-05,23542.0,Air Purifier Parts & Accessories
334,2021-04-06,23542.0,Air Purifier Parts & Accessories
335,2021-04-07,23542.0,Air Purifier Parts & Accessories
336,2021-04-08,23542.0,Air Purifier Parts & Accessories
337,2021-04-09,23542.0,Air Purifier Parts & Accessories
338,2021-04-10,22650.0,Air Purifier Parts & Accessories
339,2021-04-11,22650.0,Air Purifier Parts & Accessories
340,2021-04-12,22650.0,Air Purifier Parts & Accessories
341,2021-04-13,30373.0,Air Purifier Parts & Accessories
