,date,value,name_B07SGXRV36
42,2020-07-09,9669.0,Craft & Sewing Supplies Storage
43,2020-07-10,9669.0,Craft & Sewing Supplies Storage
44,2020-07-11,8552.0,Craft & Sewing Supplies Storage
45,2020-07-12,8552.0,Craft & Sewing Supplies Storage
46,2020-07-13,12094.0,Craft & Sewing Supplies Storage
47,2020-07-14,12094.0,Craft & Sewing Supplies Storage
48,2020-07-15,12094.0,Craft & Sewing Supplies Storage
49,2020-07-16,12094.0,Craft & Sewing Supplies Storage
50,2020-07-17,12094.0,Craft & Sewing Supplies Storage
51,2020-07-18,9681.0,Craft & Sewing Supplies Storage
52,2020-07-19,9681.0,Craft & Sewing Supplies Storage
53,2020-07-20,9681.0,Craft & Sewing Supplies Storage
54,2020-07-21,9681.0,Craft & Sewing Supplies Storage
55,2020-07-22,10650.0,Craft & Sewing Supplies Storage
56,2020-07-23,10650.0,Craft & Sewing Supplies Storage
57,2020-07-24,10650.0,Craft & Sewing Supplies Storage
58,2020-07-25,10650.0,Craft & Sewing Supplies Storage
59,2020-07-26,10650.0,Craft & Sewing Supplies Storage
60,2020-07-27,10650.0,Craft & Sewing Supplies Storage
61,2020-07-28,19321.0,Craft & Sewing Supplies Storage
62,2020-07-29,23107.0,Craft & Sewing Supplies Storage
63,2020-07-30,23107.0,Craft & Sewing Supplies Storage
64,2020-07-31,23107.0,Craft & Sewing Supplies Storage
65,2020-08-01,10128.0,Craft & Sewing Supplies Storage
66,2020-08-02,10994.0,Craft & Sewing Supplies Storage
67,2020-08-03,10994.0,Craft & Sewing Supplies Storage
68,2020-08-04,14000.0,Craft & Sewing Supplies Storage
69,2020-08-05,12065.0,Craft & Sewing Supplies Storage
70,2020-08-06,12958.0,Craft & Sewing Supplies Storage
71,2020-08-07,12958.0,Craft & Sewing Supplies Storage
72,2020-08-08,12958.0,Craft & Sewing Supplies Storage
73,2020-08-09,9061.0,Craft & Sewing Supplies Storage
74,2020-08-10,9061.0,Craft & Sewing Supplies Storage
75,2020-08-11,9061.0,Craft & Sewing Supplies Storage
76,2020-08-12,9061.0,Craft & Sewing Supplies Storage
77,2020-08-13,9061.0,Craft & Sewing Supplies Storage
78,2020-08-14,9061.0,Craft & Sewing Supplies Storage
79,2020-08-15,8884.0,Craft & Sewing Supplies Storage
80,2020-08-16,8884.0,Craft & Sewing Supplies Storage
81,2020-08-17,8510.0,Craft & Sewing Supplies Storage
82,2020-08-18,8510.0,Craft & Sewing Supplies Storage
83,2020-08-19,8510.0,Craft & Sewing Supplies Storage
84,2020-08-20,8510.0,Craft & Sewing Supplies Storage
85,2020-08-21,8510.0,Craft & Sewing Supplies Storage
86,2020-08-22,8510.0,Craft & Sewing Supplies Storage
87,2020-08-23,8510.0,Craft & Sewing Supplies Storage
88,2020-08-24,11225.0,Craft & Sewing Supplies Storage
89,2020-08-25,11225.0,Craft & Sewing Supplies Storage
90,2020-08-26,11225.0,Craft & Sewing Supplies Storage
91,2020-08-27,11225.0,Craft & Sewing Supplies Storage
92,2020-08-28,11225.0,Craft & Sewing Supplies Storage
93,2020-08-29,6464.0,Craft & Sewing Supplies Storage
94,2020-08-30,6464.0,Craft & Sewing Supplies Storage
95,2020-08-31,6464.0,Craft & Sewing Supplies Storage
96,2020-09-01,6464.0,Craft & Sewing Supplies Storage
97,2020-09-02,7289.0,Craft & Sewing Supplies Storage
98,2020-09-03,7289.0,Craft & Sewing Supplies Storage
99,2020-09-04,7289.0,Craft & Sewing Supplies Storage
100,2020-09-05,7289.0,Craft & Sewing Supplies Storage
101,2020-09-06,7289.0,Craft & Sewing Supplies Storage
102,2020-09-07,8793.0,Craft & Sewing Supplies Storage
103,2020-09-08,10574.0,Craft & Sewing Supplies Storage
104,2020-09-09,10574.0,Craft & Sewing Supplies Storage
105,2020-09-10,10574.0,Craft & Sewing Supplies Storage
106,2020-09-11,6906.0,Craft & Sewing Supplies Storage
107,2020-09-12,6906.0,Craft & Sewing Supplies Storage
108,2020-09-13,6491.0,Craft & Sewing Supplies Storage
109,2020-09-14,6491.0,Craft & Sewing Supplies Storage
110,2020-09-15,6491.0,Craft & Sewing Supplies Storage
111,2020-09-16,6491.0,Craft & Sewing Supplies Storage
112,2020-09-17,6491.0,Craft & Sewing Supplies Storage
113,2020-09-18,5622.0,Craft & Sewing Supplies Storage
114,2020-09-19,5622.0,Craft & Sewing Supplies Storage
115,2020-09-20,5622.0,Craft & Sewing Supplies Storage
116,2020-09-21,5912.0,Craft & Sewing Supplies Storage
117,2020-09-22,5222.0,Craft & Sewing Supplies Storage
118,2020-09-23,5222.0,Craft & Sewing Supplies Storage
119,2020-09-24,6379.0,Craft & Sewing Supplies Storage
120,2020-09-25,4115.0,Craft & Sewing Supplies Storage
121,2020-09-26,4115.0,Craft & Sewing Supplies Storage
122,2020-09-27,4115.0,Craft & Sewing Supplies Storage
123,2020-09-28,6102.0,Craft & Sewing Supplies Storage
124,2020-09-29,5943.0,Craft & Sewing Supplies Storage
125,2020-09-30,5943.0,Craft & Sewing Supplies Storage
126,2020-10-01,5943.0,Craft & Sewing Supplies Storage
127,2020-10-02,5943.0,Craft & Sewing Supplies Storage
128,2020-10-03,6011.0,Craft & Sewing Supplies Storage
129,2020-10-04,5449.0,Craft & Sewing Supplies Storage
130,2020-10-05,5449.0,Craft & Sewing Supplies Storage
131,2020-10-06,5449.0,Craft & Sewing Supplies Storage
132,2020-10-07,6872.0,Craft & Sewing Supplies Storage
133,2020-10-08,6872.0,Craft & Sewing Supplies Storage
134,2020-10-09,6872.0,Craft & Sewing Supplies Storage
135,2020-10-10,6100.0,Craft & Sewing Supplies Storage
136,2020-10-11,6100.0,Craft & Sewing Supplies Storage
137,2020-10-12,6100.0,Craft & Sewing Supplies Storage
138,2020-10-13,6514.0,Craft & Sewing Supplies Storage
139,2020-10-14,6514.0,Craft & Sewing Supplies Storage
140,2020-10-15,6514.0,Craft & Sewing Supplies Storage
141,2020-10-16,6514.0,Craft & Sewing Supplies Storage
142,2020-10-17,6514.0,Craft & Sewing Supplies Storage
143,2020-10-18,6514.0,Craft & Sewing Supplies Storage
144,2020-10-19,6110.0,Craft & Sewing Supplies Storage
145,2020-10-20,6110.0,Craft & Sewing Supplies Storage
146,2020-10-21,6110.0,Craft & Sewing Supplies Storage
147,2020-10-22,6110.0,Craft & Sewing Supplies Storage
148,2020-10-23,7390.0,Craft & Sewing Supplies Storage
149,2020-10-24,7390.0,Craft & Sewing Supplies Storage
150,2020-10-25,7390.0,Craft & Sewing Supplies Storage
151,2020-10-26,7390.0,Craft & Sewing Supplies Storage
152,2020-10-27,7390.0,Craft & Sewing Supplies Storage
153,2020-10-28,7390.0,Craft & Sewing Supplies Storage
154,2020-10-29,10383.0,Craft & Sewing Supplies Storage
155,2020-10-30,10383.0,Craft & Sewing Supplies Storage
156,2020-10-31,4695.0,Craft & Sewing Supplies Storage
157,2020-11-01,4695.0,Craft & Sewing Supplies Storage
158,2020-11-02,4695.0,Craft & Sewing Supplies Storage
159,2020-11-03,4695.0,Craft & Sewing Supplies Storage
160,2020-11-04,4695.0,Craft & Sewing Supplies Storage
161,2020-11-05,5906.0,Craft & Sewing Supplies Storage
162,2020-11-06,6589.0,Craft & Sewing Supplies Storage
163,2020-11-07,6589.0,Craft & Sewing Supplies Storage
164,2020-11-08,6589.0,Craft & Sewing Supplies Storage
165,2020-11-09,8629.0,Craft & Sewing Supplies Storage
166,2020-11-10,8629.0,Craft & Sewing Supplies Storage
167,2020-11-11,8629.0,Craft & Sewing Supplies Storage
168,2020-11-12,8629.0,Craft & Sewing Supplies Storage
169,2020-11-13,8188.0,Craft & Sewing Supplies Storage
170,2020-11-14,8188.0,Craft & Sewing Supplies Storage
171,2020-11-15,8188.0,Craft & Sewing Supplies Storage
172,2020-11-16,8188.0,Craft & Sewing Supplies Storage
173,2020-11-17,8188.0,Craft & Sewing Supplies Storage
174,2020-11-18,8052.0,Craft & Sewing Supplies Storage
175,2020-11-19,8052.0,Craft & Sewing Supplies Storage
176,2020-11-20,8052.0,Craft & Sewing Supplies Storage
177,2020-11-21,9788.0,Craft & Sewing Supplies Storage
178,2020-11-22,9788.0,Craft & Sewing Supplies Storage
179,2020-11-23,9770.0,Craft & Sewing Supplies Storage
180,2020-11-24,9770.0,Craft & Sewing Supplies Storage
181,2020-11-25,9770.0,Craft & Sewing Supplies Storage
182,2020-11-26,9770.0,Craft & Sewing Supplies Storage
183,2020-11-27,10922.0,Craft & Sewing Supplies Storage
184,2020-11-28,10922.0,Craft & Sewing Supplies Storage
185,2020-11-29,10922.0,Craft & Sewing Supplies Storage
186,2020-11-30,8062.0,Craft & Sewing Supplies Storage
187,2020-12-01,5291.0,Craft & Sewing Supplies Storage
188,2020-12-02,5291.0,Craft & Sewing Supplies Storage
189,2020-12-03,7402.0,Craft & Sewing Supplies Storage
190,2020-12-04,7402.0,Craft & Sewing Supplies Storage
191,2020-12-05,5406.0,Craft & Sewing Supplies Storage
192,2020-12-06,5406.0,Craft & Sewing Supplies Storage
193,2020-12-07,8096.0,Craft & Sewing Supplies Storage
194,2020-12-08,8096.0,Craft & Sewing Supplies Storage
195,2020-12-09,8096.0,Craft & Sewing Supplies Storage
196,2020-12-10,6846.0,Craft & Sewing Supplies Storage
197,2020-12-11,8599.0,Craft & Sewing Supplies Storage
198,2020-12-12,8599.0,Craft & Sewing Supplies Storage
199,2020-12-13,8599.0,Craft & Sewing Supplies Storage
200,2020-12-14,8599.0,Craft & Sewing Supplies Storage
201,2020-12-15,9072.0,Craft & Sewing Supplies Storage
202,2020-12-16,8947.0,Craft & Sewing Supplies Storage
203,2020-12-17,11485.0,Craft & Sewing Supplies Storage
204,2020-12-18,11485.0,Craft & Sewing Supplies Storage
205,2020-12-19,11485.0,Craft & Sewing Supplies Storage
206,2020-12-20,11485.0,Craft & Sewing Supplies Storage
207,2020-12-21,7855.0,Craft & Sewing Supplies Storage
208,2020-12-22,7855.0,Craft & Sewing Supplies Storage
209,2020-12-23,7855.0,Craft & Sewing Supplies Storage
210,2020-12-24,7165.0,Craft & Sewing Supplies Storage
211,2020-12-25,7165.0,Craft & Sewing Supplies Storage
212,2020-12-26,9629.0,Craft & Sewing Supplies Storage
213,2020-12-27,9629.0,Craft & Sewing Supplies Storage
214,2020-12-28,9629.0,Craft & Sewing Supplies Storage
215,2020-12-29,9629.0,Craft & Sewing Supplies Storage
216,2020-12-30,9629.0,Craft & Sewing Supplies Storage
217,2020-12-31,6586.0,Craft & Sewing Supplies Storage
218,2021-01-01,6586.0,Craft & Sewing Supplies Storage
219,2021-01-02,6586.0,Craft & Sewing Supplies Storage
220,2021-01-03,6586.0,Craft & Sewing Supplies Storage
221,2021-01-04,6583.0,Craft & Sewing Supplies Storage
222,2021-01-05,6583.0,Craft & Sewing Supplies Storage
223,2021-01-06,6583.0,Craft & Sewing Supplies Storage
224,2021-01-07,6583.0,Craft & Sewing Supplies Storage
225,2021-01-08,6583.0,Craft & Sewing Supplies Storage
226,2021-01-09,6583.0,Craft & Sewing Supplies Storage
227,2021-01-10,6583.0,Craft & Sewing Supplies Storage
228,2021-01-11,6583.0,Craft & Sewing Supplies Storage
229,2021-01-12,7121.0,Craft & Sewing Supplies Storage
230,2021-01-13,6760.0,Craft & Sewing Supplies Storage
231,2021-01-14,6760.0,Craft & Sewing Supplies Storage
232,2021-01-15,6760.0,Craft & Sewing Supplies Storage
233,2021-01-16,6760.0,Craft & Sewing Supplies Storage
234,2021-01-17,6760.0,Craft & Sewing Supplies Storage
235,2021-01-18,6760.0,Craft & Sewing Supplies Storage
236,2021-01-19,10870.0,Craft & Sewing Supplies Storage
237,2021-01-20,10870.0,Craft & Sewing Supplies Storage
238,2021-01-21,5737.0,Craft & Sewing Supplies Storage
239,2021-01-22,4841.0,Craft & Sewing Supplies Storage
240,2021-01-23,4841.0,Craft & Sewing Supplies Storage
241,2021-01-24,4841.0,Craft & Sewing Supplies Storage
242,2021-01-25,5197.0,Craft & Sewing Supplies Storage
243,2021-01-26,5197.0,Craft & Sewing Supplies Storage
244,2021-01-27,5197.0,Craft & Sewing Supplies Storage
245,2021-01-28,5197.0,Craft & Sewing Supplies Storage
246,2021-01-29,5197.0,Craft & Sewing Supplies Storage
247,2021-01-30,5197.0,Craft & Sewing Supplies Storage
248,2021-01-31,5197.0,Craft & Sewing Supplies Storage
249,2021-02-01,7383.0,Craft & Sewing Supplies Storage
250,2021-02-02,5756.0,Craft & Sewing Supplies Storage
251,2021-02-03,5756.0,Craft & Sewing Supplies Storage
252,2021-02-04,5756.0,Craft & Sewing Supplies Storage
253,2021-02-05,7235.0,Craft & Sewing Supplies Storage
254,2021-02-06,5020.0,Craft & Sewing Supplies Storage
255,2021-02-07,5020.0,Craft & Sewing Supplies Storage
256,2021-02-08,5020.0,Craft & Sewing Supplies Storage
257,2021-02-09,5020.0,Craft & Sewing Supplies Storage
258,2021-02-10,5020.0,Craft & Sewing Supplies Storage
259,2021-02-11,4778.0,Craft & Sewing Supplies Storage
260,2021-02-12,4778.0,Craft & Sewing Supplies Storage
261,2021-02-13,4778.0,Craft & Sewing Supplies Storage
262,2021-02-14,4730.0,Craft & Sewing Supplies Storage
263,2021-02-15,4730.0,Craft & Sewing Supplies Storage
264,2021-02-16,4730.0,Craft & Sewing Supplies Storage
265,2021-02-17,7402.0,Craft & Sewing Supplies Storage
266,2021-02-18,7402.0,Craft & Sewing Supplies Storage
267,2021-02-19,7402.0,Craft & Sewing Supplies Storage
268,2021-02-20,8166.0,Craft & Sewing Supplies Storage
269,2021-02-21,10539.0,Craft & Sewing Supplies Storage
270,2021-02-22,10539.0,Craft & Sewing Supplies Storage
271,2021-02-23,10539.0,Craft & Sewing Supplies Storage
272,2021-02-24,10539.0,Craft & Sewing Supplies Storage
273,2021-02-25,6883.0,Craft & Sewing Supplies Storage
274,2021-02-26,7506.0,Craft & Sewing Supplies Storage
275,2021-02-27,7506.0,Craft & Sewing Supplies Storage
276,2021-02-28,7506.0,Craft & Sewing Supplies Storage
277,2021-03-01,6004.0,Craft & Sewing Supplies Storage
278,2021-03-02,5290.0,Craft & Sewing Supplies Storage
279,2021-03-03,5290.0,Craft & Sewing Supplies Storage
280,2021-03-04,6887.0,Craft & Sewing Supplies Storage
281,2021-03-05,7688.0,Craft & Sewing Supplies Storage
282,2021-03-06,7688.0,Craft & Sewing Supplies Storage
283,2021-03-07,7688.0,Craft & Sewing Supplies Storage
284,2021-03-08,6495.0,Craft & Sewing Supplies Storage
285,2021-03-09,6495.0,Craft & Sewing Supplies Storage
286,2021-03-10,6161.0,Craft & Sewing Supplies Storage
287,2021-03-11,6161.0,Craft & Sewing Supplies Storage
288,2021-03-12,6161.0,Craft & Sewing Supplies Storage
289,2021-03-13,6161.0,Craft & Sewing Supplies Storage
290,2021-03-14,6161.0,Craft & Sewing Supplies Storage
291,2021-03-15,6161.0,Craft & Sewing Supplies Storage
292,2021-03-16,7089.0,Craft & Sewing Supplies Storage
293,2021-03-17,7089.0,Craft & Sewing Supplies Storage
294,2021-03-18,7089.0,Craft & Sewing Supplies Storage
295,2021-03-19,7089.0,Craft & Sewing Supplies Storage
296,2021-03-20,7281.0,Craft & Sewing Supplies Storage
297,2021-03-21,7281.0,Craft & Sewing Supplies Storage
298,2021-03-22,7281.0,Craft & Sewing Supplies Storage
299,2021-03-23,8268.0,Craft & Sewing Supplies Storage
300,2021-03-24,8268.0,Craft & Sewing Supplies Storage
301,2021-03-25,7483.0,Craft & Sewing Supplies Storage
302,2021-03-26,7495.0,Craft & Sewing Supplies Storage
303,2021-03-27,7495.0,Craft & Sewing Supplies Storage
304,2021-03-28,6747.0,Craft & Sewing Supplies Storage
305,2021-03-29,6747.0,Craft & Sewing Supplies Storage
306,2021-03-30,6747.0,Craft & Sewing Supplies Storage
307,2021-03-31,6747.0,Craft & Sewing Supplies Storage
308,2021-04-01,6509.0,Craft & Sewing Supplies Storage
309,2021-04-02,6509.0,Craft & Sewing Supplies Storage
310,2021-04-03,6509.0,Craft & Sewing Supplies Storage
311,2021-04-04,7611.0,Craft & Sewing Supplies Storage
312,2021-04-05,7611.0,Craft & Sewing Supplies Storage
313,2021-04-06,7611.0,Craft & Sewing Supplies Storage
314,2021-04-07,7611.0,Craft & Sewing Supplies Storage
315,2021-04-08,7611.0,Craft & Sewing Supplies Storage
316,2021-04-09,5320.0,Craft & Sewing Supplies Storage
317,2021-04-10,5320.0,Craft & Sewing Supplies Storage
318,2021-04-11,5320.0,Craft & Sewing Supplies Storage
319,2021-04-12,5320.0,Craft & Sewing Supplies Storage
320,2021-04-13,5320.0,Craft & Sewing Supplies Storage
321,2021-04-14,5200.0,Craft & Sewing Supplies Storage
322,2021-04-15,5200.0,Craft & Sewing Supplies Storage
323,2021-04-16,5200.0,Craft & Sewing Supplies Storage
324,2021-04-17,5306.0,Craft & Sewing Supplies Storage
325,2021-04-18,5792.0,Craft & Sewing Supplies Storage
326,2021-04-19,5792.0,Craft & Sewing Supplies Storage
327,2021-04-20,5792.0,Craft & Sewing Supplies Storage
328,2021-04-21,5792.0,Craft & Sewing Supplies Storage
329,2021-04-22,5792.0,Craft & Sewing Supplies Storage
330,2021-04-23,5792.0,Craft & Sewing Supplies Storage
331,2021-04-24,9663.0,Craft & Sewing Supplies Storage
332,2021-04-25,9663.0,Craft & Sewing Supplies Storage
333,2021-04-26,9663.0,Craft & Sewing Supplies Storage
334,2021-04-27,9663.0,Craft & Sewing Supplies Storage
335,2021-04-28,9663.0,Craft & Sewing Supplies Storage
336,2021-04-29,9663.0,Craft & Sewing Supplies Storage
337,2021-04-30,8154.0,Craft & Sewing Supplies Storage
338,2021-05-01,8154.0,Craft & Sewing Supplies Storage
339,2021-05-02,14472.0,Craft & Sewing Supplies Storage
340,2021-05-03,14472.0,Craft & Sewing Supplies Storage
341,2021-05-04,8737.0,Craft & Sewing Supplies Storage
342,2021-05-05,8737.0,Craft & Sewing Supplies Storage
343,2021-05-06,8737.0,Craft & Sewing Supplies Storage
344,2021-05-07,11894.0,Craft & Sewing Supplies Storage
345,2021-05-08,11894.0,Craft & Sewing Supplies Storage
346,2021-05-09,11894.0,Craft & Sewing Supplies Storage
347,2021-05-10,11894.0,Craft & Sewing Supplies Storage
348,2021-05-11,9379.0,Craft & Sewing Supplies Storage
349,2021-05-12,6188.0,Craft & Sewing Supplies Storage
350,2021-05-13,6188.0,Craft & Sewing Supplies Storage
351,2021-05-14,6188.0,Craft & Sewing Supplies Storage
352,2021-05-15,5192.0,Craft & Sewing Supplies Storage
353,2021-05-16,4246.0,Craft & Sewing Supplies Storage
354,2021-05-17,4246.0,Craft & Sewing Supplies Storage
355,2021-05-18,8863.0,Craft & Sewing Supplies Storage
356,2021-05-19,8863.0,Craft & Sewing Supplies Storage
357,2021-05-20,5117.0,Craft & Sewing Supplies Storage
358,2021-05-21,5678.0,Craft & Sewing Supplies Storage
359,2021-05-22,5678.0,Craft & Sewing Supplies Storage
360,2021-05-23,9593.0,Craft & Sewing Supplies Storage
361,2021-05-24,9593.0,Craft & Sewing Supplies Storage
362,2021-05-25,4286.0,Craft & Sewing Supplies Storage
363,2021-05-26,4286.0,Craft & Sewing Supplies Storage
364,2021-05-27,8454.0,Craft & Sewing Supplies Storage
365,2021-05-28,8454.0,Craft & Sewing Supplies Storage
366,2021-05-29,8454.0,Craft & Sewing Supplies Storage
367,2021-05-30,8454.0,Craft & Sewing Supplies Storage
368,2021-05-31,7579.0,Craft & Sewing Supplies Storage
369,2021-06-01,7579.0,Craft & Sewing Supplies Storage
370,2021-06-02,8152.0,Craft & Sewing Supplies Storage
371,2021-06-03,8152.0,Craft & Sewing Supplies Storage
372,2021-06-04,8152.0,Craft & Sewing Supplies Storage
373,2021-06-05,9254.0,Craft & Sewing Supplies Storage
374,2021-06-06,9254.0,Craft & Sewing Supplies Storage
375,2021-06-07,9254.0,Craft & Sewing Supplies Storage
376,2021-06-08,9013.0,Craft & Sewing Supplies Storage
377,2021-06-09,9013.0,Craft & Sewing Supplies Storage
378,2021-06-10,9013.0,Craft & Sewing Supplies Storage
379,2021-06-11,9013.0,Craft & Sewing Supplies Storage
380,2021-06-12,9013.0,Craft & Sewing Supplies Storage
381,2021-06-13,9988.0,Craft & Sewing Supplies Storage
382,2021-06-14,9988.0,Craft & Sewing Supplies Storage
383,2021-06-15,9988.0,Craft & Sewing Supplies Storage
384,2021-06-16,9988.0,Craft & Sewing Supplies Storage
385,2021-06-17,9988.0,Craft & Sewing Supplies Storage
386,2021-06-18,6611.0,Craft & Sewing Supplies Storage
387,2021-06-19,6611.0,Craft & Sewing Supplies Storage
388,2021-06-20,6611.0,Craft & Sewing Supplies Storage
389,2021-06-21,6611.0,Craft & Sewing Supplies Storage
390,2021-06-22,4624.0,Craft & Sewing Supplies Storage
391,2021-06-23,3644.0,Craft & Sewing Supplies Storage
392,2021-06-24,464.0,Craft & Sewing Supplies Storage
393,2021-06-25,1019.0,Craft & Sewing Supplies Storage
394,2021-06-26,1019.0,Craft & Sewing Supplies Storage
395,2021-06-27,1019.0,Craft & Sewing Supplies Storage
396,2021-06-28,4334.0,Craft & Sewing Supplies Storage
397,2021-06-29,5580.0,Craft & Sewing Supplies Storage
398,2021-06-30,5281.0,Craft & Sewing Supplies Storage
399,2021-07-01,5281.0,Craft & Sewing Supplies Storage
400,2021-07-02,5281.0,Craft & Sewing Supplies Storage
401,2021-07-03,6133.0,Craft & Sewing Supplies Storage
402,2021-07-04,6133.0,Craft & Sewing Supplies Storage
403,2021-07-05,7724.0,Craft & Sewing Supplies Storage
404,2021-07-06,9727.0,Craft & Sewing Supplies Storage
405,2021-07-07,9727.0,Craft & Sewing Supplies Storage
406,2021-07-08,9727.0,Craft & Sewing Supplies Storage
407,2021-07-09,7072.0,Craft & Sewing Supplies Storage
408,2021-07-10,8417.0,Craft & Sewing Supplies Storage
