,date,value,name_B07WHN1PJW
481,2020-12-10,16232.0,Air Purifier Parts & Accessories
482,2020-12-11,21616.0,Air Purifier Parts & Accessories
483,2020-12-12,21616.0,Air Purifier Parts & Accessories
484,2020-12-13,21500.0,Air Purifier Parts & Accessories
485,2020-12-14,21500.0,Air Purifier Parts & Accessories
486,2020-12-15,21500.0,Air Purifier Parts & Accessories
487,2020-12-16,21500.0,Air Purifier Parts & Accessories
488,2020-12-17,23491.0,Air Purifier Parts & Accessories
489,2020-12-18,23491.0,Air Purifier Parts & Accessories
490,2020-12-19,23491.0,Air Purifier Parts & Accessories
491,2020-12-20,25435.0,Air Purifier Parts & Accessories
492,2020-12-21,23257.0,Air Purifier Parts & Accessories
493,2020-12-22,25698.0,Air Purifier Parts & Accessories
494,2020-12-23,22317.0,Air Purifier Parts & Accessories
495,2020-12-24,17030.0,Air Purifier Parts & Accessories
496,2020-12-25,17030.0,Air Purifier Parts & Accessories
497,2020-12-26,23157.0,Air Purifier Parts & Accessories
498,2020-12-27,23157.0,Air Purifier Parts & Accessories
499,2020-12-28,20825.0,Air Purifier Parts & Accessories
500,2020-12-29,20825.0,Air Purifier Parts & Accessories
501,2020-12-30,20825.0,Air Purifier Parts & Accessories
502,2020-12-31,20825.0,Air Purifier Parts & Accessories
503,2021-01-01,20825.0,Air Purifier Parts & Accessories
504,2021-01-02,30337.0,Air Purifier Parts & Accessories
505,2021-01-03,30337.0,Air Purifier Parts & Accessories
506,2021-01-04,30337.0,Air Purifier Parts & Accessories
507,2021-01-05,25409.0,Air Purifier Parts & Accessories
508,2021-01-06,25409.0,Air Purifier Parts & Accessories
509,2021-01-07,25409.0,Air Purifier Parts & Accessories
510,2021-01-08,25409.0,Air Purifier Parts & Accessories
511,2021-01-09,19997.0,Air Purifier Parts & Accessories
512,2021-01-10,19997.0,Air Purifier Parts & Accessories
513,2021-01-11,24559.0,Air Purifier Parts & Accessories
514,2021-01-12,24559.0,Air Purifier Parts & Accessories
515,2021-01-13,22264.0,Air Purifier Parts & Accessories
516,2021-01-14,22264.0,Air Purifier Parts & Accessories
517,2021-01-15,15447.0,Air Purifier Parts & Accessories
518,2021-01-16,15447.0,Air Purifier Parts & Accessories
519,2021-01-17,15447.0,Air Purifier Parts & Accessories
520,2021-01-18,15447.0,Air Purifier Parts & Accessories
521,2021-01-19,11302.0,Air Purifier Parts & Accessories
522,2021-01-20,11302.0,Air Purifier Parts & Accessories
523,2021-01-21,11302.0,Air Purifier Parts & Accessories
524,2021-01-22,11302.0,Air Purifier Parts & Accessories
525,2021-01-23,11302.0,Air Purifier Parts & Accessories
526,2021-01-24,8832.0,Air Purifier Parts & Accessories
527,2021-01-25,8832.0,Air Purifier Parts & Accessories
528,2021-01-26,11924.0,Air Purifier Parts & Accessories
529,2021-01-27,11924.0,Air Purifier Parts & Accessories
530,2021-01-28,11924.0,Air Purifier Parts & Accessories
531,2021-01-29,11924.0,Air Purifier Parts & Accessories
532,2021-01-30,11924.0,Air Purifier Parts & Accessories
533,2021-01-31,11924.0,Air Purifier Parts & Accessories
534,2021-02-01,10174.0,Air Purifier Parts & Accessories
535,2021-02-02,10174.0,Air Purifier Parts & Accessories
536,2021-02-03,10174.0,Air Purifier Parts & Accessories
537,2021-02-04,10174.0,Air Purifier Parts & Accessories
538,2021-02-05,9617.0,Air Purifier Parts & Accessories
539,2021-02-06,9617.0,Air Purifier Parts & Accessories
540,2021-02-07,9617.0,Air Purifier Parts & Accessories
541,2021-02-08,11564.0,Air Purifier Parts & Accessories
542,2021-02-09,11564.0,Air Purifier Parts & Accessories
543,2021-02-10,11564.0,Air Purifier Parts & Accessories
544,2021-02-11,11564.0,Air Purifier Parts & Accessories
545,2021-02-12,11564.0,Air Purifier Parts & Accessories
546,2021-02-13,10038.0,Air Purifier Parts & Accessories
547,2021-02-14,8191.0,Air Purifier Parts & Accessories
548,2021-02-15,8191.0,Air Purifier Parts & Accessories
549,2021-02-16,9056.0,Air Purifier Parts & Accessories
550,2021-02-17,10290.0,Air Purifier Parts & Accessories
551,2021-02-18,10290.0,Air Purifier Parts & Accessories
552,2021-02-19,12219.0,Air Purifier Parts & Accessories
553,2021-02-20,12219.0,Air Purifier Parts & Accessories
554,2021-02-21,11650.0,Air Purifier Parts & Accessories
555,2021-02-22,11665.0,Air Purifier Parts & Accessories
556,2021-02-23,11665.0,Air Purifier Parts & Accessories
557,2021-02-24,12188.0,Air Purifier Parts & Accessories
558,2021-02-25,12510.0,Air Purifier Parts & Accessories
559,2021-02-26,12510.0,Air Purifier Parts & Accessories
560,2021-02-27,12510.0,Air Purifier Parts & Accessories
561,2021-02-28,12510.0,Air Purifier Parts & Accessories
562,2021-03-01,13660.0,Air Purifier Parts & Accessories
563,2021-03-02,9290.0,Air Purifier Parts & Accessories
564,2021-03-03,9290.0,Air Purifier Parts & Accessories
565,2021-03-04,13153.0,Air Purifier Parts & Accessories
566,2021-03-05,13153.0,Air Purifier Parts & Accessories
567,2021-03-06,13153.0,Air Purifier Parts & Accessories
568,2021-03-07,14580.0,Air Purifier Parts & Accessories
569,2021-03-08,14580.0,Air Purifier Parts & Accessories
570,2021-03-09,14580.0,Air Purifier Parts & Accessories
571,2021-03-10,11490.0,Air Purifier Parts & Accessories
572,2021-03-11,11490.0,Air Purifier Parts & Accessories
573,2021-03-12,14971.0,Air Purifier Parts & Accessories
574,2021-03-13,13118.0,Air Purifier Parts & Accessories
575,2021-03-14,13118.0,Air Purifier Parts & Accessories
576,2021-03-15,10451.0,Air Purifier Parts & Accessories
577,2021-03-16,13254.0,Air Purifier Parts & Accessories
578,2021-03-17,13254.0,Air Purifier Parts & Accessories
579,2021-03-18,13254.0,Air Purifier Parts & Accessories
580,2021-03-19,17628.0,Air Purifier Parts & Accessories
581,2021-03-20,18691.0,Air Purifier Parts & Accessories
582,2021-03-21,18691.0,Air Purifier Parts & Accessories
583,2021-03-22,12699.0,Air Purifier Parts & Accessories
584,2021-03-23,12699.0,Air Purifier Parts & Accessories
585,2021-03-24,15921.0,Air Purifier Parts & Accessories
586,2021-03-25,15503.0,Air Purifier Parts & Accessories
587,2021-03-26,17852.0,Air Purifier Parts & Accessories
588,2021-03-27,18411.0,Air Purifier Parts & Accessories
589,2021-03-28,17502.0,Air Purifier Parts & Accessories
590,2021-03-29,17397.0,Air Purifier Parts & Accessories
591,2021-03-30,17397.0,Air Purifier Parts & Accessories
592,2021-03-31,17397.0,Air Purifier Parts & Accessories
593,2021-04-01,15004.0,Air Purifier Parts & Accessories
594,2021-04-02,19242.0,Air Purifier Parts & Accessories
595,2021-04-03,18462.0,Air Purifier Parts & Accessories
596,2021-04-04,18462.0,Air Purifier Parts & Accessories
597,2021-04-05,18462.0,Air Purifier Parts & Accessories
598,2021-04-06,16044.0,Air Purifier Parts & Accessories
599,2021-04-07,16044.0,Air Purifier Parts & Accessories
600,2021-04-08,16044.0,Air Purifier Parts & Accessories
601,2021-04-09,16044.0,Air Purifier Parts & Accessories
602,2021-04-10,17942.0,Air Purifier Parts & Accessories
603,2021-04-11,17942.0,Air Purifier Parts & Accessories
604,2021-04-12,21112.0,Air Purifier Parts & Accessories
605,2021-04-13,21112.0,Air Purifier Parts & Accessories
606,2021-04-14,21112.0,Air Purifier Parts & Accessories
607,2021-04-15,21112.0,Air Purifier Parts & Accessories
608,2021-04-16,21112.0,Air Purifier Parts & Accessories
609,2021-04-17,14637.0,Air Purifier Parts & Accessories
610,2021-04-18,14637.0,Air Purifier Parts & Accessories
611,2021-04-19,21036.0,Air Purifier Parts & Accessories
612,2021-04-20,21036.0,Air Purifier Parts & Accessories
613,2021-04-21,21036.0,Air Purifier Parts & Accessories
614,2021-04-22,21036.0,Air Purifier Parts & Accessories
615,2021-04-23,21036.0,Air Purifier Parts & Accessories
616,2021-04-24,21036.0,Air Purifier Parts & Accessories
617,2021-04-25,20407.0,Air Purifier Parts & Accessories
618,2021-04-26,20407.0,Air Purifier Parts & Accessories
619,2021-04-27,20407.0,Air Purifier Parts & Accessories
620,2021-04-28,21982.0,Air Purifier Parts & Accessories
621,2021-04-29,21982.0,Air Purifier Parts & Accessories
622,2021-04-30,24233.0,Air Purifier Parts & Accessories
623,2021-05-01,24265.0,Air Purifier Parts & Accessories
624,2021-05-02,24265.0,Air Purifier Parts & Accessories
625,2021-05-03,24265.0,Air Purifier Parts & Accessories
626,2021-05-04,21700.0,Air Purifier Parts & Accessories
627,2021-05-05,21700.0,Air Purifier Parts & Accessories
628,2021-05-06,29572.0,Air Purifier Parts & Accessories
629,2021-05-07,29572.0,Air Purifier Parts & Accessories
630,2021-05-08,29572.0,Air Purifier Parts & Accessories
631,2021-05-09,29572.0,Air Purifier Parts & Accessories
632,2021-05-10,29572.0,Air Purifier Parts & Accessories
633,2021-05-11,29572.0,Air Purifier Parts & Accessories
634,2021-05-12,29572.0,Air Purifier Parts & Accessories
635,2021-05-13,29572.0,Air Purifier Parts & Accessories
636,2021-05-14,21199.0,Air Purifier Parts & Accessories
637,2021-05-15,16981.0,Air Purifier Parts & Accessories
638,2021-05-16,16981.0,Air Purifier Parts & Accessories
639,2021-05-17,16981.0,Air Purifier Parts & Accessories
640,2021-05-18,16981.0,Air Purifier Parts & Accessories
641,2021-05-19,16981.0,Air Purifier Parts & Accessories
642,2021-05-20,21154.0,Air Purifier Parts & Accessories
643,2021-05-21,21154.0,Air Purifier Parts & Accessories
644,2021-05-22,21154.0,Air Purifier Parts & Accessories
645,2021-05-23,21154.0,Air Purifier Parts & Accessories
646,2021-05-24,23328.0,Air Purifier Parts & Accessories
647,2021-05-25,23328.0,Air Purifier Parts & Accessories
648,2021-05-26,23328.0,Air Purifier Parts & Accessories
649,2021-05-27,24293.0,Air Purifier Parts & Accessories
650,2021-05-28,24293.0,Air Purifier Parts & Accessories
651,2021-05-29,22142.0,Air Purifier Parts & Accessories
652,2021-05-30,22142.0,Air Purifier Parts & Accessories
653,2021-05-31,22142.0,Air Purifier Parts & Accessories
654,2021-06-01,19941.0,Air Purifier Parts & Accessories
655,2021-06-02,19941.0,Air Purifier Parts & Accessories
656,2021-06-03,17804.0,Air Purifier Parts & Accessories
657,2021-06-04,17804.0,Air Purifier Parts & Accessories
658,2021-06-05,17804.0,Air Purifier Parts & Accessories
659,2021-06-06,17804.0,Air Purifier Parts & Accessories
660,2021-06-07,21753.0,Air Purifier Parts & Accessories
661,2021-06-08,21753.0,Air Purifier Parts & Accessories
662,2021-06-09,21753.0,Air Purifier Parts & Accessories
663,2021-06-10,21753.0,Air Purifier Parts & Accessories
664,2021-06-11,21753.0,Air Purifier Parts & Accessories
665,2021-06-12,26394.0,Air Purifier Parts & Accessories
666,2021-06-13,26394.0,Air Purifier Parts & Accessories
667,2021-06-14,26394.0,Air Purifier Parts & Accessories
668,2021-06-15,26394.0,Air Purifier Parts & Accessories
669,2021-06-16,22695.0,Air Purifier Parts & Accessories
670,2021-06-17,22695.0,Air Purifier Parts & Accessories
671,2021-06-18,22695.0,Air Purifier Parts & Accessories
672,2021-06-19,22139.0,Air Purifier Parts & Accessories
673,2021-06-20,22139.0,Air Purifier Parts & Accessories
674,2021-06-21,24614.0,Air Purifier Parts & Accessories
675,2021-06-22,24614.0,Air Purifier Parts & Accessories
676,2021-06-23,24614.0,Air Purifier Parts & Accessories
677,2021-06-24,24614.0,Air Purifier Parts & Accessories
678,2021-06-25,27489.0,Air Purifier Parts & Accessories
679,2021-06-26,27489.0,Air Purifier Parts & Accessories
680,2021-06-27,22681.0,Air Purifier Parts & Accessories
681,2021-06-28,22681.0,Air Purifier Parts & Accessories
682,2021-06-29,23508.0,Air Purifier Parts & Accessories
683,2021-06-30,17573.0,Air Purifier Parts & Accessories
684,2021-07-01,20010.0,Air Purifier Parts & Accessories
685,2021-07-02,20010.0,Air Purifier Parts & Accessories
686,2021-07-03,20010.0,Air Purifier Parts & Accessories
687,2021-07-04,20010.0,Air Purifier Parts & Accessories
688,2021-07-05,16490.0,Air Purifier Parts & Accessories
689,2021-07-06,16490.0,Air Purifier Parts & Accessories
690,2021-07-07,19469.0,Air Purifier Parts & Accessories
691,2021-07-08,19469.0,Air Purifier Parts & Accessories
692,2021-07-09,21659.0,Air Purifier Parts & Accessories
693,2021-07-10,17919.0,Air Purifier Parts & Accessories
