,date,value,name_B07WHN1PJW
0,2019-08-17,16594.0,Air Purifier Parts & Accessories
1,2019-08-18,21950.0,Air Purifier Parts & Accessories
2,2019-08-19,24787.0,Air Purifier Parts & Accessories
3,2019-08-20,21875.0,Air Purifier Parts & Accessories
4,2019-08-21,23737.0,Air Purifier Parts & Accessories
5,2019-08-22,23067.0,Air Purifier Parts & Accessories
6,2019-08-23,33599.0,Air Purifier Parts & Accessories
7,2019-08-24,29087.0,Air Purifier Parts & Accessories
8,2019-08-25,27396.0,Air Purifier Parts & Accessories
9,2019-08-26,23432.0,Air Purifier Parts & Accessories
10,2019-08-27,26457.0,Air Purifier Parts & Accessories
11,2019-08-28,33996.0,Air Purifier Parts & Accessories
12,2019-08-29,39875.0,Air Purifier Parts & Accessories
13,2019-08-30,30004.0,Air Purifier Parts & Accessories
14,2019-08-31,30150.0,Air Purifier Parts & Accessories
15,2019-09-01,18569.0,Air Purifier Parts & Accessories
16,2019-09-02,21657.0,Air Purifier Parts & Accessories
17,2019-09-03,17161.0,Air Purifier Parts & Accessories
18,2019-09-04,15672.0,Air Purifier Parts & Accessories
19,2019-09-05,15672.0,Air Purifier Parts & Accessories
20,2019-09-06,15672.0,Air Purifier Parts & Accessories
21,2019-09-07,18562.0,Air Purifier Parts & Accessories
22,2019-09-08,16078.0,Air Purifier Parts & Accessories
23,2019-09-09,13698.0,Air Purifier Parts & Accessories
24,2019-09-10,15173.0,Air Purifier Parts & Accessories
25,2019-09-11,16684.0,Air Purifier Parts & Accessories
26,2019-09-12,16753.0,Air Purifier Parts & Accessories
27,2019-09-13,16749.0,Air Purifier Parts & Accessories
28,2019-09-14,16754.0,Air Purifier Parts & Accessories
29,2019-09-15,16383.0,Air Purifier Parts & Accessories
30,2019-09-16,13064.0,Air Purifier Parts & Accessories
31,2019-09-17,13002.0,Air Purifier Parts & Accessories
32,2019-09-18,13550.0,Air Purifier Parts & Accessories
33,2019-09-19,15829.0,Air Purifier Parts & Accessories
34,2019-09-20,17511.0,Air Purifier Parts & Accessories
35,2019-09-21,13743.0,Air Purifier Parts & Accessories
36,2019-09-22,12289.0,Air Purifier Parts & Accessories
37,2019-09-23,11639.0,Air Purifier Parts & Accessories
38,2019-09-24,16403.0,Air Purifier Parts & Accessories
39,2019-09-25,13654.0,Air Purifier Parts & Accessories
40,2019-09-26,16412.0,Air Purifier Parts & Accessories
41,2019-09-27,16476.0,Air Purifier Parts & Accessories
42,2019-09-28,7721.0,Air Purifier Parts & Accessories
43,2019-09-29,10699.0,Air Purifier Parts & Accessories
44,2019-09-30,10699.0,Air Purifier Parts & Accessories
45,2019-10-01,15396.0,Air Purifier Parts & Accessories
46,2019-10-02,16673.0,Air Purifier Parts & Accessories
47,2019-10-03,13420.0,Air Purifier Parts & Accessories
48,2019-10-04,11707.0,Air Purifier Parts & Accessories
49,2019-10-05,10029.0,Air Purifier Parts & Accessories
50,2019-10-06,10029.0,Air Purifier Parts & Accessories
51,2019-10-07,10029.0,Air Purifier Parts & Accessories
52,2019-10-08,10609.0,Air Purifier Parts & Accessories
53,2019-10-09,12145.0,Air Purifier Parts & Accessories
54,2019-10-10,13281.0,Air Purifier Parts & Accessories
55,2019-10-11,13281.0,Air Purifier Parts & Accessories
56,2019-10-12,13281.0,Air Purifier Parts & Accessories
57,2019-10-13,13281.0,Air Purifier Parts & Accessories
58,2019-10-14,13281.0,Air Purifier Parts & Accessories
59,2019-10-15,13281.0,Air Purifier Parts & Accessories
60,2019-10-16,13281.0,Air Purifier Parts & Accessories
61,2019-10-17,13281.0,Air Purifier Parts & Accessories
62,2019-10-18,10851.0,Air Purifier Parts & Accessories
63,2019-10-19,9883.0,Air Purifier Parts & Accessories
64,2019-10-20,9481.0,Air Purifier Parts & Accessories
65,2019-10-21,13072.0,Air Purifier Parts & Accessories
66,2019-10-22,12885.0,Air Purifier Parts & Accessories
67,2019-10-23,12242.0,Air Purifier Parts & Accessories
68,2019-10-24,13910.0,Air Purifier Parts & Accessories
69,2019-10-25,7958.0,Air Purifier Parts & Accessories
70,2019-10-26,10344.0,Air Purifier Parts & Accessories
71,2019-10-27,8793.0,Air Purifier Parts & Accessories
72,2019-10-28,6918.0,Air Purifier Parts & Accessories
73,2019-10-29,9132.0,Air Purifier Parts & Accessories
74,2019-10-30,9146.0,Air Purifier Parts & Accessories
75,2019-10-31,9307.0,Air Purifier Parts & Accessories
76,2019-11-01,8937.0,Air Purifier Parts & Accessories
77,2019-11-02,10633.0,Air Purifier Parts & Accessories
78,2019-11-03,9635.0,Air Purifier Parts & Accessories
79,2019-11-04,9670.0,Air Purifier Parts & Accessories
80,2019-11-05,11206.0,Air Purifier Parts & Accessories
81,2019-11-06,14862.0,Air Purifier Parts & Accessories
82,2019-11-07,16558.0,Air Purifier Parts & Accessories
83,2019-11-08,13305.0,Air Purifier Parts & Accessories
84,2019-11-09,12019.0,Air Purifier Parts & Accessories
85,2019-11-10,15924.0,Air Purifier Parts & Accessories
86,2019-11-11,15924.0,Air Purifier Parts & Accessories
87,2019-11-12,15924.0,Air Purifier Parts & Accessories
88,2019-11-13,15924.0,Air Purifier Parts & Accessories
89,2019-11-14,20102.0,Air Purifier Parts & Accessories
90,2019-11-15,20102.0,Air Purifier Parts & Accessories
91,2019-11-16,20102.0,Air Purifier Parts & Accessories
92,2019-11-17,20102.0,Air Purifier Parts & Accessories
93,2019-11-18,20102.0,Air Purifier Parts & Accessories
94,2019-11-19,16425.0,Air Purifier Parts & Accessories
95,2019-11-20,16425.0,Air Purifier Parts & Accessories
96,2019-11-21,19669.0,Air Purifier Parts & Accessories
97,2019-11-22,19561.0,Air Purifier Parts & Accessories
98,2019-11-23,19561.0,Air Purifier Parts & Accessories
99,2019-11-24,19561.0,Air Purifier Parts & Accessories
100,2019-11-25,18514.0,Air Purifier Parts & Accessories
101,2019-11-26,19747.0,Air Purifier Parts & Accessories
102,2019-11-27,21361.0,Air Purifier Parts & Accessories
103,2019-11-28,21361.0,Air Purifier Parts & Accessories
104,2019-11-29,31378.0,Air Purifier Parts & Accessories
105,2019-11-30,31378.0,Air Purifier Parts & Accessories
106,2019-12-01,27948.0,Air Purifier Parts & Accessories
107,2019-12-02,27948.0,Air Purifier Parts & Accessories
108,2019-12-03,27948.0,Air Purifier Parts & Accessories
109,2019-12-04,27948.0,Air Purifier Parts & Accessories
110,2019-12-05,27948.0,Air Purifier Parts & Accessories
111,2019-12-06,27948.0,Air Purifier Parts & Accessories
112,2019-12-07,30586.0,Air Purifier Parts & Accessories
113,2019-12-08,30586.0,Air Purifier Parts & Accessories
114,2019-12-09,35108.0,Air Purifier Parts & Accessories
115,2019-12-10,35108.0,Air Purifier Parts & Accessories
116,2019-12-11,35108.0,Air Purifier Parts & Accessories
117,2019-12-12,38217.0,Air Purifier Parts & Accessories
118,2019-12-13,38217.0,Air Purifier Parts & Accessories
119,2019-12-14,38217.0,Air Purifier Parts & Accessories
120,2019-12-15,35683.0,Air Purifier Parts & Accessories
121,2019-12-16,35683.0,Air Purifier Parts & Accessories
122,2019-12-17,35683.0,Air Purifier Parts & Accessories
123,2019-12-18,35683.0,Air Purifier Parts & Accessories
124,2019-12-19,35683.0,Air Purifier Parts & Accessories
125,2019-12-20,35683.0,Air Purifier Parts & Accessories
126,2019-12-21,35683.0,Air Purifier Parts & Accessories
127,2019-12-22,32982.0,Air Purifier Parts & Accessories
128,2019-12-23,32982.0,Air Purifier Parts & Accessories
129,2019-12-24,32982.0,Air Purifier Parts & Accessories
130,2019-12-25,17824.0,Air Purifier Parts & Accessories
131,2019-12-26,17824.0,Air Purifier Parts & Accessories
132,2019-12-27,17824.0,Air Purifier Parts & Accessories
133,2019-12-28,17824.0,Air Purifier Parts & Accessories
134,2019-12-29,17824.0,Air Purifier Parts & Accessories
135,2019-12-30,16905.0,Air Purifier Parts & Accessories
136,2019-12-31,16905.0,Air Purifier Parts & Accessories
137,2020-01-01,16905.0,Air Purifier Parts & Accessories
138,2020-01-02,15361.0,Air Purifier Parts & Accessories
139,2020-01-03,15361.0,Air Purifier Parts & Accessories
140,2020-01-04,15361.0,Air Purifier Parts & Accessories
141,2020-01-05,15361.0,Air Purifier Parts & Accessories
142,2020-01-06,15361.0,Air Purifier Parts & Accessories
143,2020-01-07,15361.0,Air Purifier Parts & Accessories
144,2020-01-08,15361.0,Air Purifier Parts & Accessories
145,2020-01-09,12129.0,Air Purifier Parts & Accessories
146,2020-01-10,12129.0,Air Purifier Parts & Accessories
147,2020-01-11,12129.0,Air Purifier Parts & Accessories
148,2020-01-12,12129.0,Air Purifier Parts & Accessories
149,2020-01-13,12129.0,Air Purifier Parts & Accessories
150,2020-01-14,12129.0,Air Purifier Parts & Accessories
151,2020-01-15,14273.0,Air Purifier Parts & Accessories
152,2020-01-16,14273.0,Air Purifier Parts & Accessories
153,2020-01-17,14273.0,Air Purifier Parts & Accessories
154,2020-01-18,14273.0,Air Purifier Parts & Accessories
155,2020-01-19,13081.0,Air Purifier Parts & Accessories
156,2020-01-20,13081.0,Air Purifier Parts & Accessories
157,2020-01-21,13081.0,Air Purifier Parts & Accessories
158,2020-01-22,13187.0,Air Purifier Parts & Accessories
159,2020-01-23,13187.0,Air Purifier Parts & Accessories
160,2020-01-24,13187.0,Air Purifier Parts & Accessories
161,2020-01-25,17955.0,Air Purifier Parts & Accessories
162,2020-01-26,17955.0,Air Purifier Parts & Accessories
163,2020-01-27,17955.0,Air Purifier Parts & Accessories
164,2020-01-28,18003.0,Air Purifier Parts & Accessories
165,2020-01-29,18003.0,Air Purifier Parts & Accessories
166,2020-01-30,18003.0,Air Purifier Parts & Accessories
167,2020-01-31,18003.0,Air Purifier Parts & Accessories
168,2020-02-01,18003.0,Air Purifier Parts & Accessories
169,2020-02-02,13616.0,Air Purifier Parts & Accessories
170,2020-02-03,12518.0,Air Purifier Parts & Accessories
171,2020-02-04,15450.0,Air Purifier Parts & Accessories
172,2020-02-05,15450.0,Air Purifier Parts & Accessories
173,2020-02-06,15450.0,Air Purifier Parts & Accessories
174,2020-02-07,15450.0,Air Purifier Parts & Accessories
175,2020-02-08,15450.0,Air Purifier Parts & Accessories
176,2020-02-09,15450.0,Air Purifier Parts & Accessories
177,2020-02-10,8468.0,Air Purifier Parts & Accessories
178,2020-02-11,8468.0,Air Purifier Parts & Accessories
179,2020-02-12,8468.0,Air Purifier Parts & Accessories
180,2020-02-13,8468.0,Air Purifier Parts & Accessories
181,2020-02-14,8468.0,Air Purifier Parts & Accessories
182,2020-02-15,8468.0,Air Purifier Parts & Accessories
183,2020-02-16,8468.0,Air Purifier Parts & Accessories
184,2020-02-17,9925.0,Air Purifier Parts & Accessories
185,2020-02-18,9925.0,Air Purifier Parts & Accessories
186,2020-02-19,9925.0,Air Purifier Parts & Accessories
187,2020-02-20,13108.0,Air Purifier Parts & Accessories
188,2020-02-21,13108.0,Air Purifier Parts & Accessories
189,2020-02-22,7208.0,Air Purifier Parts & Accessories
190,2020-02-23,7208.0,Air Purifier Parts & Accessories
191,2020-02-24,7208.0,Air Purifier Parts & Accessories
192,2020-02-25,6954.0,Air Purifier Parts & Accessories
193,2020-02-26,6954.0,Air Purifier Parts & Accessories
194,2020-02-27,6954.0,Air Purifier Parts & Accessories
195,2020-02-28,6954.0,Air Purifier Parts & Accessories
196,2020-02-29,12938.0,Air Purifier Parts & Accessories
197,2020-03-01,12938.0,Air Purifier Parts & Accessories
198,2020-03-02,12938.0,Air Purifier Parts & Accessories
199,2020-03-03,12938.0,Air Purifier Parts & Accessories
200,2020-03-04,14636.0,Air Purifier Parts & Accessories
201,2020-03-05,14636.0,Air Purifier Parts & Accessories
202,2020-03-06,14636.0,Air Purifier Parts & Accessories
203,2020-03-07,14767.0,Air Purifier Parts & Accessories
204,2020-03-08,14767.0,Air Purifier Parts & Accessories
205,2020-03-09,14767.0,Air Purifier Parts & Accessories
206,2020-03-10,10583.0,Air Purifier Parts & Accessories
207,2020-03-11,10583.0,Air Purifier Parts & Accessories
208,2020-03-12,10583.0,Air Purifier Parts & Accessories
209,2020-03-13,10583.0,Air Purifier Parts & Accessories
210,2020-03-14,10583.0,Air Purifier Parts & Accessories
211,2020-03-15,6508.0,Air Purifier Parts & Accessories
212,2020-03-16,5057.0,Air Purifier Parts & Accessories
213,2020-03-17,5057.0,Air Purifier Parts & Accessories
214,2020-03-18,4675.0,Air Purifier Parts & Accessories
215,2020-03-19,4675.0,Air Purifier Parts & Accessories
216,2020-03-20,4675.0,Air Purifier Parts & Accessories
217,2020-03-21,4675.0,Air Purifier Parts & Accessories
218,2020-03-22,4675.0,Air Purifier Parts & Accessories
219,2020-03-23,3852.0,Air Purifier Parts & Accessories
220,2020-03-24,3852.0,Air Purifier Parts & Accessories
221,2020-03-25,3852.0,Air Purifier Parts & Accessories
222,2020-03-26,4910.0,Air Purifier Parts & Accessories
223,2020-03-27,4722.0,Air Purifier Parts & Accessories
224,2020-03-28,4722.0,Air Purifier Parts & Accessories
225,2020-03-29,4722.0,Air Purifier Parts & Accessories
226,2020-03-30,4783.0,Air Purifier Parts & Accessories
227,2020-03-31,4677.0,Air Purifier Parts & Accessories
228,2020-04-01,3858.0,Air Purifier Parts & Accessories
229,2020-04-02,3858.0,Air Purifier Parts & Accessories
230,2020-04-03,2900.0,Air Purifier Parts & Accessories
231,2020-04-04,2148.0,Air Purifier Parts & Accessories
232,2020-04-05,2148.0,Air Purifier Parts & Accessories
233,2020-04-06,3243.0,Air Purifier Parts & Accessories
234,2020-04-07,3243.0,Air Purifier Parts & Accessories
235,2020-04-08,4737.0,Air Purifier Parts & Accessories
236,2020-04-09,4737.0,Air Purifier Parts & Accessories
237,2020-04-10,3502.0,Air Purifier Parts & Accessories
238,2020-04-11,3502.0,Air Purifier Parts & Accessories
239,2020-04-12,3502.0,Air Purifier Parts & Accessories
240,2020-04-13,3904.0,Air Purifier Parts & Accessories
241,2020-04-14,3562.0,Air Purifier Parts & Accessories
242,2020-04-15,4901.0,Air Purifier Parts & Accessories
243,2020-04-16,7023.0,Air Purifier Parts & Accessories
244,2020-04-17,7023.0,Air Purifier Parts & Accessories
245,2020-04-18,7023.0,Air Purifier Parts & Accessories
246,2020-04-19,9283.0,Air Purifier Parts & Accessories
247,2020-04-20,9283.0,Air Purifier Parts & Accessories
248,2020-04-21,9077.0,Air Purifier Parts & Accessories
249,2020-04-22,9077.0,Air Purifier Parts & Accessories
250,2020-04-23,9228.0,Air Purifier Parts & Accessories
251,2020-04-24,11641.0,Air Purifier Parts & Accessories
252,2020-04-25,11641.0,Air Purifier Parts & Accessories
253,2020-04-26,11641.0,Air Purifier Parts & Accessories
254,2020-04-27,11641.0,Air Purifier Parts & Accessories
255,2020-04-28,11641.0,Air Purifier Parts & Accessories
256,2020-04-29,56689.0,Air Purifier Parts & Accessories
257,2020-04-30,56689.0,Air Purifier Parts & Accessories
258,2020-05-01,56689.0,Air Purifier Parts & Accessories
259,2020-05-02,56689.0,Air Purifier Parts & Accessories
260,2020-05-03,56689.0,Air Purifier Parts & Accessories
261,2020-05-04,56689.0,Air Purifier Parts & Accessories
262,2020-05-05,56689.0,Air Purifier Parts & Accessories
263,2020-05-06,56689.0,Air Purifier Parts & Accessories
264,2020-05-07,56689.0,Air Purifier Parts & Accessories
265,2020-05-08,111273.0,Air Purifier Parts & Accessories
266,2020-05-09,111273.0,Air Purifier Parts & Accessories
267,2020-05-10,124167.0,Air Purifier Parts & Accessories
268,2020-05-11,124167.0,Air Purifier Parts & Accessories
269,2020-05-12,124167.0,Air Purifier Parts & Accessories
270,2020-05-13,124167.0,Air Purifier Parts & Accessories
271,2020-05-14,124167.0,Air Purifier Parts & Accessories
272,2020-05-15,124167.0,Air Purifier Parts & Accessories
