,date,value,name_B082J3KLHH
0,2020-07-01,155199.0,POS & Register Rolls
1,2020-07-02,155199.0,POS & Register Rolls
2,2020-07-03,155199.0,POS & Register Rolls
3,2020-07-04,155199.0,POS & Register Rolls
4,2020-07-05,121126.0,POS & Register Rolls
5,2020-07-06,121126.0,POS & Register Rolls
6,2020-07-07,121126.0,POS & Register Rolls
7,2020-07-08,121126.0,POS & Register Rolls
8,2020-07-09,121126.0,POS & Register Rolls
9,2020-07-10,121126.0,POS & Register Rolls
10,2020-07-11,121126.0,POS & Register Rolls
11,2020-07-12,121126.0,POS & Register Rolls
12,2020-07-13,121126.0,POS & Register Rolls
13,2020-07-14,121126.0,POS & Register Rolls
14,2020-07-15,121126.0,POS & Register Rolls
15,2020-07-16,121126.0,POS & Register Rolls
16,2020-07-17,121126.0,POS & Register Rolls
17,2020-07-18,121126.0,POS & Register Rolls
18,2020-07-19,121126.0,POS & Register Rolls
19,2020-07-20,121126.0,POS & Register Rolls
20,2020-07-21,121126.0,POS & Register Rolls
21,2020-07-22,121126.0,POS & Register Rolls
22,2020-07-23,121126.0,POS & Register Rolls
23,2020-07-24,121126.0,POS & Register Rolls
24,2020-07-25,121126.0,POS & Register Rolls
25,2020-07-26,121126.0,POS & Register Rolls
26,2020-07-27,121126.0,POS & Register Rolls
27,2020-07-28,121126.0,POS & Register Rolls
28,2020-07-29,121126.0,POS & Register Rolls
29,2020-07-30,121126.0,POS & Register Rolls
30,2020-07-31,121126.0,POS & Register Rolls
31,2020-08-01,121126.0,POS & Register Rolls
32,2020-08-02,121126.0,POS & Register Rolls
33,2020-08-03,121126.0,POS & Register Rolls
34,2020-08-04,121126.0,POS & Register Rolls
35,2020-08-05,759.0,POS & Register Rolls
36,2020-08-06,685.0,POS & Register Rolls
37,2020-08-07,685.0,POS & Register Rolls
38,2020-08-08,685.0,POS & Register Rolls
39,2020-08-09,1008.0,POS & Register Rolls
40,2020-08-10,1008.0,POS & Register Rolls
41,2020-08-11,865.0,POS & Register Rolls
42,2020-08-12,865.0,POS & Register Rolls
43,2020-08-13,826.0,POS & Register Rolls
44,2020-08-14,823.0,POS & Register Rolls
45,2020-08-15,868.0,POS & Register Rolls
46,2020-08-16,868.0,POS & Register Rolls
47,2020-08-17,1528.0,POS & Register Rolls
48,2020-08-18,1528.0,POS & Register Rolls
49,2020-08-19,989.0,POS & Register Rolls
50,2020-08-20,881.0,POS & Register Rolls
51,2020-08-21,881.0,POS & Register Rolls
52,2020-08-22,901.0,POS & Register Rolls
53,2020-08-23,901.0,POS & Register Rolls
54,2020-08-24,1405.0,POS & Register Rolls
55,2020-08-25,1405.0,POS & Register Rolls
56,2020-08-26,1405.0,POS & Register Rolls
57,2020-08-27,878.0,POS & Register Rolls
58,2020-08-28,878.0,POS & Register Rolls
59,2020-08-29,878.0,POS & Register Rolls
60,2020-08-30,1036.0,POS & Register Rolls
61,2020-08-31,1578.0,POS & Register Rolls
62,2020-09-01,1578.0,POS & Register Rolls
63,2020-09-02,852.0,POS & Register Rolls
64,2020-09-03,852.0,POS & Register Rolls
65,2020-09-04,852.0,POS & Register Rolls
66,2020-09-05,689.0,POS & Register Rolls
67,2020-09-06,689.0,POS & Register Rolls
68,2020-09-07,689.0,POS & Register Rolls
69,2020-09-08,993.0,POS & Register Rolls
70,2020-09-09,993.0,POS & Register Rolls
71,2020-09-10,702.0,POS & Register Rolls
72,2020-09-11,626.0,POS & Register Rolls
73,2020-09-12,626.0,POS & Register Rolls
74,2020-09-13,623.0,POS & Register Rolls
75,2020-09-14,623.0,POS & Register Rolls
76,2020-09-15,623.0,POS & Register Rolls
77,2020-09-16,452.0,POS & Register Rolls
78,2020-09-17,452.0,POS & Register Rolls
79,2020-09-18,491.0,POS & Register Rolls
80,2020-09-19,491.0,POS & Register Rolls
81,2020-09-20,443.0,POS & Register Rolls
82,2020-09-21,443.0,POS & Register Rolls
83,2020-09-22,565.0,POS & Register Rolls
84,2020-09-23,565.0,POS & Register Rolls
85,2020-09-24,565.0,POS & Register Rolls
86,2020-09-25,443.0,POS & Register Rolls
87,2020-09-26,392.0,POS & Register Rolls
88,2020-09-27,541.0,POS & Register Rolls
89,2020-09-28,541.0,POS & Register Rolls
90,2020-09-29,759.0,POS & Register Rolls
91,2020-09-30,774.0,POS & Register Rolls
92,2020-10-01,774.0,POS & Register Rolls
93,2020-10-02,774.0,POS & Register Rolls
94,2020-10-03,668.0,POS & Register Rolls
95,2020-10-04,748.0,POS & Register Rolls
96,2020-10-05,748.0,POS & Register Rolls
97,2020-10-06,748.0,POS & Register Rolls
98,2020-10-07,550.0,POS & Register Rolls
99,2020-10-08,434.0,POS & Register Rolls
100,2020-10-09,434.0,POS & Register Rolls
101,2020-10-10,434.0,POS & Register Rolls
102,2020-10-11,531.0,POS & Register Rolls
103,2020-10-12,649.0,POS & Register Rolls
104,2020-10-13,649.0,POS & Register Rolls
105,2020-10-14,642.0,POS & Register Rolls
106,2020-10-15,642.0,POS & Register Rolls
107,2020-10-16,642.0,POS & Register Rolls
108,2020-10-17,454.0,POS & Register Rolls
109,2020-10-18,454.0,POS & Register Rolls
110,2020-10-19,454.0,POS & Register Rolls
111,2020-10-20,366.0,POS & Register Rolls
112,2020-10-21,366.0,POS & Register Rolls
113,2020-10-22,443.0,POS & Register Rolls
114,2020-10-23,385.0,POS & Register Rolls
115,2020-10-24,385.0,POS & Register Rolls
116,2020-10-25,566.0,POS & Register Rolls
117,2020-10-26,839.0,POS & Register Rolls
118,2020-10-27,839.0,POS & Register Rolls
119,2020-10-28,537.0,POS & Register Rolls
120,2020-10-29,505.0,POS & Register Rolls
121,2020-10-30,505.0,POS & Register Rolls
122,2020-10-31,505.0,POS & Register Rolls
123,2020-11-01,618.0,POS & Register Rolls
124,2020-11-02,618.0,POS & Register Rolls
125,2020-11-03,591.0,POS & Register Rolls
126,2020-11-04,616.0,POS & Register Rolls
127,2020-11-05,616.0,POS & Register Rolls
128,2020-11-06,616.0,POS & Register Rolls
129,2020-11-07,471.0,POS & Register Rolls
130,2020-11-08,471.0,POS & Register Rolls
131,2020-11-09,471.0,POS & Register Rolls
132,2020-11-10,647.0,POS & Register Rolls
133,2020-11-11,647.0,POS & Register Rolls
134,2020-11-12,566.0,POS & Register Rolls
135,2020-11-13,580.0,POS & Register Rolls
136,2020-11-14,580.0,POS & Register Rolls
137,2020-11-15,580.0,POS & Register Rolls
138,2020-11-16,1171.0,POS & Register Rolls
139,2020-11-17,1171.0,POS & Register Rolls
140,2020-11-18,1171.0,POS & Register Rolls
141,2020-11-19,561.0,POS & Register Rolls
142,2020-11-20,561.0,POS & Register Rolls
143,2020-11-21,561.0,POS & Register Rolls
144,2020-11-22,805.0,POS & Register Rolls
145,2020-11-23,1071.0,POS & Register Rolls
146,2020-11-24,1071.0,POS & Register Rolls
147,2020-11-25,688.0,POS & Register Rolls
148,2020-11-26,688.0,POS & Register Rolls
149,2020-11-27,688.0,POS & Register Rolls
150,2020-11-28,1173.0,POS & Register Rolls
151,2020-11-29,1173.0,POS & Register Rolls
152,2020-11-30,1173.0,POS & Register Rolls
153,2020-12-01,1364.0,POS & Register Rolls
154,2020-12-02,1364.0,POS & Register Rolls
155,2020-12-03,1116.0,POS & Register Rolls
156,2020-12-04,1116.0,POS & Register Rolls
157,2020-12-05,1173.0,POS & Register Rolls
158,2020-12-06,1383.0,POS & Register Rolls
159,2020-12-07,1383.0,POS & Register Rolls
160,2020-12-08,1145.0,POS & Register Rolls
161,2020-12-09,1145.0,POS & Register Rolls
162,2020-12-10,1197.0,POS & Register Rolls
163,2020-12-11,1197.0,POS & Register Rolls
164,2020-12-12,1175.0,POS & Register Rolls
165,2020-12-13,1212.0,POS & Register Rolls
166,2020-12-14,2025.0,POS & Register Rolls
167,2020-12-15,1112.0,POS & Register Rolls
168,2020-12-16,1080.0,POS & Register Rolls
169,2020-12-17,964.0,POS & Register Rolls
170,2020-12-18,992.0,POS & Register Rolls
171,2020-12-19,1139.0,POS & Register Rolls
172,2020-12-20,1371.0,POS & Register Rolls
173,2020-12-21,1545.0,POS & Register Rolls
174,2020-12-22,1038.0,POS & Register Rolls
175,2020-12-23,1038.0,POS & Register Rolls
176,2020-12-24,704.0,POS & Register Rolls
177,2020-12-25,744.0,POS & Register Rolls
178,2020-12-26,1140.0,POS & Register Rolls
179,2020-12-27,1259.0,POS & Register Rolls
180,2020-12-28,1539.0,POS & Register Rolls
181,2020-12-29,782.0,POS & Register Rolls
182,2020-12-30,687.0,POS & Register Rolls
183,2020-12-31,744.0,POS & Register Rolls
184,2021-01-01,629.0,POS & Register Rolls
185,2021-01-02,1233.0,POS & Register Rolls
186,2021-01-03,1233.0,POS & Register Rolls
187,2021-01-04,1762.0,POS & Register Rolls
188,2021-01-05,961.0,POS & Register Rolls
189,2021-01-06,961.0,POS & Register Rolls
190,2021-01-07,911.0,POS & Register Rolls
191,2021-01-08,822.0,POS & Register Rolls
192,2021-01-09,968.0,POS & Register Rolls
193,2021-01-10,968.0,POS & Register Rolls
194,2021-01-11,1466.0,POS & Register Rolls
195,2021-01-12,1466.0,POS & Register Rolls
196,2021-01-13,816.0,POS & Register Rolls
197,2021-01-14,629.0,POS & Register Rolls
198,2021-01-15,728.0,POS & Register Rolls
199,2021-01-16,786.0,POS & Register Rolls
200,2021-01-17,1045.0,POS & Register Rolls
201,2021-01-18,1291.0,POS & Register Rolls
202,2021-01-19,874.0,POS & Register Rolls
203,2021-01-20,797.0,POS & Register Rolls
204,2021-01-21,729.0,POS & Register Rolls
205,2021-01-22,729.0,POS & Register Rolls
206,2021-01-23,729.0,POS & Register Rolls
207,2021-01-24,987.0,POS & Register Rolls
208,2021-01-25,1225.0,POS & Register Rolls
209,2021-01-26,1070.0,POS & Register Rolls
210,2021-01-27,1029.0,POS & Register Rolls
211,2021-01-28,1029.0,POS & Register Rolls
212,2021-01-29,914.0,POS & Register Rolls
213,2021-01-30,914.0,POS & Register Rolls
214,2021-01-31,914.0,POS & Register Rolls
215,2021-02-01,1531.0,POS & Register Rolls
216,2021-02-02,1151.0,POS & Register Rolls
217,2021-02-03,1151.0,POS & Register Rolls
218,2021-02-04,1055.0,POS & Register Rolls
219,2021-02-05,1055.0,POS & Register Rolls
220,2021-02-06,1055.0,POS & Register Rolls
221,2021-02-07,1280.0,POS & Register Rolls
222,2021-02-08,1280.0,POS & Register Rolls
223,2021-02-09,1280.0,POS & Register Rolls
224,2021-02-10,911.0,POS & Register Rolls
225,2021-02-11,911.0,POS & Register Rolls
226,2021-02-12,911.0,POS & Register Rolls
227,2021-02-13,650.0,POS & Register Rolls
228,2021-02-14,781.0,POS & Register Rolls
229,2021-02-15,781.0,POS & Register Rolls
230,2021-02-16,786.0,POS & Register Rolls
231,2021-02-17,786.0,POS & Register Rolls
232,2021-02-18,603.0,POS & Register Rolls
233,2021-02-19,638.0,POS & Register Rolls
234,2021-02-20,638.0,POS & Register Rolls
235,2021-02-21,638.0,POS & Register Rolls
236,2021-02-22,1052.0,POS & Register Rolls
237,2021-02-23,701.0,POS & Register Rolls
238,2021-02-24,701.0,POS & Register Rolls
239,2021-02-25,713.0,POS & Register Rolls
240,2021-02-26,616.0,POS & Register Rolls
241,2021-02-27,706.0,POS & Register Rolls
242,2021-02-28,923.0,POS & Register Rolls
243,2021-03-01,997.0,POS & Register Rolls
244,2021-03-02,997.0,POS & Register Rolls
245,2021-03-03,997.0,POS & Register Rolls
246,2021-03-04,742.0,POS & Register Rolls
247,2021-03-05,742.0,POS & Register Rolls
248,2021-03-06,673.0,POS & Register Rolls
249,2021-03-07,811.0,POS & Register Rolls
250,2021-03-08,892.0,POS & Register Rolls
251,2021-03-09,892.0,POS & Register Rolls
252,2021-03-10,606.0,POS & Register Rolls
253,2021-03-11,606.0,POS & Register Rolls
254,2021-03-12,606.0,POS & Register Rolls
255,2021-03-13,623.0,POS & Register Rolls
256,2021-03-14,623.0,POS & Register Rolls
257,2021-03-15,1018.0,POS & Register Rolls
258,2021-03-16,611.0,POS & Register Rolls
259,2021-03-17,682.0,POS & Register Rolls
260,2021-03-18,682.0,POS & Register Rolls
261,2021-03-19,699.0,POS & Register Rolls
262,2021-03-20,699.0,POS & Register Rolls
263,2021-03-21,699.0,POS & Register Rolls
264,2021-03-22,1017.0,POS & Register Rolls
265,2021-03-23,1017.0,POS & Register Rolls
266,2021-03-24,1017.0,POS & Register Rolls
267,2021-03-25,744.0,POS & Register Rolls
268,2021-03-26,744.0,POS & Register Rolls
269,2021-03-27,744.0,POS & Register Rolls
270,2021-03-28,862.0,POS & Register Rolls
271,2021-03-29,862.0,POS & Register Rolls
272,2021-03-30,862.0,POS & Register Rolls
273,2021-03-31,525.0,POS & Register Rolls
274,2021-04-01,525.0,POS & Register Rolls
275,2021-04-02,493.0,POS & Register Rolls
276,2021-04-03,493.0,POS & Register Rolls
277,2021-04-04,493.0,POS & Register Rolls
278,2021-04-05,783.0,POS & Register Rolls
279,2021-04-06,562.0,POS & Register Rolls
280,2021-04-07,562.0,POS & Register Rolls
281,2021-04-08,548.0,POS & Register Rolls
282,2021-04-09,548.0,POS & Register Rolls
283,2021-04-10,535.0,POS & Register Rolls
284,2021-04-11,535.0,POS & Register Rolls
285,2021-04-12,535.0,POS & Register Rolls
286,2021-04-13,566.0,POS & Register Rolls
287,2021-04-14,566.0,POS & Register Rolls
288,2021-04-15,604.0,POS & Register Rolls
289,2021-04-16,604.0,POS & Register Rolls
290,2021-04-17,542.0,POS & Register Rolls
291,2021-04-18,627.0,POS & Register Rolls
292,2021-04-19,627.0,POS & Register Rolls
293,2021-04-20,604.0,POS & Register Rolls
294,2021-04-21,604.0,POS & Register Rolls
295,2021-04-22,446.0,POS & Register Rolls
296,2021-04-23,584.0,POS & Register Rolls
297,2021-04-24,570.0,POS & Register Rolls
298,2021-04-25,570.0,POS & Register Rolls
299,2021-04-26,570.0,POS & Register Rolls
300,2021-04-27,533.0,POS & Register Rolls
301,2021-04-28,533.0,POS & Register Rolls
302,2021-04-29,489.0,POS & Register Rolls
303,2021-04-30,489.0,POS & Register Rolls
304,2021-05-01,561.0,POS & Register Rolls
305,2021-05-02,561.0,POS & Register Rolls
306,2021-05-03,810.0,POS & Register Rolls
307,2021-05-04,810.0,POS & Register Rolls
308,2021-05-05,810.0,POS & Register Rolls
309,2021-05-06,471.0,POS & Register Rolls
310,2021-05-07,471.0,POS & Register Rolls
311,2021-05-08,471.0,POS & Register Rolls
312,2021-05-09,418.0,POS & Register Rolls
313,2021-05-10,418.0,POS & Register Rolls
314,2021-05-11,447.0,POS & Register Rolls
315,2021-05-12,447.0,POS & Register Rolls
316,2021-05-13,383.0,POS & Register Rolls
317,2021-05-14,383.0,POS & Register Rolls
318,2021-05-15,398.0,POS & Register Rolls
319,2021-05-16,398.0,POS & Register Rolls
320,2021-05-17,553.0,POS & Register Rolls
321,2021-05-18,553.0,POS & Register Rolls
322,2021-05-19,553.0,POS & Register Rolls
323,2021-05-20,452.0,POS & Register Rolls
324,2021-05-21,452.0,POS & Register Rolls
325,2021-05-22,452.0,POS & Register Rolls
326,2021-05-23,523.0,POS & Register Rolls
327,2021-05-24,523.0,POS & Register Rolls
328,2021-05-25,500.0,POS & Register Rolls
329,2021-05-26,500.0,POS & Register Rolls
330,2021-05-27,476.0,POS & Register Rolls
331,2021-05-28,476.0,POS & Register Rolls
332,2021-05-29,525.0,POS & Register Rolls
333,2021-05-30,581.0,POS & Register Rolls
334,2021-05-31,581.0,POS & Register Rolls
335,2021-06-01,416.0,POS & Register Rolls
336,2021-06-02,416.0,POS & Register Rolls
337,2021-06-03,446.0,POS & Register Rolls
338,2021-06-04,446.0,POS & Register Rolls
339,2021-06-05,384.0,POS & Register Rolls
340,2021-06-06,384.0,POS & Register Rolls
341,2021-06-07,557.0,POS & Register Rolls
342,2021-06-08,557.0,POS & Register Rolls
343,2021-06-09,320.0,POS & Register Rolls
344,2021-06-10,320.0,POS & Register Rolls
345,2021-06-11,345.0,POS & Register Rolls
346,2021-06-12,345.0,POS & Register Rolls
347,2021-06-13,537.0,POS & Register Rolls
348,2021-06-14,537.0,POS & Register Rolls
349,2021-06-15,537.0,POS & Register Rolls
350,2021-06-16,376.0,POS & Register Rolls
351,2021-06-17,515.0,POS & Register Rolls
352,2021-06-18,515.0,POS & Register Rolls
353,2021-06-19,457.0,POS & Register Rolls
354,2021-06-20,457.0,POS & Register Rolls
355,2021-06-21,661.0,POS & Register Rolls
356,2021-06-22,684.0,POS & Register Rolls
357,2021-06-23,684.0,POS & Register Rolls
358,2021-06-24,317.0,POS & Register Rolls
359,2021-06-25,317.0,POS & Register Rolls
360,2021-06-26,311.0,POS & Register Rolls
361,2021-06-27,311.0,POS & Register Rolls
362,2021-06-28,311.0,POS & Register Rolls
363,2021-06-29,450.0,POS & Register Rolls
364,2021-06-30,450.0,POS & Register Rolls
365,2021-07-01,450.0,POS & Register Rolls
366,2021-07-02,383.0,POS & Register Rolls
367,2021-07-03,383.0,POS & Register Rolls
368,2021-07-04,398.0,POS & Register Rolls
369,2021-07-05,444.0,POS & Register Rolls
370,2021-07-06,511.0,POS & Register Rolls
371,2021-07-07,511.0,POS & Register Rolls
372,2021-07-08,397.0,POS & Register Rolls
373,2021-07-09,419.0,POS & Register Rolls
374,2021-07-10,426.0,POS & Register Rolls
