,date,value,name_B0127CJN6U
114,2018-11-02,87537.0,Kitchen & Dining Features
115,2018-11-03,74150.0,Kitchen & Dining Features
116,2018-11-04,74150.0,Kitchen & Dining Features
117,2018-11-05,74150.0,Kitchen & Dining Features
118,2018-11-06,157107.0,Kitchen & Dining Features
119,2018-11-07,157107.0,Kitchen & Dining Features
120,2018-11-08,157107.0,Kitchen & Dining Features
121,2018-11-09,157107.0,Kitchen & Dining Features
122,2018-11-10,79213.0,Kitchen & Dining Features
123,2018-11-11,79213.0,Kitchen & Dining Features
124,2018-11-12,79213.0,Kitchen & Dining Features
125,2018-11-13,107754.0,Kitchen & Dining Features
126,2018-11-14,66857.0,Kitchen & Dining Features
127,2018-11-15,66857.0,Kitchen & Dining Features
128,2018-11-16,66857.0,Kitchen & Dining Features
129,2018-11-17,102812.0,Kitchen & Dining Features
130,2018-11-18,102812.0,Kitchen & Dining Features
131,2018-11-19,102812.0,Kitchen & Dining Features
132,2018-11-20,115858.0,Kitchen & Dining Features
133,2018-11-21,90531.0,Kitchen & Dining Features
134,2018-11-22,90531.0,Kitchen & Dining Features
135,2018-11-23,90531.0,Kitchen & Dining Features
136,2018-11-24,90531.0,Kitchen & Dining Features
137,2018-11-25,79787.0,Kitchen & Dining Features
138,2018-11-26,81113.0,Kitchen & Dining Features
139,2018-11-27,81113.0,Kitchen & Dining Features
140,2018-11-28,124832.0,Kitchen & Dining Features
141,2018-11-29,124832.0,Kitchen & Dining Features
142,2018-11-30,110853.0,Kitchen & Dining Features
143,2018-12-01,110853.0,Kitchen & Dining Features
144,2018-12-02,175712.0,Kitchen & Dining Features
145,2018-12-03,175712.0,Kitchen & Dining Features
146,2018-12-04,128193.0,Kitchen & Dining Features
147,2018-12-05,128193.0,Kitchen & Dining Features
148,2018-12-06,118746.0,Kitchen & Dining Features
149,2018-12-07,118746.0,Kitchen & Dining Features
150,2018-12-08,118746.0,Kitchen & Dining Features
151,2018-12-09,115546.0,Kitchen & Dining Features
152,2018-12-10,115546.0,Kitchen & Dining Features
153,2018-12-11,107188.0,Kitchen & Dining Features
154,2018-12-12,107188.0,Kitchen & Dining Features
155,2018-12-13,107188.0,Kitchen & Dining Features
156,2018-12-14,102212.0,Kitchen & Dining Features
157,2018-12-15,109679.0,Kitchen & Dining Features
158,2018-12-16,108953.0,Kitchen & Dining Features
159,2018-12-17,106407.0,Kitchen & Dining Features
160,2018-12-18,106407.0,Kitchen & Dining Features
161,2018-12-19,106407.0,Kitchen & Dining Features
162,2018-12-20,106407.0,Kitchen & Dining Features
163,2018-12-21,111646.0,Kitchen & Dining Features
164,2018-12-22,109280.0,Kitchen & Dining Features
165,2018-12-23,109280.0,Kitchen & Dining Features
166,2018-12-24,94771.0,Kitchen & Dining Features
167,2018-12-25,94771.0,Kitchen & Dining Features
168,2018-12-26,99065.0,Kitchen & Dining Features
169,2018-12-27,99065.0,Kitchen & Dining Features
170,2018-12-28,103053.0,Kitchen & Dining Features
171,2018-12-29,103053.0,Kitchen & Dining Features
172,2018-12-30,80137.0,Kitchen & Dining Features
173,2018-12-31,80137.0,Kitchen & Dining Features
174,2019-01-01,80137.0,Kitchen & Dining Features
175,2019-01-02,80137.0,Kitchen & Dining Features
176,2019-01-03,90470.0,Kitchen & Dining Features
177,2019-01-04,90470.0,Kitchen & Dining Features
178,2019-01-05,90470.0,Kitchen & Dining Features
179,2019-01-06,69585.0,Kitchen & Dining Features
180,2019-01-07,69585.0,Kitchen & Dining Features
181,2019-01-08,69585.0,Kitchen & Dining Features
182,2019-01-09,69585.0,Kitchen & Dining Features
183,2019-01-10,75599.0,Kitchen & Dining Features
184,2019-01-11,75599.0,Kitchen & Dining Features
185,2019-01-12,68150.0,Kitchen & Dining Features
186,2019-01-13,68150.0,Kitchen & Dining Features
187,2019-01-14,74521.0,Kitchen & Dining Features
188,2019-01-15,74521.0,Kitchen & Dining Features
189,2019-01-16,74521.0,Kitchen & Dining Features
190,2019-01-17,71365.0,Kitchen & Dining Features
191,2019-01-18,71365.0,Kitchen & Dining Features
192,2019-01-19,71365.0,Kitchen & Dining Features
193,2019-01-20,62610.0,Kitchen & Dining Features
194,2019-01-21,95591.0,Kitchen & Dining Features
195,2019-01-22,95591.0,Kitchen & Dining Features
196,2019-01-23,95591.0,Kitchen & Dining Features
197,2019-01-24,95591.0,Kitchen & Dining Features
198,2019-01-25,95591.0,Kitchen & Dining Features
199,2019-01-26,34150.0,Kitchen & Dining Features
200,2019-01-27,34150.0,Kitchen & Dining Features
201,2019-01-28,34150.0,Kitchen & Dining Features
202,2019-01-29,34150.0,Kitchen & Dining Features
203,2019-01-30,47459.0,Kitchen & Dining Features
204,2019-01-31,57120.0,Kitchen & Dining Features
205,2019-02-01,57120.0,Kitchen & Dining Features
206,2019-02-02,73142.0,Kitchen & Dining Features
207,2019-02-03,73142.0,Kitchen & Dining Features
208,2019-02-04,73142.0,Kitchen & Dining Features
209,2019-02-05,52144.0,Kitchen & Dining Features
210,2019-02-06,46851.0,Kitchen & Dining Features
211,2019-02-07,42608.0,Kitchen & Dining Features
212,2019-02-08,61331.0,Kitchen & Dining Features
213,2019-02-09,57245.0,Kitchen & Dining Features
214,2019-02-10,57245.0,Kitchen & Dining Features
215,2019-02-11,30776.0,Kitchen & Dining Features
216,2019-02-12,49975.0,Kitchen & Dining Features
217,2019-02-13,56225.0,Kitchen & Dining Features
218,2019-02-14,47133.0,Kitchen & Dining Features
219,2019-02-15,81953.0,Kitchen & Dining Features
220,2019-02-16,81953.0,Kitchen & Dining Features
221,2019-02-17,81953.0,Kitchen & Dining Features
222,2019-02-18,55052.0,Kitchen & Dining Features
223,2019-02-19,49660.0,Kitchen & Dining Features
224,2019-02-20,92454.0,Kitchen & Dining Features
225,2019-02-21,92454.0,Kitchen & Dining Features
226,2019-02-22,131883.0,Kitchen & Dining Features
227,2019-02-23,115302.0,Kitchen & Dining Features
228,2019-02-24,136650.0,Kitchen & Dining Features
229,2019-02-25,98996.0,Kitchen & Dining Features
230,2019-02-26,98996.0,Kitchen & Dining Features
231,2019-02-27,98996.0,Kitchen & Dining Features
232,2019-02-28,98996.0,Kitchen & Dining Features
233,2019-03-01,148336.0,Kitchen & Dining Features
234,2019-03-02,126136.0,Kitchen & Dining Features
235,2019-03-03,172033.0,Kitchen & Dining Features
236,2019-03-04,172033.0,Kitchen & Dining Features
237,2019-03-05,172033.0,Kitchen & Dining Features
238,2019-03-06,172033.0,Kitchen & Dining Features
239,2019-03-07,172033.0,Kitchen & Dining Features
240,2019-03-08,172033.0,Kitchen & Dining Features
241,2019-03-09,172033.0,Kitchen & Dining Features
242,2019-03-10,90734.0,Kitchen & Dining Features
243,2019-03-11,90734.0,Kitchen & Dining Features
244,2019-03-12,90734.0,Kitchen & Dining Features
245,2019-03-13,90734.0,Kitchen & Dining Features
246,2019-03-14,90734.0,Kitchen & Dining Features
247,2019-03-15,90734.0,Kitchen & Dining Features
248,2019-03-16,90734.0,Kitchen & Dining Features
249,2019-03-17,90734.0,Kitchen & Dining Features
250,2019-03-18,153039.0,Kitchen & Dining Features
251,2019-03-19,61381.0,Kitchen & Dining Features
252,2019-03-20,61381.0,Kitchen & Dining Features
253,2019-03-21,61381.0,Kitchen & Dining Features
254,2019-03-22,61381.0,Kitchen & Dining Features
255,2019-03-23,61381.0,Kitchen & Dining Features
256,2019-03-24,61381.0,Kitchen & Dining Features
257,2019-03-25,61381.0,Kitchen & Dining Features
258,2019-03-26,77145.0,Kitchen & Dining Features
259,2019-03-27,77145.0,Kitchen & Dining Features
260,2019-03-28,77145.0,Kitchen & Dining Features
261,2019-03-29,77145.0,Kitchen & Dining Features
262,2019-03-30,77145.0,Kitchen & Dining Features
263,2019-03-31,195275.0,Kitchen & Dining Features
264,2019-04-01,195275.0,Kitchen & Dining Features
265,2019-04-02,195275.0,Kitchen & Dining Features
266,2019-04-03,87389.0,Kitchen & Dining Features
267,2019-04-04,87389.0,Kitchen & Dining Features
268,2019-04-05,153323.0,Kitchen & Dining Features
269,2019-04-06,153323.0,Kitchen & Dining Features
270,2019-04-07,87972.0,Kitchen & Dining Features
271,2019-04-08,87972.0,Kitchen & Dining Features
272,2019-04-09,68485.0,Kitchen & Dining Features
273,2019-04-10,68485.0,Kitchen & Dining Features
274,2019-04-11,68485.0,Kitchen & Dining Features
275,2019-04-12,68485.0,Kitchen & Dining Features
276,2019-04-13,68485.0,Kitchen & Dining Features
277,2019-04-14,68485.0,Kitchen & Dining Features
278,2019-04-15,68485.0,Kitchen & Dining Features
279,2019-04-16,68485.0,Kitchen & Dining Features
280,2019-04-17,275890.0,Kitchen & Dining Features
281,2019-04-18,275890.0,Kitchen & Dining Features
282,2019-04-19,275890.0,Kitchen & Dining Features
283,2019-04-20,234057.0,Kitchen & Dining Features
284,2019-04-21,234057.0,Kitchen & Dining Features
285,2019-04-22,181320.0,Kitchen & Dining Features
286,2019-04-23,181320.0,Kitchen & Dining Features
287,2019-04-24,181320.0,Kitchen & Dining Features
288,2019-04-25,262689.0,Kitchen & Dining Features
289,2019-04-26,262689.0,Kitchen & Dining Features
290,2019-04-27,262689.0,Kitchen & Dining Features
291,2019-04-28,262689.0,Kitchen & Dining Features
292,2019-04-29,190050.0,Kitchen & Dining Features
293,2019-04-30,190050.0,Kitchen & Dining Features
294,2019-05-01,190050.0,Kitchen & Dining Features
295,2019-05-02,190050.0,Kitchen & Dining Features
296,2019-05-03,190050.0,Kitchen & Dining Features
297,2019-05-04,190050.0,Kitchen & Dining Features
298,2019-05-05,190050.0,Kitchen & Dining Features
299,2019-05-06,223047.0,Kitchen & Dining Features
300,2019-05-07,223047.0,Kitchen & Dining Features
301,2019-05-08,223047.0,Kitchen & Dining Features
302,2019-05-09,174688.0,Kitchen & Dining Features
303,2019-05-10,174688.0,Kitchen & Dining Features
304,2019-05-11,174688.0,Kitchen & Dining Features
305,2019-05-12,232630.0,Kitchen & Dining Features
306,2019-05-13,232630.0,Kitchen & Dining Features
307,2019-05-14,232630.0,Kitchen & Dining Features
308,2019-05-15,149441.0,Kitchen & Dining Features
309,2019-05-16,149441.0,Kitchen & Dining Features
310,2019-05-17,149441.0,Kitchen & Dining Features
311,2019-05-18,149441.0,Kitchen & Dining Features
312,2019-05-19,149441.0,Kitchen & Dining Features
313,2019-05-20,399593.0,Kitchen & Dining Features
314,2019-05-21,542518.0,Kitchen & Dining Features
315,2019-05-22,612803.0,Kitchen & Dining Features
316,2019-05-23,769915.0,Kitchen & Dining Features
317,2019-05-24,769915.0,Kitchen & Dining Features
318,2019-05-25,769915.0,Kitchen & Dining Features
319,2019-05-26,189967.0,Kitchen & Dining Features
320,2019-05-27,346766.0,Kitchen & Dining Features
321,2019-05-28,346766.0,Kitchen & Dining Features
322,2019-05-29,627893.0,Kitchen & Dining Features
323,2019-05-30,627893.0,Kitchen & Dining Features
324,2019-05-31,793905.0,Kitchen & Dining Features
325,2019-06-01,793905.0,Kitchen & Dining Features
326,2019-06-02,793905.0,Kitchen & Dining Features
327,2019-06-03,793905.0,Kitchen & Dining Features
328,2019-06-04,907474.0,Kitchen & Dining Features
329,2019-06-05,907474.0,Kitchen & Dining Features
330,2019-06-06,907474.0,Kitchen & Dining Features
331,2019-06-07,659517.0,Kitchen & Dining Features
332,2019-06-08,659517.0,Kitchen & Dining Features
333,2019-06-09,659517.0,Kitchen & Dining Features
334,2019-06-10,659517.0,Kitchen & Dining Features
335,2019-06-11,901923.0,Kitchen & Dining Features
336,2019-06-12,901923.0,Kitchen & Dining Features
337,2019-06-13,956519.0,Kitchen & Dining Features
338,2019-06-14,956519.0,Kitchen & Dining Features
339,2019-06-15,956519.0,Kitchen & Dining Features
340,2019-06-16,956519.0,Kitchen & Dining Features
341,2019-06-17,987080.0,Kitchen & Dining Features
342,2019-06-18,987080.0,Kitchen & Dining Features
343,2019-06-19,998950.0,Kitchen & Dining Features
344,2019-06-20,998950.0,Kitchen & Dining Features
345,2019-06-21,998950.0,Kitchen & Dining Features
346,2019-06-22,1009729.0,Kitchen & Dining Features
347,2019-06-23,1009729.0,Kitchen & Dining Features
348,2019-06-24,1009729.0,Kitchen & Dining Features
349,2019-06-25,1020220.0,Kitchen & Dining Features
350,2019-06-26,1020220.0,Kitchen & Dining Features
351,2019-06-27,588375.0,Kitchen & Dining Features
352,2019-06-28,588375.0,Kitchen & Dining Features
353,2019-06-29,588375.0,Kitchen & Dining Features
354,2019-06-30,375908.0,Kitchen & Dining Features
355,2019-07-01,375908.0,Kitchen & Dining Features
356,2019-07-02,375908.0,Kitchen & Dining Features
357,2019-07-03,478855.0,Kitchen & Dining Features
358,2019-07-04,613706.0,Kitchen & Dining Features
359,2019-07-05,272167.0,Kitchen & Dining Features
360,2019-07-06,415191.0,Kitchen & Dining Features
361,2019-07-07,387592.0,Kitchen & Dining Features
362,2019-07-08,276878.0,Kitchen & Dining Features
363,2019-07-09,276878.0,Kitchen & Dining Features
364,2019-07-10,560769.0,Kitchen & Dining Features
365,2019-07-11,560769.0,Kitchen & Dining Features
366,2019-07-12,291488.0,Kitchen & Dining Features
367,2019-07-13,291488.0,Kitchen & Dining Features
368,2019-07-14,291488.0,Kitchen & Dining Features
369,2019-07-15,266900.0,Kitchen & Dining Features
370,2019-07-16,266900.0,Kitchen & Dining Features
371,2019-07-17,266900.0,Kitchen & Dining Features
372,2019-07-18,154851.0,Kitchen & Dining Features
373,2019-07-19,297839.0,Kitchen & Dining Features
374,2019-07-20,297839.0,Kitchen & Dining Features
375,2019-07-21,297839.0,Kitchen & Dining Features
376,2019-07-22,147716.0,Kitchen & Dining Features
377,2019-07-23,147716.0,Kitchen & Dining Features
378,2019-07-24,513232.0,Kitchen & Dining Features
379,2019-07-25,205761.0,Kitchen & Dining Features
380,2019-07-26,259002.0,Kitchen & Dining Features
381,2019-07-27,259002.0,Kitchen & Dining Features
382,2019-07-28,259002.0,Kitchen & Dining Features
383,2019-07-29,550926.0,Kitchen & Dining Features
384,2019-07-30,550926.0,Kitchen & Dining Features
385,2019-07-31,451031.0,Kitchen & Dining Features
386,2019-08-01,356757.0,Kitchen & Dining Features
387,2019-08-02,356757.0,Kitchen & Dining Features
388,2019-08-03,356757.0,Kitchen & Dining Features
389,2019-08-04,153762.0,Kitchen & Dining Features
390,2019-08-05,153762.0,Kitchen & Dining Features
391,2019-08-06,153762.0,Kitchen & Dining Features
392,2019-08-07,139658.0,Kitchen & Dining Features
393,2019-08-08,341529.0,Kitchen & Dining Features
394,2019-08-09,341529.0,Kitchen & Dining Features
395,2019-08-10,500567.0,Kitchen & Dining Features
396,2019-08-11,500567.0,Kitchen & Dining Features
397,2019-08-12,264550.0,Kitchen & Dining Features
398,2019-08-13,264550.0,Kitchen & Dining Features
399,2019-08-14,274307.0,Kitchen & Dining Features
400,2019-08-15,274307.0,Kitchen & Dining Features
401,2019-08-16,290796.0,Kitchen & Dining Features
402,2019-08-17,290796.0,Kitchen & Dining Features
403,2019-08-18,470518.0,Kitchen & Dining Features
404,2019-08-19,470518.0,Kitchen & Dining Features
405,2019-08-20,470518.0,Kitchen & Dining Features
406,2019-08-21,397836.0,Kitchen & Dining Features
407,2019-08-22,397836.0,Kitchen & Dining Features
408,2019-08-23,397836.0,Kitchen & Dining Features
409,2019-08-24,397836.0,Kitchen & Dining Features
410,2019-08-25,205611.0,Kitchen & Dining Features
411,2019-08-26,205611.0,Kitchen & Dining Features
412,2019-08-27,205611.0,Kitchen & Dining Features
413,2019-08-28,480478.0,Kitchen & Dining Features
414,2019-08-29,480478.0,Kitchen & Dining Features
415,2019-08-30,440387.0,Kitchen & Dining Features
416,2019-08-31,440387.0,Kitchen & Dining Features
417,2019-09-01,440387.0,Kitchen & Dining Features
418,2019-09-02,659054.0,Kitchen & Dining Features
419,2019-09-03,659054.0,Kitchen & Dining Features
420,2019-09-04,312480.0,Kitchen & Dining Features
421,2019-09-05,312480.0,Kitchen & Dining Features
422,2019-09-06,312480.0,Kitchen & Dining Features
423,2019-09-07,312480.0,Kitchen & Dining Features
424,2019-09-08,312480.0,Kitchen & Dining Features
425,2019-09-09,189467.0,Kitchen & Dining Features
426,2019-09-10,189467.0,Kitchen & Dining Features
427,2019-09-11,476281.0,Kitchen & Dining Features
428,2019-09-12,476281.0,Kitchen & Dining Features
429,2019-09-13,476281.0,Kitchen & Dining Features
430,2019-09-14,184037.0,Kitchen & Dining Features
431,2019-09-15,184037.0,Kitchen & Dining Features
432,2019-09-16,379359.0,Kitchen & Dining Features
433,2019-09-17,379359.0,Kitchen & Dining Features
434,2019-09-18,304007.0,Kitchen & Dining Features
435,2019-09-19,304007.0,Kitchen & Dining Features
436,2019-09-20,257942.0,Kitchen & Dining Features
437,2019-09-21,257942.0,Kitchen & Dining Features
438,2019-09-22,343350.0,Kitchen & Dining Features
439,2019-09-23,343350.0,Kitchen & Dining Features
440,2019-09-24,576893.0,Kitchen & Dining Features
441,2019-09-25,643283.0,Kitchen & Dining Features
442,2019-09-26,643283.0,Kitchen & Dining Features
443,2019-09-27,643283.0,Kitchen & Dining Features
444,2019-09-28,733923.0,Kitchen & Dining Features
445,2019-09-29,733923.0,Kitchen & Dining Features
446,2019-09-30,367594.0,Kitchen & Dining Features
447,2019-10-01,367594.0,Kitchen & Dining Features
448,2019-10-02,663948.0,Kitchen & Dining Features
449,2019-10-03,663948.0,Kitchen & Dining Features
450,2019-10-04,663948.0,Kitchen & Dining Features
451,2019-10-05,663948.0,Kitchen & Dining Features
452,2019-10-06,827473.0,Kitchen & Dining Features
453,2019-10-07,827473.0,Kitchen & Dining Features
454,2019-10-08,869456.0,Kitchen & Dining Features
455,2019-10-09,869456.0,Kitchen & Dining Features
456,2019-10-10,902903.0,Kitchen & Dining Features
457,2019-10-11,902903.0,Kitchen & Dining Features
458,2019-10-12,902903.0,Kitchen & Dining Features
459,2019-10-13,919187.0,Kitchen & Dining Features
460,2019-10-14,919187.0,Kitchen & Dining Features
461,2019-10-15,919187.0,Kitchen & Dining Features
462,2019-10-16,959836.0,Kitchen & Dining Features
463,2019-10-17,959836.0,Kitchen & Dining Features
464,2019-10-18,986457.0,Kitchen & Dining Features
465,2019-10-19,986457.0,Kitchen & Dining Features
466,2019-10-20,982625.0,Kitchen & Dining Features
467,2019-10-21,982625.0,Kitchen & Dining Features
468,2019-10-22,1006121.0,Kitchen & Dining Features
469,2019-10-23,1006121.0,Kitchen & Dining Features
470,2019-10-24,1031304.0,Kitchen & Dining Features
471,2019-10-25,1031304.0,Kitchen & Dining Features
472,2019-10-26,1031304.0,Kitchen & Dining Features
473,2019-10-27,1038027.0,Kitchen & Dining Features
474,2019-10-28,1038027.0,Kitchen & Dining Features
475,2019-10-29,1040111.0,Kitchen & Dining Features
476,2019-10-30,1040111.0,Kitchen & Dining Features
477,2019-10-31,561488.0,Kitchen & Dining Features
478,2019-11-01,561488.0,Kitchen & Dining Features
479,2019-11-02,839647.0,Kitchen & Dining Features
480,2019-11-03,839647.0,Kitchen & Dining Features
481,2019-11-04,839647.0,Kitchen & Dining Features
482,2019-11-05,996307.0,Kitchen & Dining Features
483,2019-11-06,996307.0,Kitchen & Dining Features
484,2019-11-07,996307.0,Kitchen & Dining Features
485,2019-11-08,740701.0,Kitchen & Dining Features
486,2019-11-09,740701.0,Kitchen & Dining Features
487,2019-11-10,740701.0,Kitchen & Dining Features
488,2019-11-11,961317.0,Kitchen & Dining Features
489,2019-11-12,1021382.0,Kitchen & Dining Features
490,2019-11-13,1021382.0,Kitchen & Dining Features
491,2019-11-14,1069076.0,Kitchen & Dining Features
492,2019-11-15,1069076.0,Kitchen & Dining Features
493,2019-11-16,1069076.0,Kitchen & Dining Features
494,2019-11-17,1069076.0,Kitchen & Dining Features
495,2019-11-18,377249.0,Kitchen & Dining Features
496,2019-11-19,377249.0,Kitchen & Dining Features
497,2019-11-20,778265.0,Kitchen & Dining Features
498,2019-11-21,778265.0,Kitchen & Dining Features
499,2019-11-22,778265.0,Kitchen & Dining Features
500,2019-11-23,778265.0,Kitchen & Dining Features
501,2019-11-24,778265.0,Kitchen & Dining Features
502,2019-11-25,1088826.0,Kitchen & Dining Features
503,2019-11-26,1088826.0,Kitchen & Dining Features
504,2019-11-27,1088826.0,Kitchen & Dining Features
505,2019-11-28,1150898.0,Kitchen & Dining Features
506,2019-11-29,1150898.0,Kitchen & Dining Features
507,2019-11-30,1195615.0,Kitchen & Dining Features
508,2019-12-01,1217562.0,Kitchen & Dining Features
509,2019-12-02,1254601.0,Kitchen & Dining Features
510,2019-12-03,1254601.0,Kitchen & Dining Features
511,2019-12-04,1254601.0,Kitchen & Dining Features
512,2019-12-05,1362297.0,Kitchen & Dining Features
513,2019-12-06,1362297.0,Kitchen & Dining Features
514,2019-12-07,1362297.0,Kitchen & Dining Features
515,2019-12-08,1362297.0,Kitchen & Dining Features
516,2019-12-09,1365543.0,Kitchen & Dining Features
517,2019-12-10,1344498.0,Kitchen & Dining Features
518,2019-12-11,1344498.0,Kitchen & Dining Features
519,2019-12-12,1382313.0,Kitchen & Dining Features
520,2019-12-13,1382313.0,Kitchen & Dining Features
521,2019-12-14,1382313.0,Kitchen & Dining Features
522,2019-12-15,1382313.0,Kitchen & Dining Features
523,2019-12-16,1158118.0,Kitchen & Dining Features
524,2019-12-17,1158118.0,Kitchen & Dining Features
525,2019-12-18,1158118.0,Kitchen & Dining Features
526,2019-12-19,1158118.0,Kitchen & Dining Features
527,2019-12-20,1282557.0,Kitchen & Dining Features
528,2019-12-21,1282557.0,Kitchen & Dining Features
529,2019-12-22,1282557.0,Kitchen & Dining Features
530,2019-12-23,1282557.0,Kitchen & Dining Features
531,2019-12-24,1282557.0,Kitchen & Dining Features
532,2019-12-25,1282557.0,Kitchen & Dining Features
533,2019-12-26,746475.0,Kitchen & Dining Features
534,2019-12-27,772245.0,Kitchen & Dining Features
