,date,value,name_B07H5P4279
55,2019-12-20,8260.0,Comforters
56,2019-12-21,8260.0,Comforters
57,2019-12-22,10652.0,Comforters
58,2019-12-23,10652.0,Comforters
59,2019-12-24,10652.0,Comforters
60,2019-12-25,10652.0,Comforters
61,2019-12-26,15179.0,Comforters
62,2019-12-27,15179.0,Comforters
63,2019-12-28,7255.0,Comforters
64,2019-12-29,7255.0,Comforters
65,2019-12-30,7255.0,Comforters
66,2019-12-31,7255.0,Comforters
67,2020-01-01,7255.0,Comforters
68,2020-01-02,7255.0,Comforters
69,2020-01-03,13138.0,Comforters
70,2020-01-04,13138.0,Comforters
71,2020-01-05,12587.0,Comforters
72,2020-01-06,9339.0,Comforters
73,2020-01-07,13440.0,Comforters
74,2020-01-08,13440.0,Comforters
75,2020-01-09,11572.0,Comforters
76,2020-01-10,14518.0,Comforters
77,2020-01-11,14518.0,Comforters
78,2020-01-12,14518.0,Comforters
79,2020-01-13,10127.0,Comforters
80,2020-01-14,11952.0,Comforters
81,2020-01-15,11124.0,Comforters
82,2020-01-16,11124.0,Comforters
83,2020-01-17,9648.0,Comforters
84,2020-01-18,9648.0,Comforters
85,2020-01-19,9648.0,Comforters
86,2020-01-20,10789.0,Comforters
87,2020-01-21,10789.0,Comforters
88,2020-01-22,14298.0,Comforters
89,2020-01-23,12914.0,Comforters
90,2020-01-24,12572.0,Comforters
91,2020-01-25,12572.0,Comforters
92,2020-01-26,12572.0,Comforters
93,2020-01-27,12572.0,Comforters
94,2020-01-28,15247.0,Comforters
95,2020-01-29,12704.0,Comforters
96,2020-01-30,12691.0,Comforters
97,2020-01-31,12691.0,Comforters
98,2020-02-01,12691.0,Comforters
99,2020-02-02,12691.0,Comforters
100,2020-02-03,12691.0,Comforters
101,2020-02-04,10558.0,Comforters
102,2020-02-05,10558.0,Comforters
103,2020-02-06,10882.0,Comforters
104,2020-02-07,10882.0,Comforters
105,2020-02-08,10882.0,Comforters
106,2020-02-09,10882.0,Comforters
107,2020-02-10,10882.0,Comforters
108,2020-02-11,10877.0,Comforters
109,2020-02-12,10877.0,Comforters
110,2020-02-13,10048.0,Comforters
111,2020-02-14,10048.0,Comforters
112,2020-02-15,10534.0,Comforters
113,2020-02-16,10534.0,Comforters
114,2020-02-17,10036.0,Comforters
115,2020-02-18,10036.0,Comforters
116,2020-02-19,14495.0,Comforters
117,2020-02-20,13480.0,Comforters
118,2020-02-21,13480.0,Comforters
119,2020-02-22,13480.0,Comforters
120,2020-02-23,16442.0,Comforters
121,2020-02-24,16162.0,Comforters
122,2020-02-25,16162.0,Comforters
123,2020-02-26,16162.0,Comforters
124,2020-02-27,8635.0,Comforters
125,2020-02-28,8635.0,Comforters
126,2020-02-29,8635.0,Comforters
127,2020-03-01,8635.0,Comforters
128,2020-03-02,8635.0,Comforters
129,2020-03-03,8608.0,Comforters
130,2020-03-04,8608.0,Comforters
131,2020-03-05,8608.0,Comforters
132,2020-03-06,8064.0,Comforters
133,2020-03-07,8064.0,Comforters
134,2020-03-08,8567.0,Comforters
135,2020-03-09,7575.0,Comforters
136,2020-03-10,10055.0,Comforters
137,2020-03-11,10055.0,Comforters
138,2020-03-12,10055.0,Comforters
139,2020-03-13,12146.0,Comforters
140,2020-03-14,12553.0,Comforters
141,2020-03-15,12553.0,Comforters
142,2020-03-16,14817.0,Comforters
143,2020-03-17,14068.0,Comforters
144,2020-03-18,15274.0,Comforters
145,2020-03-19,11280.0,Comforters
146,2020-03-20,11280.0,Comforters
147,2020-03-21,11280.0,Comforters
148,2020-03-22,11280.0,Comforters
149,2020-03-23,12551.0,Comforters
150,2020-03-24,12551.0,Comforters
151,2020-03-25,8815.0,Comforters
152,2020-03-26,8815.0,Comforters
153,2020-03-27,8815.0,Comforters
154,2020-03-28,13976.0,Comforters
155,2020-03-29,13976.0,Comforters
156,2020-03-30,13976.0,Comforters
157,2020-03-31,13976.0,Comforters
158,2020-04-01,13976.0,Comforters
159,2020-04-02,10547.0,Comforters
160,2020-04-03,10547.0,Comforters
161,2020-04-04,10547.0,Comforters
162,2020-04-05,10547.0,Comforters
163,2020-04-06,11358.0,Comforters
164,2020-04-07,14085.0,Comforters
165,2020-04-08,14085.0,Comforters
166,2020-04-09,13001.0,Comforters
167,2020-04-10,11648.0,Comforters
168,2020-04-11,13501.0,Comforters
169,2020-04-12,13501.0,Comforters
170,2020-04-13,11262.0,Comforters
171,2020-04-14,11262.0,Comforters
172,2020-04-15,11262.0,Comforters
173,2020-04-16,6596.0,Comforters
174,2020-04-17,6782.0,Comforters
175,2020-04-18,6782.0,Comforters
176,2020-04-19,6782.0,Comforters
177,2020-04-20,6782.0,Comforters
178,2020-04-21,11270.0,Comforters
179,2020-04-22,11270.0,Comforters
180,2020-04-23,11270.0,Comforters
181,2020-04-24,8191.0,Comforters
182,2020-04-25,8191.0,Comforters
183,2020-04-26,8191.0,Comforters
184,2020-04-27,10041.0,Comforters
185,2020-04-28,10605.0,Comforters
186,2020-04-29,12189.0,Comforters
187,2020-04-30,12189.0,Comforters
188,2020-05-01,10190.0,Comforters
189,2020-05-02,10190.0,Comforters
190,2020-05-03,11037.0,Comforters
191,2020-05-04,10872.0,Comforters
192,2020-05-05,10872.0,Comforters
193,2020-05-06,10872.0,Comforters
194,2020-05-07,10391.0,Comforters
195,2020-05-08,9225.0,Comforters
196,2020-05-09,9225.0,Comforters
197,2020-05-10,9225.0,Comforters
198,2020-05-11,8653.0,Comforters
199,2020-05-12,8653.0,Comforters
200,2020-05-13,8653.0,Comforters
201,2020-05-14,8425.0,Comforters
202,2020-05-15,8425.0,Comforters
203,2020-05-16,8425.0,Comforters
204,2020-05-17,8359.0,Comforters
205,2020-05-18,7258.0,Comforters
206,2020-05-19,9559.0,Comforters
207,2020-05-20,8204.0,Comforters
208,2020-05-21,8219.0,Comforters
209,2020-05-22,8245.0,Comforters
210,2020-05-23,9481.0,Comforters
211,2020-05-24,9481.0,Comforters
212,2020-05-25,9481.0,Comforters
213,2020-05-26,9380.0,Comforters
214,2020-05-27,9380.0,Comforters
215,2020-05-28,8384.0,Comforters
216,2020-05-29,6676.0,Comforters
217,2020-05-30,6676.0,Comforters
218,2020-05-31,6676.0,Comforters
219,2020-06-01,8485.0,Comforters
220,2020-06-02,6293.0,Comforters
221,2020-06-03,7622.0,Comforters
222,2020-06-04,7622.0,Comforters
223,2020-06-05,6963.0,Comforters
224,2020-06-06,6700.0,Comforters
225,2020-06-07,6700.0,Comforters
226,2020-06-08,6587.0,Comforters
227,2020-06-09,6587.0,Comforters
228,2020-06-10,6587.0,Comforters
229,2020-06-11,6680.0,Comforters
230,2020-06-12,8463.0,Comforters
231,2020-06-13,8463.0,Comforters
232,2020-06-14,9873.0,Comforters
233,2020-06-15,8838.0,Comforters
234,2020-06-16,8838.0,Comforters
235,2020-06-17,8838.0,Comforters
236,2020-06-18,10334.0,Comforters
237,2020-06-19,8294.0,Comforters
238,2020-06-20,8294.0,Comforters
239,2020-06-21,8294.0,Comforters
240,2020-06-22,9324.0,Comforters
241,2020-06-23,9475.0,Comforters
242,2020-06-24,10408.0,Comforters
243,2020-06-25,7814.0,Comforters
244,2020-06-26,7883.0,Comforters
245,2020-06-27,7883.0,Comforters
246,2020-06-28,10423.0,Comforters
247,2020-06-29,11067.0,Comforters
248,2020-06-30,10281.0,Comforters
249,2020-07-01,10281.0,Comforters
250,2020-07-02,7988.0,Comforters
251,2020-07-03,7859.0,Comforters
252,2020-07-04,7859.0,Comforters
253,2020-07-05,7859.0,Comforters
254,2020-07-06,10035.0,Comforters
255,2020-07-07,11123.0,Comforters
256,2020-07-08,10936.0,Comforters
257,2020-07-09,10936.0,Comforters
258,2020-07-10,7974.0,Comforters
259,2020-07-11,7974.0,Comforters
260,2020-07-12,7974.0,Comforters
261,2020-07-13,7108.0,Comforters
262,2020-07-14,7108.0,Comforters
263,2020-07-15,6460.0,Comforters
264,2020-07-16,6460.0,Comforters
265,2020-07-17,6460.0,Comforters
266,2020-07-18,4742.0,Comforters
267,2020-07-19,4742.0,Comforters
268,2020-07-20,4466.0,Comforters
269,2020-07-21,4033.0,Comforters
270,2020-07-22,4438.0,Comforters
271,2020-07-23,4438.0,Comforters
272,2020-07-24,4623.0,Comforters
273,2020-07-25,4623.0,Comforters
274,2020-07-26,5801.0,Comforters
275,2020-07-27,5170.0,Comforters
276,2020-07-28,5052.0,Comforters
277,2020-07-29,5068.0,Comforters
278,2020-07-30,4129.0,Comforters
279,2020-07-31,4248.0,Comforters
280,2020-08-01,4248.0,Comforters
281,2020-08-02,4734.0,Comforters
282,2020-08-03,5055.0,Comforters
283,2020-08-04,4608.0,Comforters
284,2020-08-05,5494.0,Comforters
285,2020-08-06,5026.0,Comforters
286,2020-08-07,6151.0,Comforters
287,2020-08-08,5511.0,Comforters
288,2020-08-09,5511.0,Comforters
289,2020-08-10,4388.0,Comforters
290,2020-08-11,4388.0,Comforters
291,2020-08-12,3458.0,Comforters
292,2020-08-13,3661.0,Comforters
293,2020-08-14,3717.0,Comforters
294,2020-08-15,3717.0,Comforters
295,2020-08-16,3717.0,Comforters
296,2020-08-17,4431.0,Comforters
297,2020-08-18,4527.0,Comforters
298,2020-08-19,5769.0,Comforters
299,2020-08-20,6884.0,Comforters
300,2020-08-21,5309.0,Comforters
301,2020-08-22,5309.0,Comforters
302,2020-08-23,5309.0,Comforters
303,2020-08-24,5495.0,Comforters
304,2020-08-25,6809.0,Comforters
305,2020-08-26,5398.0,Comforters
306,2020-08-27,5790.0,Comforters
307,2020-08-28,6270.0,Comforters
308,2020-08-29,6270.0,Comforters
309,2020-08-30,8224.0,Comforters
310,2020-08-31,8129.0,Comforters
311,2020-09-01,5754.0,Comforters
312,2020-09-02,5873.0,Comforters
313,2020-09-03,7972.0,Comforters
314,2020-09-04,6281.0,Comforters
315,2020-09-05,6281.0,Comforters
316,2020-09-06,6281.0,Comforters
317,2020-09-07,7421.0,Comforters
318,2020-09-08,7370.0,Comforters
319,2020-09-09,7370.0,Comforters
320,2020-09-10,8138.0,Comforters
321,2020-09-11,7988.0,Comforters
322,2020-09-12,7988.0,Comforters
323,2020-09-13,7988.0,Comforters
324,2020-09-14,7579.0,Comforters
325,2020-09-15,8838.0,Comforters
326,2020-09-16,8459.0,Comforters
327,2020-09-17,7830.0,Comforters
328,2020-09-18,10024.0,Comforters
329,2020-09-19,10024.0,Comforters
330,2020-09-20,7386.0,Comforters
331,2020-09-21,8113.0,Comforters
332,2020-09-22,7897.0,Comforters
333,2020-09-23,7860.0,Comforters
334,2020-09-24,8846.0,Comforters
335,2020-09-25,10242.0,Comforters
336,2020-09-26,8277.0,Comforters
337,2020-09-27,8401.0,Comforters
338,2020-09-28,9901.0,Comforters
339,2020-09-29,9901.0,Comforters
340,2020-09-30,9658.0,Comforters
341,2020-10-01,10776.0,Comforters
342,2020-10-02,11433.0,Comforters
343,2020-10-03,11433.0,Comforters
344,2020-10-04,11433.0,Comforters
345,2020-10-05,9559.0,Comforters
346,2020-10-06,10228.0,Comforters
347,2020-10-07,10228.0,Comforters
348,2020-10-08,10474.0,Comforters
349,2020-10-09,10121.0,Comforters
350,2020-10-10,10121.0,Comforters
351,2020-10-11,9453.0,Comforters
352,2020-10-12,13548.0,Comforters
353,2020-10-13,13548.0,Comforters
354,2020-10-14,11152.0,Comforters
355,2020-10-15,10412.0,Comforters
356,2020-10-16,3667.0,Comforters
357,2020-10-17,3667.0,Comforters
358,2020-10-18,6939.0,Comforters
359,2020-10-19,6939.0,Comforters
360,2020-10-20,6783.0,Comforters
361,2020-10-21,7692.0,Comforters
362,2020-10-22,8407.0,Comforters
363,2020-10-23,7993.0,Comforters
364,2020-10-24,5801.0,Comforters
365,2020-10-25,7775.0,Comforters
366,2020-10-26,8204.0,Comforters
367,2020-10-27,7734.0,Comforters
368,2020-10-28,7270.0,Comforters
369,2020-10-29,7259.0,Comforters
370,2020-10-30,8567.0,Comforters
371,2020-10-31,8021.0,Comforters
372,2020-11-01,8021.0,Comforters
373,2020-11-02,6455.0,Comforters
374,2020-11-03,6455.0,Comforters
375,2020-11-04,6379.0,Comforters
376,2020-11-05,6379.0,Comforters
377,2020-11-06,6672.0,Comforters
378,2020-11-07,6672.0,Comforters
379,2020-11-08,6220.0,Comforters
380,2020-11-09,6220.0,Comforters
381,2020-11-10,6220.0,Comforters
382,2020-11-11,7249.0,Comforters
383,2020-11-12,7249.0,Comforters
384,2020-11-13,7249.0,Comforters
385,2020-11-14,6941.0,Comforters
386,2020-11-15,6941.0,Comforters
387,2020-11-16,9975.0,Comforters
388,2020-11-17,9975.0,Comforters
389,2020-11-18,9975.0,Comforters
390,2020-11-19,8330.0,Comforters
391,2020-11-20,8330.0,Comforters
392,2020-11-21,8330.0,Comforters
393,2020-11-22,12362.0,Comforters
394,2020-11-23,11311.0,Comforters
395,2020-11-24,11311.0,Comforters
396,2020-11-25,10795.0,Comforters
397,2020-11-26,9383.0,Comforters
398,2020-11-27,9330.0,Comforters
399,2020-11-28,9330.0,Comforters
400,2020-11-29,9330.0,Comforters
401,2020-11-30,9330.0,Comforters
402,2020-12-01,9330.0,Comforters
403,2020-12-02,9330.0,Comforters
404,2020-12-03,9330.0,Comforters
405,2020-12-04,9330.0,Comforters
406,2020-12-05,9330.0,Comforters
407,2020-12-06,9330.0,Comforters
408,2020-12-07,9330.0,Comforters
409,2020-12-08,9330.0,Comforters
410,2020-12-09,9330.0,Comforters
411,2020-12-10,9330.0,Comforters
412,2020-12-11,9330.0,Comforters
413,2020-12-12,9330.0,Comforters
414,2020-12-13,9330.0,Comforters
415,2020-12-14,9330.0,Comforters
416,2020-12-15,9330.0,Comforters
417,2020-12-16,9330.0,Comforters
418,2020-12-17,9330.0,Comforters
419,2020-12-18,9330.0,Comforters
420,2020-12-19,9330.0,Comforters
421,2020-12-20,9330.0,Comforters
422,2020-12-21,9330.0,Comforters
423,2020-12-22,9330.0,Comforters
424,2020-12-23,9330.0,Comforters
425,2020-12-24,9330.0,Comforters
426,2020-12-25,9330.0,Comforters
427,2020-12-26,9330.0,Comforters
428,2020-12-27,9330.0,Comforters
429,2020-12-28,9330.0,Comforters
430,2020-12-29,9330.0,Comforters
431,2020-12-30,9330.0,Comforters
432,2020-12-31,7010.0,Comforters
433,2021-01-01,7010.0,Comforters
434,2021-01-02,7010.0,Comforters
435,2021-01-03,6823.0,Comforters
436,2021-01-04,5774.0,Comforters
437,2021-01-05,5968.0,Comforters
438,2021-01-06,6696.0,Comforters
439,2021-01-07,6696.0,Comforters
440,2021-01-08,5213.0,Comforters
441,2021-01-09,5213.0,Comforters
442,2021-01-10,5919.0,Comforters
443,2021-01-11,5919.0,Comforters
444,2021-01-12,5368.0,Comforters
445,2021-01-13,5368.0,Comforters
446,2021-01-14,5368.0,Comforters
447,2021-01-15,6260.0,Comforters
448,2021-01-16,6837.0,Comforters
449,2021-01-17,6837.0,Comforters
450,2021-01-18,4824.0,Comforters
451,2021-01-19,4824.0,Comforters
452,2021-01-20,4824.0,Comforters
453,2021-01-21,6984.0,Comforters
454,2021-01-22,6984.0,Comforters
455,2021-01-23,6725.0,Comforters
456,2021-01-24,6725.0,Comforters
457,2021-01-25,6333.0,Comforters
458,2021-01-26,8152.0,Comforters
459,2021-01-27,7067.0,Comforters
460,2021-01-28,4698.0,Comforters
461,2021-01-29,6638.0,Comforters
462,2021-01-30,6638.0,Comforters
463,2021-01-31,6364.0,Comforters
464,2021-02-01,8310.0,Comforters
465,2021-02-02,8310.0,Comforters
466,2021-02-03,6022.0,Comforters
467,2021-02-04,6328.0,Comforters
468,2021-02-05,6328.0,Comforters
469,2021-02-06,6328.0,Comforters
470,2021-02-07,10932.0,Comforters
471,2021-02-08,10932.0,Comforters
472,2021-02-09,5277.0,Comforters
473,2021-02-10,7847.0,Comforters
474,2021-02-11,7847.0,Comforters
475,2021-02-12,7847.0,Comforters
476,2021-02-13,7643.0,Comforters
477,2021-02-14,7643.0,Comforters
478,2021-02-15,6878.0,Comforters
479,2021-02-16,4646.0,Comforters
480,2021-02-17,4646.0,Comforters
481,2021-02-18,7226.0,Comforters
482,2021-02-19,7531.0,Comforters
483,2021-02-20,8274.0,Comforters
484,2021-02-21,8274.0,Comforters
485,2021-02-22,9642.0,Comforters
486,2021-02-23,9642.0,Comforters
487,2021-02-24,9642.0,Comforters
488,2021-02-25,7836.0,Comforters
489,2021-02-26,7836.0,Comforters
490,2021-02-27,7836.0,Comforters
491,2021-02-28,7836.0,Comforters
492,2021-03-01,7836.0,Comforters
493,2021-03-02,7836.0,Comforters
494,2021-03-03,7836.0,Comforters
495,2021-03-04,7836.0,Comforters
496,2021-03-05,7836.0,Comforters
497,2021-03-06,7836.0,Comforters
498,2021-03-07,7836.0,Comforters
499,2021-03-08,7836.0,Comforters
500,2021-03-09,7836.0,Comforters
501,2021-03-10,7836.0,Comforters
502,2021-03-11,7836.0,Comforters
503,2021-03-12,7836.0,Comforters
504,2021-03-13,7836.0,Comforters
505,2021-03-14,7836.0,Comforters
506,2021-03-15,7836.0,Comforters
507,2021-03-16,7836.0,Comforters
508,2021-03-17,7836.0,Comforters
509,2021-03-18,7836.0,Comforters
510,2021-03-19,7836.0,Comforters
511,2021-03-20,7836.0,Comforters
512,2021-03-21,7836.0,Comforters
513,2021-03-22,7836.0,Comforters
514,2021-03-23,7836.0,Comforters
515,2021-03-24,7836.0,Comforters
516,2021-03-25,7836.0,Comforters
517,2021-03-26,7836.0,Comforters
518,2021-03-27,7836.0,Comforters
519,2021-03-28,7836.0,Comforters
520,2021-03-29,7836.0,Comforters
521,2021-03-30,7836.0,Comforters
522,2021-03-31,7836.0,Comforters
523,2021-04-01,7836.0,Comforters
524,2021-04-02,7836.0,Comforters
525,2021-04-03,7836.0,Comforters
526,2021-04-04,7836.0,Comforters
527,2021-04-05,7836.0,Comforters
528,2021-04-06,7836.0,Comforters
529,2021-04-07,7836.0,Comforters
530,2021-04-08,7836.0,Comforters
531,2021-04-09,7836.0,Comforters
532,2021-04-10,7836.0,Comforters
533,2021-04-11,7836.0,Comforters
534,2021-04-12,7836.0,Comforters
535,2021-04-13,7836.0,Comforters
536,2021-04-14,7836.0,Comforters
537,2021-04-15,7836.0,Comforters
538,2021-04-16,7836.0,Comforters
539,2021-04-17,7836.0,Comforters
540,2021-04-18,7836.0,Comforters
541,2021-04-19,7836.0,Comforters
542,2021-04-20,7836.0,Comforters
543,2021-04-21,7836.0,Comforters
544,2021-04-22,7836.0,Comforters
545,2021-04-23,7836.0,Comforters
546,2021-04-24,7836.0,Comforters
547,2021-04-25,7836.0,Comforters
548,2021-04-26,7836.0,Comforters
549,2021-04-27,7836.0,Comforters
550,2021-04-28,7836.0,Comforters
551,2021-04-29,7836.0,Comforters
552,2021-04-30,7836.0,Comforters
553,2021-05-01,7836.0,Comforters
554,2021-05-02,7836.0,Comforters
555,2021-05-03,7836.0,Comforters
556,2021-05-04,7836.0,Comforters
557,2021-05-05,7836.0,Comforters
558,2021-05-06,7836.0,Comforters
559,2021-05-07,7836.0,Comforters
560,2021-05-08,7836.0,Comforters
561,2021-05-09,7836.0,Comforters
562,2021-05-10,7836.0,Comforters
563,2021-05-11,7836.0,Comforters
564,2021-05-12,7836.0,Comforters
565,2021-05-13,10405.0,Comforters
566,2021-05-14,11335.0,Comforters
567,2021-05-15,11527.0,Comforters
568,2021-05-16,11527.0,Comforters
569,2021-05-17,12487.0,Comforters
570,2021-05-18,12487.0,Comforters
571,2021-05-19,10739.0,Comforters
572,2021-05-20,11443.0,Comforters
573,2021-05-21,14407.0,Comforters
574,2021-05-22,14407.0,Comforters
575,2021-05-23,12107.0,Comforters
576,2021-05-24,10646.0,Comforters
577,2021-05-25,14192.0,Comforters
578,2021-05-26,12430.0,Comforters
579,2021-05-27,12430.0,Comforters
580,2021-05-28,13329.0,Comforters
581,2021-05-29,14054.0,Comforters
582,2021-05-30,14054.0,Comforters
583,2021-05-31,9880.0,Comforters
584,2021-06-01,9607.0,Comforters
585,2021-06-02,9607.0,Comforters
586,2021-06-03,12129.0,Comforters
587,2021-06-04,12129.0,Comforters
588,2021-06-05,14163.0,Comforters
589,2021-06-06,14163.0,Comforters
590,2021-06-07,14163.0,Comforters
591,2021-06-08,16723.0,Comforters
592,2021-06-09,16723.0,Comforters
593,2021-06-10,13359.0,Comforters
594,2021-06-11,13359.0,Comforters
595,2021-06-12,13359.0,Comforters
596,2021-06-13,11731.0,Comforters
597,2021-06-14,11605.0,Comforters
598,2021-06-15,11605.0,Comforters
599,2021-06-16,11213.0,Comforters
600,2021-06-17,11213.0,Comforters
601,2021-06-18,11213.0,Comforters
602,2021-06-19,12540.0,Comforters
603,2021-06-20,14373.0,Comforters
604,2021-06-21,8771.0,Comforters
605,2021-06-22,8199.0,Comforters
606,2021-06-23,8569.0,Comforters
607,2021-06-24,9692.0,Comforters
608,2021-06-25,9692.0,Comforters
609,2021-06-26,9692.0,Comforters
610,2021-06-27,11587.0,Comforters
611,2021-06-28,11587.0,Comforters
612,2021-06-29,8404.0,Comforters
613,2021-06-30,8404.0,Comforters
614,2021-07-01,8291.0,Comforters
615,2021-07-02,8291.0,Comforters
616,2021-07-03,8444.0,Comforters
617,2021-07-04,8444.0,Comforters
618,2021-07-05,9286.0,Comforters
619,2021-07-06,9166.0,Comforters
620,2021-07-07,9166.0,Comforters
621,2021-07-08,7262.0,Comforters
622,2021-07-09,7718.0,Comforters
623,2021-07-10,7211.0,Comforters
624,2021-07-11,7335.0,Comforters
