,date,value,name_B091GGH6VV
0,2021-04-05,40202.0,Pool Rafts & Inflatable Ride-ons
1,2021-04-06,40202.0,Pool Rafts & Inflatable Ride-ons
2,2021-04-07,40202.0,Pool Rafts & Inflatable Ride-ons
3,2021-04-08,40202.0,Pool Rafts & Inflatable Ride-ons
4,2021-04-09,20204.0,Pool Rafts & Inflatable Ride-ons
5,2021-04-10,20204.0,Pool Rafts & Inflatable Ride-ons
6,2021-04-11,20204.0,Pool Rafts & Inflatable Ride-ons
7,2021-04-12,14745.0,Pool Rafts & Inflatable Ride-ons
8,2021-04-13,14745.0,Pool Rafts & Inflatable Ride-ons
9,2021-04-14,14745.0,Pool Rafts & Inflatable Ride-ons
10,2021-04-15,14745.0,Pool Rafts & Inflatable Ride-ons
11,2021-04-16,14745.0,Pool Rafts & Inflatable Ride-ons
12,2021-04-17,14745.0,Pool Rafts & Inflatable Ride-ons
13,2021-04-18,14745.0,Pool Rafts & Inflatable Ride-ons
14,2021-04-19,14745.0,Pool Rafts & Inflatable Ride-ons
15,2021-04-20,14745.0,Pool Rafts & Inflatable Ride-ons
16,2021-04-21,130669.0,Pool Rafts & Inflatable Ride-ons
17,2021-04-22,130669.0,Pool Rafts & Inflatable Ride-ons
18,2021-04-23,72503.0,Pool Rafts & Inflatable Ride-ons
19,2021-04-24,72503.0,Pool Rafts & Inflatable Ride-ons
20,2021-04-25,72503.0,Pool Rafts & Inflatable Ride-ons
21,2021-04-26,72503.0,Pool Rafts & Inflatable Ride-ons
22,2021-04-27,72503.0,Pool Rafts & Inflatable Ride-ons
23,2021-04-28,72503.0,Pool Rafts & Inflatable Ride-ons
24,2021-04-29,72503.0,Pool Rafts & Inflatable Ride-ons
25,2021-04-30,72503.0,Pool Rafts & Inflatable Ride-ons
26,2021-05-01,72503.0,Pool Rafts & Inflatable Ride-ons
27,2021-05-02,72503.0,Pool Rafts & Inflatable Ride-ons
28,2021-05-03,72503.0,Pool Rafts & Inflatable Ride-ons
29,2021-05-04,72503.0,Pool Rafts & Inflatable Ride-ons
30,2021-05-05,72503.0,Pool Rafts & Inflatable Ride-ons
31,2021-05-06,72503.0,Pool Rafts & Inflatable Ride-ons
32,2021-05-07,72503.0,Pool Rafts & Inflatable Ride-ons
33,2021-05-08,72503.0,Pool Rafts & Inflatable Ride-ons
34,2021-05-09,72503.0,Pool Rafts & Inflatable Ride-ons
35,2021-05-10,72503.0,Pool Rafts & Inflatable Ride-ons
36,2021-05-11,72503.0,Pool Rafts & Inflatable Ride-ons
37,2021-05-12,72503.0,Pool Rafts & Inflatable Ride-ons
38,2021-05-13,72503.0,Pool Rafts & Inflatable Ride-ons
39,2021-05-14,72503.0,Pool Rafts & Inflatable Ride-ons
40,2021-05-15,72503.0,Pool Rafts & Inflatable Ride-ons
41,2021-05-16,72503.0,Pool Rafts & Inflatable Ride-ons
42,2021-05-17,72503.0,Pool Rafts & Inflatable Ride-ons
43,2021-05-18,72503.0,Pool Rafts & Inflatable Ride-ons
44,2021-05-19,72503.0,Pool Rafts & Inflatable Ride-ons
45,2021-05-20,72503.0,Pool Rafts & Inflatable Ride-ons
46,2021-05-21,72503.0,Pool Rafts & Inflatable Ride-ons
47,2021-05-22,72503.0,Pool Rafts & Inflatable Ride-ons
48,2021-05-23,72503.0,Pool Rafts & Inflatable Ride-ons
49,2021-05-24,72503.0,Pool Rafts & Inflatable Ride-ons
50,2021-05-25,72503.0,Pool Rafts & Inflatable Ride-ons
51,2021-05-26,72503.0,Pool Rafts & Inflatable Ride-ons
52,2021-05-27,72503.0,Pool Rafts & Inflatable Ride-ons
53,2021-05-28,72503.0,Pool Rafts & Inflatable Ride-ons
54,2021-05-29,72503.0,Pool Rafts & Inflatable Ride-ons
55,2021-05-30,72503.0,Pool Rafts & Inflatable Ride-ons
56,2021-05-31,72503.0,Pool Rafts & Inflatable Ride-ons
57,2021-06-01,72503.0,Pool Rafts & Inflatable Ride-ons
58,2021-06-02,72503.0,Pool Rafts & Inflatable Ride-ons
59,2021-06-03,72503.0,Pool Rafts & Inflatable Ride-ons
60,2021-06-04,72503.0,Pool Rafts & Inflatable Ride-ons
61,2021-06-05,72503.0,Pool Rafts & Inflatable Ride-ons
62,2021-06-06,72503.0,Pool Rafts & Inflatable Ride-ons
63,2021-06-07,72503.0,Pool Rafts & Inflatable Ride-ons
64,2021-06-08,72503.0,Pool Rafts & Inflatable Ride-ons
65,2021-06-09,72503.0,Pool Rafts & Inflatable Ride-ons
66,2021-06-10,72503.0,Pool Rafts & Inflatable Ride-ons
67,2021-06-11,72503.0,Pool Rafts & Inflatable Ride-ons
68,2021-06-12,72503.0,Pool Rafts & Inflatable Ride-ons
69,2021-06-13,72503.0,Pool Rafts & Inflatable Ride-ons
70,2021-06-14,72503.0,Pool Rafts & Inflatable Ride-ons
71,2021-06-15,72503.0,Pool Rafts & Inflatable Ride-ons
72,2021-06-16,72503.0,Pool Rafts & Inflatable Ride-ons
73,2021-06-17,72503.0,Pool Rafts & Inflatable Ride-ons
74,2021-06-18,72503.0,Pool Rafts & Inflatable Ride-ons
75,2021-06-19,72503.0,Pool Rafts & Inflatable Ride-ons
76,2021-06-20,72503.0,Pool Rafts & Inflatable Ride-ons
77,2021-06-21,72503.0,Pool Rafts & Inflatable Ride-ons
78,2021-06-22,72503.0,Pool Rafts & Inflatable Ride-ons
79,2021-06-23,72503.0,Pool Rafts & Inflatable Ride-ons
80,2021-06-24,72503.0,Pool Rafts & Inflatable Ride-ons
81,2021-06-25,72503.0,Pool Rafts & Inflatable Ride-ons
82,2021-06-26,72503.0,Pool Rafts & Inflatable Ride-ons
83,2021-06-27,72503.0,Pool Rafts & Inflatable Ride-ons
84,2021-06-28,89.0,Pool Rafts & Inflatable Ride-ons
85,2021-06-29,59.0,Pool Rafts & Inflatable Ride-ons
86,2021-06-30,59.0,Pool Rafts & Inflatable Ride-ons
87,2021-07-01,65.0,Pool Rafts & Inflatable Ride-ons
88,2021-07-02,111.0,Pool Rafts & Inflatable Ride-ons
89,2021-07-03,111.0,Pool Rafts & Inflatable Ride-ons
90,2021-07-04,111.0,Pool Rafts & Inflatable Ride-ons
91,2021-07-05,75.0,Pool Rafts & Inflatable Ride-ons
92,2021-07-06,33.0,Pool Rafts & Inflatable Ride-ons
93,2021-07-07,63.0,Pool Rafts & Inflatable Ride-ons
94,2021-07-08,94.0,Pool Rafts & Inflatable Ride-ons
95,2021-07-09,122.0,Pool Rafts & Inflatable Ride-ons
96,2021-07-10,161.0,Pool Rafts & Inflatable Ride-ons
