,date,value,name_B07SR7CJNN
232,2020-01-29,4110.0,Pots
233,2020-01-30,4110.0,Pots
234,2020-01-31,4110.0,Pots
235,2020-02-01,4110.0,Pots
236,2020-02-02,3391.0,Pots
237,2020-02-03,4728.0,Pots
238,2020-02-04,3348.0,Pots
239,2020-02-05,3348.0,Pots
240,2020-02-06,3348.0,Pots
241,2020-02-07,3348.0,Pots
242,2020-02-08,3348.0,Pots
243,2020-02-09,3348.0,Pots
244,2020-02-10,3085.0,Pots
245,2020-02-11,3085.0,Pots
246,2020-02-12,3085.0,Pots
247,2020-02-13,2997.0,Pots
248,2020-02-14,2997.0,Pots
249,2020-02-15,2997.0,Pots
250,2020-02-16,2997.0,Pots
251,2020-02-17,4966.0,Pots
252,2020-02-18,3762.0,Pots
253,2020-02-19,3762.0,Pots
254,2020-02-20,3112.0,Pots
255,2020-02-21,3980.0,Pots
256,2020-02-22,4768.0,Pots
257,2020-02-23,4768.0,Pots
258,2020-02-24,4768.0,Pots
259,2020-02-25,6530.0,Pots
260,2020-02-26,3183.0,Pots
261,2020-02-27,3183.0,Pots
262,2020-02-28,3183.0,Pots
263,2020-02-29,3183.0,Pots
264,2020-03-01,3183.0,Pots
265,2020-03-02,3183.0,Pots
266,2020-03-03,3183.0,Pots
267,2020-03-04,5105.0,Pots
268,2020-03-05,5105.0,Pots
269,2020-03-06,5105.0,Pots
270,2020-03-07,5105.0,Pots
271,2020-03-08,4788.0,Pots
272,2020-03-09,5109.0,Pots
273,2020-03-10,5109.0,Pots
274,2020-03-11,2747.0,Pots
275,2020-03-12,2747.0,Pots
276,2020-03-13,2747.0,Pots
277,2020-03-14,2747.0,Pots
278,2020-03-15,2747.0,Pots
279,2020-03-16,2747.0,Pots
280,2020-03-17,10570.0,Pots
281,2020-03-18,7825.0,Pots
282,2020-03-19,7825.0,Pots
283,2020-03-20,7825.0,Pots
284,2020-03-21,7825.0,Pots
285,2020-03-22,7825.0,Pots
286,2020-03-23,7825.0,Pots
287,2020-03-24,7825.0,Pots
288,2020-03-25,8428.0,Pots
289,2020-03-26,8428.0,Pots
290,2020-03-27,4978.0,Pots
291,2020-03-28,4978.0,Pots
292,2020-03-29,8156.0,Pots
293,2020-03-30,8156.0,Pots
294,2020-03-31,8156.0,Pots
295,2020-04-01,11802.0,Pots
296,2020-04-02,11802.0,Pots
297,2020-04-03,11802.0,Pots
298,2020-04-04,11802.0,Pots
299,2020-04-05,11802.0,Pots
300,2020-04-06,15216.0,Pots
301,2020-04-07,12567.0,Pots
302,2020-04-08,12567.0,Pots
303,2020-04-09,12567.0,Pots
304,2020-04-10,12567.0,Pots
305,2020-04-11,12567.0,Pots
306,2020-04-12,12567.0,Pots
307,2020-04-13,14515.0,Pots
308,2020-04-14,14515.0,Pots
309,2020-04-15,14515.0,Pots
310,2020-04-16,14515.0,Pots
311,2020-04-17,8448.0,Pots
312,2020-04-18,8448.0,Pots
313,2020-04-19,8448.0,Pots
314,2020-04-20,7639.0,Pots
315,2020-04-21,7639.0,Pots
316,2020-04-22,7639.0,Pots
317,2020-04-23,7639.0,Pots
318,2020-04-24,7639.0,Pots
319,2020-04-25,7197.0,Pots
320,2020-04-26,7197.0,Pots
321,2020-04-27,7197.0,Pots
322,2020-04-28,8797.0,Pots
323,2020-04-29,8797.0,Pots
324,2020-04-30,8797.0,Pots
325,2020-05-01,8797.0,Pots
326,2020-05-02,8797.0,Pots
327,2020-05-03,8797.0,Pots
328,2020-05-04,8797.0,Pots
329,2020-05-05,10980.0,Pots
330,2020-05-06,10980.0,Pots
331,2020-05-07,9802.0,Pots
332,2020-05-08,9802.0,Pots
333,2020-05-09,9380.0,Pots
334,2020-05-10,9380.0,Pots
335,2020-05-11,9380.0,Pots
336,2020-05-12,9380.0,Pots
337,2020-05-13,9380.0,Pots
338,2020-05-14,9380.0,Pots
339,2020-05-15,6635.0,Pots
340,2020-05-16,6635.0,Pots
341,2020-05-17,6635.0,Pots
342,2020-05-18,7179.0,Pots
343,2020-05-19,7179.0,Pots
344,2020-05-20,7179.0,Pots
345,2020-05-21,7179.0,Pots
346,2020-05-22,5803.0,Pots
347,2020-05-23,8508.0,Pots
348,2020-05-24,8508.0,Pots
349,2020-05-25,8508.0,Pots
350,2020-05-26,8508.0,Pots
351,2020-05-27,8508.0,Pots
352,2020-05-28,6385.0,Pots
353,2020-05-29,6385.0,Pots
354,2020-05-30,6385.0,Pots
355,2020-05-31,6385.0,Pots
356,2020-06-01,7725.0,Pots
357,2020-06-02,7725.0,Pots
358,2020-06-03,5981.0,Pots
359,2020-06-04,6590.0,Pots
360,2020-06-05,6590.0,Pots
361,2020-06-06,6590.0,Pots
362,2020-06-07,6590.0,Pots
363,2020-06-08,6590.0,Pots
364,2020-06-09,6590.0,Pots
365,2020-06-10,6335.0,Pots
366,2020-06-11,6335.0,Pots
367,2020-06-12,6335.0,Pots
368,2020-06-13,8689.0,Pots
369,2020-06-14,8689.0,Pots
370,2020-06-15,9380.0,Pots
371,2020-06-16,9380.0,Pots
372,2020-06-17,9380.0,Pots
373,2020-06-18,8509.0,Pots
374,2020-06-19,8509.0,Pots
375,2020-06-20,8509.0,Pots
376,2020-06-21,8509.0,Pots
377,2020-06-22,8509.0,Pots
378,2020-06-23,7138.0,Pots
379,2020-06-24,7138.0,Pots
380,2020-06-25,9393.0,Pots
381,2020-06-26,9393.0,Pots
382,2020-06-27,9393.0,Pots
383,2020-06-28,9393.0,Pots
384,2020-06-29,6802.0,Pots
385,2020-06-30,6802.0,Pots
386,2020-07-01,6802.0,Pots
387,2020-07-02,6802.0,Pots
388,2020-07-03,6802.0,Pots
389,2020-07-04,6814.0,Pots
390,2020-07-05,6814.0,Pots
391,2020-07-06,7656.0,Pots
392,2020-07-07,7656.0,Pots
393,2020-07-08,4990.0,Pots
394,2020-07-09,4990.0,Pots
395,2020-07-10,4990.0,Pots
396,2020-07-11,4990.0,Pots
397,2020-07-12,5879.0,Pots
398,2020-07-13,5879.0,Pots
399,2020-07-14,5879.0,Pots
400,2020-07-15,4684.0,Pots
401,2020-07-16,4684.0,Pots
402,2020-07-17,4684.0,Pots
403,2020-07-18,4617.0,Pots
404,2020-07-19,4617.0,Pots
405,2020-07-20,5277.0,Pots
406,2020-07-21,5516.0,Pots
407,2020-07-22,5119.0,Pots
408,2020-07-23,5119.0,Pots
409,2020-07-24,5119.0,Pots
410,2020-07-25,5852.0,Pots
411,2020-07-26,5852.0,Pots
412,2020-07-27,7055.0,Pots
413,2020-07-28,7055.0,Pots
414,2020-07-29,7055.0,Pots
415,2020-07-30,7055.0,Pots
416,2020-07-31,6691.0,Pots
417,2020-08-01,6691.0,Pots
418,2020-08-02,6691.0,Pots
419,2020-08-03,6213.0,Pots
420,2020-08-04,6213.0,Pots
421,2020-08-05,5733.0,Pots
422,2020-08-06,5533.0,Pots
423,2020-08-07,5533.0,Pots
424,2020-08-08,5533.0,Pots
425,2020-08-09,5926.0,Pots
426,2020-08-10,5926.0,Pots
427,2020-08-11,5926.0,Pots
428,2020-08-12,5926.0,Pots
429,2020-08-13,5572.0,Pots
430,2020-08-14,5572.0,Pots
431,2020-08-15,5572.0,Pots
432,2020-08-16,6325.0,Pots
433,2020-08-17,6325.0,Pots
434,2020-08-18,6325.0,Pots
435,2020-08-19,8539.0,Pots
436,2020-08-20,8539.0,Pots
437,2020-08-21,8539.0,Pots
438,2020-08-22,5802.0,Pots
439,2020-08-23,7579.0,Pots
440,2020-08-24,7579.0,Pots
441,2020-08-25,7579.0,Pots
442,2020-08-26,6678.0,Pots
443,2020-08-27,6678.0,Pots
444,2020-08-28,5942.0,Pots
445,2020-08-29,5942.0,Pots
446,2020-08-30,5942.0,Pots
447,2020-08-31,5942.0,Pots
448,2020-09-01,5942.0,Pots
449,2020-09-02,6147.0,Pots
450,2020-09-03,6147.0,Pots
451,2020-09-04,6147.0,Pots
452,2020-09-05,6778.0,Pots
453,2020-09-06,6778.0,Pots
454,2020-09-07,6778.0,Pots
455,2020-09-08,8053.0,Pots
456,2020-09-09,8053.0,Pots
457,2020-09-10,8053.0,Pots
458,2020-09-11,6266.0,Pots
459,2020-09-12,6266.0,Pots
460,2020-09-13,6266.0,Pots
461,2020-09-14,7795.0,Pots
462,2020-09-15,7795.0,Pots
463,2020-09-16,4444.0,Pots
464,2020-09-17,4444.0,Pots
465,2020-09-18,6154.0,Pots
466,2020-09-19,6154.0,Pots
467,2020-09-20,6154.0,Pots
468,2020-09-21,4228.0,Pots
469,2020-09-22,4228.0,Pots
470,2020-09-23,4228.0,Pots
471,2020-09-24,5521.0,Pots
472,2020-09-25,5521.0,Pots
473,2020-09-26,5521.0,Pots
474,2020-09-27,4784.0,Pots
475,2020-09-28,4784.0,Pots
476,2020-09-29,4784.0,Pots
477,2020-09-30,4784.0,Pots
478,2020-10-01,6288.0,Pots
479,2020-10-02,5312.0,Pots
480,2020-10-03,6450.0,Pots
481,2020-10-04,6450.0,Pots
482,2020-10-05,6546.0,Pots
483,2020-10-06,6546.0,Pots
484,2020-10-07,4753.0,Pots
485,2020-10-08,4753.0,Pots
486,2020-10-09,4753.0,Pots
487,2020-10-10,5725.0,Pots
488,2020-10-11,7158.0,Pots
489,2020-10-12,7158.0,Pots
490,2020-10-13,7158.0,Pots
491,2020-10-14,5436.0,Pots
492,2020-10-15,5436.0,Pots
493,2020-10-16,5436.0,Pots
494,2020-10-17,7329.0,Pots
495,2020-10-18,7329.0,Pots
496,2020-10-19,7329.0,Pots
497,2020-10-20,5729.0,Pots
498,2020-10-21,5729.0,Pots
499,2020-10-22,5729.0,Pots
500,2020-10-23,5820.0,Pots
501,2020-10-24,5820.0,Pots
502,2020-10-25,5820.0,Pots
503,2020-10-26,5255.0,Pots
504,2020-10-27,5255.0,Pots
505,2020-10-28,5255.0,Pots
506,2020-10-29,4799.0,Pots
507,2020-10-30,4799.0,Pots
508,2020-10-31,4018.0,Pots
509,2020-11-01,4018.0,Pots
510,2020-11-02,5813.0,Pots
511,2020-11-03,5813.0,Pots
512,2020-11-04,5813.0,Pots
513,2020-11-05,3932.0,Pots
514,2020-11-06,3932.0,Pots
515,2020-11-07,5600.0,Pots
516,2020-11-08,5600.0,Pots
517,2020-11-09,5600.0,Pots
518,2020-11-10,3748.0,Pots
519,2020-11-11,3894.0,Pots
520,2020-11-12,3894.0,Pots
521,2020-11-13,3894.0,Pots
522,2020-11-14,4592.0,Pots
523,2020-11-15,4592.0,Pots
524,2020-11-16,4592.0,Pots
525,2020-11-17,4642.0,Pots
526,2020-11-18,4642.0,Pots
527,2020-11-19,4642.0,Pots
528,2020-11-20,4089.0,Pots
529,2020-11-21,4089.0,Pots
530,2020-11-22,4089.0,Pots
531,2020-11-23,5974.0,Pots
532,2020-11-24,5974.0,Pots
533,2020-11-25,5974.0,Pots
534,2020-11-26,5668.0,Pots
535,2020-11-27,5668.0,Pots
536,2020-11-28,4771.0,Pots
537,2020-11-29,4771.0,Pots
538,2020-11-30,7406.0,Pots
539,2020-12-01,7406.0,Pots
540,2020-12-02,7406.0,Pots
541,2020-12-03,7406.0,Pots
542,2020-12-04,24434.0,Pots
543,2020-12-05,24434.0,Pots
544,2020-12-06,24434.0,Pots
545,2020-12-07,42717.0,Pots
546,2020-12-08,49952.0,Pots
547,2020-12-09,51168.0,Pots
548,2020-12-10,39477.0,Pots
549,2020-12-11,40670.0,Pots
550,2020-12-12,49784.0,Pots
551,2020-12-13,51852.0,Pots
552,2020-12-14,19166.0,Pots
553,2020-12-15,21410.0,Pots
554,2020-12-16,10293.0,Pots
555,2020-12-17,8150.0,Pots
556,2020-12-18,8926.0,Pots
557,2020-12-19,8926.0,Pots
558,2020-12-20,14546.0,Pots
559,2020-12-21,9859.0,Pots
560,2020-12-22,8067.0,Pots
561,2020-12-23,7732.0,Pots
562,2020-12-24,12439.0,Pots
563,2020-12-25,10965.0,Pots
564,2020-12-26,15637.0,Pots
565,2020-12-27,10461.0,Pots
566,2020-12-28,9789.0,Pots
567,2020-12-29,8587.0,Pots
568,2020-12-30,8587.0,Pots
569,2020-12-31,7490.0,Pots
570,2021-01-01,7490.0,Pots
571,2021-01-02,7490.0,Pots
572,2021-01-03,7490.0,Pots
573,2021-01-04,8446.0,Pots
574,2021-01-05,8446.0,Pots
575,2021-01-06,5122.0,Pots
576,2021-01-07,5122.0,Pots
577,2021-01-08,4192.0,Pots
578,2021-01-09,4192.0,Pots
579,2021-01-10,4192.0,Pots
580,2021-01-11,5582.0,Pots
581,2021-01-12,5582.0,Pots
582,2021-01-13,5582.0,Pots
583,2021-01-14,2941.0,Pots
584,2021-01-15,2941.0,Pots
585,2021-01-16,2941.0,Pots
586,2021-01-17,3658.0,Pots
587,2021-01-18,3658.0,Pots
588,2021-01-19,3658.0,Pots
589,2021-01-20,2590.0,Pots
590,2021-01-21,2590.0,Pots
591,2021-01-22,2171.0,Pots
592,2021-01-23,2171.0,Pots
593,2021-01-24,2667.0,Pots
594,2021-01-25,2446.0,Pots
595,2021-01-26,2446.0,Pots
596,2021-01-27,2597.0,Pots
597,2021-01-28,2597.0,Pots
598,2021-01-29,2055.0,Pots
599,2021-01-30,2055.0,Pots
600,2021-01-31,2055.0,Pots
601,2021-02-01,4108.0,Pots
602,2021-02-02,4108.0,Pots
603,2021-02-03,4108.0,Pots
604,2021-02-04,1936.0,Pots
605,2021-02-05,2425.0,Pots
606,2021-02-06,2560.0,Pots
607,2021-02-07,2560.0,Pots
608,2021-02-08,5545.0,Pots
609,2021-02-09,5545.0,Pots
610,2021-02-10,5545.0,Pots
611,2021-02-11,5545.0,Pots
612,2021-02-12,4559.0,Pots
613,2021-02-13,4559.0,Pots
614,2021-02-14,4559.0,Pots
615,2021-02-15,4559.0,Pots
616,2021-02-16,4559.0,Pots
617,2021-02-17,7455.0,Pots
618,2021-02-18,18146.0,Pots
619,2021-02-19,18146.0,Pots
620,2021-02-20,18146.0,Pots
621,2021-02-21,18146.0,Pots
622,2021-02-22,40850.0,Pots
623,2021-02-23,40850.0,Pots
624,2021-02-24,46434.0,Pots
625,2021-02-25,46434.0,Pots
626,2021-02-26,46434.0,Pots
627,2021-02-27,46785.0,Pots
628,2021-02-28,46785.0,Pots
629,2021-03-01,46785.0,Pots
630,2021-03-02,71465.0,Pots
631,2021-03-03,71465.0,Pots
632,2021-03-04,71465.0,Pots
633,2021-03-05,58147.0,Pots
634,2021-03-06,58147.0,Pots
635,2021-03-07,58147.0,Pots
636,2021-03-08,88089.0,Pots
637,2021-03-09,88089.0,Pots
638,2021-03-10,88089.0,Pots
639,2021-03-11,15439.0,Pots
640,2021-03-12,7519.0,Pots
641,2021-03-13,7519.0,Pots
642,2021-03-14,7519.0,Pots
643,2021-03-15,10173.0,Pots
644,2021-03-16,10173.0,Pots
645,2021-03-17,4103.0,Pots
646,2021-03-18,4103.0,Pots
647,2021-03-19,4103.0,Pots
648,2021-03-20,5519.0,Pots
649,2021-03-21,5519.0,Pots
650,2021-03-22,5519.0,Pots
651,2021-03-23,5823.0,Pots
652,2021-03-24,5823.0,Pots
653,2021-03-25,9972.0,Pots
654,2021-03-26,9972.0,Pots
655,2021-03-27,9972.0,Pots
656,2021-03-28,10402.0,Pots
657,2021-03-29,10402.0,Pots
658,2021-03-30,4547.0,Pots
659,2021-03-31,3360.0,Pots
660,2021-04-01,3360.0,Pots
661,2021-04-02,3740.0,Pots
662,2021-04-03,3740.0,Pots
663,2021-04-04,3740.0,Pots
664,2021-04-05,5353.0,Pots
665,2021-04-06,5353.0,Pots
666,2021-04-07,3108.0,Pots
667,2021-04-08,3623.0,Pots
668,2021-04-09,3623.0,Pots
669,2021-04-10,5477.0,Pots
670,2021-04-11,5477.0,Pots
671,2021-04-12,4856.0,Pots
672,2021-04-13,4856.0,Pots
673,2021-04-14,7753.0,Pots
674,2021-04-15,18460.0,Pots
675,2021-04-16,18460.0,Pots
676,2021-04-17,35129.0,Pots
677,2021-04-18,35129.0,Pots
678,2021-04-19,35129.0,Pots
679,2021-04-20,35129.0,Pots
680,2021-04-21,57078.0,Pots
681,2021-04-22,46062.0,Pots
682,2021-04-23,46062.0,Pots
683,2021-04-24,46062.0,Pots
684,2021-04-25,46062.0,Pots
685,2021-04-26,77475.0,Pots
686,2021-04-27,77475.0,Pots
687,2021-04-28,77475.0,Pots
688,2021-04-29,77475.0,Pots
689,2021-04-30,77475.0,Pots
690,2021-05-01,77475.0,Pots
691,2021-05-02,77475.0,Pots
692,2021-05-03,77475.0,Pots
693,2021-05-04,45899.0,Pots
694,2021-05-05,45899.0,Pots
695,2021-05-06,45899.0,Pots
696,2021-05-07,9595.0,Pots
697,2021-05-08,10286.0,Pots
698,2021-05-09,10286.0,Pots
699,2021-05-10,10286.0,Pots
700,2021-05-11,9116.0,Pots
701,2021-05-12,9116.0,Pots
702,2021-05-13,9116.0,Pots
703,2021-05-14,6087.0,Pots
704,2021-05-15,6087.0,Pots
705,2021-05-16,8051.0,Pots
706,2021-05-17,8051.0,Pots
707,2021-05-18,3716.0,Pots
708,2021-05-19,3664.0,Pots
709,2021-05-20,4371.0,Pots
710,2021-05-21,4371.0,Pots
711,2021-05-22,4992.0,Pots
712,2021-05-23,4992.0,Pots
713,2021-05-24,7453.0,Pots
714,2021-05-25,4671.0,Pots
715,2021-05-26,4671.0,Pots
716,2021-05-27,4636.0,Pots
717,2021-05-28,4989.0,Pots
718,2021-05-29,4989.0,Pots
719,2021-05-30,4304.0,Pots
720,2021-05-31,4380.0,Pots
721,2021-06-01,4380.0,Pots
722,2021-06-02,5369.0,Pots
723,2021-06-03,5369.0,Pots
724,2021-06-04,5837.0,Pots
725,2021-06-05,5837.0,Pots
726,2021-06-06,7707.0,Pots
727,2021-06-07,7707.0,Pots
728,2021-06-08,6636.0,Pots
729,2021-06-09,6636.0,Pots
730,2021-06-10,6068.0,Pots
731,2021-06-11,6068.0,Pots
732,2021-06-12,6068.0,Pots
733,2021-06-13,7600.0,Pots
734,2021-06-14,7600.0,Pots
735,2021-06-15,8688.0,Pots
736,2021-06-16,8688.0,Pots
737,2021-06-17,8688.0,Pots
738,2021-06-18,8362.0,Pots
739,2021-06-19,8362.0,Pots
740,2021-06-20,6455.0,Pots
741,2021-06-21,6455.0,Pots
742,2021-06-22,6455.0,Pots
743,2021-06-23,8814.0,Pots
744,2021-06-24,8814.0,Pots
745,2021-06-25,9516.0,Pots
746,2021-06-26,7034.0,Pots
747,2021-06-27,7034.0,Pots
748,2021-06-28,7034.0,Pots
749,2021-06-29,7579.0,Pots
750,2021-06-30,7856.0,Pots
751,2021-07-01,7856.0,Pots
752,2021-07-02,7682.0,Pots
753,2021-07-03,7682.0,Pots
754,2021-07-04,7682.0,Pots
755,2021-07-05,9919.0,Pots
756,2021-07-06,9919.0,Pots
757,2021-07-07,9919.0,Pots
758,2021-07-08,4226.0,Pots
759,2021-07-09,6092.0,Pots
760,2021-07-10,6538.0,Pots
