,date,value,name_B086Y7PTRZ
45,2020-05-29,23879.0,Shower Curtains
46,2020-05-30,23879.0,Shower Curtains
47,2020-05-31,23879.0,Shower Curtains
48,2020-06-01,23879.0,Shower Curtains
49,2020-06-02,28234.0,Shower Curtains
50,2020-06-03,28234.0,Shower Curtains
51,2020-06-04,32515.0,Shower Curtains
52,2020-06-05,32515.0,Shower Curtains
53,2020-06-06,32515.0,Shower Curtains
54,2020-06-07,32515.0,Shower Curtains
55,2020-06-08,32515.0,Shower Curtains
56,2020-06-09,25098.0,Shower Curtains
57,2020-06-10,27742.0,Shower Curtains
58,2020-06-11,27603.0,Shower Curtains
59,2020-06-12,27603.0,Shower Curtains
60,2020-06-13,27603.0,Shower Curtains
61,2020-06-14,23585.0,Shower Curtains
62,2020-06-15,23585.0,Shower Curtains
63,2020-06-16,26627.0,Shower Curtains
64,2020-06-17,30640.0,Shower Curtains
65,2020-06-18,30640.0,Shower Curtains
66,2020-06-19,30640.0,Shower Curtains
67,2020-06-20,30640.0,Shower Curtains
68,2020-06-21,30640.0,Shower Curtains
69,2020-06-22,33060.0,Shower Curtains
70,2020-06-23,33060.0,Shower Curtains
71,2020-06-24,26752.0,Shower Curtains
72,2020-06-25,26752.0,Shower Curtains
73,2020-06-26,26752.0,Shower Curtains
74,2020-06-27,23578.0,Shower Curtains
75,2020-06-28,23578.0,Shower Curtains
76,2020-06-29,23578.0,Shower Curtains
77,2020-06-30,23578.0,Shower Curtains
78,2020-07-01,35367.0,Shower Curtains
79,2020-07-02,35367.0,Shower Curtains
80,2020-07-03,35367.0,Shower Curtains
81,2020-07-04,27041.0,Shower Curtains
82,2020-07-05,27041.0,Shower Curtains
83,2020-07-06,27041.0,Shower Curtains
84,2020-07-07,27041.0,Shower Curtains
85,2020-07-08,27041.0,Shower Curtains
86,2020-07-09,27041.0,Shower Curtains
87,2020-07-10,27296.0,Shower Curtains
88,2020-07-11,27296.0,Shower Curtains
89,2020-07-12,27296.0,Shower Curtains
90,2020-07-13,27296.0,Shower Curtains
91,2020-07-14,32335.0,Shower Curtains
92,2020-07-15,32335.0,Shower Curtains
93,2020-07-16,32335.0,Shower Curtains
94,2020-07-17,32335.0,Shower Curtains
95,2020-07-18,32335.0,Shower Curtains
96,2020-07-19,32335.0,Shower Curtains
97,2020-07-20,33643.0,Shower Curtains
98,2020-07-21,33643.0,Shower Curtains
99,2020-07-22,33643.0,Shower Curtains
100,2020-07-23,33643.0,Shower Curtains
101,2020-07-24,33643.0,Shower Curtains
102,2020-07-25,33643.0,Shower Curtains
103,2020-07-26,33643.0,Shower Curtains
104,2020-07-27,35845.0,Shower Curtains
105,2020-07-28,35845.0,Shower Curtains
106,2020-07-29,35845.0,Shower Curtains
107,2020-07-30,35845.0,Shower Curtains
108,2020-07-31,35845.0,Shower Curtains
109,2020-08-01,35845.0,Shower Curtains
110,2020-08-02,35845.0,Shower Curtains
111,2020-08-03,25776.0,Shower Curtains
112,2020-08-04,25776.0,Shower Curtains
113,2020-08-05,25776.0,Shower Curtains
114,2020-08-06,25776.0,Shower Curtains
115,2020-08-07,25776.0,Shower Curtains
116,2020-08-08,25776.0,Shower Curtains
117,2020-08-09,25776.0,Shower Curtains
118,2020-08-10,36624.0,Shower Curtains
119,2020-08-11,36624.0,Shower Curtains
120,2020-08-12,36624.0,Shower Curtains
121,2020-08-13,36624.0,Shower Curtains
122,2020-08-14,33613.0,Shower Curtains
123,2020-08-15,33613.0,Shower Curtains
124,2020-08-16,33613.0,Shower Curtains
125,2020-08-17,24197.0,Shower Curtains
126,2020-08-18,24197.0,Shower Curtains
127,2020-08-19,24197.0,Shower Curtains
128,2020-08-20,32628.0,Shower Curtains
129,2020-08-21,32628.0,Shower Curtains
130,2020-08-22,32628.0,Shower Curtains
131,2020-08-23,32628.0,Shower Curtains
132,2020-08-24,27880.0,Shower Curtains
133,2020-08-25,27880.0,Shower Curtains
134,2020-08-26,27880.0,Shower Curtains
135,2020-08-27,27880.0,Shower Curtains
136,2020-08-28,37506.0,Shower Curtains
137,2020-08-29,37506.0,Shower Curtains
138,2020-08-30,37506.0,Shower Curtains
139,2020-08-31,35814.0,Shower Curtains
140,2020-09-01,35814.0,Shower Curtains
141,2020-09-02,33445.0,Shower Curtains
142,2020-09-03,33445.0,Shower Curtains
143,2020-09-04,33445.0,Shower Curtains
144,2020-09-05,31663.0,Shower Curtains
145,2020-09-06,31663.0,Shower Curtains
146,2020-09-07,31663.0,Shower Curtains
147,2020-09-08,31663.0,Shower Curtains
148,2020-09-09,31663.0,Shower Curtains
149,2020-09-10,31663.0,Shower Curtains
150,2020-09-11,34006.0,Shower Curtains
151,2020-09-12,34006.0,Shower Curtains
152,2020-09-13,34006.0,Shower Curtains
153,2020-09-14,34006.0,Shower Curtains
154,2020-09-15,34006.0,Shower Curtains
155,2020-09-16,41698.0,Shower Curtains
156,2020-09-17,41698.0,Shower Curtains
157,2020-09-18,31759.0,Shower Curtains
158,2020-09-19,31759.0,Shower Curtains
159,2020-09-20,31759.0,Shower Curtains
160,2020-09-21,31759.0,Shower Curtains
161,2020-09-22,31759.0,Shower Curtains
162,2020-09-23,36102.0,Shower Curtains
163,2020-09-24,36102.0,Shower Curtains
164,2020-09-25,36102.0,Shower Curtains
165,2020-09-26,36102.0,Shower Curtains
166,2020-09-27,36102.0,Shower Curtains
167,2020-09-28,32958.0,Shower Curtains
168,2020-09-29,26105.0,Shower Curtains
169,2020-09-30,26105.0,Shower Curtains
170,2020-10-01,26105.0,Shower Curtains
171,2020-10-02,26105.0,Shower Curtains
172,2020-10-03,26105.0,Shower Curtains
173,2020-10-04,26105.0,Shower Curtains
174,2020-10-05,22259.0,Shower Curtains
175,2020-10-06,22259.0,Shower Curtains
176,2020-10-07,22259.0,Shower Curtains
177,2020-10-08,22259.0,Shower Curtains
178,2020-10-09,22259.0,Shower Curtains
179,2020-10-10,22259.0,Shower Curtains
180,2020-10-11,28422.0,Shower Curtains
181,2020-10-12,28422.0,Shower Curtains
182,2020-10-13,28422.0,Shower Curtains
183,2020-10-14,28422.0,Shower Curtains
184,2020-10-15,39315.0,Shower Curtains
185,2020-10-16,39315.0,Shower Curtains
186,2020-10-17,39315.0,Shower Curtains
187,2020-10-18,39315.0,Shower Curtains
188,2020-10-19,31282.0,Shower Curtains
189,2020-10-20,31282.0,Shower Curtains
190,2020-10-21,31282.0,Shower Curtains
191,2020-10-22,31282.0,Shower Curtains
192,2020-10-23,32027.0,Shower Curtains
193,2020-10-24,32027.0,Shower Curtains
194,2020-10-25,32027.0,Shower Curtains
195,2020-10-26,32027.0,Shower Curtains
196,2020-10-27,26662.0,Shower Curtains
197,2020-10-28,26662.0,Shower Curtains
198,2020-10-29,27963.0,Shower Curtains
199,2020-10-30,27963.0,Shower Curtains
200,2020-10-31,27963.0,Shower Curtains
201,2020-11-01,27963.0,Shower Curtains
202,2020-11-02,27963.0,Shower Curtains
203,2020-11-03,34198.0,Shower Curtains
204,2020-11-04,37290.0,Shower Curtains
205,2020-11-05,37290.0,Shower Curtains
206,2020-11-06,37290.0,Shower Curtains
207,2020-11-07,37290.0,Shower Curtains
208,2020-11-08,34551.0,Shower Curtains
209,2020-11-09,34551.0,Shower Curtains
210,2020-11-10,34551.0,Shower Curtains
211,2020-11-11,34551.0,Shower Curtains
212,2020-11-12,42882.0,Shower Curtains
213,2020-11-13,36863.0,Shower Curtains
214,2020-11-14,36863.0,Shower Curtains
215,2020-11-15,52659.0,Shower Curtains
216,2020-11-16,42477.0,Shower Curtains
217,2020-11-17,42477.0,Shower Curtains
218,2020-11-18,42477.0,Shower Curtains
219,2020-11-19,38119.0,Shower Curtains
220,2020-11-20,38119.0,Shower Curtains
221,2020-11-21,41346.0,Shower Curtains
222,2020-11-22,41346.0,Shower Curtains
223,2020-11-23,55493.0,Shower Curtains
224,2020-11-24,39424.0,Shower Curtains
225,2020-11-25,39424.0,Shower Curtains
226,2020-11-26,39424.0,Shower Curtains
227,2020-11-27,39424.0,Shower Curtains
228,2020-11-28,39424.0,Shower Curtains
229,2020-11-29,75966.0,Shower Curtains
230,2020-11-30,75966.0,Shower Curtains
231,2020-12-01,75966.0,Shower Curtains
232,2020-12-02,75966.0,Shower Curtains
233,2020-12-03,75966.0,Shower Curtains
234,2020-12-04,71637.0,Shower Curtains
235,2020-12-05,71637.0,Shower Curtains
236,2020-12-06,47547.0,Shower Curtains
237,2020-12-07,47547.0,Shower Curtains
238,2020-12-08,47547.0,Shower Curtains
239,2020-12-09,53491.0,Shower Curtains
240,2020-12-10,53491.0,Shower Curtains
241,2020-12-11,53491.0,Shower Curtains
242,2020-12-12,53491.0,Shower Curtains
243,2020-12-13,53491.0,Shower Curtains
244,2020-12-14,53491.0,Shower Curtains
245,2020-12-15,54392.0,Shower Curtains
246,2020-12-16,54392.0,Shower Curtains
247,2020-12-17,54392.0,Shower Curtains
248,2020-12-18,47319.0,Shower Curtains
249,2020-12-19,47319.0,Shower Curtains
250,2020-12-20,47319.0,Shower Curtains
251,2020-12-21,38880.0,Shower Curtains
252,2020-12-22,38880.0,Shower Curtains
253,2020-12-23,38880.0,Shower Curtains
254,2020-12-24,32090.0,Shower Curtains
255,2020-12-25,32090.0,Shower Curtains
256,2020-12-26,31565.0,Shower Curtains
257,2020-12-27,31565.0,Shower Curtains
258,2020-12-28,31565.0,Shower Curtains
259,2020-12-29,31565.0,Shower Curtains
260,2020-12-30,17605.0,Shower Curtains
261,2020-12-31,17605.0,Shower Curtains
262,2021-01-01,33584.0,Shower Curtains
263,2021-01-02,33584.0,Shower Curtains
264,2021-01-03,57442.0,Shower Curtains
265,2021-01-04,57442.0,Shower Curtains
266,2021-01-05,57442.0,Shower Curtains
267,2021-01-06,57442.0,Shower Curtains
268,2021-01-07,57442.0,Shower Curtains
269,2021-01-08,23751.0,Shower Curtains
270,2021-01-09,23751.0,Shower Curtains
271,2021-01-10,23751.0,Shower Curtains
272,2021-01-11,20829.0,Shower Curtains
273,2021-01-12,23292.0,Shower Curtains
274,2021-01-13,21851.0,Shower Curtains
275,2021-01-14,21851.0,Shower Curtains
276,2021-01-15,21851.0,Shower Curtains
277,2021-01-16,18503.0,Shower Curtains
278,2021-01-17,18503.0,Shower Curtains
279,2021-01-18,18503.0,Shower Curtains
280,2021-01-19,18503.0,Shower Curtains
281,2021-01-20,18503.0,Shower Curtains
282,2021-01-21,16868.0,Shower Curtains
283,2021-01-22,16868.0,Shower Curtains
284,2021-01-23,20956.0,Shower Curtains
285,2021-01-24,20956.0,Shower Curtains
286,2021-01-25,20956.0,Shower Curtains
287,2021-01-26,17306.0,Shower Curtains
288,2021-01-27,17306.0,Shower Curtains
289,2021-01-28,21076.0,Shower Curtains
290,2021-01-29,25146.0,Shower Curtains
291,2021-01-30,27143.0,Shower Curtains
292,2021-01-31,27143.0,Shower Curtains
293,2021-02-01,24425.0,Shower Curtains
294,2021-02-02,24425.0,Shower Curtains
295,2021-02-03,24425.0,Shower Curtains
296,2021-02-04,24425.0,Shower Curtains
297,2021-02-05,39038.0,Shower Curtains
298,2021-02-06,39038.0,Shower Curtains
299,2021-02-07,39038.0,Shower Curtains
300,2021-02-08,36563.0,Shower Curtains
301,2021-02-09,36563.0,Shower Curtains
302,2021-02-10,36563.0,Shower Curtains
303,2021-02-11,36563.0,Shower Curtains
304,2021-02-12,33611.0,Shower Curtains
305,2021-02-13,33611.0,Shower Curtains
306,2021-02-14,33611.0,Shower Curtains
307,2021-02-15,25843.0,Shower Curtains
308,2021-02-16,26536.0,Shower Curtains
309,2021-02-17,26536.0,Shower Curtains
310,2021-02-18,26536.0,Shower Curtains
311,2021-02-19,26536.0,Shower Curtains
312,2021-02-20,26536.0,Shower Curtains
313,2021-02-21,32976.0,Shower Curtains
314,2021-02-22,32976.0,Shower Curtains
315,2021-02-23,32976.0,Shower Curtains
316,2021-02-24,32976.0,Shower Curtains
317,2021-02-25,27891.0,Shower Curtains
318,2021-02-26,27891.0,Shower Curtains
319,2021-02-27,27891.0,Shower Curtains
320,2021-02-28,25784.0,Shower Curtains
321,2021-03-01,20401.0,Shower Curtains
322,2021-03-02,20401.0,Shower Curtains
323,2021-03-03,20401.0,Shower Curtains
324,2021-03-04,28840.0,Shower Curtains
325,2021-03-05,25849.0,Shower Curtains
326,2021-03-06,25849.0,Shower Curtains
327,2021-03-07,25849.0,Shower Curtains
328,2021-03-08,32146.0,Shower Curtains
329,2021-03-09,32146.0,Shower Curtains
330,2021-03-10,31087.0,Shower Curtains
331,2021-03-11,31087.0,Shower Curtains
332,2021-03-12,31087.0,Shower Curtains
333,2021-03-13,42675.0,Shower Curtains
334,2021-03-14,42675.0,Shower Curtains
335,2021-03-15,31286.0,Shower Curtains
336,2021-03-16,42278.0,Shower Curtains
337,2021-03-17,42278.0,Shower Curtains
338,2021-03-18,42278.0,Shower Curtains
339,2021-03-19,42278.0,Shower Curtains
340,2021-03-20,26804.0,Shower Curtains
341,2021-03-21,26804.0,Shower Curtains
342,2021-03-22,26804.0,Shower Curtains
343,2021-03-23,26804.0,Shower Curtains
344,2021-03-24,26804.0,Shower Curtains
345,2021-03-25,32753.0,Shower Curtains
346,2021-03-26,32753.0,Shower Curtains
347,2021-03-27,32753.0,Shower Curtains
348,2021-03-28,27223.0,Shower Curtains
349,2021-03-29,27223.0,Shower Curtains
350,2021-03-30,27223.0,Shower Curtains
351,2021-03-31,27223.0,Shower Curtains
352,2021-04-01,29113.0,Shower Curtains
353,2021-04-02,29113.0,Shower Curtains
354,2021-04-03,29113.0,Shower Curtains
355,2021-04-04,30049.0,Shower Curtains
356,2021-04-05,30049.0,Shower Curtains
357,2021-04-06,30049.0,Shower Curtains
358,2021-04-07,27482.0,Shower Curtains
359,2021-04-08,35864.0,Shower Curtains
360,2021-04-09,35864.0,Shower Curtains
361,2021-04-10,29661.0,Shower Curtains
362,2021-04-11,29661.0,Shower Curtains
363,2021-04-12,37559.0,Shower Curtains
364,2021-04-13,37559.0,Shower Curtains
365,2021-04-14,37559.0,Shower Curtains
366,2021-04-15,37559.0,Shower Curtains
367,2021-04-16,37559.0,Shower Curtains
368,2021-04-17,37559.0,Shower Curtains
369,2021-04-18,37559.0,Shower Curtains
370,2021-04-19,37559.0,Shower Curtains
371,2021-04-20,37559.0,Shower Curtains
372,2021-04-21,30190.0,Shower Curtains
373,2021-04-22,30190.0,Shower Curtains
374,2021-04-23,30190.0,Shower Curtains
375,2021-04-24,30190.0,Shower Curtains
376,2021-04-25,27638.0,Shower Curtains
377,2021-04-26,27638.0,Shower Curtains
378,2021-04-27,27638.0,Shower Curtains
379,2021-04-28,39253.0,Shower Curtains
380,2021-04-29,30443.0,Shower Curtains
381,2021-04-30,30443.0,Shower Curtains
382,2021-05-01,32094.0,Shower Curtains
383,2021-05-02,32094.0,Shower Curtains
384,2021-05-03,32094.0,Shower Curtains
385,2021-05-04,33992.0,Shower Curtains
386,2021-05-05,33992.0,Shower Curtains
387,2021-05-06,27159.0,Shower Curtains
388,2021-05-07,37564.0,Shower Curtains
389,2021-05-08,37564.0,Shower Curtains
390,2021-05-09,37564.0,Shower Curtains
391,2021-05-10,37564.0,Shower Curtains
392,2021-05-11,37564.0,Shower Curtains
393,2021-05-12,29380.0,Shower Curtains
394,2021-05-13,34722.0,Shower Curtains
395,2021-05-14,34722.0,Shower Curtains
396,2021-05-15,34722.0,Shower Curtains
397,2021-05-16,34722.0,Shower Curtains
398,2021-05-17,39879.0,Shower Curtains
399,2021-05-18,39879.0,Shower Curtains
400,2021-05-19,39879.0,Shower Curtains
401,2021-05-20,38013.0,Shower Curtains
402,2021-05-21,38013.0,Shower Curtains
403,2021-05-22,38013.0,Shower Curtains
404,2021-05-23,38013.0,Shower Curtains
405,2021-05-24,35710.0,Shower Curtains
406,2021-05-25,31278.0,Shower Curtains
407,2021-05-26,31278.0,Shower Curtains
408,2021-05-27,31278.0,Shower Curtains
409,2021-05-28,31278.0,Shower Curtains
410,2021-05-29,34248.0,Shower Curtains
411,2021-05-30,34248.0,Shower Curtains
412,2021-05-31,34248.0,Shower Curtains
413,2021-06-01,21479.0,Shower Curtains
414,2021-06-02,21479.0,Shower Curtains
415,2021-06-03,34508.0,Shower Curtains
416,2021-06-04,34508.0,Shower Curtains
417,2021-06-05,34508.0,Shower Curtains
418,2021-06-06,34508.0,Shower Curtains
419,2021-06-07,33520.0,Shower Curtains
420,2021-06-08,33520.0,Shower Curtains
421,2021-06-09,30931.0,Shower Curtains
422,2021-06-10,30931.0,Shower Curtains
423,2021-06-11,31247.0,Shower Curtains
424,2021-06-12,27507.0,Shower Curtains
425,2021-06-13,27507.0,Shower Curtains
426,2021-06-14,34810.0,Shower Curtains
427,2021-06-15,32972.0,Shower Curtains
428,2021-06-16,42124.0,Shower Curtains
429,2021-06-17,42124.0,Shower Curtains
430,2021-06-18,39899.0,Shower Curtains
431,2021-06-19,32747.0,Shower Curtains
432,2021-06-20,32747.0,Shower Curtains
433,2021-06-21,47820.0,Shower Curtains
434,2021-06-22,46081.0,Shower Curtains
435,2021-06-23,46081.0,Shower Curtains
436,2021-06-24,36890.0,Shower Curtains
437,2021-06-25,42494.0,Shower Curtains
438,2021-06-26,26955.0,Shower Curtains
439,2021-06-27,26955.0,Shower Curtains
440,2021-06-28,41603.0,Shower Curtains
441,2021-06-29,32930.0,Shower Curtains
442,2021-06-30,41856.0,Shower Curtains
443,2021-07-01,36888.0,Shower Curtains
444,2021-07-02,40404.0,Shower Curtains
445,2021-07-03,44434.0,Shower Curtains
446,2021-07-04,44434.0,Shower Curtains
447,2021-07-05,66388.0,Shower Curtains
448,2021-07-06,35776.0,Shower Curtains
449,2021-07-07,37911.0,Shower Curtains
450,2021-07-08,38831.0,Shower Curtains
451,2021-07-09,39341.0,Shower Curtains
452,2021-07-10,39341.0,Shower Curtains
453,2021-07-11,46318.0,Shower Curtains
