,date,value,name_B07XZKSPYH
91,2020-08-28,21226.0,Insoles
92,2020-08-29,21226.0,Insoles
93,2020-08-30,21226.0,Insoles
94,2020-08-31,21226.0,Insoles
95,2020-09-01,27610.0,Insoles
96,2020-09-02,27610.0,Insoles
97,2020-09-03,27610.0,Insoles
98,2020-09-04,24694.0,Insoles
99,2020-09-05,24694.0,Insoles
100,2020-09-06,24694.0,Insoles
101,2020-09-07,24408.0,Insoles
102,2020-09-08,24408.0,Insoles
103,2020-09-09,24408.0,Insoles
104,2020-09-10,25835.0,Insoles
105,2020-09-11,25835.0,Insoles
106,2020-09-12,25835.0,Insoles
107,2020-09-13,22786.0,Insoles
108,2020-09-14,22786.0,Insoles
109,2020-09-15,22786.0,Insoles
110,2020-09-16,22786.0,Insoles
111,2020-09-17,21464.0,Insoles
112,2020-09-18,21464.0,Insoles
113,2020-09-19,21464.0,Insoles
114,2020-09-20,26013.0,Insoles
115,2020-09-21,26013.0,Insoles
116,2020-09-22,26013.0,Insoles
117,2020-09-23,23545.0,Insoles
118,2020-09-24,23545.0,Insoles
119,2020-09-25,23545.0,Insoles
120,2020-09-26,17031.0,Insoles
121,2020-09-27,17031.0,Insoles
122,2020-09-28,17031.0,Insoles
123,2020-09-29,20516.0,Insoles
124,2020-09-30,22383.0,Insoles
125,2020-10-01,22383.0,Insoles
126,2020-10-02,22383.0,Insoles
127,2020-10-03,24150.0,Insoles
128,2020-10-04,24150.0,Insoles
129,2020-10-05,24150.0,Insoles
130,2020-10-06,25969.0,Insoles
131,2020-10-07,29489.0,Insoles
132,2020-10-08,29489.0,Insoles
133,2020-10-09,24026.0,Insoles
134,2020-10-10,16399.0,Insoles
135,2020-10-11,16399.0,Insoles
136,2020-10-12,16399.0,Insoles
137,2020-10-13,27678.0,Insoles
138,2020-10-14,27678.0,Insoles
139,2020-10-15,27678.0,Insoles
140,2020-10-16,34592.0,Insoles
141,2020-10-17,34592.0,Insoles
142,2020-10-18,34592.0,Insoles
143,2020-10-19,43293.0,Insoles
144,2020-10-20,43293.0,Insoles
145,2020-10-21,43293.0,Insoles
146,2020-10-22,61904.0,Insoles
147,2020-10-23,61904.0,Insoles
148,2020-10-24,61904.0,Insoles
149,2020-10-25,52903.0,Insoles
150,2020-10-26,52903.0,Insoles
151,2020-10-27,52903.0,Insoles
152,2020-10-28,38196.0,Insoles
153,2020-10-29,38196.0,Insoles
154,2020-10-30,31507.0,Insoles
155,2020-10-31,31507.0,Insoles
156,2020-11-01,29056.0,Insoles
157,2020-11-02,29056.0,Insoles
158,2020-11-03,29056.0,Insoles
159,2020-11-04,24913.0,Insoles
160,2020-11-05,24913.0,Insoles
161,2020-11-06,24913.0,Insoles
162,2020-11-07,27509.0,Insoles
163,2020-11-08,27509.0,Insoles
164,2020-11-09,24488.0,Insoles
165,2020-11-10,24488.0,Insoles
166,2020-11-11,24488.0,Insoles
167,2020-11-12,24488.0,Insoles
168,2020-11-13,23396.0,Insoles
169,2020-11-14,23396.0,Insoles
170,2020-11-15,23851.0,Insoles
171,2020-11-16,23851.0,Insoles
172,2020-11-17,23851.0,Insoles
173,2020-11-18,27730.0,Insoles
174,2020-11-19,27730.0,Insoles
175,2020-11-20,27730.0,Insoles
176,2020-11-21,24194.0,Insoles
177,2020-11-22,24194.0,Insoles
178,2020-11-23,24194.0,Insoles
179,2020-11-24,27420.0,Insoles
180,2020-11-25,27420.0,Insoles
181,2020-11-26,27420.0,Insoles
182,2020-11-27,27420.0,Insoles
183,2020-11-28,26422.0,Insoles
184,2020-11-29,26422.0,Insoles
185,2020-11-30,26422.0,Insoles
186,2020-12-01,23835.0,Insoles
187,2020-12-02,23835.0,Insoles
188,2020-12-03,23835.0,Insoles
189,2020-12-04,21182.0,Insoles
190,2020-12-05,21182.0,Insoles
191,2020-12-06,21182.0,Insoles
192,2020-12-07,26717.0,Insoles
193,2020-12-08,26717.0,Insoles
194,2020-12-09,26717.0,Insoles
195,2020-12-10,24577.0,Insoles
196,2020-12-11,24577.0,Insoles
197,2020-12-12,22579.0,Insoles
198,2020-12-13,22579.0,Insoles
199,2020-12-14,22579.0,Insoles
200,2020-12-15,18960.0,Insoles
201,2020-12-16,18960.0,Insoles
202,2020-12-17,18960.0,Insoles
203,2020-12-18,19594.0,Insoles
204,2020-12-19,19594.0,Insoles
205,2020-12-20,22313.0,Insoles
206,2020-12-21,22313.0,Insoles
207,2020-12-22,26299.0,Insoles
208,2020-12-23,26299.0,Insoles
209,2020-12-24,23940.0,Insoles
210,2020-12-25,23940.0,Insoles
211,2020-12-26,23940.0,Insoles
212,2020-12-27,62780.0,Insoles
213,2020-12-28,62780.0,Insoles
214,2020-12-29,62780.0,Insoles
215,2020-12-30,32992.0,Insoles
216,2020-12-31,32992.0,Insoles
217,2021-01-01,27971.0,Insoles
218,2021-01-02,27971.0,Insoles
219,2021-01-03,27971.0,Insoles
220,2021-01-04,52458.0,Insoles
221,2021-01-05,52458.0,Insoles
222,2021-01-06,52458.0,Insoles
223,2021-01-07,26280.0,Insoles
224,2021-01-08,26280.0,Insoles
225,2021-01-09,26280.0,Insoles
226,2021-01-10,26971.0,Insoles
227,2021-01-11,26971.0,Insoles
228,2021-01-12,26713.0,Insoles
229,2021-01-13,26929.0,Insoles
230,2021-01-14,26929.0,Insoles
231,2021-01-15,22161.0,Insoles
232,2021-01-16,22161.0,Insoles
233,2021-01-17,22161.0,Insoles
234,2021-01-18,22786.0,Insoles
235,2021-01-19,24506.0,Insoles
236,2021-01-20,33441.0,Insoles
237,2021-01-21,33441.0,Insoles
238,2021-01-22,46412.0,Insoles
239,2021-01-23,46412.0,Insoles
240,2021-01-24,53994.0,Insoles
241,2021-01-25,53994.0,Insoles
242,2021-01-26,54934.0,Insoles
243,2021-01-27,54934.0,Insoles
244,2021-01-28,42091.0,Insoles
245,2021-01-29,42091.0,Insoles
246,2021-01-30,42091.0,Insoles
247,2021-01-31,39143.0,Insoles
248,2021-02-01,39143.0,Insoles
249,2021-02-02,39143.0,Insoles
250,2021-02-03,48178.0,Insoles
251,2021-02-04,48178.0,Insoles
252,2021-02-05,45737.0,Insoles
253,2021-02-06,45737.0,Insoles
254,2021-02-07,45737.0,Insoles
255,2021-02-08,63141.0,Insoles
256,2021-02-09,63141.0,Insoles
257,2021-02-10,63141.0,Insoles
258,2021-02-11,36705.0,Insoles
259,2021-02-12,36705.0,Insoles
260,2021-02-13,51261.0,Insoles
261,2021-02-14,51261.0,Insoles
262,2021-02-15,51261.0,Insoles
263,2021-02-16,43962.0,Insoles
264,2021-02-17,43962.0,Insoles
265,2021-02-18,38213.0,Insoles
266,2021-02-19,38213.0,Insoles
267,2021-02-20,40967.0,Insoles
268,2021-02-21,40967.0,Insoles
269,2021-02-22,40967.0,Insoles
270,2021-02-23,40086.0,Insoles
271,2021-02-24,40086.0,Insoles
272,2021-02-25,27008.0,Insoles
273,2021-02-26,27008.0,Insoles
274,2021-02-27,27008.0,Insoles
275,2021-02-28,21874.0,Insoles
276,2021-03-01,21874.0,Insoles
277,2021-03-02,21874.0,Insoles
278,2021-03-03,29570.0,Insoles
279,2021-03-04,29570.0,Insoles
280,2021-03-05,29570.0,Insoles
281,2021-03-06,29570.0,Insoles
282,2021-03-07,20380.0,Insoles
283,2021-03-08,20380.0,Insoles
284,2021-03-09,26838.0,Insoles
285,2021-03-10,26838.0,Insoles
286,2021-03-11,26838.0,Insoles
287,2021-03-12,25185.0,Insoles
288,2021-03-13,25185.0,Insoles
289,2021-03-14,25185.0,Insoles
290,2021-03-15,37282.0,Insoles
291,2021-03-16,37282.0,Insoles
292,2021-03-17,37282.0,Insoles
293,2021-03-18,25157.0,Insoles
294,2021-03-19,25157.0,Insoles
295,2021-03-20,25157.0,Insoles
296,2021-03-21,26633.0,Insoles
297,2021-03-22,20209.0,Insoles
298,2021-03-23,20209.0,Insoles
299,2021-03-24,20209.0,Insoles
300,2021-03-25,22200.0,Insoles
301,2021-03-26,22200.0,Insoles
302,2021-03-27,28142.0,Insoles
303,2021-03-28,28142.0,Insoles
304,2021-03-29,40457.0,Insoles
305,2021-03-30,40457.0,Insoles
306,2021-03-31,40457.0,Insoles
307,2021-04-01,42508.0,Insoles
308,2021-04-02,45737.0,Insoles
309,2021-04-03,45737.0,Insoles
310,2021-04-04,45737.0,Insoles
311,2021-04-05,43658.0,Insoles
312,2021-04-06,43658.0,Insoles
313,2021-04-07,43658.0,Insoles
314,2021-04-08,45876.0,Insoles
315,2021-04-09,45876.0,Insoles
316,2021-04-10,45876.0,Insoles
317,2021-04-11,45876.0,Insoles
318,2021-04-12,38736.0,Insoles
319,2021-04-13,38736.0,Insoles
320,2021-04-14,38736.0,Insoles
321,2021-04-15,17211.0,Insoles
322,2021-04-16,17211.0,Insoles
323,2021-04-17,17211.0,Insoles
324,2021-04-18,18854.0,Insoles
325,2021-04-19,18854.0,Insoles
326,2021-04-20,18854.0,Insoles
327,2021-04-21,20389.0,Insoles
328,2021-04-22,15499.0,Insoles
329,2021-04-23,18798.0,Insoles
330,2021-04-24,18798.0,Insoles
331,2021-04-25,18798.0,Insoles
332,2021-04-26,22756.0,Insoles
333,2021-04-27,22756.0,Insoles
334,2021-04-28,16627.0,Insoles
335,2021-04-29,16627.0,Insoles
336,2021-04-30,16919.0,Insoles
337,2021-05-01,16919.0,Insoles
338,2021-05-02,16919.0,Insoles
339,2021-05-03,14341.0,Insoles
340,2021-05-04,14341.0,Insoles
341,2021-05-05,14341.0,Insoles
342,2021-05-06,14678.0,Insoles
343,2021-05-07,14678.0,Insoles
344,2021-05-08,14678.0,Insoles
345,2021-05-09,14678.0,Insoles
346,2021-05-10,13473.0,Insoles
347,2021-05-11,15239.0,Insoles
348,2021-05-12,15239.0,Insoles
349,2021-05-13,15239.0,Insoles
350,2021-05-14,15983.0,Insoles
351,2021-05-15,15983.0,Insoles
352,2021-05-16,15983.0,Insoles
353,2021-05-17,14128.0,Insoles
354,2021-05-18,14128.0,Insoles
355,2021-05-19,14128.0,Insoles
356,2021-05-20,13569.0,Insoles
357,2021-05-21,13880.0,Insoles
358,2021-05-22,13880.0,Insoles
359,2021-05-23,13880.0,Insoles
360,2021-05-24,12958.0,Insoles
361,2021-05-25,12958.0,Insoles
362,2021-05-26,13739.0,Insoles
363,2021-05-27,13739.0,Insoles
364,2021-05-28,13739.0,Insoles
365,2021-05-29,21695.0,Insoles
366,2021-05-30,21695.0,Insoles
367,2021-05-31,23794.0,Insoles
368,2021-06-01,29720.0,Insoles
369,2021-06-02,29720.0,Insoles
370,2021-06-03,18777.0,Insoles
371,2021-06-04,18777.0,Insoles
372,2021-06-05,19413.0,Insoles
373,2021-06-06,19413.0,Insoles
374,2021-06-07,17168.0,Insoles
375,2021-06-08,17168.0,Insoles
376,2021-06-09,17168.0,Insoles
377,2021-06-10,14628.0,Insoles
378,2021-06-11,14628.0,Insoles
379,2021-06-12,14628.0,Insoles
380,2021-06-13,13183.0,Insoles
381,2021-06-14,13183.0,Insoles
382,2021-06-15,13183.0,Insoles
383,2021-06-16,16182.0,Insoles
384,2021-06-17,16182.0,Insoles
385,2021-06-18,14169.0,Insoles
386,2021-06-19,14169.0,Insoles
387,2021-06-20,14169.0,Insoles
388,2021-06-21,15882.0,Insoles
389,2021-06-22,18024.0,Insoles
390,2021-06-23,18024.0,Insoles
391,2021-06-24,18024.0,Insoles
392,2021-06-25,14297.0,Insoles
393,2021-06-26,14297.0,Insoles
394,2021-06-27,16756.0,Insoles
395,2021-06-28,16756.0,Insoles
396,2021-06-29,16756.0,Insoles
397,2021-06-30,23011.0,Insoles
398,2021-07-01,23011.0,Insoles
399,2021-07-02,15896.0,Insoles
400,2021-07-03,15896.0,Insoles
401,2021-07-04,15896.0,Insoles
402,2021-07-05,16414.0,Insoles
403,2021-07-06,16414.0,Insoles
404,2021-07-07,17326.0,Insoles
405,2021-07-08,17326.0,Insoles
406,2021-07-09,16923.0,Insoles
407,2021-07-10,16717.0,Insoles
