,date,value,name_B07F4497F4
141,2019-01-23,76678.0,Panels
142,2019-01-24,76678.0,Panels
143,2019-01-25,76678.0,Panels
144,2019-01-26,76678.0,Panels
145,2019-01-27,79528.0,Panels
146,2019-01-28,79528.0,Panels
147,2019-01-29,79528.0,Panels
148,2019-01-30,79528.0,Panels
149,2019-01-31,79528.0,Panels
150,2019-02-01,79528.0,Panels
151,2019-02-02,79528.0,Panels
152,2019-02-03,79528.0,Panels
153,2019-02-04,108615.0,Panels
154,2019-02-05,108615.0,Panels
155,2019-02-06,127502.0,Panels
156,2019-02-07,127502.0,Panels
157,2019-02-08,65461.0,Panels
158,2019-02-09,65461.0,Panels
159,2019-02-10,64781.0,Panels
160,2019-02-11,64781.0,Panels
161,2019-02-12,53757.0,Panels
162,2019-02-13,48561.0,Panels
163,2019-02-14,48561.0,Panels
164,2019-02-15,48561.0,Panels
165,2019-02-16,48561.0,Panels
166,2019-02-17,55557.0,Panels
167,2019-02-18,55557.0,Panels
168,2019-02-19,55557.0,Panels
169,2019-02-20,55557.0,Panels
170,2019-02-21,55557.0,Panels
171,2019-02-22,55557.0,Panels
172,2019-02-23,55557.0,Panels
173,2019-02-24,91596.0,Panels
174,2019-02-25,91596.0,Panels
175,2019-02-26,91596.0,Panels
176,2019-02-27,91596.0,Panels
177,2019-02-28,91596.0,Panels
178,2019-03-01,91596.0,Panels
179,2019-03-02,91596.0,Panels
180,2019-03-03,67158.0,Panels
181,2019-03-04,53755.0,Panels
182,2019-03-05,72459.0,Panels
183,2019-03-06,72459.0,Panels
184,2019-03-07,72459.0,Panels
185,2019-03-08,116979.0,Panels
186,2019-03-09,97123.0,Panels
187,2019-03-10,97123.0,Panels
188,2019-03-11,97123.0,Panels
189,2019-03-12,97123.0,Panels
190,2019-03-13,97123.0,Panels
191,2019-03-14,97123.0,Panels
192,2019-03-15,97123.0,Panels
193,2019-03-16,55553.0,Panels
194,2019-03-17,55553.0,Panels
195,2019-03-18,55553.0,Panels
196,2019-03-19,55553.0,Panels
197,2019-03-20,55553.0,Panels
198,2019-03-21,55553.0,Panels
199,2019-03-22,55553.0,Panels
200,2019-03-23,55553.0,Panels
201,2019-03-24,55553.0,Panels
202,2019-03-25,55553.0,Panels
203,2019-03-26,85584.0,Panels
204,2019-03-27,85584.0,Panels
205,2019-03-28,85584.0,Panels
206,2019-03-29,85584.0,Panels
207,2019-03-30,85584.0,Panels
208,2019-03-31,85584.0,Panels
209,2019-04-01,85584.0,Panels
210,2019-04-02,85584.0,Panels
211,2019-04-03,85584.0,Panels
212,2019-04-04,85584.0,Panels
213,2019-04-05,85584.0,Panels
214,2019-04-06,88929.0,Panels
215,2019-04-07,88929.0,Panels
216,2019-04-08,88929.0,Panels
217,2019-04-09,88929.0,Panels
218,2019-04-10,88929.0,Panels
219,2019-04-11,88929.0,Panels
220,2019-04-12,88929.0,Panels
221,2019-04-13,88929.0,Panels
222,2019-04-14,88929.0,Panels
223,2019-04-15,88929.0,Panels
224,2019-04-16,88929.0,Panels
225,2019-04-17,56610.0,Panels
226,2019-04-18,56610.0,Panels
227,2019-04-19,56610.0,Panels
228,2019-04-20,56610.0,Panels
229,2019-04-21,56610.0,Panels
230,2019-04-22,96274.0,Panels
231,2019-04-23,96274.0,Panels
232,2019-04-24,96274.0,Panels
233,2019-04-25,96274.0,Panels
234,2019-04-26,81077.0,Panels
235,2019-04-27,81077.0,Panels
236,2019-04-28,81077.0,Panels
237,2019-04-29,81077.0,Panels
238,2019-04-30,81077.0,Panels
239,2019-05-01,81077.0,Panels
240,2019-05-02,81077.0,Panels
241,2019-05-03,81077.0,Panels
242,2019-05-04,90050.0,Panels
243,2019-05-05,90050.0,Panels
244,2019-05-06,90050.0,Panels
245,2019-05-07,70605.0,Panels
246,2019-05-08,70605.0,Panels
247,2019-05-09,70605.0,Panels
248,2019-05-10,101621.0,Panels
249,2019-05-11,101621.0,Panels
250,2019-05-12,103862.0,Panels
251,2019-05-13,78159.0,Panels
252,2019-05-14,78159.0,Panels
253,2019-05-15,78159.0,Panels
254,2019-05-16,78159.0,Panels
255,2019-05-17,78159.0,Panels
256,2019-05-18,78159.0,Panels
257,2019-05-19,78159.0,Panels
258,2019-05-20,60634.0,Panels
259,2019-05-21,56932.0,Panels
260,2019-05-22,56932.0,Panels
261,2019-05-23,73667.0,Panels
262,2019-05-24,73667.0,Panels
263,2019-05-25,60846.0,Panels
264,2019-05-26,60846.0,Panels
265,2019-05-27,38750.0,Panels
266,2019-05-28,38951.0,Panels
267,2019-05-29,38951.0,Panels
268,2019-05-30,67236.0,Panels
269,2019-05-31,67236.0,Panels
270,2019-06-01,67236.0,Panels
271,2019-06-02,77103.0,Panels
272,2019-06-03,77103.0,Panels
273,2019-06-04,46667.0,Panels
274,2019-06-05,61391.0,Panels
275,2019-06-06,62634.0,Panels
276,2019-06-07,72406.0,Panels
277,2019-06-08,72406.0,Panels
278,2019-06-09,72406.0,Panels
279,2019-06-10,37709.0,Panels
280,2019-06-11,46171.0,Panels
281,2019-06-12,57032.0,Panels
282,2019-06-13,57032.0,Panels
283,2019-06-14,80915.0,Panels
284,2019-06-15,57460.0,Panels
285,2019-06-16,74982.0,Panels
286,2019-06-17,74982.0,Panels
287,2019-06-18,54761.0,Panels
288,2019-06-19,29634.0,Panels
289,2019-06-20,30244.0,Panels
290,2019-06-21,39542.0,Panels
291,2019-06-22,31463.0,Panels
292,2019-06-23,26566.0,Panels
293,2019-06-24,40798.0,Panels
294,2019-06-25,51019.0,Panels
295,2019-06-26,51019.0,Panels
296,2019-06-27,51019.0,Panels
297,2019-06-28,74828.0,Panels
298,2019-06-29,75177.0,Panels
299,2019-06-30,75177.0,Panels
300,2019-07-01,75177.0,Panels
301,2019-07-02,70529.0,Panels
302,2019-07-03,70529.0,Panels
303,2019-07-04,70529.0,Panels
304,2019-07-05,80625.0,Panels
305,2019-07-06,128995.0,Panels
306,2019-07-07,124018.0,Panels
307,2019-07-08,83788.0,Panels
308,2019-07-09,83788.0,Panels
309,2019-07-10,131803.0,Panels
310,2019-07-11,68454.0,Panels
311,2019-07-12,98586.0,Panels
312,2019-07-13,107863.0,Panels
313,2019-07-14,107863.0,Panels
314,2019-07-15,59064.0,Panels
315,2019-07-16,59064.0,Panels
316,2019-07-17,64390.0,Panels
317,2019-07-18,64390.0,Panels
318,2019-07-19,62349.0,Panels
319,2019-07-20,48293.0,Panels
320,2019-07-21,48293.0,Panels
321,2019-07-22,48293.0,Panels
322,2019-07-23,60254.0,Panels
323,2019-07-24,67215.0,Panels
324,2019-07-25,52688.0,Panels
325,2019-07-26,52688.0,Panels
326,2019-07-27,37760.0,Panels
327,2019-07-28,30151.0,Panels
328,2019-07-29,30894.0,Panels
329,2019-07-30,30894.0,Panels
330,2019-07-31,25226.0,Panels
331,2019-08-01,40538.0,Panels
332,2019-08-02,34020.0,Panels
333,2019-08-03,25348.0,Panels
334,2019-08-04,35161.0,Panels
335,2019-08-05,35161.0,Panels
336,2019-08-06,45408.0,Panels
337,2019-08-07,35250.0,Panels
338,2019-08-08,53812.0,Panels
339,2019-08-09,53812.0,Panels
340,2019-08-10,53812.0,Panels
341,2019-08-11,31689.0,Panels
342,2019-08-12,31689.0,Panels
343,2019-08-13,31689.0,Panels
344,2019-08-14,35683.0,Panels
345,2019-08-15,35683.0,Panels
346,2019-08-16,43638.0,Panels
347,2019-08-17,43638.0,Panels
348,2019-08-18,39604.0,Panels
349,2019-08-19,46875.0,Panels
350,2019-08-20,46875.0,Panels
351,2019-08-21,46875.0,Panels
352,2019-08-22,25779.0,Panels
353,2019-08-23,35252.0,Panels
354,2019-08-24,36937.0,Panels
355,2019-08-25,46507.0,Panels
356,2019-08-26,31584.0,Panels
357,2019-08-27,31584.0,Panels
358,2019-08-28,31584.0,Panels
359,2019-08-29,47956.0,Panels
360,2019-08-30,46653.0,Panels
361,2019-08-31,56168.0,Panels
362,2019-09-01,56168.0,Panels
363,2019-09-02,30889.0,Panels
364,2019-09-03,30889.0,Panels
365,2019-09-04,34758.0,Panels
366,2019-09-05,35267.0,Panels
367,2019-09-06,35267.0,Panels
368,2019-09-07,35267.0,Panels
369,2019-09-08,34998.0,Panels
370,2019-09-09,34998.0,Panels
371,2019-09-10,32081.0,Panels
372,2019-09-11,59219.0,Panels
373,2019-09-12,59219.0,Panels
374,2019-09-13,43307.0,Panels
375,2019-09-14,43652.0,Panels
376,2019-09-15,43652.0,Panels
377,2019-09-16,45552.0,Panels
378,2019-09-17,63805.0,Panels
379,2019-09-18,63805.0,Panels
380,2019-09-19,42282.0,Panels
381,2019-09-20,57044.0,Panels
382,2019-09-21,57044.0,Panels
383,2019-09-22,37302.0,Panels
384,2019-09-23,30663.0,Panels
385,2019-09-24,46707.0,Panels
386,2019-09-25,36484.0,Panels
387,2019-09-26,64776.0,Panels
388,2019-09-27,41213.0,Panels
389,2019-09-28,51870.0,Panels
390,2019-09-29,63472.0,Panels
391,2019-09-30,33588.0,Panels
392,2019-10-01,33588.0,Panels
393,2019-10-02,33588.0,Panels
394,2019-10-03,38517.0,Panels
395,2019-10-04,28536.0,Panels
396,2019-10-05,31398.0,Panels
397,2019-10-06,31398.0,Panels
398,2019-10-07,32794.0,Panels
399,2019-10-08,29776.0,Panels
400,2019-10-09,29776.0,Panels
401,2019-10-10,52215.0,Panels
402,2019-10-11,52215.0,Panels
403,2019-10-12,52215.0,Panels
404,2019-10-13,30524.0,Panels
405,2019-10-14,30524.0,Panels
406,2019-10-15,35893.0,Panels
407,2019-10-16,35893.0,Panels
408,2019-10-17,35893.0,Panels
409,2019-10-18,52448.0,Panels
410,2019-10-19,40974.0,Panels
411,2019-10-20,24868.0,Panels
412,2019-10-21,24868.0,Panels
413,2019-10-22,40437.0,Panels
414,2019-10-23,53708.0,Panels
415,2019-10-24,53708.0,Panels
416,2019-10-25,36982.0,Panels
417,2019-10-26,46494.0,Panels
418,2019-10-27,50390.0,Panels
419,2019-10-28,47522.0,Panels
420,2019-10-29,31387.0,Panels
421,2019-10-30,32311.0,Panels
422,2019-10-31,32311.0,Panels
423,2019-11-01,36178.0,Panels
424,2019-11-02,36178.0,Panels
425,2019-11-03,27181.0,Panels
426,2019-11-04,24560.0,Panels
427,2019-11-05,32405.0,Panels
428,2019-11-06,32895.0,Panels
429,2019-11-07,43422.0,Panels
430,2019-11-08,33643.0,Panels
431,2019-11-09,33643.0,Panels
432,2019-11-10,55510.0,Panels
433,2019-11-11,55510.0,Panels
434,2019-11-12,33112.0,Panels
435,2019-11-13,33112.0,Panels
436,2019-11-14,33112.0,Panels
437,2019-11-15,33112.0,Panels
438,2019-11-16,33112.0,Panels
439,2019-11-17,35705.0,Panels
440,2019-11-18,35705.0,Panels
441,2019-11-19,35705.0,Panels
442,2019-11-20,35705.0,Panels
443,2019-11-21,35705.0,Panels
444,2019-11-22,26260.0,Panels
445,2019-11-23,26260.0,Panels
446,2019-11-24,26260.0,Panels
447,2019-11-25,33473.0,Panels
448,2019-11-26,24789.0,Panels
449,2019-11-27,26192.0,Panels
450,2019-11-28,26192.0,Panels
451,2019-11-29,26192.0,Panels
452,2019-11-30,21407.0,Panels
453,2019-12-01,21407.0,Panels
454,2019-12-02,21407.0,Panels
455,2019-12-03,42078.0,Panels
456,2019-12-04,42078.0,Panels
457,2019-12-05,57255.0,Panels
458,2019-12-06,57255.0,Panels
459,2019-12-07,57255.0,Panels
460,2019-12-08,57255.0,Panels
461,2019-12-09,57255.0,Panels
462,2019-12-10,57255.0,Panels
463,2019-12-11,55308.0,Panels
464,2019-12-12,55308.0,Panels
465,2019-12-13,55308.0,Panels
466,2019-12-14,55308.0,Panels
467,2019-12-15,55308.0,Panels
468,2019-12-16,66271.0,Panels
469,2019-12-17,66271.0,Panels
470,2019-12-18,53581.0,Panels
471,2019-12-19,65359.0,Panels
472,2019-12-20,73817.0,Panels
473,2019-12-21,73817.0,Panels
474,2019-12-22,73817.0,Panels
475,2019-12-23,73817.0,Panels
476,2019-12-24,73817.0,Panels
477,2019-12-25,54647.0,Panels
478,2019-12-26,54647.0,Panels
479,2019-12-27,53138.0,Panels
480,2019-12-28,75347.0,Panels
481,2019-12-29,35123.0,Panels
482,2019-12-30,35123.0,Panels
483,2019-12-31,35123.0,Panels
484,2020-01-01,35123.0,Panels
485,2020-01-02,35123.0,Panels
486,2020-01-03,55006.0,Panels
487,2020-01-04,55006.0,Panels
488,2020-01-05,55006.0,Panels
489,2020-01-06,55006.0,Panels
490,2020-01-07,55006.0,Panels
491,2020-01-08,31405.0,Panels
492,2020-01-09,31405.0,Panels
493,2020-01-10,31405.0,Panels
494,2020-01-11,44663.0,Panels
495,2020-01-12,36580.0,Panels
496,2020-01-13,32379.0,Panels
497,2020-01-14,33469.0,Panels
498,2020-01-15,35589.0,Panels
499,2020-01-16,35589.0,Panels
500,2020-01-17,37565.0,Panels
501,2020-01-18,44080.0,Panels
502,2020-01-19,44080.0,Panels
503,2020-01-20,42790.0,Panels
504,2020-01-21,42790.0,Panels
505,2020-01-22,42790.0,Panels
506,2020-01-23,42790.0,Panels
507,2020-01-24,42790.0,Panels
508,2020-01-25,42790.0,Panels
509,2020-01-26,42790.0,Panels
510,2020-01-27,42790.0,Panels
511,2020-01-28,42790.0,Panels
512,2020-01-29,42790.0,Panels
513,2020-01-30,43067.0,Panels
514,2020-01-31,43067.0,Panels
515,2020-02-01,35595.0,Panels
516,2020-02-02,27025.0,Panels
517,2020-02-03,27025.0,Panels
518,2020-02-04,27025.0,Panels
519,2020-02-05,27025.0,Panels
520,2020-02-06,37564.0,Panels
521,2020-02-07,37564.0,Panels
522,2020-02-08,37564.0,Panels
523,2020-02-09,23408.0,Panels
524,2020-02-10,31801.0,Panels
525,2020-02-11,31801.0,Panels
526,2020-02-12,31801.0,Panels
527,2020-02-13,31801.0,Panels
528,2020-02-14,33953.0,Panels
529,2020-02-15,33953.0,Panels
530,2020-02-16,33953.0,Panels
531,2020-02-17,36185.0,Panels
532,2020-02-18,39105.0,Panels
533,2020-02-19,39105.0,Panels
534,2020-02-20,39105.0,Panels
535,2020-02-21,39105.0,Panels
536,2020-02-22,39105.0,Panels
537,2020-02-23,49057.0,Panels
538,2020-02-24,49057.0,Panels
539,2020-02-25,49057.0,Panels
540,2020-02-26,49057.0,Panels
541,2020-02-27,49057.0,Panels
542,2020-02-28,53604.0,Panels
543,2020-02-29,53604.0,Panels
544,2020-03-01,54237.0,Panels
545,2020-03-02,54237.0,Panels
546,2020-03-03,36960.0,Panels
547,2020-03-04,36960.0,Panels
548,2020-03-05,46391.0,Panels
549,2020-03-06,46391.0,Panels
550,2020-03-07,46391.0,Panels
551,2020-03-08,46391.0,Panels
552,2020-03-09,46391.0,Panels
553,2020-03-10,46391.0,Panels
554,2020-03-11,44780.0,Panels
555,2020-03-12,44780.0,Panels
556,2020-03-13,44780.0,Panels
557,2020-03-14,44780.0,Panels
558,2020-03-15,28138.0,Panels
559,2020-03-16,28138.0,Panels
560,2020-03-17,28138.0,Panels
561,2020-03-18,45706.0,Panels
562,2020-03-19,45706.0,Panels
563,2020-03-20,45706.0,Panels
564,2020-03-21,40863.0,Panels
565,2020-03-22,40863.0,Panels
566,2020-03-23,40863.0,Panels
567,2020-03-24,40863.0,Panels
568,2020-03-25,28123.0,Panels
569,2020-03-26,29414.0,Panels
570,2020-03-27,29414.0,Panels
571,2020-03-28,39177.0,Panels
572,2020-03-29,39177.0,Panels
573,2020-03-30,35005.0,Panels
574,2020-03-31,33347.0,Panels
575,2020-04-01,33347.0,Panels
576,2020-04-02,33347.0,Panels
577,2020-04-03,33347.0,Panels
578,2020-04-04,33347.0,Panels
579,2020-04-05,33347.0,Panels
580,2020-04-06,33347.0,Panels
581,2020-04-07,-1.0,Panels
