,date,value,name_B0861TJRJ4
60,2020-05-24,92641.0,Duvet Cover Sets
61,2020-05-25,92641.0,Duvet Cover Sets
62,2020-05-26,44715.0,Duvet Cover Sets
63,2020-05-27,86567.0,Duvet Cover Sets
64,2020-05-28,91455.0,Duvet Cover Sets
65,2020-05-29,91455.0,Duvet Cover Sets
66,2020-05-30,91455.0,Duvet Cover Sets
67,2020-05-31,91455.0,Duvet Cover Sets
68,2020-06-01,49299.0,Duvet Cover Sets
69,2020-06-02,49299.0,Duvet Cover Sets
70,2020-06-03,49299.0,Duvet Cover Sets
71,2020-06-04,49299.0,Duvet Cover Sets
72,2020-06-05,85881.0,Duvet Cover Sets
73,2020-06-06,85881.0,Duvet Cover Sets
74,2020-06-07,85881.0,Duvet Cover Sets
75,2020-06-08,85881.0,Duvet Cover Sets
76,2020-06-09,67097.0,Duvet Cover Sets
77,2020-06-10,67097.0,Duvet Cover Sets
78,2020-06-11,67097.0,Duvet Cover Sets
79,2020-06-12,67097.0,Duvet Cover Sets
80,2020-06-13,67097.0,Duvet Cover Sets
81,2020-06-14,72491.0,Duvet Cover Sets
82,2020-06-15,72491.0,Duvet Cover Sets
83,2020-06-16,73237.0,Duvet Cover Sets
84,2020-06-17,59520.0,Duvet Cover Sets
85,2020-06-18,59520.0,Duvet Cover Sets
86,2020-06-19,62590.0,Duvet Cover Sets
87,2020-06-20,62462.0,Duvet Cover Sets
88,2020-06-21,62462.0,Duvet Cover Sets
89,2020-06-22,62462.0,Duvet Cover Sets
90,2020-06-23,89653.0,Duvet Cover Sets
91,2020-06-24,89653.0,Duvet Cover Sets
92,2020-06-25,89653.0,Duvet Cover Sets
93,2020-06-26,89653.0,Duvet Cover Sets
94,2020-06-27,89653.0,Duvet Cover Sets
95,2020-06-28,89653.0,Duvet Cover Sets
96,2020-06-29,89653.0,Duvet Cover Sets
97,2020-06-30,70113.0,Duvet Cover Sets
98,2020-07-01,52950.0,Duvet Cover Sets
99,2020-07-02,52950.0,Duvet Cover Sets
100,2020-07-03,52950.0,Duvet Cover Sets
101,2020-07-04,52950.0,Duvet Cover Sets
102,2020-07-05,52950.0,Duvet Cover Sets
103,2020-07-06,52950.0,Duvet Cover Sets
104,2020-07-07,52950.0,Duvet Cover Sets
105,2020-07-08,52950.0,Duvet Cover Sets
106,2020-07-09,62921.0,Duvet Cover Sets
107,2020-07-10,62921.0,Duvet Cover Sets
108,2020-07-11,62921.0,Duvet Cover Sets
109,2020-07-12,78089.0,Duvet Cover Sets
110,2020-07-13,78089.0,Duvet Cover Sets
111,2020-07-14,78089.0,Duvet Cover Sets
112,2020-07-15,78089.0,Duvet Cover Sets
113,2020-07-16,78089.0,Duvet Cover Sets
114,2020-07-17,78089.0,Duvet Cover Sets
115,2020-07-18,78089.0,Duvet Cover Sets
116,2020-07-19,78089.0,Duvet Cover Sets
117,2020-07-20,78089.0,Duvet Cover Sets
118,2020-07-21,55251.0,Duvet Cover Sets
119,2020-07-22,55251.0,Duvet Cover Sets
120,2020-07-23,55251.0,Duvet Cover Sets
121,2020-07-24,55251.0,Duvet Cover Sets
122,2020-07-25,55251.0,Duvet Cover Sets
123,2020-07-26,87249.0,Duvet Cover Sets
124,2020-07-27,87249.0,Duvet Cover Sets
125,2020-07-28,87249.0,Duvet Cover Sets
126,2020-07-29,66976.0,Duvet Cover Sets
127,2020-07-30,41951.0,Duvet Cover Sets
128,2020-07-31,41951.0,Duvet Cover Sets
129,2020-08-01,41951.0,Duvet Cover Sets
130,2020-08-02,41951.0,Duvet Cover Sets
131,2020-08-03,41951.0,Duvet Cover Sets
132,2020-08-04,41951.0,Duvet Cover Sets
133,2020-08-05,76489.0,Duvet Cover Sets
134,2020-08-06,76489.0,Duvet Cover Sets
135,2020-08-07,73225.0,Duvet Cover Sets
136,2020-08-08,78703.0,Duvet Cover Sets
137,2020-08-09,78703.0,Duvet Cover Sets
138,2020-08-10,78703.0,Duvet Cover Sets
139,2020-08-11,96836.0,Duvet Cover Sets
140,2020-08-12,96836.0,Duvet Cover Sets
141,2020-08-13,69755.0,Duvet Cover Sets
142,2020-08-14,69755.0,Duvet Cover Sets
143,2020-08-15,69755.0,Duvet Cover Sets
144,2020-08-16,69755.0,Duvet Cover Sets
145,2020-08-17,69755.0,Duvet Cover Sets
146,2020-08-18,72885.0,Duvet Cover Sets
147,2020-08-19,72885.0,Duvet Cover Sets
148,2020-08-20,72885.0,Duvet Cover Sets
149,2020-08-21,79053.0,Duvet Cover Sets
150,2020-08-22,79053.0,Duvet Cover Sets
151,2020-08-23,79053.0,Duvet Cover Sets
152,2020-08-24,79053.0,Duvet Cover Sets
153,2020-08-25,145203.0,Duvet Cover Sets
154,2020-08-26,145203.0,Duvet Cover Sets
155,2020-08-27,57293.0,Duvet Cover Sets
156,2020-08-28,57293.0,Duvet Cover Sets
157,2020-08-29,57293.0,Duvet Cover Sets
158,2020-08-30,76335.0,Duvet Cover Sets
159,2020-08-31,71675.0,Duvet Cover Sets
160,2020-09-01,71675.0,Duvet Cover Sets
161,2020-09-02,71675.0,Duvet Cover Sets
162,2020-09-03,71675.0,Duvet Cover Sets
163,2020-09-04,71675.0,Duvet Cover Sets
164,2020-09-05,71675.0,Duvet Cover Sets
165,2020-09-06,71675.0,Duvet Cover Sets
166,2020-09-07,71675.0,Duvet Cover Sets
167,2020-09-08,117736.0,Duvet Cover Sets
168,2020-09-09,117736.0,Duvet Cover Sets
169,2020-09-10,117736.0,Duvet Cover Sets
170,2020-09-11,117736.0,Duvet Cover Sets
171,2020-09-12,117736.0,Duvet Cover Sets
172,2020-09-13,117736.0,Duvet Cover Sets
173,2020-09-14,67893.0,Duvet Cover Sets
174,2020-09-15,67893.0,Duvet Cover Sets
175,2020-09-16,67893.0,Duvet Cover Sets
176,2020-09-17,67893.0,Duvet Cover Sets
177,2020-09-18,67893.0,Duvet Cover Sets
178,2020-09-19,67893.0,Duvet Cover Sets
179,2020-09-20,67893.0,Duvet Cover Sets
180,2020-09-21,67893.0,Duvet Cover Sets
181,2020-09-22,150660.0,Duvet Cover Sets
182,2020-09-23,150660.0,Duvet Cover Sets
183,2020-09-24,150660.0,Duvet Cover Sets
184,2020-09-25,150660.0,Duvet Cover Sets
185,2020-09-26,150660.0,Duvet Cover Sets
186,2020-09-27,211801.0,Duvet Cover Sets
187,2020-09-28,211801.0,Duvet Cover Sets
188,2020-09-29,211801.0,Duvet Cover Sets
189,2020-09-30,211801.0,Duvet Cover Sets
190,2020-10-01,211801.0,Duvet Cover Sets
191,2020-10-02,259597.0,Duvet Cover Sets
192,2020-10-03,259597.0,Duvet Cover Sets
193,2020-10-04,259597.0,Duvet Cover Sets
194,2020-10-05,259597.0,Duvet Cover Sets
195,2020-10-06,259597.0,Duvet Cover Sets
196,2020-10-07,259597.0,Duvet Cover Sets
197,2020-10-08,259597.0,Duvet Cover Sets
198,2020-10-09,259597.0,Duvet Cover Sets
199,2020-10-10,107760.0,Duvet Cover Sets
200,2020-10-11,107760.0,Duvet Cover Sets
201,2020-10-12,107760.0,Duvet Cover Sets
202,2020-10-13,107760.0,Duvet Cover Sets
203,2020-10-14,97023.0,Duvet Cover Sets
204,2020-10-15,97023.0,Duvet Cover Sets
205,2020-10-16,97023.0,Duvet Cover Sets
206,2020-10-17,97023.0,Duvet Cover Sets
207,2020-10-18,97023.0,Duvet Cover Sets
208,2020-10-19,97023.0,Duvet Cover Sets
209,2020-10-20,194492.0,Duvet Cover Sets
210,2020-10-21,194492.0,Duvet Cover Sets
211,2020-10-22,194492.0,Duvet Cover Sets
212,2020-10-23,126187.0,Duvet Cover Sets
213,2020-10-24,126187.0,Duvet Cover Sets
214,2020-10-25,126187.0,Duvet Cover Sets
215,2020-10-26,126187.0,Duvet Cover Sets
216,2020-10-27,126187.0,Duvet Cover Sets
217,2020-10-28,173766.0,Duvet Cover Sets
218,2020-10-29,173766.0,Duvet Cover Sets
219,2020-10-30,234479.0,Duvet Cover Sets
220,2020-10-31,234479.0,Duvet Cover Sets
221,2020-11-01,234479.0,Duvet Cover Sets
222,2020-11-02,234479.0,Duvet Cover Sets
223,2020-11-03,234479.0,Duvet Cover Sets
224,2020-11-04,145572.0,Duvet Cover Sets
225,2020-11-05,145572.0,Duvet Cover Sets
226,2020-11-06,145572.0,Duvet Cover Sets
227,2020-11-07,145572.0,Duvet Cover Sets
228,2020-11-08,145572.0,Duvet Cover Sets
229,2020-11-09,145572.0,Duvet Cover Sets
230,2020-11-10,145572.0,Duvet Cover Sets
231,2020-11-11,145572.0,Duvet Cover Sets
232,2020-11-12,20601.0,Duvet Cover Sets
233,2020-11-13,20601.0,Duvet Cover Sets
234,2020-11-14,20601.0,Duvet Cover Sets
235,2020-11-15,20601.0,Duvet Cover Sets
236,2020-11-16,20601.0,Duvet Cover Sets
237,2020-11-17,20601.0,Duvet Cover Sets
238,2020-11-18,20601.0,Duvet Cover Sets
239,2020-11-19,20601.0,Duvet Cover Sets
240,2020-11-20,83324.0,Duvet Cover Sets
241,2020-11-21,83324.0,Duvet Cover Sets
242,2020-11-22,83324.0,Duvet Cover Sets
243,2020-11-23,83324.0,Duvet Cover Sets
244,2020-11-24,83324.0,Duvet Cover Sets
245,2020-11-25,97030.0,Duvet Cover Sets
246,2020-11-26,97030.0,Duvet Cover Sets
247,2020-11-27,97030.0,Duvet Cover Sets
248,2020-11-28,97030.0,Duvet Cover Sets
249,2020-11-29,97030.0,Duvet Cover Sets
250,2020-11-30,97030.0,Duvet Cover Sets
251,2020-12-01,97030.0,Duvet Cover Sets
252,2020-12-02,82905.0,Duvet Cover Sets
253,2020-12-03,82905.0,Duvet Cover Sets
254,2020-12-04,82905.0,Duvet Cover Sets
255,2020-12-05,87152.0,Duvet Cover Sets
256,2020-12-06,87152.0,Duvet Cover Sets
257,2020-12-07,87152.0,Duvet Cover Sets
258,2020-12-08,100033.0,Duvet Cover Sets
259,2020-12-09,100033.0,Duvet Cover Sets
260,2020-12-10,76723.0,Duvet Cover Sets
261,2020-12-11,76723.0,Duvet Cover Sets
262,2020-12-12,76723.0,Duvet Cover Sets
263,2020-12-13,74867.0,Duvet Cover Sets
264,2020-12-14,74867.0,Duvet Cover Sets
265,2020-12-15,74867.0,Duvet Cover Sets
266,2020-12-16,70080.0,Duvet Cover Sets
267,2020-12-17,70080.0,Duvet Cover Sets
268,2020-12-18,58100.0,Duvet Cover Sets
269,2020-12-19,58100.0,Duvet Cover Sets
270,2020-12-20,58100.0,Duvet Cover Sets
271,2020-12-21,58100.0,Duvet Cover Sets
272,2020-12-22,58100.0,Duvet Cover Sets
273,2020-12-23,58100.0,Duvet Cover Sets
274,2020-12-24,77652.0,Duvet Cover Sets
275,2020-12-25,77652.0,Duvet Cover Sets
276,2020-12-26,77652.0,Duvet Cover Sets
277,2020-12-27,95882.0,Duvet Cover Sets
278,2020-12-28,95882.0,Duvet Cover Sets
279,2020-12-29,95882.0,Duvet Cover Sets
280,2020-12-30,95882.0,Duvet Cover Sets
281,2020-12-31,95882.0,Duvet Cover Sets
282,2021-01-01,135257.0,Duvet Cover Sets
283,2021-01-02,89090.0,Duvet Cover Sets
284,2021-01-03,89090.0,Duvet Cover Sets
285,2021-01-04,94091.0,Duvet Cover Sets
286,2021-01-05,94091.0,Duvet Cover Sets
287,2021-01-06,94091.0,Duvet Cover Sets
288,2021-01-07,94091.0,Duvet Cover Sets
289,2021-01-08,130096.0,Duvet Cover Sets
290,2021-01-09,130096.0,Duvet Cover Sets
291,2021-01-10,130096.0,Duvet Cover Sets
292,2021-01-11,130096.0,Duvet Cover Sets
293,2021-01-12,156198.0,Duvet Cover Sets
294,2021-01-13,156198.0,Duvet Cover Sets
295,2021-01-14,156198.0,Duvet Cover Sets
296,2021-01-15,156198.0,Duvet Cover Sets
297,2021-01-16,178468.0,Duvet Cover Sets
298,2021-01-17,178468.0,Duvet Cover Sets
299,2021-01-18,178468.0,Duvet Cover Sets
300,2021-01-19,178468.0,Duvet Cover Sets
301,2021-01-20,178468.0,Duvet Cover Sets
302,2021-01-21,178468.0,Duvet Cover Sets
303,2021-01-22,178468.0,Duvet Cover Sets
304,2021-01-23,178468.0,Duvet Cover Sets
305,2021-01-24,178468.0,Duvet Cover Sets
306,2021-01-25,178468.0,Duvet Cover Sets
307,2021-01-26,178468.0,Duvet Cover Sets
308,2021-01-27,178468.0,Duvet Cover Sets
309,2021-01-28,178468.0,Duvet Cover Sets
310,2021-01-29,478719.0,Duvet Cover Sets
311,2021-01-30,478719.0,Duvet Cover Sets
312,2021-01-31,478719.0,Duvet Cover Sets
313,2021-02-01,478719.0,Duvet Cover Sets
314,2021-02-02,478719.0,Duvet Cover Sets
315,2021-02-03,240056.0,Duvet Cover Sets
316,2021-02-04,240056.0,Duvet Cover Sets
317,2021-02-05,240056.0,Duvet Cover Sets
318,2021-02-06,240056.0,Duvet Cover Sets
319,2021-02-07,240056.0,Duvet Cover Sets
320,2021-02-08,240056.0,Duvet Cover Sets
321,2021-02-09,240056.0,Duvet Cover Sets
322,2021-02-10,240056.0,Duvet Cover Sets
323,2021-02-11,240056.0,Duvet Cover Sets
324,2021-02-12,240056.0,Duvet Cover Sets
325,2021-02-13,240056.0,Duvet Cover Sets
326,2021-02-14,219701.0,Duvet Cover Sets
327,2021-02-15,219701.0,Duvet Cover Sets
328,2021-02-16,219701.0,Duvet Cover Sets
329,2021-02-17,219701.0,Duvet Cover Sets
330,2021-02-18,264372.0,Duvet Cover Sets
331,2021-02-19,253153.0,Duvet Cover Sets
332,2021-02-20,253153.0,Duvet Cover Sets
333,2021-02-21,253153.0,Duvet Cover Sets
334,2021-02-22,253153.0,Duvet Cover Sets
335,2021-02-23,253153.0,Duvet Cover Sets
336,2021-02-24,253153.0,Duvet Cover Sets
337,2021-02-25,253153.0,Duvet Cover Sets
338,2021-02-26,206868.0,Duvet Cover Sets
339,2021-02-27,206868.0,Duvet Cover Sets
340,2021-02-28,206868.0,Duvet Cover Sets
341,2021-03-01,206868.0,Duvet Cover Sets
342,2021-03-02,193567.0,Duvet Cover Sets
343,2021-03-03,193567.0,Duvet Cover Sets
344,2021-03-04,111058.0,Duvet Cover Sets
345,2021-03-05,111058.0,Duvet Cover Sets
346,2021-03-06,111058.0,Duvet Cover Sets
347,2021-03-07,135715.0,Duvet Cover Sets
348,2021-03-08,135715.0,Duvet Cover Sets
349,2021-03-09,135715.0,Duvet Cover Sets
350,2021-03-10,135715.0,Duvet Cover Sets
351,2021-03-11,172628.0,Duvet Cover Sets
352,2021-03-12,172628.0,Duvet Cover Sets
353,2021-03-13,172628.0,Duvet Cover Sets
354,2021-03-14,172628.0,Duvet Cover Sets
355,2021-03-15,172628.0,Duvet Cover Sets
356,2021-03-16,172628.0,Duvet Cover Sets
357,2021-03-17,172628.0,Duvet Cover Sets
358,2021-03-18,172628.0,Duvet Cover Sets
359,2021-03-19,172628.0,Duvet Cover Sets
360,2021-03-20,78215.0,Duvet Cover Sets
361,2021-03-21,78215.0,Duvet Cover Sets
362,2021-03-22,78215.0,Duvet Cover Sets
363,2021-03-23,78215.0,Duvet Cover Sets
364,2021-03-24,78215.0,Duvet Cover Sets
365,2021-03-25,78215.0,Duvet Cover Sets
366,2021-03-26,78215.0,Duvet Cover Sets
367,2021-03-27,78215.0,Duvet Cover Sets
368,2021-03-28,78215.0,Duvet Cover Sets
369,2021-03-29,78215.0,Duvet Cover Sets
370,2021-03-30,78215.0,Duvet Cover Sets
371,2021-03-31,114439.0,Duvet Cover Sets
372,2021-04-01,154612.0,Duvet Cover Sets
373,2021-04-02,148252.0,Duvet Cover Sets
374,2021-04-03,148252.0,Duvet Cover Sets
375,2021-04-04,111290.0,Duvet Cover Sets
376,2021-04-05,111290.0,Duvet Cover Sets
377,2021-04-06,111290.0,Duvet Cover Sets
378,2021-04-07,111290.0,Duvet Cover Sets
379,2021-04-08,111290.0,Duvet Cover Sets
380,2021-04-09,205502.0,Duvet Cover Sets
381,2021-04-10,205502.0,Duvet Cover Sets
382,2021-04-11,5022.0,Duvet Cover Sets
383,2021-04-12,6309.0,Duvet Cover Sets
384,2021-04-13,6309.0,Duvet Cover Sets
385,2021-04-14,38540.0,Duvet Cover Sets
386,2021-04-15,38540.0,Duvet Cover Sets
387,2021-04-16,38540.0,Duvet Cover Sets
388,2021-04-17,38540.0,Duvet Cover Sets
389,2021-04-18,127389.0,Duvet Cover Sets
390,2021-04-19,127389.0,Duvet Cover Sets
391,2021-04-20,127389.0,Duvet Cover Sets
392,2021-04-21,127389.0,Duvet Cover Sets
393,2021-04-22,127389.0,Duvet Cover Sets
394,2021-04-23,127389.0,Duvet Cover Sets
395,2021-04-24,211499.0,Duvet Cover Sets
396,2021-04-25,211499.0,Duvet Cover Sets
397,2021-04-26,211499.0,Duvet Cover Sets
398,2021-04-27,211499.0,Duvet Cover Sets
399,2021-04-28,211499.0,Duvet Cover Sets
400,2021-04-29,211499.0,Duvet Cover Sets
401,2021-04-30,211499.0,Duvet Cover Sets
402,2021-05-01,211499.0,Duvet Cover Sets
403,2021-05-02,432763.0,Duvet Cover Sets
404,2021-05-03,432763.0,Duvet Cover Sets
405,2021-05-04,432763.0,Duvet Cover Sets
406,2021-05-05,432763.0,Duvet Cover Sets
407,2021-05-06,432763.0,Duvet Cover Sets
408,2021-05-07,432763.0,Duvet Cover Sets
409,2021-05-08,247521.0,Duvet Cover Sets
410,2021-05-09,247521.0,Duvet Cover Sets
411,2021-05-10,247521.0,Duvet Cover Sets
412,2021-05-11,247521.0,Duvet Cover Sets
413,2021-05-12,505666.0,Duvet Cover Sets
414,2021-05-13,505666.0,Duvet Cover Sets
415,2021-05-14,505666.0,Duvet Cover Sets
416,2021-05-15,505666.0,Duvet Cover Sets
417,2021-05-16,505666.0,Duvet Cover Sets
418,2021-05-17,505666.0,Duvet Cover Sets
419,2021-05-18,505666.0,Duvet Cover Sets
420,2021-05-19,251166.0,Duvet Cover Sets
421,2021-05-20,251166.0,Duvet Cover Sets
422,2021-05-21,251166.0,Duvet Cover Sets
423,2021-05-22,251166.0,Duvet Cover Sets
424,2021-05-23,251166.0,Duvet Cover Sets
425,2021-05-24,251166.0,Duvet Cover Sets
426,2021-05-25,251166.0,Duvet Cover Sets
427,2021-05-26,251166.0,Duvet Cover Sets
428,2021-05-27,251166.0,Duvet Cover Sets
429,2021-05-28,251166.0,Duvet Cover Sets
430,2021-05-29,251166.0,Duvet Cover Sets
431,2021-05-30,251166.0,Duvet Cover Sets
432,2021-05-31,251166.0,Duvet Cover Sets
433,2021-06-01,251166.0,Duvet Cover Sets
434,2021-06-02,251166.0,Duvet Cover Sets
435,2021-06-03,273342.0,Duvet Cover Sets
436,2021-06-04,273342.0,Duvet Cover Sets
437,2021-06-05,273342.0,Duvet Cover Sets
438,2021-06-06,273342.0,Duvet Cover Sets
439,2021-06-07,273342.0,Duvet Cover Sets
440,2021-06-08,273342.0,Duvet Cover Sets
441,2021-06-09,273342.0,Duvet Cover Sets
442,2021-06-10,273342.0,Duvet Cover Sets
443,2021-06-11,273342.0,Duvet Cover Sets
444,2021-06-12,273342.0,Duvet Cover Sets
445,2021-06-13,273342.0,Duvet Cover Sets
446,2021-06-14,273342.0,Duvet Cover Sets
447,2021-06-15,273342.0,Duvet Cover Sets
448,2021-06-16,273342.0,Duvet Cover Sets
449,2021-06-17,273342.0,Duvet Cover Sets
450,2021-06-18,273342.0,Duvet Cover Sets
451,2021-06-19,273342.0,Duvet Cover Sets
452,2021-06-20,668328.0,Duvet Cover Sets
453,2021-06-21,668328.0,Duvet Cover Sets
454,2021-06-22,668328.0,Duvet Cover Sets
455,2021-06-23,668328.0,Duvet Cover Sets
456,2021-06-24,668328.0,Duvet Cover Sets
457,2021-06-25,438324.0,Duvet Cover Sets
458,2021-06-26,438324.0,Duvet Cover Sets
459,2021-06-27,4999.0,Duvet Cover Sets
460,2021-06-28,4999.0,Duvet Cover Sets
461,2021-06-29,22523.0,Duvet Cover Sets
462,2021-06-30,37502.0,Duvet Cover Sets
463,2021-07-01,37502.0,Duvet Cover Sets
464,2021-07-02,37502.0,Duvet Cover Sets
465,2021-07-03,96114.0,Duvet Cover Sets
466,2021-07-04,96114.0,Duvet Cover Sets
467,2021-07-05,129157.0,Duvet Cover Sets
468,2021-07-06,129157.0,Duvet Cover Sets
469,2021-07-07,129157.0,Duvet Cover Sets
470,2021-07-08,59637.0,Duvet Cover Sets
471,2021-07-09,13714.0,Duvet Cover Sets
472,2021-07-10,30572.0,Duvet Cover Sets
