,date,value,name_B08175W1C8
540,2021-05-24,29211.0,Shower Curtain Sets
541,2021-05-25,29211.0,Shower Curtain Sets
542,2021-05-26,29211.0,Shower Curtain Sets
543,2021-05-27,29160.0,Shower Curtain Sets
544,2021-05-28,29160.0,Shower Curtain Sets
545,2021-05-29,2867292.0,Shower Curtain Sets
546,2021-05-30,2867292.0,Shower Curtain Sets
547,2021-05-31,2867292.0,Shower Curtain Sets
548,2021-06-01,2867292.0,Shower Curtain Sets
549,2021-06-02,2867292.0,Shower Curtain Sets
550,2021-06-03,2867292.0,Shower Curtain Sets
551,2021-06-04,2867292.0,Shower Curtain Sets
552,2021-06-05,2867292.0,Shower Curtain Sets
553,2021-06-06,2867292.0,Shower Curtain Sets
554,2021-06-07,2867292.0,Shower Curtain Sets
555,2021-06-08,2867292.0,Shower Curtain Sets
556,2021-06-09,2867292.0,Shower Curtain Sets
557,2021-06-10,2867292.0,Shower Curtain Sets
558,2021-06-11,2867292.0,Shower Curtain Sets
559,2021-06-12,2867292.0,Shower Curtain Sets
560,2021-06-13,2867292.0,Shower Curtain Sets
561,2021-06-14,2867292.0,Shower Curtain Sets
562,2021-06-15,2867292.0,Shower Curtain Sets
563,2021-06-16,2867292.0,Shower Curtain Sets
564,2021-06-17,1470312.0,Shower Curtain Sets
565,2021-06-18,1470312.0,Shower Curtain Sets
566,2021-06-19,1470312.0,Shower Curtain Sets
567,2021-06-20,1470312.0,Shower Curtain Sets
568,2021-06-21,1615576.0,Shower Curtain Sets
569,2021-06-22,1615576.0,Shower Curtain Sets
570,2021-06-23,1615576.0,Shower Curtain Sets
571,2021-06-24,1615576.0,Shower Curtain Sets
572,2021-06-25,1615576.0,Shower Curtain Sets
573,2021-06-26,1615576.0,Shower Curtain Sets
574,2021-06-27,1615576.0,Shower Curtain Sets
575,2021-06-28,1615576.0,Shower Curtain Sets
576,2021-06-29,1615576.0,Shower Curtain Sets
577,2021-06-30,1615576.0,Shower Curtain Sets
578,2021-07-01,1615576.0,Shower Curtain Sets
579,2021-07-02,1615576.0,Shower Curtain Sets
580,2021-07-03,1615576.0,Shower Curtain Sets
581,2021-07-04,1615576.0,Shower Curtain Sets
582,2021-07-05,1615576.0,Shower Curtain Sets
583,2021-07-06,1615576.0,Shower Curtain Sets
584,2021-07-07,1615576.0,Shower Curtain Sets
585,2021-07-08,1615576.0,Shower Curtain Sets
586,2021-07-09,2286764.0,Shower Curtain Sets
