,date,value,name_B0146YFGKO
0,2020-06-02,68245.0,Probiotics
1,2020-06-03,68245.0,Probiotics
2,2020-06-04,68245.0,Probiotics
3,2020-06-05,68245.0,Probiotics
4,2020-06-06,68245.0,Probiotics
5,2020-06-07,68245.0,Probiotics
6,2020-06-08,68245.0,Probiotics
7,2020-06-09,68245.0,Probiotics
8,2020-06-10,68245.0,Probiotics
9,2020-06-11,68245.0,Probiotics
10,2020-06-12,68245.0,Probiotics
11,2020-06-13,68245.0,Probiotics
12,2020-06-14,68245.0,Probiotics
13,2020-06-15,68245.0,Probiotics
14,2020-06-16,68245.0,Probiotics
15,2020-06-17,68245.0,Probiotics
16,2020-06-18,68245.0,Probiotics
17,2020-06-19,68245.0,Probiotics
18,2020-06-20,68245.0,Probiotics
19,2020-06-21,68245.0,Probiotics
20,2020-06-22,68245.0,Probiotics
21,2020-06-23,45696.0,Probiotics
22,2020-06-24,45696.0,Probiotics
23,2020-06-25,45696.0,Probiotics
24,2020-06-26,45696.0,Probiotics
25,2020-06-27,35500.0,Probiotics
26,2020-06-28,35500.0,Probiotics
27,2020-06-29,35500.0,Probiotics
28,2020-06-30,35500.0,Probiotics
29,2020-07-01,35500.0,Probiotics
30,2020-07-02,35500.0,Probiotics
31,2020-07-03,51333.0,Probiotics
32,2020-07-04,51333.0,Probiotics
33,2020-07-05,51333.0,Probiotics
34,2020-07-06,51333.0,Probiotics
35,2020-07-07,51333.0,Probiotics
36,2020-07-08,51333.0,Probiotics
37,2020-07-09,51333.0,Probiotics
38,2020-07-10,51333.0,Probiotics
39,2020-07-11,51333.0,Probiotics
40,2020-07-12,51333.0,Probiotics
41,2020-07-13,40455.0,Probiotics
42,2020-07-14,38525.0,Probiotics
43,2020-07-15,38525.0,Probiotics
44,2020-07-16,38525.0,Probiotics
45,2020-07-17,38525.0,Probiotics
46,2020-07-18,38525.0,Probiotics
47,2020-07-19,38525.0,Probiotics
48,2020-07-20,38525.0,Probiotics
49,2020-07-21,32404.0,Probiotics
50,2020-07-22,32404.0,Probiotics
51,2020-07-23,32404.0,Probiotics
52,2020-07-24,32404.0,Probiotics
53,2020-07-25,32404.0,Probiotics
54,2020-07-26,32404.0,Probiotics
55,2020-07-27,53008.0,Probiotics
56,2020-07-28,48277.0,Probiotics
57,2020-07-29,48277.0,Probiotics
58,2020-07-30,48277.0,Probiotics
59,2020-07-31,48277.0,Probiotics
60,2020-08-01,48277.0,Probiotics
61,2020-08-02,48277.0,Probiotics
62,2020-08-03,48277.0,Probiotics
63,2020-08-04,48277.0,Probiotics
64,2020-08-05,48277.0,Probiotics
65,2020-08-06,48277.0,Probiotics
66,2020-08-07,48277.0,Probiotics
67,2020-08-08,48277.0,Probiotics
68,2020-08-09,48277.0,Probiotics
69,2020-08-10,48277.0,Probiotics
70,2020-08-11,48277.0,Probiotics
71,2020-08-12,43882.0,Probiotics
72,2020-08-13,43882.0,Probiotics
73,2020-08-14,43882.0,Probiotics
74,2020-08-15,43882.0,Probiotics
75,2020-08-16,38023.0,Probiotics
76,2020-08-17,38023.0,Probiotics
77,2020-08-18,38023.0,Probiotics
78,2020-08-19,38023.0,Probiotics
79,2020-08-20,32758.0,Probiotics
80,2020-08-21,32758.0,Probiotics
81,2020-08-22,32758.0,Probiotics
82,2020-08-23,32758.0,Probiotics
83,2020-08-24,32758.0,Probiotics
84,2020-08-25,32758.0,Probiotics
85,2020-08-26,35848.0,Probiotics
86,2020-08-27,32785.0,Probiotics
87,2020-08-28,32785.0,Probiotics
88,2020-08-29,32785.0,Probiotics
89,2020-08-30,46082.0,Probiotics
90,2020-08-31,46082.0,Probiotics
91,2020-09-01,46082.0,Probiotics
92,2020-09-02,46082.0,Probiotics
93,2020-09-03,46082.0,Probiotics
94,2020-09-04,46082.0,Probiotics
95,2020-09-05,46082.0,Probiotics
96,2020-09-06,46082.0,Probiotics
97,2020-09-07,51711.0,Probiotics
98,2020-09-08,51711.0,Probiotics
99,2020-09-09,51711.0,Probiotics
100,2020-09-10,51711.0,Probiotics
101,2020-09-11,51711.0,Probiotics
102,2020-09-12,51711.0,Probiotics
103,2020-09-13,51711.0,Probiotics
104,2020-09-14,51711.0,Probiotics
105,2020-09-15,35231.0,Probiotics
106,2020-09-16,35231.0,Probiotics
107,2020-09-17,35231.0,Probiotics
108,2020-09-18,35231.0,Probiotics
109,2020-09-19,35231.0,Probiotics
110,2020-09-20,35231.0,Probiotics
111,2020-09-21,35231.0,Probiotics
112,2020-09-22,32910.0,Probiotics
113,2020-09-23,32910.0,Probiotics
114,2020-09-24,32910.0,Probiotics
115,2020-09-25,32910.0,Probiotics
116,2020-09-26,32910.0,Probiotics
117,2020-09-27,32910.0,Probiotics
118,2020-09-28,42017.0,Probiotics
119,2020-09-29,42017.0,Probiotics
120,2020-09-30,42017.0,Probiotics
121,2020-10-01,42017.0,Probiotics
122,2020-10-02,30985.0,Probiotics
123,2020-10-03,30985.0,Probiotics
124,2020-10-04,30985.0,Probiotics
125,2020-10-05,38611.0,Probiotics
126,2020-10-06,38611.0,Probiotics
127,2020-10-07,38611.0,Probiotics
128,2020-10-08,31448.0,Probiotics
129,2020-10-09,31448.0,Probiotics
130,2020-10-10,31448.0,Probiotics
131,2020-10-11,43173.0,Probiotics
132,2020-10-12,43173.0,Probiotics
133,2020-10-13,43173.0,Probiotics
134,2020-10-14,24497.0,Probiotics
135,2020-10-15,24497.0,Probiotics
136,2020-10-16,24497.0,Probiotics
137,2020-10-17,24497.0,Probiotics
138,2020-10-18,24497.0,Probiotics
139,2020-10-19,29873.0,Probiotics
140,2020-10-20,29873.0,Probiotics
141,2020-10-21,29873.0,Probiotics
142,2020-10-22,29873.0,Probiotics
143,2020-10-23,28080.0,Probiotics
144,2020-10-24,27204.0,Probiotics
145,2020-10-25,26576.0,Probiotics
146,2020-10-26,26576.0,Probiotics
147,2020-10-27,26576.0,Probiotics
148,2020-10-28,26576.0,Probiotics
149,2020-10-29,26576.0,Probiotics
150,2020-10-30,28591.0,Probiotics
151,2020-10-31,28591.0,Probiotics
152,2020-11-01,28591.0,Probiotics
153,2020-11-02,29164.0,Probiotics
154,2020-11-03,29164.0,Probiotics
155,2020-11-04,29164.0,Probiotics
156,2020-11-05,29164.0,Probiotics
157,2020-11-06,37783.0,Probiotics
158,2020-11-07,32675.0,Probiotics
159,2020-11-08,32675.0,Probiotics
160,2020-11-09,32675.0,Probiotics
161,2020-11-10,26138.0,Probiotics
162,2020-11-11,26138.0,Probiotics
163,2020-11-12,26138.0,Probiotics
164,2020-11-13,26138.0,Probiotics
165,2020-11-14,26138.0,Probiotics
166,2020-11-15,37234.0,Probiotics
167,2020-11-16,37234.0,Probiotics
168,2020-11-17,37234.0,Probiotics
169,2020-11-18,34858.0,Probiotics
170,2020-11-19,34858.0,Probiotics
171,2020-11-20,34858.0,Probiotics
172,2020-11-21,34858.0,Probiotics
173,2020-11-22,34858.0,Probiotics
174,2020-11-23,34858.0,Probiotics
175,2020-11-24,34858.0,Probiotics
176,2020-11-25,34858.0,Probiotics
177,2020-11-26,41059.0,Probiotics
178,2020-11-27,41059.0,Probiotics
179,2020-11-28,41059.0,Probiotics
180,2020-11-29,41059.0,Probiotics
181,2020-11-30,43027.0,Probiotics
182,2020-12-01,43027.0,Probiotics
183,2020-12-02,43027.0,Probiotics
184,2020-12-03,43027.0,Probiotics
185,2020-12-04,26232.0,Probiotics
186,2020-12-05,26232.0,Probiotics
187,2020-12-06,29123.0,Probiotics
188,2020-12-07,29123.0,Probiotics
189,2020-12-08,29123.0,Probiotics
190,2020-12-09,37938.0,Probiotics
191,2020-12-10,37938.0,Probiotics
192,2020-12-11,37938.0,Probiotics
193,2020-12-12,37938.0,Probiotics
194,2020-12-13,37938.0,Probiotics
195,2020-12-14,32584.0,Probiotics
196,2020-12-15,32584.0,Probiotics
197,2020-12-16,32584.0,Probiotics
198,2020-12-17,32584.0,Probiotics
199,2020-12-18,32584.0,Probiotics
200,2020-12-19,33771.0,Probiotics
201,2020-12-20,25280.0,Probiotics
202,2020-12-21,25280.0,Probiotics
203,2020-12-22,25280.0,Probiotics
204,2020-12-23,25280.0,Probiotics
205,2020-12-24,25280.0,Probiotics
206,2020-12-25,25280.0,Probiotics
207,2020-12-26,25280.0,Probiotics
208,2020-12-27,23258.0,Probiotics
209,2020-12-28,23258.0,Probiotics
210,2020-12-29,23258.0,Probiotics
211,2020-12-30,23258.0,Probiotics
212,2020-12-31,20901.0,Probiotics
213,2021-01-01,20901.0,Probiotics
214,2021-01-02,20901.0,Probiotics
215,2021-01-03,20901.0,Probiotics
216,2021-01-04,20901.0,Probiotics
217,2021-01-05,20131.0,Probiotics
218,2021-01-06,20131.0,Probiotics
219,2021-01-07,20131.0,Probiotics
220,2021-01-08,20131.0,Probiotics
221,2021-01-09,20131.0,Probiotics
222,2021-01-10,20131.0,Probiotics
223,2021-01-11,20131.0,Probiotics
224,2021-01-12,20131.0,Probiotics
225,2021-01-13,20131.0,Probiotics
226,2021-01-14,22347.0,Probiotics
227,2021-01-15,22347.0,Probiotics
228,2021-01-16,22347.0,Probiotics
229,2021-01-17,22347.0,Probiotics
230,2021-01-18,26512.0,Probiotics
231,2021-01-19,26512.0,Probiotics
232,2021-01-20,26512.0,Probiotics
233,2021-01-21,25116.0,Probiotics
234,2021-01-22,25116.0,Probiotics
235,2021-01-23,25116.0,Probiotics
236,2021-01-24,25416.0,Probiotics
237,2021-01-25,27619.0,Probiotics
238,2021-01-26,27619.0,Probiotics
239,2021-01-27,27767.0,Probiotics
240,2021-01-28,27767.0,Probiotics
241,2021-01-29,25908.0,Probiotics
242,2021-01-30,25908.0,Probiotics
243,2021-01-31,25908.0,Probiotics
244,2021-02-01,23906.0,Probiotics
245,2021-02-02,23906.0,Probiotics
246,2021-02-03,23906.0,Probiotics
247,2021-02-04,23906.0,Probiotics
248,2021-02-05,23906.0,Probiotics
249,2021-02-06,23906.0,Probiotics
250,2021-02-07,23906.0,Probiotics
251,2021-02-08,24639.0,Probiotics
252,2021-02-09,23209.0,Probiotics
253,2021-02-10,23209.0,Probiotics
254,2021-02-11,23209.0,Probiotics
255,2021-02-12,33151.0,Probiotics
256,2021-02-13,32415.0,Probiotics
257,2021-02-14,32415.0,Probiotics
258,2021-02-15,32415.0,Probiotics
259,2021-02-16,22000.0,Probiotics
260,2021-02-17,22000.0,Probiotics
261,2021-02-18,22705.0,Probiotics
262,2021-02-19,22705.0,Probiotics
263,2021-02-20,27394.0,Probiotics
264,2021-02-21,27394.0,Probiotics
265,2021-02-22,27394.0,Probiotics
266,2021-02-23,27394.0,Probiotics
267,2021-02-24,27394.0,Probiotics
268,2021-02-25,27394.0,Probiotics
269,2021-02-26,27394.0,Probiotics
270,2021-02-27,38584.0,Probiotics
271,2021-02-28,38584.0,Probiotics
272,2021-03-01,38584.0,Probiotics
273,2021-03-02,38584.0,Probiotics
274,2021-03-03,29315.0,Probiotics
275,2021-03-04,29315.0,Probiotics
276,2021-03-05,29315.0,Probiotics
277,2021-03-06,29315.0,Probiotics
278,2021-03-07,25712.0,Probiotics
279,2021-03-08,25712.0,Probiotics
280,2021-03-09,25712.0,Probiotics
281,2021-03-10,29572.0,Probiotics
282,2021-03-11,29572.0,Probiotics
283,2021-03-12,29572.0,Probiotics
284,2021-03-13,24603.0,Probiotics
285,2021-03-14,24603.0,Probiotics
286,2021-03-15,17194.0,Probiotics
287,2021-03-16,17194.0,Probiotics
288,2021-03-17,17194.0,Probiotics
289,2021-03-18,26550.0,Probiotics
290,2021-03-19,26213.0,Probiotics
291,2021-03-20,26213.0,Probiotics
292,2021-03-21,26213.0,Probiotics
293,2021-03-22,26213.0,Probiotics
294,2021-03-23,23238.0,Probiotics
295,2021-03-24,23238.0,Probiotics
296,2021-03-25,23238.0,Probiotics
297,2021-03-26,32641.0,Probiotics
298,2021-03-27,32143.0,Probiotics
299,2021-03-28,28069.0,Probiotics
300,2021-03-29,28846.0,Probiotics
301,2021-03-30,30471.0,Probiotics
302,2021-03-31,27353.0,Probiotics
303,2021-04-01,28953.0,Probiotics
304,2021-04-02,28201.0,Probiotics
305,2021-04-03,36564.0,Probiotics
306,2021-04-04,31825.0,Probiotics
307,2021-04-05,23930.0,Probiotics
308,2021-04-06,21475.0,Probiotics
309,2021-04-07,21940.0,Probiotics
310,2021-04-08,22104.0,Probiotics
311,2021-04-09,20761.0,Probiotics
312,2021-04-10,25932.0,Probiotics
313,2021-04-11,26840.0,Probiotics
314,2021-04-12,24940.0,Probiotics
315,2021-04-13,26004.0,Probiotics
316,2021-04-14,26067.0,Probiotics
317,2021-04-15,27005.0,Probiotics
318,2021-04-16,28494.0,Probiotics
319,2021-04-17,30605.0,Probiotics
320,2021-04-18,30605.0,Probiotics
321,2021-04-19,26731.0,Probiotics
322,2021-04-20,22975.0,Probiotics
323,2021-04-21,27113.0,Probiotics
324,2021-04-22,36581.0,Probiotics
325,2021-04-23,55710.0,Probiotics
326,2021-04-24,71347.0,Probiotics
327,2021-04-25,71347.0,Probiotics
328,2021-04-26,102943.0,Probiotics
329,2021-04-27,74093.0,Probiotics
330,2021-04-28,31611.0,Probiotics
331,2021-04-29,27398.0,Probiotics
332,2021-04-30,34930.0,Probiotics
333,2021-05-01,36440.0,Probiotics
334,2021-05-02,32179.0,Probiotics
335,2021-05-03,33881.0,Probiotics
336,2021-05-04,31281.0,Probiotics
337,2021-05-05,31073.0,Probiotics
338,2021-05-06,34938.0,Probiotics
339,2021-05-07,31918.0,Probiotics
340,2021-05-08,35069.0,Probiotics
341,2021-05-09,31657.0,Probiotics
342,2021-05-10,34590.0,Probiotics
343,2021-05-11,31673.0,Probiotics
344,2021-05-12,29392.0,Probiotics
345,2021-05-13,40081.0,Probiotics
346,2021-05-14,38173.0,Probiotics
347,2021-05-15,41052.0,Probiotics
348,2021-05-16,28812.0,Probiotics
349,2021-05-17,26890.0,Probiotics
350,2021-05-18,31242.0,Probiotics
351,2021-05-19,28747.0,Probiotics
352,2021-05-20,34520.0,Probiotics
353,2021-05-21,33656.0,Probiotics
354,2021-05-22,33656.0,Probiotics
355,2021-05-23,43653.0,Probiotics
356,2021-05-24,54018.0,Probiotics
357,2021-05-25,31762.0,Probiotics
358,2021-05-26,29888.0,Probiotics
359,2021-05-27,27338.0,Probiotics
360,2021-05-28,30575.0,Probiotics
361,2021-05-29,24072.0,Probiotics
362,2021-05-30,22458.0,Probiotics
363,2021-05-31,27199.0,Probiotics
364,2021-06-01,27199.0,Probiotics
365,2021-06-02,31792.0,Probiotics
366,2021-06-03,30694.0,Probiotics
367,2021-06-04,26164.0,Probiotics
368,2021-06-05,26164.0,Probiotics
369,2021-06-06,27525.0,Probiotics
370,2021-06-07,26795.0,Probiotics
371,2021-06-08,26807.0,Probiotics
372,2021-06-09,18236.0,Probiotics
373,2021-06-10,33636.0,Probiotics
374,2021-06-11,23552.0,Probiotics
375,2021-06-12,24376.0,Probiotics
376,2021-06-13,24376.0,Probiotics
377,2021-06-14,17559.0,Probiotics
378,2021-06-15,24329.0,Probiotics
379,2021-06-16,24538.0,Probiotics
380,2021-06-17,30819.0,Probiotics
381,2021-06-18,30819.0,Probiotics
382,2021-06-19,30775.0,Probiotics
383,2021-06-20,30228.0,Probiotics
384,2021-06-21,25138.0,Probiotics
385,2021-06-22,22974.0,Probiotics
386,2021-06-23,22974.0,Probiotics
387,2021-06-24,24147.0,Probiotics
388,2021-06-25,25784.0,Probiotics
389,2021-06-26,27499.0,Probiotics
390,2021-06-27,21199.0,Probiotics
391,2021-06-28,21199.0,Probiotics
392,2021-06-29,25418.0,Probiotics
393,2021-06-30,24923.0,Probiotics
394,2021-07-01,27325.0,Probiotics
395,2021-07-02,27105.0,Probiotics
396,2021-07-03,35743.0,Probiotics
397,2021-07-04,25387.0,Probiotics
398,2021-07-05,32560.0,Probiotics
399,2021-07-06,25027.0,Probiotics
400,2021-07-07,18175.0,Probiotics
401,2021-07-08,26071.0,Probiotics
402,2021-07-09,27677.0,Probiotics
403,2021-07-10,28720.0,Probiotics
404,2021-07-11,30086.0,Probiotics
