,date,value,name_B0844LJQ3N
84,2020-08-17,3266.0,Liquid Ink Rollerball Pens
85,2020-08-18,3266.0,Liquid Ink Rollerball Pens
86,2020-08-19,2683.0,Liquid Ink Rollerball Pens
87,2020-08-20,3090.0,Liquid Ink Rollerball Pens
88,2020-08-21,3090.0,Liquid Ink Rollerball Pens
89,2020-08-22,3090.0,Liquid Ink Rollerball Pens
90,2020-08-23,2788.0,Liquid Ink Rollerball Pens
91,2020-08-24,2788.0,Liquid Ink Rollerball Pens
92,2020-08-25,2788.0,Liquid Ink Rollerball Pens
93,2020-08-26,3094.0,Liquid Ink Rollerball Pens
94,2020-08-27,3094.0,Liquid Ink Rollerball Pens
95,2020-08-28,2684.0,Liquid Ink Rollerball Pens
96,2020-08-29,2684.0,Liquid Ink Rollerball Pens
97,2020-08-30,2684.0,Liquid Ink Rollerball Pens
98,2020-08-31,3237.0,Liquid Ink Rollerball Pens
99,2020-09-01,2706.0,Liquid Ink Rollerball Pens
100,2020-09-02,2706.0,Liquid Ink Rollerball Pens
101,2020-09-03,2706.0,Liquid Ink Rollerball Pens
102,2020-09-04,2786.0,Liquid Ink Rollerball Pens
103,2020-09-05,2786.0,Liquid Ink Rollerball Pens
104,2020-09-06,2786.0,Liquid Ink Rollerball Pens
105,2020-09-07,3320.0,Liquid Ink Rollerball Pens
106,2020-09-08,3241.0,Liquid Ink Rollerball Pens
107,2020-09-09,3366.0,Liquid Ink Rollerball Pens
108,2020-09-10,3466.0,Liquid Ink Rollerball Pens
109,2020-09-11,3466.0,Liquid Ink Rollerball Pens
110,2020-09-12,3466.0,Liquid Ink Rollerball Pens
111,2020-09-13,3439.0,Liquid Ink Rollerball Pens
112,2020-09-14,2693.0,Liquid Ink Rollerball Pens
113,2020-09-15,2693.0,Liquid Ink Rollerball Pens
114,2020-09-16,3678.0,Liquid Ink Rollerball Pens
115,2020-09-17,3678.0,Liquid Ink Rollerball Pens
116,2020-09-18,3678.0,Liquid Ink Rollerball Pens
117,2020-09-19,3435.0,Liquid Ink Rollerball Pens
118,2020-09-20,3771.0,Liquid Ink Rollerball Pens
119,2020-09-21,3523.0,Liquid Ink Rollerball Pens
120,2020-09-22,3523.0,Liquid Ink Rollerball Pens
121,2020-09-23,2838.0,Liquid Ink Rollerball Pens
122,2020-09-24,2701.0,Liquid Ink Rollerball Pens
123,2020-09-25,2701.0,Liquid Ink Rollerball Pens
124,2020-09-26,2701.0,Liquid Ink Rollerball Pens
125,2020-09-27,3383.0,Liquid Ink Rollerball Pens
126,2020-09-28,3383.0,Liquid Ink Rollerball Pens
127,2020-09-29,2985.0,Liquid Ink Rollerball Pens
128,2020-09-30,2985.0,Liquid Ink Rollerball Pens
129,2020-10-01,3332.0,Liquid Ink Rollerball Pens
130,2020-10-02,3332.0,Liquid Ink Rollerball Pens
131,2020-10-03,3332.0,Liquid Ink Rollerball Pens
132,2020-10-04,2678.0,Liquid Ink Rollerball Pens
133,2020-10-05,2678.0,Liquid Ink Rollerball Pens
134,2020-10-06,2605.0,Liquid Ink Rollerball Pens
135,2020-10-07,2605.0,Liquid Ink Rollerball Pens
136,2020-10-08,2605.0,Liquid Ink Rollerball Pens
137,2020-10-09,2605.0,Liquid Ink Rollerball Pens
138,2020-10-10,1860.0,Liquid Ink Rollerball Pens
139,2020-10-11,1860.0,Liquid Ink Rollerball Pens
140,2020-10-12,1860.0,Liquid Ink Rollerball Pens
141,2020-10-13,2160.0,Liquid Ink Rollerball Pens
142,2020-10-14,2160.0,Liquid Ink Rollerball Pens
143,2020-10-15,755.0,Liquid Ink Rollerball Pens
144,2020-10-16,755.0,Liquid Ink Rollerball Pens
145,2020-10-17,1751.0,Liquid Ink Rollerball Pens
146,2020-10-18,1751.0,Liquid Ink Rollerball Pens
147,2020-10-19,1751.0,Liquid Ink Rollerball Pens
148,2020-10-20,1775.0,Liquid Ink Rollerball Pens
149,2020-10-21,1775.0,Liquid Ink Rollerball Pens
150,2020-10-22,1825.0,Liquid Ink Rollerball Pens
151,2020-10-23,1825.0,Liquid Ink Rollerball Pens
152,2020-10-24,1737.0,Liquid Ink Rollerball Pens
153,2020-10-25,1737.0,Liquid Ink Rollerball Pens
154,2020-10-26,1761.0,Liquid Ink Rollerball Pens
155,2020-10-27,1651.0,Liquid Ink Rollerball Pens
156,2020-10-28,1651.0,Liquid Ink Rollerball Pens
157,2020-10-29,1875.0,Liquid Ink Rollerball Pens
158,2020-10-30,1875.0,Liquid Ink Rollerball Pens
159,2020-10-31,1718.0,Liquid Ink Rollerball Pens
160,2020-11-01,1748.0,Liquid Ink Rollerball Pens
161,2020-11-02,1576.0,Liquid Ink Rollerball Pens
162,2020-11-03,1777.0,Liquid Ink Rollerball Pens
163,2020-11-04,1637.0,Liquid Ink Rollerball Pens
164,2020-11-05,1637.0,Liquid Ink Rollerball Pens
165,2020-11-06,1125.0,Liquid Ink Rollerball Pens
166,2020-11-07,1084.0,Liquid Ink Rollerball Pens
167,2020-11-08,1084.0,Liquid Ink Rollerball Pens
168,2020-11-09,1453.0,Liquid Ink Rollerball Pens
169,2020-11-10,1453.0,Liquid Ink Rollerball Pens
170,2020-11-11,1453.0,Liquid Ink Rollerball Pens
171,2020-11-12,1095.0,Liquid Ink Rollerball Pens
172,2020-11-13,1095.0,Liquid Ink Rollerball Pens
173,2020-11-14,1447.0,Liquid Ink Rollerball Pens
174,2020-11-15,1447.0,Liquid Ink Rollerball Pens
175,2020-11-16,1355.0,Liquid Ink Rollerball Pens
176,2020-11-17,1355.0,Liquid Ink Rollerball Pens
177,2020-11-18,1355.0,Liquid Ink Rollerball Pens
178,2020-11-19,1150.0,Liquid Ink Rollerball Pens
179,2020-11-20,903.0,Liquid Ink Rollerball Pens
180,2020-11-21,1177.0,Liquid Ink Rollerball Pens
181,2020-11-22,1177.0,Liquid Ink Rollerball Pens
182,2020-11-23,1507.0,Liquid Ink Rollerball Pens
183,2020-11-24,1507.0,Liquid Ink Rollerball Pens
184,2020-11-25,1406.0,Liquid Ink Rollerball Pens
185,2020-11-26,1840.0,Liquid Ink Rollerball Pens
186,2020-11-27,174.0,Liquid Ink Rollerball Pens
187,2020-11-28,174.0,Liquid Ink Rollerball Pens
188,2020-11-29,1148.0,Liquid Ink Rollerball Pens
189,2020-11-30,1148.0,Liquid Ink Rollerball Pens
190,2020-12-01,1614.0,Liquid Ink Rollerball Pens
191,2020-12-02,1614.0,Liquid Ink Rollerball Pens
192,2020-12-03,1614.0,Liquid Ink Rollerball Pens
193,2020-12-04,1360.0,Liquid Ink Rollerball Pens
194,2020-12-05,1360.0,Liquid Ink Rollerball Pens
195,2020-12-06,1360.0,Liquid Ink Rollerball Pens
196,2020-12-07,2111.0,Liquid Ink Rollerball Pens
197,2020-12-08,2185.0,Liquid Ink Rollerball Pens
198,2020-12-09,2141.0,Liquid Ink Rollerball Pens
199,2020-12-10,2159.0,Liquid Ink Rollerball Pens
200,2020-12-11,3016.0,Liquid Ink Rollerball Pens
201,2020-12-12,2486.0,Liquid Ink Rollerball Pens
202,2020-12-13,2900.0,Liquid Ink Rollerball Pens
203,2020-12-14,2872.0,Liquid Ink Rollerball Pens
204,2020-12-15,2590.0,Liquid Ink Rollerball Pens
205,2020-12-16,2709.0,Liquid Ink Rollerball Pens
206,2020-12-17,1895.0,Liquid Ink Rollerball Pens
207,2020-12-18,2504.0,Liquid Ink Rollerball Pens
208,2020-12-19,2504.0,Liquid Ink Rollerball Pens
209,2020-12-20,2424.0,Liquid Ink Rollerball Pens
210,2020-12-21,2597.0,Liquid Ink Rollerball Pens
211,2020-12-22,2168.0,Liquid Ink Rollerball Pens
212,2020-12-23,3089.0,Liquid Ink Rollerball Pens
213,2020-12-24,3232.0,Liquid Ink Rollerball Pens
214,2020-12-25,2846.0,Liquid Ink Rollerball Pens
215,2020-12-26,3098.0,Liquid Ink Rollerball Pens
216,2020-12-27,2539.0,Liquid Ink Rollerball Pens
217,2020-12-28,2266.0,Liquid Ink Rollerball Pens
218,2020-12-29,2377.0,Liquid Ink Rollerball Pens
219,2020-12-30,2302.0,Liquid Ink Rollerball Pens
220,2020-12-31,2321.0,Liquid Ink Rollerball Pens
221,2021-01-01,2405.0,Liquid Ink Rollerball Pens
222,2021-01-02,2492.0,Liquid Ink Rollerball Pens
223,2021-01-03,2492.0,Liquid Ink Rollerball Pens
224,2021-01-04,1643.0,Liquid Ink Rollerball Pens
225,2021-01-05,1643.0,Liquid Ink Rollerball Pens
226,2021-01-06,1643.0,Liquid Ink Rollerball Pens
227,2021-01-07,2200.0,Liquid Ink Rollerball Pens
228,2021-01-08,2200.0,Liquid Ink Rollerball Pens
229,2021-01-09,1758.0,Liquid Ink Rollerball Pens
230,2021-01-10,1758.0,Liquid Ink Rollerball Pens
231,2021-01-11,1758.0,Liquid Ink Rollerball Pens
232,2021-01-12,1619.0,Liquid Ink Rollerball Pens
233,2021-01-13,1619.0,Liquid Ink Rollerball Pens
234,2021-01-14,1619.0,Liquid Ink Rollerball Pens
235,2021-01-15,2028.0,Liquid Ink Rollerball Pens
236,2021-01-16,2028.0,Liquid Ink Rollerball Pens
237,2021-01-17,2119.0,Liquid Ink Rollerball Pens
238,2021-01-18,2119.0,Liquid Ink Rollerball Pens
239,2021-01-19,3206.0,Liquid Ink Rollerball Pens
240,2021-01-20,3069.0,Liquid Ink Rollerball Pens
241,2021-01-21,3069.0,Liquid Ink Rollerball Pens
242,2021-01-22,3253.0,Liquid Ink Rollerball Pens
243,2021-01-23,3253.0,Liquid Ink Rollerball Pens
244,2021-01-24,3253.0,Liquid Ink Rollerball Pens
245,2021-01-25,3009.0,Liquid Ink Rollerball Pens
246,2021-01-26,3009.0,Liquid Ink Rollerball Pens
247,2021-01-27,3345.0,Liquid Ink Rollerball Pens
248,2021-01-28,3345.0,Liquid Ink Rollerball Pens
249,2021-01-29,2890.0,Liquid Ink Rollerball Pens
250,2021-01-30,2890.0,Liquid Ink Rollerball Pens
251,2021-01-31,2890.0,Liquid Ink Rollerball Pens
252,2021-02-01,3579.0,Liquid Ink Rollerball Pens
253,2021-02-02,1745.0,Liquid Ink Rollerball Pens
254,2021-02-03,1787.0,Liquid Ink Rollerball Pens
255,2021-02-04,1787.0,Liquid Ink Rollerball Pens
256,2021-02-05,1787.0,Liquid Ink Rollerball Pens
257,2021-02-06,2465.0,Liquid Ink Rollerball Pens
258,2021-02-07,2465.0,Liquid Ink Rollerball Pens
259,2021-02-08,2329.0,Liquid Ink Rollerball Pens
260,2021-02-09,2329.0,Liquid Ink Rollerball Pens
261,2021-02-10,1684.0,Liquid Ink Rollerball Pens
262,2021-02-11,1684.0,Liquid Ink Rollerball Pens
263,2021-02-12,1684.0,Liquid Ink Rollerball Pens
264,2021-02-13,1450.0,Liquid Ink Rollerball Pens
265,2021-02-14,1450.0,Liquid Ink Rollerball Pens
266,2021-02-15,1585.0,Liquid Ink Rollerball Pens
267,2021-02-16,1585.0,Liquid Ink Rollerball Pens
268,2021-02-17,1585.0,Liquid Ink Rollerball Pens
269,2021-02-18,1059.0,Liquid Ink Rollerball Pens
270,2021-02-19,1606.0,Liquid Ink Rollerball Pens
271,2021-02-20,1606.0,Liquid Ink Rollerball Pens
272,2021-02-21,1443.0,Liquid Ink Rollerball Pens
273,2021-02-22,1443.0,Liquid Ink Rollerball Pens
274,2021-02-23,1443.0,Liquid Ink Rollerball Pens
275,2021-02-24,1512.0,Liquid Ink Rollerball Pens
276,2021-02-25,1586.0,Liquid Ink Rollerball Pens
277,2021-02-26,1586.0,Liquid Ink Rollerball Pens
278,2021-02-27,1526.0,Liquid Ink Rollerball Pens
279,2021-02-28,1526.0,Liquid Ink Rollerball Pens
280,2021-03-01,1526.0,Liquid Ink Rollerball Pens
281,2021-03-02,1862.0,Liquid Ink Rollerball Pens
282,2021-03-03,1862.0,Liquid Ink Rollerball Pens
283,2021-03-04,1862.0,Liquid Ink Rollerball Pens
284,2021-03-05,1240.0,Liquid Ink Rollerball Pens
285,2021-03-06,1240.0,Liquid Ink Rollerball Pens
286,2021-03-07,1240.0,Liquid Ink Rollerball Pens
287,2021-03-08,1034.0,Liquid Ink Rollerball Pens
288,2021-03-09,1034.0,Liquid Ink Rollerball Pens
289,2021-03-10,1630.0,Liquid Ink Rollerball Pens
290,2021-03-11,1630.0,Liquid Ink Rollerball Pens
291,2021-03-12,1261.0,Liquid Ink Rollerball Pens
292,2021-03-13,1261.0,Liquid Ink Rollerball Pens
293,2021-03-14,1771.0,Liquid Ink Rollerball Pens
294,2021-03-15,1771.0,Liquid Ink Rollerball Pens
295,2021-03-16,1771.0,Liquid Ink Rollerball Pens
296,2021-03-17,1188.0,Liquid Ink Rollerball Pens
297,2021-03-18,1255.0,Liquid Ink Rollerball Pens
298,2021-03-19,1255.0,Liquid Ink Rollerball Pens
299,2021-03-20,1255.0,Liquid Ink Rollerball Pens
300,2021-03-21,1436.0,Liquid Ink Rollerball Pens
301,2021-03-22,1436.0,Liquid Ink Rollerball Pens
302,2021-03-23,1235.0,Liquid Ink Rollerball Pens
303,2021-03-24,761.0,Liquid Ink Rollerball Pens
304,2021-03-25,761.0,Liquid Ink Rollerball Pens
305,2021-03-26,761.0,Liquid Ink Rollerball Pens
306,2021-03-27,1338.0,Liquid Ink Rollerball Pens
307,2021-03-28,1381.0,Liquid Ink Rollerball Pens
308,2021-03-29,1381.0,Liquid Ink Rollerball Pens
309,2021-03-30,1381.0,Liquid Ink Rollerball Pens
310,2021-03-31,1273.0,Liquid Ink Rollerball Pens
311,2021-04-01,1273.0,Liquid Ink Rollerball Pens
312,2021-04-02,1566.0,Liquid Ink Rollerball Pens
313,2021-04-03,1566.0,Liquid Ink Rollerball Pens
314,2021-04-04,1566.0,Liquid Ink Rollerball Pens
315,2021-04-05,1943.0,Liquid Ink Rollerball Pens
316,2021-04-06,1943.0,Liquid Ink Rollerball Pens
317,2021-04-07,1943.0,Liquid Ink Rollerball Pens
318,2021-04-08,1556.0,Liquid Ink Rollerball Pens
319,2021-04-09,1556.0,Liquid Ink Rollerball Pens
320,2021-04-10,1556.0,Liquid Ink Rollerball Pens
321,2021-04-11,1911.0,Liquid Ink Rollerball Pens
322,2021-04-12,1911.0,Liquid Ink Rollerball Pens
323,2021-04-13,1403.0,Liquid Ink Rollerball Pens
324,2021-04-14,1639.0,Liquid Ink Rollerball Pens
325,2021-04-15,1639.0,Liquid Ink Rollerball Pens
326,2021-04-16,1677.0,Liquid Ink Rollerball Pens
327,2021-04-17,1677.0,Liquid Ink Rollerball Pens
328,2021-04-18,1823.0,Liquid Ink Rollerball Pens
329,2021-04-19,1823.0,Liquid Ink Rollerball Pens
330,2021-04-20,1576.0,Liquid Ink Rollerball Pens
331,2021-04-21,1576.0,Liquid Ink Rollerball Pens
332,2021-04-22,1576.0,Liquid Ink Rollerball Pens
333,2021-04-23,1579.0,Liquid Ink Rollerball Pens
334,2021-04-24,2410.0,Liquid Ink Rollerball Pens
335,2021-04-25,2410.0,Liquid Ink Rollerball Pens
336,2021-04-26,2410.0,Liquid Ink Rollerball Pens
337,2021-04-27,1864.0,Liquid Ink Rollerball Pens
338,2021-04-28,1864.0,Liquid Ink Rollerball Pens
339,2021-04-29,2207.0,Liquid Ink Rollerball Pens
340,2021-04-30,2207.0,Liquid Ink Rollerball Pens
341,2021-05-01,2207.0,Liquid Ink Rollerball Pens
342,2021-05-02,2872.0,Liquid Ink Rollerball Pens
343,2021-05-03,2872.0,Liquid Ink Rollerball Pens
344,2021-05-04,3630.0,Liquid Ink Rollerball Pens
345,2021-05-05,3630.0,Liquid Ink Rollerball Pens
346,2021-05-06,3630.0,Liquid Ink Rollerball Pens
347,2021-05-07,3429.0,Liquid Ink Rollerball Pens
348,2021-05-08,3073.0,Liquid Ink Rollerball Pens
349,2021-05-09,3073.0,Liquid Ink Rollerball Pens
350,2021-05-10,3073.0,Liquid Ink Rollerball Pens
351,2021-05-11,3300.0,Liquid Ink Rollerball Pens
352,2021-05-12,3300.0,Liquid Ink Rollerball Pens
353,2021-05-13,2987.0,Liquid Ink Rollerball Pens
354,2021-05-14,2721.0,Liquid Ink Rollerball Pens
355,2021-05-15,2721.0,Liquid Ink Rollerball Pens
356,2021-05-16,2558.0,Liquid Ink Rollerball Pens
357,2021-05-17,2558.0,Liquid Ink Rollerball Pens
358,2021-05-18,2221.0,Liquid Ink Rollerball Pens
359,2021-05-19,2221.0,Liquid Ink Rollerball Pens
360,2021-05-20,2662.0,Liquid Ink Rollerball Pens
361,2021-05-21,2662.0,Liquid Ink Rollerball Pens
362,2021-05-22,2682.0,Liquid Ink Rollerball Pens
363,2021-05-23,2682.0,Liquid Ink Rollerball Pens
364,2021-05-24,3755.0,Liquid Ink Rollerball Pens
365,2021-05-25,3755.0,Liquid Ink Rollerball Pens
366,2021-05-26,2590.0,Liquid Ink Rollerball Pens
367,2021-05-27,2590.0,Liquid Ink Rollerball Pens
368,2021-05-28,2590.0,Liquid Ink Rollerball Pens
369,2021-05-29,3432.0,Liquid Ink Rollerball Pens
370,2021-05-30,2985.0,Liquid Ink Rollerball Pens
371,2021-05-31,3043.0,Liquid Ink Rollerball Pens
372,2021-06-01,3191.0,Liquid Ink Rollerball Pens
373,2021-06-02,3724.0,Liquid Ink Rollerball Pens
374,2021-06-03,4266.0,Liquid Ink Rollerball Pens
375,2021-06-04,2820.0,Liquid Ink Rollerball Pens
376,2021-06-05,3093.0,Liquid Ink Rollerball Pens
377,2021-06-06,3093.0,Liquid Ink Rollerball Pens
378,2021-06-07,4027.0,Liquid Ink Rollerball Pens
379,2021-06-08,3536.0,Liquid Ink Rollerball Pens
380,2021-06-09,3695.0,Liquid Ink Rollerball Pens
381,2021-06-10,3796.0,Liquid Ink Rollerball Pens
382,2021-06-11,3796.0,Liquid Ink Rollerball Pens
383,2021-06-12,3070.0,Liquid Ink Rollerball Pens
384,2021-06-13,3070.0,Liquid Ink Rollerball Pens
385,2021-06-14,5078.0,Liquid Ink Rollerball Pens
386,2021-06-15,5078.0,Liquid Ink Rollerball Pens
387,2021-06-16,4334.0,Liquid Ink Rollerball Pens
388,2021-06-17,4334.0,Liquid Ink Rollerball Pens
389,2021-06-18,4786.0,Liquid Ink Rollerball Pens
390,2021-06-19,5176.0,Liquid Ink Rollerball Pens
391,2021-06-20,5176.0,Liquid Ink Rollerball Pens
392,2021-06-21,4147.0,Liquid Ink Rollerball Pens
393,2021-06-22,4514.0,Liquid Ink Rollerball Pens
394,2021-06-23,4076.0,Liquid Ink Rollerball Pens
395,2021-06-24,3954.0,Liquid Ink Rollerball Pens
396,2021-06-25,4207.0,Liquid Ink Rollerball Pens
397,2021-06-26,4207.0,Liquid Ink Rollerball Pens
398,2021-06-27,4235.0,Liquid Ink Rollerball Pens
399,2021-06-28,3835.0,Liquid Ink Rollerball Pens
400,2021-06-29,3835.0,Liquid Ink Rollerball Pens
401,2021-06-30,5500.0,Liquid Ink Rollerball Pens
402,2021-07-01,5500.0,Liquid Ink Rollerball Pens
403,2021-07-02,3604.0,Liquid Ink Rollerball Pens
404,2021-07-03,3776.0,Liquid Ink Rollerball Pens
405,2021-07-04,3776.0,Liquid Ink Rollerball Pens
406,2021-07-05,3653.0,Liquid Ink Rollerball Pens
407,2021-07-06,3653.0,Liquid Ink Rollerball Pens
408,2021-07-07,4273.0,Liquid Ink Rollerball Pens
409,2021-07-08,4727.0,Liquid Ink Rollerball Pens
410,2021-07-09,4727.0,Liquid Ink Rollerball Pens
411,2021-07-10,2985.0,Liquid Ink Rollerball Pens
412,2021-07-11,3344.0,Liquid Ink Rollerball Pens
