,date,value,name_B088YB5XMQ
58,2020-08-12,30983.0,Washcloths
59,2020-08-13,32980.0,Washcloths
60,2020-08-14,53221.0,Washcloths
61,2020-08-15,53221.0,Washcloths
62,2020-08-16,53221.0,Washcloths
63,2020-08-17,53221.0,Washcloths
64,2020-08-18,91910.0,Washcloths
65,2020-08-19,34572.0,Washcloths
66,2020-08-20,34572.0,Washcloths
67,2020-08-21,30471.0,Washcloths
68,2020-08-22,30471.0,Washcloths
69,2020-08-23,30471.0,Washcloths
70,2020-08-24,30471.0,Washcloths
71,2020-08-25,33716.0,Washcloths
72,2020-08-26,33716.0,Washcloths
73,2020-08-27,33716.0,Washcloths
74,2020-08-28,33716.0,Washcloths
75,2020-08-29,33716.0,Washcloths
76,2020-08-30,33716.0,Washcloths
77,2020-08-31,22224.0,Washcloths
78,2020-09-01,22224.0,Washcloths
79,2020-09-02,22224.0,Washcloths
80,2020-09-03,10493.0,Washcloths
81,2020-09-04,16440.0,Washcloths
82,2020-09-05,16440.0,Washcloths
83,2020-09-06,12469.0,Washcloths
84,2020-09-07,12469.0,Washcloths
85,2020-09-08,12469.0,Washcloths
86,2020-09-09,14524.0,Washcloths
87,2020-09-10,14524.0,Washcloths
88,2020-09-11,13218.0,Washcloths
89,2020-09-12,13218.0,Washcloths
90,2020-09-13,13218.0,Washcloths
91,2020-09-14,16555.0,Washcloths
92,2020-09-15,16555.0,Washcloths
93,2020-09-16,16555.0,Washcloths
94,2020-09-17,14054.0,Washcloths
95,2020-09-18,19411.0,Washcloths
96,2020-09-19,19411.0,Washcloths
97,2020-09-20,19411.0,Washcloths
98,2020-09-21,27694.0,Washcloths
99,2020-09-22,35734.0,Washcloths
100,2020-09-23,46167.0,Washcloths
101,2020-09-24,46167.0,Washcloths
102,2020-09-25,46167.0,Washcloths
103,2020-09-26,41121.0,Washcloths
104,2020-09-27,41121.0,Washcloths
105,2020-09-28,41121.0,Washcloths
106,2020-09-29,60742.0,Washcloths
107,2020-09-30,60742.0,Washcloths
108,2020-10-01,60742.0,Washcloths
109,2020-10-02,52837.0,Washcloths
110,2020-10-03,52837.0,Washcloths
111,2020-10-04,52837.0,Washcloths
112,2020-10-05,52084.0,Washcloths
113,2020-10-06,52084.0,Washcloths
114,2020-10-07,76082.0,Washcloths
115,2020-10-08,76082.0,Washcloths
116,2020-10-09,76082.0,Washcloths
117,2020-10-10,57851.0,Washcloths
118,2020-10-11,71534.0,Washcloths
119,2020-10-12,64979.0,Washcloths
120,2020-10-13,64979.0,Washcloths
121,2020-10-14,64979.0,Washcloths
122,2020-10-15,64979.0,Washcloths
123,2020-10-16,55249.0,Washcloths
124,2020-10-17,55249.0,Washcloths
125,2020-10-18,55249.0,Washcloths
126,2020-10-19,56633.0,Washcloths
127,2020-10-20,75543.0,Washcloths
128,2020-10-21,75543.0,Washcloths
129,2020-10-22,45259.0,Washcloths
130,2020-10-23,55462.0,Washcloths
131,2020-10-24,55462.0,Washcloths
132,2020-10-25,58878.0,Washcloths
133,2020-10-26,55820.0,Washcloths
134,2020-10-27,74508.0,Washcloths
135,2020-10-28,74508.0,Washcloths
136,2020-10-29,74508.0,Washcloths
137,2020-10-30,74508.0,Washcloths
138,2020-10-31,82066.0,Washcloths
139,2020-11-01,82066.0,Washcloths
140,2020-11-02,70284.0,Washcloths
141,2020-11-03,82757.0,Washcloths
142,2020-11-04,82757.0,Washcloths
143,2020-11-05,60168.0,Washcloths
144,2020-11-06,60168.0,Washcloths
145,2020-11-07,60168.0,Washcloths
146,2020-11-08,60168.0,Washcloths
147,2020-11-09,24026.0,Washcloths
148,2020-11-10,24026.0,Washcloths
149,2020-11-11,24026.0,Washcloths
150,2020-11-12,17692.0,Washcloths
151,2020-11-13,17692.0,Washcloths
152,2020-11-14,17692.0,Washcloths
153,2020-11-15,17692.0,Washcloths
154,2020-11-16,17692.0,Washcloths
155,2020-11-17,17860.0,Washcloths
156,2020-11-18,17860.0,Washcloths
157,2020-11-19,12442.0,Washcloths
158,2020-11-20,12442.0,Washcloths
159,2020-11-21,12442.0,Washcloths
160,2020-11-22,12442.0,Washcloths
161,2020-11-23,34027.0,Washcloths
162,2020-11-24,36627.0,Washcloths
163,2020-11-25,36627.0,Washcloths
164,2020-11-26,37220.0,Washcloths
165,2020-11-27,37220.0,Washcloths
166,2020-11-28,43682.0,Washcloths
167,2020-11-29,43682.0,Washcloths
168,2020-11-30,53450.0,Washcloths
169,2020-12-01,44515.0,Washcloths
170,2020-12-02,44515.0,Washcloths
171,2020-12-03,44515.0,Washcloths
172,2020-12-04,44515.0,Washcloths
173,2020-12-05,44515.0,Washcloths
174,2020-12-06,44515.0,Washcloths
175,2020-12-07,24746.0,Washcloths
176,2020-12-08,24746.0,Washcloths
177,2020-12-09,24746.0,Washcloths
178,2020-12-10,24746.0,Washcloths
179,2020-12-11,24746.0,Washcloths
180,2020-12-12,24746.0,Washcloths
181,2020-12-13,24746.0,Washcloths
182,2020-12-14,35175.0,Washcloths
183,2020-12-15,26933.0,Washcloths
184,2020-12-16,26933.0,Washcloths
185,2020-12-17,26933.0,Washcloths
186,2020-12-18,26933.0,Washcloths
187,2020-12-19,26933.0,Washcloths
188,2020-12-20,26933.0,Washcloths
189,2020-12-21,19000.0,Washcloths
190,2020-12-22,19000.0,Washcloths
191,2020-12-23,19000.0,Washcloths
192,2020-12-24,15781.0,Washcloths
193,2020-12-25,15781.0,Washcloths
194,2020-12-26,15781.0,Washcloths
195,2020-12-27,15781.0,Washcloths
196,2020-12-28,15781.0,Washcloths
197,2020-12-29,13036.0,Washcloths
198,2020-12-30,13036.0,Washcloths
199,2020-12-31,13036.0,Washcloths
200,2021-01-01,10914.0,Washcloths
201,2021-01-02,10914.0,Washcloths
202,2021-01-03,10914.0,Washcloths
203,2021-01-04,22316.0,Washcloths
204,2021-01-05,22316.0,Washcloths
205,2021-01-06,22316.0,Washcloths
206,2021-01-07,20731.0,Washcloths
207,2021-01-08,20731.0,Washcloths
208,2021-01-09,20731.0,Washcloths
209,2021-01-10,20731.0,Washcloths
210,2021-01-11,17626.0,Washcloths
211,2021-01-12,12755.0,Washcloths
212,2021-01-13,12755.0,Washcloths
213,2021-01-14,12755.0,Washcloths
214,2021-01-15,12755.0,Washcloths
215,2021-01-16,17921.0,Washcloths
216,2021-01-17,17921.0,Washcloths
217,2021-01-18,17921.0,Washcloths
218,2021-01-19,17921.0,Washcloths
219,2021-01-20,17921.0,Washcloths
220,2021-01-21,13250.0,Washcloths
221,2021-01-22,13250.0,Washcloths
222,2021-01-23,13250.0,Washcloths
223,2021-01-24,13250.0,Washcloths
224,2021-01-25,12643.0,Washcloths
225,2021-01-26,9464.0,Washcloths
226,2021-01-27,14209.0,Washcloths
227,2021-01-28,14209.0,Washcloths
228,2021-01-29,14209.0,Washcloths
229,2021-01-30,14209.0,Washcloths
230,2021-01-31,14209.0,Washcloths
231,2021-02-01,11931.0,Washcloths
232,2021-02-02,11931.0,Washcloths
233,2021-02-03,18502.0,Washcloths
234,2021-02-04,14565.0,Washcloths
235,2021-02-05,14565.0,Washcloths
236,2021-02-06,14565.0,Washcloths
237,2021-02-07,14565.0,Washcloths
238,2021-02-08,17800.0,Washcloths
239,2021-02-09,17800.0,Washcloths
240,2021-02-10,17800.0,Washcloths
241,2021-02-11,17800.0,Washcloths
242,2021-02-12,17800.0,Washcloths
243,2021-02-13,17800.0,Washcloths
244,2021-02-14,15558.0,Washcloths
245,2021-02-15,15558.0,Washcloths
246,2021-02-16,15558.0,Washcloths
247,2021-02-17,15558.0,Washcloths
248,2021-02-18,17841.0,Washcloths
249,2021-02-19,17841.0,Washcloths
250,2021-02-20,17841.0,Washcloths
251,2021-02-21,17841.0,Washcloths
252,2021-02-22,17841.0,Washcloths
253,2021-02-23,15306.0,Washcloths
254,2021-02-24,15306.0,Washcloths
255,2021-02-25,15306.0,Washcloths
256,2021-02-26,15306.0,Washcloths
257,2021-02-27,15306.0,Washcloths
258,2021-02-28,34765.0,Washcloths
259,2021-03-01,33146.0,Washcloths
260,2021-03-02,33146.0,Washcloths
261,2021-03-03,33146.0,Washcloths
262,2021-03-04,35547.0,Washcloths
263,2021-03-05,35547.0,Washcloths
264,2021-03-06,35547.0,Washcloths
265,2021-03-07,35547.0,Washcloths
266,2021-03-08,26028.0,Washcloths
267,2021-03-09,26028.0,Washcloths
268,2021-03-10,26028.0,Washcloths
269,2021-03-11,26028.0,Washcloths
270,2021-03-12,22642.0,Washcloths
271,2021-03-13,22642.0,Washcloths
272,2021-03-14,22642.0,Washcloths
273,2021-03-15,19754.0,Washcloths
274,2021-03-16,19754.0,Washcloths
275,2021-03-17,19754.0,Washcloths
276,2021-03-18,23143.0,Washcloths
277,2021-03-19,23143.0,Washcloths
278,2021-03-20,23143.0,Washcloths
279,2021-03-21,23143.0,Washcloths
280,2021-03-22,23143.0,Washcloths
281,2021-03-23,26021.0,Washcloths
282,2021-03-24,26021.0,Washcloths
283,2021-03-25,26021.0,Washcloths
284,2021-03-26,26021.0,Washcloths
285,2021-03-27,26021.0,Washcloths
286,2021-03-28,26021.0,Washcloths
287,2021-03-29,29458.0,Washcloths
288,2021-03-30,29458.0,Washcloths
289,2021-03-31,29458.0,Washcloths
290,2021-04-01,30595.0,Washcloths
291,2021-04-02,30595.0,Washcloths
292,2021-04-03,30595.0,Washcloths
293,2021-04-04,30595.0,Washcloths
294,2021-04-05,29922.0,Washcloths
295,2021-04-06,29922.0,Washcloths
296,2021-04-07,23382.0,Washcloths
297,2021-04-08,23382.0,Washcloths
298,2021-04-09,23382.0,Washcloths
299,2021-04-10,26088.0,Washcloths
300,2021-04-11,26088.0,Washcloths
301,2021-04-12,26088.0,Washcloths
302,2021-04-13,26088.0,Washcloths
303,2021-04-14,26088.0,Washcloths
304,2021-04-15,26088.0,Washcloths
305,2021-04-16,26088.0,Washcloths
306,2021-04-17,26088.0,Washcloths
307,2021-04-18,26088.0,Washcloths
308,2021-04-19,26088.0,Washcloths
309,2021-04-20,23074.0,Washcloths
310,2021-04-21,23074.0,Washcloths
311,2021-04-22,23074.0,Washcloths
312,2021-04-23,23074.0,Washcloths
313,2021-04-24,23074.0,Washcloths
314,2021-04-25,25601.0,Washcloths
315,2021-04-26,25601.0,Washcloths
316,2021-04-27,25601.0,Washcloths
317,2021-04-28,25601.0,Washcloths
318,2021-04-29,23424.0,Washcloths
319,2021-04-30,23424.0,Washcloths
320,2021-05-01,30942.0,Washcloths
321,2021-05-02,30942.0,Washcloths
322,2021-05-03,30942.0,Washcloths
323,2021-05-04,29436.0,Washcloths
324,2021-05-05,29436.0,Washcloths
325,2021-05-06,29436.0,Washcloths
326,2021-05-07,29436.0,Washcloths
327,2021-05-08,29436.0,Washcloths
328,2021-05-09,25116.0,Washcloths
329,2021-05-10,25116.0,Washcloths
330,2021-05-11,25116.0,Washcloths
331,2021-05-12,25116.0,Washcloths
332,2021-05-13,25116.0,Washcloths
333,2021-05-14,25116.0,Washcloths
334,2021-05-15,25116.0,Washcloths
335,2021-05-16,25116.0,Washcloths
336,2021-05-17,25116.0,Washcloths
337,2021-05-18,25116.0,Washcloths
338,2021-05-19,25116.0,Washcloths
339,2021-05-20,39600.0,Washcloths
340,2021-05-21,39600.0,Washcloths
341,2021-05-22,39600.0,Washcloths
342,2021-05-23,39600.0,Washcloths
343,2021-05-24,35115.0,Washcloths
344,2021-05-25,33098.0,Washcloths
345,2021-05-26,33098.0,Washcloths
346,2021-05-27,33098.0,Washcloths
347,2021-05-28,33098.0,Washcloths
348,2021-05-29,33098.0,Washcloths
349,2021-05-30,33098.0,Washcloths
350,2021-05-31,42443.0,Washcloths
351,2021-06-01,42443.0,Washcloths
352,2021-06-02,32481.0,Washcloths
353,2021-06-03,32481.0,Washcloths
354,2021-06-04,32481.0,Washcloths
355,2021-06-05,32560.0,Washcloths
356,2021-06-06,32560.0,Washcloths
357,2021-06-07,39842.0,Washcloths
358,2021-06-08,39842.0,Washcloths
359,2021-06-09,52123.0,Washcloths
360,2021-06-10,52123.0,Washcloths
361,2021-06-11,52123.0,Washcloths
362,2021-06-12,52123.0,Washcloths
363,2021-06-13,34691.0,Washcloths
364,2021-06-14,34691.0,Washcloths
365,2021-06-15,34691.0,Washcloths
366,2021-06-16,34691.0,Washcloths
367,2021-06-17,27896.0,Washcloths
368,2021-06-18,22110.0,Washcloths
369,2021-06-19,22110.0,Washcloths
370,2021-06-20,22110.0,Washcloths
371,2021-06-21,31588.0,Washcloths
372,2021-06-22,31588.0,Washcloths
373,2021-06-23,31588.0,Washcloths
374,2021-06-24,31588.0,Washcloths
375,2021-06-25,22963.0,Washcloths
376,2021-06-26,22963.0,Washcloths
377,2021-06-27,22963.0,Washcloths
378,2021-06-28,28801.0,Washcloths
379,2021-06-29,26042.0,Washcloths
380,2021-06-30,26042.0,Washcloths
381,2021-07-01,27954.0,Washcloths
382,2021-07-02,27954.0,Washcloths
383,2021-07-03,27954.0,Washcloths
384,2021-07-04,27954.0,Washcloths
385,2021-07-05,27954.0,Washcloths
386,2021-07-06,26633.0,Washcloths
387,2021-07-07,29438.0,Washcloths
388,2021-07-08,29438.0,Washcloths
389,2021-07-09,29438.0,Washcloths
390,2021-07-10,29438.0,Washcloths
391,2021-07-11,19525.0,Washcloths
