,date,value,name_B07G82ZQ54
663,2021-02-01,351316.0,Personal Fans
664,2021-02-02,524588.0,Personal Fans
665,2021-02-03,524588.0,Personal Fans
666,2021-02-04,506607.0,Personal Fans
667,2021-02-05,506607.0,Personal Fans
668,2021-02-06,506607.0,Personal Fans
669,2021-02-07,506607.0,Personal Fans
670,2021-02-08,506607.0,Personal Fans
671,2021-02-09,417244.0,Personal Fans
672,2021-02-10,417244.0,Personal Fans
673,2021-02-11,417244.0,Personal Fans
674,2021-02-12,528446.0,Personal Fans
675,2021-02-13,528446.0,Personal Fans
676,2021-02-14,528446.0,Personal Fans
677,2021-02-15,528446.0,Personal Fans
678,2021-02-16,528446.0,Personal Fans
679,2021-02-17,528446.0,Personal Fans
680,2021-02-18,383800.0,Personal Fans
681,2021-02-19,383800.0,Personal Fans
682,2021-02-20,383800.0,Personal Fans
683,2021-02-21,383800.0,Personal Fans
684,2021-02-22,383800.0,Personal Fans
685,2021-02-23,383800.0,Personal Fans
686,2021-02-24,383800.0,Personal Fans
687,2021-02-25,371867.0,Personal Fans
688,2021-02-26,371867.0,Personal Fans
689,2021-02-27,371867.0,Personal Fans
690,2021-02-28,371867.0,Personal Fans
691,2021-03-01,371867.0,Personal Fans
692,2021-03-02,377916.0,Personal Fans
693,2021-03-03,377916.0,Personal Fans
694,2021-03-04,377916.0,Personal Fans
695,2021-03-05,377916.0,Personal Fans
696,2021-03-06,330286.0,Personal Fans
697,2021-03-07,330286.0,Personal Fans
698,2021-03-08,238761.0,Personal Fans
699,2021-03-09,238761.0,Personal Fans
700,2021-03-10,238761.0,Personal Fans
701,2021-03-11,238761.0,Personal Fans
702,2021-03-12,209156.0,Personal Fans
703,2021-03-13,167146.0,Personal Fans
704,2021-03-14,167146.0,Personal Fans
705,2021-03-15,167146.0,Personal Fans
706,2021-03-16,167146.0,Personal Fans
707,2021-03-17,345287.0,Personal Fans
708,2021-03-18,345287.0,Personal Fans
709,2021-03-19,345287.0,Personal Fans
710,2021-03-20,345287.0,Personal Fans
711,2021-03-21,345287.0,Personal Fans
712,2021-03-22,345287.0,Personal Fans
713,2021-03-23,345287.0,Personal Fans
714,2021-03-24,345287.0,Personal Fans
715,2021-03-25,540251.0,Personal Fans
716,2021-03-26,158269.0,Personal Fans
717,2021-03-27,158269.0,Personal Fans
718,2021-03-28,158269.0,Personal Fans
719,2021-03-29,158269.0,Personal Fans
720,2021-03-30,80254.0,Personal Fans
721,2021-03-31,80254.0,Personal Fans
722,2021-04-01,109191.0,Personal Fans
723,2021-04-02,169696.0,Personal Fans
724,2021-04-03,169696.0,Personal Fans
725,2021-04-04,169696.0,Personal Fans
726,2021-04-05,169696.0,Personal Fans
727,2021-04-06,169696.0,Personal Fans
728,2021-04-07,169696.0,Personal Fans
729,2021-04-08,98112.0,Personal Fans
730,2021-04-09,98112.0,Personal Fans
731,2021-04-10,98112.0,Personal Fans
732,2021-04-11,110802.0,Personal Fans
733,2021-04-12,110802.0,Personal Fans
734,2021-04-13,110802.0,Personal Fans
735,2021-04-14,110802.0,Personal Fans
736,2021-04-15,83380.0,Personal Fans
737,2021-04-16,83380.0,Personal Fans
738,2021-04-17,83380.0,Personal Fans
739,2021-04-18,83380.0,Personal Fans
740,2021-04-19,83380.0,Personal Fans
741,2021-04-20,102426.0,Personal Fans
742,2021-04-21,102426.0,Personal Fans
743,2021-04-22,102426.0,Personal Fans
744,2021-04-23,103855.0,Personal Fans
745,2021-04-24,103855.0,Personal Fans
746,2021-04-25,103855.0,Personal Fans
747,2021-04-26,103855.0,Personal Fans
748,2021-04-27,103855.0,Personal Fans
749,2021-04-28,81771.0,Personal Fans
750,2021-04-29,104419.0,Personal Fans
751,2021-04-30,126025.0,Personal Fans
752,2021-05-01,126025.0,Personal Fans
753,2021-05-02,126025.0,Personal Fans
754,2021-05-03,126025.0,Personal Fans
755,2021-05-04,126025.0,Personal Fans
756,2021-05-05,109139.0,Personal Fans
757,2021-05-06,109139.0,Personal Fans
758,2021-05-07,109139.0,Personal Fans
759,2021-05-08,109139.0,Personal Fans
760,2021-05-09,71178.0,Personal Fans
761,2021-05-10,71178.0,Personal Fans
762,2021-05-11,71178.0,Personal Fans
763,2021-05-12,71178.0,Personal Fans
764,2021-05-13,71178.0,Personal Fans
765,2021-05-14,71178.0,Personal Fans
766,2021-05-15,71178.0,Personal Fans
767,2021-05-16,71178.0,Personal Fans
768,2021-05-17,71178.0,Personal Fans
769,2021-05-18,71178.0,Personal Fans
770,2021-05-19,97363.0,Personal Fans
771,2021-05-20,102265.0,Personal Fans
772,2021-05-21,102265.0,Personal Fans
773,2021-05-22,102265.0,Personal Fans
774,2021-05-23,102265.0,Personal Fans
775,2021-05-24,102265.0,Personal Fans
776,2021-05-25,107808.0,Personal Fans
777,2021-05-26,110304.0,Personal Fans
778,2021-05-27,110304.0,Personal Fans
779,2021-05-28,110304.0,Personal Fans
780,2021-05-29,97795.0,Personal Fans
781,2021-05-30,97795.0,Personal Fans
782,2021-05-31,70717.0,Personal Fans
783,2021-06-01,70717.0,Personal Fans
784,2021-06-02,111418.0,Personal Fans
785,2021-06-03,111418.0,Personal Fans
786,2021-06-04,57077.0,Personal Fans
787,2021-06-05,57077.0,Personal Fans
788,2021-06-06,57077.0,Personal Fans
789,2021-06-07,57077.0,Personal Fans
790,2021-06-08,57077.0,Personal Fans
791,2021-06-09,58947.0,Personal Fans
792,2021-06-10,46210.0,Personal Fans
793,2021-06-11,46210.0,Personal Fans
794,2021-06-12,46210.0,Personal Fans
795,2021-06-13,11205.0,Personal Fans
796,2021-06-14,11205.0,Personal Fans
797,2021-06-15,11205.0,Personal Fans
798,2021-06-16,11205.0,Personal Fans
799,2021-06-17,21765.0,Personal Fans
800,2021-06-18,17191.0,Personal Fans
801,2021-06-19,17191.0,Personal Fans
802,2021-06-20,17191.0,Personal Fans
803,2021-06-21,24244.0,Personal Fans
804,2021-06-22,24244.0,Personal Fans
805,2021-06-23,24244.0,Personal Fans
806,2021-06-24,24244.0,Personal Fans
807,2021-06-25,27570.0,Personal Fans
808,2021-06-26,27570.0,Personal Fans
809,2021-06-27,27570.0,Personal Fans
810,2021-06-28,22203.0,Personal Fans
811,2021-06-29,24708.0,Personal Fans
812,2021-06-30,21146.0,Personal Fans
813,2021-07-01,21146.0,Personal Fans
814,2021-07-02,21146.0,Personal Fans
815,2021-07-03,27221.0,Personal Fans
816,2021-07-04,42043.0,Personal Fans
817,2021-07-05,42043.0,Personal Fans
818,2021-07-06,42043.0,Personal Fans
819,2021-07-07,44681.0,Personal Fans
820,2021-07-08,44681.0,Personal Fans
821,2021-07-09,48689.0,Personal Fans
822,2021-07-10,52429.0,Personal Fans
