,date,value,name_B0829JKYLL
516,2021-05-08,12635.0,Wall & Tabletop Frames
517,2021-05-09,12635.0,Wall & Tabletop Frames
518,2021-05-10,14442.0,Wall & Tabletop Frames
519,2021-05-11,14442.0,Wall & Tabletop Frames
520,2021-05-12,15442.0,Wall & Tabletop Frames
521,2021-05-13,15442.0,Wall & Tabletop Frames
522,2021-05-14,15442.0,Wall & Tabletop Frames
523,2021-05-15,15442.0,Wall & Tabletop Frames
524,2021-05-16,14545.0,Wall & Tabletop Frames
525,2021-05-17,14545.0,Wall & Tabletop Frames
526,2021-05-18,13054.0,Wall & Tabletop Frames
527,2021-05-19,13054.0,Wall & Tabletop Frames
528,2021-05-20,12045.0,Wall & Tabletop Frames
529,2021-05-21,12045.0,Wall & Tabletop Frames
530,2021-05-22,12045.0,Wall & Tabletop Frames
531,2021-05-23,12045.0,Wall & Tabletop Frames
532,2021-05-24,15010.0,Wall & Tabletop Frames
533,2021-05-25,15010.0,Wall & Tabletop Frames
534,2021-05-26,18198.0,Wall & Tabletop Frames
535,2021-05-27,18198.0,Wall & Tabletop Frames
536,2021-05-28,18198.0,Wall & Tabletop Frames
537,2021-05-29,18198.0,Wall & Tabletop Frames
538,2021-05-30,13318.0,Wall & Tabletop Frames
539,2021-05-31,13318.0,Wall & Tabletop Frames
540,2021-06-01,10761.0,Wall & Tabletop Frames
541,2021-06-02,9140.0,Wall & Tabletop Frames
542,2021-06-03,9140.0,Wall & Tabletop Frames
543,2021-06-04,9422.0,Wall & Tabletop Frames
544,2021-06-05,9733.0,Wall & Tabletop Frames
545,2021-06-06,9733.0,Wall & Tabletop Frames
546,2021-06-07,10936.0,Wall & Tabletop Frames
547,2021-06-08,14544.0,Wall & Tabletop Frames
548,2021-06-09,14544.0,Wall & Tabletop Frames
549,2021-06-10,14544.0,Wall & Tabletop Frames
550,2021-06-11,32142.0,Wall & Tabletop Frames
551,2021-06-12,32142.0,Wall & Tabletop Frames
552,2021-06-13,28934.0,Wall & Tabletop Frames
553,2021-06-14,28934.0,Wall & Tabletop Frames
554,2021-06-15,28934.0,Wall & Tabletop Frames
555,2021-06-16,33569.0,Wall & Tabletop Frames
556,2021-06-17,33569.0,Wall & Tabletop Frames
557,2021-06-18,33569.0,Wall & Tabletop Frames
558,2021-06-19,33569.0,Wall & Tabletop Frames
559,2021-06-20,22857.0,Wall & Tabletop Frames
560,2021-06-21,18626.0,Wall & Tabletop Frames
561,2021-06-22,29344.0,Wall & Tabletop Frames
562,2021-06-23,29344.0,Wall & Tabletop Frames
563,2021-06-24,29344.0,Wall & Tabletop Frames
564,2021-06-25,29344.0,Wall & Tabletop Frames
565,2021-06-26,29344.0,Wall & Tabletop Frames
566,2021-06-27,14705.0,Wall & Tabletop Frames
567,2021-06-28,14262.0,Wall & Tabletop Frames
568,2021-06-29,14262.0,Wall & Tabletop Frames
569,2021-06-30,13546.0,Wall & Tabletop Frames
570,2021-07-01,14686.0,Wall & Tabletop Frames
571,2021-07-02,14686.0,Wall & Tabletop Frames
572,2021-07-03,14686.0,Wall & Tabletop Frames
573,2021-07-04,14686.0,Wall & Tabletop Frames
574,2021-07-05,16514.0,Wall & Tabletop Frames
575,2021-07-06,16514.0,Wall & Tabletop Frames
576,2021-07-07,16514.0,Wall & Tabletop Frames
577,2021-07-08,18382.0,Wall & Tabletop Frames
578,2021-07-09,16396.0,Wall & Tabletop Frames
579,2021-07-10,16396.0,Wall & Tabletop Frames
580,2021-07-11,16316.0,Wall & Tabletop Frames
