,date,value,name_B0747P8X6B
129,2020-10-09,44150.0,Earplugs
130,2020-10-10,70669.0,Earplugs
131,2020-10-11,36188.0,Earplugs
132,2020-10-12,43080.0,Earplugs
133,2020-10-13,51095.0,Earplugs
134,2020-10-14,33321.0,Earplugs
135,2020-10-15,30549.0,Earplugs
136,2020-10-16,39432.0,Earplugs
137,2020-10-17,39432.0,Earplugs
138,2020-10-18,37492.0,Earplugs
139,2020-10-19,37492.0,Earplugs
140,2020-10-20,43223.0,Earplugs
141,2020-10-21,45035.0,Earplugs
142,2020-10-22,45035.0,Earplugs
143,2020-10-23,45035.0,Earplugs
144,2020-10-24,45035.0,Earplugs
145,2020-10-25,45035.0,Earplugs
146,2020-10-26,45035.0,Earplugs
147,2020-10-27,34948.0,Earplugs
148,2020-10-28,34948.0,Earplugs
149,2020-10-29,45974.0,Earplugs
150,2020-10-30,45974.0,Earplugs
151,2020-10-31,45974.0,Earplugs
152,2020-11-01,45974.0,Earplugs
153,2020-11-02,33602.0,Earplugs
154,2020-11-03,33602.0,Earplugs
155,2020-11-04,42818.0,Earplugs
156,2020-11-05,42818.0,Earplugs
157,2020-11-06,42818.0,Earplugs
158,2020-11-07,43382.0,Earplugs
159,2020-11-08,43382.0,Earplugs
160,2020-11-09,37030.0,Earplugs
161,2020-11-10,37030.0,Earplugs
162,2020-11-11,37030.0,Earplugs
163,2020-11-12,37030.0,Earplugs
164,2020-11-13,48807.0,Earplugs
165,2020-11-14,48807.0,Earplugs
166,2020-11-15,47867.0,Earplugs
167,2020-11-16,47867.0,Earplugs
168,2020-11-17,47867.0,Earplugs
169,2020-11-18,47170.0,Earplugs
170,2020-11-19,47170.0,Earplugs
171,2020-11-20,47170.0,Earplugs
172,2020-11-21,47170.0,Earplugs
173,2020-11-22,29811.0,Earplugs
174,2020-11-23,29811.0,Earplugs
175,2020-11-24,29811.0,Earplugs
176,2020-11-25,33598.0,Earplugs
177,2020-11-26,33598.0,Earplugs
178,2020-11-27,33598.0,Earplugs
179,2020-11-28,33598.0,Earplugs
180,2020-11-29,25168.0,Earplugs
181,2020-11-30,32918.0,Earplugs
182,2020-12-01,32918.0,Earplugs
183,2020-12-02,48540.0,Earplugs
184,2020-12-03,48540.0,Earplugs
185,2020-12-04,48540.0,Earplugs
186,2020-12-05,48540.0,Earplugs
187,2020-12-06,31132.0,Earplugs
188,2020-12-07,35995.0,Earplugs
189,2020-12-08,35995.0,Earplugs
190,2020-12-09,35995.0,Earplugs
191,2020-12-10,38452.0,Earplugs
192,2020-12-11,38452.0,Earplugs
193,2020-12-12,42050.0,Earplugs
194,2020-12-13,42050.0,Earplugs
195,2020-12-14,42050.0,Earplugs
196,2020-12-15,42050.0,Earplugs
197,2020-12-16,42050.0,Earplugs
198,2020-12-17,38769.0,Earplugs
199,2020-12-18,38769.0,Earplugs
200,2020-12-19,38769.0,Earplugs
201,2020-12-20,47185.0,Earplugs
202,2020-12-21,47185.0,Earplugs
203,2020-12-22,39383.0,Earplugs
204,2020-12-23,39383.0,Earplugs
205,2020-12-24,39383.0,Earplugs
206,2020-12-25,39383.0,Earplugs
207,2020-12-26,39383.0,Earplugs
208,2020-12-27,39383.0,Earplugs
209,2020-12-28,43747.0,Earplugs
210,2020-12-29,37846.0,Earplugs
211,2020-12-30,37846.0,Earplugs
212,2020-12-31,37846.0,Earplugs
213,2021-01-01,61308.0,Earplugs
214,2021-01-02,61308.0,Earplugs
215,2021-01-03,61308.0,Earplugs
216,2021-01-04,36625.0,Earplugs
217,2021-01-05,40941.0,Earplugs
218,2021-01-06,40941.0,Earplugs
219,2021-01-07,58145.0,Earplugs
220,2021-01-08,58145.0,Earplugs
221,2021-01-09,58145.0,Earplugs
222,2021-01-10,58145.0,Earplugs
223,2021-01-11,50984.0,Earplugs
224,2021-01-12,50984.0,Earplugs
225,2021-01-13,50984.0,Earplugs
226,2021-01-14,50984.0,Earplugs
227,2021-01-15,50984.0,Earplugs
228,2021-01-16,50984.0,Earplugs
229,2021-01-17,50984.0,Earplugs
230,2021-01-18,44555.0,Earplugs
231,2021-01-19,44555.0,Earplugs
232,2021-01-20,44555.0,Earplugs
233,2021-01-21,54535.0,Earplugs
234,2021-01-22,54535.0,Earplugs
235,2021-01-23,73271.0,Earplugs
236,2021-01-24,73271.0,Earplugs
237,2021-01-25,73271.0,Earplugs
238,2021-01-26,73271.0,Earplugs
239,2021-01-27,73271.0,Earplugs
240,2021-01-28,63607.0,Earplugs
241,2021-01-29,63607.0,Earplugs
242,2021-01-30,63607.0,Earplugs
243,2021-01-31,63607.0,Earplugs
244,2021-02-01,38909.0,Earplugs
245,2021-02-02,38909.0,Earplugs
246,2021-02-03,38909.0,Earplugs
247,2021-02-04,38909.0,Earplugs
248,2021-02-05,38909.0,Earplugs
249,2021-02-06,56928.0,Earplugs
250,2021-02-07,56928.0,Earplugs
251,2021-02-08,56928.0,Earplugs
252,2021-02-09,56928.0,Earplugs
253,2021-02-10,56928.0,Earplugs
254,2021-02-11,56928.0,Earplugs
255,2021-02-12,49556.0,Earplugs
256,2021-02-13,49556.0,Earplugs
257,2021-02-14,49556.0,Earplugs
258,2021-02-15,37487.0,Earplugs
259,2021-02-16,37487.0,Earplugs
260,2021-02-17,37487.0,Earplugs
261,2021-02-18,41992.0,Earplugs
262,2021-02-19,46712.0,Earplugs
263,2021-02-20,46712.0,Earplugs
264,2021-02-21,42858.0,Earplugs
265,2021-02-22,39114.0,Earplugs
266,2021-02-23,39114.0,Earplugs
267,2021-02-24,47339.0,Earplugs
268,2021-02-25,47339.0,Earplugs
269,2021-02-26,47339.0,Earplugs
270,2021-02-27,47339.0,Earplugs
271,2021-02-28,47339.0,Earplugs
272,2021-03-01,48805.0,Earplugs
273,2021-03-02,48805.0,Earplugs
274,2021-03-03,48805.0,Earplugs
275,2021-03-04,48878.0,Earplugs
276,2021-03-05,48878.0,Earplugs
277,2021-03-06,48878.0,Earplugs
278,2021-03-07,48878.0,Earplugs
279,2021-03-08,48878.0,Earplugs
280,2021-03-09,23510.0,Earplugs
281,2021-03-10,23510.0,Earplugs
282,2021-03-11,29653.0,Earplugs
283,2021-03-12,29653.0,Earplugs
284,2021-03-13,29653.0,Earplugs
285,2021-03-14,29653.0,Earplugs
286,2021-03-15,35394.0,Earplugs
287,2021-03-16,35394.0,Earplugs
288,2021-03-17,35394.0,Earplugs
289,2021-03-18,31876.0,Earplugs
290,2021-03-19,31876.0,Earplugs
291,2021-03-20,31876.0,Earplugs
292,2021-03-21,33023.0,Earplugs
293,2021-03-22,28930.0,Earplugs
294,2021-03-23,28738.0,Earplugs
295,2021-03-24,28738.0,Earplugs
296,2021-03-25,28738.0,Earplugs
297,2021-03-26,28738.0,Earplugs
298,2021-03-27,28738.0,Earplugs
299,2021-03-28,27372.0,Earplugs
300,2021-03-29,27372.0,Earplugs
301,2021-03-30,26971.0,Earplugs
302,2021-03-31,26971.0,Earplugs
303,2021-04-01,26971.0,Earplugs
304,2021-04-02,24604.0,Earplugs
305,2021-04-03,24604.0,Earplugs
306,2021-04-04,24604.0,Earplugs
307,2021-04-05,24604.0,Earplugs
308,2021-04-06,23975.0,Earplugs
309,2021-04-07,23975.0,Earplugs
310,2021-04-08,23975.0,Earplugs
311,2021-04-09,22641.0,Earplugs
312,2021-04-10,22641.0,Earplugs
313,2021-04-11,22641.0,Earplugs
314,2021-04-12,20746.0,Earplugs
315,2021-04-13,20746.0,Earplugs
316,2021-04-14,20746.0,Earplugs
317,2021-04-15,24264.0,Earplugs
318,2021-04-16,24264.0,Earplugs
319,2021-04-17,24264.0,Earplugs
320,2021-04-18,24264.0,Earplugs
321,2021-04-19,19731.0,Earplugs
322,2021-04-20,19731.0,Earplugs
323,2021-04-21,26286.0,Earplugs
324,2021-04-22,26286.0,Earplugs
325,2021-04-23,18141.0,Earplugs
326,2021-04-24,18141.0,Earplugs
327,2021-04-25,18141.0,Earplugs
328,2021-04-26,18141.0,Earplugs
329,2021-04-27,16338.0,Earplugs
330,2021-04-28,18218.0,Earplugs
331,2021-04-29,18218.0,Earplugs
332,2021-04-30,22586.0,Earplugs
333,2021-05-01,22586.0,Earplugs
334,2021-05-02,22586.0,Earplugs
335,2021-05-03,17241.0,Earplugs
336,2021-05-04,17241.0,Earplugs
337,2021-05-05,17241.0,Earplugs
338,2021-05-06,17241.0,Earplugs
339,2021-05-07,62484.0,Earplugs
340,2021-05-08,20143.0,Earplugs
341,2021-05-09,20143.0,Earplugs
342,2021-05-10,20143.0,Earplugs
343,2021-05-11,17277.0,Earplugs
344,2021-05-12,17277.0,Earplugs
345,2021-05-13,17277.0,Earplugs
346,2021-05-14,17277.0,Earplugs
347,2021-05-15,15470.0,Earplugs
348,2021-05-16,18168.0,Earplugs
349,2021-05-17,18168.0,Earplugs
350,2021-05-18,18168.0,Earplugs
351,2021-05-19,17643.0,Earplugs
352,2021-05-20,14465.0,Earplugs
353,2021-05-21,14608.0,Earplugs
354,2021-05-22,14608.0,Earplugs
355,2021-05-23,14608.0,Earplugs
356,2021-05-24,13483.0,Earplugs
357,2021-05-25,13483.0,Earplugs
358,2021-05-26,14863.0,Earplugs
359,2021-05-27,14863.0,Earplugs
360,2021-05-28,14863.0,Earplugs
361,2021-05-29,16747.0,Earplugs
362,2021-05-30,16747.0,Earplugs
363,2021-05-31,16244.0,Earplugs
364,2021-06-01,14340.0,Earplugs
365,2021-06-02,14340.0,Earplugs
366,2021-06-03,17770.0,Earplugs
367,2021-06-04,14412.0,Earplugs
368,2021-06-05,14412.0,Earplugs
369,2021-06-06,14412.0,Earplugs
370,2021-06-07,13221.0,Earplugs
371,2021-06-08,12891.0,Earplugs
372,2021-06-09,12891.0,Earplugs
373,2021-06-10,13189.0,Earplugs
374,2021-06-11,13189.0,Earplugs
375,2021-06-12,13189.0,Earplugs
376,2021-06-13,14945.0,Earplugs
377,2021-06-14,14223.0,Earplugs
378,2021-06-15,14223.0,Earplugs
379,2021-06-16,14223.0,Earplugs
380,2021-06-17,15211.0,Earplugs
381,2021-06-18,15575.0,Earplugs
382,2021-06-19,15575.0,Earplugs
383,2021-06-20,15575.0,Earplugs
384,2021-06-21,11695.0,Earplugs
385,2021-06-22,11070.0,Earplugs
386,2021-06-23,11070.0,Earplugs
387,2021-06-24,11070.0,Earplugs
388,2021-06-25,15983.0,Earplugs
389,2021-06-26,15983.0,Earplugs
390,2021-06-27,15983.0,Earplugs
391,2021-06-28,16582.0,Earplugs
392,2021-06-29,17644.0,Earplugs
393,2021-06-30,17662.0,Earplugs
394,2021-07-01,17662.0,Earplugs
395,2021-07-02,14192.0,Earplugs
396,2021-07-03,20600.0,Earplugs
397,2021-07-04,20600.0,Earplugs
398,2021-07-05,20600.0,Earplugs
399,2021-07-06,14032.0,Earplugs
400,2021-07-07,14032.0,Earplugs
401,2021-07-08,14032.0,Earplugs
402,2021-07-09,19956.0,Earplugs
403,2021-07-10,19956.0,Earplugs
404,2021-07-11,15982.0,Earplugs
