,date,value,name_B083BSPMJB
265,2020-09-27,12076.0,Pants Hangers
266,2020-09-28,12076.0,Pants Hangers
267,2020-09-29,12076.0,Pants Hangers
268,2020-09-30,12076.0,Pants Hangers
269,2020-10-01,12076.0,Pants Hangers
270,2020-10-02,12076.0,Pants Hangers
271,2020-10-03,12076.0,Pants Hangers
272,2020-10-04,12076.0,Pants Hangers
273,2020-10-05,12076.0,Pants Hangers
274,2020-10-06,12076.0,Pants Hangers
275,2020-10-07,12076.0,Pants Hangers
276,2020-10-08,12076.0,Pants Hangers
277,2020-10-09,12076.0,Pants Hangers
278,2020-10-10,12076.0,Pants Hangers
279,2020-10-11,12076.0,Pants Hangers
280,2020-10-12,12076.0,Pants Hangers
281,2020-10-13,42697.0,Pants Hangers
282,2020-10-14,34755.0,Pants Hangers
283,2020-10-15,33230.0,Pants Hangers
284,2020-10-16,33230.0,Pants Hangers
285,2020-10-17,33230.0,Pants Hangers
286,2020-10-18,33230.0,Pants Hangers
287,2020-10-19,32193.0,Pants Hangers
288,2020-10-20,32193.0,Pants Hangers
289,2020-10-21,32193.0,Pants Hangers
290,2020-10-22,37766.0,Pants Hangers
291,2020-10-23,37766.0,Pants Hangers
292,2020-10-24,37766.0,Pants Hangers
293,2020-10-25,17828.0,Pants Hangers
294,2020-10-26,17828.0,Pants Hangers
295,2020-10-27,19922.0,Pants Hangers
296,2020-10-28,16190.0,Pants Hangers
297,2020-10-29,24353.0,Pants Hangers
298,2020-10-30,24353.0,Pants Hangers
299,2020-10-31,24353.0,Pants Hangers
300,2020-11-01,17728.0,Pants Hangers
301,2020-11-02,13981.0,Pants Hangers
302,2020-11-03,16613.0,Pants Hangers
303,2020-11-04,16613.0,Pants Hangers
304,2020-11-05,22116.0,Pants Hangers
305,2020-11-06,22116.0,Pants Hangers
306,2020-11-07,22116.0,Pants Hangers
307,2020-11-08,22116.0,Pants Hangers
308,2020-11-09,22116.0,Pants Hangers
309,2020-11-10,20248.0,Pants Hangers
310,2020-11-11,20710.0,Pants Hangers
311,2020-11-12,20710.0,Pants Hangers
312,2020-11-13,22094.0,Pants Hangers
313,2020-11-14,22094.0,Pants Hangers
314,2020-11-15,22094.0,Pants Hangers
315,2020-11-16,22094.0,Pants Hangers
316,2020-11-17,22094.0,Pants Hangers
317,2020-11-18,29557.0,Pants Hangers
318,2020-11-19,44570.0,Pants Hangers
319,2020-11-20,44570.0,Pants Hangers
320,2020-11-21,44570.0,Pants Hangers
321,2020-11-22,44570.0,Pants Hangers
322,2020-11-23,33894.0,Pants Hangers
323,2020-11-24,33894.0,Pants Hangers
324,2020-11-25,26615.0,Pants Hangers
325,2020-11-26,25536.0,Pants Hangers
326,2020-11-27,25536.0,Pants Hangers
327,2020-11-28,31925.0,Pants Hangers
328,2020-11-29,31925.0,Pants Hangers
329,2020-11-30,31925.0,Pants Hangers
330,2020-12-01,30103.0,Pants Hangers
331,2020-12-02,30560.0,Pants Hangers
332,2020-12-03,35047.0,Pants Hangers
333,2020-12-04,31231.0,Pants Hangers
334,2020-12-05,42800.0,Pants Hangers
335,2020-12-06,42324.0,Pants Hangers
336,2020-12-07,38071.0,Pants Hangers
337,2020-12-08,35494.0,Pants Hangers
338,2020-12-09,51447.0,Pants Hangers
339,2020-12-10,55367.0,Pants Hangers
340,2020-12-11,44503.0,Pants Hangers
341,2020-12-12,57770.0,Pants Hangers
342,2020-12-13,69417.0,Pants Hangers
343,2020-12-14,52224.0,Pants Hangers
344,2020-12-15,52224.0,Pants Hangers
345,2020-12-16,52224.0,Pants Hangers
346,2020-12-17,64753.0,Pants Hangers
347,2020-12-18,42043.0,Pants Hangers
348,2020-12-19,42043.0,Pants Hangers
349,2020-12-20,48162.0,Pants Hangers
350,2020-12-21,53729.0,Pants Hangers
351,2020-12-22,50347.0,Pants Hangers
352,2020-12-23,37556.0,Pants Hangers
353,2020-12-24,40191.0,Pants Hangers
354,2020-12-25,40191.0,Pants Hangers
355,2020-12-26,40191.0,Pants Hangers
356,2020-12-27,40191.0,Pants Hangers
357,2020-12-28,40191.0,Pants Hangers
358,2020-12-29,40191.0,Pants Hangers
359,2020-12-30,20292.0,Pants Hangers
360,2020-12-31,20292.0,Pants Hangers
361,2021-01-01,26711.0,Pants Hangers
362,2021-01-02,26711.0,Pants Hangers
363,2021-01-03,26711.0,Pants Hangers
364,2021-01-04,21319.0,Pants Hangers
365,2021-01-05,21319.0,Pants Hangers
366,2021-01-06,21319.0,Pants Hangers
367,2021-01-07,21319.0,Pants Hangers
368,2021-01-08,23059.0,Pants Hangers
369,2021-01-09,23059.0,Pants Hangers
370,2021-01-10,23059.0,Pants Hangers
371,2021-01-11,16878.0,Pants Hangers
372,2021-01-12,16784.0,Pants Hangers
373,2021-01-13,13755.0,Pants Hangers
374,2021-01-14,13755.0,Pants Hangers
375,2021-01-15,16432.0,Pants Hangers
376,2021-01-16,16432.0,Pants Hangers
377,2021-01-17,16432.0,Pants Hangers
378,2021-01-18,18797.0,Pants Hangers
379,2021-01-19,18797.0,Pants Hangers
380,2021-01-20,18797.0,Pants Hangers
381,2021-01-21,18797.0,Pants Hangers
382,2021-01-22,18797.0,Pants Hangers
383,2021-01-23,18797.0,Pants Hangers
384,2021-01-24,18797.0,Pants Hangers
385,2021-01-25,16908.0,Pants Hangers
386,2021-01-26,17829.0,Pants Hangers
387,2021-01-27,20558.0,Pants Hangers
388,2021-01-28,20558.0,Pants Hangers
389,2021-01-29,14417.0,Pants Hangers
390,2021-01-30,14417.0,Pants Hangers
391,2021-01-31,16674.0,Pants Hangers
392,2021-02-01,15609.0,Pants Hangers
393,2021-02-02,15609.0,Pants Hangers
394,2021-02-03,15609.0,Pants Hangers
395,2021-02-04,15609.0,Pants Hangers
396,2021-02-05,19850.0,Pants Hangers
397,2021-02-06,19850.0,Pants Hangers
398,2021-02-07,19850.0,Pants Hangers
399,2021-02-08,17285.0,Pants Hangers
400,2021-02-09,17285.0,Pants Hangers
401,2021-02-10,17285.0,Pants Hangers
402,2021-02-11,17285.0,Pants Hangers
403,2021-02-12,20188.0,Pants Hangers
404,2021-02-13,20188.0,Pants Hangers
405,2021-02-14,20188.0,Pants Hangers
406,2021-02-15,20188.0,Pants Hangers
407,2021-02-16,21549.0,Pants Hangers
408,2021-02-17,21549.0,Pants Hangers
409,2021-02-18,21549.0,Pants Hangers
410,2021-02-19,21549.0,Pants Hangers
411,2021-02-20,21549.0,Pants Hangers
412,2021-02-21,21549.0,Pants Hangers
413,2021-02-22,14165.0,Pants Hangers
414,2021-02-23,14165.0,Pants Hangers
415,2021-02-24,11544.0,Pants Hangers
416,2021-02-25,15053.0,Pants Hangers
417,2021-02-26,15053.0,Pants Hangers
418,2021-02-27,15053.0,Pants Hangers
419,2021-02-28,10721.0,Pants Hangers
420,2021-03-01,10511.0,Pants Hangers
421,2021-03-02,10511.0,Pants Hangers
422,2021-03-03,12258.0,Pants Hangers
423,2021-03-04,12258.0,Pants Hangers
424,2021-03-05,9167.0,Pants Hangers
425,2021-03-06,9167.0,Pants Hangers
426,2021-03-07,12695.0,Pants Hangers
427,2021-03-08,12695.0,Pants Hangers
428,2021-03-09,12695.0,Pants Hangers
429,2021-03-10,13156.0,Pants Hangers
430,2021-03-11,16141.0,Pants Hangers
431,2021-03-12,14552.0,Pants Hangers
432,2021-03-13,14552.0,Pants Hangers
433,2021-03-14,14552.0,Pants Hangers
434,2021-03-15,14552.0,Pants Hangers
435,2021-03-16,14552.0,Pants Hangers
436,2021-03-17,10907.0,Pants Hangers
437,2021-03-18,9121.0,Pants Hangers
438,2021-03-19,9121.0,Pants Hangers
439,2021-03-20,9121.0,Pants Hangers
440,2021-03-21,9121.0,Pants Hangers
441,2021-03-22,10118.0,Pants Hangers
442,2021-03-23,10325.0,Pants Hangers
443,2021-03-24,11168.0,Pants Hangers
444,2021-03-25,11168.0,Pants Hangers
445,2021-03-26,10618.0,Pants Hangers
446,2021-03-27,10618.0,Pants Hangers
447,2021-03-28,13721.0,Pants Hangers
448,2021-03-29,10596.0,Pants Hangers
449,2021-03-30,10596.0,Pants Hangers
450,2021-03-31,10596.0,Pants Hangers
451,2021-04-01,8827.0,Pants Hangers
452,2021-04-02,8827.0,Pants Hangers
453,2021-04-03,9609.0,Pants Hangers
454,2021-04-04,10380.0,Pants Hangers
455,2021-04-05,14276.0,Pants Hangers
456,2021-04-06,14276.0,Pants Hangers
457,2021-04-07,8576.0,Pants Hangers
458,2021-04-08,8576.0,Pants Hangers
459,2021-04-09,8576.0,Pants Hangers
460,2021-04-10,11780.0,Pants Hangers
461,2021-04-11,11780.0,Pants Hangers
462,2021-04-12,17491.0,Pants Hangers
463,2021-04-13,17491.0,Pants Hangers
464,2021-04-14,20142.0,Pants Hangers
465,2021-04-15,20142.0,Pants Hangers
466,2021-04-16,20142.0,Pants Hangers
467,2021-04-17,20142.0,Pants Hangers
468,2021-04-18,20142.0,Pants Hangers
469,2021-04-19,20142.0,Pants Hangers
470,2021-04-20,12469.0,Pants Hangers
471,2021-04-21,12469.0,Pants Hangers
472,2021-04-22,12469.0,Pants Hangers
473,2021-04-23,12469.0,Pants Hangers
474,2021-04-24,12469.0,Pants Hangers
475,2021-04-25,12469.0,Pants Hangers
476,2021-04-26,17438.0,Pants Hangers
477,2021-04-27,17438.0,Pants Hangers
478,2021-04-28,17438.0,Pants Hangers
479,2021-04-29,26828.0,Pants Hangers
480,2021-04-30,26828.0,Pants Hangers
481,2021-05-01,26445.0,Pants Hangers
482,2021-05-02,26445.0,Pants Hangers
483,2021-05-03,28381.0,Pants Hangers
484,2021-05-04,28381.0,Pants Hangers
485,2021-05-05,28381.0,Pants Hangers
486,2021-05-06,28381.0,Pants Hangers
487,2021-05-07,28381.0,Pants Hangers
488,2021-05-08,28229.0,Pants Hangers
489,2021-05-09,28229.0,Pants Hangers
490,2021-05-10,28229.0,Pants Hangers
491,2021-05-11,28229.0,Pants Hangers
492,2021-05-12,26622.0,Pants Hangers
493,2021-05-13,26622.0,Pants Hangers
494,2021-05-14,34033.0,Pants Hangers
495,2021-05-15,34033.0,Pants Hangers
496,2021-05-16,34033.0,Pants Hangers
497,2021-05-17,34033.0,Pants Hangers
498,2021-05-18,34033.0,Pants Hangers
499,2021-05-19,30370.0,Pants Hangers
500,2021-05-20,23694.0,Pants Hangers
501,2021-05-21,23694.0,Pants Hangers
502,2021-05-22,24103.0,Pants Hangers
503,2021-05-23,29932.0,Pants Hangers
504,2021-05-24,23574.0,Pants Hangers
505,2021-05-25,21213.0,Pants Hangers
506,2021-05-26,21213.0,Pants Hangers
507,2021-05-27,23841.0,Pants Hangers
508,2021-05-28,23841.0,Pants Hangers
509,2021-05-29,23841.0,Pants Hangers
510,2021-05-30,23841.0,Pants Hangers
511,2021-05-31,18048.0,Pants Hangers
512,2021-06-01,17734.0,Pants Hangers
513,2021-06-02,17734.0,Pants Hangers
514,2021-06-03,25248.0,Pants Hangers
515,2021-06-04,25248.0,Pants Hangers
516,2021-06-05,25248.0,Pants Hangers
517,2021-06-06,25248.0,Pants Hangers
518,2021-06-07,23609.0,Pants Hangers
519,2021-06-08,23609.0,Pants Hangers
520,2021-06-09,23609.0,Pants Hangers
521,2021-06-10,23609.0,Pants Hangers
522,2021-06-11,23609.0,Pants Hangers
523,2021-06-12,23609.0,Pants Hangers
524,2021-06-13,22630.0,Pants Hangers
525,2021-06-14,22630.0,Pants Hangers
526,2021-06-15,22630.0,Pants Hangers
527,2021-06-16,24251.0,Pants Hangers
528,2021-06-17,24251.0,Pants Hangers
529,2021-06-18,24251.0,Pants Hangers
530,2021-06-19,24251.0,Pants Hangers
531,2021-06-20,24251.0,Pants Hangers
532,2021-06-21,34433.0,Pants Hangers
533,2021-06-22,34433.0,Pants Hangers
534,2021-06-23,49116.0,Pants Hangers
535,2021-06-24,49116.0,Pants Hangers
536,2021-06-25,49116.0,Pants Hangers
537,2021-06-26,49116.0,Pants Hangers
538,2021-06-27,49116.0,Pants Hangers
539,2021-06-28,49116.0,Pants Hangers
540,2021-06-29,49116.0,Pants Hangers
541,2021-06-30,30288.0,Pants Hangers
542,2021-07-01,30288.0,Pants Hangers
543,2021-07-02,30288.0,Pants Hangers
544,2021-07-03,30288.0,Pants Hangers
545,2021-07-04,30288.0,Pants Hangers
546,2021-07-05,37482.0,Pants Hangers
547,2021-07-06,37482.0,Pants Hangers
548,2021-07-07,37482.0,Pants Hangers
549,2021-07-08,37482.0,Pants Hangers
550,2021-07-09,33557.0,Pants Hangers
551,2021-07-10,33557.0,Pants Hangers
552,2021-07-11,33958.0,Pants Hangers
