,date,value,name_B083BSPMJB
0,2020-01-06,49836.0,Pants Hangers
1,2020-01-07,70265.0,Pants Hangers
2,2020-01-08,63549.0,Pants Hangers
3,2020-01-09,63549.0,Pants Hangers
4,2020-01-10,63549.0,Pants Hangers
5,2020-01-11,76055.0,Pants Hangers
6,2020-01-12,76055.0,Pants Hangers
7,2020-01-13,76055.0,Pants Hangers
8,2020-01-14,45032.0,Pants Hangers
9,2020-01-15,45032.0,Pants Hangers
10,2020-01-16,45032.0,Pants Hangers
11,2020-01-17,50529.0,Pants Hangers
12,2020-01-18,50529.0,Pants Hangers
13,2020-01-19,60904.0,Pants Hangers
14,2020-01-20,60904.0,Pants Hangers
15,2020-01-21,60904.0,Pants Hangers
16,2020-01-22,60904.0,Pants Hangers
17,2020-01-23,60904.0,Pants Hangers
18,2020-01-24,62224.0,Pants Hangers
19,2020-01-25,94234.0,Pants Hangers
20,2020-01-26,94234.0,Pants Hangers
21,2020-01-27,94234.0,Pants Hangers
22,2020-01-28,94234.0,Pants Hangers
23,2020-01-29,48438.0,Pants Hangers
24,2020-01-30,48438.0,Pants Hangers
25,2020-01-31,48438.0,Pants Hangers
26,2020-02-01,85155.0,Pants Hangers
27,2020-02-02,85155.0,Pants Hangers
28,2020-02-03,85155.0,Pants Hangers
29,2020-02-04,60364.0,Pants Hangers
30,2020-02-05,70448.0,Pants Hangers
31,2020-02-06,70448.0,Pants Hangers
32,2020-02-07,70448.0,Pants Hangers
33,2020-02-08,70448.0,Pants Hangers
34,2020-02-09,70448.0,Pants Hangers
35,2020-02-10,70448.0,Pants Hangers
36,2020-02-11,75835.0,Pants Hangers
37,2020-02-12,75835.0,Pants Hangers
38,2020-02-13,75835.0,Pants Hangers
39,2020-02-14,75835.0,Pants Hangers
40,2020-02-15,75835.0,Pants Hangers
41,2020-02-16,75835.0,Pants Hangers
42,2020-02-17,55299.0,Pants Hangers
43,2020-02-18,55299.0,Pants Hangers
44,2020-02-19,55299.0,Pants Hangers
45,2020-02-20,55299.0,Pants Hangers
46,2020-02-21,55299.0,Pants Hangers
47,2020-02-22,55299.0,Pants Hangers
48,2020-02-23,55299.0,Pants Hangers
49,2020-02-24,55299.0,Pants Hangers
50,2020-02-25,55299.0,Pants Hangers
51,2020-02-26,55299.0,Pants Hangers
52,2020-02-27,42488.0,Pants Hangers
53,2020-02-28,42488.0,Pants Hangers
54,2020-02-29,42488.0,Pants Hangers
55,2020-03-01,42488.0,Pants Hangers
56,2020-03-02,42488.0,Pants Hangers
57,2020-03-03,105308.0,Pants Hangers
58,2020-03-04,105308.0,Pants Hangers
59,2020-03-05,105308.0,Pants Hangers
60,2020-03-06,105308.0,Pants Hangers
61,2020-03-07,105308.0,Pants Hangers
62,2020-03-08,105308.0,Pants Hangers
63,2020-03-09,82631.0,Pants Hangers
64,2020-03-10,124229.0,Pants Hangers
65,2020-03-11,156968.0,Pants Hangers
66,2020-03-12,154823.0,Pants Hangers
67,2020-03-13,154823.0,Pants Hangers
68,2020-03-14,154823.0,Pants Hangers
69,2020-03-15,154823.0,Pants Hangers
70,2020-03-16,154823.0,Pants Hangers
71,2020-03-17,154823.0,Pants Hangers
72,2020-03-18,186458.0,Pants Hangers
73,2020-03-19,186458.0,Pants Hangers
74,2020-03-20,99581.0,Pants Hangers
75,2020-03-21,99581.0,Pants Hangers
76,2020-03-22,99581.0,Pants Hangers
77,2020-03-23,101919.0,Pants Hangers
78,2020-03-24,101919.0,Pants Hangers
79,2020-03-25,58500.0,Pants Hangers
80,2020-03-26,51764.0,Pants Hangers
81,2020-03-27,68292.0,Pants Hangers
82,2020-03-28,68292.0,Pants Hangers
83,2020-03-29,68292.0,Pants Hangers
84,2020-03-30,68292.0,Pants Hangers
85,2020-03-31,101303.0,Pants Hangers
86,2020-04-01,101303.0,Pants Hangers
87,2020-04-02,66622.0,Pants Hangers
88,2020-04-03,66622.0,Pants Hangers
89,2020-04-04,66622.0,Pants Hangers
90,2020-04-05,66622.0,Pants Hangers
91,2020-04-06,66622.0,Pants Hangers
92,2020-04-07,66622.0,Pants Hangers
93,2020-04-08,101488.0,Pants Hangers
94,2020-04-09,101488.0,Pants Hangers
95,2020-04-10,101488.0,Pants Hangers
96,2020-04-11,101488.0,Pants Hangers
97,2020-04-12,101488.0,Pants Hangers
98,2020-04-13,101488.0,Pants Hangers
99,2020-04-14,154479.0,Pants Hangers
100,2020-04-15,154479.0,Pants Hangers
101,2020-04-16,283643.0,Pants Hangers
102,2020-04-17,283643.0,Pants Hangers
103,2020-04-18,283643.0,Pants Hangers
104,2020-04-19,283643.0,Pants Hangers
105,2020-04-20,283643.0,Pants Hangers
106,2020-04-21,283643.0,Pants Hangers
107,2020-04-22,283643.0,Pants Hangers
108,2020-04-23,283643.0,Pants Hangers
109,2020-04-24,283643.0,Pants Hangers
110,2020-04-25,283643.0,Pants Hangers
111,2020-04-26,283643.0,Pants Hangers
112,2020-04-27,97542.0,Pants Hangers
113,2020-04-28,97542.0,Pants Hangers
114,2020-04-29,97542.0,Pants Hangers
115,2020-04-30,97542.0,Pants Hangers
116,2020-05-01,97542.0,Pants Hangers
117,2020-05-02,97542.0,Pants Hangers
118,2020-05-03,97542.0,Pants Hangers
119,2020-05-04,53739.0,Pants Hangers
120,2020-05-05,53739.0,Pants Hangers
121,2020-05-06,53739.0,Pants Hangers
122,2020-05-07,53739.0,Pants Hangers
123,2020-05-08,44745.0,Pants Hangers
124,2020-05-09,44745.0,Pants Hangers
125,2020-05-10,44745.0,Pants Hangers
126,2020-05-11,44745.0,Pants Hangers
127,2020-05-12,44745.0,Pants Hangers
128,2020-05-13,47763.0,Pants Hangers
129,2020-05-14,44502.0,Pants Hangers
130,2020-05-15,44502.0,Pants Hangers
131,2020-05-16,44502.0,Pants Hangers
132,2020-05-17,44502.0,Pants Hangers
133,2020-05-18,40689.0,Pants Hangers
134,2020-05-19,40689.0,Pants Hangers
135,2020-05-20,25840.0,Pants Hangers
136,2020-05-21,25840.0,Pants Hangers
137,2020-05-22,19128.0,Pants Hangers
138,2020-05-23,20916.0,Pants Hangers
139,2020-05-24,20916.0,Pants Hangers
140,2020-05-25,20916.0,Pants Hangers
141,2020-05-26,20916.0,Pants Hangers
142,2020-05-27,20916.0,Pants Hangers
143,2020-05-28,18202.0,Pants Hangers
144,2020-05-29,18202.0,Pants Hangers
145,2020-05-30,18298.0,Pants Hangers
146,2020-05-31,18298.0,Pants Hangers
147,2020-06-01,18298.0,Pants Hangers
148,2020-06-02,18298.0,Pants Hangers
149,2020-06-03,18298.0,Pants Hangers
150,2020-06-04,36269.0,Pants Hangers
151,2020-06-05,36269.0,Pants Hangers
152,2020-06-06,36269.0,Pants Hangers
153,2020-06-07,36269.0,Pants Hangers
154,2020-06-08,35422.0,Pants Hangers
155,2020-06-09,35422.0,Pants Hangers
156,2020-06-10,35422.0,Pants Hangers
157,2020-06-11,41468.0,Pants Hangers
158,2020-06-12,43099.0,Pants Hangers
159,2020-06-13,43099.0,Pants Hangers
160,2020-06-14,43099.0,Pants Hangers
161,2020-06-15,16915.0,Pants Hangers
162,2020-06-16,18206.0,Pants Hangers
163,2020-06-17,18206.0,Pants Hangers
164,2020-06-18,16416.0,Pants Hangers
165,2020-06-19,16416.0,Pants Hangers
166,2020-06-20,22070.0,Pants Hangers
167,2020-06-21,22070.0,Pants Hangers
168,2020-06-22,20170.0,Pants Hangers
169,2020-06-23,20170.0,Pants Hangers
170,2020-06-24,20170.0,Pants Hangers
171,2020-06-25,20170.0,Pants Hangers
172,2020-06-26,20170.0,Pants Hangers
173,2020-06-27,22189.0,Pants Hangers
174,2020-06-28,22189.0,Pants Hangers
175,2020-06-29,22189.0,Pants Hangers
176,2020-06-30,22189.0,Pants Hangers
177,2020-07-01,22189.0,Pants Hangers
178,2020-07-02,34520.0,Pants Hangers
179,2020-07-03,34520.0,Pants Hangers
180,2020-07-04,34520.0,Pants Hangers
181,2020-07-05,34520.0,Pants Hangers
182,2020-07-06,34520.0,Pants Hangers
183,2020-07-07,26901.0,Pants Hangers
184,2020-07-08,26901.0,Pants Hangers
185,2020-07-09,17879.0,Pants Hangers
186,2020-07-10,17879.0,Pants Hangers
187,2020-07-11,17879.0,Pants Hangers
188,2020-07-12,17879.0,Pants Hangers
189,2020-07-13,20767.0,Pants Hangers
190,2020-07-14,21691.0,Pants Hangers
191,2020-07-15,15108.0,Pants Hangers
192,2020-07-16,16240.0,Pants Hangers
193,2020-07-17,16240.0,Pants Hangers
194,2020-07-18,13883.0,Pants Hangers
195,2020-07-19,13883.0,Pants Hangers
196,2020-07-20,14321.0,Pants Hangers
197,2020-07-21,14321.0,Pants Hangers
198,2020-07-22,14321.0,Pants Hangers
199,2020-07-23,11041.0,Pants Hangers
200,2020-07-24,11664.0,Pants Hangers
201,2020-07-25,13493.0,Pants Hangers
202,2020-07-26,13493.0,Pants Hangers
203,2020-07-27,13493.0,Pants Hangers
204,2020-07-28,10150.0,Pants Hangers
205,2020-07-29,10150.0,Pants Hangers
206,2020-07-30,10150.0,Pants Hangers
207,2020-07-31,10150.0,Pants Hangers
208,2020-08-01,10296.0,Pants Hangers
209,2020-08-02,10296.0,Pants Hangers
210,2020-08-03,10043.0,Pants Hangers
211,2020-08-04,10043.0,Pants Hangers
212,2020-08-05,8847.0,Pants Hangers
213,2020-08-06,8847.0,Pants Hangers
214,2020-08-07,11013.0,Pants Hangers
215,2020-08-08,11013.0,Pants Hangers
216,2020-08-09,11013.0,Pants Hangers
217,2020-08-10,11601.0,Pants Hangers
218,2020-08-11,11601.0,Pants Hangers
219,2020-08-12,11601.0,Pants Hangers
220,2020-08-13,12339.0,Pants Hangers
221,2020-08-14,11153.0,Pants Hangers
222,2020-08-15,12806.0,Pants Hangers
223,2020-08-16,12806.0,Pants Hangers
224,2020-08-17,9849.0,Pants Hangers
225,2020-08-18,11045.0,Pants Hangers
226,2020-08-19,12098.0,Pants Hangers
227,2020-08-20,10190.0,Pants Hangers
228,2020-08-21,12075.0,Pants Hangers
229,2020-08-22,12075.0,Pants Hangers
230,2020-08-23,12075.0,Pants Hangers
231,2020-08-24,13772.0,Pants Hangers
232,2020-08-25,13772.0,Pants Hangers
233,2020-08-26,13772.0,Pants Hangers
234,2020-08-27,13772.0,Pants Hangers
235,2020-08-28,10172.0,Pants Hangers
236,2020-08-29,12556.0,Pants Hangers
237,2020-08-30,9643.0,Pants Hangers
238,2020-08-31,9643.0,Pants Hangers
239,2020-09-01,9643.0,Pants Hangers
240,2020-09-02,9643.0,Pants Hangers
241,2020-09-03,9643.0,Pants Hangers
242,2020-09-04,17035.0,Pants Hangers
243,2020-09-05,17035.0,Pants Hangers
244,2020-09-06,17035.0,Pants Hangers
245,2020-09-07,13393.0,Pants Hangers
246,2020-09-08,14640.0,Pants Hangers
247,2020-09-09,14640.0,Pants Hangers
248,2020-09-10,14640.0,Pants Hangers
249,2020-09-11,13588.0,Pants Hangers
250,2020-09-12,13588.0,Pants Hangers
251,2020-09-13,13588.0,Pants Hangers
252,2020-09-14,13588.0,Pants Hangers
253,2020-09-15,8896.0,Pants Hangers
254,2020-09-16,8764.0,Pants Hangers
255,2020-09-17,8764.0,Pants Hangers
256,2020-09-18,8764.0,Pants Hangers
257,2020-09-19,8764.0,Pants Hangers
258,2020-09-20,8764.0,Pants Hangers
259,2020-09-21,8764.0,Pants Hangers
260,2020-09-22,11584.0,Pants Hangers
261,2020-09-23,11584.0,Pants Hangers
262,2020-09-24,10084.0,Pants Hangers
263,2020-09-25,12076.0,Pants Hangers
264,2020-09-26,12076.0,Pants Hangers
