,date,value,name_B07QY56C8X
153,2020-10-23,3490.0,Laser & Inkjet Printer Labels
154,2020-10-24,3632.0,Laser & Inkjet Printer Labels
155,2020-10-25,3632.0,Laser & Inkjet Printer Labels
156,2020-10-26,3632.0,Laser & Inkjet Printer Labels
157,2020-10-27,4655.0,Laser & Inkjet Printer Labels
158,2020-10-28,4677.0,Laser & Inkjet Printer Labels
159,2020-10-29,3846.0,Laser & Inkjet Printer Labels
160,2020-10-30,3011.0,Laser & Inkjet Printer Labels
161,2020-10-31,3011.0,Laser & Inkjet Printer Labels
162,2020-11-01,5488.0,Laser & Inkjet Printer Labels
163,2020-11-02,7735.0,Laser & Inkjet Printer Labels
164,2020-11-03,3232.0,Laser & Inkjet Printer Labels
165,2020-11-04,3869.0,Laser & Inkjet Printer Labels
166,2020-11-05,3311.0,Laser & Inkjet Printer Labels
167,2020-11-06,3110.0,Laser & Inkjet Printer Labels
168,2020-11-07,3408.0,Laser & Inkjet Printer Labels
169,2020-11-08,3408.0,Laser & Inkjet Printer Labels
170,2020-11-09,5675.0,Laser & Inkjet Printer Labels
171,2020-11-10,5675.0,Laser & Inkjet Printer Labels
172,2020-11-11,3723.0,Laser & Inkjet Printer Labels
173,2020-11-12,4256.0,Laser & Inkjet Printer Labels
174,2020-11-13,4256.0,Laser & Inkjet Printer Labels
175,2020-11-14,4256.0,Laser & Inkjet Printer Labels
176,2020-11-15,4256.0,Laser & Inkjet Printer Labels
177,2020-11-16,6404.0,Laser & Inkjet Printer Labels
178,2020-11-17,6404.0,Laser & Inkjet Printer Labels
179,2020-11-18,3781.0,Laser & Inkjet Printer Labels
180,2020-11-19,3630.0,Laser & Inkjet Printer Labels
181,2020-11-20,3548.0,Laser & Inkjet Printer Labels
182,2020-11-21,3580.0,Laser & Inkjet Printer Labels
183,2020-11-22,3580.0,Laser & Inkjet Printer Labels
184,2020-11-23,4058.0,Laser & Inkjet Printer Labels
185,2020-11-24,3184.0,Laser & Inkjet Printer Labels
186,2020-11-25,3184.0,Laser & Inkjet Printer Labels
187,2020-11-26,4023.0,Laser & Inkjet Printer Labels
188,2020-11-27,5924.0,Laser & Inkjet Printer Labels
189,2020-11-28,5924.0,Laser & Inkjet Printer Labels
190,2020-11-29,5924.0,Laser & Inkjet Printer Labels
191,2020-11-30,7807.0,Laser & Inkjet Printer Labels
192,2020-12-01,5108.0,Laser & Inkjet Printer Labels
193,2020-12-02,5108.0,Laser & Inkjet Printer Labels
194,2020-12-03,5108.0,Laser & Inkjet Printer Labels
195,2020-12-04,5108.0,Laser & Inkjet Printer Labels
196,2020-12-05,6103.0,Laser & Inkjet Printer Labels
197,2020-12-06,6103.0,Laser & Inkjet Printer Labels
198,2020-12-07,9545.0,Laser & Inkjet Printer Labels
199,2020-12-08,8230.0,Laser & Inkjet Printer Labels
200,2020-12-09,8230.0,Laser & Inkjet Printer Labels
201,2020-12-10,11817.0,Laser & Inkjet Printer Labels
202,2020-12-11,14144.0,Laser & Inkjet Printer Labels
203,2020-12-12,14144.0,Laser & Inkjet Printer Labels
204,2020-12-13,14144.0,Laser & Inkjet Printer Labels
205,2020-12-14,14144.0,Laser & Inkjet Printer Labels
206,2020-12-15,23244.0,Laser & Inkjet Printer Labels
207,2020-12-16,22836.0,Laser & Inkjet Printer Labels
208,2020-12-17,22836.0,Laser & Inkjet Printer Labels
209,2020-12-18,22836.0,Laser & Inkjet Printer Labels
210,2020-12-19,22836.0,Laser & Inkjet Printer Labels
211,2020-12-20,22836.0,Laser & Inkjet Printer Labels
212,2020-12-21,25782.0,Laser & Inkjet Printer Labels
213,2020-12-22,25782.0,Laser & Inkjet Printer Labels
214,2020-12-23,25782.0,Laser & Inkjet Printer Labels
215,2020-12-24,28532.0,Laser & Inkjet Printer Labels
216,2020-12-25,28532.0,Laser & Inkjet Printer Labels
217,2020-12-26,28532.0,Laser & Inkjet Printer Labels
218,2020-12-27,25379.0,Laser & Inkjet Printer Labels
219,2020-12-28,20497.0,Laser & Inkjet Printer Labels
220,2020-12-29,20497.0,Laser & Inkjet Printer Labels
221,2020-12-30,10325.0,Laser & Inkjet Printer Labels
222,2020-12-31,11191.0,Laser & Inkjet Printer Labels
223,2021-01-01,11191.0,Laser & Inkjet Printer Labels
224,2021-01-02,11191.0,Laser & Inkjet Printer Labels
225,2021-01-03,13918.0,Laser & Inkjet Printer Labels
226,2021-01-04,13756.0,Laser & Inkjet Printer Labels
227,2021-01-05,8505.0,Laser & Inkjet Printer Labels
228,2021-01-06,8505.0,Laser & Inkjet Printer Labels
229,2021-01-07,4680.0,Laser & Inkjet Printer Labels
230,2021-01-08,4280.0,Laser & Inkjet Printer Labels
231,2021-01-09,3189.0,Laser & Inkjet Printer Labels
232,2021-01-10,4950.0,Laser & Inkjet Printer Labels
233,2021-01-11,5955.0,Laser & Inkjet Printer Labels
234,2021-01-12,3841.0,Laser & Inkjet Printer Labels
235,2021-01-13,3838.0,Laser & Inkjet Printer Labels
236,2021-01-14,3900.0,Laser & Inkjet Printer Labels
237,2021-01-15,4411.0,Laser & Inkjet Printer Labels
238,2021-01-16,4411.0,Laser & Inkjet Printer Labels
239,2021-01-17,4531.0,Laser & Inkjet Printer Labels
240,2021-01-18,7423.0,Laser & Inkjet Printer Labels
241,2021-01-19,5726.0,Laser & Inkjet Printer Labels
242,2021-01-20,2863.0,Laser & Inkjet Printer Labels
243,2021-01-21,3142.0,Laser & Inkjet Printer Labels
244,2021-01-22,4159.0,Laser & Inkjet Printer Labels
245,2021-01-23,4159.0,Laser & Inkjet Printer Labels
246,2021-01-24,9141.0,Laser & Inkjet Printer Labels
247,2021-01-25,11497.0,Laser & Inkjet Printer Labels
248,2021-01-26,11497.0,Laser & Inkjet Printer Labels
249,2021-01-27,11497.0,Laser & Inkjet Printer Labels
250,2021-01-28,11497.0,Laser & Inkjet Printer Labels
251,2021-01-29,15660.0,Laser & Inkjet Printer Labels
252,2021-01-30,15660.0,Laser & Inkjet Printer Labels
253,2021-01-31,24891.0,Laser & Inkjet Printer Labels
254,2021-02-01,26335.0,Laser & Inkjet Printer Labels
255,2021-02-02,11151.0,Laser & Inkjet Printer Labels
256,2021-02-03,11025.0,Laser & Inkjet Printer Labels
257,2021-02-04,7284.0,Laser & Inkjet Printer Labels
258,2021-02-05,7284.0,Laser & Inkjet Printer Labels
259,2021-02-06,6318.0,Laser & Inkjet Printer Labels
260,2021-02-07,6096.0,Laser & Inkjet Printer Labels
261,2021-02-08,7021.0,Laser & Inkjet Printer Labels
262,2021-02-09,4147.0,Laser & Inkjet Printer Labels
263,2021-02-10,4147.0,Laser & Inkjet Printer Labels
264,2021-02-11,4075.0,Laser & Inkjet Printer Labels
265,2021-02-12,4075.0,Laser & Inkjet Printer Labels
266,2021-02-13,3466.0,Laser & Inkjet Printer Labels
267,2021-02-14,4744.0,Laser & Inkjet Printer Labels
268,2021-02-15,7688.0,Laser & Inkjet Printer Labels
269,2021-02-16,4613.0,Laser & Inkjet Printer Labels
270,2021-02-17,4613.0,Laser & Inkjet Printer Labels
271,2021-02-18,3997.0,Laser & Inkjet Printer Labels
272,2021-02-19,3997.0,Laser & Inkjet Printer Labels
273,2021-02-20,3615.0,Laser & Inkjet Printer Labels
274,2021-02-21,3615.0,Laser & Inkjet Printer Labels
275,2021-02-22,3615.0,Laser & Inkjet Printer Labels
276,2021-02-23,3392.0,Laser & Inkjet Printer Labels
277,2021-02-24,3512.0,Laser & Inkjet Printer Labels
278,2021-02-25,4082.0,Laser & Inkjet Printer Labels
279,2021-02-26,4082.0,Laser & Inkjet Printer Labels
280,2021-02-27,4288.0,Laser & Inkjet Printer Labels
281,2021-02-28,4288.0,Laser & Inkjet Printer Labels
282,2021-03-01,8441.0,Laser & Inkjet Printer Labels
283,2021-03-02,6510.0,Laser & Inkjet Printer Labels
284,2021-03-03,8212.0,Laser & Inkjet Printer Labels
285,2021-03-04,7939.0,Laser & Inkjet Printer Labels
286,2021-03-05,7939.0,Laser & Inkjet Printer Labels
287,2021-03-06,7939.0,Laser & Inkjet Printer Labels
288,2021-03-07,10853.0,Laser & Inkjet Printer Labels
289,2021-03-08,10853.0,Laser & Inkjet Printer Labels
290,2021-03-09,5408.0,Laser & Inkjet Printer Labels
291,2021-03-10,3905.0,Laser & Inkjet Printer Labels
292,2021-03-11,3596.0,Laser & Inkjet Printer Labels
293,2021-03-12,3276.0,Laser & Inkjet Printer Labels
294,2021-03-13,3276.0,Laser & Inkjet Printer Labels
295,2021-03-14,3276.0,Laser & Inkjet Printer Labels
296,2021-03-15,5485.0,Laser & Inkjet Printer Labels
297,2021-03-16,5485.0,Laser & Inkjet Printer Labels
298,2021-03-17,3220.0,Laser & Inkjet Printer Labels
299,2021-03-18,3220.0,Laser & Inkjet Printer Labels
300,2021-03-19,3412.0,Laser & Inkjet Printer Labels
301,2021-03-20,2836.0,Laser & Inkjet Printer Labels
302,2021-03-21,2652.0,Laser & Inkjet Printer Labels
303,2021-03-22,4824.0,Laser & Inkjet Printer Labels
304,2021-03-23,4824.0,Laser & Inkjet Printer Labels
305,2021-03-24,2895.0,Laser & Inkjet Printer Labels
306,2021-03-25,2340.0,Laser & Inkjet Printer Labels
307,2021-03-26,2340.0,Laser & Inkjet Printer Labels
308,2021-03-27,3136.0,Laser & Inkjet Printer Labels
309,2021-03-28,3136.0,Laser & Inkjet Printer Labels
310,2021-03-29,5367.0,Laser & Inkjet Printer Labels
311,2021-03-30,3541.0,Laser & Inkjet Printer Labels
312,2021-03-31,3541.0,Laser & Inkjet Printer Labels
313,2021-04-01,3061.0,Laser & Inkjet Printer Labels
314,2021-04-02,3681.0,Laser & Inkjet Printer Labels
315,2021-04-03,3681.0,Laser & Inkjet Printer Labels
316,2021-04-04,3681.0,Laser & Inkjet Printer Labels
317,2021-04-05,5670.0,Laser & Inkjet Printer Labels
318,2021-04-06,5670.0,Laser & Inkjet Printer Labels
319,2021-04-07,5204.0,Laser & Inkjet Printer Labels
320,2021-04-08,4492.0,Laser & Inkjet Printer Labels
321,2021-04-09,5427.0,Laser & Inkjet Printer Labels
322,2021-04-10,5427.0,Laser & Inkjet Printer Labels
323,2021-04-11,5767.0,Laser & Inkjet Printer Labels
324,2021-04-12,9691.0,Laser & Inkjet Printer Labels
325,2021-04-13,9691.0,Laser & Inkjet Printer Labels
326,2021-04-14,9691.0,Laser & Inkjet Printer Labels
327,2021-04-15,8081.0,Laser & Inkjet Printer Labels
328,2021-04-16,8081.0,Laser & Inkjet Printer Labels
329,2021-04-17,14102.0,Laser & Inkjet Printer Labels
330,2021-04-18,14102.0,Laser & Inkjet Printer Labels
331,2021-04-19,14102.0,Laser & Inkjet Printer Labels
332,2021-04-20,14102.0,Laser & Inkjet Printer Labels
333,2021-04-21,13786.0,Laser & Inkjet Printer Labels
334,2021-04-22,13786.0,Laser & Inkjet Printer Labels
335,2021-04-23,13786.0,Laser & Inkjet Printer Labels
336,2021-04-24,27562.0,Laser & Inkjet Printer Labels
337,2021-04-25,27562.0,Laser & Inkjet Printer Labels
338,2021-04-26,38570.0,Laser & Inkjet Printer Labels
339,2021-04-27,38570.0,Laser & Inkjet Printer Labels
340,2021-04-28,38570.0,Laser & Inkjet Printer Labels
341,2021-04-29,7481.0,Laser & Inkjet Printer Labels
342,2021-04-30,5166.0,Laser & Inkjet Printer Labels
343,2021-05-01,5830.0,Laser & Inkjet Printer Labels
344,2021-05-02,7046.0,Laser & Inkjet Printer Labels
345,2021-05-03,6777.0,Laser & Inkjet Printer Labels
346,2021-05-04,6777.0,Laser & Inkjet Printer Labels
347,2021-05-05,4257.0,Laser & Inkjet Printer Labels
348,2021-05-06,5760.0,Laser & Inkjet Printer Labels
349,2021-05-07,5007.0,Laser & Inkjet Printer Labels
350,2021-05-08,5007.0,Laser & Inkjet Printer Labels
351,2021-05-09,5007.0,Laser & Inkjet Printer Labels
352,2021-05-10,7480.0,Laser & Inkjet Printer Labels
353,2021-05-11,6655.0,Laser & Inkjet Printer Labels
354,2021-05-12,6655.0,Laser & Inkjet Printer Labels
355,2021-05-13,8597.0,Laser & Inkjet Printer Labels
356,2021-05-14,8217.0,Laser & Inkjet Printer Labels
357,2021-05-15,8291.0,Laser & Inkjet Printer Labels
358,2021-05-16,8466.0,Laser & Inkjet Printer Labels
359,2021-05-17,13329.0,Laser & Inkjet Printer Labels
360,2021-05-18,6102.0,Laser & Inkjet Printer Labels
361,2021-05-19,6102.0,Laser & Inkjet Printer Labels
362,2021-05-20,4781.0,Laser & Inkjet Printer Labels
363,2021-05-21,4332.0,Laser & Inkjet Printer Labels
364,2021-05-22,4332.0,Laser & Inkjet Printer Labels
365,2021-05-23,5384.0,Laser & Inkjet Printer Labels
366,2021-05-24,6031.0,Laser & Inkjet Printer Labels
367,2021-05-25,6031.0,Laser & Inkjet Printer Labels
368,2021-05-26,4059.0,Laser & Inkjet Printer Labels
369,2021-05-27,2315.0,Laser & Inkjet Printer Labels
370,2021-05-28,3186.0,Laser & Inkjet Printer Labels
371,2021-05-29,3109.0,Laser & Inkjet Printer Labels
372,2021-05-30,3109.0,Laser & Inkjet Printer Labels
373,2021-05-31,4878.0,Laser & Inkjet Printer Labels
374,2021-06-01,4878.0,Laser & Inkjet Printer Labels
375,2021-06-02,5246.0,Laser & Inkjet Printer Labels
376,2021-06-03,6049.0,Laser & Inkjet Printer Labels
377,2021-06-04,6049.0,Laser & Inkjet Printer Labels
378,2021-06-05,5766.0,Laser & Inkjet Printer Labels
379,2021-06-06,5766.0,Laser & Inkjet Printer Labels
380,2021-06-07,5766.0,Laser & Inkjet Printer Labels
381,2021-06-08,5711.0,Laser & Inkjet Printer Labels
382,2021-06-09,4162.0,Laser & Inkjet Printer Labels
383,2021-06-10,3393.0,Laser & Inkjet Printer Labels
384,2021-06-11,4104.0,Laser & Inkjet Printer Labels
385,2021-06-12,3088.0,Laser & Inkjet Printer Labels
386,2021-06-13,3088.0,Laser & Inkjet Printer Labels
387,2021-06-14,3088.0,Laser & Inkjet Printer Labels
388,2021-06-15,4032.0,Laser & Inkjet Printer Labels
389,2021-06-16,2573.0,Laser & Inkjet Printer Labels
390,2021-06-17,2446.0,Laser & Inkjet Printer Labels
391,2021-06-18,2446.0,Laser & Inkjet Printer Labels
392,2021-06-19,2199.0,Laser & Inkjet Printer Labels
393,2021-06-20,2199.0,Laser & Inkjet Printer Labels
394,2021-06-21,2199.0,Laser & Inkjet Printer Labels
395,2021-06-22,4853.0,Laser & Inkjet Printer Labels
396,2021-06-23,4396.0,Laser & Inkjet Printer Labels
397,2021-06-24,4195.0,Laser & Inkjet Printer Labels
398,2021-06-25,4195.0,Laser & Inkjet Printer Labels
399,2021-06-26,4803.0,Laser & Inkjet Printer Labels
400,2021-06-27,5105.0,Laser & Inkjet Printer Labels
401,2021-06-28,5012.0,Laser & Inkjet Printer Labels
402,2021-06-29,75219.0,Laser & Inkjet Printer Labels
403,2021-06-30,75219.0,Laser & Inkjet Printer Labels
404,2021-07-01,75219.0,Laser & Inkjet Printer Labels
405,2021-07-02,75219.0,Laser & Inkjet Printer Labels
406,2021-07-03,3140.0,Laser & Inkjet Printer Labels
407,2021-07-04,3140.0,Laser & Inkjet Printer Labels
408,2021-07-05,4731.0,Laser & Inkjet Printer Labels
409,2021-07-06,3556.0,Laser & Inkjet Printer Labels
410,2021-07-07,2921.0,Laser & Inkjet Printer Labels
411,2021-07-08,2626.0,Laser & Inkjet Printer Labels
412,2021-07-09,3780.0,Laser & Inkjet Printer Labels
413,2021-07-10,3888.0,Laser & Inkjet Printer Labels
414,2021-07-11,3839.0,Laser & Inkjet Printer Labels
