,date,value,name_B07QY56C8X
0,2020-05-23,2700.0,Laser & Inkjet Printer Labels
1,2020-05-24,5093.0,Laser & Inkjet Printer Labels
2,2020-05-25,5093.0,Laser & Inkjet Printer Labels
3,2020-05-26,5989.0,Laser & Inkjet Printer Labels
4,2020-05-27,5036.0,Laser & Inkjet Printer Labels
5,2020-05-28,5036.0,Laser & Inkjet Printer Labels
6,2020-05-29,5036.0,Laser & Inkjet Printer Labels
7,2020-05-30,4078.0,Laser & Inkjet Printer Labels
8,2020-05-31,5479.0,Laser & Inkjet Printer Labels
9,2020-06-01,5479.0,Laser & Inkjet Printer Labels
10,2020-06-02,4336.0,Laser & Inkjet Printer Labels
11,2020-06-03,3459.0,Laser & Inkjet Printer Labels
12,2020-06-04,4433.0,Laser & Inkjet Printer Labels
13,2020-06-05,4433.0,Laser & Inkjet Printer Labels
14,2020-06-06,4578.0,Laser & Inkjet Printer Labels
15,2020-06-07,5729.0,Laser & Inkjet Printer Labels
16,2020-06-08,5729.0,Laser & Inkjet Printer Labels
17,2020-06-09,3435.0,Laser & Inkjet Printer Labels
18,2020-06-10,5270.0,Laser & Inkjet Printer Labels
19,2020-06-11,4735.0,Laser & Inkjet Printer Labels
20,2020-06-12,4735.0,Laser & Inkjet Printer Labels
21,2020-06-13,4735.0,Laser & Inkjet Printer Labels
22,2020-06-14,5318.0,Laser & Inkjet Printer Labels
23,2020-06-15,6700.0,Laser & Inkjet Printer Labels
24,2020-06-16,6700.0,Laser & Inkjet Printer Labels
25,2020-06-17,4649.0,Laser & Inkjet Printer Labels
26,2020-06-18,3762.0,Laser & Inkjet Printer Labels
27,2020-06-19,4122.0,Laser & Inkjet Printer Labels
28,2020-06-20,3696.0,Laser & Inkjet Printer Labels
29,2020-06-21,3696.0,Laser & Inkjet Printer Labels
30,2020-06-22,3696.0,Laser & Inkjet Printer Labels
31,2020-06-23,4329.0,Laser & Inkjet Printer Labels
32,2020-06-24,5332.0,Laser & Inkjet Printer Labels
33,2020-06-25,4901.0,Laser & Inkjet Printer Labels
34,2020-06-26,4901.0,Laser & Inkjet Printer Labels
35,2020-06-27,4901.0,Laser & Inkjet Printer Labels
36,2020-06-28,4901.0,Laser & Inkjet Printer Labels
37,2020-06-29,7664.0,Laser & Inkjet Printer Labels
38,2020-06-30,7444.0,Laser & Inkjet Printer Labels
39,2020-07-01,7444.0,Laser & Inkjet Printer Labels
40,2020-07-02,6292.0,Laser & Inkjet Printer Labels
41,2020-07-03,7610.0,Laser & Inkjet Printer Labels
42,2020-07-04,7610.0,Laser & Inkjet Printer Labels
43,2020-07-05,7610.0,Laser & Inkjet Printer Labels
44,2020-07-06,7610.0,Laser & Inkjet Printer Labels
45,2020-07-07,6049.0,Laser & Inkjet Printer Labels
46,2020-07-08,4907.0,Laser & Inkjet Printer Labels
47,2020-07-09,4547.0,Laser & Inkjet Printer Labels
48,2020-07-10,4547.0,Laser & Inkjet Printer Labels
49,2020-07-11,4905.0,Laser & Inkjet Printer Labels
50,2020-07-12,6786.0,Laser & Inkjet Printer Labels
51,2020-07-13,6786.0,Laser & Inkjet Printer Labels
52,2020-07-14,5263.0,Laser & Inkjet Printer Labels
53,2020-07-15,4849.0,Laser & Inkjet Printer Labels
54,2020-07-16,3495.0,Laser & Inkjet Printer Labels
55,2020-07-17,3495.0,Laser & Inkjet Printer Labels
56,2020-07-18,3495.0,Laser & Inkjet Printer Labels
57,2020-07-19,5478.0,Laser & Inkjet Printer Labels
58,2020-07-20,5478.0,Laser & Inkjet Printer Labels
59,2020-07-21,6309.0,Laser & Inkjet Printer Labels
60,2020-07-22,6309.0,Laser & Inkjet Printer Labels
61,2020-07-23,3985.0,Laser & Inkjet Printer Labels
62,2020-07-24,3985.0,Laser & Inkjet Printer Labels
63,2020-07-25,4026.0,Laser & Inkjet Printer Labels
64,2020-07-26,4026.0,Laser & Inkjet Printer Labels
65,2020-07-27,6922.0,Laser & Inkjet Printer Labels
66,2020-07-28,6922.0,Laser & Inkjet Printer Labels
67,2020-07-29,6922.0,Laser & Inkjet Printer Labels
68,2020-07-30,8232.0,Laser & Inkjet Printer Labels
69,2020-07-31,8232.0,Laser & Inkjet Printer Labels
70,2020-08-01,8232.0,Laser & Inkjet Printer Labels
71,2020-08-02,11061.0,Laser & Inkjet Printer Labels
72,2020-08-03,10187.0,Laser & Inkjet Printer Labels
73,2020-08-04,10187.0,Laser & Inkjet Printer Labels
74,2020-08-05,15550.0,Laser & Inkjet Printer Labels
75,2020-08-06,15550.0,Laser & Inkjet Printer Labels
76,2020-08-07,16144.0,Laser & Inkjet Printer Labels
77,2020-08-08,15882.0,Laser & Inkjet Printer Labels
78,2020-08-09,15882.0,Laser & Inkjet Printer Labels
79,2020-08-10,15882.0,Laser & Inkjet Printer Labels
80,2020-08-11,10616.0,Laser & Inkjet Printer Labels
81,2020-08-12,10616.0,Laser & Inkjet Printer Labels
82,2020-08-13,10293.0,Laser & Inkjet Printer Labels
83,2020-08-14,9999.0,Laser & Inkjet Printer Labels
84,2020-08-15,10238.0,Laser & Inkjet Printer Labels
85,2020-08-16,10238.0,Laser & Inkjet Printer Labels
86,2020-08-17,16748.0,Laser & Inkjet Printer Labels
87,2020-08-18,16748.0,Laser & Inkjet Printer Labels
88,2020-08-19,16748.0,Laser & Inkjet Printer Labels
89,2020-08-20,10251.0,Laser & Inkjet Printer Labels
90,2020-08-21,10251.0,Laser & Inkjet Printer Labels
91,2020-08-22,10251.0,Laser & Inkjet Printer Labels
92,2020-08-23,12556.0,Laser & Inkjet Printer Labels
93,2020-08-24,12556.0,Laser & Inkjet Printer Labels
94,2020-08-25,12556.0,Laser & Inkjet Printer Labels
95,2020-08-26,11806.0,Laser & Inkjet Printer Labels
96,2020-08-27,11806.0,Laser & Inkjet Printer Labels
97,2020-08-28,13775.0,Laser & Inkjet Printer Labels
98,2020-08-29,13775.0,Laser & Inkjet Printer Labels
99,2020-08-30,13775.0,Laser & Inkjet Printer Labels
100,2020-08-31,12702.0,Laser & Inkjet Printer Labels
101,2020-09-01,12702.0,Laser & Inkjet Printer Labels
102,2020-09-02,12702.0,Laser & Inkjet Printer Labels
103,2020-09-03,6755.0,Laser & Inkjet Printer Labels
104,2020-09-04,6332.0,Laser & Inkjet Printer Labels
105,2020-09-05,6332.0,Laser & Inkjet Printer Labels
106,2020-09-06,6332.0,Laser & Inkjet Printer Labels
107,2020-09-07,10759.0,Laser & Inkjet Printer Labels
108,2020-09-08,10759.0,Laser & Inkjet Printer Labels
109,2020-09-09,10759.0,Laser & Inkjet Printer Labels
110,2020-09-10,7058.0,Laser & Inkjet Printer Labels
111,2020-09-11,5481.0,Laser & Inkjet Printer Labels
112,2020-09-12,6558.0,Laser & Inkjet Printer Labels
113,2020-09-13,6558.0,Laser & Inkjet Printer Labels
114,2020-09-14,7145.0,Laser & Inkjet Printer Labels
115,2020-09-15,5695.0,Laser & Inkjet Printer Labels
116,2020-09-16,5695.0,Laser & Inkjet Printer Labels
117,2020-09-17,5695.0,Laser & Inkjet Printer Labels
118,2020-09-18,6665.0,Laser & Inkjet Printer Labels
119,2020-09-19,7278.0,Laser & Inkjet Printer Labels
120,2020-09-20,7278.0,Laser & Inkjet Printer Labels
121,2020-09-21,7396.0,Laser & Inkjet Printer Labels
122,2020-09-22,6314.0,Laser & Inkjet Printer Labels
123,2020-09-23,7079.0,Laser & Inkjet Printer Labels
124,2020-09-24,6432.0,Laser & Inkjet Printer Labels
125,2020-09-25,3719.0,Laser & Inkjet Printer Labels
126,2020-09-26,3743.0,Laser & Inkjet Printer Labels
127,2020-09-27,6832.0,Laser & Inkjet Printer Labels
128,2020-09-28,8389.0,Laser & Inkjet Printer Labels
129,2020-09-29,8389.0,Laser & Inkjet Printer Labels
130,2020-09-30,5369.0,Laser & Inkjet Printer Labels
131,2020-10-01,4658.0,Laser & Inkjet Printer Labels
132,2020-10-02,3996.0,Laser & Inkjet Printer Labels
133,2020-10-03,3996.0,Laser & Inkjet Printer Labels
134,2020-10-04,3996.0,Laser & Inkjet Printer Labels
135,2020-10-05,5320.0,Laser & Inkjet Printer Labels
136,2020-10-06,3583.0,Laser & Inkjet Printer Labels
137,2020-10-07,3970.0,Laser & Inkjet Printer Labels
138,2020-10-08,3970.0,Laser & Inkjet Printer Labels
139,2020-10-09,3399.0,Laser & Inkjet Printer Labels
140,2020-10-10,3399.0,Laser & Inkjet Printer Labels
141,2020-10-11,4586.0,Laser & Inkjet Printer Labels
142,2020-10-12,5430.0,Laser & Inkjet Printer Labels
143,2020-10-13,5070.0,Laser & Inkjet Printer Labels
144,2020-10-14,5070.0,Laser & Inkjet Printer Labels
145,2020-10-15,4378.0,Laser & Inkjet Printer Labels
146,2020-10-16,4644.0,Laser & Inkjet Printer Labels
147,2020-10-17,3896.0,Laser & Inkjet Printer Labels
148,2020-10-18,3896.0,Laser & Inkjet Printer Labels
149,2020-10-19,5856.0,Laser & Inkjet Printer Labels
150,2020-10-20,3184.0,Laser & Inkjet Printer Labels
151,2020-10-21,3786.0,Laser & Inkjet Printer Labels
152,2020-10-22,3155.0,Laser & Inkjet Printer Labels
