,date,value,name_B082FW613Y
140,2020-04-25,4739.0,Flags
141,2020-04-26,4739.0,Flags
142,2020-04-27,5278.0,Flags
143,2020-04-28,7486.0,Flags
144,2020-04-29,7486.0,Flags
145,2020-04-30,7486.0,Flags
146,2020-05-01,7486.0,Flags
147,2020-05-02,7486.0,Flags
148,2020-05-03,7486.0,Flags
149,2020-05-04,7486.0,Flags
150,2020-05-05,5223.0,Flags
151,2020-05-06,5223.0,Flags
152,2020-05-07,5223.0,Flags
153,2020-05-08,10099.0,Flags
154,2020-05-09,10085.0,Flags
155,2020-05-10,10085.0,Flags
156,2020-05-11,10085.0,Flags
157,2020-05-12,10085.0,Flags
158,2020-05-13,10085.0,Flags
159,2020-05-14,9879.0,Flags
160,2020-05-15,8495.0,Flags
161,2020-05-16,6871.0,Flags
162,2020-05-17,6871.0,Flags
163,2020-05-18,6871.0,Flags
164,2020-05-19,5880.0,Flags
165,2020-05-20,5880.0,Flags
166,2020-05-21,5880.0,Flags
167,2020-05-22,5880.0,Flags
168,2020-05-23,5880.0,Flags
169,2020-05-24,3055.0,Flags
170,2020-05-25,3055.0,Flags
171,2020-05-26,2317.0,Flags
172,2020-05-27,2317.0,Flags
173,2020-05-28,2317.0,Flags
174,2020-05-29,5681.0,Flags
175,2020-05-30,5681.0,Flags
176,2020-05-31,5681.0,Flags
177,2020-06-01,6556.0,Flags
178,2020-06-02,6556.0,Flags
179,2020-06-03,6556.0,Flags
180,2020-06-04,7619.0,Flags
181,2020-06-05,7619.0,Flags
182,2020-06-06,7619.0,Flags
183,2020-06-07,7619.0,Flags
184,2020-06-08,5087.0,Flags
185,2020-06-09,5087.0,Flags
186,2020-06-10,5087.0,Flags
187,2020-06-11,5489.0,Flags
188,2020-06-12,5489.0,Flags
189,2020-06-13,4141.0,Flags
190,2020-06-14,4141.0,Flags
191,2020-06-15,4141.0,Flags
192,2020-06-16,4141.0,Flags
193,2020-06-17,3353.0,Flags
194,2020-06-18,3353.0,Flags
195,2020-06-19,3353.0,Flags
196,2020-06-20,3302.0,Flags
197,2020-06-21,4113.0,Flags
198,2020-06-22,4113.0,Flags
199,2020-06-23,2449.0,Flags
200,2020-06-24,2449.0,Flags
201,2020-06-25,2449.0,Flags
202,2020-06-26,2449.0,Flags
203,2020-06-27,2159.0,Flags
204,2020-06-28,2012.0,Flags
205,2020-06-29,1527.0,Flags
206,2020-06-30,1527.0,Flags
207,2020-07-01,1173.0,Flags
208,2020-07-02,1173.0,Flags
209,2020-07-03,1173.0,Flags
210,2020-07-04,1173.0,Flags
211,2020-07-05,1173.0,Flags
212,2020-07-06,2456.0,Flags
213,2020-07-07,2456.0,Flags
214,2020-07-08,2456.0,Flags
215,2020-07-09,2759.0,Flags
216,2020-07-10,2759.0,Flags
217,2020-07-11,2759.0,Flags
218,2020-07-12,2530.0,Flags
219,2020-07-13,2530.0,Flags
220,2020-07-14,2530.0,Flags
221,2020-07-15,2530.0,Flags
222,2020-07-16,4058.0,Flags
223,2020-07-17,4058.0,Flags
224,2020-07-18,4058.0,Flags
225,2020-07-19,5609.0,Flags
226,2020-07-20,5609.0,Flags
227,2020-07-21,3830.0,Flags
228,2020-07-22,3830.0,Flags
229,2020-07-23,3830.0,Flags
230,2020-07-24,3830.0,Flags
231,2020-07-25,3747.0,Flags
232,2020-07-26,3747.0,Flags
233,2020-07-27,4534.0,Flags
234,2020-07-28,4534.0,Flags
235,2020-07-29,4534.0,Flags
236,2020-07-30,4534.0,Flags
237,2020-07-31,3499.0,Flags
238,2020-08-01,3499.0,Flags
239,2020-08-02,3499.0,Flags
240,2020-08-03,3137.0,Flags
241,2020-08-04,3137.0,Flags
242,2020-08-05,3137.0,Flags
243,2020-08-06,2865.0,Flags
244,2020-08-07,2865.0,Flags
245,2020-08-08,2865.0,Flags
246,2020-08-09,3720.0,Flags
247,2020-08-10,3720.0,Flags
248,2020-08-11,3421.0,Flags
249,2020-08-12,3421.0,Flags
250,2020-08-13,3876.0,Flags
251,2020-08-14,3876.0,Flags
252,2020-08-15,3876.0,Flags
253,2020-08-16,4104.0,Flags
254,2020-08-17,3131.0,Flags
255,2020-08-18,3131.0,Flags
256,2020-08-19,3131.0,Flags
257,2020-08-20,2934.0,Flags
258,2020-08-21,2934.0,Flags
259,2020-08-22,2934.0,Flags
260,2020-08-23,2819.0,Flags
261,2020-08-24,2819.0,Flags
262,2020-08-25,2819.0,Flags
263,2020-08-26,2049.0,Flags
264,2020-08-27,2049.0,Flags
265,2020-08-28,1747.0,Flags
266,2020-08-29,1747.0,Flags
267,2020-08-30,1747.0,Flags
268,2020-08-31,2324.0,Flags
269,2020-09-01,2324.0,Flags
270,2020-09-02,2324.0,Flags
271,2020-09-03,1332.0,Flags
272,2020-09-04,1332.0,Flags
273,2020-09-05,1272.0,Flags
274,2020-09-06,1272.0,Flags
275,2020-09-07,1272.0,Flags
276,2020-09-08,1387.0,Flags
277,2020-09-09,1175.0,Flags
278,2020-09-10,1175.0,Flags
279,2020-09-11,1048.0,Flags
280,2020-09-12,1084.0,Flags
281,2020-09-13,1084.0,Flags
282,2020-09-14,1084.0,Flags
283,2020-09-15,1615.0,Flags
284,2020-09-16,1615.0,Flags
285,2020-09-17,1615.0,Flags
286,2020-09-18,1087.0,Flags
287,2020-09-19,1087.0,Flags
288,2020-09-20,1087.0,Flags
289,2020-09-21,1728.0,Flags
290,2020-09-22,1446.0,Flags
291,2020-09-23,1359.0,Flags
292,2020-09-24,1359.0,Flags
293,2020-09-25,1271.0,Flags
294,2020-09-26,1389.0,Flags
295,2020-09-27,1174.0,Flags
296,2020-09-28,1267.0,Flags
297,2020-09-29,1181.0,Flags
298,2020-09-30,1689.0,Flags
299,2020-10-01,1689.0,Flags
300,2020-10-02,1713.0,Flags
301,2020-10-03,1614.0,Flags
302,2020-10-04,1614.0,Flags
303,2020-10-05,1739.0,Flags
304,2020-10-06,1739.0,Flags
305,2020-10-07,1598.0,Flags
306,2020-10-08,1598.0,Flags
307,2020-10-09,1419.0,Flags
308,2020-10-10,1419.0,Flags
309,2020-10-11,1419.0,Flags
310,2020-10-12,1330.0,Flags
311,2020-10-13,1315.0,Flags
312,2020-10-14,1315.0,Flags
313,2020-10-15,1315.0,Flags
314,2020-10-16,1703.0,Flags
315,2020-10-17,1703.0,Flags
316,2020-10-18,1064.0,Flags
317,2020-10-19,1271.0,Flags
318,2020-10-20,1271.0,Flags
319,2020-10-21,1271.0,Flags
320,2020-10-22,2183.0,Flags
321,2020-10-23,2183.0,Flags
322,2020-10-24,2183.0,Flags
323,2020-10-25,2654.0,Flags
324,2020-10-26,2654.0,Flags
325,2020-10-27,2596.0,Flags
326,2020-10-28,2596.0,Flags
327,2020-10-29,2596.0,Flags
328,2020-10-30,2596.0,Flags
329,2020-10-31,1508.0,Flags
330,2020-11-01,1508.0,Flags
331,2020-11-02,1508.0,Flags
332,2020-11-03,1508.0,Flags
333,2020-11-04,997.0,Flags
334,2020-11-05,997.0,Flags
335,2020-11-06,997.0,Flags
336,2020-11-07,908.0,Flags
337,2020-11-08,908.0,Flags
338,2020-11-09,923.0,Flags
339,2020-11-10,923.0,Flags
340,2020-11-11,808.0,Flags
341,2020-11-12,808.0,Flags
342,2020-11-13,808.0,Flags
343,2020-11-14,866.0,Flags
344,2020-11-15,866.0,Flags
345,2020-11-16,1071.0,Flags
346,2020-11-17,1071.0,Flags
347,2020-11-18,1071.0,Flags
348,2020-11-19,907.0,Flags
349,2020-11-20,907.0,Flags
350,2020-11-21,907.0,Flags
351,2020-11-22,907.0,Flags
352,2020-11-23,1383.0,Flags
353,2020-11-24,1383.0,Flags
354,2020-11-25,1103.0,Flags
355,2020-11-26,1103.0,Flags
356,2020-11-27,1305.0,Flags
357,2020-11-28,1694.0,Flags
358,2020-11-29,1694.0,Flags
359,2020-11-30,1694.0,Flags
360,2020-12-01,1707.0,Flags
361,2020-12-02,1707.0,Flags
362,2020-12-03,1707.0,Flags
363,2020-12-04,1260.0,Flags
364,2020-12-05,1260.0,Flags
365,2020-12-06,1453.0,Flags
366,2020-12-07,1275.0,Flags
367,2020-12-08,1307.0,Flags
368,2020-12-09,1307.0,Flags
369,2020-12-10,1222.0,Flags
370,2020-12-11,1481.0,Flags
371,2020-12-12,1779.0,Flags
372,2020-12-13,1978.0,Flags
373,2020-12-14,2183.0,Flags
374,2020-12-15,1553.0,Flags
375,2020-12-16,1852.0,Flags
376,2020-12-17,1757.0,Flags
377,2020-12-18,1864.0,Flags
378,2020-12-19,1864.0,Flags
379,2020-12-20,1937.0,Flags
380,2020-12-21,2223.0,Flags
381,2020-12-22,2223.0,Flags
382,2020-12-23,1718.0,Flags
383,2020-12-24,1825.0,Flags
384,2020-12-25,1825.0,Flags
385,2020-12-26,1825.0,Flags
386,2020-12-27,1825.0,Flags
387,2020-12-28,1527.0,Flags
388,2020-12-29,1527.0,Flags
389,2020-12-30,1527.0,Flags
390,2020-12-31,1445.0,Flags
391,2021-01-01,1445.0,Flags
392,2021-01-02,1576.0,Flags
393,2021-01-03,1576.0,Flags
394,2021-01-04,1745.0,Flags
395,2021-01-05,1745.0,Flags
396,2021-01-06,1197.0,Flags
397,2021-01-07,1197.0,Flags
398,2021-01-08,772.0,Flags
399,2021-01-09,772.0,Flags
400,2021-01-10,772.0,Flags
401,2021-01-11,1441.0,Flags
402,2021-01-12,1441.0,Flags
403,2021-01-13,1178.0,Flags
404,2021-01-14,1178.0,Flags
405,2021-01-15,774.0,Flags
406,2021-01-16,774.0,Flags
407,2021-01-17,774.0,Flags
408,2021-01-18,1318.0,Flags
409,2021-01-19,1318.0,Flags
410,2021-01-20,758.0,Flags
411,2021-01-21,758.0,Flags
412,2021-01-22,758.0,Flags
413,2021-01-23,848.0,Flags
414,2021-01-24,848.0,Flags
415,2021-01-25,848.0,Flags
416,2021-01-26,1161.0,Flags
417,2021-01-27,1172.0,Flags
418,2021-01-28,1172.0,Flags
419,2021-01-29,1209.0,Flags
420,2021-01-30,1209.0,Flags
421,2021-01-31,1209.0,Flags
422,2021-02-01,2218.0,Flags
423,2021-02-02,2218.0,Flags
424,2021-02-03,2218.0,Flags
425,2021-02-04,1132.0,Flags
426,2021-02-05,1132.0,Flags
427,2021-02-06,1427.0,Flags
428,2021-02-07,1427.0,Flags
429,2021-02-08,1427.0,Flags
430,2021-02-09,1608.0,Flags
431,2021-02-10,1380.0,Flags
432,2021-02-11,1380.0,Flags
433,2021-02-12,1380.0,Flags
434,2021-02-13,1514.0,Flags
435,2021-02-14,1514.0,Flags
436,2021-02-15,1799.0,Flags
437,2021-02-16,1799.0,Flags
438,2021-02-17,1799.0,Flags
439,2021-02-18,1622.0,Flags
440,2021-02-19,1622.0,Flags
441,2021-02-20,1576.0,Flags
442,2021-02-21,1576.0,Flags
443,2021-02-22,2075.0,Flags
444,2021-02-23,2075.0,Flags
445,2021-02-24,1419.0,Flags
446,2021-02-25,1108.0,Flags
447,2021-02-26,1108.0,Flags
448,2021-02-27,977.0,Flags
449,2021-02-28,977.0,Flags
450,2021-03-01,1345.0,Flags
451,2021-03-02,1345.0,Flags
452,2021-03-03,1345.0,Flags
453,2021-03-04,1145.0,Flags
454,2021-03-05,1145.0,Flags
455,2021-03-06,979.0,Flags
456,2021-03-07,979.0,Flags
457,2021-03-08,1222.0,Flags
458,2021-03-09,1141.0,Flags
459,2021-03-10,1067.0,Flags
460,2021-03-11,1067.0,Flags
461,2021-03-12,944.0,Flags
462,2021-03-13,944.0,Flags
463,2021-03-14,944.0,Flags
464,2021-03-15,1556.0,Flags
465,2021-03-16,1556.0,Flags
466,2021-03-17,1556.0,Flags
467,2021-03-18,1718.0,Flags
468,2021-03-19,1718.0,Flags
469,2021-03-20,1718.0,Flags
470,2021-03-21,1269.0,Flags
471,2021-03-22,1269.0,Flags
472,2021-03-23,1331.0,Flags
473,2021-03-24,1331.0,Flags
474,2021-03-25,1331.0,Flags
475,2021-03-26,1430.0,Flags
476,2021-03-27,1430.0,Flags
477,2021-03-28,1430.0,Flags
478,2021-03-29,2084.0,Flags
479,2021-03-30,2084.0,Flags
480,2021-03-31,1945.0,Flags
481,2021-04-01,1954.0,Flags
482,2021-04-02,1954.0,Flags
483,2021-04-03,1954.0,Flags
484,2021-04-04,3216.0,Flags
485,2021-04-05,3668.0,Flags
486,2021-04-06,3668.0,Flags
487,2021-04-07,3050.0,Flags
488,2021-04-08,3050.0,Flags
489,2021-04-09,2509.0,Flags
490,2021-04-10,2509.0,Flags
491,2021-04-11,2509.0,Flags
492,2021-04-12,3055.0,Flags
493,2021-04-13,3055.0,Flags
494,2021-04-14,2440.0,Flags
495,2021-04-15,2440.0,Flags
496,2021-04-16,1980.0,Flags
497,2021-04-17,1980.0,Flags
498,2021-04-18,1980.0,Flags
499,2021-04-19,2180.0,Flags
500,2021-04-20,2180.0,Flags
501,2021-04-21,1273.0,Flags
502,2021-04-22,1273.0,Flags
503,2021-04-23,1600.0,Flags
504,2021-04-24,1600.0,Flags
505,2021-04-25,1600.0,Flags
506,2021-04-26,1628.0,Flags
507,2021-04-27,1628.0,Flags
508,2021-04-28,1603.0,Flags
509,2021-04-29,1562.0,Flags
510,2021-04-30,1562.0,Flags
511,2021-05-01,1263.0,Flags
512,2021-05-02,1517.0,Flags
513,2021-05-03,1356.0,Flags
514,2021-05-04,1356.0,Flags
515,2021-05-05,1356.0,Flags
516,2021-05-06,1265.0,Flags
517,2021-05-07,1592.0,Flags
518,2021-05-08,1592.0,Flags
519,2021-05-09,1960.0,Flags
520,2021-05-10,1960.0,Flags
521,2021-05-11,2053.0,Flags
522,2021-05-12,2053.0,Flags
523,2021-05-13,1845.0,Flags
524,2021-05-14,1845.0,Flags
525,2021-05-15,1588.0,Flags
526,2021-05-16,2316.0,Flags
527,2021-05-17,2316.0,Flags
528,2021-05-18,1939.0,Flags
529,2021-05-19,1939.0,Flags
530,2021-05-20,1546.0,Flags
531,2021-05-21,1546.0,Flags
532,2021-05-22,1357.0,Flags
533,2021-05-23,1357.0,Flags
534,2021-05-24,1123.0,Flags
535,2021-05-25,940.0,Flags
536,2021-05-26,940.0,Flags
537,2021-05-27,883.0,Flags
538,2021-05-28,883.0,Flags
539,2021-05-29,998.0,Flags
540,2021-05-30,998.0,Flags
541,2021-05-31,1149.0,Flags
542,2021-06-01,1149.0,Flags
543,2021-06-02,1125.0,Flags
544,2021-06-03,1125.0,Flags
545,2021-06-04,1432.0,Flags
546,2021-06-05,1432.0,Flags
547,2021-06-06,1389.0,Flags
548,2021-06-07,1389.0,Flags
549,2021-06-08,1355.0,Flags
550,2021-06-09,1355.0,Flags
551,2021-06-10,1093.0,Flags
552,2021-06-11,1225.0,Flags
553,2021-06-12,1120.0,Flags
554,2021-06-13,1120.0,Flags
555,2021-06-14,1391.0,Flags
556,2021-06-15,1391.0,Flags
557,2021-06-16,1046.0,Flags
558,2021-06-17,1085.0,Flags
559,2021-06-18,1085.0,Flags
560,2021-06-19,858.0,Flags
561,2021-06-20,858.0,Flags
562,2021-06-21,1327.0,Flags
563,2021-06-22,1327.0,Flags
564,2021-06-23,1327.0,Flags
565,2021-06-24,1432.0,Flags
566,2021-06-25,1008.0,Flags
567,2021-06-26,972.0,Flags
568,2021-06-27,972.0,Flags
569,2021-06-28,835.0,Flags
570,2021-06-29,842.0,Flags
571,2021-06-30,842.0,Flags
572,2021-07-01,1190.0,Flags
573,2021-07-02,1190.0,Flags
574,2021-07-03,1190.0,Flags
575,2021-07-04,1446.0,Flags
576,2021-07-05,1446.0,Flags
577,2021-07-06,1336.0,Flags
578,2021-07-07,1463.0,Flags
579,2021-07-08,1362.0,Flags
580,2021-07-09,1362.0,Flags
581,2021-07-10,1365.0,Flags
