,date,value,name_B0856THYYN
62,2020-05-05,244347.0,Faucets
63,2020-05-06,232405.0,Faucets
64,2020-05-07,232405.0,Faucets
65,2020-05-08,232405.0,Faucets
66,2020-05-09,232405.0,Faucets
67,2020-05-10,232405.0,Faucets
68,2020-05-11,232405.0,Faucets
69,2020-05-12,232405.0,Faucets
70,2020-05-13,241434.0,Faucets
71,2020-05-14,241434.0,Faucets
72,2020-05-15,241434.0,Faucets
73,2020-05-16,241434.0,Faucets
74,2020-05-17,241434.0,Faucets
75,2020-05-18,241434.0,Faucets
76,2020-05-19,241434.0,Faucets
77,2020-05-20,241434.0,Faucets
78,2020-05-21,241434.0,Faucets
79,2020-05-22,241434.0,Faucets
80,2020-05-23,241434.0,Faucets
81,2020-05-24,241434.0,Faucets
82,2020-05-25,241434.0,Faucets
83,2020-05-26,241434.0,Faucets
84,2020-05-27,241434.0,Faucets
85,2020-05-28,241434.0,Faucets
86,2020-05-29,241434.0,Faucets
87,2020-05-30,241434.0,Faucets
88,2020-05-31,241434.0,Faucets
89,2020-06-01,241434.0,Faucets
90,2020-06-02,241434.0,Faucets
91,2020-06-03,241434.0,Faucets
92,2020-06-04,241434.0,Faucets
93,2020-06-05,241434.0,Faucets
94,2020-06-06,72886.0,Faucets
95,2020-06-07,72886.0,Faucets
96,2020-06-08,72886.0,Faucets
97,2020-06-09,72886.0,Faucets
98,2020-06-10,72886.0,Faucets
99,2020-06-11,60524.0,Faucets
100,2020-06-12,60524.0,Faucets
101,2020-06-13,60524.0,Faucets
102,2020-06-14,147288.0,Faucets
103,2020-06-15,147288.0,Faucets
104,2020-06-16,949.0,Faucets
105,2020-06-17,949.0,Faucets
106,2020-06-18,949.0,Faucets
107,2020-06-19,565.0,Faucets
108,2020-06-20,565.0,Faucets
109,2020-06-21,971.0,Faucets
110,2020-06-22,971.0,Faucets
111,2020-06-23,1736.0,Faucets
112,2020-06-24,2750.0,Faucets
113,2020-06-25,1213.0,Faucets
114,2020-06-26,1048.0,Faucets
115,2020-06-27,1048.0,Faucets
116,2020-06-28,1048.0,Faucets
117,2020-06-29,2345.0,Faucets
118,2020-06-30,2345.0,Faucets
119,2020-07-01,2345.0,Faucets
120,2020-07-02,4051.0,Faucets
121,2020-07-03,4051.0,Faucets
122,2020-07-04,8683.0,Faucets
123,2020-07-05,8683.0,Faucets
124,2020-07-06,8683.0,Faucets
125,2020-07-07,20196.0,Faucets
126,2020-07-08,20196.0,Faucets
127,2020-07-09,20196.0,Faucets
128,2020-07-10,18851.0,Faucets
129,2020-07-11,22083.0,Faucets
130,2020-07-12,22083.0,Faucets
131,2020-07-13,21363.0,Faucets
132,2020-07-14,21363.0,Faucets
133,2020-07-15,21363.0,Faucets
134,2020-07-16,26034.0,Faucets
135,2020-07-17,26034.0,Faucets
136,2020-07-18,26034.0,Faucets
137,2020-07-19,26034.0,Faucets
138,2020-07-20,31841.0,Faucets
139,2020-07-21,31841.0,Faucets
140,2020-07-22,31841.0,Faucets
141,2020-07-23,31841.0,Faucets
142,2020-07-24,16454.0,Faucets
143,2020-07-25,15902.0,Faucets
144,2020-07-26,15902.0,Faucets
145,2020-07-27,15902.0,Faucets
146,2020-07-28,12293.0,Faucets
147,2020-07-29,12293.0,Faucets
148,2020-07-30,12293.0,Faucets
149,2020-07-31,12293.0,Faucets
150,2020-08-01,7466.0,Faucets
151,2020-08-02,7466.0,Faucets
152,2020-08-03,7466.0,Faucets
153,2020-08-04,8753.0,Faucets
154,2020-08-05,8753.0,Faucets
155,2020-08-06,8753.0,Faucets
156,2020-08-07,8753.0,Faucets
157,2020-08-08,225239.0,Faucets
158,2020-08-09,225239.0,Faucets
159,2020-08-10,225239.0,Faucets
160,2020-08-11,238845.0,Faucets
161,2020-08-12,238845.0,Faucets
162,2020-08-13,238845.0,Faucets
163,2020-08-14,90471.0,Faucets
164,2020-08-15,90471.0,Faucets
165,2020-08-16,90471.0,Faucets
166,2020-08-17,90471.0,Faucets
167,2020-08-18,106141.0,Faucets
168,2020-08-19,111363.0,Faucets
169,2020-08-20,111363.0,Faucets
170,2020-08-21,111363.0,Faucets
171,2020-08-22,137032.0,Faucets
172,2020-08-23,96908.0,Faucets
173,2020-08-24,96908.0,Faucets
174,2020-08-25,96908.0,Faucets
175,2020-08-26,96908.0,Faucets
176,2020-08-27,47767.0,Faucets
177,2020-08-28,47767.0,Faucets
178,2020-08-29,47767.0,Faucets
179,2020-08-30,47767.0,Faucets
180,2020-08-31,47767.0,Faucets
181,2020-09-01,56036.0,Faucets
182,2020-09-02,56036.0,Faucets
183,2020-09-03,134533.0,Faucets
184,2020-09-04,134533.0,Faucets
185,2020-09-05,167986.0,Faucets
186,2020-09-06,167986.0,Faucets
187,2020-09-07,167986.0,Faucets
188,2020-09-08,119495.0,Faucets
189,2020-09-09,119495.0,Faucets
190,2020-09-10,119495.0,Faucets
191,2020-09-11,119495.0,Faucets
192,2020-09-12,119495.0,Faucets
193,2020-09-13,119495.0,Faucets
194,2020-09-14,53652.0,Faucets
195,2020-09-15,53652.0,Faucets
196,2020-09-16,151532.0,Faucets
197,2020-09-17,151532.0,Faucets
198,2020-09-18,151532.0,Faucets
199,2020-09-19,151532.0,Faucets
200,2020-09-20,151532.0,Faucets
201,2020-09-21,111090.0,Faucets
202,2020-09-22,111090.0,Faucets
203,2020-09-23,111090.0,Faucets
204,2020-09-24,181623.0,Faucets
205,2020-09-25,181623.0,Faucets
206,2020-09-26,181623.0,Faucets
207,2020-09-27,120505.0,Faucets
208,2020-09-28,120505.0,Faucets
209,2020-09-29,120505.0,Faucets
210,2020-09-30,124286.0,Faucets
211,2020-10-01,149092.0,Faucets
212,2020-10-02,149092.0,Faucets
213,2020-10-03,149092.0,Faucets
214,2020-10-04,197991.0,Faucets
215,2020-10-05,197991.0,Faucets
216,2020-10-06,197991.0,Faucets
217,2020-10-07,197991.0,Faucets
218,2020-10-08,114291.0,Faucets
219,2020-10-09,114291.0,Faucets
220,2020-10-10,114291.0,Faucets
221,2020-10-11,114291.0,Faucets
222,2020-10-12,114291.0,Faucets
223,2020-10-13,7796.0,Faucets
224,2020-10-14,7796.0,Faucets
225,2020-10-15,7796.0,Faucets
226,2020-10-16,14520.0,Faucets
227,2020-10-17,14520.0,Faucets
228,2020-10-18,14520.0,Faucets
229,2020-10-19,14520.0,Faucets
230,2020-10-20,14520.0,Faucets
231,2020-10-21,12591.0,Faucets
232,2020-10-22,12591.0,Faucets
233,2020-10-23,12591.0,Faucets
234,2020-10-24,12591.0,Faucets
235,2020-10-25,12720.0,Faucets
236,2020-10-26,12720.0,Faucets
237,2020-10-27,12720.0,Faucets
238,2020-10-28,12720.0,Faucets
239,2020-10-29,13868.0,Faucets
240,2020-10-30,13868.0,Faucets
241,2020-10-31,13868.0,Faucets
242,2020-11-01,13868.0,Faucets
243,2020-11-02,12121.0,Faucets
244,2020-11-03,15246.0,Faucets
245,2020-11-04,15246.0,Faucets
246,2020-11-05,15445.0,Faucets
247,2020-11-06,15445.0,Faucets
248,2020-11-07,15445.0,Faucets
249,2020-11-08,15445.0,Faucets
250,2020-11-09,18662.0,Faucets
251,2020-11-10,18662.0,Faucets
252,2020-11-11,17259.0,Faucets
253,2020-11-12,17259.0,Faucets
254,2020-11-13,17259.0,Faucets
255,2020-11-14,17259.0,Faucets
256,2020-11-15,17259.0,Faucets
257,2020-11-16,26823.0,Faucets
258,2020-11-17,26823.0,Faucets
259,2020-11-18,26823.0,Faucets
260,2020-11-19,26823.0,Faucets
261,2020-11-20,14971.0,Faucets
262,2020-11-21,14971.0,Faucets
263,2020-11-22,14971.0,Faucets
264,2020-11-23,15835.0,Faucets
265,2020-11-24,15835.0,Faucets
266,2020-11-25,15835.0,Faucets
267,2020-11-26,15835.0,Faucets
268,2020-11-27,17970.0,Faucets
269,2020-11-28,17970.0,Faucets
270,2020-11-29,17970.0,Faucets
271,2020-11-30,17970.0,Faucets
272,2020-12-01,17970.0,Faucets
273,2020-12-02,33400.0,Faucets
274,2020-12-03,33400.0,Faucets
275,2020-12-04,33400.0,Faucets
276,2020-12-05,33400.0,Faucets
277,2020-12-06,33400.0,Faucets
278,2020-12-07,16920.0,Faucets
279,2020-12-08,16920.0,Faucets
280,2020-12-09,16920.0,Faucets
281,2020-12-10,16920.0,Faucets
282,2020-12-11,32174.0,Faucets
283,2020-12-12,32174.0,Faucets
284,2020-12-13,32174.0,Faucets
285,2020-12-14,43996.0,Faucets
286,2020-12-15,43996.0,Faucets
287,2020-12-16,43996.0,Faucets
288,2020-12-17,43996.0,Faucets
289,2020-12-18,28269.0,Faucets
290,2020-12-19,28269.0,Faucets
291,2020-12-20,28269.0,Faucets
292,2020-12-21,28269.0,Faucets
293,2020-12-22,22280.0,Faucets
294,2020-12-23,22280.0,Faucets
295,2020-12-24,22280.0,Faucets
296,2020-12-25,17004.0,Faucets
297,2020-12-26,17004.0,Faucets
298,2020-12-27,17004.0,Faucets
299,2020-12-28,17004.0,Faucets
300,2020-12-29,17004.0,Faucets
301,2020-12-30,28442.0,Faucets
302,2020-12-31,29197.0,Faucets
303,2021-01-01,29197.0,Faucets
304,2021-01-02,29197.0,Faucets
305,2021-01-03,29691.0,Faucets
306,2021-01-04,29691.0,Faucets
307,2021-01-05,19110.0,Faucets
308,2021-01-06,19110.0,Faucets
309,2021-01-07,19110.0,Faucets
310,2021-01-08,12906.0,Faucets
311,2021-01-09,15387.0,Faucets
312,2021-01-10,15387.0,Faucets
313,2021-01-11,15387.0,Faucets
314,2021-01-12,20145.0,Faucets
315,2021-01-13,20145.0,Faucets
316,2021-01-14,14712.0,Faucets
317,2021-01-15,18060.0,Faucets
318,2021-01-16,27260.0,Faucets
319,2021-01-17,27260.0,Faucets
320,2021-01-18,27260.0,Faucets
321,2021-01-19,27260.0,Faucets
322,2021-01-20,27260.0,Faucets
323,2021-01-21,17114.0,Faucets
324,2021-01-22,17114.0,Faucets
325,2021-01-23,17114.0,Faucets
326,2021-01-24,16152.0,Faucets
327,2021-01-25,13103.0,Faucets
328,2021-01-26,13103.0,Faucets
329,2021-01-27,13103.0,Faucets
330,2021-01-28,18317.0,Faucets
331,2021-01-29,18317.0,Faucets
332,2021-01-30,18317.0,Faucets
333,2021-01-31,25278.0,Faucets
334,2021-02-01,25278.0,Faucets
335,2021-02-02,25278.0,Faucets
336,2021-02-03,12505.0,Faucets
337,2021-02-04,12505.0,Faucets
338,2021-02-05,12505.0,Faucets
339,2021-02-06,12505.0,Faucets
340,2021-02-07,12505.0,Faucets
341,2021-02-08,20784.0,Faucets
342,2021-02-09,20784.0,Faucets
343,2021-02-10,20784.0,Faucets
344,2021-02-11,34102.0,Faucets
345,2021-02-12,34102.0,Faucets
346,2021-02-13,34102.0,Faucets
347,2021-02-14,12812.0,Faucets
348,2021-02-15,12812.0,Faucets
349,2021-02-16,13334.0,Faucets
350,2021-02-17,13334.0,Faucets
351,2021-02-18,20834.0,Faucets
352,2021-02-19,20834.0,Faucets
353,2021-02-20,20834.0,Faucets
354,2021-02-21,12506.0,Faucets
355,2021-02-22,12506.0,Faucets
356,2021-02-23,12506.0,Faucets
357,2021-02-24,22895.0,Faucets
358,2021-02-25,22895.0,Faucets
359,2021-02-26,22895.0,Faucets
360,2021-02-27,22895.0,Faucets
361,2021-02-28,22895.0,Faucets
362,2021-03-01,21266.0,Faucets
363,2021-03-02,21266.0,Faucets
364,2021-03-03,27088.0,Faucets
365,2021-03-04,27088.0,Faucets
366,2021-03-05,27088.0,Faucets
367,2021-03-06,27088.0,Faucets
368,2021-03-07,13631.0,Faucets
369,2021-03-08,13631.0,Faucets
370,2021-03-09,13631.0,Faucets
371,2021-03-10,22829.0,Faucets
372,2021-03-11,22829.0,Faucets
373,2021-03-12,22829.0,Faucets
374,2021-03-13,22829.0,Faucets
375,2021-03-14,14201.0,Faucets
376,2021-03-15,14201.0,Faucets
377,2021-03-16,14201.0,Faucets
378,2021-03-17,16210.0,Faucets
379,2021-03-18,16210.0,Faucets
380,2021-03-19,16630.0,Faucets
381,2021-03-20,16630.0,Faucets
382,2021-03-21,16630.0,Faucets
383,2021-03-22,16630.0,Faucets
384,2021-03-23,17010.0,Faucets
385,2021-03-24,17010.0,Faucets
386,2021-03-25,14131.0,Faucets
387,2021-03-26,14131.0,Faucets
388,2021-03-27,14131.0,Faucets
389,2021-03-28,21074.0,Faucets
390,2021-03-29,13033.0,Faucets
391,2021-03-30,13033.0,Faucets
392,2021-03-31,15344.0,Faucets
393,2021-04-01,15344.0,Faucets
394,2021-04-02,14957.0,Faucets
395,2021-04-03,22883.0,Faucets
396,2021-04-04,22883.0,Faucets
397,2021-04-05,10324.0,Faucets
398,2021-04-06,10324.0,Faucets
399,2021-04-07,15527.0,Faucets
400,2021-04-08,15527.0,Faucets
401,2021-04-09,15527.0,Faucets
402,2021-04-10,8870.0,Faucets
403,2021-04-11,8870.0,Faucets
404,2021-04-12,8449.0,Faucets
405,2021-04-13,8449.0,Faucets
406,2021-04-14,10104.0,Faucets
407,2021-04-15,10104.0,Faucets
408,2021-04-16,10104.0,Faucets
409,2021-04-17,10690.0,Faucets
410,2021-04-18,10690.0,Faucets
411,2021-04-19,10690.0,Faucets
412,2021-04-20,9123.0,Faucets
413,2021-04-21,9123.0,Faucets
414,2021-04-22,9683.0,Faucets
415,2021-04-23,9683.0,Faucets
416,2021-04-24,10322.0,Faucets
417,2021-04-25,10322.0,Faucets
418,2021-04-26,13179.0,Faucets
419,2021-04-27,13179.0,Faucets
420,2021-04-28,13179.0,Faucets
421,2021-04-29,8662.0,Faucets
422,2021-04-30,8662.0,Faucets
423,2021-05-01,9170.0,Faucets
424,2021-05-02,8026.0,Faucets
425,2021-05-03,8026.0,Faucets
426,2021-05-04,8745.0,Faucets
427,2021-05-05,8745.0,Faucets
428,2021-05-06,10186.0,Faucets
429,2021-05-07,10186.0,Faucets
430,2021-05-08,10186.0,Faucets
431,2021-05-09,8614.0,Faucets
432,2021-05-10,8614.0,Faucets
433,2021-05-11,8614.0,Faucets
434,2021-05-12,9715.0,Faucets
435,2021-05-13,9715.0,Faucets
436,2021-05-14,7689.0,Faucets
437,2021-05-15,7689.0,Faucets
438,2021-05-16,5926.0,Faucets
439,2021-05-17,5926.0,Faucets
440,2021-05-18,7109.0,Faucets
441,2021-05-19,7322.0,Faucets
442,2021-05-20,5909.0,Faucets
443,2021-05-21,5909.0,Faucets
444,2021-05-22,7930.0,Faucets
445,2021-05-23,7930.0,Faucets
446,2021-05-24,7271.0,Faucets
447,2021-05-25,7271.0,Faucets
448,2021-05-26,7271.0,Faucets
449,2021-05-27,4617.0,Faucets
450,2021-05-28,4617.0,Faucets
451,2021-05-29,5207.0,Faucets
452,2021-05-30,5207.0,Faucets
453,2021-05-31,5207.0,Faucets
454,2021-06-01,5451.0,Faucets
455,2021-06-02,5451.0,Faucets
456,2021-06-03,4501.0,Faucets
457,2021-06-04,4501.0,Faucets
458,2021-06-05,4979.0,Faucets
459,2021-06-06,4979.0,Faucets
460,2021-06-07,4297.0,Faucets
461,2021-06-08,4297.0,Faucets
462,2021-06-09,6001.0,Faucets
463,2021-06-10,6086.0,Faucets
464,2021-06-11,6086.0,Faucets
465,2021-06-12,6086.0,Faucets
466,2021-06-13,3383.0,Faucets
467,2021-06-14,3383.0,Faucets
468,2021-06-15,2915.0,Faucets
469,2021-06-16,2521.0,Faucets
470,2021-06-17,2521.0,Faucets
471,2021-06-18,2867.0,Faucets
472,2021-06-19,2867.0,Faucets
473,2021-06-20,3083.0,Faucets
474,2021-06-21,3083.0,Faucets
475,2021-06-22,4465.0,Faucets
476,2021-06-23,4465.0,Faucets
477,2021-06-24,4465.0,Faucets
478,2021-06-25,4584.0,Faucets
479,2021-06-26,5009.0,Faucets
480,2021-06-27,5009.0,Faucets
481,2021-06-28,5009.0,Faucets
482,2021-06-29,2982.0,Faucets
483,2021-06-30,2982.0,Faucets
484,2021-07-01,4983.0,Faucets
485,2021-07-02,4983.0,Faucets
486,2021-07-03,4983.0,Faucets
487,2021-07-04,5310.0,Faucets
488,2021-07-05,5310.0,Faucets
489,2021-07-06,5571.0,Faucets
490,2021-07-07,5571.0,Faucets
491,2021-07-08,5824.0,Faucets
492,2021-07-09,6960.0,Faucets
493,2021-07-10,4861.0,Faucets
