,date,value,name_B07GNSH1VB
78,2020-08-08,9641.0,B8 (Inositol)
79,2020-08-09,9641.0,B8 (Inositol)
80,2020-08-10,10456.0,B8 (Inositol)
81,2020-08-11,10456.0,B8 (Inositol)
82,2020-08-12,10456.0,B8 (Inositol)
83,2020-08-13,9963.0,B8 (Inositol)
84,2020-08-14,9963.0,B8 (Inositol)
85,2020-08-15,9963.0,B8 (Inositol)
86,2020-08-16,9904.0,B8 (Inositol)
87,2020-08-17,9904.0,B8 (Inositol)
88,2020-08-18,10918.0,B8 (Inositol)
89,2020-08-19,10918.0,B8 (Inositol)
90,2020-08-20,10918.0,B8 (Inositol)
91,2020-08-21,9245.0,B8 (Inositol)
92,2020-08-22,9245.0,B8 (Inositol)
93,2020-08-23,9245.0,B8 (Inositol)
94,2020-08-24,9949.0,B8 (Inositol)
95,2020-08-25,9949.0,B8 (Inositol)
96,2020-08-26,9949.0,B8 (Inositol)
97,2020-08-27,9762.0,B8 (Inositol)
98,2020-08-28,9038.0,B8 (Inositol)
99,2020-08-29,9038.0,B8 (Inositol)
100,2020-08-30,9038.0,B8 (Inositol)
101,2020-08-31,10116.0,B8 (Inositol)
102,2020-09-01,10474.0,B8 (Inositol)
103,2020-09-02,10474.0,B8 (Inositol)
104,2020-09-03,8127.0,B8 (Inositol)
105,2020-09-04,8476.0,B8 (Inositol)
106,2020-09-05,7608.0,B8 (Inositol)
107,2020-09-06,8030.0,B8 (Inositol)
108,2020-09-07,10617.0,B8 (Inositol)
109,2020-09-08,10617.0,B8 (Inositol)
110,2020-09-09,8318.0,B8 (Inositol)
111,2020-09-10,10018.0,B8 (Inositol)
112,2020-09-11,9746.0,B8 (Inositol)
113,2020-09-12,9746.0,B8 (Inositol)
114,2020-09-13,9746.0,B8 (Inositol)
115,2020-09-14,9246.0,B8 (Inositol)
116,2020-09-15,8804.0,B8 (Inositol)
117,2020-09-16,9504.0,B8 (Inositol)
118,2020-09-17,8239.0,B8 (Inositol)
119,2020-09-18,8239.0,B8 (Inositol)
120,2020-09-19,8206.0,B8 (Inositol)
121,2020-09-20,8206.0,B8 (Inositol)
122,2020-09-21,10432.0,B8 (Inositol)
123,2020-09-22,10432.0,B8 (Inositol)
124,2020-09-23,10682.0,B8 (Inositol)
125,2020-09-24,10682.0,B8 (Inositol)
126,2020-09-25,10643.0,B8 (Inositol)
127,2020-09-26,10643.0,B8 (Inositol)
128,2020-09-27,10115.0,B8 (Inositol)
129,2020-09-28,9336.0,B8 (Inositol)
130,2020-09-29,8208.0,B8 (Inositol)
131,2020-09-30,8208.0,B8 (Inositol)
132,2020-10-01,8755.0,B8 (Inositol)
133,2020-10-02,8644.0,B8 (Inositol)
134,2020-10-03,9270.0,B8 (Inositol)
135,2020-10-04,9270.0,B8 (Inositol)
136,2020-10-05,9270.0,B8 (Inositol)
137,2020-10-06,8346.0,B8 (Inositol)
138,2020-10-07,8658.0,B8 (Inositol)
139,2020-10-08,8658.0,B8 (Inositol)
140,2020-10-09,8658.0,B8 (Inositol)
141,2020-10-10,8549.0,B8 (Inositol)
142,2020-10-11,8549.0,B8 (Inositol)
143,2020-10-12,8549.0,B8 (Inositol)
144,2020-10-13,8189.0,B8 (Inositol)
145,2020-10-14,8189.0,B8 (Inositol)
146,2020-10-15,7843.0,B8 (Inositol)
147,2020-10-16,7843.0,B8 (Inositol)
148,2020-10-17,7843.0,B8 (Inositol)
149,2020-10-18,10947.0,B8 (Inositol)
150,2020-10-19,10947.0,B8 (Inositol)
151,2020-10-20,10947.0,B8 (Inositol)
152,2020-10-21,10817.0,B8 (Inositol)
153,2020-10-22,10817.0,B8 (Inositol)
154,2020-10-23,10817.0,B8 (Inositol)
155,2020-10-24,10817.0,B8 (Inositol)
156,2020-10-25,10817.0,B8 (Inositol)
157,2020-10-26,8418.0,B8 (Inositol)
158,2020-10-27,8418.0,B8 (Inositol)
159,2020-10-28,10254.0,B8 (Inositol)
160,2020-10-29,10254.0,B8 (Inositol)
161,2020-10-30,8598.0,B8 (Inositol)
162,2020-10-31,9142.0,B8 (Inositol)
163,2020-11-01,9142.0,B8 (Inositol)
164,2020-11-02,9804.0,B8 (Inositol)
165,2020-11-03,9455.0,B8 (Inositol)
166,2020-11-04,9455.0,B8 (Inositol)
167,2020-11-05,9455.0,B8 (Inositol)
168,2020-11-06,9438.0,B8 (Inositol)
169,2020-11-07,10672.0,B8 (Inositol)
170,2020-11-08,9156.0,B8 (Inositol)
171,2020-11-09,9156.0,B8 (Inositol)
172,2020-11-10,9156.0,B8 (Inositol)
173,2020-11-11,9704.0,B8 (Inositol)
174,2020-11-12,10725.0,B8 (Inositol)
175,2020-11-13,10725.0,B8 (Inositol)
176,2020-11-14,10725.0,B8 (Inositol)
177,2020-11-15,11641.0,B8 (Inositol)
178,2020-11-16,10130.0,B8 (Inositol)
179,2020-11-17,9409.0,B8 (Inositol)
180,2020-11-18,9409.0,B8 (Inositol)
181,2020-11-19,10135.0,B8 (Inositol)
182,2020-11-20,10135.0,B8 (Inositol)
183,2020-11-21,9033.0,B8 (Inositol)
184,2020-11-22,9033.0,B8 (Inositol)
185,2020-11-23,9536.0,B8 (Inositol)
186,2020-11-24,9536.0,B8 (Inositol)
187,2020-11-25,9536.0,B8 (Inositol)
188,2020-11-26,10404.0,B8 (Inositol)
189,2020-11-27,10352.0,B8 (Inositol)
190,2020-11-28,10352.0,B8 (Inositol)
191,2020-11-29,12127.0,B8 (Inositol)
192,2020-11-30,12476.0,B8 (Inositol)
193,2020-12-01,11800.0,B8 (Inositol)
194,2020-12-02,13334.0,B8 (Inositol)
195,2020-12-03,13334.0,B8 (Inositol)
196,2020-12-04,12495.0,B8 (Inositol)
197,2020-12-05,12304.0,B8 (Inositol)
198,2020-12-06,12304.0,B8 (Inositol)
199,2020-12-07,12708.0,B8 (Inositol)
200,2020-12-08,12708.0,B8 (Inositol)
201,2020-12-09,13978.0,B8 (Inositol)
202,2020-12-10,13978.0,B8 (Inositol)
203,2020-12-11,14616.0,B8 (Inositol)
204,2020-12-12,14616.0,B8 (Inositol)
205,2020-12-13,17046.0,B8 (Inositol)
206,2020-12-14,17046.0,B8 (Inositol)
207,2020-12-15,17046.0,B8 (Inositol)
208,2020-12-16,15489.0,B8 (Inositol)
209,2020-12-17,15489.0,B8 (Inositol)
210,2020-12-18,15489.0,B8 (Inositol)
211,2020-12-19,14264.0,B8 (Inositol)
212,2020-12-20,16637.0,B8 (Inositol)
213,2020-12-21,16637.0,B8 (Inositol)
214,2020-12-22,17670.0,B8 (Inositol)
215,2020-12-23,15554.0,B8 (Inositol)
216,2020-12-24,12676.0,B8 (Inositol)
217,2020-12-25,12676.0,B8 (Inositol)
218,2020-12-26,14361.0,B8 (Inositol)
219,2020-12-27,14361.0,B8 (Inositol)
220,2020-12-28,17181.0,B8 (Inositol)
221,2020-12-29,15293.0,B8 (Inositol)
222,2020-12-30,15293.0,B8 (Inositol)
223,2020-12-31,15293.0,B8 (Inositol)
224,2021-01-01,18305.0,B8 (Inositol)
225,2021-01-02,18305.0,B8 (Inositol)
226,2021-01-03,18305.0,B8 (Inositol)
227,2021-01-04,18763.0,B8 (Inositol)
228,2021-01-05,18763.0,B8 (Inositol)
229,2021-01-06,18763.0,B8 (Inositol)
230,2021-01-07,13916.0,B8 (Inositol)
231,2021-01-08,13916.0,B8 (Inositol)
232,2021-01-09,16605.0,B8 (Inositol)
233,2021-01-10,17978.0,B8 (Inositol)
234,2021-01-11,21078.0,B8 (Inositol)
235,2021-01-12,23351.0,B8 (Inositol)
236,2021-01-13,18589.0,B8 (Inositol)
237,2021-01-14,22872.0,B8 (Inositol)
238,2021-01-15,22872.0,B8 (Inositol)
239,2021-01-16,27041.0,B8 (Inositol)
240,2021-01-17,23755.0,B8 (Inositol)
241,2021-01-18,23755.0,B8 (Inositol)
242,2021-01-19,23290.0,B8 (Inositol)
243,2021-01-20,21611.0,B8 (Inositol)
244,2021-01-21,17649.0,B8 (Inositol)
245,2021-01-22,19768.0,B8 (Inositol)
246,2021-01-23,20662.0,B8 (Inositol)
247,2021-01-24,20662.0,B8 (Inositol)
248,2021-01-25,17840.0,B8 (Inositol)
249,2021-01-26,16532.0,B8 (Inositol)
250,2021-01-27,18355.0,B8 (Inositol)
251,2021-01-28,21950.0,B8 (Inositol)
252,2021-01-29,21950.0,B8 (Inositol)
253,2021-01-30,21950.0,B8 (Inositol)
254,2021-01-31,18811.0,B8 (Inositol)
255,2021-02-01,18811.0,B8 (Inositol)
256,2021-02-02,16602.0,B8 (Inositol)
257,2021-02-03,16602.0,B8 (Inositol)
258,2021-02-04,18540.0,B8 (Inositol)
259,2021-02-05,20679.0,B8 (Inositol)
260,2021-02-06,20679.0,B8 (Inositol)
261,2021-02-07,20679.0,B8 (Inositol)
262,2021-02-08,18562.0,B8 (Inositol)
263,2021-02-09,18562.0,B8 (Inositol)
264,2021-02-10,18562.0,B8 (Inositol)
265,2021-02-11,16739.0,B8 (Inositol)
266,2021-02-12,16739.0,B8 (Inositol)
267,2021-02-13,16739.0,B8 (Inositol)
268,2021-02-14,22800.0,B8 (Inositol)
269,2021-02-15,22800.0,B8 (Inositol)
270,2021-02-16,22800.0,B8 (Inositol)
271,2021-02-17,19245.0,B8 (Inositol)
272,2021-02-18,19245.0,B8 (Inositol)
273,2021-02-19,17175.0,B8 (Inositol)
274,2021-02-20,14972.0,B8 (Inositol)
275,2021-02-21,14972.0,B8 (Inositol)
276,2021-02-22,14972.0,B8 (Inositol)
277,2021-02-23,16450.0,B8 (Inositol)
278,2021-02-24,16450.0,B8 (Inositol)
279,2021-02-25,15419.0,B8 (Inositol)
280,2021-02-26,16041.0,B8 (Inositol)
281,2021-02-27,16041.0,B8 (Inositol)
282,2021-02-28,16034.0,B8 (Inositol)
283,2021-03-01,16034.0,B8 (Inositol)
284,2021-03-02,17259.0,B8 (Inositol)
285,2021-03-03,17505.0,B8 (Inositol)
286,2021-03-04,13697.0,B8 (Inositol)
287,2021-03-05,17838.0,B8 (Inositol)
288,2021-03-06,17838.0,B8 (Inositol)
289,2021-03-07,17838.0,B8 (Inositol)
290,2021-03-08,19158.0,B8 (Inositol)
291,2021-03-09,16739.0,B8 (Inositol)
292,2021-03-10,16739.0,B8 (Inositol)
293,2021-03-11,16739.0,B8 (Inositol)
294,2021-03-12,15871.0,B8 (Inositol)
295,2021-03-13,15871.0,B8 (Inositol)
296,2021-03-14,15871.0,B8 (Inositol)
297,2021-03-15,15598.0,B8 (Inositol)
298,2021-03-16,15598.0,B8 (Inositol)
299,2021-03-17,16419.0,B8 (Inositol)
300,2021-03-18,17234.0,B8 (Inositol)
301,2021-03-19,18322.0,B8 (Inositol)
302,2021-03-20,18322.0,B8 (Inositol)
303,2021-03-21,18080.0,B8 (Inositol)
304,2021-03-22,19548.0,B8 (Inositol)
305,2021-03-23,17086.0,B8 (Inositol)
306,2021-03-24,17086.0,B8 (Inositol)
307,2021-03-25,17891.0,B8 (Inositol)
308,2021-03-26,16486.0,B8 (Inositol)
309,2021-03-27,16486.0,B8 (Inositol)
310,2021-03-28,16486.0,B8 (Inositol)
311,2021-03-29,19425.0,B8 (Inositol)
312,2021-03-30,21929.0,B8 (Inositol)
313,2021-03-31,19760.0,B8 (Inositol)
314,2021-04-01,19760.0,B8 (Inositol)
315,2021-04-02,13494.0,B8 (Inositol)
316,2021-04-03,13494.0,B8 (Inositol)
317,2021-04-04,13494.0,B8 (Inositol)
318,2021-04-05,17044.0,B8 (Inositol)
319,2021-04-06,17044.0,B8 (Inositol)
320,2021-04-07,17044.0,B8 (Inositol)
321,2021-04-08,16889.0,B8 (Inositol)
322,2021-04-09,16889.0,B8 (Inositol)
323,2021-04-10,16889.0,B8 (Inositol)
324,2021-04-11,19203.0,B8 (Inositol)
325,2021-04-12,15498.0,B8 (Inositol)
326,2021-04-13,18415.0,B8 (Inositol)
327,2021-04-14,18415.0,B8 (Inositol)
328,2021-04-15,20660.0,B8 (Inositol)
329,2021-04-16,20330.0,B8 (Inositol)
330,2021-04-17,21979.0,B8 (Inositol)
331,2021-04-18,21979.0,B8 (Inositol)
332,2021-04-19,21979.0,B8 (Inositol)
333,2021-04-20,22636.0,B8 (Inositol)
334,2021-04-21,21750.0,B8 (Inositol)
335,2021-04-22,18589.0,B8 (Inositol)
336,2021-04-23,22317.0,B8 (Inositol)
337,2021-04-24,22317.0,B8 (Inositol)
338,2021-04-25,20807.0,B8 (Inositol)
339,2021-04-26,19947.0,B8 (Inositol)
340,2021-04-27,17378.0,B8 (Inositol)
341,2021-04-28,17378.0,B8 (Inositol)
342,2021-04-29,17378.0,B8 (Inositol)
343,2021-04-30,21452.0,B8 (Inositol)
344,2021-05-01,21452.0,B8 (Inositol)
345,2021-05-02,21452.0,B8 (Inositol)
346,2021-05-03,20513.0,B8 (Inositol)
347,2021-05-04,20513.0,B8 (Inositol)
348,2021-05-05,21269.0,B8 (Inositol)
349,2021-05-06,19655.0,B8 (Inositol)
350,2021-05-07,20109.0,B8 (Inositol)
351,2021-05-08,20109.0,B8 (Inositol)
352,2021-05-09,20109.0,B8 (Inositol)
353,2021-05-10,24042.0,B8 (Inositol)
354,2021-05-11,24042.0,B8 (Inositol)
355,2021-05-12,20828.0,B8 (Inositol)
356,2021-05-13,20967.0,B8 (Inositol)
357,2021-05-14,16418.0,B8 (Inositol)
358,2021-05-15,16418.0,B8 (Inositol)
359,2021-05-16,18213.0,B8 (Inositol)
360,2021-05-17,20672.0,B8 (Inositol)
361,2021-05-18,20672.0,B8 (Inositol)
362,2021-05-19,20930.0,B8 (Inositol)
363,2021-05-20,19529.0,B8 (Inositol)
364,2021-05-21,24302.0,B8 (Inositol)
365,2021-05-22,24302.0,B8 (Inositol)
366,2021-05-23,25026.0,B8 (Inositol)
367,2021-05-24,25026.0,B8 (Inositol)
368,2021-05-25,25026.0,B8 (Inositol)
369,2021-05-26,19643.0,B8 (Inositol)
370,2021-05-27,20772.0,B8 (Inositol)
371,2021-05-28,27435.0,B8 (Inositol)
372,2021-05-29,27435.0,B8 (Inositol)
373,2021-05-30,27435.0,B8 (Inositol)
374,2021-05-31,19750.0,B8 (Inositol)
375,2021-06-01,15566.0,B8 (Inositol)
376,2021-06-02,15566.0,B8 (Inositol)
377,2021-06-03,18830.0,B8 (Inositol)
378,2021-06-04,18830.0,B8 (Inositol)
379,2021-06-05,18830.0,B8 (Inositol)
380,2021-06-06,15598.0,B8 (Inositol)
381,2021-06-07,16957.0,B8 (Inositol)
382,2021-06-08,16957.0,B8 (Inositol)
383,2021-06-09,19958.0,B8 (Inositol)
384,2021-06-10,19958.0,B8 (Inositol)
385,2021-06-11,19958.0,B8 (Inositol)
386,2021-06-12,21197.0,B8 (Inositol)
387,2021-06-13,21197.0,B8 (Inositol)
388,2021-06-14,21197.0,B8 (Inositol)
389,2021-06-15,21887.0,B8 (Inositol)
390,2021-06-16,21887.0,B8 (Inositol)
391,2021-06-17,20256.0,B8 (Inositol)
392,2021-06-18,20256.0,B8 (Inositol)
393,2021-06-19,20256.0,B8 (Inositol)
394,2021-06-20,24960.0,B8 (Inositol)
395,2021-06-21,23418.0,B8 (Inositol)
396,2021-06-22,23909.0,B8 (Inositol)
397,2021-06-23,22570.0,B8 (Inositol)
398,2021-06-24,22570.0,B8 (Inositol)
399,2021-06-25,26859.0,B8 (Inositol)
400,2021-06-26,26859.0,B8 (Inositol)
401,2021-06-27,26859.0,B8 (Inositol)
402,2021-06-28,26053.0,B8 (Inositol)
403,2021-06-29,21868.0,B8 (Inositol)
404,2021-06-30,21868.0,B8 (Inositol)
405,2021-07-01,21814.0,B8 (Inositol)
406,2021-07-02,21814.0,B8 (Inositol)
407,2021-07-03,25787.0,B8 (Inositol)
408,2021-07-04,25787.0,B8 (Inositol)
409,2021-07-05,26526.0,B8 (Inositol)
410,2021-07-06,26526.0,B8 (Inositol)
411,2021-07-07,24459.0,B8 (Inositol)
412,2021-07-08,24887.0,B8 (Inositol)
413,2021-07-09,24887.0,B8 (Inositol)
414,2021-07-10,35984.0,B8 (Inositol)
415,2021-07-11,29595.0,B8 (Inositol)
