,date,value,name_B07R9QMMP6
481,2020-08-29,15621.0,Air Purifier Parts & Accessories
482,2020-08-30,15621.0,Air Purifier Parts & Accessories
483,2020-08-31,15621.0,Air Purifier Parts & Accessories
484,2020-09-01,17884.0,Air Purifier Parts & Accessories
485,2020-09-02,17884.0,Air Purifier Parts & Accessories
486,2020-09-03,17884.0,Air Purifier Parts & Accessories
487,2020-09-04,17884.0,Air Purifier Parts & Accessories
488,2020-09-05,17884.0,Air Purifier Parts & Accessories
489,2020-09-06,16233.0,Air Purifier Parts & Accessories
490,2020-09-07,16233.0,Air Purifier Parts & Accessories
491,2020-09-08,16098.0,Air Purifier Parts & Accessories
492,2020-09-09,13536.0,Air Purifier Parts & Accessories
493,2020-09-10,13536.0,Air Purifier Parts & Accessories
494,2020-09-11,4800.0,Air Purifier Parts & Accessories
495,2020-09-12,4800.0,Air Purifier Parts & Accessories
496,2020-09-13,4033.0,Air Purifier Parts & Accessories
497,2020-09-14,5315.0,Air Purifier Parts & Accessories
498,2020-09-15,5315.0,Air Purifier Parts & Accessories
499,2020-09-16,5561.0,Air Purifier Parts & Accessories
500,2020-09-17,5561.0,Air Purifier Parts & Accessories
501,2020-09-18,11759.0,Air Purifier Parts & Accessories
502,2020-09-19,11759.0,Air Purifier Parts & Accessories
503,2020-09-20,11759.0,Air Purifier Parts & Accessories
504,2020-09-21,14356.0,Air Purifier Parts & Accessories
505,2020-09-22,14120.0,Air Purifier Parts & Accessories
506,2020-09-23,13766.0,Air Purifier Parts & Accessories
507,2020-09-24,15403.0,Air Purifier Parts & Accessories
508,2020-09-25,15403.0,Air Purifier Parts & Accessories
509,2020-09-26,13554.0,Air Purifier Parts & Accessories
510,2020-09-27,13554.0,Air Purifier Parts & Accessories
511,2020-09-28,15007.0,Air Purifier Parts & Accessories
512,2020-09-29,13609.0,Air Purifier Parts & Accessories
513,2020-09-30,13609.0,Air Purifier Parts & Accessories
514,2020-10-01,13609.0,Air Purifier Parts & Accessories
515,2020-10-02,15309.0,Air Purifier Parts & Accessories
516,2020-10-03,15309.0,Air Purifier Parts & Accessories
517,2020-10-04,15309.0,Air Purifier Parts & Accessories
518,2020-10-05,18442.0,Air Purifier Parts & Accessories
519,2020-10-06,14494.0,Air Purifier Parts & Accessories
520,2020-10-07,15494.0,Air Purifier Parts & Accessories
521,2020-10-08,17340.0,Air Purifier Parts & Accessories
522,2020-10-09,17340.0,Air Purifier Parts & Accessories
523,2020-10-10,17340.0,Air Purifier Parts & Accessories
524,2020-10-11,17340.0,Air Purifier Parts & Accessories
525,2020-10-12,13225.0,Air Purifier Parts & Accessories
526,2020-10-13,13225.0,Air Purifier Parts & Accessories
527,2020-10-14,21007.0,Air Purifier Parts & Accessories
528,2020-10-15,21007.0,Air Purifier Parts & Accessories
529,2020-10-16,21007.0,Air Purifier Parts & Accessories
530,2020-10-17,19576.0,Air Purifier Parts & Accessories
531,2020-10-18,19576.0,Air Purifier Parts & Accessories
532,2020-10-19,19576.0,Air Purifier Parts & Accessories
533,2020-10-20,17042.0,Air Purifier Parts & Accessories
534,2020-10-21,15729.0,Air Purifier Parts & Accessories
535,2020-10-22,15729.0,Air Purifier Parts & Accessories
536,2020-10-23,21113.0,Air Purifier Parts & Accessories
537,2020-10-24,21113.0,Air Purifier Parts & Accessories
538,2020-10-25,21113.0,Air Purifier Parts & Accessories
539,2020-10-26,25162.0,Air Purifier Parts & Accessories
540,2020-10-27,25162.0,Air Purifier Parts & Accessories
541,2020-10-28,29184.0,Air Purifier Parts & Accessories
542,2020-10-29,24495.0,Air Purifier Parts & Accessories
543,2020-10-30,24495.0,Air Purifier Parts & Accessories
544,2020-10-31,24495.0,Air Purifier Parts & Accessories
545,2020-11-01,24495.0,Air Purifier Parts & Accessories
546,2020-11-02,21564.0,Air Purifier Parts & Accessories
547,2020-11-03,21611.0,Air Purifier Parts & Accessories
548,2020-11-04,21611.0,Air Purifier Parts & Accessories
549,2020-11-05,21611.0,Air Purifier Parts & Accessories
550,2020-11-06,19996.0,Air Purifier Parts & Accessories
551,2020-11-07,19996.0,Air Purifier Parts & Accessories
552,2020-11-08,19996.0,Air Purifier Parts & Accessories
553,2020-11-09,19996.0,Air Purifier Parts & Accessories
554,2020-11-10,36673.0,Air Purifier Parts & Accessories
555,2020-11-11,27447.0,Air Purifier Parts & Accessories
556,2020-11-12,27447.0,Air Purifier Parts & Accessories
557,2020-11-13,27447.0,Air Purifier Parts & Accessories
558,2020-11-14,27447.0,Air Purifier Parts & Accessories
559,2020-11-15,27447.0,Air Purifier Parts & Accessories
560,2020-11-16,30693.0,Air Purifier Parts & Accessories
561,2020-11-17,30693.0,Air Purifier Parts & Accessories
562,2020-11-18,30693.0,Air Purifier Parts & Accessories
563,2020-11-19,30693.0,Air Purifier Parts & Accessories
564,2020-11-20,27733.0,Air Purifier Parts & Accessories
565,2020-11-21,27733.0,Air Purifier Parts & Accessories
566,2020-11-22,27733.0,Air Purifier Parts & Accessories
567,2020-11-23,27733.0,Air Purifier Parts & Accessories
568,2020-11-24,27733.0,Air Purifier Parts & Accessories
569,2020-11-25,27733.0,Air Purifier Parts & Accessories
570,2020-11-26,27733.0,Air Purifier Parts & Accessories
571,2020-11-27,27733.0,Air Purifier Parts & Accessories
572,2020-11-28,39547.0,Air Purifier Parts & Accessories
573,2020-11-29,39547.0,Air Purifier Parts & Accessories
574,2020-11-30,39547.0,Air Purifier Parts & Accessories
575,2020-12-01,39547.0,Air Purifier Parts & Accessories
576,2020-12-02,39547.0,Air Purifier Parts & Accessories
577,2020-12-03,39547.0,Air Purifier Parts & Accessories
578,2020-12-04,39547.0,Air Purifier Parts & Accessories
579,2020-12-05,39529.0,Air Purifier Parts & Accessories
580,2020-12-06,39529.0,Air Purifier Parts & Accessories
581,2020-12-07,28847.0,Air Purifier Parts & Accessories
582,2020-12-08,28847.0,Air Purifier Parts & Accessories
583,2020-12-09,37612.0,Air Purifier Parts & Accessories
584,2020-12-10,29526.0,Air Purifier Parts & Accessories
585,2020-12-11,30418.0,Air Purifier Parts & Accessories
586,2020-12-12,35944.0,Air Purifier Parts & Accessories
587,2020-12-13,33396.0,Air Purifier Parts & Accessories
588,2020-12-14,30135.0,Air Purifier Parts & Accessories
589,2020-12-15,33270.0,Air Purifier Parts & Accessories
590,2020-12-16,34756.0,Air Purifier Parts & Accessories
591,2020-12-17,27329.0,Air Purifier Parts & Accessories
592,2020-12-18,32198.0,Air Purifier Parts & Accessories
593,2020-12-19,32198.0,Air Purifier Parts & Accessories
594,2020-12-20,34042.0,Air Purifier Parts & Accessories
595,2020-12-21,28029.0,Air Purifier Parts & Accessories
596,2020-12-22,28029.0,Air Purifier Parts & Accessories
597,2020-12-23,24942.0,Air Purifier Parts & Accessories
598,2020-12-24,23269.0,Air Purifier Parts & Accessories
599,2020-12-25,21995.0,Air Purifier Parts & Accessories
600,2020-12-26,27967.0,Air Purifier Parts & Accessories
601,2020-12-27,30147.0,Air Purifier Parts & Accessories
602,2020-12-28,34018.0,Air Purifier Parts & Accessories
603,2020-12-29,28247.0,Air Purifier Parts & Accessories
604,2020-12-30,26940.0,Air Purifier Parts & Accessories
605,2020-12-31,24284.0,Air Purifier Parts & Accessories
606,2021-01-01,24495.0,Air Purifier Parts & Accessories
607,2021-01-02,21323.0,Air Purifier Parts & Accessories
608,2021-01-03,21188.0,Air Purifier Parts & Accessories
609,2021-01-04,23033.0,Air Purifier Parts & Accessories
610,2021-01-05,20148.0,Air Purifier Parts & Accessories
611,2021-01-06,17435.0,Air Purifier Parts & Accessories
612,2021-01-07,16662.0,Air Purifier Parts & Accessories
613,2021-01-08,23526.0,Air Purifier Parts & Accessories
614,2021-01-09,17244.0,Air Purifier Parts & Accessories
615,2021-01-10,19823.0,Air Purifier Parts & Accessories
616,2021-01-11,26600.0,Air Purifier Parts & Accessories
617,2021-01-12,26600.0,Air Purifier Parts & Accessories
618,2021-01-13,26600.0,Air Purifier Parts & Accessories
619,2021-01-14,23784.0,Air Purifier Parts & Accessories
620,2021-01-15,23784.0,Air Purifier Parts & Accessories
621,2021-01-16,23784.0,Air Purifier Parts & Accessories
622,2021-01-17,23784.0,Air Purifier Parts & Accessories
623,2021-01-18,23784.0,Air Purifier Parts & Accessories
624,2021-01-19,23784.0,Air Purifier Parts & Accessories
625,2021-01-20,18944.0,Air Purifier Parts & Accessories
626,2021-01-21,18944.0,Air Purifier Parts & Accessories
627,2021-01-22,18944.0,Air Purifier Parts & Accessories
628,2021-01-23,18944.0,Air Purifier Parts & Accessories
629,2021-01-24,7933.0,Air Purifier Parts & Accessories
630,2021-01-25,8705.0,Air Purifier Parts & Accessories
631,2021-01-26,12588.0,Air Purifier Parts & Accessories
632,2021-01-27,12588.0,Air Purifier Parts & Accessories
633,2021-01-28,12588.0,Air Purifier Parts & Accessories
634,2021-01-29,14871.0,Air Purifier Parts & Accessories
635,2021-01-30,16326.0,Air Purifier Parts & Accessories
636,2021-01-31,16326.0,Air Purifier Parts & Accessories
637,2021-02-01,16326.0,Air Purifier Parts & Accessories
638,2021-02-02,16326.0,Air Purifier Parts & Accessories
639,2021-02-03,16326.0,Air Purifier Parts & Accessories
640,2021-02-04,16326.0,Air Purifier Parts & Accessories
641,2021-02-05,19621.0,Air Purifier Parts & Accessories
642,2021-02-06,19621.0,Air Purifier Parts & Accessories
643,2021-02-07,19621.0,Air Purifier Parts & Accessories
644,2021-02-08,24444.0,Air Purifier Parts & Accessories
645,2021-02-09,24444.0,Air Purifier Parts & Accessories
646,2021-02-10,24444.0,Air Purifier Parts & Accessories
647,2021-02-11,24444.0,Air Purifier Parts & Accessories
648,2021-02-12,24444.0,Air Purifier Parts & Accessories
649,2021-02-13,21479.0,Air Purifier Parts & Accessories
650,2021-02-14,21479.0,Air Purifier Parts & Accessories
651,2021-02-15,21479.0,Air Purifier Parts & Accessories
652,2021-02-16,21479.0,Air Purifier Parts & Accessories
653,2021-02-17,21479.0,Air Purifier Parts & Accessories
654,2021-02-18,21479.0,Air Purifier Parts & Accessories
655,2021-02-19,27238.0,Air Purifier Parts & Accessories
656,2021-02-20,27238.0,Air Purifier Parts & Accessories
657,2021-02-21,27238.0,Air Purifier Parts & Accessories
658,2021-02-22,27238.0,Air Purifier Parts & Accessories
659,2021-02-23,27238.0,Air Purifier Parts & Accessories
660,2021-02-24,18905.0,Air Purifier Parts & Accessories
661,2021-02-25,20589.0,Air Purifier Parts & Accessories
662,2021-02-26,20589.0,Air Purifier Parts & Accessories
663,2021-02-27,20589.0,Air Purifier Parts & Accessories
664,2021-02-28,20589.0,Air Purifier Parts & Accessories
665,2021-03-01,25044.0,Air Purifier Parts & Accessories
666,2021-03-02,25044.0,Air Purifier Parts & Accessories
667,2021-03-03,25044.0,Air Purifier Parts & Accessories
668,2021-03-04,25044.0,Air Purifier Parts & Accessories
669,2021-03-05,25044.0,Air Purifier Parts & Accessories
670,2021-03-06,15976.0,Air Purifier Parts & Accessories
671,2021-03-07,15976.0,Air Purifier Parts & Accessories
672,2021-03-08,15976.0,Air Purifier Parts & Accessories
673,2021-03-09,15976.0,Air Purifier Parts & Accessories
674,2021-03-10,22341.0,Air Purifier Parts & Accessories
675,2021-03-11,22341.0,Air Purifier Parts & Accessories
676,2021-03-12,22341.0,Air Purifier Parts & Accessories
677,2021-03-13,22176.0,Air Purifier Parts & Accessories
678,2021-03-14,22176.0,Air Purifier Parts & Accessories
679,2021-03-15,22176.0,Air Purifier Parts & Accessories
680,2021-03-16,20611.0,Air Purifier Parts & Accessories
681,2021-03-17,20611.0,Air Purifier Parts & Accessories
682,2021-03-18,20611.0,Air Purifier Parts & Accessories
683,2021-03-19,20611.0,Air Purifier Parts & Accessories
684,2021-03-20,20611.0,Air Purifier Parts & Accessories
685,2021-03-21,22001.0,Air Purifier Parts & Accessories
686,2021-03-22,22001.0,Air Purifier Parts & Accessories
687,2021-03-23,22001.0,Air Purifier Parts & Accessories
688,2021-03-24,22001.0,Air Purifier Parts & Accessories
689,2021-03-25,22001.0,Air Purifier Parts & Accessories
690,2021-03-26,20749.0,Air Purifier Parts & Accessories
691,2021-03-27,20749.0,Air Purifier Parts & Accessories
692,2021-03-28,29610.0,Air Purifier Parts & Accessories
693,2021-03-29,29610.0,Air Purifier Parts & Accessories
694,2021-03-30,29610.0,Air Purifier Parts & Accessories
695,2021-03-31,25766.0,Air Purifier Parts & Accessories
696,2021-04-01,25766.0,Air Purifier Parts & Accessories
697,2021-04-02,25766.0,Air Purifier Parts & Accessories
698,2021-04-03,22024.0,Air Purifier Parts & Accessories
699,2021-04-04,22024.0,Air Purifier Parts & Accessories
700,2021-04-05,22024.0,Air Purifier Parts & Accessories
701,2021-04-06,22024.0,Air Purifier Parts & Accessories
702,2021-04-07,22024.0,Air Purifier Parts & Accessories
703,2021-04-08,21194.0,Air Purifier Parts & Accessories
704,2021-04-09,21194.0,Air Purifier Parts & Accessories
705,2021-04-10,21194.0,Air Purifier Parts & Accessories
706,2021-04-11,21194.0,Air Purifier Parts & Accessories
707,2021-04-12,21675.0,Air Purifier Parts & Accessories
708,2021-04-13,21675.0,Air Purifier Parts & Accessories
709,2021-04-14,21675.0,Air Purifier Parts & Accessories
710,2021-04-15,21675.0,Air Purifier Parts & Accessories
711,2021-04-16,29518.0,Air Purifier Parts & Accessories
712,2021-04-17,29518.0,Air Purifier Parts & Accessories
713,2021-04-18,21619.0,Air Purifier Parts & Accessories
714,2021-04-19,21619.0,Air Purifier Parts & Accessories
715,2021-04-20,21619.0,Air Purifier Parts & Accessories
716,2021-04-21,17496.0,Air Purifier Parts & Accessories
717,2021-04-22,17496.0,Air Purifier Parts & Accessories
718,2021-04-23,20362.0,Air Purifier Parts & Accessories
719,2021-04-24,20362.0,Air Purifier Parts & Accessories
720,2021-04-25,20362.0,Air Purifier Parts & Accessories
721,2021-04-26,20549.0,Air Purifier Parts & Accessories
722,2021-04-27,20549.0,Air Purifier Parts & Accessories
723,2021-04-28,20549.0,Air Purifier Parts & Accessories
724,2021-04-29,20549.0,Air Purifier Parts & Accessories
725,2021-04-30,20549.0,Air Purifier Parts & Accessories
726,2021-05-01,23161.0,Air Purifier Parts & Accessories
727,2021-05-02,23161.0,Air Purifier Parts & Accessories
728,2021-05-03,23161.0,Air Purifier Parts & Accessories
729,2021-05-04,24858.0,Air Purifier Parts & Accessories
730,2021-05-05,24858.0,Air Purifier Parts & Accessories
731,2021-05-06,24858.0,Air Purifier Parts & Accessories
732,2021-05-07,25894.0,Air Purifier Parts & Accessories
733,2021-05-08,25894.0,Air Purifier Parts & Accessories
734,2021-05-09,25894.0,Air Purifier Parts & Accessories
735,2021-05-10,19570.0,Air Purifier Parts & Accessories
736,2021-05-11,19570.0,Air Purifier Parts & Accessories
737,2021-05-12,19570.0,Air Purifier Parts & Accessories
738,2021-05-13,30298.0,Air Purifier Parts & Accessories
739,2021-05-14,30519.0,Air Purifier Parts & Accessories
740,2021-05-15,30519.0,Air Purifier Parts & Accessories
741,2021-05-16,30519.0,Air Purifier Parts & Accessories
742,2021-05-17,22867.0,Air Purifier Parts & Accessories
743,2021-05-18,23772.0,Air Purifier Parts & Accessories
744,2021-05-19,23772.0,Air Purifier Parts & Accessories
745,2021-05-20,25857.0,Air Purifier Parts & Accessories
746,2021-05-21,25857.0,Air Purifier Parts & Accessories
747,2021-05-22,25857.0,Air Purifier Parts & Accessories
748,2021-05-23,25857.0,Air Purifier Parts & Accessories
749,2021-05-24,29116.0,Air Purifier Parts & Accessories
750,2021-05-25,29116.0,Air Purifier Parts & Accessories
751,2021-05-26,29116.0,Air Purifier Parts & Accessories
752,2021-05-27,29116.0,Air Purifier Parts & Accessories
753,2021-05-28,25424.0,Air Purifier Parts & Accessories
754,2021-05-29,22505.0,Air Purifier Parts & Accessories
755,2021-05-30,22505.0,Air Purifier Parts & Accessories
756,2021-05-31,22505.0,Air Purifier Parts & Accessories
757,2021-06-01,19999.0,Air Purifier Parts & Accessories
758,2021-06-02,19999.0,Air Purifier Parts & Accessories
759,2021-06-03,19999.0,Air Purifier Parts & Accessories
760,2021-06-04,33153.0,Air Purifier Parts & Accessories
761,2021-06-05,33153.0,Air Purifier Parts & Accessories
762,2021-06-06,23126.0,Air Purifier Parts & Accessories
763,2021-06-07,23126.0,Air Purifier Parts & Accessories
764,2021-06-08,23126.0,Air Purifier Parts & Accessories
765,2021-06-09,26934.0,Air Purifier Parts & Accessories
766,2021-06-10,26934.0,Air Purifier Parts & Accessories
767,2021-06-11,26934.0,Air Purifier Parts & Accessories
768,2021-06-12,26934.0,Air Purifier Parts & Accessories
769,2021-06-13,25102.0,Air Purifier Parts & Accessories
770,2021-06-14,26467.0,Air Purifier Parts & Accessories
771,2021-06-15,26467.0,Air Purifier Parts & Accessories
772,2021-06-16,24875.0,Air Purifier Parts & Accessories
773,2021-06-17,24875.0,Air Purifier Parts & Accessories
774,2021-06-18,21305.0,Air Purifier Parts & Accessories
775,2021-06-19,21305.0,Air Purifier Parts & Accessories
776,2021-06-20,21305.0,Air Purifier Parts & Accessories
777,2021-06-21,20479.0,Air Purifier Parts & Accessories
778,2021-06-22,11310.0,Air Purifier Parts & Accessories
779,2021-06-23,11295.0,Air Purifier Parts & Accessories
780,2021-06-24,11295.0,Air Purifier Parts & Accessories
781,2021-06-25,11295.0,Air Purifier Parts & Accessories
782,2021-06-26,19982.0,Air Purifier Parts & Accessories
783,2021-06-27,19982.0,Air Purifier Parts & Accessories
784,2021-06-28,19982.0,Air Purifier Parts & Accessories
785,2021-06-29,19982.0,Air Purifier Parts & Accessories
786,2021-06-30,27471.0,Air Purifier Parts & Accessories
787,2021-07-01,27471.0,Air Purifier Parts & Accessories
788,2021-07-02,27471.0,Air Purifier Parts & Accessories
789,2021-07-03,27471.0,Air Purifier Parts & Accessories
790,2021-07-04,27471.0,Air Purifier Parts & Accessories
791,2021-07-05,17827.0,Air Purifier Parts & Accessories
792,2021-07-06,17827.0,Air Purifier Parts & Accessories
793,2021-07-07,25020.0,Air Purifier Parts & Accessories
794,2021-07-08,25020.0,Air Purifier Parts & Accessories
795,2021-07-09,25020.0,Air Purifier Parts & Accessories
796,2021-07-10,25020.0,Air Purifier Parts & Accessories
797,2021-07-11,24072.0,Air Purifier Parts & Accessories
