,date,value,name_B074VB6QZJ
36,2018-08-16,7382.0,Japanese Tea Ceremony Utensils
37,2018-08-17,3991.0,Japanese Tea Ceremony Utensils
38,2018-08-18,4708.0,Japanese Tea Ceremony Utensils
39,2018-08-19,4708.0,Japanese Tea Ceremony Utensils
40,2018-08-20,6759.0,Japanese Tea Ceremony Utensils
41,2018-08-21,6686.0,Japanese Tea Ceremony Utensils
42,2018-08-22,5593.0,Japanese Tea Ceremony Utensils
43,2018-08-23,6081.0,Japanese Tea Ceremony Utensils
44,2018-08-24,5015.0,Japanese Tea Ceremony Utensils
45,2018-08-25,5015.0,Japanese Tea Ceremony Utensils
46,2018-08-26,3283.0,Japanese Tea Ceremony Utensils
47,2018-08-27,5213.0,Japanese Tea Ceremony Utensils
48,2018-08-28,5213.0,Japanese Tea Ceremony Utensils
49,2018-08-29,7231.0,Japanese Tea Ceremony Utensils
50,2018-08-30,6797.0,Japanese Tea Ceremony Utensils
51,2018-08-31,5991.0,Japanese Tea Ceremony Utensils
52,2018-09-01,5991.0,Japanese Tea Ceremony Utensils
53,2018-09-02,4944.0,Japanese Tea Ceremony Utensils
54,2018-09-03,4798.0,Japanese Tea Ceremony Utensils
55,2018-09-04,5204.0,Japanese Tea Ceremony Utensils
56,2018-09-05,5204.0,Japanese Tea Ceremony Utensils
57,2018-09-06,5204.0,Japanese Tea Ceremony Utensils
58,2018-09-07,7333.0,Japanese Tea Ceremony Utensils
59,2018-09-08,5564.0,Japanese Tea Ceremony Utensils
60,2018-09-09,5052.0,Japanese Tea Ceremony Utensils
61,2018-09-10,5501.0,Japanese Tea Ceremony Utensils
62,2018-09-11,6171.0,Japanese Tea Ceremony Utensils
63,2018-09-12,7138.0,Japanese Tea Ceremony Utensils
64,2018-09-13,6520.0,Japanese Tea Ceremony Utensils
65,2018-09-14,5647.0,Japanese Tea Ceremony Utensils
66,2018-09-15,5647.0,Japanese Tea Ceremony Utensils
67,2018-09-16,8026.0,Japanese Tea Ceremony Utensils
68,2018-09-17,8026.0,Japanese Tea Ceremony Utensils
69,2018-09-18,6748.0,Japanese Tea Ceremony Utensils
70,2018-09-19,6748.0,Japanese Tea Ceremony Utensils
71,2018-09-20,4118.0,Japanese Tea Ceremony Utensils
72,2018-09-21,4118.0,Japanese Tea Ceremony Utensils
73,2018-09-22,4508.0,Japanese Tea Ceremony Utensils
74,2018-09-23,5855.0,Japanese Tea Ceremony Utensils
75,2018-09-24,5567.0,Japanese Tea Ceremony Utensils
76,2018-09-25,7775.0,Japanese Tea Ceremony Utensils
77,2018-09-26,7775.0,Japanese Tea Ceremony Utensils
78,2018-09-27,7775.0,Japanese Tea Ceremony Utensils
79,2018-09-28,7775.0,Japanese Tea Ceremony Utensils
80,2018-09-29,7775.0,Japanese Tea Ceremony Utensils
81,2018-09-30,4356.0,Japanese Tea Ceremony Utensils
82,2018-10-01,6684.0,Japanese Tea Ceremony Utensils
83,2018-10-02,5307.0,Japanese Tea Ceremony Utensils
84,2018-10-03,5307.0,Japanese Tea Ceremony Utensils
85,2018-10-04,5307.0,Japanese Tea Ceremony Utensils
86,2018-10-05,6354.0,Japanese Tea Ceremony Utensils
87,2018-10-06,6354.0,Japanese Tea Ceremony Utensils
88,2018-10-07,6354.0,Japanese Tea Ceremony Utensils
89,2018-10-08,4096.0,Japanese Tea Ceremony Utensils
90,2018-10-09,4424.0,Japanese Tea Ceremony Utensils
91,2018-10-10,4424.0,Japanese Tea Ceremony Utensils
92,2018-10-11,4424.0,Japanese Tea Ceremony Utensils
93,2018-10-12,5627.0,Japanese Tea Ceremony Utensils
94,2018-10-13,3202.0,Japanese Tea Ceremony Utensils
95,2018-10-14,3202.0,Japanese Tea Ceremony Utensils
96,2018-10-15,4488.0,Japanese Tea Ceremony Utensils
97,2018-10-16,5210.0,Japanese Tea Ceremony Utensils
98,2018-10-17,5333.0,Japanese Tea Ceremony Utensils
99,2018-10-18,5333.0,Japanese Tea Ceremony Utensils
100,2018-10-19,5333.0,Japanese Tea Ceremony Utensils
101,2018-10-20,5333.0,Japanese Tea Ceremony Utensils
102,2018-10-21,4527.0,Japanese Tea Ceremony Utensils
103,2018-10-22,4527.0,Japanese Tea Ceremony Utensils
104,2018-10-23,4527.0,Japanese Tea Ceremony Utensils
105,2018-10-24,6447.0,Japanese Tea Ceremony Utensils
106,2018-10-25,6447.0,Japanese Tea Ceremony Utensils
107,2018-10-26,6229.0,Japanese Tea Ceremony Utensils
108,2018-10-27,6229.0,Japanese Tea Ceremony Utensils
109,2018-10-28,6089.0,Japanese Tea Ceremony Utensils
110,2018-10-29,6000.0,Japanese Tea Ceremony Utensils
111,2018-10-30,7635.0,Japanese Tea Ceremony Utensils
112,2018-10-31,7635.0,Japanese Tea Ceremony Utensils
113,2018-11-01,5467.0,Japanese Tea Ceremony Utensils
114,2018-11-02,5467.0,Japanese Tea Ceremony Utensils
115,2018-11-03,7368.0,Japanese Tea Ceremony Utensils
116,2018-11-04,7689.0,Japanese Tea Ceremony Utensils
117,2018-11-05,7689.0,Japanese Tea Ceremony Utensils
118,2018-11-06,7689.0,Japanese Tea Ceremony Utensils
119,2018-11-07,7689.0,Japanese Tea Ceremony Utensils
120,2018-11-08,7689.0,Japanese Tea Ceremony Utensils
121,2018-11-09,7689.0,Japanese Tea Ceremony Utensils
122,2018-11-10,7869.0,Japanese Tea Ceremony Utensils
123,2018-11-11,7844.0,Japanese Tea Ceremony Utensils
124,2018-11-12,7844.0,Japanese Tea Ceremony Utensils
125,2018-11-13,6875.0,Japanese Tea Ceremony Utensils
126,2018-11-14,7476.0,Japanese Tea Ceremony Utensils
127,2018-11-15,7476.0,Japanese Tea Ceremony Utensils
128,2018-11-16,9030.0,Japanese Tea Ceremony Utensils
129,2018-11-17,9030.0,Japanese Tea Ceremony Utensils
130,2018-11-18,9562.0,Japanese Tea Ceremony Utensils
131,2018-11-19,9562.0,Japanese Tea Ceremony Utensils
132,2018-11-20,13282.0,Japanese Tea Ceremony Utensils
133,2018-11-21,14826.0,Japanese Tea Ceremony Utensils
134,2018-11-22,14826.0,Japanese Tea Ceremony Utensils
135,2018-11-23,14826.0,Japanese Tea Ceremony Utensils
136,2018-11-24,14826.0,Japanese Tea Ceremony Utensils
137,2018-11-25,14826.0,Japanese Tea Ceremony Utensils
138,2018-11-26,14826.0,Japanese Tea Ceremony Utensils
139,2018-11-27,9800.0,Japanese Tea Ceremony Utensils
140,2018-11-28,9800.0,Japanese Tea Ceremony Utensils
141,2018-11-29,8013.0,Japanese Tea Ceremony Utensils
142,2018-11-30,8013.0,Japanese Tea Ceremony Utensils
143,2018-12-01,9126.0,Japanese Tea Ceremony Utensils
144,2018-12-02,9126.0,Japanese Tea Ceremony Utensils
145,2018-12-03,9598.0,Japanese Tea Ceremony Utensils
146,2018-12-04,8760.0,Japanese Tea Ceremony Utensils
147,2018-12-05,8760.0,Japanese Tea Ceremony Utensils
148,2018-12-06,11245.0,Japanese Tea Ceremony Utensils
149,2018-12-07,12595.0,Japanese Tea Ceremony Utensils
150,2018-12-08,12595.0,Japanese Tea Ceremony Utensils
151,2018-12-09,10966.0,Japanese Tea Ceremony Utensils
152,2018-12-10,8780.0,Japanese Tea Ceremony Utensils
153,2018-12-11,9440.0,Japanese Tea Ceremony Utensils
154,2018-12-12,9440.0,Japanese Tea Ceremony Utensils
155,2018-12-13,13598.0,Japanese Tea Ceremony Utensils
156,2018-12-14,13598.0,Japanese Tea Ceremony Utensils
157,2018-12-15,14200.0,Japanese Tea Ceremony Utensils
158,2018-12-16,14200.0,Japanese Tea Ceremony Utensils
159,2018-12-17,10515.0,Japanese Tea Ceremony Utensils
160,2018-12-18,10515.0,Japanese Tea Ceremony Utensils
161,2018-12-19,12335.0,Japanese Tea Ceremony Utensils
162,2018-12-20,12335.0,Japanese Tea Ceremony Utensils
163,2018-12-21,13916.0,Japanese Tea Ceremony Utensils
164,2018-12-22,11776.0,Japanese Tea Ceremony Utensils
165,2018-12-23,11776.0,Japanese Tea Ceremony Utensils
166,2018-12-24,14786.0,Japanese Tea Ceremony Utensils
167,2018-12-25,14786.0,Japanese Tea Ceremony Utensils
168,2018-12-26,14786.0,Japanese Tea Ceremony Utensils
169,2018-12-27,11002.0,Japanese Tea Ceremony Utensils
170,2018-12-28,11997.0,Japanese Tea Ceremony Utensils
171,2018-12-29,11997.0,Japanese Tea Ceremony Utensils
172,2018-12-30,16315.0,Japanese Tea Ceremony Utensils
173,2018-12-31,16315.0,Japanese Tea Ceremony Utensils
174,2019-01-01,16371.0,Japanese Tea Ceremony Utensils
175,2019-01-02,16371.0,Japanese Tea Ceremony Utensils
176,2019-01-03,16371.0,Japanese Tea Ceremony Utensils
177,2019-01-04,16371.0,Japanese Tea Ceremony Utensils
178,2019-01-05,12343.0,Japanese Tea Ceremony Utensils
179,2019-01-06,10333.0,Japanese Tea Ceremony Utensils
180,2019-01-07,10550.0,Japanese Tea Ceremony Utensils
181,2019-01-08,10550.0,Japanese Tea Ceremony Utensils
182,2019-01-09,14044.0,Japanese Tea Ceremony Utensils
183,2019-01-10,14044.0,Japanese Tea Ceremony Utensils
184,2019-01-11,11710.0,Japanese Tea Ceremony Utensils
185,2019-01-12,11710.0,Japanese Tea Ceremony Utensils
186,2019-01-13,6910.0,Japanese Tea Ceremony Utensils
187,2019-01-14,6910.0,Japanese Tea Ceremony Utensils
188,2019-01-15,11676.0,Japanese Tea Ceremony Utensils
189,2019-01-16,11045.0,Japanese Tea Ceremony Utensils
190,2019-01-17,11045.0,Japanese Tea Ceremony Utensils
191,2019-01-18,11045.0,Japanese Tea Ceremony Utensils
192,2019-01-19,11045.0,Japanese Tea Ceremony Utensils
193,2019-01-20,10411.0,Japanese Tea Ceremony Utensils
194,2019-01-21,10476.0,Japanese Tea Ceremony Utensils
195,2019-01-22,10476.0,Japanese Tea Ceremony Utensils
196,2019-01-23,10476.0,Japanese Tea Ceremony Utensils
197,2019-01-24,10664.0,Japanese Tea Ceremony Utensils
198,2019-01-25,8908.0,Japanese Tea Ceremony Utensils
199,2019-01-26,8908.0,Japanese Tea Ceremony Utensils
200,2019-01-27,7752.0,Japanese Tea Ceremony Utensils
201,2019-01-28,9621.0,Japanese Tea Ceremony Utensils
202,2019-01-29,9621.0,Japanese Tea Ceremony Utensils
203,2019-01-30,11137.0,Japanese Tea Ceremony Utensils
204,2019-01-31,11137.0,Japanese Tea Ceremony Utensils
205,2019-02-01,5966.0,Japanese Tea Ceremony Utensils
206,2019-02-02,9096.0,Japanese Tea Ceremony Utensils
207,2019-02-03,9096.0,Japanese Tea Ceremony Utensils
208,2019-02-04,8787.0,Japanese Tea Ceremony Utensils
209,2019-02-05,8787.0,Japanese Tea Ceremony Utensils
210,2019-02-06,8787.0,Japanese Tea Ceremony Utensils
211,2019-02-07,10285.0,Japanese Tea Ceremony Utensils
212,2019-02-08,7861.0,Japanese Tea Ceremony Utensils
213,2019-02-09,7861.0,Japanese Tea Ceremony Utensils
214,2019-02-10,10455.0,Japanese Tea Ceremony Utensils
215,2019-02-11,9495.0,Japanese Tea Ceremony Utensils
216,2019-02-12,6300.0,Japanese Tea Ceremony Utensils
217,2019-02-13,6253.0,Japanese Tea Ceremony Utensils
218,2019-02-14,8338.0,Japanese Tea Ceremony Utensils
219,2019-02-15,8338.0,Japanese Tea Ceremony Utensils
220,2019-02-16,8338.0,Japanese Tea Ceremony Utensils
221,2019-02-17,4453.0,Japanese Tea Ceremony Utensils
222,2019-02-18,4453.0,Japanese Tea Ceremony Utensils
223,2019-02-19,7089.0,Japanese Tea Ceremony Utensils
224,2019-02-20,7089.0,Japanese Tea Ceremony Utensils
225,2019-02-21,7089.0,Japanese Tea Ceremony Utensils
226,2019-02-22,5734.0,Japanese Tea Ceremony Utensils
227,2019-02-23,4524.0,Japanese Tea Ceremony Utensils
228,2019-02-24,4907.0,Japanese Tea Ceremony Utensils
229,2019-02-25,4300.0,Japanese Tea Ceremony Utensils
230,2019-02-26,5522.0,Japanese Tea Ceremony Utensils
231,2019-02-27,5273.0,Japanese Tea Ceremony Utensils
232,2019-02-28,5273.0,Japanese Tea Ceremony Utensils
233,2019-03-01,5273.0,Japanese Tea Ceremony Utensils
234,2019-03-02,5273.0,Japanese Tea Ceremony Utensils
235,2019-03-03,5273.0,Japanese Tea Ceremony Utensils
236,2019-03-04,5745.0,Japanese Tea Ceremony Utensils
237,2019-03-05,5745.0,Japanese Tea Ceremony Utensils
238,2019-03-06,5745.0,Japanese Tea Ceremony Utensils
239,2019-03-07,5970.0,Japanese Tea Ceremony Utensils
240,2019-03-08,5970.0,Japanese Tea Ceremony Utensils
241,2019-03-09,5970.0,Japanese Tea Ceremony Utensils
242,2019-03-10,5970.0,Japanese Tea Ceremony Utensils
243,2019-03-11,8145.0,Japanese Tea Ceremony Utensils
244,2019-03-12,6629.0,Japanese Tea Ceremony Utensils
245,2019-03-13,6629.0,Japanese Tea Ceremony Utensils
246,2019-03-14,4698.0,Japanese Tea Ceremony Utensils
247,2019-03-15,6547.0,Japanese Tea Ceremony Utensils
248,2019-03-16,6547.0,Japanese Tea Ceremony Utensils
249,2019-03-17,6547.0,Japanese Tea Ceremony Utensils
250,2019-03-18,5332.0,Japanese Tea Ceremony Utensils
251,2019-03-19,5355.0,Japanese Tea Ceremony Utensils
252,2019-03-20,5355.0,Japanese Tea Ceremony Utensils
253,2019-03-21,5355.0,Japanese Tea Ceremony Utensils
254,2019-03-22,5355.0,Japanese Tea Ceremony Utensils
255,2019-03-23,5355.0,Japanese Tea Ceremony Utensils
256,2019-03-24,5355.0,Japanese Tea Ceremony Utensils
257,2019-03-25,5141.0,Japanese Tea Ceremony Utensils
258,2019-03-26,5855.0,Japanese Tea Ceremony Utensils
259,2019-03-27,4235.0,Japanese Tea Ceremony Utensils
260,2019-03-28,5163.0,Japanese Tea Ceremony Utensils
261,2019-03-29,5544.0,Japanese Tea Ceremony Utensils
262,2019-03-30,5544.0,Japanese Tea Ceremony Utensils
263,2019-03-31,5544.0,Japanese Tea Ceremony Utensils
264,2019-04-01,5544.0,Japanese Tea Ceremony Utensils
265,2019-04-02,6755.0,Japanese Tea Ceremony Utensils
266,2019-04-03,7374.0,Japanese Tea Ceremony Utensils
267,2019-04-04,7374.0,Japanese Tea Ceremony Utensils
268,2019-04-05,7374.0,Japanese Tea Ceremony Utensils
269,2019-04-06,7374.0,Japanese Tea Ceremony Utensils
270,2019-04-07,7374.0,Japanese Tea Ceremony Utensils
271,2019-04-08,7374.0,Japanese Tea Ceremony Utensils
272,2019-04-09,6848.0,Japanese Tea Ceremony Utensils
273,2019-04-10,6910.0,Japanese Tea Ceremony Utensils
274,2019-04-11,6910.0,Japanese Tea Ceremony Utensils
275,2019-04-12,6910.0,Japanese Tea Ceremony Utensils
276,2019-04-13,6910.0,Japanese Tea Ceremony Utensils
277,2019-04-14,9568.0,Japanese Tea Ceremony Utensils
278,2019-04-15,12786.0,Japanese Tea Ceremony Utensils
279,2019-04-16,12786.0,Japanese Tea Ceremony Utensils
280,2019-04-17,12786.0,Japanese Tea Ceremony Utensils
281,2019-04-18,8016.0,Japanese Tea Ceremony Utensils
282,2019-04-19,8016.0,Japanese Tea Ceremony Utensils
283,2019-04-20,7917.0,Japanese Tea Ceremony Utensils
284,2019-04-21,6556.0,Japanese Tea Ceremony Utensils
285,2019-04-22,6302.0,Japanese Tea Ceremony Utensils
286,2019-04-23,6302.0,Japanese Tea Ceremony Utensils
287,2019-04-24,8465.0,Japanese Tea Ceremony Utensils
288,2019-04-25,11357.0,Japanese Tea Ceremony Utensils
289,2019-04-26,10964.0,Japanese Tea Ceremony Utensils
290,2019-04-27,10964.0,Japanese Tea Ceremony Utensils
291,2019-04-28,10964.0,Japanese Tea Ceremony Utensils
292,2019-04-29,10964.0,Japanese Tea Ceremony Utensils
293,2019-04-30,10964.0,Japanese Tea Ceremony Utensils
294,2019-05-01,10964.0,Japanese Tea Ceremony Utensils
295,2019-05-02,11219.0,Japanese Tea Ceremony Utensils
296,2019-05-03,6740.0,Japanese Tea Ceremony Utensils
297,2019-05-04,6740.0,Japanese Tea Ceremony Utensils
298,2019-05-05,6740.0,Japanese Tea Ceremony Utensils
299,2019-05-06,15130.0,Japanese Tea Ceremony Utensils
300,2019-05-07,15130.0,Japanese Tea Ceremony Utensils
301,2019-05-08,15744.0,Japanese Tea Ceremony Utensils
302,2019-05-09,15744.0,Japanese Tea Ceremony Utensils
303,2019-05-10,13477.0,Japanese Tea Ceremony Utensils
304,2019-05-11,13477.0,Japanese Tea Ceremony Utensils
305,2019-05-12,16619.0,Japanese Tea Ceremony Utensils
306,2019-05-13,14074.0,Japanese Tea Ceremony Utensils
307,2019-05-14,16295.0,Japanese Tea Ceremony Utensils
308,2019-05-15,16295.0,Japanese Tea Ceremony Utensils
309,2019-05-16,10240.0,Japanese Tea Ceremony Utensils
310,2019-05-17,10776.0,Japanese Tea Ceremony Utensils
311,2019-05-18,13771.0,Japanese Tea Ceremony Utensils
312,2019-05-19,10268.0,Japanese Tea Ceremony Utensils
313,2019-05-20,10268.0,Japanese Tea Ceremony Utensils
314,2019-05-21,10287.0,Japanese Tea Ceremony Utensils
315,2019-05-22,9504.0,Japanese Tea Ceremony Utensils
316,2019-05-23,13275.0,Japanese Tea Ceremony Utensils
317,2019-05-24,12933.0,Japanese Tea Ceremony Utensils
318,2019-05-25,11680.0,Japanese Tea Ceremony Utensils
319,2019-05-26,10591.0,Japanese Tea Ceremony Utensils
320,2019-05-27,10591.0,Japanese Tea Ceremony Utensils
321,2019-05-28,12022.0,Japanese Tea Ceremony Utensils
322,2019-05-29,11920.0,Japanese Tea Ceremony Utensils
323,2019-05-30,11920.0,Japanese Tea Ceremony Utensils
324,2019-05-31,11920.0,Japanese Tea Ceremony Utensils
325,2019-06-01,16098.0,Japanese Tea Ceremony Utensils
326,2019-06-02,18628.0,Japanese Tea Ceremony Utensils
327,2019-06-03,16743.0,Japanese Tea Ceremony Utensils
328,2019-06-04,11375.0,Japanese Tea Ceremony Utensils
329,2019-06-05,11887.0,Japanese Tea Ceremony Utensils
330,2019-06-06,12901.0,Japanese Tea Ceremony Utensils
331,2019-06-07,12233.0,Japanese Tea Ceremony Utensils
332,2019-06-08,11229.0,Japanese Tea Ceremony Utensils
333,2019-06-09,11229.0,Japanese Tea Ceremony Utensils
334,2019-06-10,11229.0,Japanese Tea Ceremony Utensils
335,2019-06-11,19076.0,Japanese Tea Ceremony Utensils
336,2019-06-12,18783.0,Japanese Tea Ceremony Utensils
337,2019-06-13,18783.0,Japanese Tea Ceremony Utensils
338,2019-06-14,18783.0,Japanese Tea Ceremony Utensils
339,2019-06-15,15787.0,Japanese Tea Ceremony Utensils
340,2019-06-16,15787.0,Japanese Tea Ceremony Utensils
341,2019-06-17,15787.0,Japanese Tea Ceremony Utensils
342,2019-06-18,15787.0,Japanese Tea Ceremony Utensils
343,2019-06-19,14475.0,Japanese Tea Ceremony Utensils
344,2019-06-20,13340.0,Japanese Tea Ceremony Utensils
345,2019-06-21,13711.0,Japanese Tea Ceremony Utensils
346,2019-06-22,13711.0,Japanese Tea Ceremony Utensils
347,2019-06-23,6862.0,Japanese Tea Ceremony Utensils
348,2019-06-24,4528.0,Japanese Tea Ceremony Utensils
349,2019-06-25,4528.0,Japanese Tea Ceremony Utensils
350,2019-06-26,7454.0,Japanese Tea Ceremony Utensils
351,2019-06-27,7454.0,Japanese Tea Ceremony Utensils
352,2019-06-28,7454.0,Japanese Tea Ceremony Utensils
353,2019-06-29,12787.0,Japanese Tea Ceremony Utensils
354,2019-06-30,9251.0,Japanese Tea Ceremony Utensils
355,2019-07-01,9251.0,Japanese Tea Ceremony Utensils
356,2019-07-02,9251.0,Japanese Tea Ceremony Utensils
357,2019-07-03,8409.0,Japanese Tea Ceremony Utensils
358,2019-07-04,7803.0,Japanese Tea Ceremony Utensils
359,2019-07-05,7803.0,Japanese Tea Ceremony Utensils
360,2019-07-06,7803.0,Japanese Tea Ceremony Utensils
361,2019-07-07,9177.0,Japanese Tea Ceremony Utensils
362,2019-07-08,9177.0,Japanese Tea Ceremony Utensils
363,2019-07-09,11186.0,Japanese Tea Ceremony Utensils
364,2019-07-10,11327.0,Japanese Tea Ceremony Utensils
365,2019-07-11,11327.0,Japanese Tea Ceremony Utensils
366,2019-07-12,11327.0,Japanese Tea Ceremony Utensils
367,2019-07-13,13857.0,Japanese Tea Ceremony Utensils
368,2019-07-14,13857.0,Japanese Tea Ceremony Utensils
369,2019-07-15,13857.0,Japanese Tea Ceremony Utensils
370,2019-07-16,13527.0,Japanese Tea Ceremony Utensils
371,2019-07-17,12560.0,Japanese Tea Ceremony Utensils
372,2019-07-18,12560.0,Japanese Tea Ceremony Utensils
373,2019-07-19,8331.0,Japanese Tea Ceremony Utensils
374,2019-07-20,8331.0,Japanese Tea Ceremony Utensils
375,2019-07-21,11205.0,Japanese Tea Ceremony Utensils
376,2019-07-22,11205.0,Japanese Tea Ceremony Utensils
377,2019-07-23,11205.0,Japanese Tea Ceremony Utensils
378,2019-07-24,11337.0,Japanese Tea Ceremony Utensils
379,2019-07-25,8756.0,Japanese Tea Ceremony Utensils
380,2019-07-26,8756.0,Japanese Tea Ceremony Utensils
381,2019-07-27,8756.0,Japanese Tea Ceremony Utensils
382,2019-07-28,10577.0,Japanese Tea Ceremony Utensils
383,2019-07-29,9705.0,Japanese Tea Ceremony Utensils
384,2019-07-30,9705.0,Japanese Tea Ceremony Utensils
385,2019-07-31,9705.0,Japanese Tea Ceremony Utensils
386,2019-08-01,13439.0,Japanese Tea Ceremony Utensils
387,2019-08-02,13439.0,Japanese Tea Ceremony Utensils
388,2019-08-03,11014.0,Japanese Tea Ceremony Utensils
389,2019-08-04,11014.0,Japanese Tea Ceremony Utensils
390,2019-08-05,11014.0,Japanese Tea Ceremony Utensils
391,2019-08-06,14179.0,Japanese Tea Ceremony Utensils
392,2019-08-07,14179.0,Japanese Tea Ceremony Utensils
393,2019-08-08,8142.0,Japanese Tea Ceremony Utensils
394,2019-08-09,8142.0,Japanese Tea Ceremony Utensils
395,2019-08-10,8142.0,Japanese Tea Ceremony Utensils
396,2019-08-11,11494.0,Japanese Tea Ceremony Utensils
397,2019-08-12,11494.0,Japanese Tea Ceremony Utensils
398,2019-08-13,11494.0,Japanese Tea Ceremony Utensils
399,2019-08-14,11012.0,Japanese Tea Ceremony Utensils
400,2019-08-15,11012.0,Japanese Tea Ceremony Utensils
401,2019-08-16,11012.0,Japanese Tea Ceremony Utensils
402,2019-08-17,8095.0,Japanese Tea Ceremony Utensils
403,2019-08-18,8095.0,Japanese Tea Ceremony Utensils
404,2019-08-19,8007.0,Japanese Tea Ceremony Utensils
405,2019-08-20,8007.0,Japanese Tea Ceremony Utensils
406,2019-08-21,8007.0,Japanese Tea Ceremony Utensils
407,2019-08-22,11951.0,Japanese Tea Ceremony Utensils
408,2019-08-23,11951.0,Japanese Tea Ceremony Utensils
409,2019-08-24,13327.0,Japanese Tea Ceremony Utensils
410,2019-08-25,13327.0,Japanese Tea Ceremony Utensils
411,2019-08-26,13327.0,Japanese Tea Ceremony Utensils
412,2019-08-27,13327.0,Japanese Tea Ceremony Utensils
413,2019-08-28,12063.0,Japanese Tea Ceremony Utensils
414,2019-08-29,13084.0,Japanese Tea Ceremony Utensils
415,2019-08-30,13403.0,Japanese Tea Ceremony Utensils
416,2019-08-31,19127.0,Japanese Tea Ceremony Utensils
417,2019-09-01,10573.0,Japanese Tea Ceremony Utensils
418,2019-09-02,10340.0,Japanese Tea Ceremony Utensils
419,2019-09-03,10340.0,Japanese Tea Ceremony Utensils
420,2019-09-04,10340.0,Japanese Tea Ceremony Utensils
421,2019-09-05,8361.0,Japanese Tea Ceremony Utensils
422,2019-09-06,13799.0,Japanese Tea Ceremony Utensils
423,2019-09-07,10434.0,Japanese Tea Ceremony Utensils
424,2019-09-08,8737.0,Japanese Tea Ceremony Utensils
425,2019-09-09,11727.0,Japanese Tea Ceremony Utensils
426,2019-09-10,14127.0,Japanese Tea Ceremony Utensils
427,2019-09-11,14127.0,Japanese Tea Ceremony Utensils
428,2019-09-12,12353.0,Japanese Tea Ceremony Utensils
429,2019-09-13,11454.0,Japanese Tea Ceremony Utensils
430,2019-09-14,10867.0,Japanese Tea Ceremony Utensils
431,2019-09-15,10867.0,Japanese Tea Ceremony Utensils
432,2019-09-16,10867.0,Japanese Tea Ceremony Utensils
433,2019-09-17,11924.0,Japanese Tea Ceremony Utensils
434,2019-09-18,10878.0,Japanese Tea Ceremony Utensils
435,2019-09-19,10603.0,Japanese Tea Ceremony Utensils
436,2019-09-20,10035.0,Japanese Tea Ceremony Utensils
437,2019-09-21,7912.0,Japanese Tea Ceremony Utensils
438,2019-09-22,9178.0,Japanese Tea Ceremony Utensils
439,2019-09-23,8012.0,Japanese Tea Ceremony Utensils
440,2019-09-24,8012.0,Japanese Tea Ceremony Utensils
441,2019-09-25,11501.0,Japanese Tea Ceremony Utensils
442,2019-09-26,13149.0,Japanese Tea Ceremony Utensils
443,2019-09-27,12758.0,Japanese Tea Ceremony Utensils
444,2019-09-28,13059.0,Japanese Tea Ceremony Utensils
445,2019-09-29,9513.0,Japanese Tea Ceremony Utensils
446,2019-09-30,9513.0,Japanese Tea Ceremony Utensils
447,2019-10-01,9513.0,Japanese Tea Ceremony Utensils
448,2019-10-02,9513.0,Japanese Tea Ceremony Utensils
449,2019-10-03,10338.0,Japanese Tea Ceremony Utensils
