,date,value,name_B07TQJWY9G
689,2021-06-02,45540.0,Vanity Trays
690,2021-06-03,45540.0,Vanity Trays
691,2021-06-04,45540.0,Vanity Trays
692,2021-06-05,45540.0,Vanity Trays
693,2021-06-06,41362.0,Vanity Trays
694,2021-06-07,41362.0,Vanity Trays
695,2021-06-08,41362.0,Vanity Trays
696,2021-06-09,43502.0,Vanity Trays
697,2021-06-10,43502.0,Vanity Trays
698,2021-06-11,43502.0,Vanity Trays
699,2021-06-12,43502.0,Vanity Trays
700,2021-06-13,43502.0,Vanity Trays
701,2021-06-14,58999.0,Vanity Trays
702,2021-06-15,58999.0,Vanity Trays
703,2021-06-16,58999.0,Vanity Trays
704,2021-06-17,57904.0,Vanity Trays
705,2021-06-18,57904.0,Vanity Trays
706,2021-06-19,57904.0,Vanity Trays
707,2021-06-20,57904.0,Vanity Trays
708,2021-06-21,84886.0,Vanity Trays
709,2021-06-22,64703.0,Vanity Trays
710,2021-06-23,64703.0,Vanity Trays
711,2021-06-24,64703.0,Vanity Trays
712,2021-06-25,64703.0,Vanity Trays
713,2021-06-26,33443.0,Vanity Trays
714,2021-06-27,33443.0,Vanity Trays
715,2021-06-28,33443.0,Vanity Trays
716,2021-06-29,44694.0,Vanity Trays
717,2021-06-30,44694.0,Vanity Trays
718,2021-07-01,44694.0,Vanity Trays
719,2021-07-02,44694.0,Vanity Trays
720,2021-07-03,44694.0,Vanity Trays
721,2021-07-04,44694.0,Vanity Trays
722,2021-07-05,29952.0,Vanity Trays
723,2021-07-06,29952.0,Vanity Trays
724,2021-07-07,29952.0,Vanity Trays
725,2021-07-08,29952.0,Vanity Trays
726,2021-07-09,34740.0,Vanity Trays
727,2021-07-10,40342.0,Vanity Trays
