,date,value,name_B07L5XVTHD
104,2020-10-16,43989.0,Dry Erase & Wet Erase Markers
105,2020-10-17,43989.0,Dry Erase & Wet Erase Markers
106,2020-10-18,43989.0,Dry Erase & Wet Erase Markers
107,2020-10-19,43989.0,Dry Erase & Wet Erase Markers
108,2020-10-20,43989.0,Dry Erase & Wet Erase Markers
109,2020-10-21,43989.0,Dry Erase & Wet Erase Markers
110,2020-10-22,43989.0,Dry Erase & Wet Erase Markers
111,2020-10-23,63475.0,Dry Erase & Wet Erase Markers
112,2020-10-24,63475.0,Dry Erase & Wet Erase Markers
113,2020-10-25,63475.0,Dry Erase & Wet Erase Markers
114,2020-10-26,63475.0,Dry Erase & Wet Erase Markers
115,2020-10-27,63475.0,Dry Erase & Wet Erase Markers
116,2020-10-28,49659.0,Dry Erase & Wet Erase Markers
117,2020-10-29,49659.0,Dry Erase & Wet Erase Markers
118,2020-10-30,49659.0,Dry Erase & Wet Erase Markers
119,2020-10-31,49659.0,Dry Erase & Wet Erase Markers
120,2020-11-01,49659.0,Dry Erase & Wet Erase Markers
121,2020-11-02,49659.0,Dry Erase & Wet Erase Markers
122,2020-11-03,49659.0,Dry Erase & Wet Erase Markers
123,2020-11-04,49659.0,Dry Erase & Wet Erase Markers
124,2020-11-05,49659.0,Dry Erase & Wet Erase Markers
125,2020-11-06,104649.0,Dry Erase & Wet Erase Markers
126,2020-11-07,104649.0,Dry Erase & Wet Erase Markers
127,2020-11-08,104649.0,Dry Erase & Wet Erase Markers
128,2020-11-09,104649.0,Dry Erase & Wet Erase Markers
129,2020-11-10,104649.0,Dry Erase & Wet Erase Markers
130,2020-11-11,104649.0,Dry Erase & Wet Erase Markers
131,2020-11-12,104649.0,Dry Erase & Wet Erase Markers
132,2020-11-13,104649.0,Dry Erase & Wet Erase Markers
133,2020-11-14,104649.0,Dry Erase & Wet Erase Markers
134,2020-11-15,104649.0,Dry Erase & Wet Erase Markers
135,2020-11-16,104649.0,Dry Erase & Wet Erase Markers
136,2020-11-17,104649.0,Dry Erase & Wet Erase Markers
137,2020-11-18,104649.0,Dry Erase & Wet Erase Markers
138,2020-11-19,104649.0,Dry Erase & Wet Erase Markers
139,2020-11-20,104649.0,Dry Erase & Wet Erase Markers
140,2020-11-21,104649.0,Dry Erase & Wet Erase Markers
141,2020-11-22,104649.0,Dry Erase & Wet Erase Markers
142,2020-11-23,104649.0,Dry Erase & Wet Erase Markers
143,2020-11-24,104649.0,Dry Erase & Wet Erase Markers
144,2020-11-25,120920.0,Dry Erase & Wet Erase Markers
145,2020-11-26,120920.0,Dry Erase & Wet Erase Markers
146,2020-11-27,120920.0,Dry Erase & Wet Erase Markers
147,2020-11-28,120920.0,Dry Erase & Wet Erase Markers
148,2020-11-29,120920.0,Dry Erase & Wet Erase Markers
149,2020-11-30,120920.0,Dry Erase & Wet Erase Markers
150,2020-12-01,120920.0,Dry Erase & Wet Erase Markers
151,2020-12-02,44440.0,Dry Erase & Wet Erase Markers
152,2020-12-03,44440.0,Dry Erase & Wet Erase Markers
153,2020-12-04,44440.0,Dry Erase & Wet Erase Markers
154,2020-12-05,44440.0,Dry Erase & Wet Erase Markers
155,2020-12-06,44440.0,Dry Erase & Wet Erase Markers
156,2020-12-07,47006.0,Dry Erase & Wet Erase Markers
157,2020-12-08,47006.0,Dry Erase & Wet Erase Markers
158,2020-12-09,47006.0,Dry Erase & Wet Erase Markers
159,2020-12-10,47006.0,Dry Erase & Wet Erase Markers
160,2020-12-11,47006.0,Dry Erase & Wet Erase Markers
161,2020-12-12,47006.0,Dry Erase & Wet Erase Markers
162,2020-12-13,47006.0,Dry Erase & Wet Erase Markers
163,2020-12-14,42672.0,Dry Erase & Wet Erase Markers
164,2020-12-15,42672.0,Dry Erase & Wet Erase Markers
165,2020-12-16,42672.0,Dry Erase & Wet Erase Markers
166,2020-12-17,42672.0,Dry Erase & Wet Erase Markers
167,2020-12-18,49364.0,Dry Erase & Wet Erase Markers
168,2020-12-19,49364.0,Dry Erase & Wet Erase Markers
169,2020-12-20,49364.0,Dry Erase & Wet Erase Markers
170,2020-12-21,39825.0,Dry Erase & Wet Erase Markers
171,2020-12-22,39825.0,Dry Erase & Wet Erase Markers
172,2020-12-23,39825.0,Dry Erase & Wet Erase Markers
173,2020-12-24,39825.0,Dry Erase & Wet Erase Markers
174,2020-12-25,74913.0,Dry Erase & Wet Erase Markers
175,2020-12-26,74913.0,Dry Erase & Wet Erase Markers
176,2020-12-27,74913.0,Dry Erase & Wet Erase Markers
177,2020-12-28,74913.0,Dry Erase & Wet Erase Markers
178,2020-12-29,74913.0,Dry Erase & Wet Erase Markers
179,2020-12-30,68921.0,Dry Erase & Wet Erase Markers
180,2020-12-31,68921.0,Dry Erase & Wet Erase Markers
181,2021-01-01,68921.0,Dry Erase & Wet Erase Markers
182,2021-01-02,68921.0,Dry Erase & Wet Erase Markers
183,2021-01-03,68921.0,Dry Erase & Wet Erase Markers
184,2021-01-04,68921.0,Dry Erase & Wet Erase Markers
185,2021-01-05,37822.0,Dry Erase & Wet Erase Markers
186,2021-01-06,37822.0,Dry Erase & Wet Erase Markers
187,2021-01-07,37822.0,Dry Erase & Wet Erase Markers
188,2021-01-08,37822.0,Dry Erase & Wet Erase Markers
189,2021-01-09,37822.0,Dry Erase & Wet Erase Markers
190,2021-01-10,37822.0,Dry Erase & Wet Erase Markers
191,2021-01-11,37822.0,Dry Erase & Wet Erase Markers
192,2021-01-12,37822.0,Dry Erase & Wet Erase Markers
193,2021-01-13,20196.0,Dry Erase & Wet Erase Markers
194,2021-01-14,20196.0,Dry Erase & Wet Erase Markers
195,2021-01-15,20196.0,Dry Erase & Wet Erase Markers
196,2021-01-16,20196.0,Dry Erase & Wet Erase Markers
197,2021-01-17,20196.0,Dry Erase & Wet Erase Markers
198,2021-01-18,42255.0,Dry Erase & Wet Erase Markers
199,2021-01-19,42255.0,Dry Erase & Wet Erase Markers
200,2021-01-20,42255.0,Dry Erase & Wet Erase Markers
201,2021-01-21,42255.0,Dry Erase & Wet Erase Markers
202,2021-01-22,42255.0,Dry Erase & Wet Erase Markers
203,2021-01-23,42255.0,Dry Erase & Wet Erase Markers
204,2021-01-24,42255.0,Dry Erase & Wet Erase Markers
205,2021-01-25,18656.0,Dry Erase & Wet Erase Markers
206,2021-01-26,18656.0,Dry Erase & Wet Erase Markers
207,2021-01-27,18656.0,Dry Erase & Wet Erase Markers
208,2021-01-28,18656.0,Dry Erase & Wet Erase Markers
209,2021-01-29,18656.0,Dry Erase & Wet Erase Markers
210,2021-01-30,11186.0,Dry Erase & Wet Erase Markers
211,2021-01-31,11186.0,Dry Erase & Wet Erase Markers
212,2021-02-01,11186.0,Dry Erase & Wet Erase Markers
213,2021-02-02,11186.0,Dry Erase & Wet Erase Markers
214,2021-02-03,11186.0,Dry Erase & Wet Erase Markers
215,2021-02-04,20297.0,Dry Erase & Wet Erase Markers
216,2021-02-05,20297.0,Dry Erase & Wet Erase Markers
217,2021-02-06,14455.0,Dry Erase & Wet Erase Markers
218,2021-02-07,14455.0,Dry Erase & Wet Erase Markers
219,2021-02-08,14455.0,Dry Erase & Wet Erase Markers
220,2021-02-09,14455.0,Dry Erase & Wet Erase Markers
221,2021-02-10,16978.0,Dry Erase & Wet Erase Markers
222,2021-02-11,16978.0,Dry Erase & Wet Erase Markers
223,2021-02-12,16978.0,Dry Erase & Wet Erase Markers
224,2021-02-13,16978.0,Dry Erase & Wet Erase Markers
225,2021-02-14,16978.0,Dry Erase & Wet Erase Markers
226,2021-02-15,16978.0,Dry Erase & Wet Erase Markers
227,2021-02-16,16978.0,Dry Erase & Wet Erase Markers
228,2021-02-17,16978.0,Dry Erase & Wet Erase Markers
229,2021-02-18,16407.0,Dry Erase & Wet Erase Markers
230,2021-02-19,14341.0,Dry Erase & Wet Erase Markers
231,2021-02-20,14341.0,Dry Erase & Wet Erase Markers
232,2021-02-21,14341.0,Dry Erase & Wet Erase Markers
233,2021-02-22,24640.0,Dry Erase & Wet Erase Markers
234,2021-02-23,24640.0,Dry Erase & Wet Erase Markers
235,2021-02-24,24640.0,Dry Erase & Wet Erase Markers
236,2021-02-25,18040.0,Dry Erase & Wet Erase Markers
237,2021-02-26,18040.0,Dry Erase & Wet Erase Markers
238,2021-02-27,18040.0,Dry Erase & Wet Erase Markers
239,2021-02-28,18040.0,Dry Erase & Wet Erase Markers
240,2021-03-01,18040.0,Dry Erase & Wet Erase Markers
241,2021-03-02,18040.0,Dry Erase & Wet Erase Markers
242,2021-03-03,11858.0,Dry Erase & Wet Erase Markers
243,2021-03-04,11858.0,Dry Erase & Wet Erase Markers
244,2021-03-05,11858.0,Dry Erase & Wet Erase Markers
245,2021-03-06,11858.0,Dry Erase & Wet Erase Markers
246,2021-03-07,11858.0,Dry Erase & Wet Erase Markers
247,2021-03-08,11858.0,Dry Erase & Wet Erase Markers
248,2021-03-09,11858.0,Dry Erase & Wet Erase Markers
249,2021-03-10,14953.0,Dry Erase & Wet Erase Markers
250,2021-03-11,14953.0,Dry Erase & Wet Erase Markers
251,2021-03-12,14953.0,Dry Erase & Wet Erase Markers
252,2021-03-13,14953.0,Dry Erase & Wet Erase Markers
253,2021-03-14,14953.0,Dry Erase & Wet Erase Markers
254,2021-03-15,14953.0,Dry Erase & Wet Erase Markers
255,2021-03-16,15929.0,Dry Erase & Wet Erase Markers
256,2021-03-17,15929.0,Dry Erase & Wet Erase Markers
257,2021-03-18,14997.0,Dry Erase & Wet Erase Markers
258,2021-03-19,14997.0,Dry Erase & Wet Erase Markers
259,2021-03-20,14997.0,Dry Erase & Wet Erase Markers
260,2021-03-21,14997.0,Dry Erase & Wet Erase Markers
261,2021-03-22,14997.0,Dry Erase & Wet Erase Markers
262,2021-03-23,14997.0,Dry Erase & Wet Erase Markers
263,2021-03-24,7645.0,Dry Erase & Wet Erase Markers
264,2021-03-25,7645.0,Dry Erase & Wet Erase Markers
265,2021-03-26,7019.0,Dry Erase & Wet Erase Markers
266,2021-03-27,7019.0,Dry Erase & Wet Erase Markers
267,2021-03-28,7019.0,Dry Erase & Wet Erase Markers
268,2021-03-29,7019.0,Dry Erase & Wet Erase Markers
269,2021-03-30,7019.0,Dry Erase & Wet Erase Markers
270,2021-03-31,7019.0,Dry Erase & Wet Erase Markers
271,2021-04-01,12006.0,Dry Erase & Wet Erase Markers
272,2021-04-02,12006.0,Dry Erase & Wet Erase Markers
273,2021-04-03,12006.0,Dry Erase & Wet Erase Markers
274,2021-04-04,12006.0,Dry Erase & Wet Erase Markers
275,2021-04-05,12006.0,Dry Erase & Wet Erase Markers
276,2021-04-06,12006.0,Dry Erase & Wet Erase Markers
277,2021-04-07,11312.0,Dry Erase & Wet Erase Markers
278,2021-04-08,11312.0,Dry Erase & Wet Erase Markers
279,2021-04-09,11312.0,Dry Erase & Wet Erase Markers
280,2021-04-10,11312.0,Dry Erase & Wet Erase Markers
281,2021-04-11,11312.0,Dry Erase & Wet Erase Markers
282,2021-04-12,11312.0,Dry Erase & Wet Erase Markers
283,2021-04-13,10583.0,Dry Erase & Wet Erase Markers
284,2021-04-14,10583.0,Dry Erase & Wet Erase Markers
285,2021-04-15,10583.0,Dry Erase & Wet Erase Markers
286,2021-04-16,1715.0,Dry Erase & Wet Erase Markers
287,2021-04-17,1715.0,Dry Erase & Wet Erase Markers
288,2021-04-18,5943.0,Dry Erase & Wet Erase Markers
289,2021-04-19,5943.0,Dry Erase & Wet Erase Markers
290,2021-04-20,9954.0,Dry Erase & Wet Erase Markers
291,2021-04-21,9954.0,Dry Erase & Wet Erase Markers
292,2021-04-22,9954.0,Dry Erase & Wet Erase Markers
293,2021-04-23,11548.0,Dry Erase & Wet Erase Markers
294,2021-04-24,9565.0,Dry Erase & Wet Erase Markers
295,2021-04-25,9565.0,Dry Erase & Wet Erase Markers
296,2021-04-26,9565.0,Dry Erase & Wet Erase Markers
297,2021-04-27,9565.0,Dry Erase & Wet Erase Markers
298,2021-04-28,9565.0,Dry Erase & Wet Erase Markers
299,2021-04-29,11575.0,Dry Erase & Wet Erase Markers
300,2021-04-30,11575.0,Dry Erase & Wet Erase Markers
301,2021-05-01,11575.0,Dry Erase & Wet Erase Markers
302,2021-05-02,11575.0,Dry Erase & Wet Erase Markers
303,2021-05-03,22549.0,Dry Erase & Wet Erase Markers
304,2021-05-04,22549.0,Dry Erase & Wet Erase Markers
305,2021-05-05,11215.0,Dry Erase & Wet Erase Markers
306,2021-05-06,11215.0,Dry Erase & Wet Erase Markers
307,2021-05-07,17319.0,Dry Erase & Wet Erase Markers
308,2021-05-08,17319.0,Dry Erase & Wet Erase Markers
309,2021-05-09,17319.0,Dry Erase & Wet Erase Markers
310,2021-05-10,17319.0,Dry Erase & Wet Erase Markers
311,2021-05-11,17319.0,Dry Erase & Wet Erase Markers
312,2021-05-12,17319.0,Dry Erase & Wet Erase Markers
313,2021-05-13,16272.0,Dry Erase & Wet Erase Markers
314,2021-05-14,16272.0,Dry Erase & Wet Erase Markers
315,2021-05-15,16272.0,Dry Erase & Wet Erase Markers
316,2021-05-16,16272.0,Dry Erase & Wet Erase Markers
317,2021-05-17,16272.0,Dry Erase & Wet Erase Markers
318,2021-05-18,16272.0,Dry Erase & Wet Erase Markers
319,2021-05-19,16272.0,Dry Erase & Wet Erase Markers
320,2021-05-20,15248.0,Dry Erase & Wet Erase Markers
321,2021-05-21,15248.0,Dry Erase & Wet Erase Markers
322,2021-05-22,15248.0,Dry Erase & Wet Erase Markers
323,2021-05-23,15248.0,Dry Erase & Wet Erase Markers
324,2021-05-24,15248.0,Dry Erase & Wet Erase Markers
325,2021-05-25,15248.0,Dry Erase & Wet Erase Markers
326,2021-05-26,15248.0,Dry Erase & Wet Erase Markers
327,2021-05-27,13916.0,Dry Erase & Wet Erase Markers
328,2021-05-28,13916.0,Dry Erase & Wet Erase Markers
329,2021-05-29,13916.0,Dry Erase & Wet Erase Markers
330,2021-05-30,13916.0,Dry Erase & Wet Erase Markers
331,2021-05-31,13916.0,Dry Erase & Wet Erase Markers
332,2021-06-01,19963.0,Dry Erase & Wet Erase Markers
333,2021-06-02,19963.0,Dry Erase & Wet Erase Markers
334,2021-06-03,19963.0,Dry Erase & Wet Erase Markers
335,2021-06-04,19963.0,Dry Erase & Wet Erase Markers
336,2021-06-05,10205.0,Dry Erase & Wet Erase Markers
337,2021-06-06,10205.0,Dry Erase & Wet Erase Markers
338,2021-06-07,10205.0,Dry Erase & Wet Erase Markers
339,2021-06-08,10205.0,Dry Erase & Wet Erase Markers
340,2021-06-09,12282.0,Dry Erase & Wet Erase Markers
341,2021-06-10,12282.0,Dry Erase & Wet Erase Markers
342,2021-06-11,12282.0,Dry Erase & Wet Erase Markers
343,2021-06-12,12282.0,Dry Erase & Wet Erase Markers
344,2021-06-13,12282.0,Dry Erase & Wet Erase Markers
345,2021-06-14,17012.0,Dry Erase & Wet Erase Markers
346,2021-06-15,17012.0,Dry Erase & Wet Erase Markers
347,2021-06-16,17012.0,Dry Erase & Wet Erase Markers
348,2021-06-17,17012.0,Dry Erase & Wet Erase Markers
349,2021-06-18,8559.0,Dry Erase & Wet Erase Markers
350,2021-06-19,8559.0,Dry Erase & Wet Erase Markers
351,2021-06-20,8559.0,Dry Erase & Wet Erase Markers
352,2021-06-21,1566.0,Dry Erase & Wet Erase Markers
353,2021-06-22,950.0,Dry Erase & Wet Erase Markers
354,2021-06-23,950.0,Dry Erase & Wet Erase Markers
355,2021-06-24,950.0,Dry Erase & Wet Erase Markers
356,2021-06-25,2792.0,Dry Erase & Wet Erase Markers
357,2021-06-26,2792.0,Dry Erase & Wet Erase Markers
358,2021-06-27,2792.0,Dry Erase & Wet Erase Markers
359,2021-06-28,6870.0,Dry Erase & Wet Erase Markers
360,2021-06-29,6870.0,Dry Erase & Wet Erase Markers
361,2021-06-30,9145.0,Dry Erase & Wet Erase Markers
362,2021-07-01,9145.0,Dry Erase & Wet Erase Markers
363,2021-07-02,9145.0,Dry Erase & Wet Erase Markers
364,2021-07-03,9145.0,Dry Erase & Wet Erase Markers
365,2021-07-04,9145.0,Dry Erase & Wet Erase Markers
366,2021-07-05,11123.0,Dry Erase & Wet Erase Markers
367,2021-07-06,11123.0,Dry Erase & Wet Erase Markers
368,2021-07-07,11123.0,Dry Erase & Wet Erase Markers
369,2021-07-08,11123.0,Dry Erase & Wet Erase Markers
370,2021-07-09,8737.0,Dry Erase & Wet Erase Markers
371,2021-07-10,8737.0,Dry Erase & Wet Erase Markers
372,2021-07-11,11073.0,Dry Erase & Wet Erase Markers
