,date,value,name_B07ZPGV3CG
70,2020-01-09,4257.0,Traps
71,2020-01-10,4257.0,Traps
72,2020-01-11,2495.0,Traps
73,2020-01-12,2495.0,Traps
74,2020-01-13,2495.0,Traps
75,2020-01-14,3896.0,Traps
76,2020-01-15,2126.0,Traps
77,2020-01-16,2126.0,Traps
78,2020-01-17,2126.0,Traps
79,2020-01-18,2739.0,Traps
80,2020-01-19,2739.0,Traps
81,2020-01-20,5435.0,Traps
82,2020-01-21,5435.0,Traps
83,2020-01-22,2809.0,Traps
84,2020-01-23,2809.0,Traps
85,2020-01-24,2815.0,Traps
86,2020-01-25,2815.0,Traps
87,2020-01-26,2815.0,Traps
88,2020-01-27,4051.0,Traps
89,2020-01-28,4051.0,Traps
90,2020-01-29,4051.0,Traps
91,2020-01-30,2673.0,Traps
92,2020-01-31,2673.0,Traps
93,2020-02-01,2673.0,Traps
94,2020-02-02,3723.0,Traps
95,2020-02-03,3723.0,Traps
96,2020-02-04,3723.0,Traps
97,2020-02-05,3723.0,Traps
98,2020-02-06,3723.0,Traps
99,2020-02-07,4586.0,Traps
100,2020-02-08,4586.0,Traps
101,2020-02-09,4586.0,Traps
102,2020-02-10,8214.0,Traps
103,2020-02-11,8214.0,Traps
104,2020-02-12,8214.0,Traps
105,2020-02-13,5078.0,Traps
106,2020-02-14,5078.0,Traps
107,2020-02-15,4913.0,Traps
108,2020-02-16,4913.0,Traps
109,2020-02-17,4142.0,Traps
110,2020-02-18,5169.0,Traps
111,2020-02-19,5169.0,Traps
112,2020-02-20,5169.0,Traps
113,2020-02-21,2765.0,Traps
114,2020-02-22,2835.0,Traps
115,2020-02-23,3955.0,Traps
116,2020-02-24,3955.0,Traps
117,2020-02-25,3955.0,Traps
118,2020-02-26,6320.0,Traps
119,2020-02-27,6320.0,Traps
120,2020-02-28,6320.0,Traps
121,2020-02-29,5108.0,Traps
122,2020-03-01,5108.0,Traps
123,2020-03-02,5108.0,Traps
124,2020-03-03,6653.0,Traps
125,2020-03-04,6653.0,Traps
126,2020-03-05,6653.0,Traps
127,2020-03-06,4963.0,Traps
128,2020-03-07,4963.0,Traps
129,2020-03-08,4963.0,Traps
130,2020-03-09,4706.0,Traps
131,2020-03-10,4381.0,Traps
132,2020-03-11,4381.0,Traps
133,2020-03-12,4381.0,Traps
134,2020-03-13,4381.0,Traps
135,2020-03-14,3559.0,Traps
136,2020-03-15,3368.0,Traps
137,2020-03-16,3368.0,Traps
138,2020-03-17,3368.0,Traps
139,2020-03-18,4181.0,Traps
140,2020-03-19,4181.0,Traps
141,2020-03-20,4181.0,Traps
142,2020-03-21,4181.0,Traps
143,2020-03-22,4181.0,Traps
144,2020-03-23,3618.0,Traps
145,2020-03-24,3618.0,Traps
146,2020-03-25,3618.0,Traps
147,2020-03-26,119382.0,Traps
148,2020-03-27,119382.0,Traps
149,2020-03-28,119382.0,Traps
150,2020-03-29,119382.0,Traps
151,2020-03-30,3856.0,Traps
152,2020-03-31,3856.0,Traps
153,2020-04-01,3856.0,Traps
154,2020-04-02,4047.0,Traps
155,2020-04-03,4047.0,Traps
156,2020-04-04,4047.0,Traps
157,2020-04-05,5413.0,Traps
158,2020-04-06,5413.0,Traps
159,2020-04-07,5413.0,Traps
160,2020-04-08,4703.0,Traps
161,2020-04-09,4703.0,Traps
162,2020-04-10,4138.0,Traps
163,2020-04-11,4138.0,Traps
164,2020-04-12,4138.0,Traps
165,2020-04-13,4063.0,Traps
166,2020-04-14,4063.0,Traps
167,2020-04-15,4063.0,Traps
168,2020-04-16,4812.0,Traps
169,2020-04-17,4812.0,Traps
170,2020-04-18,4812.0,Traps
171,2020-04-19,4812.0,Traps
172,2020-04-20,5349.0,Traps
173,2020-04-21,5349.0,Traps
174,2020-04-22,5349.0,Traps
175,2020-04-23,3838.0,Traps
176,2020-04-24,3838.0,Traps
177,2020-04-25,3838.0,Traps
178,2020-04-26,3841.0,Traps
179,2020-04-27,3841.0,Traps
180,2020-04-28,2781.0,Traps
181,2020-04-29,2781.0,Traps
182,2020-04-30,2781.0,Traps
183,2020-05-01,2631.0,Traps
184,2020-05-02,2631.0,Traps
185,2020-05-03,2631.0,Traps
186,2020-05-04,2631.0,Traps
187,2020-05-05,3893.0,Traps
188,2020-05-06,3893.0,Traps
189,2020-05-07,3893.0,Traps
190,2020-05-08,2440.0,Traps
191,2020-05-09,2440.0,Traps
192,2020-05-10,2440.0,Traps
193,2020-05-11,3030.0,Traps
194,2020-05-12,3030.0,Traps
195,2020-05-13,2038.0,Traps
196,2020-05-14,2038.0,Traps
197,2020-05-15,2038.0,Traps
198,2020-05-16,2038.0,Traps
199,2020-05-17,2104.0,Traps
200,2020-05-18,2104.0,Traps
201,2020-05-19,2209.0,Traps
202,2020-05-20,2209.0,Traps
203,2020-05-21,2209.0,Traps
204,2020-05-22,1636.0,Traps
205,2020-05-23,1636.0,Traps
206,2020-05-24,1636.0,Traps
207,2020-05-25,2579.0,Traps
208,2020-05-26,2579.0,Traps
209,2020-05-27,2358.0,Traps
210,2020-05-28,2358.0,Traps
211,2020-05-29,2358.0,Traps
212,2020-05-30,1970.0,Traps
213,2020-05-31,1970.0,Traps
214,2020-06-01,1970.0,Traps
215,2020-06-02,1882.0,Traps
216,2020-06-03,1882.0,Traps
217,2020-06-04,1882.0,Traps
218,2020-06-05,1132.0,Traps
219,2020-06-06,1132.0,Traps
220,2020-06-07,1132.0,Traps
221,2020-06-08,1342.0,Traps
222,2020-06-09,1031.0,Traps
223,2020-06-10,840.0,Traps
224,2020-06-11,743.0,Traps
225,2020-06-12,743.0,Traps
226,2020-06-13,914.0,Traps
227,2020-06-14,1112.0,Traps
228,2020-06-15,1112.0,Traps
229,2020-06-16,1112.0,Traps
230,2020-06-17,670.0,Traps
231,2020-06-18,696.0,Traps
232,2020-06-19,696.0,Traps
233,2020-06-20,590.0,Traps
234,2020-06-21,590.0,Traps
235,2020-06-22,590.0,Traps
236,2020-06-23,531.0,Traps
237,2020-06-24,486.0,Traps
238,2020-06-25,396.0,Traps
239,2020-06-26,396.0,Traps
240,2020-06-27,388.0,Traps
241,2020-06-28,388.0,Traps
242,2020-06-29,388.0,Traps
243,2020-06-30,331.0,Traps
244,2020-07-01,331.0,Traps
245,2020-07-02,547.0,Traps
246,2020-07-03,547.0,Traps
247,2020-07-04,547.0,Traps
248,2020-07-05,547.0,Traps
249,2020-07-06,1176.0,Traps
250,2020-07-07,1265.0,Traps
251,2020-07-08,1265.0,Traps
252,2020-07-09,1094.0,Traps
253,2020-07-10,1094.0,Traps
254,2020-07-11,1094.0,Traps
255,2020-07-12,1094.0,Traps
256,2020-07-13,1009.0,Traps
257,2020-07-14,1009.0,Traps
258,2020-07-15,580.0,Traps
259,2020-07-16,485.0,Traps
260,2020-07-17,404.0,Traps
261,2020-07-18,404.0,Traps
262,2020-07-19,404.0,Traps
263,2020-07-20,353.0,Traps
264,2020-07-21,353.0,Traps
265,2020-07-22,353.0,Traps
266,2020-07-23,239.0,Traps
267,2020-07-24,239.0,Traps
268,2020-07-25,274.0,Traps
269,2020-07-26,274.0,Traps
270,2020-07-27,529.0,Traps
271,2020-07-28,523.0,Traps
272,2020-07-29,523.0,Traps
273,2020-07-30,409.0,Traps
274,2020-07-31,409.0,Traps
275,2020-08-01,409.0,Traps
276,2020-08-02,401.0,Traps
277,2020-08-03,367.0,Traps
278,2020-08-04,367.0,Traps
279,2020-08-05,289.0,Traps
280,2020-08-06,289.0,Traps
281,2020-08-07,289.0,Traps
282,2020-08-08,228.0,Traps
283,2020-08-09,228.0,Traps
284,2020-08-10,303.0,Traps
285,2020-08-11,246.0,Traps
286,2020-08-12,246.0,Traps
287,2020-08-13,246.0,Traps
288,2020-08-14,200.0,Traps
289,2020-08-15,200.0,Traps
290,2020-08-16,200.0,Traps
291,2020-08-17,315.0,Traps
292,2020-08-18,304.0,Traps
293,2020-08-19,318.0,Traps
294,2020-08-20,312.0,Traps
295,2020-08-21,291.0,Traps
296,2020-08-22,291.0,Traps
297,2020-08-23,291.0,Traps
298,2020-08-24,355.0,Traps
299,2020-08-25,193.0,Traps
300,2020-08-26,193.0,Traps
301,2020-08-27,178.0,Traps
302,2020-08-28,178.0,Traps
303,2020-08-29,178.0,Traps
304,2020-08-30,196.0,Traps
305,2020-08-31,204.0,Traps
306,2020-09-01,204.0,Traps
307,2020-09-02,181.0,Traps
308,2020-09-03,181.0,Traps
309,2020-09-04,113.0,Traps
310,2020-09-05,113.0,Traps
311,2020-09-06,113.0,Traps
312,2020-09-07,225.0,Traps
313,2020-09-08,190.0,Traps
314,2020-09-09,190.0,Traps
315,2020-09-10,174.0,Traps
316,2020-09-11,174.0,Traps
317,2020-09-12,121.0,Traps
318,2020-09-13,121.0,Traps
319,2020-09-14,121.0,Traps
320,2020-09-15,173.0,Traps
321,2020-09-16,147.0,Traps
322,2020-09-17,147.0,Traps
323,2020-09-18,150.0,Traps
324,2020-09-19,150.0,Traps
325,2020-09-20,150.0,Traps
326,2020-09-21,348.0,Traps
327,2020-09-22,348.0,Traps
328,2020-09-23,277.0,Traps
329,2020-09-24,230.0,Traps
330,2020-09-25,207.0,Traps
331,2020-09-26,224.0,Traps
332,2020-09-27,224.0,Traps
333,2020-09-28,224.0,Traps
334,2020-09-29,223.0,Traps
335,2020-09-30,223.0,Traps
336,2020-10-01,144.0,Traps
337,2020-10-02,182.0,Traps
338,2020-10-03,182.0,Traps
339,2020-10-04,182.0,Traps
340,2020-10-05,175.0,Traps
341,2020-10-06,175.0,Traps
342,2020-10-07,107.0,Traps
343,2020-10-08,89.0,Traps
344,2020-10-09,97.0,Traps
345,2020-10-10,97.0,Traps
346,2020-10-11,97.0,Traps
347,2020-10-12,113.0,Traps
348,2020-10-13,95.0,Traps
349,2020-10-14,206.0,Traps
350,2020-10-15,206.0,Traps
351,2020-10-16,141.0,Traps
352,2020-10-17,141.0,Traps
353,2020-10-18,141.0,Traps
354,2020-10-19,148.0,Traps
355,2020-10-20,148.0,Traps
356,2020-10-21,84.0,Traps
357,2020-10-22,74.0,Traps
358,2020-10-23,76.0,Traps
359,2020-10-24,76.0,Traps
360,2020-10-25,120.0,Traps
361,2020-10-26,120.0,Traps
362,2020-10-27,120.0,Traps
363,2020-10-28,96.0,Traps
364,2020-10-29,96.0,Traps
365,2020-10-30,73.0,Traps
366,2020-10-31,73.0,Traps
367,2020-11-01,127.0,Traps
368,2020-11-02,112.0,Traps
369,2020-11-03,113.0,Traps
370,2020-11-04,113.0,Traps
371,2020-11-05,79.0,Traps
372,2020-11-06,79.0,Traps
373,2020-11-07,79.0,Traps
374,2020-11-08,155.0,Traps
375,2020-11-09,155.0,Traps
376,2020-11-10,115.0,Traps
377,2020-11-11,113.0,Traps
378,2020-11-12,121.0,Traps
379,2020-11-13,121.0,Traps
380,2020-11-14,150.0,Traps
381,2020-11-15,150.0,Traps
382,2020-11-16,150.0,Traps
383,2020-11-17,182.0,Traps
384,2020-11-18,182.0,Traps
385,2020-11-19,170.0,Traps
386,2020-11-20,166.0,Traps
387,2020-11-21,166.0,Traps
388,2020-11-22,166.0,Traps
389,2020-11-23,282.0,Traps
390,2020-11-24,245.0,Traps
391,2020-11-25,257.0,Traps
392,2020-11-26,257.0,Traps
393,2020-11-27,436.0,Traps
394,2020-11-28,436.0,Traps
395,2020-11-29,436.0,Traps
396,2020-11-30,467.0,Traps
397,2020-12-01,601.0,Traps
398,2020-12-02,601.0,Traps
399,2020-12-03,395.0,Traps
400,2020-12-04,388.0,Traps
401,2020-12-05,388.0,Traps
402,2020-12-06,471.0,Traps
403,2020-12-07,674.0,Traps
404,2020-12-08,674.0,Traps
405,2020-12-09,564.0,Traps
406,2020-12-10,526.0,Traps
407,2020-12-11,716.0,Traps
408,2020-12-12,697.0,Traps
409,2020-12-13,1059.0,Traps
410,2020-12-14,1084.0,Traps
411,2020-12-15,976.0,Traps
412,2020-12-16,785.0,Traps
413,2020-12-17,762.0,Traps
414,2020-12-18,817.0,Traps
415,2020-12-19,817.0,Traps
416,2020-12-20,813.0,Traps
417,2020-12-21,728.0,Traps
418,2020-12-22,665.0,Traps
419,2020-12-23,590.0,Traps
420,2020-12-24,557.0,Traps
421,2020-12-25,540.0,Traps
422,2020-12-26,562.0,Traps
423,2020-12-27,713.0,Traps
424,2020-12-28,713.0,Traps
425,2020-12-29,585.0,Traps
426,2020-12-30,596.0,Traps
427,2020-12-31,462.0,Traps
428,2021-01-01,520.0,Traps
429,2021-01-02,667.0,Traps
430,2021-01-03,691.0,Traps
431,2021-01-04,697.0,Traps
432,2021-01-05,475.0,Traps
433,2021-01-06,521.0,Traps
434,2021-01-07,433.0,Traps
435,2021-01-08,495.0,Traps
436,2021-01-09,351.0,Traps
437,2021-01-10,608.0,Traps
438,2021-01-11,590.0,Traps
439,2021-01-12,411.0,Traps
440,2021-01-13,426.0,Traps
441,2021-01-14,455.0,Traps
442,2021-01-15,455.0,Traps
443,2021-01-16,455.0,Traps
444,2021-01-17,455.0,Traps
445,2021-01-18,455.0,Traps
446,2021-01-19,455.0,Traps
447,2021-01-20,455.0,Traps
448,2021-01-21,476.0,Traps
449,2021-01-22,523.0,Traps
450,2021-01-23,523.0,Traps
451,2021-01-24,523.0,Traps
452,2021-01-25,738.0,Traps
453,2021-01-26,610.0,Traps
454,2021-01-27,812.0,Traps
455,2021-01-28,812.0,Traps
456,2021-01-29,812.0,Traps
457,2021-01-30,528.0,Traps
458,2021-01-31,528.0,Traps
459,2021-02-01,723.0,Traps
460,2021-02-02,834.0,Traps
461,2021-02-03,863.0,Traps
462,2021-02-04,863.0,Traps
463,2021-02-05,555.0,Traps
464,2021-02-06,555.0,Traps
465,2021-02-07,555.0,Traps
466,2021-02-08,798.0,Traps
467,2021-02-09,798.0,Traps
468,2021-02-10,798.0,Traps
469,2021-02-11,704.0,Traps
470,2021-02-12,704.0,Traps
471,2021-02-13,609.0,Traps
472,2021-02-14,609.0,Traps
473,2021-02-15,609.0,Traps
474,2021-02-16,859.0,Traps
475,2021-02-17,890.0,Traps
476,2021-02-18,890.0,Traps
477,2021-02-19,814.0,Traps
478,2021-02-20,675.0,Traps
479,2021-02-21,675.0,Traps
480,2021-02-22,675.0,Traps
481,2021-02-23,911.0,Traps
482,2021-02-24,911.0,Traps
483,2021-02-25,517.0,Traps
484,2021-02-26,517.0,Traps
485,2021-02-27,517.0,Traps
486,2021-02-28,719.0,Traps
487,2021-03-01,703.0,Traps
488,2021-03-02,700.0,Traps
489,2021-03-03,662.0,Traps
490,2021-03-04,707.0,Traps
491,2021-03-05,707.0,Traps
492,2021-03-06,707.0,Traps
493,2021-03-07,613.0,Traps
494,2021-03-08,771.0,Traps
495,2021-03-09,771.0,Traps
496,2021-03-10,771.0,Traps
497,2021-03-11,616.0,Traps
498,2021-03-12,725.0,Traps
499,2021-03-13,725.0,Traps
500,2021-03-14,725.0,Traps
501,2021-03-15,943.0,Traps
502,2021-03-16,943.0,Traps
503,2021-03-17,697.0,Traps
504,2021-03-18,743.0,Traps
505,2021-03-19,743.0,Traps
506,2021-03-20,822.0,Traps
507,2021-03-21,822.0,Traps
508,2021-03-22,1437.0,Traps
509,2021-03-23,1437.0,Traps
510,2021-03-24,1437.0,Traps
511,2021-03-25,797.0,Traps
512,2021-03-26,797.0,Traps
513,2021-03-27,866.0,Traps
514,2021-03-28,866.0,Traps
515,2021-03-29,866.0,Traps
516,2021-03-30,1144.0,Traps
517,2021-03-31,1144.0,Traps
518,2021-04-01,935.0,Traps
519,2021-04-02,935.0,Traps
520,2021-04-03,935.0,Traps
521,2021-04-04,1036.0,Traps
522,2021-04-05,1036.0,Traps
523,2021-04-06,1036.0,Traps
524,2021-04-07,921.0,Traps
525,2021-04-08,921.0,Traps
526,2021-04-09,787.0,Traps
527,2021-04-10,787.0,Traps
528,2021-04-11,787.0,Traps
529,2021-04-12,932.0,Traps
530,2021-04-13,932.0,Traps
531,2021-04-14,542.0,Traps
532,2021-04-15,542.0,Traps
533,2021-04-16,448.0,Traps
534,2021-04-17,448.0,Traps
535,2021-04-18,896.0,Traps
536,2021-04-19,896.0,Traps
537,2021-04-20,791.0,Traps
538,2021-04-21,791.0,Traps
539,2021-04-22,924.0,Traps
540,2021-04-23,924.0,Traps
541,2021-04-24,924.0,Traps
542,2021-04-25,904.0,Traps
543,2021-04-26,904.0,Traps
544,2021-04-27,1088.0,Traps
545,2021-04-28,1088.0,Traps
546,2021-04-29,641.0,Traps
547,2021-04-30,641.0,Traps
548,2021-05-01,854.0,Traps
549,2021-05-02,854.0,Traps
550,2021-05-03,911.0,Traps
551,2021-05-04,911.0,Traps
552,2021-05-05,773.0,Traps
553,2021-05-06,773.0,Traps
554,2021-05-07,773.0,Traps
555,2021-05-08,794.0,Traps
556,2021-05-09,907.0,Traps
557,2021-05-10,907.0,Traps
558,2021-05-11,559.0,Traps
559,2021-05-12,559.0,Traps
560,2021-05-13,668.0,Traps
561,2021-05-14,668.0,Traps
562,2021-05-15,757.0,Traps
563,2021-05-16,757.0,Traps
564,2021-05-17,999.0,Traps
565,2021-05-18,999.0,Traps
566,2021-05-19,917.0,Traps
567,2021-05-20,759.0,Traps
568,2021-05-21,759.0,Traps
569,2021-05-22,662.0,Traps
570,2021-05-23,766.0,Traps
571,2021-05-24,766.0,Traps
572,2021-05-25,766.0,Traps
573,2021-05-26,629.0,Traps
574,2021-05-27,629.0,Traps
575,2021-05-28,585.0,Traps
576,2021-05-29,585.0,Traps
577,2021-05-30,529.0,Traps
578,2021-05-31,658.0,Traps
579,2021-06-01,658.0,Traps
580,2021-06-02,589.0,Traps
581,2021-06-03,542.0,Traps
582,2021-06-04,330.0,Traps
583,2021-06-05,330.0,Traps
584,2021-06-06,402.0,Traps
585,2021-06-07,402.0,Traps
586,2021-06-08,301.0,Traps
587,2021-06-09,153.0,Traps
588,2021-06-10,146.0,Traps
589,2021-06-11,135.0,Traps
590,2021-06-12,135.0,Traps
591,2021-06-13,206.0,Traps
592,2021-06-14,220.0,Traps
593,2021-06-15,220.0,Traps
594,2021-06-16,187.0,Traps
595,2021-06-17,170.0,Traps
596,2021-06-18,199.0,Traps
597,2021-06-19,159.0,Traps
598,2021-06-20,219.0,Traps
599,2021-06-21,268.0,Traps
600,2021-06-22,268.0,Traps
601,2021-06-23,311.0,Traps
602,2021-06-24,223.0,Traps
603,2021-06-25,223.0,Traps
604,2021-06-26,228.0,Traps
605,2021-06-27,228.0,Traps
606,2021-06-28,241.0,Traps
607,2021-06-29,207.0,Traps
608,2021-06-30,172.0,Traps
609,2021-07-01,172.0,Traps
610,2021-07-02,126.0,Traps
611,2021-07-03,126.0,Traps
612,2021-07-04,126.0,Traps
613,2021-07-05,168.0,Traps
614,2021-07-06,175.0,Traps
615,2021-07-07,108.0,Traps
616,2021-07-08,90.0,Traps
617,2021-07-09,97.0,Traps
618,2021-07-10,92.0,Traps
