,date,value,name_B07M63DP2V
557,2020-10-16,188706.0,Kids' Bath Towels
558,2020-10-17,300823.0,Kids' Bath Towels
559,2020-10-18,300823.0,Kids' Bath Towels
560,2020-10-19,300823.0,Kids' Bath Towels
561,2020-10-20,300823.0,Kids' Bath Towels
562,2020-10-21,300823.0,Kids' Bath Towels
563,2020-10-22,300823.0,Kids' Bath Towels
564,2020-10-23,300823.0,Kids' Bath Towels
565,2020-10-24,300823.0,Kids' Bath Towels
566,2020-10-25,300823.0,Kids' Bath Towels
567,2020-10-26,300823.0,Kids' Bath Towels
568,2020-10-27,300823.0,Kids' Bath Towels
569,2020-10-28,100795.0,Kids' Bath Towels
570,2020-10-29,100795.0,Kids' Bath Towels
571,2020-10-30,100795.0,Kids' Bath Towels
572,2020-10-31,100795.0,Kids' Bath Towels
573,2020-11-01,100795.0,Kids' Bath Towels
574,2020-11-02,100795.0,Kids' Bath Towels
575,2020-11-03,100795.0,Kids' Bath Towels
576,2020-11-04,180169.0,Kids' Bath Towels
577,2020-11-05,180169.0,Kids' Bath Towels
578,2020-11-06,424528.0,Kids' Bath Towels
579,2020-11-07,424528.0,Kids' Bath Towels
580,2020-11-08,424528.0,Kids' Bath Towels
581,2020-11-09,234926.0,Kids' Bath Towels
582,2020-11-10,234926.0,Kids' Bath Towels
583,2020-11-11,234926.0,Kids' Bath Towels
584,2020-11-12,234926.0,Kids' Bath Towels
585,2020-11-13,234926.0,Kids' Bath Towels
586,2020-11-14,234926.0,Kids' Bath Towels
587,2020-11-15,234926.0,Kids' Bath Towels
588,2020-11-16,203256.0,Kids' Bath Towels
589,2020-11-17,180423.0,Kids' Bath Towels
590,2020-11-18,180423.0,Kids' Bath Towels
591,2020-11-19,180423.0,Kids' Bath Towels
592,2020-11-20,251133.0,Kids' Bath Towels
593,2020-11-21,251133.0,Kids' Bath Towels
594,2020-11-22,251133.0,Kids' Bath Towels
595,2020-11-23,251133.0,Kids' Bath Towels
596,2020-11-24,251133.0,Kids' Bath Towels
597,2020-11-25,312976.0,Kids' Bath Towels
598,2020-11-26,312976.0,Kids' Bath Towels
599,2020-11-27,312976.0,Kids' Bath Towels
600,2020-11-28,188045.0,Kids' Bath Towels
601,2020-11-29,188045.0,Kids' Bath Towels
602,2020-11-30,188045.0,Kids' Bath Towels
603,2020-12-01,188045.0,Kids' Bath Towels
604,2020-12-02,198784.0,Kids' Bath Towels
605,2020-12-03,198784.0,Kids' Bath Towels
606,2020-12-04,198784.0,Kids' Bath Towels
607,2020-12-05,198784.0,Kids' Bath Towels
608,2020-12-06,198784.0,Kids' Bath Towels
609,2020-12-07,293280.0,Kids' Bath Towels
610,2020-12-08,293280.0,Kids' Bath Towels
611,2020-12-09,293280.0,Kids' Bath Towels
612,2020-12-10,106361.0,Kids' Bath Towels
613,2020-12-11,106361.0,Kids' Bath Towels
614,2020-12-12,106361.0,Kids' Bath Towels
615,2020-12-13,106361.0,Kids' Bath Towels
616,2020-12-14,106361.0,Kids' Bath Towels
617,2020-12-15,106361.0,Kids' Bath Towels
618,2020-12-16,153602.0,Kids' Bath Towels
619,2020-12-17,153602.0,Kids' Bath Towels
620,2020-12-18,153602.0,Kids' Bath Towels
621,2020-12-19,234535.0,Kids' Bath Towels
622,2020-12-20,234535.0,Kids' Bath Towels
623,2020-12-21,234535.0,Kids' Bath Towels
624,2020-12-22,234535.0,Kids' Bath Towels
625,2020-12-23,234535.0,Kids' Bath Towels
626,2020-12-24,197601.0,Kids' Bath Towels
627,2020-12-25,197601.0,Kids' Bath Towels
628,2020-12-26,197601.0,Kids' Bath Towels
629,2020-12-27,197601.0,Kids' Bath Towels
630,2020-12-28,197601.0,Kids' Bath Towels
631,2020-12-29,197601.0,Kids' Bath Towels
632,2020-12-30,197601.0,Kids' Bath Towels
633,2020-12-31,251068.0,Kids' Bath Towels
634,2021-01-01,251068.0,Kids' Bath Towels
635,2021-01-02,251068.0,Kids' Bath Towels
636,2021-01-03,251068.0,Kids' Bath Towels
637,2021-01-04,251068.0,Kids' Bath Towels
638,2021-01-05,251068.0,Kids' Bath Towels
639,2021-01-06,251068.0,Kids' Bath Towels
640,2021-01-07,367673.0,Kids' Bath Towels
641,2021-01-08,367673.0,Kids' Bath Towels
642,2021-01-09,367673.0,Kids' Bath Towels
643,2021-01-10,367673.0,Kids' Bath Towels
644,2021-01-11,367673.0,Kids' Bath Towels
645,2021-01-12,367673.0,Kids' Bath Towels
646,2021-01-13,367673.0,Kids' Bath Towels
647,2021-01-14,367673.0,Kids' Bath Towels
648,2021-01-15,367673.0,Kids' Bath Towels
649,2021-01-16,185900.0,Kids' Bath Towels
650,2021-01-17,185900.0,Kids' Bath Towels
651,2021-01-18,185900.0,Kids' Bath Towels
652,2021-01-19,185900.0,Kids' Bath Towels
653,2021-01-20,185900.0,Kids' Bath Towels
654,2021-01-21,293842.0,Kids' Bath Towels
655,2021-01-22,293842.0,Kids' Bath Towels
656,2021-01-23,293842.0,Kids' Bath Towels
657,2021-01-24,293842.0,Kids' Bath Towels
658,2021-01-25,293842.0,Kids' Bath Towels
659,2021-01-26,236884.0,Kids' Bath Towels
660,2021-01-27,236884.0,Kids' Bath Towels
661,2021-01-28,236884.0,Kids' Bath Towels
662,2021-01-29,236884.0,Kids' Bath Towels
663,2021-01-30,236884.0,Kids' Bath Towels
664,2021-01-31,191699.0,Kids' Bath Towels
665,2021-02-01,191699.0,Kids' Bath Towels
666,2021-02-02,230448.0,Kids' Bath Towels
667,2021-02-03,228410.0,Kids' Bath Towels
668,2021-02-04,161560.0,Kids' Bath Towels
669,2021-02-05,177251.0,Kids' Bath Towels
670,2021-02-06,177251.0,Kids' Bath Towels
671,2021-02-07,177251.0,Kids' Bath Towels
672,2021-02-08,177251.0,Kids' Bath Towels
673,2021-02-09,182498.0,Kids' Bath Towels
674,2021-02-10,182498.0,Kids' Bath Towels
675,2021-02-11,182498.0,Kids' Bath Towels
676,2021-02-12,107398.0,Kids' Bath Towels
677,2021-02-13,107398.0,Kids' Bath Towels
678,2021-02-14,107398.0,Kids' Bath Towels
679,2021-02-15,107398.0,Kids' Bath Towels
680,2021-02-16,107398.0,Kids' Bath Towels
681,2021-02-17,107398.0,Kids' Bath Towels
682,2021-02-18,107398.0,Kids' Bath Towels
683,2021-02-19,107398.0,Kids' Bath Towels
684,2021-02-20,107398.0,Kids' Bath Towels
685,2021-02-21,107398.0,Kids' Bath Towels
686,2021-02-22,107398.0,Kids' Bath Towels
687,2021-02-23,88622.0,Kids' Bath Towels
688,2021-02-24,88622.0,Kids' Bath Towels
689,2021-02-25,88622.0,Kids' Bath Towels
690,2021-02-26,88622.0,Kids' Bath Towels
691,2021-02-27,88622.0,Kids' Bath Towels
692,2021-02-28,88622.0,Kids' Bath Towels
693,2021-03-01,59940.0,Kids' Bath Towels
694,2021-03-02,59940.0,Kids' Bath Towels
695,2021-03-03,59940.0,Kids' Bath Towels
696,2021-03-04,59940.0,Kids' Bath Towels
697,2021-03-05,59940.0,Kids' Bath Towels
698,2021-03-06,56195.0,Kids' Bath Towels
699,2021-03-07,82313.0,Kids' Bath Towels
700,2021-03-08,82313.0,Kids' Bath Towels
701,2021-03-09,84340.0,Kids' Bath Towels
702,2021-03-10,84340.0,Kids' Bath Towels
703,2021-03-11,84340.0,Kids' Bath Towels
704,2021-03-12,63045.0,Kids' Bath Towels
705,2021-03-13,63045.0,Kids' Bath Towels
706,2021-03-14,63045.0,Kids' Bath Towels
707,2021-03-15,60167.0,Kids' Bath Towels
708,2021-03-16,46498.0,Kids' Bath Towels
709,2021-03-17,46498.0,Kids' Bath Towels
710,2021-03-18,46498.0,Kids' Bath Towels
711,2021-03-19,46498.0,Kids' Bath Towels
712,2021-03-20,46498.0,Kids' Bath Towels
713,2021-03-21,56281.0,Kids' Bath Towels
714,2021-03-22,56281.0,Kids' Bath Towels
715,2021-03-23,56281.0,Kids' Bath Towels
716,2021-03-24,56281.0,Kids' Bath Towels
717,2021-03-25,56281.0,Kids' Bath Towels
718,2021-03-26,56281.0,Kids' Bath Towels
719,2021-03-27,37118.0,Kids' Bath Towels
720,2021-03-28,37118.0,Kids' Bath Towels
721,2021-03-29,37118.0,Kids' Bath Towels
722,2021-03-30,27125.0,Kids' Bath Towels
723,2021-03-31,27125.0,Kids' Bath Towels
724,2021-04-01,29995.0,Kids' Bath Towels
725,2021-04-02,31493.0,Kids' Bath Towels
726,2021-04-03,40792.0,Kids' Bath Towels
727,2021-04-04,40792.0,Kids' Bath Towels
728,2021-04-05,40792.0,Kids' Bath Towels
729,2021-04-06,40792.0,Kids' Bath Towels
730,2021-04-07,40792.0,Kids' Bath Towels
731,2021-04-08,40792.0,Kids' Bath Towels
732,2021-04-09,40616.0,Kids' Bath Towels
733,2021-04-10,40616.0,Kids' Bath Towels
734,2021-04-11,40616.0,Kids' Bath Towels
735,2021-04-12,40616.0,Kids' Bath Towels
736,2021-04-13,40616.0,Kids' Bath Towels
737,2021-04-14,40616.0,Kids' Bath Towels
738,2021-04-15,63818.0,Kids' Bath Towels
739,2021-04-16,63818.0,Kids' Bath Towels
740,2021-04-17,63818.0,Kids' Bath Towels
741,2021-04-18,63818.0,Kids' Bath Towels
742,2021-04-19,63818.0,Kids' Bath Towels
743,2021-04-20,60100.0,Kids' Bath Towels
744,2021-04-21,60100.0,Kids' Bath Towels
745,2021-04-22,60100.0,Kids' Bath Towels
746,2021-04-23,60100.0,Kids' Bath Towels
747,2021-04-24,60100.0,Kids' Bath Towels
748,2021-04-25,84806.0,Kids' Bath Towels
749,2021-04-26,84806.0,Kids' Bath Towels
750,2021-04-27,84806.0,Kids' Bath Towels
751,2021-04-28,84806.0,Kids' Bath Towels
752,2021-04-29,84806.0,Kids' Bath Towels
753,2021-04-30,84806.0,Kids' Bath Towels
754,2021-05-01,94134.0,Kids' Bath Towels
755,2021-05-02,94134.0,Kids' Bath Towels
756,2021-05-03,61712.0,Kids' Bath Towels
757,2021-05-04,61712.0,Kids' Bath Towels
758,2021-05-05,61712.0,Kids' Bath Towels
759,2021-05-06,80997.0,Kids' Bath Towels
760,2021-05-07,80997.0,Kids' Bath Towels
761,2021-05-08,80997.0,Kids' Bath Towels
762,2021-05-09,80997.0,Kids' Bath Towels
763,2021-05-10,80997.0,Kids' Bath Towels
764,2021-05-11,56722.0,Kids' Bath Towels
765,2021-05-12,56722.0,Kids' Bath Towels
766,2021-05-13,56722.0,Kids' Bath Towels
767,2021-05-14,72062.0,Kids' Bath Towels
768,2021-05-15,68575.0,Kids' Bath Towels
769,2021-05-16,68575.0,Kids' Bath Towels
770,2021-05-17,68575.0,Kids' Bath Towels
771,2021-05-18,38495.0,Kids' Bath Towels
772,2021-05-19,38495.0,Kids' Bath Towels
773,2021-05-20,38495.0,Kids' Bath Towels
774,2021-05-21,43612.0,Kids' Bath Towels
775,2021-05-22,43612.0,Kids' Bath Towels
776,2021-05-23,59163.0,Kids' Bath Towels
777,2021-05-24,59163.0,Kids' Bath Towels
778,2021-05-25,59163.0,Kids' Bath Towels
779,2021-05-26,59163.0,Kids' Bath Towels
780,2021-05-27,59163.0,Kids' Bath Towels
781,2021-05-28,59163.0,Kids' Bath Towels
782,2021-05-29,59163.0,Kids' Bath Towels
783,2021-05-30,53586.0,Kids' Bath Towels
784,2021-05-31,53586.0,Kids' Bath Towels
785,2021-06-01,53586.0,Kids' Bath Towels
786,2021-06-02,37634.0,Kids' Bath Towels
787,2021-06-03,37634.0,Kids' Bath Towels
788,2021-06-04,37634.0,Kids' Bath Towels
789,2021-06-05,66239.0,Kids' Bath Towels
790,2021-06-06,66239.0,Kids' Bath Towels
791,2021-06-07,66239.0,Kids' Bath Towels
792,2021-06-08,66239.0,Kids' Bath Towels
793,2021-06-09,47673.0,Kids' Bath Towels
794,2021-06-10,47673.0,Kids' Bath Towels
795,2021-06-11,47673.0,Kids' Bath Towels
796,2021-06-12,47673.0,Kids' Bath Towels
797,2021-06-13,47673.0,Kids' Bath Towels
798,2021-06-14,47673.0,Kids' Bath Towels
799,2021-06-15,71816.0,Kids' Bath Towels
800,2021-06-16,71816.0,Kids' Bath Towels
801,2021-06-17,71816.0,Kids' Bath Towels
802,2021-06-18,71816.0,Kids' Bath Towels
803,2021-06-19,71816.0,Kids' Bath Towels
804,2021-06-20,71816.0,Kids' Bath Towels
805,2021-06-21,47866.0,Kids' Bath Towels
806,2021-06-22,47866.0,Kids' Bath Towels
807,2021-06-23,47866.0,Kids' Bath Towels
808,2021-06-24,78995.0,Kids' Bath Towels
809,2021-06-25,78995.0,Kids' Bath Towels
810,2021-06-26,78995.0,Kids' Bath Towels
811,2021-06-27,78995.0,Kids' Bath Towels
812,2021-06-28,78995.0,Kids' Bath Towels
813,2021-06-29,36956.0,Kids' Bath Towels
814,2021-06-30,36956.0,Kids' Bath Towels
815,2021-07-01,36956.0,Kids' Bath Towels
816,2021-07-02,39844.0,Kids' Bath Towels
817,2021-07-03,49487.0,Kids' Bath Towels
818,2021-07-04,49487.0,Kids' Bath Towels
819,2021-07-05,49487.0,Kids' Bath Towels
820,2021-07-06,49487.0,Kids' Bath Towels
821,2021-07-07,45634.0,Kids' Bath Towels
822,2021-07-08,45634.0,Kids' Bath Towels
823,2021-07-09,49920.0,Kids' Bath Towels
824,2021-07-10,56033.0,Kids' Bath Towels
