,date,value,name_B07KJR96XT
791,2021-01-18,7466.0,Suet
792,2021-01-19,7466.0,Suet
793,2021-01-20,7466.0,Suet
794,2021-01-21,17864.0,Suet
795,2021-01-22,17864.0,Suet
796,2021-01-23,7924.0,Suet
797,2021-01-24,7924.0,Suet
798,2021-01-25,8023.0,Suet
799,2021-01-26,7822.0,Suet
800,2021-01-27,7822.0,Suet
801,2021-01-28,6318.0,Suet
802,2021-01-29,6318.0,Suet
803,2021-01-30,6893.0,Suet
804,2021-01-31,6893.0,Suet
805,2021-02-01,8831.0,Suet
806,2021-02-02,8831.0,Suet
807,2021-02-03,8973.0,Suet
808,2021-02-04,8973.0,Suet
809,2021-02-05,8973.0,Suet
810,2021-02-06,6181.0,Suet
811,2021-02-07,6181.0,Suet
812,2021-02-08,6181.0,Suet
813,2021-02-09,5367.0,Suet
814,2021-02-10,5367.0,Suet
815,2021-02-11,5367.0,Suet
816,2021-02-12,10483.0,Suet
817,2021-02-13,14538.0,Suet
818,2021-02-14,14538.0,Suet
819,2021-02-15,10737.0,Suet
820,2021-02-16,10737.0,Suet
821,2021-02-17,10737.0,Suet
822,2021-02-18,9647.0,Suet
823,2021-02-19,9647.0,Suet
824,2021-02-20,10258.0,Suet
825,2021-02-21,6760.0,Suet
826,2021-02-22,8202.0,Suet
827,2021-02-23,8202.0,Suet
828,2021-02-24,11409.0,Suet
829,2021-02-25,14603.0,Suet
830,2021-02-26,9664.0,Suet
831,2021-02-27,9664.0,Suet
832,2021-02-28,8318.0,Suet
833,2021-03-01,10782.0,Suet
834,2021-03-02,8264.0,Suet
835,2021-03-03,8264.0,Suet
836,2021-03-04,8264.0,Suet
837,2021-03-05,12115.0,Suet
838,2021-03-06,12115.0,Suet
839,2021-03-07,12115.0,Suet
840,2021-03-08,7276.0,Suet
841,2021-03-09,7276.0,Suet
842,2021-03-10,11044.0,Suet
843,2021-03-11,11044.0,Suet
844,2021-03-12,11044.0,Suet
845,2021-03-13,15558.0,Suet
846,2021-03-14,15558.0,Suet
847,2021-03-15,15558.0,Suet
848,2021-03-16,22665.0,Suet
849,2021-03-17,22665.0,Suet
850,2021-03-18,18339.0,Suet
851,2021-03-19,18339.0,Suet
852,2021-03-20,15309.0,Suet
853,2021-03-21,16393.0,Suet
854,2021-03-22,16963.0,Suet
855,2021-03-23,16963.0,Suet
856,2021-03-24,27750.0,Suet
857,2021-03-25,37118.0,Suet
858,2021-03-26,39196.0,Suet
859,2021-03-27,39196.0,Suet
860,2021-03-28,39196.0,Suet
861,2021-03-29,42559.0,Suet
862,2021-03-30,42559.0,Suet
863,2021-03-31,42559.0,Suet
864,2021-04-01,35272.0,Suet
865,2021-04-02,24655.0,Suet
866,2021-04-03,19956.0,Suet
867,2021-04-04,19956.0,Suet
868,2021-04-05,34166.0,Suet
869,2021-04-06,46263.0,Suet
870,2021-04-07,46263.0,Suet
871,2021-04-08,26798.0,Suet
872,2021-04-09,26798.0,Suet
873,2021-04-10,26798.0,Suet
874,2021-04-11,20544.0,Suet
875,2021-04-12,24875.0,Suet
876,2021-04-13,18480.0,Suet
877,2021-04-14,21576.0,Suet
878,2021-04-15,21576.0,Suet
879,2021-04-16,21576.0,Suet
880,2021-04-17,21576.0,Suet
881,2021-04-18,19190.0,Suet
882,2021-04-19,19190.0,Suet
883,2021-04-20,26078.0,Suet
884,2021-04-21,26078.0,Suet
885,2021-04-22,15282.0,Suet
886,2021-04-23,15282.0,Suet
887,2021-04-24,15282.0,Suet
888,2021-04-25,19438.0,Suet
889,2021-04-26,19438.0,Suet
890,2021-04-27,19438.0,Suet
891,2021-04-28,22007.0,Suet
892,2021-04-29,22007.0,Suet
893,2021-04-30,22007.0,Suet
894,2021-05-01,16073.0,Suet
895,2021-05-02,16073.0,Suet
896,2021-05-03,22035.0,Suet
897,2021-05-04,22035.0,Suet
898,2021-05-05,19355.0,Suet
899,2021-05-06,24802.0,Suet
900,2021-05-07,24802.0,Suet
901,2021-05-08,25725.0,Suet
902,2021-05-09,17787.0,Suet
903,2021-05-10,17787.0,Suet
904,2021-05-11,18067.0,Suet
905,2021-05-12,18067.0,Suet
906,2021-05-13,18753.0,Suet
907,2021-05-14,20078.0,Suet
908,2021-05-15,20078.0,Suet
909,2021-05-16,34277.0,Suet
910,2021-05-17,34277.0,Suet
911,2021-05-18,21939.0,Suet
912,2021-05-19,21939.0,Suet
913,2021-05-20,22054.0,Suet
914,2021-05-21,22054.0,Suet
915,2021-05-22,22054.0,Suet
916,2021-05-23,28054.0,Suet
917,2021-05-24,28054.0,Suet
918,2021-05-25,22450.0,Suet
919,2021-05-26,18654.0,Suet
920,2021-05-27,18654.0,Suet
921,2021-05-28,22031.0,Suet
922,2021-05-29,22031.0,Suet
923,2021-05-30,17349.0,Suet
924,2021-05-31,17349.0,Suet
925,2021-06-01,17349.0,Suet
926,2021-06-02,17930.0,Suet
927,2021-06-03,18014.0,Suet
928,2021-06-04,18096.0,Suet
929,2021-06-05,18096.0,Suet
930,2021-06-06,13335.0,Suet
931,2021-06-07,13335.0,Suet
932,2021-06-08,20910.0,Suet
933,2021-06-09,26701.0,Suet
934,2021-06-10,26701.0,Suet
935,2021-06-11,35863.0,Suet
936,2021-06-12,19058.0,Suet
937,2021-06-13,18215.0,Suet
938,2021-06-14,18215.0,Suet
939,2021-06-15,18215.0,Suet
940,2021-06-16,21552.0,Suet
941,2021-06-17,21552.0,Suet
942,2021-06-18,19045.0,Suet
943,2021-06-19,19045.0,Suet
944,2021-06-20,24145.0,Suet
945,2021-06-21,24145.0,Suet
946,2021-06-22,25329.0,Suet
947,2021-06-23,28444.0,Suet
948,2021-06-24,28444.0,Suet
949,2021-06-25,28444.0,Suet
950,2021-06-26,25611.0,Suet
951,2021-06-27,25611.0,Suet
952,2021-06-28,21088.0,Suet
953,2021-06-29,22554.0,Suet
954,2021-06-30,22554.0,Suet
955,2021-07-01,26720.0,Suet
956,2021-07-02,26720.0,Suet
957,2021-07-03,37981.0,Suet
958,2021-07-04,29104.0,Suet
959,2021-07-05,29104.0,Suet
960,2021-07-06,29104.0,Suet
961,2021-07-07,30315.0,Suet
962,2021-07-08,22451.0,Suet
963,2021-07-09,20501.0,Suet
964,2021-07-10,20954.0,Suet
