,date,value,name_B07ZN47WHF
533,2021-04-18,2851.0,Duvet Covers & Sets
534,2021-04-19,3378.0,Duvet Covers & Sets
535,2021-04-20,2911.0,Duvet Covers & Sets
536,2021-04-21,3237.0,Duvet Covers & Sets
537,2021-04-22,3481.0,Duvet Covers & Sets
538,2021-04-23,2960.0,Duvet Covers & Sets
539,2021-04-24,2960.0,Duvet Covers & Sets
540,2021-04-25,3285.0,Duvet Covers & Sets
541,2021-04-26,2994.0,Duvet Covers & Sets
542,2021-04-27,3550.0,Duvet Covers & Sets
543,2021-04-28,3666.0,Duvet Covers & Sets
544,2021-04-29,3238.0,Duvet Covers & Sets
545,2021-04-30,3140.0,Duvet Covers & Sets
546,2021-05-01,2956.0,Duvet Covers & Sets
547,2021-05-02,2956.0,Duvet Covers & Sets
548,2021-05-03,3877.0,Duvet Covers & Sets
549,2021-05-04,3877.0,Duvet Covers & Sets
550,2021-05-05,3560.0,Duvet Covers & Sets
551,2021-05-06,3152.0,Duvet Covers & Sets
552,2021-05-07,3271.0,Duvet Covers & Sets
553,2021-05-08,2967.0,Duvet Covers & Sets
554,2021-05-09,3678.0,Duvet Covers & Sets
