,date,value,name_B083152KXC
99,2020-09-21,63121.0,Socks & Insoles
100,2020-09-22,63121.0,Socks & Insoles
101,2020-09-23,63121.0,Socks & Insoles
102,2020-09-24,67259.0,Socks & Insoles
103,2020-09-25,67259.0,Socks & Insoles
104,2020-09-26,67259.0,Socks & Insoles
105,2020-09-27,67259.0,Socks & Insoles
106,2020-09-28,67259.0,Socks & Insoles
107,2020-09-29,67259.0,Socks & Insoles
108,2020-09-30,67259.0,Socks & Insoles
109,2020-10-01,67259.0,Socks & Insoles
110,2020-10-02,67259.0,Socks & Insoles
111,2020-10-03,67259.0,Socks & Insoles
112,2020-10-04,67259.0,Socks & Insoles
113,2020-10-05,67259.0,Socks & Insoles
114,2020-10-06,53493.0,Socks & Insoles
115,2020-10-07,53493.0,Socks & Insoles
116,2020-10-08,53493.0,Socks & Insoles
117,2020-10-09,53493.0,Socks & Insoles
118,2020-10-10,53493.0,Socks & Insoles
119,2020-10-11,78388.0,Socks & Insoles
120,2020-10-12,78388.0,Socks & Insoles
121,2020-10-13,78388.0,Socks & Insoles
122,2020-10-14,78388.0,Socks & Insoles
123,2020-10-15,78388.0,Socks & Insoles
124,2020-10-16,78907.0,Socks & Insoles
125,2020-10-17,78907.0,Socks & Insoles
126,2020-10-18,78907.0,Socks & Insoles
127,2020-10-19,78907.0,Socks & Insoles
128,2020-10-20,78907.0,Socks & Insoles
129,2020-10-21,78907.0,Socks & Insoles
130,2020-10-22,84606.0,Socks & Insoles
131,2020-10-23,84606.0,Socks & Insoles
132,2020-10-24,84606.0,Socks & Insoles
133,2020-10-25,84606.0,Socks & Insoles
134,2020-10-26,51515.0,Socks & Insoles
135,2020-10-27,51515.0,Socks & Insoles
136,2020-10-28,51515.0,Socks & Insoles
137,2020-10-29,51515.0,Socks & Insoles
138,2020-10-30,51515.0,Socks & Insoles
139,2020-10-31,51515.0,Socks & Insoles
140,2020-11-01,51515.0,Socks & Insoles
141,2020-11-02,63439.0,Socks & Insoles
142,2020-11-03,63439.0,Socks & Insoles
143,2020-11-04,63439.0,Socks & Insoles
144,2020-11-05,63439.0,Socks & Insoles
145,2020-11-06,63439.0,Socks & Insoles
146,2020-11-07,63439.0,Socks & Insoles
147,2020-11-08,63439.0,Socks & Insoles
148,2020-11-09,63439.0,Socks & Insoles
149,2020-11-10,63439.0,Socks & Insoles
150,2020-11-11,63439.0,Socks & Insoles
151,2020-11-12,53473.0,Socks & Insoles
152,2020-11-13,53473.0,Socks & Insoles
153,2020-11-14,53473.0,Socks & Insoles
154,2020-11-15,52047.0,Socks & Insoles
155,2020-11-16,52047.0,Socks & Insoles
156,2020-11-17,61733.0,Socks & Insoles
157,2020-11-18,61733.0,Socks & Insoles
158,2020-11-19,61733.0,Socks & Insoles
159,2020-11-20,61733.0,Socks & Insoles
160,2020-11-21,61733.0,Socks & Insoles
161,2020-11-22,61733.0,Socks & Insoles
162,2020-11-23,61733.0,Socks & Insoles
163,2020-11-24,61733.0,Socks & Insoles
164,2020-11-25,61733.0,Socks & Insoles
165,2020-11-26,61733.0,Socks & Insoles
166,2020-11-27,61733.0,Socks & Insoles
167,2020-11-28,61733.0,Socks & Insoles
168,2020-11-29,61733.0,Socks & Insoles
169,2020-11-30,61733.0,Socks & Insoles
170,2020-12-01,61733.0,Socks & Insoles
171,2020-12-02,61733.0,Socks & Insoles
172,2020-12-03,36429.0,Socks & Insoles
173,2020-12-04,36429.0,Socks & Insoles
174,2020-12-05,36429.0,Socks & Insoles
175,2020-12-06,36429.0,Socks & Insoles
176,2020-12-07,34172.0,Socks & Insoles
177,2020-12-08,34172.0,Socks & Insoles
178,2020-12-09,34172.0,Socks & Insoles
179,2020-12-10,33602.0,Socks & Insoles
180,2020-12-11,33602.0,Socks & Insoles
181,2020-12-12,33602.0,Socks & Insoles
182,2020-12-13,33602.0,Socks & Insoles
183,2020-12-14,33602.0,Socks & Insoles
184,2020-12-15,33602.0,Socks & Insoles
185,2020-12-16,33602.0,Socks & Insoles
186,2020-12-17,29848.0,Socks & Insoles
187,2020-12-18,29848.0,Socks & Insoles
188,2020-12-19,29848.0,Socks & Insoles
189,2020-12-20,25959.0,Socks & Insoles
190,2020-12-21,25959.0,Socks & Insoles
191,2020-12-22,25959.0,Socks & Insoles
192,2020-12-23,48520.0,Socks & Insoles
193,2020-12-24,41615.0,Socks & Insoles
194,2020-12-25,41615.0,Socks & Insoles
195,2020-12-26,41615.0,Socks & Insoles
196,2020-12-27,41615.0,Socks & Insoles
197,2020-12-28,41615.0,Socks & Insoles
198,2020-12-29,41615.0,Socks & Insoles
199,2020-12-30,41615.0,Socks & Insoles
200,2020-12-31,41615.0,Socks & Insoles
201,2021-01-01,41615.0,Socks & Insoles
202,2021-01-02,41615.0,Socks & Insoles
203,2021-01-03,41615.0,Socks & Insoles
204,2021-01-04,39186.0,Socks & Insoles
205,2021-01-05,39186.0,Socks & Insoles
206,2021-01-06,39186.0,Socks & Insoles
207,2021-01-07,39186.0,Socks & Insoles
208,2021-01-08,42477.0,Socks & Insoles
209,2021-01-09,42477.0,Socks & Insoles
210,2021-01-10,31713.0,Socks & Insoles
211,2021-01-11,31713.0,Socks & Insoles
212,2021-01-12,45714.0,Socks & Insoles
213,2021-01-13,57930.0,Socks & Insoles
214,2021-01-14,57930.0,Socks & Insoles
215,2021-01-15,57930.0,Socks & Insoles
216,2021-01-16,57930.0,Socks & Insoles
217,2021-01-17,57930.0,Socks & Insoles
218,2021-01-18,57930.0,Socks & Insoles
219,2021-01-19,57930.0,Socks & Insoles
220,2021-01-20,34998.0,Socks & Insoles
221,2021-01-21,29477.0,Socks & Insoles
222,2021-01-22,29477.0,Socks & Insoles
223,2021-01-23,29477.0,Socks & Insoles
224,2021-01-24,29477.0,Socks & Insoles
225,2021-01-25,29477.0,Socks & Insoles
226,2021-01-26,29477.0,Socks & Insoles
227,2021-01-27,29477.0,Socks & Insoles
228,2021-01-28,52025.0,Socks & Insoles
229,2021-01-29,52025.0,Socks & Insoles
230,2021-01-30,52025.0,Socks & Insoles
231,2021-01-31,52025.0,Socks & Insoles
232,2021-02-01,52025.0,Socks & Insoles
233,2021-02-02,45404.0,Socks & Insoles
234,2021-02-03,45404.0,Socks & Insoles
235,2021-02-04,45404.0,Socks & Insoles
236,2021-02-05,45404.0,Socks & Insoles
237,2021-02-06,45404.0,Socks & Insoles
238,2021-02-07,45404.0,Socks & Insoles
239,2021-02-08,66341.0,Socks & Insoles
240,2021-02-09,66341.0,Socks & Insoles
241,2021-02-10,66341.0,Socks & Insoles
242,2021-02-11,66341.0,Socks & Insoles
243,2021-02-12,66341.0,Socks & Insoles
244,2021-02-13,37354.0,Socks & Insoles
245,2021-02-14,37354.0,Socks & Insoles
246,2021-02-15,37354.0,Socks & Insoles
247,2021-02-16,37354.0,Socks & Insoles
248,2021-02-17,37354.0,Socks & Insoles
249,2021-02-18,34491.0,Socks & Insoles
250,2021-02-19,34491.0,Socks & Insoles
251,2021-02-20,34491.0,Socks & Insoles
252,2021-02-21,46666.0,Socks & Insoles
253,2021-02-22,46666.0,Socks & Insoles
254,2021-02-23,46666.0,Socks & Insoles
255,2021-02-24,46666.0,Socks & Insoles
256,2021-02-25,46666.0,Socks & Insoles
257,2021-02-26,46666.0,Socks & Insoles
258,2021-02-27,46666.0,Socks & Insoles
259,2021-02-28,46666.0,Socks & Insoles
260,2021-03-01,47865.0,Socks & Insoles
261,2021-03-02,47865.0,Socks & Insoles
262,2021-03-03,47865.0,Socks & Insoles
263,2021-03-04,47865.0,Socks & Insoles
264,2021-03-05,47865.0,Socks & Insoles
265,2021-03-06,47865.0,Socks & Insoles
266,2021-03-07,47865.0,Socks & Insoles
267,2021-03-08,47865.0,Socks & Insoles
268,2021-03-09,47865.0,Socks & Insoles
269,2021-03-10,47865.0,Socks & Insoles
270,2021-03-11,42515.0,Socks & Insoles
271,2021-03-12,42515.0,Socks & Insoles
272,2021-03-13,42515.0,Socks & Insoles
273,2021-03-14,42515.0,Socks & Insoles
274,2021-03-15,42515.0,Socks & Insoles
275,2021-03-16,42515.0,Socks & Insoles
276,2021-03-17,42515.0,Socks & Insoles
277,2021-03-18,42515.0,Socks & Insoles
278,2021-03-19,30966.0,Socks & Insoles
279,2021-03-20,30966.0,Socks & Insoles
280,2021-03-21,30966.0,Socks & Insoles
281,2021-03-22,30966.0,Socks & Insoles
282,2021-03-23,30966.0,Socks & Insoles
283,2021-03-24,30966.0,Socks & Insoles
284,2021-03-25,30966.0,Socks & Insoles
285,2021-03-26,30966.0,Socks & Insoles
286,2021-03-27,30966.0,Socks & Insoles
287,2021-03-28,30966.0,Socks & Insoles
288,2021-03-29,30966.0,Socks & Insoles
289,2021-03-30,30966.0,Socks & Insoles
290,2021-03-31,24852.0,Socks & Insoles
291,2021-04-01,24852.0,Socks & Insoles
292,2021-04-02,24852.0,Socks & Insoles
293,2021-04-03,24852.0,Socks & Insoles
294,2021-04-04,24259.0,Socks & Insoles
295,2021-04-05,24259.0,Socks & Insoles
296,2021-04-06,24259.0,Socks & Insoles
297,2021-04-07,24259.0,Socks & Insoles
298,2021-04-08,24259.0,Socks & Insoles
299,2021-04-09,24259.0,Socks & Insoles
300,2021-04-10,24259.0,Socks & Insoles
301,2021-04-11,24259.0,Socks & Insoles
302,2021-04-12,24259.0,Socks & Insoles
303,2021-04-13,24259.0,Socks & Insoles
304,2021-04-14,24259.0,Socks & Insoles
305,2021-04-15,24259.0,Socks & Insoles
306,2021-04-16,24259.0,Socks & Insoles
307,2021-04-17,29386.0,Socks & Insoles
308,2021-04-18,29386.0,Socks & Insoles
309,2021-04-19,29386.0,Socks & Insoles
310,2021-04-20,29386.0,Socks & Insoles
311,2021-04-21,27140.0,Socks & Insoles
312,2021-04-22,27140.0,Socks & Insoles
313,2021-04-23,29909.0,Socks & Insoles
314,2021-04-24,29909.0,Socks & Insoles
315,2021-04-25,29909.0,Socks & Insoles
316,2021-04-26,29909.0,Socks & Insoles
317,2021-04-27,29909.0,Socks & Insoles
318,2021-04-28,29909.0,Socks & Insoles
319,2021-04-29,29909.0,Socks & Insoles
320,2021-04-30,29909.0,Socks & Insoles
321,2021-05-01,29909.0,Socks & Insoles
322,2021-05-02,29909.0,Socks & Insoles
323,2021-05-03,21813.0,Socks & Insoles
324,2021-05-04,21813.0,Socks & Insoles
325,2021-05-05,21813.0,Socks & Insoles
326,2021-05-06,32000.0,Socks & Insoles
327,2021-05-07,32000.0,Socks & Insoles
328,2021-05-08,32000.0,Socks & Insoles
329,2021-05-09,32000.0,Socks & Insoles
330,2021-05-10,32000.0,Socks & Insoles
331,2021-05-11,32000.0,Socks & Insoles
332,2021-05-12,32000.0,Socks & Insoles
333,2021-05-13,32000.0,Socks & Insoles
334,2021-05-14,32000.0,Socks & Insoles
335,2021-05-15,32000.0,Socks & Insoles
336,2021-05-16,16507.0,Socks & Insoles
337,2021-05-17,21135.0,Socks & Insoles
338,2021-05-18,21135.0,Socks & Insoles
339,2021-05-19,27185.0,Socks & Insoles
340,2021-05-20,21253.0,Socks & Insoles
341,2021-05-21,26607.0,Socks & Insoles
342,2021-05-22,26607.0,Socks & Insoles
343,2021-05-23,26607.0,Socks & Insoles
344,2021-05-24,26607.0,Socks & Insoles
345,2021-05-25,26607.0,Socks & Insoles
346,2021-05-26,26607.0,Socks & Insoles
347,2021-05-27,26607.0,Socks & Insoles
348,2021-05-28,23673.0,Socks & Insoles
349,2021-05-29,23673.0,Socks & Insoles
350,2021-05-30,23673.0,Socks & Insoles
351,2021-05-31,23673.0,Socks & Insoles
352,2021-06-01,23673.0,Socks & Insoles
353,2021-06-02,23673.0,Socks & Insoles
354,2021-06-03,30146.0,Socks & Insoles
355,2021-06-04,30146.0,Socks & Insoles
356,2021-06-05,30731.0,Socks & Insoles
357,2021-06-06,30731.0,Socks & Insoles
358,2021-06-07,30731.0,Socks & Insoles
359,2021-06-08,30731.0,Socks & Insoles
360,2021-06-09,30731.0,Socks & Insoles
361,2021-06-10,30731.0,Socks & Insoles
362,2021-06-11,30731.0,Socks & Insoles
363,2021-06-12,30731.0,Socks & Insoles
364,2021-06-13,30731.0,Socks & Insoles
365,2021-06-14,22294.0,Socks & Insoles
366,2021-06-15,22294.0,Socks & Insoles
367,2021-06-16,29284.0,Socks & Insoles
368,2021-06-17,29284.0,Socks & Insoles
369,2021-06-18,24588.0,Socks & Insoles
370,2021-06-19,24588.0,Socks & Insoles
371,2021-06-20,24588.0,Socks & Insoles
372,2021-06-21,16784.0,Socks & Insoles
373,2021-06-22,13838.0,Socks & Insoles
374,2021-06-23,13838.0,Socks & Insoles
375,2021-06-24,13838.0,Socks & Insoles
376,2021-06-25,16752.0,Socks & Insoles
377,2021-06-26,16752.0,Socks & Insoles
378,2021-06-27,16752.0,Socks & Insoles
379,2021-06-28,15577.0,Socks & Insoles
380,2021-06-29,15577.0,Socks & Insoles
381,2021-06-30,15577.0,Socks & Insoles
382,2021-07-01,15577.0,Socks & Insoles
383,2021-07-02,15577.0,Socks & Insoles
384,2021-07-03,15577.0,Socks & Insoles
385,2021-07-04,15577.0,Socks & Insoles
386,2021-07-05,15577.0,Socks & Insoles
387,2021-07-06,26898.0,Socks & Insoles
388,2021-07-07,26898.0,Socks & Insoles
389,2021-07-08,26898.0,Socks & Insoles
390,2021-07-09,26898.0,Socks & Insoles
391,2021-07-10,30807.0,Socks & Insoles
