,date,value,name_B07X33X7ZM
79,2019-11-18,41560.0,Throws
80,2019-11-19,39930.0,Throws
81,2019-11-20,39930.0,Throws
82,2019-11-21,39930.0,Throws
83,2019-11-22,22847.0,Throws
84,2019-11-23,22847.0,Throws
85,2019-11-24,22847.0,Throws
86,2019-11-25,34212.0,Throws
87,2019-11-26,34212.0,Throws
88,2019-11-27,34212.0,Throws
89,2019-11-28,43125.0,Throws
90,2019-11-29,43125.0,Throws
91,2019-11-30,43125.0,Throws
92,2019-12-01,28931.0,Throws
93,2019-12-02,28931.0,Throws
94,2019-12-03,28931.0,Throws
95,2019-12-04,28931.0,Throws
96,2019-12-05,28931.0,Throws
97,2019-12-06,43717.0,Throws
98,2019-12-07,43717.0,Throws
99,2019-12-08,43717.0,Throws
100,2019-12-09,43717.0,Throws
101,2019-12-10,43717.0,Throws
102,2019-12-11,31257.0,Throws
103,2019-12-12,31257.0,Throws
104,2019-12-13,31257.0,Throws
105,2019-12-14,31926.0,Throws
106,2019-12-15,31926.0,Throws
107,2019-12-16,32532.0,Throws
108,2019-12-17,32532.0,Throws
109,2019-12-18,32532.0,Throws
110,2019-12-19,22548.0,Throws
111,2019-12-20,22548.0,Throws
112,2019-12-21,25431.0,Throws
113,2019-12-22,25431.0,Throws
114,2019-12-23,25431.0,Throws
115,2019-12-24,25431.0,Throws
116,2019-12-25,27762.0,Throws
117,2019-12-26,27762.0,Throws
118,2019-12-27,27762.0,Throws
119,2019-12-28,27762.0,Throws
120,2019-12-29,27762.0,Throws
121,2019-12-30,27762.0,Throws
122,2019-12-31,27762.0,Throws
123,2020-01-01,26837.0,Throws
124,2020-01-02,28891.0,Throws
125,2020-01-03,28891.0,Throws
126,2020-01-04,28891.0,Throws
127,2020-01-05,28891.0,Throws
128,2020-01-06,29489.0,Throws
129,2020-01-07,25851.0,Throws
130,2020-01-08,25851.0,Throws
131,2020-01-09,25851.0,Throws
132,2020-01-10,25851.0,Throws
133,2020-01-11,25851.0,Throws
134,2020-01-12,25851.0,Throws
135,2020-01-13,25851.0,Throws
136,2020-01-14,30487.0,Throws
137,2020-01-15,30487.0,Throws
138,2020-01-16,30487.0,Throws
139,2020-01-17,30487.0,Throws
140,2020-01-18,21241.0,Throws
141,2020-01-19,21241.0,Throws
142,2020-01-20,21241.0,Throws
143,2020-01-21,21241.0,Throws
144,2020-01-22,21241.0,Throws
145,2020-01-23,21241.0,Throws
146,2020-01-24,21241.0,Throws
147,2020-01-25,29056.0,Throws
148,2020-01-26,29056.0,Throws
149,2020-01-27,29056.0,Throws
150,2020-01-28,29056.0,Throws
151,2020-01-29,29056.0,Throws
152,2020-01-30,29056.0,Throws
153,2020-01-31,29056.0,Throws
154,2020-02-01,29056.0,Throws
155,2020-02-02,28434.0,Throws
156,2020-02-03,28434.0,Throws
157,2020-02-04,28434.0,Throws
158,2020-02-05,24178.0,Throws
159,2020-02-06,24178.0,Throws
160,2020-02-07,40430.0,Throws
161,2020-02-08,40430.0,Throws
162,2020-02-09,40430.0,Throws
163,2020-02-10,40430.0,Throws
164,2020-02-11,40430.0,Throws
165,2020-02-12,40430.0,Throws
166,2020-02-13,26221.0,Throws
167,2020-02-14,27634.0,Throws
168,2020-02-15,27634.0,Throws
169,2020-02-16,27634.0,Throws
170,2020-02-17,27634.0,Throws
171,2020-02-18,25251.0,Throws
172,2020-02-19,25251.0,Throws
173,2020-02-20,25251.0,Throws
174,2020-02-21,25251.0,Throws
175,2020-02-22,25251.0,Throws
176,2020-02-23,25251.0,Throws
177,2020-02-24,25251.0,Throws
178,2020-02-25,25251.0,Throws
179,2020-02-26,25251.0,Throws
180,2020-02-27,38925.0,Throws
181,2020-02-28,38925.0,Throws
182,2020-02-29,38925.0,Throws
183,2020-03-01,38925.0,Throws
184,2020-03-02,38925.0,Throws
185,2020-03-03,29429.0,Throws
186,2020-03-04,29429.0,Throws
187,2020-03-05,29429.0,Throws
188,2020-03-06,35267.0,Throws
189,2020-03-07,35267.0,Throws
190,2020-03-08,35267.0,Throws
191,2020-03-09,35267.0,Throws
192,2020-03-10,35267.0,Throws
193,2020-03-11,35267.0,Throws
194,2020-03-12,34329.0,Throws
195,2020-03-13,34329.0,Throws
196,2020-03-14,34329.0,Throws
197,2020-03-15,34329.0,Throws
198,2020-03-16,34329.0,Throws
199,2020-03-17,34329.0,Throws
200,2020-03-18,34329.0,Throws
201,2020-03-19,34329.0,Throws
202,2020-03-20,34329.0,Throws
203,2020-03-21,25495.0,Throws
204,2020-03-22,25495.0,Throws
205,2020-03-23,25495.0,Throws
206,2020-03-24,25495.0,Throws
207,2020-03-25,43849.0,Throws
208,2020-03-26,43849.0,Throws
209,2020-03-27,43849.0,Throws
210,2020-03-28,43849.0,Throws
211,2020-03-29,43849.0,Throws
212,2020-03-30,43849.0,Throws
213,2020-03-31,31391.0,Throws
214,2020-04-01,31391.0,Throws
215,2020-04-02,31391.0,Throws
216,2020-04-03,31391.0,Throws
217,2020-04-04,31391.0,Throws
218,2020-04-05,31391.0,Throws
219,2020-04-06,31391.0,Throws
220,2020-04-07,31391.0,Throws
221,2020-04-08,31391.0,Throws
222,2020-04-09,31391.0,Throws
223,2020-04-10,31391.0,Throws
224,2020-04-11,24813.0,Throws
225,2020-04-12,24813.0,Throws
226,2020-04-13,24813.0,Throws
227,2020-04-14,24813.0,Throws
228,2020-04-15,24813.0,Throws
229,2020-04-16,24813.0,Throws
230,2020-04-17,24813.0,Throws
231,2020-04-18,24813.0,Throws
232,2020-04-19,24813.0,Throws
233,2020-04-20,25188.0,Throws
234,2020-04-21,25188.0,Throws
235,2020-04-22,25188.0,Throws
236,2020-04-23,25188.0,Throws
237,2020-04-24,25188.0,Throws
238,2020-04-25,25188.0,Throws
239,2020-04-26,23218.0,Throws
240,2020-04-27,23218.0,Throws
241,2020-04-28,23218.0,Throws
242,2020-04-29,23218.0,Throws
243,2020-04-30,23218.0,Throws
244,2020-05-01,23218.0,Throws
245,2020-05-02,20616.0,Throws
246,2020-05-03,20616.0,Throws
247,2020-05-04,20616.0,Throws
248,2020-05-05,20616.0,Throws
249,2020-05-06,20616.0,Throws
250,2020-05-07,26594.0,Throws
251,2020-05-08,26594.0,Throws
252,2020-05-09,26594.0,Throws
253,2020-05-10,26594.0,Throws
254,2020-05-11,26594.0,Throws
255,2020-05-12,24143.0,Throws
256,2020-05-13,24143.0,Throws
257,2020-05-14,24143.0,Throws
258,2020-05-15,24143.0,Throws
259,2020-05-16,18552.0,Throws
260,2020-05-17,18552.0,Throws
261,2020-05-18,18552.0,Throws
262,2020-05-19,18758.0,Throws
263,2020-05-20,19302.0,Throws
264,2020-05-21,19302.0,Throws
265,2020-05-22,19302.0,Throws
266,2020-05-23,19302.0,Throws
267,2020-05-24,24896.0,Throws
268,2020-05-25,24896.0,Throws
269,2020-05-26,37375.0,Throws
270,2020-05-27,37375.0,Throws
271,2020-05-28,35744.0,Throws
272,2020-05-29,35744.0,Throws
273,2020-05-30,35744.0,Throws
274,2020-05-31,35744.0,Throws
275,2020-06-01,35744.0,Throws
276,2020-06-02,35744.0,Throws
277,2020-06-03,52130.0,Throws
278,2020-06-04,52130.0,Throws
279,2020-06-05,52130.0,Throws
280,2020-06-06,52130.0,Throws
281,2020-06-07,52130.0,Throws
282,2020-06-08,48376.0,Throws
283,2020-06-09,48376.0,Throws
284,2020-06-10,48376.0,Throws
285,2020-06-11,60797.0,Throws
286,2020-06-12,55655.0,Throws
287,2020-06-13,55655.0,Throws
288,2020-06-14,55655.0,Throws
289,2020-06-15,55655.0,Throws
290,2020-06-16,55655.0,Throws
291,2020-06-17,55655.0,Throws
292,2020-06-18,55655.0,Throws
293,2020-06-19,55655.0,Throws
294,2020-06-20,83984.0,Throws
295,2020-06-21,83984.0,Throws
296,2020-06-22,83984.0,Throws
297,2020-06-23,83984.0,Throws
298,2020-06-24,83984.0,Throws
299,2020-06-25,83984.0,Throws
300,2020-06-26,83984.0,Throws
301,2020-06-27,83984.0,Throws
302,2020-06-28,83984.0,Throws
303,2020-06-29,83984.0,Throws
304,2020-06-30,46610.0,Throws
305,2020-07-01,46610.0,Throws
306,2020-07-02,46610.0,Throws
307,2020-07-03,46610.0,Throws
308,2020-07-04,46610.0,Throws
309,2020-07-05,46610.0,Throws
310,2020-07-06,46610.0,Throws
311,2020-07-07,46610.0,Throws
312,2020-07-08,37993.0,Throws
313,2020-07-09,37993.0,Throws
314,2020-07-10,37993.0,Throws
315,2020-07-11,35396.0,Throws
316,2020-07-12,35396.0,Throws
317,2020-07-13,35396.0,Throws
318,2020-07-14,35396.0,Throws
319,2020-07-15,28531.0,Throws
320,2020-07-16,28531.0,Throws
321,2020-07-17,28531.0,Throws
322,2020-07-18,19057.0,Throws
323,2020-07-19,19057.0,Throws
324,2020-07-20,19057.0,Throws
325,2020-07-21,21410.0,Throws
326,2020-07-22,21410.0,Throws
327,2020-07-23,21410.0,Throws
328,2020-07-24,21410.0,Throws
329,2020-07-25,21410.0,Throws
330,2020-07-26,21410.0,Throws
331,2020-07-27,25919.0,Throws
332,2020-07-28,25919.0,Throws
333,2020-07-29,25919.0,Throws
334,2020-07-30,22537.0,Throws
335,2020-07-31,22537.0,Throws
336,2020-08-01,23931.0,Throws
337,2020-08-02,23931.0,Throws
338,2020-08-03,23931.0,Throws
339,2020-08-04,23931.0,Throws
340,2020-08-05,23931.0,Throws
341,2020-08-06,23931.0,Throws
342,2020-08-07,22096.0,Throws
343,2020-08-08,22096.0,Throws
344,2020-08-09,22096.0,Throws
345,2020-08-10,22096.0,Throws
346,2020-08-11,22096.0,Throws
347,2020-08-12,23367.0,Throws
348,2020-08-13,19582.0,Throws
349,2020-08-14,22626.0,Throws
350,2020-08-15,22626.0,Throws
351,2020-08-16,26453.0,Throws
352,2020-08-17,26453.0,Throws
353,2020-08-18,26453.0,Throws
354,2020-08-19,26453.0,Throws
355,2020-08-20,19157.0,Throws
356,2020-08-21,19157.0,Throws
357,2020-08-22,19157.0,Throws
358,2020-08-23,19157.0,Throws
359,2020-08-24,19157.0,Throws
360,2020-08-25,24874.0,Throws
361,2020-08-26,24874.0,Throws
362,2020-08-27,24874.0,Throws
363,2020-08-28,24874.0,Throws
364,2020-08-29,21273.0,Throws
365,2020-08-30,21273.0,Throws
366,2020-08-31,13413.0,Throws
367,2020-09-01,13413.0,Throws
368,2020-09-02,18313.0,Throws
369,2020-09-03,18313.0,Throws
370,2020-09-04,18313.0,Throws
371,2020-09-05,18313.0,Throws
372,2020-09-06,22369.0,Throws
373,2020-09-07,22359.0,Throws
374,2020-09-08,20490.0,Throws
375,2020-09-09,20490.0,Throws
376,2020-09-10,20490.0,Throws
377,2020-09-11,20003.0,Throws
378,2020-09-12,20003.0,Throws
379,2020-09-13,16384.0,Throws
380,2020-09-14,16384.0,Throws
381,2020-09-15,18632.0,Throws
382,2020-09-16,18632.0,Throws
383,2020-09-17,18632.0,Throws
384,2020-09-18,18647.0,Throws
385,2020-09-19,18647.0,Throws
386,2020-09-20,18647.0,Throws
387,2020-09-21,18647.0,Throws
388,2020-09-22,18647.0,Throws
389,2020-09-23,14589.0,Throws
390,2020-09-24,14589.0,Throws
391,2020-09-25,14589.0,Throws
392,2020-09-26,14589.0,Throws
393,2020-09-27,14589.0,Throws
394,2020-09-28,14589.0,Throws
395,2020-09-29,26335.0,Throws
396,2020-09-30,26335.0,Throws
397,2020-10-01,26335.0,Throws
398,2020-10-02,26335.0,Throws
399,2020-10-03,26335.0,Throws
400,2020-10-04,21938.0,Throws
401,2020-10-05,21938.0,Throws
402,2020-10-06,23352.0,Throws
403,2020-10-07,23352.0,Throws
404,2020-10-08,23352.0,Throws
405,2020-10-09,21391.0,Throws
406,2020-10-10,21391.0,Throws
407,2020-10-11,21391.0,Throws
408,2020-10-12,21391.0,Throws
409,2020-10-13,20319.0,Throws
410,2020-10-14,24578.0,Throws
411,2020-10-15,21923.0,Throws
412,2020-10-16,25189.0,Throws
413,2020-10-17,25189.0,Throws
414,2020-10-18,25189.0,Throws
415,2020-10-19,25189.0,Throws
416,2020-10-20,25189.0,Throws
417,2020-10-21,18765.0,Throws
418,2020-10-22,20190.0,Throws
419,2020-10-23,21580.0,Throws
420,2020-10-24,21580.0,Throws
421,2020-10-25,21580.0,Throws
422,2020-10-26,22713.0,Throws
423,2020-10-27,22713.0,Throws
424,2020-10-28,22713.0,Throws
425,2020-10-29,22713.0,Throws
426,2020-10-30,22713.0,Throws
427,2020-10-31,22713.0,Throws
428,2020-11-01,22713.0,Throws
429,2020-11-02,20426.0,Throws
430,2020-11-03,20426.0,Throws
431,2020-11-04,20803.0,Throws
432,2020-11-05,20803.0,Throws
433,2020-11-06,20504.0,Throws
434,2020-11-07,20504.0,Throws
435,2020-11-08,20504.0,Throws
436,2020-11-09,20504.0,Throws
437,2020-11-10,20504.0,Throws
438,2020-11-11,20438.0,Throws
439,2020-11-12,20438.0,Throws
440,2020-11-13,20438.0,Throws
441,2020-11-14,20438.0,Throws
442,2020-11-15,20438.0,Throws
443,2020-11-16,20438.0,Throws
444,2020-11-17,20438.0,Throws
445,2020-11-18,20438.0,Throws
446,2020-11-19,22226.0,Throws
447,2020-11-20,22226.0,Throws
448,2020-11-21,22226.0,Throws
449,2020-11-22,22226.0,Throws
450,2020-11-23,21927.0,Throws
451,2020-11-24,21927.0,Throws
452,2020-11-25,21927.0,Throws
453,2020-11-26,25519.0,Throws
454,2020-11-27,25519.0,Throws
455,2020-11-28,25519.0,Throws
456,2020-11-29,25519.0,Throws
457,2020-11-30,25519.0,Throws
458,2020-12-01,25421.0,Throws
459,2020-12-02,25421.0,Throws
460,2020-12-03,25421.0,Throws
461,2020-12-04,25421.0,Throws
462,2020-12-05,27030.0,Throws
463,2020-12-06,27030.0,Throws
464,2020-12-07,27030.0,Throws
465,2020-12-08,24883.0,Throws
466,2020-12-09,24883.0,Throws
467,2020-12-10,24883.0,Throws
468,2020-12-11,24883.0,Throws
469,2020-12-12,24883.0,Throws
470,2020-12-13,24883.0,Throws
471,2020-12-14,26121.0,Throws
472,2020-12-15,19197.0,Throws
473,2020-12-16,19197.0,Throws
474,2020-12-17,19197.0,Throws
475,2020-12-18,19197.0,Throws
476,2020-12-19,19197.0,Throws
477,2020-12-20,19889.0,Throws
478,2020-12-21,19889.0,Throws
479,2020-12-22,19889.0,Throws
480,2020-12-23,20758.0,Throws
481,2020-12-24,20758.0,Throws
482,2020-12-25,20758.0,Throws
483,2020-12-26,20758.0,Throws
484,2020-12-27,20758.0,Throws
485,2020-12-28,20758.0,Throws
486,2020-12-29,20758.0,Throws
487,2020-12-30,22834.0,Throws
488,2020-12-31,22834.0,Throws
489,2021-01-01,24567.0,Throws
490,2021-01-02,25918.0,Throws
491,2021-01-03,25918.0,Throws
492,2021-01-04,25918.0,Throws
493,2021-01-05,25918.0,Throws
494,2021-01-06,25918.0,Throws
495,2021-01-07,23010.0,Throws
496,2021-01-08,23010.0,Throws
497,2021-01-09,23010.0,Throws
498,2021-01-10,23010.0,Throws
499,2021-01-11,23010.0,Throws
500,2021-01-12,23010.0,Throws
501,2021-01-13,14733.0,Throws
502,2021-01-14,14733.0,Throws
503,2021-01-15,21547.0,Throws
504,2021-01-16,21654.0,Throws
505,2021-01-17,21654.0,Throws
506,2021-01-18,21654.0,Throws
507,2021-01-19,24332.0,Throws
508,2021-01-20,24332.0,Throws
509,2021-01-21,24332.0,Throws
510,2021-01-22,24332.0,Throws
511,2021-01-23,24332.0,Throws
512,2021-01-24,24332.0,Throws
513,2021-01-25,17118.0,Throws
514,2021-01-26,22598.0,Throws
515,2021-01-27,22598.0,Throws
516,2021-01-28,22598.0,Throws
517,2021-01-29,18688.0,Throws
518,2021-01-30,18688.0,Throws
519,2021-01-31,18688.0,Throws
520,2021-02-01,18597.0,Throws
521,2021-02-02,19204.0,Throws
522,2021-02-03,19465.0,Throws
523,2021-02-04,19465.0,Throws
524,2021-02-05,19465.0,Throws
525,2021-02-06,19465.0,Throws
526,2021-02-07,19465.0,Throws
527,2021-02-08,19465.0,Throws
528,2021-02-09,20360.0,Throws
529,2021-02-10,20360.0,Throws
530,2021-02-11,20360.0,Throws
531,2021-02-12,20360.0,Throws
532,2021-02-13,20360.0,Throws
533,2021-02-14,20360.0,Throws
534,2021-02-15,20360.0,Throws
535,2021-02-16,22544.0,Throws
536,2021-02-17,22544.0,Throws
537,2021-02-18,22544.0,Throws
538,2021-02-19,32518.0,Throws
539,2021-02-20,32518.0,Throws
540,2021-02-21,19795.0,Throws
541,2021-02-22,19795.0,Throws
542,2021-02-23,19795.0,Throws
543,2021-02-24,26577.0,Throws
544,2021-02-25,26961.0,Throws
545,2021-02-26,24887.0,Throws
546,2021-02-27,24887.0,Throws
547,2021-02-28,24887.0,Throws
548,2021-03-01,24887.0,Throws
549,2021-03-02,26488.0,Throws
550,2021-03-03,26488.0,Throws
551,2021-03-04,26488.0,Throws
552,2021-03-05,26488.0,Throws
553,2021-03-06,29852.0,Throws
554,2021-03-07,27622.0,Throws
555,2021-03-08,27622.0,Throws
556,2021-03-09,26083.0,Throws
557,2021-03-10,29833.0,Throws
558,2021-03-11,29833.0,Throws
559,2021-03-12,29833.0,Throws
560,2021-03-13,24636.0,Throws
561,2021-03-14,24636.0,Throws
562,2021-03-15,24636.0,Throws
563,2021-03-16,24636.0,Throws
564,2021-03-17,24636.0,Throws
565,2021-03-18,24636.0,Throws
566,2021-03-19,20323.0,Throws
567,2021-03-20,20323.0,Throws
568,2021-03-21,20323.0,Throws
569,2021-03-22,23467.0,Throws
570,2021-03-23,23467.0,Throws
571,2021-03-24,23811.0,Throws
572,2021-03-25,23811.0,Throws
573,2021-03-26,23811.0,Throws
574,2021-03-27,23811.0,Throws
575,2021-03-28,18491.0,Throws
576,2021-03-29,18491.0,Throws
577,2021-03-30,18491.0,Throws
578,2021-03-31,18491.0,Throws
579,2021-04-01,32728.0,Throws
580,2021-04-02,32728.0,Throws
581,2021-04-03,27464.0,Throws
582,2021-04-04,27464.0,Throws
583,2021-04-05,27464.0,Throws
584,2021-04-06,27464.0,Throws
585,2021-04-07,35341.0,Throws
586,2021-04-08,35341.0,Throws
587,2021-04-09,24268.0,Throws
588,2021-04-10,24268.0,Throws
589,2021-04-11,24268.0,Throws
590,2021-04-12,38831.0,Throws
591,2021-04-13,38831.0,Throws
592,2021-04-14,38831.0,Throws
593,2021-04-15,38831.0,Throws
594,2021-04-16,29318.0,Throws
595,2021-04-17,23011.0,Throws
596,2021-04-18,23011.0,Throws
597,2021-04-19,23011.0,Throws
598,2021-04-20,23462.0,Throws
599,2021-04-21,23462.0,Throws
600,2021-04-22,23462.0,Throws
601,2021-04-23,23462.0,Throws
602,2021-04-24,23462.0,Throws
603,2021-04-25,23462.0,Throws
604,2021-04-26,23462.0,Throws
605,2021-04-27,35623.0,Throws
606,2021-04-28,35623.0,Throws
607,2021-04-29,35623.0,Throws
608,2021-04-30,31839.0,Throws
609,2021-05-01,31839.0,Throws
610,2021-05-02,31839.0,Throws
611,2021-05-03,31839.0,Throws
612,2021-05-04,38463.0,Throws
613,2021-05-05,35347.0,Throws
614,2021-05-06,28494.0,Throws
615,2021-05-07,28494.0,Throws
616,2021-05-08,28494.0,Throws
617,2021-05-09,42012.0,Throws
618,2021-05-10,42012.0,Throws
619,2021-05-11,44158.0,Throws
620,2021-05-12,45938.0,Throws
621,2021-05-13,45938.0,Throws
622,2021-05-14,45938.0,Throws
623,2021-05-15,39690.0,Throws
624,2021-05-16,39690.0,Throws
625,2021-05-17,36219.0,Throws
626,2021-05-18,36219.0,Throws
627,2021-05-19,38640.0,Throws
628,2021-05-20,34626.0,Throws
629,2021-05-21,34626.0,Throws
630,2021-05-22,34626.0,Throws
631,2021-05-23,34626.0,Throws
632,2021-05-24,34626.0,Throws
633,2021-05-25,37582.0,Throws
634,2021-05-26,37582.0,Throws
635,2021-05-27,32626.0,Throws
636,2021-05-28,34898.0,Throws
637,2021-05-29,27950.0,Throws
638,2021-05-30,34334.0,Throws
639,2021-05-31,34334.0,Throws
640,2021-06-01,34334.0,Throws
641,2021-06-02,34334.0,Throws
642,2021-06-03,32883.0,Throws
643,2021-06-04,32883.0,Throws
644,2021-06-05,32883.0,Throws
645,2021-06-06,39266.0,Throws
646,2021-06-07,41470.0,Throws
647,2021-06-08,41470.0,Throws
648,2021-06-09,41470.0,Throws
649,2021-06-10,41470.0,Throws
650,2021-06-11,35185.0,Throws
651,2021-06-12,35185.0,Throws
652,2021-06-13,28657.0,Throws
653,2021-06-14,28657.0,Throws
654,2021-06-15,28657.0,Throws
655,2021-06-16,28657.0,Throws
656,2021-06-17,30472.0,Throws
657,2021-06-18,35417.0,Throws
658,2021-06-19,35417.0,Throws
659,2021-06-20,35417.0,Throws
660,2021-06-21,35964.0,Throws
661,2021-06-22,38736.0,Throws
662,2021-06-23,38736.0,Throws
663,2021-06-24,53764.0,Throws
664,2021-06-25,53764.0,Throws
665,2021-06-26,53764.0,Throws
666,2021-06-27,53764.0,Throws
667,2021-06-28,53764.0,Throws
668,2021-06-29,41961.0,Throws
669,2021-06-30,50655.0,Throws
670,2021-07-01,50655.0,Throws
671,2021-07-02,50655.0,Throws
672,2021-07-03,50655.0,Throws
673,2021-07-04,50655.0,Throws
674,2021-07-05,50655.0,Throws
675,2021-07-06,39025.0,Throws
676,2021-07-07,39025.0,Throws
677,2021-07-08,38762.0,Throws
678,2021-07-09,39637.0,Throws
679,2021-07-10,39637.0,Throws
680,2021-07-11,40045.0,Throws
